Date,Adj Close_DALMIASUG.NS,Close_DALMIASUG.NS,High_DALMIASUG.NS,Low_DALMIASUG.NS,Open_DALMIASUG.NS,Volume_DALMIASUG.NS,Date
2021-03-22,170.82308959960938,181.14999389648438,184.64999389648438,159.0,162.8000030517578,1654526,2021-03-22
2021-03-29,173.7935028076172,184.3000030517578,189.0500030517578,178.25,181.14999389648438,505235,2021-03-29
2021-04-05,191.75755310058594,203.35000610351562,208.0,175.0,184.3000030517578,2170080,2021-04-05
2021-04-12,212.36190795898438,225.1999969482422,229.89999389648438,185.8000030517578,198.8000030517578,2758848,2021-04-12
2021-04-19,220.0001678466797,233.3000030517578,237.1999969482422,216.25,221.0,1474771,2021-04-19
2021-04-26,238.57708740234375,253.0,260.0,226.10000610351562,236.89999389648438,1306859,2021-04-26
2021-05-03,271.0632019042969,287.45001220703125,310.0,251.6999969482422,252.1999969482422,3314713,2021-05-03
2021-05-10,276.90972900390625,293.6499938964844,342.70001220703125,286.8500061035156,292.0,2095327,2021-05-10
2021-05-17,313.26214599609375,332.20001220703125,355.0,295.04998779296875,295.8999938964844,2673807,2021-05-17
2021-05-24,304.5394287109375,322.95001220703125,344.0,320.0,327.0,1041331,2021-05-24
2021-05-31,316.1382751464844,335.25,337.8999938964844,306.0,325.8999938964844,1124609,2021-05-31
2021-06-07,378.9886474609375,401.8999938964844,429.3999938964844,340.29998779296875,340.79998779296875,3690678,2021-06-07
2021-06-14,362.4862976074219,384.3999938964844,420.6000061035156,367.79998779296875,402.04998779296875,1323257,2021-06-14
2021-06-21,409.1644592285156,433.8999938964844,461.0,370.04998779296875,383.0,3085456,2021-06-21
2021-06-28,450.9861755371094,478.25,499.0,431.1000061035156,438.0,3167803,2021-06-28
2021-07-05,441.7448425292969,468.45001220703125,484.1000061035156,437.0,482.8500061035156,1149746,2021-07-05
2021-07-12,429.2973327636719,455.25,494.79998779296875,452.95001220703125,474.3999938964844,1045661,2021-07-12
2021-07-19,432.50347900390625,458.6499938964844,477.5,442.0,456.25,680210,2021-07-19
2021-07-26,452.4949645996094,479.8500061035156,495.0,456.20001220703125,459.3999938964844,1747951,2021-07-26
2021-08-02,426.1855163574219,451.95001220703125,516.5499877929688,441.0,495.0,1466652,2021-08-02
2021-08-09,396.10400390625,420.04998779296875,451.95001220703125,392.0,425.04998779296875,1522789,2021-08-09
2021-08-16,403.270751953125,427.6499938964844,445.0,404.8500061035156,425.0,788820,2021-08-16
2021-08-23,410.6260681152344,435.45001220703125,446.8999938964844,355.6000061035156,425.0,1443224,2021-08-23
2021-08-30,403.4593505859375,427.8500061035156,444.45001220703125,418.6000061035156,439.0,493673,2021-08-30
2021-09-06,388.937255859375,412.45001220703125,427.54998779296875,410.0,425.0,295998,2021-09-06
2021-09-13,390.72894287109375,414.3500061035156,430.0,399.0,412.29998779296875,704309,2021-09-13
2021-09-20,391.0270080566406,411.6499938964844,429.0,384.0,413.75,510143,2021-09-20
2021-09-27,422.04132080078125,444.29998779296875,463.70001220703125,400.0,414.79998779296875,917192,2021-09-27
2021-10-04,437.6197204589844,460.70001220703125,485.0,443.70001220703125,465.0,1836087,2021-10-04
2021-10-11,431.3978576660156,454.1499938964844,470.0,451.6499938964844,463.5,573891,2021-10-11
2021-10-18,392.78436279296875,413.5,464.70001220703125,409.70001220703125,457.6000061035156,588071,2021-10-18
2021-10-25,374.5462341308594,394.29998779296875,434.1000061035156,390.6000061035156,412.0,472440,2021-10-25
2021-11-01,385.6125793457031,405.95001220703125,412.0,385.45001220703125,394.29998779296875,301914,2021-11-01
2021-11-08,386.4200134277344,406.79998779296875,437.0,395.1499938964844,410.0,982660,2021-11-08
2021-11-15,364.9997253417969,384.25,410.1499938964844,378.0,406.8999938964844,379437,2021-11-15
2021-11-22,354.6457824707031,373.3500061035156,392.0,362.8500061035156,383.0,397046,2021-11-22
2021-11-29,351.7011413574219,370.25,373.0,324.79998779296875,369.0,242189,2021-11-29
2021-12-06,379.2007751464844,399.20001220703125,409.45001220703125,360.04998779296875,378.0,339331,2021-12-06
2021-12-13,352.31854248046875,370.8999938964844,405.25,366.0,402.0,221885,2021-12-13
2021-12-20,352.176025390625,370.75,387.0,347.04998779296875,365.5,200630,2021-12-20
2021-12-27,363.4798583984375,382.6499938964844,399.5,365.5,370.75,367515,2021-12-27
2022-01-03,401.1434631347656,422.29998779296875,458.8999938964844,382.6000061035156,382.6499938964844,2558956,2022-01-03
2022-01-10,419.6665344238281,441.79998779296875,460.0,417.5,424.8500061035156,1154117,2022-01-10
2022-01-17,430.9228820800781,453.6499938964844,494.8999938964844,435.6499938964844,442.8500061035156,2081877,2022-01-17
2022-01-24,424.60601806640625,447.0,456.70001220703125,402.04998779296875,453.6499938964844,717842,2022-01-24
2022-01-31,430.30548095703125,453.0,465.0,430.54998779296875,451.29998779296875,1067393,2022-01-31
2022-02-07,400.8585205078125,422.0,471.29998779296875,405.54998779296875,455.0,1290144,2022-02-07
2022-02-14,387.74993896484375,408.20001220703125,426.1000061035156,360.0,410.0,455716,2022-02-14
2022-02-21,355.8824157714844,371.8500061035156,408.0,355.54998779296875,402.5,443252,2022-02-21
2022-02-28,396.0788879394531,413.8500061035156,435.0,365.1499938964844,369.5,501747,2022-02-28
2022-03-07,441.3477478027344,461.1499938964844,467.70001220703125,401.8999938964844,408.5,1176234,2022-03-07
2022-03-14,469.9159851074219,491.0,545.0,459.70001220703125,461.1499938964844,3143148,2022-03-14
2022-03-21,476.2326354980469,497.6000061035156,523.7999877929688,491.0,496.0,1070856,2022-03-21
2022-03-28,465.1307067871094,486.0,523.0,466.0,497.75,772128,2022-03-28
2022-04-04,504.6094055175781,527.25,555.0,489.95001220703125,494.8999938964844,1931369,2022-04-04
2022-04-11,508.3898010253906,531.2000122070312,559.6500244140625,523.7000122070312,532.4000244140625,664118,2022-04-11
2022-04-18,524.4204711914062,547.9500122070312,569.5,515.0,529.5,1574575,2022-04-18
2022-04-25,449.0521240234375,469.20001220703125,552.2999877929688,451.1000061035156,548.0,1101969,2022-04-25
2022-05-02,427.518310546875,446.70001220703125,475.0,437.95001220703125,467.0,445861,2022-05-02
2022-05-09,374.78436279296875,391.6000061035156,445.3999938964844,355.6000061035156,433.79998779296875,870703,2022-05-09
2022-05-16,427.661865234375,446.8500061035156,460.0,388.95001220703125,398.0,816702,2022-05-16
2022-05-23,348.1302185058594,363.75,455.45001220703125,312.0,446.8500061035156,2443871,2022-05-23
2022-05-30,363.63458251953125,379.95001220703125,398.29998779296875,366.0,376.75,905031,2022-05-30
2022-06-06,349.4222717285156,365.1000061035156,386.1499938964844,360.0,368.20001220703125,623121,2022-06-06
2022-06-13,306.9288024902344,320.70001220703125,361.70001220703125,315.0,355.0,466811,2022-06-13
2022-06-20,297.5018310546875,310.8500061035156,321.0,281.04998779296875,320.70001220703125,790491,2022-06-20
2022-06-27,299.7987365722656,313.25,332.95001220703125,307.0,318.0,566003,2022-06-27
2022-07-04,322.8160400390625,337.29998779296875,350.0,310.0,316.70001220703125,762932,2022-07-04
2022-07-11,345.78546142578125,361.29998779296875,381.5,333.5,338.0,1661203,2022-07-11
2022-07-18,355.3559875488281,371.29998779296875,386.1499938964844,354.70001220703125,367.0,919058,2022-07-18
2022-07-25,359.42352294921875,375.54998779296875,379.0,350.0,373.6499938964844,680324,2022-07-25
2022-08-01,330.7264709472656,344.6000061035156,370.0,339.1499938964844,370.0,804719,2022-08-01
2022-08-08,324.6321105957031,338.25,349.0,327.8500061035156,348.70001220703125,425379,2022-08-08
2022-08-15,326.7915344238281,340.5,348.5,334.1499938964844,338.25,290663,2022-08-15
2022-08-22,330.1986389160156,344.04998779296875,347.45001220703125,326.3500061035156,341.0,423577,2022-08-22
2022-08-29,339.2681884765625,353.5,355.6499938964844,332.3500061035156,341.70001220703125,296534,2022-08-29
2022-09-05,338.5963439941406,352.79998779296875,369.04998779296875,349.75,357.8999938964844,561810,2022-09-05
2022-09-12,322.8086242675781,336.3500061035156,364.29998779296875,334.0,353.04998779296875,511005,2022-09-12
2022-09-19,322.8086242675781,336.3500061035156,358.1499938964844,330.54998779296875,338.95001220703125,562205,2022-09-19
2022-09-26,311.57965087890625,324.6499938964844,335.0,314.75,335.0,394469,2022-09-26
2022-10-03,325.73583984375,339.3999938964844,341.79998779296875,318.04998779296875,329.0,316095,2022-10-03
2022-10-10,323.8643493652344,337.45001220703125,348.0,331.0,337.95001220703125,289920,2022-10-10
2022-10-17,307.8367004394531,320.75,338.95001220703125,318.54998779296875,337.45001220703125,157598,2022-10-17
2022-10-24,302.0782470703125,314.75,332.0,311.3500061035156,321.0,137903,2022-10-24
2022-10-31,312.5393981933594,325.6499938964844,333.8999938964844,313.20001220703125,316.3500061035156,308823,2022-10-31
2022-11-07,303.61383056640625,316.3500061035156,340.8999938964844,311.25,331.0,434345,2022-11-07
2022-11-14,326.9355163574219,340.6499938964844,368.95001220703125,316.0,317.8999938964844,1415179,2022-11-14
2022-11-21,338.4044494628906,352.6000061035156,359.0,338.1000061035156,342.0,397192,2022-11-21
2022-11-28,352.1286926269531,366.8999938964844,374.79998779296875,339.0,353.45001220703125,704640,2022-11-28
2022-12-05,336.6768798828125,350.79998779296875,383.75,349.95001220703125,368.70001220703125,686026,2022-12-05
2022-12-12,352.6565856933594,367.45001220703125,379.8500061035156,340.3500061035156,352.45001220703125,957755,2022-12-12
2022-12-19,346.0823669433594,360.6000061035156,440.8999938964844,352.45001220703125,374.70001220703125,4713357,2022-12-19
2022-12-26,365.9969482421875,381.3500061035156,400.0,358.45001220703125,360.04998779296875,1309767,2022-12-26
2023-01-02,356.0636291503906,371.0,398.45001220703125,369.04998779296875,383.29998779296875,524102,2023-01-02
2023-01-09,357.1193542480469,372.1000061035156,385.0,364.5,372.8999938964844,512982,2023-01-09
2023-01-16,351.1689147949219,365.8999938964844,387.0,365.0,372.0,336974,2023-01-16
2023-01-23,339.8919982910156,354.1499938964844,368.25,341.04998779296875,368.25,175820,2023-01-23
2023-01-30,318.8736572265625,332.25,361.6499938964844,326.5,354.1499938964844,354520,2023-01-30
2023-02-06,333.2218017578125,347.20001220703125,351.95001220703125,333.0,333.0,286593,2023-02-06
2023-02-13,332.1661071777344,346.1000061035156,354.3999938964844,338.5,349.29998779296875,301010,2023-02-13
2023-02-20,309.5938720703125,319.75,348.79998779296875,315.1000061035156,346.45001220703125,559207,2023-02-20
2023-02-27,310.46527099609375,320.6499938964844,327.20001220703125,311.04998779296875,320.0,314212,2023-02-27
2023-03-06,344.11151123046875,355.3999938964844,367.0,320.95001220703125,321.20001220703125,1475727,2023-03-06
2023-03-13,329.7331848144531,340.54998779296875,360.0,337.1499938964844,358.0,336323,2023-03-13
2023-03-20,306.8343811035156,316.8999938964844,339.45001220703125,314.0,334.95001220703125,534229,2023-03-20
2023-03-27,327.2158203125,337.95001220703125,345.95001220703125,310.1000061035156,318.0,422421,2023-03-27
2023-04-03,345.7091064453125,357.04998779296875,369.0,338.20001220703125,344.0,742113,2023-04-03
2023-04-10,346.3868713378906,357.75,373.75,345.04998779296875,360.45001220703125,617620,2023-04-10
2023-04-17,360.716796875,372.54998779296875,379.6000061035156,354.5,359.0,835696,2023-04-17
2023-04-24,358.3930358886719,370.1499938964844,381.79998779296875,367.1000061035156,372.95001220703125,387411,2023-04-24
2023-05-01,362.02392578125,373.8999938964844,382.0,364.0,370.1499938964844,595973,2023-05-01
2023-05-08,351.5185546875,363.04998779296875,378.5,361.79998779296875,375.75,490336,2023-05-08
2023-05-15,351.3249206542969,362.8500061035156,375.3500061035156,361.0,363.04998779296875,309950,2023-05-15
2023-05-22,340.1417236328125,351.29998779296875,372.8500061035156,346.29998779296875,370.6000061035156,412641,2023-05-22
2023-05-29,355.9724426269531,367.6499938964844,369.0,349.8999938964844,353.5,477293,2023-05-29
2023-06-05,359.5549011230469,371.3500061035156,377.1499938964844,360.5,375.0,712146,2023-06-05
2023-06-12,351.1312561035156,362.6499938964844,374.95001220703125,356.8500061035156,372.0,291313,2023-06-12
2023-06-19,363.96038818359375,375.8999938964844,398.95001220703125,359.5,368.5,1733924,2023-06-19
2023-06-26,360.1358642578125,371.95001220703125,387.70001220703125,368.8999938964844,373.5,512050,2023-06-26
2023-07-03,366.33258056640625,378.3500061035156,382.0,359.29998779296875,373.8500061035156,466284,2023-07-03
2023-07-10,368.1238098144531,380.20001220703125,381.79998779296875,366.1000061035156,381.6499938964844,330508,2023-07-10
2023-07-17,371.8999328613281,384.1000061035156,385.95001220703125,370.1000061035156,381.5,472842,2023-07-17
2023-07-24,361.9754943847656,373.8500061035156,398.20001220703125,369.5,388.70001220703125,558294,2023-07-24
2023-07-31,352.4383850097656,364.0,384.29998779296875,361.1000061035156,375.0,487473,2023-07-31
2023-08-07,335.54180908203125,345.6000061035156,370.0,342.6499938964844,365.75,498655,2023-08-07
2023-08-14,340.7846374511719,351.0,354.5,342.0,350.0,220846,2023-08-14
2023-08-21,354.03741455078125,364.6499938964844,372.75,347.0,351.5,511901,2023-08-21
2023-08-28,365.4454040527344,376.3999938964844,379.8999938964844,363.54998779296875,366.0,434679,2023-08-28
2023-09-04,406.6600036621094,418.8500061035156,437.3500061035156,377.20001220703125,378.29998779296875,2162256,2023-09-04
2023-09-11,450.4960021972656,464.0,485.0,399.04998779296875,431.0,3738060,2023-09-11
2023-09-18,415.49517822265625,427.95001220703125,469.70001220703125,424.04998779296875,469.70001220703125,747737,2023-09-18
2023-09-25,437.58306884765625,450.70001220703125,467.95001220703125,424.1000061035156,427.95001220703125,1338237,2023-09-25
2023-10-02,444.08807373046875,457.3999938964844,464.0,436.79998779296875,450.70001220703125,859604,2023-10-02
2023-10-09,440.2044677734375,453.3999938964844,469.8999938964844,436.1000061035156,455.25,886682,2023-10-09
2023-10-16,434.52471923828125,447.54998779296875,476.6499938964844,444.0,453.70001220703125,934892,2023-10-16
2023-10-23,427.0973815917969,439.8999938964844,449.0,401.45001220703125,447.0,762930,2023-10-23
2023-10-30,438.84521484375,452.0,472.0,432.29998779296875,441.3999938964844,704543,2023-10-30
2023-11-06,435.0101318359375,448.04998779296875,490.0,445.95001220703125,453.79998779296875,1108606,2023-11-06
2023-11-13,423.165283203125,435.8500061035156,454.20001220703125,435.0,451.20001220703125,249287,2023-11-13
2023-11-20,446.8066101074219,460.20001220703125,482.0,430.04998779296875,435.95001220703125,1859885,2023-11-20
2023-11-27,450.15618896484375,463.6499938964844,473.95001220703125,450.6499938964844,460.20001220703125,676173,2023-11-27
2023-12-04,381.1739807128906,392.6000061035156,474.25,391.04998779296875,470.0,2302484,2023-12-04
2023-12-11,388.4557189941406,400.1000061035156,410.0,391.8500061035156,392.6000061035156,832314,2023-12-11
2023-12-18,391.9023742675781,403.6499938964844,430.6499938964844,392.6499938964844,425.0,1270086,2023-12-18
2023-12-25,400.64044189453125,412.6499938964844,417.1499938964844,400.0,403.6499938964844,468972,2023-12-25
2024-01-01,395.49468994140625,407.3500061035156,421.6000061035156,404.79998779296875,413.1000061035156,445774,2024-01-01
2024-01-08,390.4460144042969,402.1499938964844,410.1000061035156,398.04998779296875,409.29998779296875,305883,2024-01-08
2024-01-15,380.05743408203125,391.45001220703125,404.5,386.29998779296875,404.20001220703125,344120,2024-01-15
2024-01-22,385.8828125,397.45001220703125,404.1499938964844,385.04998779296875,391.45001220703125,197932,2024-01-22
2024-01-29,392.4363708496094,404.20001220703125,408.0,393.79998779296875,399.70001220703125,501323,2024-01-29
2024-02-05,392.3878479003906,404.1499938964844,425.1000061035156,396.0,404.20001220703125,819359,2024-02-05
2024-02-12,383.3584899902344,394.8500061035156,406.20001220703125,389.20001220703125,406.20001220703125,227881,2024-02-12
2024-02-19,399.78863525390625,407.8500061035156,418.75,393.04998779296875,394.8999938964844,599401,2024-02-19
2024-02-26,378.0764465332031,385.70001220703125,410.0,379.6000061035156,410.0,265336,2024-02-26
2024-03-04,384.69305419921875,392.45001220703125,404.29998779296875,388.70001220703125,394.54998779296875,288408,2024-03-04
2024-03-11,350.9239501953125,358.0,396.8500061035156,348.1499938964844,396.8500061035156,293037,2024-03-11
2024-03-18,354.0116882324219,361.1499938964844,366.79998779296875,352.8500061035156,359.75,210443,2024-03-18
2024-03-25,333.4267578125,340.1499938964844,365.04998779296875,338.04998779296875,361.1499938964844,325515,2024-03-25
2024-04-01,369.84246826171875,377.29998779296875,389.5,340.25,340.25,448371,2024-04-01
2024-04-08,366.65667724609375,374.04998779296875,388.79998779296875,371.25,378.25,246711,2024-04-08
2024-04-15,355.9721374511719,363.1499938964844,372.8999938964844,354.45001220703125,368.8500061035156,121573,2024-04-15
2024-04-22,386.2613830566406,394.04998779296875,399.0,360.75,363.25,388477,2024-04-22
2024-04-29,403.0234069824219,411.1499938964844,425.5,391.54998779296875,396.04998779296875,950128,2024-04-29
2024-05-06,372.44012451171875,379.95001220703125,413.5,372.95001220703125,413.20001220703125,328010,2024-05-06
2024-05-13,377.0962219238281,384.70001220703125,387.95001220703125,371.0,381.8500061035156,230253,2024-05-13
2024-05-20,370.0874938964844,377.54998779296875,390.04998779296875,374.0,383.0,224454,2024-05-20
2024-05-27,364.69622802734375,372.04998779296875,381.20001220703125,361.0,379.3999938964844,163417,2024-05-27
2024-06-03,376.7041015625,384.29998779296875,391.3500061035156,345.29998779296875,391.3500061035156,402458,2024-06-03
2024-06-10,416.4035949707031,424.79998779296875,442.0,382.3999938964844,382.3999938964844,2965570,2024-06-10
2024-06-17,424.6376037597656,433.20001220703125,444.0,411.25,424.79998779296875,1229021,2024-06-17
2024-06-24,402.0921936035156,410.20001220703125,440.0,401.20001220703125,433.20001220703125,665452,2024-06-24
2024-07-01,395.0345153808594,403.0,423.3999938964844,396.20001220703125,411.0,519847,2024-07-01
2024-07-08,414.0733947753906,421.1499938964844,436.8999938964844,400.70001220703125,403.20001220703125,1015866,2024-07-08
2024-07-15,392.29559326171875,399.0,422.5,396.0,419.04998779296875,505905,2024-07-15
2024-07-22,396.47418212890625,403.25,411.8500061035156,380.0,396.0,532565,2024-07-22
2024-07-29,389.69012451171875,396.3500061035156,419.0,392.5,407.25,634608,2024-07-29
2024-08-05,383.0043640136719,389.54998779296875,394.0,376.79998779296875,382.0,317094,2024-08-05
2024-08-12,399.8662109375,406.70001220703125,414.0,381.0,390.0,548098,2024-08-12
2024-08-19,418.497802734375,425.6499938964844,446.0,405.1000061035156,406.70001220703125,1481886,2024-08-19
2024-08-26,460.1853332519531,468.04998779296875,499.0,414.1000061035156,426.8500061035156,5936358,2024-08-26
2024-09-02,443.7167663574219,451.29998779296875,486.79998779296875,446.54998779296875,473.0,1566612,2024-09-02
2024-09-09,456.1542663574219,463.95001220703125,474.8500061035156,448.29998779296875,451.29998779296875,928695,2024-09-09
2024-09-16,506.6905212402344,515.3499755859375,519.0,461.3999938964844,469.8999938964844,2754094,2024-09-16
2024-09-23,524.1422729492188,533.0999755859375,560.0,504.0,525.0,3832221,2024-09-23
2024-09-30,556.3911743164062,565.9000244140625,582.4000244140625,525.0,532.75,2586690,2024-09-30
2024-10-07,524.289794921875,533.25,585.0,500.6499938964844,565.9000244140625,1674992,2024-10-07
2024-10-14,498.530029296875,507.04998779296875,550.0,494.8999938964844,528.3499755859375,671579,2024-10-14
2024-10-21,433.19659423828125,440.6000061035156,505.95001220703125,432.0,502.0,707738,2024-10-21
2024-10-28,463.3807373046875,471.29998779296875,479.6499938964844,431.3500061035156,435.25,513309,2024-10-28
2024-11-04,456.9407958984375,464.75,477.75,445.79998779296875,468.5,386318,2024-11-04
2024-11-11,406.6502685546875,413.6000061035156,460.0,410.3500061035156,460.0,357685,2024-11-11
2024-11-18,391.8039855957031,398.5,418.95001220703125,385.0,413.79998779296875,408094,2024-11-18
2024-11-25,435.06463623046875,442.5,449.3999938964844,403.6000061035156,403.6000061035156,652464,2024-11-25
2024-12-02,426.1175537109375,433.3999938964844,453.3500061035156,429.0,445.79998779296875,444882,2024-12-02
2024-12-09,429.0671691894531,436.3999938964844,474.8999938964844,427.8999938964844,435.45001220703125,908749,2024-12-09
2024-12-16,372.63165283203125,379.0,442.3999938964844,377.20001220703125,440.79998779296875,795614,2024-12-16
2024-12-23,363.2421569824219,369.45001220703125,388.8999938964844,363.04998779296875,386.0,554934,2024-12-23
2024-12-30,365.749267578125,372.0,379.95001220703125,360.5,369.8999938964844,515131,2024-12-30
2025-01-06,342.2508850097656,348.1000061035156,374.3500061035156,344.54998779296875,373.1499938964844,349732,2025-01-06
2025-01-13,353.41015625,359.45001220703125,378.04998779296875,324.0,340.1000061035156,750030,2025-01-13
2025-01-20,351.1979675292969,357.20001220703125,389.0,355.0,371.0,581623,2025-01-20
2025-01-27,343.7748107910156,349.6499938964844,359.3999938964844,330.3500061035156,355.75,695746,2025-01-27
2025-02-03,354.54083251953125,360.6000061035156,371.95001220703125,340.5,346.5,248576,2025-02-03
2025-02-10,334.33612060546875,340.04998779296875,365.0,323.0,357.1000061035156,409391,2025-02-10
2025-02-17,332.5663757324219,338.25,354.0,325.0,335.8500061035156,405721,2025-02-17
2025-02-24,306.53704833984375,307.6499938964844,344.0,306.0,339.95001220703125,310200,2025-02-24
2025-03-03,331.0978698730469,332.29998779296875,343.1499938964844,291.0,308.0,530597,2025-03-03
2025-03-10,315.4547119140625,316.6000061035156,336.3999938964844,305.1000061035156,334.0,485803,2025-03-10
2025-03-17,367.0672912597656,368.3999938964844,375.25,313.54998779296875,319.0,598660,2025-03-17
2025-03-24,359.6442565917969,360.95001220703125,382.8999938964844,353.3500061035156,370.25,557745,2025-03-24
2025-03-31,375.9350891113281,377.29998779296875,393.25,358.54998779296875,360.95001220703125,370788,2025-03-31
2025-04-07,370.7041015625,372.04998779296875,374.75,325.0,325.0,289029,2025-04-07
2025-04-14,404.18255615234375,405.6499938964844,416.6499938964844,374.5,376.6000061035156,423673,2025-04-14
2025-04-21,390.68157958984375,392.1000061035156,422.79998779296875,388.3500061035156,411.75,538597,2025-04-21
2025-04-28,373.84271240234375,375.20001220703125,405.1499938964844,367.6499938964844,390.5,199684,2025-04-28
2025-05-05,369.7575378417969,371.1000061035156,395.04998779296875,360.0,378.6499938964844,357505,2025-05-05
2025-05-12,442.5931091308594,444.20001220703125,464.8999938964844,379.04998779296875,383.95001220703125,2641819,2025-05-12
2025-05-19,434.87115478515625,436.45001220703125,456.8999938964844,432.3999938964844,444.95001220703125,516927,2025-05-19
2025-05-26,431.0350646972656,432.6000061035156,447.79998779296875,426.95001220703125,440.0,429840,2025-05-26
2025-06-02,437.4617004394531,439.04998779296875,453.0,431.1499938964844,432.0,427299,2025-06-02
2025-06-09,423.56219482421875,425.1000061035156,456.0,418.29998779296875,440.04998779296875,503095,2025-06-09
2025-06-16,396.3609313964844,397.79998779296875,429.0,395.25,429.0,477604,2025-06-16
2025-06-23,413.1499938964844,414.6499938964844,419.8999938964844,392.1000061035156,396.0,311004,2025-06-23
2025-06-30,389.5357360839844,390.95001220703125,417.1000061035156,386.1000061035156,415.79998779296875,708256,2025-06-30
2025-07-07,402.54998779296875,402.54998779296875,412.0,389.54998779296875,392.79998779296875,611168,2025-07-07
2025-07-14,406.5,406.5,409.0,396.95001220703125,403.75,149493,2025-07-14
