Date,Adj Close_SIKKO.NS,Close_SIKKO.NS,High_SIKKO.NS,Low_SIKKO.NS,Open_SIKKO.NS,Volume_SIKKO.NS,Date
2022-01-17,46.30103302001953,46.36666488647461,48.133331298828125,44.03333282470703,46.86666488647461,35554,2022-01-17
2022-01-24,39.37751770019531,39.43333435058594,45.83333206176758,38.06666564941406,45.46666717529297,24927,2022-01-24
2022-01-31,37.546775817871094,37.599998474121094,41.166664123535156,36.0,41.166664123535156,14749,2022-01-31
2022-02-07,37.18062973022461,37.233333587646484,40.5,36.666664123535156,39.33333206176758,27614,2022-02-07
2022-02-14,37.77977752685547,37.83333206176758,39.33333206176758,33.633331298828125,37.20000076293945,17273,2022-02-14
2022-02-21,35.050315856933594,35.099998474121094,39.0,33.56666564941406,37.099998474121094,7975,2022-02-21
2022-02-28,35.21674728393555,35.266666412353516,36.0,32.233333587646484,36.0,15899,2022-02-28
2022-03-07,38.345645904541016,38.400001525878906,39.766666412353516,32.233333587646484,35.93333435058594,16993,2022-03-07
2022-03-14,41.308109283447266,41.36666488647461,42.29999923706055,37.03333282470703,39.96666717529297,26944,2022-03-14
2022-03-21,39.510658264160156,39.56666564941406,43.266666412353516,37.733333587646484,43.266666412353516,18877,2022-03-21
2022-03-28,35.91575622558594,35.96666717529297,41.33333206176758,33.46666717529297,38.46666717529297,16563,2022-03-28
2022-04-04,36.28190231323242,36.33333206176758,39.400001525878906,34.33333206176758,35.96666717529297,21700,2022-04-04
2022-04-11,36.5149040222168,36.56666564941406,39.79999923706055,34.900001525878906,38.33333206176758,15153,2022-04-11
2022-04-18,37.147342681884766,37.20000076293945,38.733333587646484,33.666664123535156,38.233333587646484,25645,2022-04-18
2022-04-25,40.043235778808594,40.099998474121094,45.733333587646484,35.666664123535156,37.20000076293945,85429,2022-04-25
2022-05-02,36.28190231323242,36.33333206176758,40.900001525878906,33.599998474121094,40.900001525878906,35541,2022-05-02
2022-05-09,36.61476135253906,36.666664123535156,39.03333282470703,32.266666412353516,37.20000076293945,15329,2022-05-09
2022-05-16,33.951873779296875,34.0,37.93333435058594,33.400001525878906,35.93333435058594,12293,2022-05-16
2022-05-23,32.58713912963867,32.633331298828125,35.29999923706055,29.100000381469727,35.29999923706055,15396,2022-05-23
2022-05-30,29.92424774169922,29.966665267944336,33.5,28.16666603088379,29.399999618530273,32539,2022-05-30
2022-06-06,31.621841430664062,31.66666603088379,32.266666412353516,29.066665649414062,29.600000381469727,5993,2022-06-06
2022-06-13,40.74224853515625,40.79999923706055,48.666664123535156,28.133333206176758,31.66666603088379,1272334,2022-06-13
2022-06-20,34.983741760253906,35.03333282470703,41.133331298828125,31.466665267944336,40.666664123535156,194158,2022-06-20
2022-06-27,33.585723876953125,33.633331298828125,35.93333435058594,32.133331298828125,35.03333282470703,69206,2022-06-27
2022-07-04,32.121131896972656,32.166664123535156,34.33333206176758,28.899999618530273,33.33333206176758,47346,2022-07-04
2022-07-11,30.5899715423584,30.633333206176758,33.0,30.0,31.066665649414062,55805,2022-07-11
2022-07-18,30.15725326538086,30.200000762939453,31.700000762939453,28.233333587646484,30.633333206176758,61211,2022-07-18
2022-07-25,37.979496002197266,38.03333282470703,41.53333282470703,28.66666603088379,28.833332061767578,816381,2022-07-25
2022-08-01,35.08359909057617,35.133331298828125,41.266666412353516,34.666664123535156,38.86666488647461,288325,2022-08-01
2022-08-08,36.81447982788086,36.86666488647461,38.5,34.20000076293945,35.133331298828125,89910,2022-08-08
2022-08-15,46.534034729003906,46.599998474121094,46.599998474121094,36.86666488647461,36.86666488647461,195942,2022-08-15
2022-08-22,76.55814361572266,76.66666412353516,76.76666259765625,51.43333435058594,51.666664123535156,2782878,2022-08-22
2022-08-29,68.63603973388672,68.73332977294922,78.66666412353516,68.73332977294922,74.0,934423,2022-08-29
2022-09-05,79.15446472167969,79.26666259765625,79.26666259765625,62.06666564941406,65.46666717529297,417289,2022-09-05
2022-09-12,100.9236068725586,101.06666564941406,101.06666564941406,76.83333587646484,83.19999694824219,1217583,2022-09-12
2022-09-19,95.43138885498047,95.56666564941406,115.30000305175781,95.56666564941406,106.0999984741211,682965,2022-09-19
2022-09-26,93.5340805053711,93.66666412353516,100.33333587646484,86.06666564941406,90.80000305175781,825434,2022-09-26
2022-10-03,89.34002685546875,89.46666717529297,98.66666412353516,88.66666412353516,96.46666717529297,292403,2022-10-03
2022-10-10,97.76142120361328,97.9000015258789,104.5999984741211,86.73332977294922,88.0,634833,2022-10-10
2022-10-17,88.84073638916016,88.96666717529297,100.0,88.96666717529297,97.9000015258789,327333,2022-10-17
2022-10-24,100.25788879394531,100.4000015258789,100.4000015258789,84.53333282470703,85.66666412353516,280236,2022-10-24
2022-10-31,112.84004974365234,113.0,113.0,102.30000305175781,105.4000015258789,324072,2022-10-31
2022-11-07,136.20692443847656,136.39999389648438,136.5,117.69999694824219,118.6500015258789,483614,2022-11-07
2022-11-14,116.5348129272461,116.69999694824219,138.39999389648438,105.5999984741211,138.39999389648438,408771,2022-11-14
2022-11-21,110.24372863769531,110.4000015258789,119.0,106.0,118.94999694824219,170220,2022-11-21
2022-11-28,108.2465591430664,108.4000015258789,113.0,106.0,112.0999984741211,104614,2022-11-28
2022-12-05,111.39210510253906,111.55000305175781,119.44999694824219,108.3499984741211,110.44999694824219,216968,2022-12-05
2022-12-12,110.89281463623047,111.05000305175781,115.0,108.0,114.5,91928,2022-12-12
2022-12-19,97.46184539794922,97.5999984741211,116.0,97.5999984741211,111.05000305175781,90113,2022-12-19
2022-12-26,101.6559066772461,101.80000305175781,107.55000305175781,92.75,92.75,119805,2022-12-26
2023-01-02,99.3499984741211,99.3499984741211,104.5,96.8499984741211,104.5,72520,2023-01-02
2023-01-09,100.75,100.75,104.0,97.0,101.94999694824219,60575,2023-01-09
2023-01-16,103.19999694824219,103.19999694824219,104.9000015258789,100.0999984741211,103.75,72925,2023-01-16
2023-01-23,100.55000305175781,100.55000305175781,105.0,99.0,105.0,48120,2023-01-23
2023-01-30,96.55000305175781,96.55000305175781,101.75,94.19999694824219,99.0,72212,2023-01-30
2023-02-06,90.8499984741211,90.8499984741211,99.0,87.94999694824219,96.55000305175781,58322,2023-02-06
2023-02-13,86.25,86.25,93.5,85.0999984741211,88.0,54431,2023-02-13
2023-02-20,85.3499984741211,85.3499984741211,90.0,84.9000015258789,87.9000015258789,33240,2023-02-20
2023-02-27,76.1500015258789,76.1500015258789,86.44999694824219,75.25,85.5,97154,2023-02-27
2023-03-06,86.4000015258789,86.4000015258789,86.4000015258789,72.75,75.0,90197,2023-03-06
2023-03-13,85.05000305175781,85.05000305175781,95.19999694824219,81.44999694824219,90.44999694824219,120841,2023-03-13
2023-03-20,77.80000305175781,77.80000305175781,86.9000015258789,77.0,85.0999984741211,69267,2023-03-20
2023-03-27,78.9000015258789,78.9000015258789,80.44999694824219,75.05000305175781,79.0,51938,2023-03-27
2023-04-03,85.75,85.75,86.9000015258789,77.30000305175781,80.94999694824219,36195,2023-04-03
2023-04-10,85.8499984741211,85.8499984741211,89.9000015258789,85.05000305175781,88.0,36432,2023-04-10
2023-04-17,85.6500015258789,85.6500015258789,89.30000305175781,84.0,86.0999984741211,70968,2023-04-17
2023-04-24,81.0999984741211,81.0999984741211,87.94999694824219,78.0,87.94999694824219,113673,2023-04-24
2023-05-01,80.80000305175781,80.80000305175781,86.69999694824219,80.19999694824219,81.0999984741211,95142,2023-05-01
2023-05-08,75.94999694824219,75.94999694824219,83.0,73.0,80.6500015258789,199797,2023-05-08
2023-05-15,73.5999984741211,73.5999984741211,79.9000015258789,72.69999694824219,75.94999694824219,173993,2023-05-15
2023-05-22,66.80000305175781,66.80000305175781,75.4000015258789,62.20000076293945,73.5999984741211,1187835,2023-05-22
2023-05-29,63.849998474121094,63.849998474121094,69.0,59.599998474121094,69.0,467532,2023-05-29
2023-06-05,62.900001525878906,62.900001525878906,66.30000305175781,60.04999923706055,63.54999923706055,167632,2023-06-05
2023-06-12,58.150001525878906,58.150001525878906,64.0,58.0,64.0,184942,2023-06-12
2023-06-19,56.0,56.0,59.79999923706055,55.0,59.45000076293945,118776,2023-06-19
2023-06-26,55.25,55.25,58.0,55.0,57.0,68598,2023-06-26
2023-07-03,58.5,58.5,59.0,55.29999923706055,57.0,73613,2023-07-03
2023-07-10,59.0,59.0,62.0,57.0,59.0,62681,2023-07-10
2023-07-17,58.099998474121094,58.099998474121094,61.900001525878906,57.900001525878906,61.900001525878906,50528,2023-07-17
2023-07-24,56.349998474121094,56.349998474121094,59.20000076293945,56.0,58.0,51925,2023-07-24
2023-07-31,58.45000076293945,58.45000076293945,59.900001525878906,55.900001525878906,56.349998474121094,76587,2023-07-31
2023-08-07,57.599998474121094,57.599998474121094,58.45000076293945,55.0,58.45000076293945,83517,2023-08-07
2023-08-14,56.25,56.25,60.45000076293945,55.099998474121094,60.45000076293945,90258,2023-08-14
2023-08-21,56.849998474121094,56.849998474121094,58.349998474121094,54.54999923706055,56.900001525878906,77727,2023-08-21
2023-08-28,65.25,65.25,65.44999694824219,55.0,56.0,195051,2023-08-28
2023-09-04,60.150001525878906,60.150001525878906,64.94999694824219,58.0,64.5999984741211,189992,2023-09-04
2023-09-11,61.29999923706055,61.29999923706055,65.0,56.79999923706055,65.0,135204,2023-09-11
2023-09-18,58.95000076293945,58.95000076293945,62.0,58.599998474121094,62.0,70893,2023-09-18
2023-09-25,59.54999923706055,59.54999923706055,61.95000076293945,58.099998474121094,61.5,167004,2023-09-25
2023-10-02,59.900001525878906,59.900001525878906,60.5,57.349998474121094,59.54999923706055,85817,2023-10-02
2023-10-09,65.44999694824219,65.44999694824219,72.80000305175781,57.0,58.20000076293945,589415,2023-10-09
2023-10-16,67.0,67.0,71.94999694824219,64.80000305175781,65.4000015258789,619120,2023-10-16
2023-10-23,63.25,63.25,67.3499984741211,58.599998474121094,67.3499984741211,409771,2023-10-23
2023-10-30,64.4000015258789,64.4000015258789,65.8499984741211,61.099998474121094,64.0,282358,2023-10-30
2023-11-06,63.900001525878906,63.900001525878906,69.94999694824219,63.599998474121094,64.55000305175781,333399,2023-11-06
2023-11-13,65.5999984741211,65.5999984741211,68.0,64.0999984741211,66.3499984741211,193500,2023-11-13
2023-11-20,64.0999984741211,64.0999984741211,65.9000015258789,64.0,65.5,173020,2023-11-20
2023-11-27,66.4000015258789,66.4000015258789,71.44999694824219,64.0999984741211,64.0999984741211,458662,2023-11-27
2023-12-04,64.5,64.5,68.44999694824219,63.54999923706055,66.4000015258789,189925,2023-12-04
2023-12-11,77.75,77.75,77.75,64.05000305175781,65.8499984741211,891857,2023-12-11
2023-12-18,101.0,101.0,106.19999694824219,71.5999984741211,84.4000015258789,3684251,2023-12-18
2023-12-25,102.0,102.0,118.0,92.30000305175781,101.0,1710726,2023-12-25
2024-01-01,94.25,94.25,104.80000305175781,92.5,104.80000305175781,262910,2024-01-01
2024-01-08,94.8499984741211,94.8499984741211,95.94999694824219,87.19999694824219,94.44999694824219,213278,2024-01-08
2024-01-15,89.19999694824219,89.19999694824219,95.8499984741211,87.0,94.8499984741211,104358,2024-01-15
2024-01-22,84.9000015258789,84.9000015258789,91.80000305175781,83.0,89.19999694824219,64120,2024-01-22
2024-01-29,83.6500015258789,83.6500015258789,86.1500015258789,78.5999984741211,84.9000015258789,92352,2024-01-29
2024-02-05,79.8499984741211,79.8499984741211,83.94999694824219,78.0,80.5999984741211,107421,2024-02-05
2024-02-12,79.1500015258789,79.1500015258789,82.0,75.05000305175781,82.0,95335,2024-02-12
2024-02-19,83.80000305175781,83.80000305175781,83.80000305175781,76.1500015258789,78.30000305175781,83639,2024-02-19
2024-02-26,85.69999694824219,85.69999694824219,92.30000305175781,81.30000305175781,87.94999694824219,149418,2024-02-26
2024-03-04,76.5999984741211,76.5999984741211,88.30000305175781,75.5,81.69999694824219,127462,2024-03-04
2024-03-11,73.1500015258789,73.1500015258789,75.80000305175781,63.099998474121094,75.75,98453,2024-03-11
2024-03-18,71.44999694824219,71.44999694824219,77.0,69.19999694824219,73.1500015258789,63827,2024-03-18
2024-03-25,67.5999984741211,67.5999984741211,72.0,66.5999984741211,71.44999694824219,58031,2024-03-25
2024-04-01,78.6500015258789,78.6500015258789,83.0,68.25,72.80000305175781,116651,2024-04-01
2024-04-08,75.6500015258789,75.6500015258789,81.94999694824219,74.6500015258789,81.94999694824219,52535,2024-04-08
2024-04-15,72.30000305175781,72.30000305175781,77.4000015258789,70.3499984741211,72.55000305175781,82463,2024-04-15
2024-04-22,73.69999694824219,73.69999694824219,75.4000015258789,72.1500015258789,75.4000015258789,65281,2024-04-22
2024-04-29,77.75,77.75,80.0,73.80000305175781,76.0,107357,2024-04-29
2024-05-06,73.25,73.25,80.9000015258789,72.5999984741211,78.5,113812,2024-05-06
2024-05-13,77.94999694824219,77.94999694824219,80.0,69.8499984741211,73.25,123312,2024-05-13
2024-05-20,87.5999984741211,87.5999984741211,99.4000015258789,77.80000305175781,79.5,775309,2024-05-20
2024-05-27,88.55000305175781,88.55000305175781,95.0,86.5,89.0,273328,2024-05-27
2024-06-03,93.94999694824219,93.94999694824219,95.0,80.69999694824219,93.0,302730,2024-06-03
2024-06-10,104.87999725341797,104.87999725341797,106.25,92.75,94.01000213623047,1300304,2024-06-10
2024-06-17,97.5199966430664,97.5199966430664,106.5,97.0,104.87999725341797,338960,2024-06-17
2024-06-24,92.5,92.5,100.0,88.73999786376953,97.5,126638,2024-06-24
2024-07-01,95.51000213623047,95.51000213623047,98.69999694824219,85.72000122070312,92.5,228591,2024-07-01
2024-07-08,91.31999969482422,91.31999969482422,97.5,90.0,96.98999786376953,85667,2024-07-08
2024-07-15,102.73999786376953,102.73999786376953,104.0,89.05000305175781,94.83999633789062,334831,2024-07-15
2024-07-22,113.30000305175781,113.30000305175781,113.30000305175781,97.26000213623047,103.69999694824219,541173,2024-07-22
2024-07-29,113.06999969482422,113.06999969482422,119.0,103.0,116.0,300964,2024-07-29
2024-08-05,114.79000091552734,114.79000091552734,116.5,103.51000213623047,112.80000305175781,216777,2024-08-05
2024-08-12,111.12999725341797,111.12999725341797,117.80000305175781,108.5,116.0,133686,2024-08-12
2024-08-19,110.55999755859375,110.55999755859375,115.0,107.0,115.0,90220,2024-08-19
2024-08-26,110.87000274658203,110.87000274658203,114.0,108.5,109.0,154371,2024-08-26
2024-09-02,104.76000213623047,104.76000213623047,124.9000015258789,104.76000213623047,112.0,1817450,2024-09-02
2024-09-09,109.63999938964844,109.63999938964844,120.31999969482422,99.5199966430664,99.5199966430664,731626,2024-09-09
2024-09-16,107.77999877929688,107.77999877929688,112.5,104.5,112.5,242505,2024-09-16
2024-09-23,103.19000244140625,103.19000244140625,112.0,102.0,109.5,365732,2024-09-23
2024-09-30,100.83999633789062,100.83999633789062,105.0,95.19999694824219,102.98999786376953,324076,2024-09-30
2024-10-07,99.77999877929688,99.77999877929688,107.2300033569336,90.75,98.55000305175781,386340,2024-10-07
2024-10-14,98.06999969482422,98.06999969482422,103.69999694824219,94.41000366210938,99.77999877929688,238729,2024-10-14
2024-10-21,85.81999969482422,85.81999969482422,101.02999877929688,84.0,98.06999969482422,280105,2024-10-21
2024-10-28,99.12999725341797,99.12999725341797,105.7300033569336,85.01000213623047,85.01000213623047,1244858,2024-10-28
2024-11-04,95.88999938964844,95.88999938964844,100.94999694824219,93.16999816894531,100.94999694824219,200996,2024-11-04
2024-11-11,92.83000183105469,92.83000183105469,97.81999969482422,90.0999984741211,95.9000015258789,96598,2024-11-11
2024-11-18,92.66000366210938,92.66000366210938,115.5,91.98999786376953,94.97000122070312,2144162,2024-11-18
2024-11-25,92.63127899169922,92.63127899169922,95.44999694824219,89.25729370117188,93.02999877929688,341480,2024-11-25
2024-12-02,99.9800033569336,99.9800033569336,105.47419738769531,92.017822265625,93.3041000366211,652044,2024-12-02
2024-12-09,100.18000030517578,100.18000030517578,102.29000091552734,96.70999908447266,99.80000305175781,214901,2024-12-09
2024-12-16,99.36000061035156,99.36000061035156,105.94999694824219,98.3499984741211,101.0999984741211,294339,2024-12-16
2024-12-23,107.83999633789062,107.83999633789062,109.04000091552734,98.0,102.5,493350,2024-12-23
2024-12-30,103.66000366210938,103.66000366210938,110.80000305175781,100.5199966430664,110.80000305175781,693619,2024-12-30
2025-01-06,96.62999725341797,96.62999725341797,103.66999816894531,94.41000366210938,103.66999816894531,262552,2025-01-06
2025-01-13,97.05999755859375,97.05999755859375,98.87999725341797,91.0,97.9000015258789,122671,2025-01-13
2025-01-20,96.91000366210938,96.91000366210938,112.5,94.7300033569336,97.05999755859375,759336,2025-01-20
2025-01-27,94.05999755859375,94.05999755859375,97.0,85.45999908447266,95.5999984741211,264904,2025-01-27
2025-02-03,97.11000061035156,97.11000061035156,104.0,90.19999694824219,92.6500015258789,320134,2025-02-03
2025-02-10,70.33000183105469,70.33000183105469,118.93000030517578,60.650001525878906,97.11000061035156,7170476,2025-02-10
2025-02-17,81.26000213623047,81.26000213623047,86.44999694824219,67.98999786376953,74.0,1489496,2025-02-17
2025-02-24,71.16999816894531,71.16999816894531,80.79000091552734,69.69999694824219,80.79000091552734,329295,2025-02-24
2025-03-03,79.52999877929688,79.52999877929688,82.55000305175781,69.43000030517578,71.51000213623047,912207,2025-03-03
2025-03-10,76.33999633789062,76.33999633789062,79.5199966430664,71.5999984741211,79.5199966430664,216322,2025-03-10
2025-03-17,77.8499984741211,77.8499984741211,81.9000015258789,75.11000061035156,75.11000061035156,132381,2025-03-17
2025-03-24,74.58999633789062,74.58999633789062,79.30999755859375,72.51000213623047,77.5999984741211,446543,2025-03-24
2025-03-31,75.0999984741211,75.0999984741211,82.0,74.37999725341797,74.58999633789062,128751,2025-03-31
2025-04-07,73.94000244140625,73.94000244140625,75.58000183105469,69.0,73.0,128488,2025-04-07
2025-04-14,76.77999877929688,76.77999877929688,78.08999633789062,73.25,73.94000244140625,88267,2025-04-14
2025-04-21,80.12000274658203,80.12000274658203,86.0,76.98999786376953,78.0,298986,2025-04-21
2025-04-28,78.9000015258789,78.9000015258789,83.0,77.0199966430664,80.12000274658203,99958,2025-04-28
2025-05-05,79.08000183105469,79.08000183105469,82.0,75.0,77.5999984741211,136779,2025-05-05
2025-05-12,80.68000030517578,80.68000030517578,84.0,78.5999984741211,79.98999786376953,212738,2025-05-12
2025-05-19,78.33000183105469,78.33000183105469,81.5,76.91000366210938,80.20999908447266,133384,2025-05-19
2025-05-26,76.69000244140625,76.69000244140625,78.95999908447266,75.33999633789062,75.33999633789062,144494,2025-05-26
2025-06-02,76.29000091552734,76.29000091552734,78.7300033569336,75.01000213623047,76.22000122070312,118945,2025-06-02
2025-06-09,75.19000244140625,75.19000244140625,78.01000213623047,74.05000305175781,76.87999725341797,722742,2025-06-09
2025-06-16,79.08999633789062,79.08999633789062,88.4000015258789,73.55000305175781,73.55000305175781,2294528,2025-06-16
2025-06-23,77.44000244140625,77.44000244140625,83.79000091552734,75.3499984741211,78.0,291990,2025-06-23
