Date,Adj Close_TOTAL.NS,Close_TOTAL.NS,High_TOTAL.NS,Low_TOTAL.NS,Open_TOTAL.NS,Volume_TOTAL.NS,Date
2020-07-13,25.449668884277344,26.100000381469727,26.100000381469727,26.100000381469727,26.100000381469727,0,2020-07-13
2020-07-20,24.18206214904785,24.799999237060547,26.100000381469727,24.799999237060547,26.100000381469727,9000,2020-07-20
2020-07-27,21.890615463256836,22.450000762939453,24.799999237060547,22.450000762939453,24.799999237060547,66000,2020-07-27
2020-08-03,21.500581741333008,22.049999237060547,23.450000762939453,21.350000381469727,21.350000381469727,81000,2020-08-03
2020-08-10,20.379236221313477,20.899999618530273,22.049999237060547,20.899999618530273,22.049999237060547,45000,2020-08-10
2020-08-17,20.96428680419922,21.5,21.5,20.5,20.899999618530273,15000,2020-08-17
2020-08-24,25.352161407470703,26.0,26.0,21.5,21.5,12051,2020-08-24
2020-08-31,32.226497650146484,33.04999923706055,33.04999923706055,25.899999618530273,27.299999237060547,71767,2020-08-31
2020-09-07,40.85598373413086,41.900001525878906,41.900001525878906,34.0,34.70000076293945,54815,2020-09-07
2020-09-14,41.977325439453125,43.04999923706055,49.900001525878906,42.0,43.95000076293945,124753,2020-09-14
2020-09-21,38.272010803222656,39.25,40.900001525878906,36.45000076293945,40.900001525878906,53890,2020-09-21
2020-09-28,40.9534912109375,42.0,42.150001525878906,38.650001525878906,41.20000076293945,11869,2020-09-28
2020-10-05,34.371681213378906,35.25,42.0,34.650001525878906,42.0,30548,2020-10-05
2020-10-12,38.32076644897461,39.29999923706055,39.29999923706055,31.149999618530273,34.0,55072,2020-10-12
2020-10-19,36.37059783935547,37.29999923706055,42.70000076293945,36.04999923706055,42.5,20187,2020-10-19
2020-10-26,35.78554916381836,36.70000076293945,39.5,33.099998474121094,37.0,13712,2020-10-26
2020-11-02,35.29800796508789,36.20000076293945,39.150001525878906,34.25,36.349998474121094,12020,2020-11-02
2020-11-09,41.83106231689453,42.900001525878906,46.45000076293945,32.150001525878906,36.400001525878906,78278,2020-11-09
2020-11-16,50.606815338134766,51.900001525878906,51.900001525878906,42.45000076293945,42.45000076293945,134504,2020-11-16
2020-11-23,61.43023681640625,63.0,63.0,54.349998474121094,54.45000076293945,292557,2020-11-23
2020-11-30,64.79426574707031,66.44999694824219,69.30000305175781,63.0,63.0,220846,2020-11-30
2020-12-07,57.871177673339844,59.349998474121094,67.0,57.25,65.0999984741211,95406,2020-12-07
2020-12-14,59.967613220214844,61.5,65.4000015258789,57.04999923706055,58.5,99757,2020-12-14
2020-12-21,64.98928833007812,66.6500015258789,66.75,56.599998474121094,63.5,144994,2020-12-21
2020-12-28,65.52558135986328,67.19999694824219,69.94999694824219,62.150001525878906,69.25,178714,2020-12-28
2021-01-04,74.35009002685547,76.25,84.05000305175781,69.5,70.44999694824219,747742,2021-01-04
2021-01-11,69.035888671875,70.80000305175781,77.0,68.05000305175781,72.44999694824219,551718,2021-01-11
2021-01-18,66.11063385009766,67.80000305175781,73.5,66.55000305175781,73.5,185112,2021-01-18
2021-01-25,63.67292404174805,65.30000305175781,69.5,62.75,67.80000305175781,109254,2021-01-25
2021-02-01,58.992523193359375,60.5,67.9000015258789,59.099998474121094,65.5,164919,2021-02-01
2021-02-08,61.43023681640625,63.0,66.3499984741211,54.650001525878906,63.45000076293945,231227,2021-02-08
2021-02-15,55.579734802246094,57.0,62.45000076293945,55.400001525878906,60.54999923706055,164533,2021-02-15
