Date,Adj Close_GNA.NS,Close_GNA.NS,High_GNA.NS,Low_GNA.NS,Open_GNA.NS,Volume_GNA.NS,Date
2021-03-22,169.5779571533203,174.1750030517578,196.25,172.9250030517578,187.3249969482422,929904,2021-03-22
2021-03-29,178.72984313964844,183.5749969482422,186.875,169.5,174.1750030517578,545248,2021-03-29
2021-04-05,183.23277282714844,188.1999969482422,196.0,176.5,183.5749969482422,511904,2021-04-05
2021-04-12,176.90432739257812,181.6999969482422,186.0,175.0500030517578,186.0,327820,2021-04-12
2021-04-19,196.5225067138672,201.85000610351562,207.39999389648438,175.35000610351562,177.625,3484586,2021-04-19
2021-04-26,186.03189086914062,191.0749969482422,198.375,190.5,197.0,1313080,2021-04-26
2021-05-03,175.20053100585938,179.9499969482422,192.4250030517578,179.52499389648438,190.89999389648438,840254,2021-05-03
2021-05-10,179.3870391845703,184.25,186.85000610351562,178.8000030517578,181.75,613534,2021-05-10
2021-05-17,192.53073120117188,197.75,202.4499969482422,185.375,186.5,2191328,2021-05-17
2021-05-24,209.03335571289062,214.6999969482422,228.85000610351562,195.0,197.75,5071254,2021-05-24
2021-05-31,216.89523315429688,222.77499389648438,233.52499389648438,203.27499389648438,214.6999969482422,2743662,2021-05-31
2021-06-07,219.7187042236328,225.6750030517578,230.0,211.02499389648438,224.5749969482422,1512894,2021-06-07
2021-06-14,207.4999237060547,213.125,230.0,209.0,227.4250030517578,913714,2021-06-14
2021-06-21,211.44305419921875,217.1750030517578,220.5,207.5,213.25,545110,2021-06-21
2021-06-28,224.5380401611328,230.625,236.9499969482422,214.6750030517578,219.5,1941550,2021-06-28
2021-07-05,222.4934844970703,228.52499389648438,241.0,226.5,234.5,1414558,2021-07-05
2021-07-12,254.2330322265625,261.125,274.79998779296875,230.35000610351562,230.35000610351562,5696002,2021-07-12
2021-07-19,255.03628540039062,261.95001220703125,269.0,250.5500030517578,257.5,1846216,2021-07-19
2021-07-26,316.9089660644531,325.5,346.5,273.2749938964844,282.5,12502088,2021-07-26
2021-08-02,362.4250793457031,372.25,388.8999938964844,316.5,328.0,5232328,2021-08-02
2021-08-09,346.09283447265625,355.4750061035156,383.3500061035156,311.0,374.92498779296875,2027102,2021-08-09
2021-08-16,328.2514953613281,337.1499938964844,358.9750061035156,335.0249938964844,357.3999938964844,752918,2021-08-16
2021-08-23,339.37493896484375,348.57501220703125,353.5,318.0,344.0,856708,2021-08-23
2021-08-30,357.43536376953125,367.125,373.9750061035156,349.5,359.3500061035156,1005996,2021-08-30
2021-09-06,384.9640808105469,395.3999938964844,415.0,363.7749938964844,371.0,1810486,2021-09-06
2021-09-13,397.3045349121094,408.07501220703125,429.70001220703125,392.5,399.20001220703125,1309726,2021-09-13
2021-09-20,447.59136962890625,459.7250061035156,474.95001220703125,389.7749938964844,407.5249938964844,2231446,2021-09-20
2021-09-27,462.8526306152344,475.3999938964844,489.0,455.75,462.5,1259086,2021-09-27
2021-10-04,505.5452575683594,519.25,538.0,479.54998779296875,480.0,1472034,2021-10-04
2021-10-11,524.1898803710938,538.4000244140625,555.7750244140625,515.0,519.5,609142,2021-10-11
2021-10-18,446.8367919921875,458.95001220703125,549.9500122070312,443.0,549.9500122070312,971244,2021-10-18
2021-10-25,419.5758361816406,430.95001220703125,489.5,416.29998779296875,462.45001220703125,863838,2021-10-25
2021-11-01,393.6291809082031,404.29998779296875,430.5,388.25,410.5,764598,2021-11-01
2021-11-08,368.43707275390625,378.42498779296875,407.4750061035156,373.5,407.0,824512,2021-11-08
2021-11-15,365.2972717285156,375.20001220703125,393.7250061035156,364.54998779296875,381.0,539554,2021-11-15
2021-11-22,348.0400390625,357.4750061035156,375.0,345.0,375.0,495052,2021-11-22
2021-11-29,360.8186340332031,370.6000061035156,374.5,325.0,350.5,479108,2021-11-29
2021-12-06,361.0863952636719,370.875,378.0,352.0249938964844,369.54998779296875,290714,2021-12-06
2021-12-13,334.0201110839844,343.07501220703125,374.5,341.5,374.5,269306,2021-12-13
2021-12-20,325.11163330078125,333.92498779296875,344.25,318.0,340.04998779296875,261560,2021-12-20
2021-12-27,353.7356872558594,363.32501220703125,384.5,327.5,334.0,586238,2021-12-27
2022-01-03,366.19781494140625,376.125,389.20001220703125,360.25,365.0,698808,2022-01-03
2022-01-10,271.1981506347656,278.54998779296875,385.0,265.5,375.875,4436938,2022-01-10
2022-01-17,276.8450622558594,284.3500061035156,306.3999938964844,279.5,279.5,1728892,2022-01-17
2022-01-24,263.7743835449219,270.92498779296875,292.75,257.5,292.375,772458,2022-01-24
2022-01-31,270.41925048828125,277.75,287.4750061035156,262.5,273.2749938964844,659490,2022-01-31
2022-02-07,253.98965454101562,260.875,282.4750061035156,260.5,278.75,430668,2022-02-07
2022-02-14,245.3975830078125,252.0500030517578,260.4750061035156,243.8000030517578,257.0,528950,2022-02-14
2022-02-21,229.69815063476562,235.9250030517578,253.27499389648438,220.02499389648438,251.9499969482422,635878,2022-02-21
2022-02-28,233.1057891845703,239.4250030517578,247.3000030517578,232.25,235.0,448978,2022-02-28
2022-03-07,243.08526611328125,249.6750030517578,261.125,230.60000610351562,236.5,616858,2022-03-07
2022-03-14,258.2734680175781,265.2749938964844,269.9750061035156,241.64999389648438,250.02499389648438,933010,2022-03-14
2022-03-21,246.54156494140625,253.22500610351562,275.0,252.22500610351562,267.5,699978,2022-03-21
2022-03-28,255.0606231689453,261.9750061035156,266.95001220703125,243.35000610351562,253.22500610351562,825764,2022-03-28
2022-04-04,274.8978576660156,282.3500061035156,285.5,259.8999938964844,262.0,1038726,2022-04-04
2022-04-11,276.8694152832031,284.375,304.25,282.20001220703125,289.5,1209316,2022-04-11
2022-04-18,275.82275390625,283.29998779296875,289.67498779296875,270.625,282.29998779296875,464166,2022-04-18
2022-04-25,254.8658905029297,261.7749938964844,284.875,258.5,282.0,1124876,2022-04-25
2022-05-02,253.3324737548828,260.20001220703125,267.0,241.35000610351562,256.54998779296875,555810,2022-05-02
2022-05-09,243.8884735107422,250.5,260.20001220703125,232.39999389648438,260.20001220703125,407172,2022-05-09
2022-05-16,246.97970581054688,253.6750030517578,257.8999938964844,240.5,252.0,211130,2022-05-16
2022-05-23,250.3629608154297,257.1499938964844,273.3500061035156,245.5749969482422,269.0,361296,2022-05-23
2022-05-30,254.25738525390625,261.1499938964844,274.5,255.85000610351562,265.5,274546,2022-05-30
2022-06-06,263.6283874511719,270.7749938964844,280.0,250.52499389648438,261.1499938964844,465440,2022-06-06
2022-06-13,241.57615661621094,248.125,266.0,244.25,265.57501220703125,182998,2022-06-13
2022-06-20,254.8658905029297,261.7749938964844,263.3500061035156,235.5749969482422,248.5,232826,2022-06-20
2022-06-27,243.426025390625,250.02499389648438,266.7250061035156,245.0,265.7250061035156,299744,2022-06-27
2022-07-04,268.4233703613281,275.70001220703125,285.95001220703125,249.39999389648438,250.5,1097766,2022-07-04
2022-07-11,283.22216796875,290.8999938964844,293.5,267.07501220703125,278.04998779296875,1450446,2022-07-11
2022-07-18,290.1347961425781,298.0,313.9750061035156,295.0,295.0,1704324,2022-07-18
2022-07-25,276.0174560546875,283.5,306.5,266.79998779296875,303.0,535362,2022-07-25
2022-08-01,292.6905212402344,300.625,302.5,277.5,285.54998779296875,833274,2022-08-01
2022-08-08,307.7814025878906,316.125,333.95001220703125,305.5,307.0,1954994,2022-08-08
2022-08-15,320.6573791503906,329.3500061035156,341.0,316.125,316.125,1252936,2022-08-15
2022-08-22,340.49462890625,349.7250061035156,357.4750061035156,321.0249938964844,329.3500061035156,1394984,2022-08-22
2022-08-29,352.469970703125,362.0249938964844,367.5,333.2250061035156,342.5,884962,2022-08-29
2022-09-05,361.3541259765625,371.1499938964844,390.0,362.5,368.9750061035156,1741262,2022-09-05
2022-09-12,347.163818359375,356.57501220703125,383.1000061035156,352.79998779296875,372.1499938964844,883562,2022-09-12
2022-09-19,331.1391906738281,337.82501220703125,358.7250061035156,334.1499938964844,357.5,826646,2022-09-19
2022-09-26,312.51519775390625,318.82501220703125,334.0,313.125,334.0,391568,2022-09-26
2022-10-03,326.92425537109375,333.5249938964844,338.9750061035156,312.67498779296875,318.82501220703125,430678,2022-10-03
2022-10-10,322.415283203125,328.92498779296875,333.17498779296875,318.7749938964844,329.0,230406,2022-10-10
2022-10-17,332.7565002441406,339.4750061035156,354.5,325.1499938964844,331.3999938964844,936972,2022-10-17
2022-10-24,330.01190185546875,336.67498779296875,348.0249938964844,332.7749938964844,347.20001220703125,285090,2022-10-24
2022-10-31,326.85076904296875,333.45001220703125,353.20001220703125,329.8999938964844,338.1499938964844,248262,2022-10-31
2022-11-07,315.50482177734375,321.875,338.8999938964844,318.0,335.0249938964844,268910,2022-11-07
2022-11-14,316.9996643066406,323.3999938964844,336.9750061035156,321.20001220703125,321.5,259276,2022-11-14
2022-11-21,325.01287841796875,331.57501220703125,334.07501220703125,319.1000061035156,328.0,165810,2022-11-21
2022-11-28,321.2880554199219,327.7749938964844,336.57501220703125,325.5,331.57501220703125,246300,2022-11-28
2022-12-05,323.0279541015625,329.54998779296875,333.5,321.32501220703125,326.0249938964844,186062,2022-12-05
2022-12-12,323.2239685058594,329.75,350.0,322.20001220703125,329.54998779296875,622600,2022-12-12
2022-12-19,313.7649841308594,320.1000061035156,341.42498779296875,315.5,332.0,378652,2022-12-19
2022-12-26,329.2767639160156,335.92498779296875,340.0,313.625,315.0,190738,2022-12-26
2023-01-02,348.9054870605469,355.95001220703125,366.5,337.375,337.5,950872,2023-01-02
2023-01-09,353.904541015625,361.04998779296875,376.0,357.9750061035156,360.875,516746,2023-01-09
2023-01-16,345.3522033691406,352.32501220703125,365.5249938964844,351.29998779296875,361.07501220703125,207062,2023-01-16
2023-01-23,347.55767822265625,354.57501220703125,370.5249938964844,345.29998779296875,355.82501220703125,258018,2023-01-23
2023-01-30,403.30706787109375,411.45001220703125,417.5,354.57501220703125,357.5,3111412,2023-01-30
2023-02-06,429.4296569824219,438.1000061035156,457.67498779296875,415.0,415.0,1316920,2023-02-06
2023-02-13,438.4966125488281,447.3500061035156,458.5,414.8999938964844,439.0,1034768,2023-02-13
2023-02-20,450.9207458496094,460.0249938964844,476.5,447.5,447.5,1115360,2023-02-20
2023-02-27,451.2637939453125,460.375,467.0,426.9750061035156,464.95001220703125,1183772,2023-02-27
2023-03-06,449.20538330078125,458.2749938964844,473.0,447.125,460.0,427182,2023-03-06
2023-03-13,417.93670654296875,426.375,460.1499938964844,415.0,459.0249938964844,765088,2023-03-13
2023-03-20,409.0903015136719,417.3500061035156,429.875,412.7749938964844,429.875,415692,2023-03-20
2023-03-27,386.07989501953125,393.875,423.5,387.0,418.5,472978,2023-03-27
2023-04-03,393.9950866699219,401.95001220703125,407.5,395.5,397.42498779296875,229500,2023-04-03
2023-04-10,414.53045654296875,422.8999938964844,424.25,400.0249938964844,401.5,459838,2023-04-10
2023-04-17,386.10443115234375,393.8999938964844,435.04998779296875,392.7749938964844,425.0,527386,2023-04-17
2023-04-24,404.8753967285156,413.04998779296875,415.1000061035156,395.1499938964844,397.5249938964844,567584,2023-04-24
2023-05-01,378.43426513671875,386.07501220703125,435.0,378.29998779296875,413.04998779296875,1409168,2023-05-01
2023-05-08,376.03277587890625,383.625,395.17498779296875,380.54998779296875,386.07501220703125,385490,2023-05-08
2023-05-15,375.567138671875,383.1499938964844,389.875,371.5,386.0,388308,2023-05-15
2023-05-22,371.5237731933594,379.0249938964844,385.07501220703125,375.5,383.1499938964844,267704,2023-05-22
2023-05-29,362.11376953125,369.42498779296875,383.2250061035156,365.5,380.92498779296875,432612,2023-05-29
2023-06-05,387.8688049316406,395.70001220703125,404.42498779296875,369.54998779296875,374.5,1609292,2023-06-05
2023-06-12,397.7688903808594,405.79998779296875,412.0,397.54998779296875,398.4750061035156,886432,2023-06-12
2023-06-19,392.4757385253906,400.3999938964844,416.9750061035156,399.375,409.20001220703125,834998,2023-06-19
2023-06-26,389.5596618652344,397.42498779296875,405.45001220703125,393.0,402.3999938964844,366082,2023-06-26
2023-07-03,431.0959777832031,439.79998779296875,458.5,412.04998779296875,421.95001220703125,4241778,2023-07-03
2023-07-10,449.96502685546875,459.04998779296875,464.0249938964844,440.125,442.29998779296875,1116572,2023-07-10
2023-07-17,458.639892578125,467.8999938964844,477.5,447.0249938964844,461.375,2401888,2023-07-17
2023-07-24,491.86895751953125,501.79998779296875,504.29998779296875,468.0,471.70001220703125,1978518,2023-07-24
2023-07-31,491.8199768066406,501.75,522.3499755859375,491.07501220703125,505.0,863628,2023-07-31
2023-08-07,485.37506103515625,495.17498779296875,504.8999938964844,489.0249938964844,503.0,416520,2023-08-07
2023-08-14,477.9255065917969,487.57501220703125,497.3500061035156,475.79998779296875,497.3500061035156,364598,2023-08-14
2023-08-21,504.513671875,514.7000122070312,532.4500122070312,489.42498779296875,489.42498779296875,1125048,2023-08-21
2023-08-28,534.7531127929688,545.5499877929688,553.5999755859375,492.2749938964844,517.2750244140625,1495886,2023-08-28
2023-09-04,526.9566650390625,534.4500122070312,583.25,533.0,556.0,584021,2023-09-04
2023-09-11,488.3062744140625,495.25,544.3499755859375,492.6000061035156,544.3499755859375,539448,2023-09-11
2023-09-18,456.0647277832031,462.54998779296875,504.8500061035156,456.0,495.25,717260,2023-09-18
2023-09-25,464.1990661621094,470.79998779296875,482.8500061035156,462.29998779296875,462.29998779296875,485882,2023-09-25
2023-10-02,458.0860290527344,464.6000061035156,475.0,452.25,470.79998779296875,311399,2023-10-02
2023-10-09,449.9023742675781,456.29998779296875,464.79998779296875,451.1499938964844,458.1499938964844,313287,2023-10-09
2023-10-16,445.169677734375,451.5,462.8500061035156,450.04998779296875,460.8500061035156,337747,2023-10-16
2023-10-23,410.6111145019531,416.45001220703125,453.29998779296875,402.5,451.5,551252,2023-10-23
2023-10-30,408.63916015625,414.45001220703125,422.75,388.0,410.0,809557,2023-10-30
2023-11-06,414.5057373046875,420.3999938964844,443.20001220703125,415.1000061035156,421.0,486994,2023-11-06
2023-11-13,411.5477600097656,417.3999938964844,434.95001220703125,415.04998779296875,420.29998779296875,250804,2023-11-13
2023-11-20,415.34381103515625,421.25,431.6000061035156,416.5,419.0,261387,2023-11-20
2023-11-27,414.99871826171875,420.8999938964844,424.75,413.0,421.25,222671,2023-11-27
2023-12-04,423.9218444824219,429.95001220703125,448.79998779296875,421.1499938964844,425.0,901476,2023-12-04
2023-12-11,420.17510986328125,426.1499938964844,438.0,419.54998779296875,432.04998779296875,454369,2023-12-11
2023-12-18,419.09051513671875,425.04998779296875,431.29998779296875,402.29998779296875,426.1499938964844,393734,2023-12-18
2023-12-25,438.8594055175781,445.1000061035156,466.0,420.8500061035156,425.04998779296875,934282,2023-12-25
2024-01-01,442.408935546875,448.70001220703125,452.5,438.04998779296875,447.3500061035156,524571,2024-01-01
2024-01-08,488.6513671875,495.6000061035156,519.0,440.45001220703125,453.3999938964844,4362529,2024-01-08
2024-01-15,485.00323486328125,491.8999938964844,504.8999938964844,459.0,500.0,796646,2024-01-15
2024-01-22,474.84765625,481.6000061035156,499.25,466.04998779296875,491.8999938964844,394622,2024-01-22
2024-01-29,473.8123779296875,480.54998779296875,503.70001220703125,475.04998779296875,484.8999938964844,528553,2024-01-29
2024-02-05,427.0769348144531,433.1499938964844,488.0,428.04998779296875,480.25,871685,2024-02-05
2024-02-12,424.61199951171875,430.6499938964844,445.0,395.0,429.0,1121223,2024-02-12
2024-02-19,423.62603759765625,429.6499938964844,436.6000061035156,422.0,430.95001220703125,246084,2024-02-19
2024-02-26,418.6961364746094,424.6499938964844,439.0,420.54998779296875,429.6499938964844,246949,2024-02-26
2024-03-04,406.2235107421875,412.0,437.70001220703125,407.6499938964844,437.54998779296875,176450,2024-03-04
2024-03-11,390.2013244628906,395.75,414.8500061035156,386.0,412.0,364859,2024-03-11
2024-03-18,398.1384582519531,403.79998779296875,408.70001220703125,386.04998779296875,395.8500061035156,284052,2024-03-18
2024-03-25,375.1651611328125,380.5,405.8500061035156,376.0,403.79998779296875,269040,2024-03-25
2024-04-01,415.8861083984375,421.79998779296875,425.0,383.1499938964844,386.20001220703125,391585,2024-04-01
2024-04-08,408.2447509765625,414.04998779296875,426.0,409.95001220703125,425.8999938964844,159808,2024-04-08
2024-04-15,396.16650390625,401.79998779296875,415.0,397.0,405.1499938964844,192993,2024-04-15
2024-04-22,408.88568115234375,414.70001220703125,420.0,404.3500061035156,404.54998779296875,173915,2024-04-22
2024-04-29,421.55548095703125,427.54998779296875,436.0,410.8500061035156,415.1499938964844,277193,2024-04-29
2024-05-06,391.7295837402344,397.29998779296875,431.0,394.79998779296875,429.0,227170,2024-05-06
2024-05-13,400.5048522949219,406.20001220703125,415.0,389.70001220703125,397.29998779296875,164926,2024-05-13
2024-05-20,403.21624755859375,408.95001220703125,439.25,398.1000061035156,405.45001220703125,1019006,2024-05-20
2024-05-27,378.3203125,383.70001220703125,403.8999938964844,382.95001220703125,400.95001220703125,388551,2024-05-27
2024-06-03,389.6590576171875,395.20001220703125,396.45001220703125,357.20001220703125,393.0,294168,2024-06-03
2024-06-10,400.997802734375,406.70001220703125,410.8500061035156,394.79998779296875,398.70001220703125,266070,2024-06-10
2024-06-17,395.6242370605469,401.25,413.5,399.25,406.70001220703125,258612,2024-06-17
2024-06-24,389.80694580078125,395.3500061035156,409.0,383.20001220703125,400.8500061035156,271172,2024-06-24
2024-07-01,428.8023986816406,434.8999938964844,445.0,395.29998779296875,395.3500061035156,1009401,2024-07-01
2024-07-08,448.6206359863281,455.0,462.0,420.0,427.3500061035156,1789217,2024-07-08
2024-07-15,405.9770202636719,411.75,458.5,409.5,455.0,579078,2024-07-15
2024-07-22,413.2239685058594,419.1000061035156,425.0,396.1000061035156,406.0,304023,2024-07-22
2024-07-29,415.6889343261719,421.6000061035156,428.95001220703125,410.20001220703125,423.1499938964844,239103,2024-07-29
2024-08-05,419.83001708984375,425.79998779296875,433.0,392.29998779296875,403.0,599786,2024-08-05
2024-08-12,399.9625244140625,405.6499938964844,430.6499938964844,401.95001220703125,425.45001220703125,192802,2024-08-12
2024-08-19,428.16156005859375,434.25,439.20001220703125,405.95001220703125,406.04998779296875,394778,2024-08-19
2024-08-26,424.26690673828125,430.29998779296875,446.0,428.5,440.75,381631,2024-08-26
2024-09-02,431.6124572753906,437.75,454.0,427.04998779296875,430.29998779296875,478992,2024-09-02
2024-09-09,432.9085388183594,437.1000061035156,452.20001220703125,429.25,441.0,320268,2024-09-09
2024-09-16,437.5634460449219,441.79998779296875,446.95001220703125,413.5,440.20001220703125,307098,2024-09-16
2024-09-23,438.4053039550781,442.6499938964844,493.79998779296875,440.04998779296875,443.0,2080012,2024-09-23
2024-09-30,440.78228759765625,445.04998779296875,458.20001220703125,430.0,442.6499938964844,272511,2024-09-30
2024-10-07,419.8351135253906,423.8999938964844,447.45001220703125,405.95001220703125,445.04998779296875,327946,2024-10-07
2024-10-14,418.15142822265625,422.20001220703125,458.75,406.0,424.0,423707,2024-10-14
2024-10-21,384.3288879394531,388.04998779296875,426.79998779296875,384.0,422.1499938964844,343109,2024-10-21
2024-10-28,403.19622802734375,407.1000061035156,409.20001220703125,381.20001220703125,390.8500061035156,107544,2024-10-28
2024-11-04,406.1674499511719,410.1000061035156,417.95001220703125,400.0,410.0,160683,2024-11-04
2024-11-11,385.4678649902344,389.20001220703125,410.75,384.54998779296875,410.1000061035156,141514,2024-11-11
2024-11-18,390.02374267578125,393.79998779296875,403.0,385.0,385.0,68672,2024-11-18
2024-11-25,409.8319396972656,413.79998779296875,425.0,395.3500061035156,397.5,166453,2024-11-25
2024-12-02,427.80792236328125,431.95001220703125,438.0,407.54998779296875,410.0,221124,2024-12-02
2024-12-09,415.6258544921875,419.6499938964844,448.79998779296875,413.0,438.3500061035156,266841,2024-12-09
2024-12-16,404.1370849609375,408.04998779296875,428.75,406.29998779296875,417.79998779296875,150203,2024-12-16
2024-12-23,402.8990783691406,406.79998779296875,415.6499938964844,400.04998779296875,409.8999938964844,82201,2024-12-23
2024-12-30,420.87506103515625,424.95001220703125,426.0,393.04998779296875,402.5,140813,2024-12-30
2025-01-06,400.670654296875,404.54998779296875,427.70001220703125,393.0,425.0,414091,2025-01-06
2025-01-13,396.95660400390625,400.79998779296875,411.70001220703125,386.0,401.0,174107,2025-01-13
2025-01-20,386.9039611816406,390.6499938964844,410.0,387.25,400.79998779296875,214282,2025-01-20
2025-01-27,368.2347106933594,371.79998779296875,399.0,355.0,386.0,303530,2025-01-27
2025-02-03,344.8114929199219,348.1499938964844,372.8999938964844,344.04998779296875,372.8999938964844,213831,2025-02-03
2025-02-10,326.73651123046875,329.8999938964844,359.8999938964844,324.95001220703125,351.79998779296875,135545,2025-02-10
2025-02-17,307.3244323730469,310.29998779296875,333.0,306.0,332.0,294772,2025-02-17
2025-02-24,296.9251403808594,299.79998779296875,344.3999938964844,297.29998779296875,310.79998779296875,1116900,2025-02-24
2025-03-03,297.27178955078125,300.1499938964844,308.3500061035156,287.75,303.79998779296875,800519,2025-03-03
2025-03-10,306.5816345214844,309.54998779296875,325.20001220703125,299.0,303.3999938964844,457894,2025-03-10
2025-03-17,328.766845703125,331.95001220703125,342.29998779296875,309.5,309.54998779296875,288697,2025-03-17
2025-03-24,337.8291015625,341.1000061035156,343.45001220703125,314.0,329.25,532009,2025-03-24
2025-03-31,306.92828369140625,309.8999938964844,353.0,307.70001220703125,341.1000061035156,313388,2025-03-31
2025-04-07,297.7669982910156,300.6499938964844,308.3999938964844,271.04998779296875,271.04998779296875,328414,2025-04-07
2025-04-14,324.5080871582031,327.6499938964844,333.0,305.1000061035156,305.1000061035156,481521,2025-04-14
2025-04-21,336.39300537109375,339.6499938964844,386.95001220703125,330.04998779296875,332.70001220703125,3199308,2025-04-21
2025-04-28,312.7716979980469,315.79998779296875,339.75,311.0,332.95001220703125,238057,2025-04-28
2025-05-05,309.7014465332031,312.70001220703125,328.0,301.0,318.0,225342,2025-05-05
2025-05-12,334.61029052734375,337.8500061035156,342.79998779296875,322.3500061035156,329.0,256554,2025-05-12
2025-05-19,334.1645812988281,337.3999938964844,342.3500061035156,331.1000061035156,341.3999938964844,168035,2025-05-19
2025-05-26,338.8690185546875,342.1499938964844,347.20001220703125,333.29998779296875,335.04998779296875,219032,2025-05-26
2025-06-02,317.2285461425781,320.29998779296875,342.95001220703125,305.5,342.95001220703125,419121,2025-06-02
2025-06-09,316.73333740234375,319.79998779296875,332.1000061035156,309.20001220703125,327.0,589767,2025-06-09
2025-06-16,309.8500061035156,312.8500061035156,326.0,309.1499938964844,319.79998779296875,186198,2025-06-16
2025-06-23,322.131103515625,325.25,329.3500061035156,309.1000061035156,314.45001220703125,239975,2025-06-23
2025-06-30,324.45001220703125,324.45001220703125,332.8999938964844,321.8500061035156,326.8999938964844,176223,2025-06-30
2025-07-07,322.8500061035156,322.8500061035156,326.75,316.79998779296875,326.1000061035156,152097,2025-07-07
2025-07-14,329.1499938964844,329.1499938964844,334.0,319.3500061035156,322.0,108377,2025-07-14
