Date,Adj Close_SHREDIGCEM.NS,Close_SHREDIGCEM.NS,High_SHREDIGCEM.NS,Low_SHREDIGCEM.NS,Open_SHREDIGCEM.NS,Volume_SHREDIGCEM.NS,Date
2020-07-13,43.56460952758789,51.04999923706055,52.849998474121094,49.5,50.45000076293945,1815049,2020-07-13
2020-07-20,47.27677536010742,55.400001525878906,60.20000076293945,50.5,51.45000076293945,8410897,2020-07-20
2020-07-27,40.492469787597656,47.45000076293945,59.849998474121094,45.099998474121094,56.0,10360031,2020-07-27
2020-08-03,40.57780838012695,47.54999923706055,50.650001525878906,47.0,47.70000076293945,2835513,2020-08-03
2020-08-10,42.24188232421875,49.5,49.79999923706055,45.0,47.150001525878906,2856883,2020-08-10
2020-08-17,42.66856384277344,50.0,53.349998474121094,49.099998474121094,49.5,4059711,2020-08-17
2020-08-24,42.753910064697266,50.099998474121094,53.75,49.5,50.45000076293945,3705817,2020-08-24
2020-08-31,40.0657844543457,46.95000076293945,50.54999923706055,45.5,50.54999923706055,1548470,2020-08-31
2020-09-07,39.169742584228516,45.900001525878906,48.0,42.75,47.0,1325146,2020-09-07
2020-09-14,42.71123504638672,50.04999923706055,53.95000076293945,46.25,46.25,5014043,2020-09-14
2020-09-21,40.27912902832031,47.20000076293945,50.900001525878906,45.5,49.5,2057678,2020-09-21
2020-09-28,43.90595245361328,51.45000076293945,53.79999923706055,47.45000076293945,47.70000076293945,5214301,2020-09-28
2020-10-05,46.124725341796875,54.04999923706055,56.150001525878906,50.54999923706055,51.95000076293945,5409119,2020-10-05
2020-10-12,44.28997802734375,51.900001525878906,55.20000076293945,49.099998474121094,54.5,3048459,2020-10-12
2020-10-19,50.647586822509766,59.349998474121094,62.5,51.29999923706055,52.349998474121094,11469833,2020-10-19
2020-10-26,54.61576843261719,64.0,66.9000015258789,59.400001525878906,60.0,12490466,2020-10-26
2020-11-02,55.255794525146484,64.75,66.30000305175781,60.900001525878906,64.0,5198362,2020-11-02
2020-11-09,52.35433578491211,61.349998474121094,65.94999694824219,53.5,65.3499984741211,9202898,2020-11-09
2020-11-16,49.92222595214844,58.5,62.0,58.25,61.650001525878906,2771097,2020-11-16
2020-11-23,51.116947174072266,59.900001525878906,61.70000076293945,57.400001525878906,58.79999923706055,3814002,2020-11-23
2020-11-30,52.18366241455078,61.150001525878906,63.349998474121094,59.900001525878906,59.900001525878906,2783887,2020-11-30
2020-12-07,50.306243896484375,58.95000076293945,62.150001525878906,58.5,61.099998474121094,2572961,2020-12-07
2020-12-14,48.94084167480469,57.349998474121094,60.0,56.25,59.099998474121094,2500059,2020-12-14
2020-12-21,49.06885528564453,57.5,60.54999923706055,50.5,57.0,3398934,2020-12-21
2020-12-28,52.52500915527344,61.54999923706055,63.849998474121094,57.5,57.79999923706055,9068640,2020-12-28
2021-01-04,52.482337951660156,61.5,64.6500015258789,60.5,62.099998474121094,4338941,2021-01-04
2021-01-11,51.415618896484375,60.25,62.29999923706055,59.150001525878906,61.54999923706055,2455712,2021-01-11
2021-01-18,53.03703308105469,62.150001525878906,64.0,58.099998474121094,60.70000076293945,4692102,2021-01-18
2021-01-25,49.282196044921875,57.75,63.70000076293945,48.95000076293945,62.95000076293945,3582988,2021-01-25
2021-02-01,50.306243896484375,58.95000076293945,61.20000076293945,56.5,57.400001525878906,3141002,2021-02-01
2021-02-08,49.239524841308594,57.70000076293945,59.900001525878906,57.25,58.650001525878906,2375220,2021-02-08
2021-02-15,48.21548080444336,56.5,58.400001525878906,55.5,57.70000076293945,1918646,2021-02-15
2021-02-22,49.751548767089844,58.29999923706055,58.79999923706055,55.04999923706055,56.5,2550970,2021-02-22
2021-03-01,56.621185302734375,66.3499984741211,71.5999984741211,58.099998474121094,59.0,13840429,2021-03-01
2021-03-08,54.6584358215332,64.05000305175781,67.44999694824219,62.0,66.9000015258789,3014530,2021-03-08
2021-03-15,53.421043395996094,62.599998474121094,70.0,58.900001525878906,64.5,5837282,2021-03-15
2021-03-22,51.415618896484375,60.25,66.5999984741211,59.099998474121094,63.099998474121094,3248609,2021-03-22
2021-03-29,53.97573471069336,63.25,64.5999984741211,60.25,60.25,1713586,2021-03-29
2021-04-05,59.7786750793457,70.05000305175781,72.9000015258789,61.5,64.0,6378669,2021-04-05
2021-04-12,54.530433654785156,63.900001525878906,69.19999694824219,63.04999923706055,69.0,1898538,2021-04-12
2021-04-19,57.090545654296875,66.9000015258789,68.6500015258789,60.70000076293945,61.20000076293945,2363608,2021-04-19
2021-04-26,60.0346794128418,70.3499984741211,74.4000015258789,67.5,67.5,9996181,2021-04-26
2021-05-03,60.248023986816406,70.5999984741211,72.4000015258789,67.8499984741211,70.0,3914591,2021-05-03
2021-05-10,63.14948272705078,74.0,74.9000015258789,69.44999694824219,72.0,3538331,2021-05-10
2021-05-17,66.26428985595703,77.6500015258789,80.6500015258789,74.94999694824219,74.94999694824219,6136956,2021-05-17
2021-05-24,65.11222839355469,76.30000305175781,79.5,74.5,78.0999984741211,2843922,2021-05-24
2021-05-31,68.6110610961914,80.4000015258789,82.5,75.0,76.9000015258789,4079008,2021-05-31
2021-06-07,72.1098861694336,84.5,93.8499984741211,81.0,81.0,7444370,2021-06-07
2021-06-14,73.43767547607422,83.5999984741211,88.0,79.0,84.94999694824219,4782505,2021-06-14
2021-06-21,73.78905487060547,84.0,86.5,80.0,82.0,2412748,2021-06-21
2021-06-28,72.12001037597656,82.0999984741211,84.6500015258789,81.0,84.5999984741211,1338575,2021-06-28
2021-07-05,74.05258178710938,84.30000305175781,89.94999694824219,82.0999984741211,82.0999984741211,3805324,2021-07-05
2021-07-12,76.81965637207031,87.44999694824219,89.55000305175781,84.3499984741211,84.3499984741211,2395451,2021-07-12
2021-07-19,81.34363555908203,92.5999984741211,97.44999694824219,86.0,86.0,8260060,2021-07-19
2021-07-26,83.45189666748047,95.0,97.80000305175781,88.5,92.5999984741211,6398461,2021-07-26
2021-08-02,81.34363555908203,92.5999984741211,96.9000015258789,88.94999694824219,95.5,3033348,2021-08-02
2021-08-09,73.39375305175781,83.55000305175781,93.5999984741211,74.69999694824219,93.25,4400978,2021-08-09
2021-08-16,71.98824310302734,81.94999694824219,86.9000015258789,80.75,83.94999694824219,3065970,2021-08-16
2021-08-23,70.31920623779297,80.05000305175781,83.9000015258789,76.5,82.9000015258789,1809749,2021-08-23
2021-08-30,72.42745971679688,82.44999694824219,84.69999694824219,78.94999694824219,81.0,2211099,2021-08-30
2021-09-06,70.40705108642578,80.1500015258789,83.5,79.80000305175781,82.80000305175781,1024545,2021-09-06
2021-09-13,69.08939361572266,78.6500015258789,80.94999694824219,78.30000305175781,79.3499984741211,1430494,2021-09-13
2021-09-20,67.59603118896484,76.94999694824219,79.75,75.5999984741211,77.69999694824219,1175593,2021-09-20
2021-09-27,68.8697738647461,78.4000015258789,78.8499984741211,75.5,76.5,1211627,2021-09-27
2021-10-04,69.57252502441406,79.19999694824219,83.3499984741211,78.75,78.94999694824219,2007320,2021-10-04
2021-10-11,75.76554107666016,86.25,86.9000015258789,78.44999694824219,79.0,2827529,2021-10-11
2021-10-18,70.5827407836914,80.3499984741211,88.0,78.3499984741211,86.94999694824219,2322457,2021-10-18
2021-10-25,70.93411254882812,80.75,86.80000305175781,78.0,80.94999694824219,2949446,2021-10-25
2021-11-01,72.07608795166016,82.05000305175781,83.5999984741211,80.30000305175781,82.30000305175781,656240,2021-11-01
2021-11-08,72.92120361328125,81.5,84.55000305175781,80.0,82.9000015258789,1210489,2021-11-08
2021-11-15,68.17908477783203,76.19999694824219,81.94999694824219,76.0,81.55000305175781,825802,2021-11-15
2021-11-22,67.23961639404297,75.1500015258789,78.4000015258789,72.5999984741211,77.4000015258789,1155655,2021-11-22
2021-11-29,68.17908477783203,76.19999694824219,78.0,73.80000305175781,74.0999984741211,1156924,2021-11-29
2021-12-06,70.23698425292969,78.5,80.1500015258789,74.5,76.5,761011,2021-12-06
2021-12-13,66.79224395751953,74.6500015258789,79.30000305175781,74.25,79.30000305175781,614055,2021-12-13
2021-12-20,63.705387115478516,71.19999694824219,74.9000015258789,63.70000076293945,74.9000015258789,793426,2021-12-20
2021-12-27,64.55538940429688,72.1500015258789,74.0999984741211,68.5,71.69999694824219,587253,2021-12-27
2022-01-03,71.7580337524414,80.19999694824219,82.30000305175781,72.30000305175781,72.75,5794265,2022-01-03
2022-01-10,72.47383117675781,81.0,82.44999694824219,77.05000305175781,80.80000305175781,2290781,2022-01-10
2022-01-17,68.8948745727539,77.0,82.0999984741211,76.5,81.44999694824219,1480448,2022-01-17
2022-01-24,63.794864654541016,71.30000305175781,76.80000305175781,69.75,76.5,1557863,2022-01-24
2022-01-31,66.21066284179688,74.0,74.69999694824219,71.3499984741211,72.9000015258789,1659573,2022-01-31
2022-02-07,62.631710052490234,70.0,74.44999694824219,69.5,74.0,817610,2022-02-07
2022-02-14,58.82906723022461,65.75,69.80000305175781,65.0,69.4000015258789,1100839,2022-02-14
2022-02-21,56.636959075927734,63.29999923706055,66.69999694824219,47.099998474121094,66.69999694824219,1512866,2022-02-21
2022-02-28,57.218536376953125,63.95000076293945,67.19999694824219,61.599998474121094,63.29999923706055,701628,2022-02-28
2022-03-07,57.934326171875,64.75,66.8499984741211,60.900001525878906,61.95000076293945,756875,2022-03-07
2022-03-14,62.90012741088867,70.30000305175781,72.80000305175781,63.75,64.75,2588414,2022-03-14
2022-03-21,60.84223175048828,68.0,71.0,66.30000305175781,70.69999694824219,1140984,2022-03-21
2022-03-28,63.705387115478516,71.19999694824219,71.5999984741211,64.1500015258789,68.5,1780073,2022-03-28
2022-04-04,67.95539855957031,75.94999694824219,77.9000015258789,70.0,71.19999694824219,2955083,2022-04-04
2022-04-11,69.65540313720703,77.8499984741211,80.55000305175781,75.4000015258789,76.19999694824219,2160269,2022-04-11
2022-04-18,66.97118377685547,74.8499984741211,78.0,70.25,77.80000305175781,1593952,2022-04-18
2022-04-25,65.53960418701172,73.25,76.30000305175781,70.55000305175781,74.5,1737059,2022-04-25
2022-05-02,61.15538024902344,68.3499984741211,74.6500015258789,67.55000305175781,73.75,836290,2022-05-02
2022-05-09,56.14485168457031,62.75,69.94999694824219,60.20000076293945,67.9000015258789,818741,2022-05-09
2022-05-16,59.365909576416016,66.3499984741211,68.5,63.25,64.0,555693,2022-05-16
2022-05-23,54.35537338256836,60.75,68.25,57.25,66.94999694824219,828365,2022-05-23
2022-05-30,56.4580078125,63.099998474121094,66.69999694824219,60.95000076293945,61.95000076293945,704399,2022-05-30
2022-06-06,56.01063537597656,62.599998474121094,65.94999694824219,62.04999923706055,63.349998474121094,561965,2022-06-06
2022-06-13,52.62949752807617,57.0,62.5,56.150001525878906,62.5,445519,2022-06-13
2022-06-20,52.99882888793945,57.400001525878906,57.95000076293945,52.099998474121094,57.95000076293945,398448,2022-06-20
2022-06-27,55.353302001953125,59.95000076293945,61.0,56.79999923706055,58.900001525878906,336685,2022-06-27
2022-07-04,57.430782318115234,62.20000076293945,63.45000076293945,59.0,60.45000076293945,474238,2022-07-04
2022-07-11,56.645957946777344,61.349998474121094,63.70000076293945,60.29999923706055,61.5,286006,2022-07-11
2022-07-18,58.307945251464844,63.150001525878906,64.05000305175781,60.599998474121094,62.099998474121094,684560,2022-07-18
2022-07-25,57.846282958984375,62.650001525878906,63.45000076293945,61.0,63.400001525878906,332521,2022-07-25
2022-08-01,57.80010986328125,62.599998474121094,64.3499984741211,60.70000076293945,63.099998474121094,743845,2022-08-01
2022-08-08,58.95426559448242,63.849998474121094,65.30000305175781,60.650001525878906,62.900001525878906,441259,2022-08-08
2022-08-15,63.89405059814453,69.19999694824219,72.4000015258789,63.849998474121094,63.849998474121094,2484601,2022-08-15
