Date,Adj Close_SHREDIGCEM.NS,Close_SHREDIGCEM.NS,High_SHREDIGCEM.NS,Low_SHREDIGCEM.NS,Open_SHREDIGCEM.NS,Volume_SHREDIGCEM.NS,Date
2022-08-22,62.83224105834961,68.05000305175781,69.5,66.55000305175781,69.5,733427,2022-08-22
2022-08-29,62.924564361572266,68.1500015258789,70.9000015258789,66.0,67.25,848359,2022-08-29
2022-09-05,65.14054870605469,70.55000305175781,72.94999694824219,67.9000015258789,69.4000015258789,1723717,2022-09-05
2022-09-12,64.44805908203125,69.80000305175781,74.5,67.0999984741211,71.69999694824219,2039581,2022-09-12
2022-09-19,62.6475715637207,67.8499984741211,76.0,66.9000015258789,70.19999694824219,3345670,2022-09-19
2022-09-26,61.63191223144531,66.75,69.80000305175781,64.0999984741211,66.8499984741211,1085030,2022-09-26
2022-10-03,63.063072204589844,68.30000305175781,68.94999694824219,65.69999694824219,66.9000015258789,591033,2022-10-03
2022-10-10,60.38542938232422,65.4000015258789,68.25,65.0,68.0999984741211,759002,2022-10-10
2022-10-17,59.877593994140625,64.8499984741211,66.55000305175781,62.849998474121094,65.75,897780,2022-10-17
2022-10-24,60.57008743286133,65.5999984741211,67.4000015258789,64.55000305175781,65.9000015258789,484633,2022-10-24
2022-10-31,61.44725036621094,66.55000305175781,67.55000305175781,65.0999984741211,66.6500015258789,1120757,2022-10-31
2022-11-07,61.58680725097656,65.19999694824219,68.1500015258789,65.0,66.94999694824219,574343,2022-11-07
2022-11-14,62.956451416015625,66.6500015258789,69.75,64.55000305175781,65.25,1289491,2022-11-14
2022-11-21,62.720314025878906,66.4000015258789,67.19999694824219,64.80000305175781,66.8499984741211,455971,2022-11-21
2022-11-28,66.35694885253906,70.25,74.0999984741211,65.3499984741211,66.4000015258789,3632277,2022-11-28
2022-12-05,69.14347076416016,73.19999694824219,79.3499984741211,69.5,70.5,6382039,2022-12-05
2022-12-12,67.3015365600586,71.25,75.80000305175781,70.5,74.75,1303853,2022-12-12
2022-12-19,60.45330810546875,64.0,74.0,63.29999923706055,71.0,1720965,2022-12-19
2022-12-26,67.53768157958984,71.5,72.5,62.95000076293945,63.5,1464539,2022-12-26
2023-01-02,66.8292465209961,70.75,73.5999984741211,69.30000305175781,72.0,1365659,2023-01-02
2023-01-09,66.73479461669922,70.6500015258789,73.44999694824219,70.0999984741211,71.4000015258789,721748,2023-01-09
2023-01-16,70.04083251953125,74.1500015258789,75.0,70.5999984741211,70.94999694824219,1650871,2023-01-16
2023-01-23,67.39598846435547,71.3499984741211,76.05000305175781,69.0,74.1500015258789,2014937,2023-01-23
2023-01-30,64.37332916259766,68.1500015258789,73.44999694824219,67.55000305175781,71.4000015258789,1370768,2023-01-30
2023-02-06,63.90104293823242,67.6500015258789,69.5,67.25,68.1500015258789,677737,2023-02-06
2023-02-13,63.94826126098633,67.69999694824219,68.94999694824219,65.0,67.6500015258789,874287,2023-02-13
2023-02-20,61.1145133972168,64.69999694824219,68.5,64.05000305175781,66.94999694824219,765002,2023-02-20
2023-02-27,62.43693161010742,66.0999984741211,66.44999694824219,63.70000076293945,64.8499984741211,433066,2023-02-27
2023-03-06,62.578617095947266,66.25,67.0,65.05000305175781,67.0,304842,2023-03-06
2023-03-13,59.130889892578125,62.599998474121094,66.4000015258789,62.04999923706055,66.0,547788,2023-03-13
2023-03-20,57.52510452270508,60.900001525878906,64.94999694824219,60.20000076293945,61.70000076293945,523498,2023-03-20
2023-03-27,58.186309814453125,61.599998474121094,62.849998474121094,57.29999923706055,61.5,1482264,2023-03-27
2023-04-03,61.020057678222656,64.5999984741211,65.0,61.599998474121094,62.25,327708,2023-04-03
2023-04-10,62.76753234863281,66.44999694824219,67.69999694824219,63.5,64.0,568623,2023-04-10
2023-04-17,65.74296569824219,69.5999984741211,72.05000305175781,65.4000015258789,66.80000305175781,1862538,2023-04-17
2023-04-24,67.8682861328125,71.8499984741211,75.19999694824219,68.6500015258789,72.0,4209135,2023-04-24
2023-05-01,70.32420349121094,74.44999694824219,75.30000305175781,71.8499984741211,71.8499984741211,1788774,2023-05-01
2023-05-08,71.7883071899414,76.0,78.0,72.6500015258789,74.5,2916255,2023-05-08
2023-05-15,77.21965789794922,81.75,82.0,75.0999984741211,76.05000305175781,4803948,2023-05-15
2023-05-22,80.71460723876953,85.44999694824219,86.8499984741211,82.19999694824219,82.4000015258789,5101816,2023-05-22
2023-05-29,77.45580291748047,82.0,86.5,81.80000305175781,85.75,3762996,2023-05-29
2023-06-05,77.36134338378906,81.9000015258789,85.44999694824219,81.05000305175781,82.5,4767648,2023-06-05
2023-06-12,81.09245300292969,85.8499984741211,87.9000015258789,81.55000305175781,82.25,6391513,2023-06-12
2023-06-19,74.81096649169922,79.19999694824219,87.25,76.80000305175781,86.19999694824219,4554883,2023-06-19
2023-06-26,76.82640838623047,78.9000015258789,80.30000305175781,76.30000305175781,79.19999694824219,1568360,2023-06-26
2023-07-03,77.41064453125,79.5,81.0999984741211,78.0,79.9000015258789,1708571,2023-07-03
2023-07-10,76.04743194580078,78.0999984741211,80.0999984741211,75.75,79.0,2467535,2023-07-10
2023-07-17,75.21977233886719,77.25,79.69999694824219,76.5999984741211,78.44999694824219,1437046,2023-07-17
2023-07-24,79.1146469116211,81.25,82.8499984741211,76.44999694824219,77.69999694824219,5754577,2023-07-24
2023-07-31,88.75446319580078,91.1500015258789,94.0,82.5,83.3499984741211,16159153,2023-07-31
2023-08-07,88.85183715820312,91.25,95.75,90.5,91.8499984741211,8624199,2023-08-07
2023-08-14,92.50328063964844,95.0,97.9000015258789,88.25,91.5,5631901,2023-08-14
2023-08-21,92.30854034423828,94.80000305175781,101.3499984741211,93.69999694824219,95.75,8646974,2023-08-21
2023-08-28,94.74283599853516,97.30000305175781,99.9000015258789,93.30000305175781,95.0,5127313,2023-08-28
2023-09-04,93.76911926269531,96.30000305175781,100.4000015258789,95.05000305175781,98.1500015258789,3741997,2023-09-04
2023-09-11,89.09526824951172,91.5,97.0999984741211,87.6500015258789,96.9000015258789,3351220,2023-09-11
2023-09-18,91.62693786621094,94.0999984741211,94.94999694824219,88.5,91.55000305175781,2482866,2023-09-18
2023-09-25,88.60840606689453,91.0,94.9000015258789,90.0999984741211,94.80000305175781,1707588,2023-09-25
2023-10-02,90.79927825927734,93.25,93.8499984741211,90.0999984741211,91.0,1831134,2023-10-02
2023-10-09,90.4584732055664,92.9000015258789,96.30000305175781,89.3499984741211,91.69999694824219,2225085,2023-10-09
2023-10-16,90.06898498535156,92.5,96.30000305175781,91.05000305175781,92.5,2850822,2023-10-16
2023-10-23,84.56747436523438,86.8499984741211,93.0,83.19999694824219,93.0,3186347,2023-10-23
2023-10-30,83.98324584960938,86.25,87.69999694824219,85.0,87.4000015258789,1216083,2023-10-30
2023-11-06,83.20426177978516,85.44999694824219,88.9000015258789,85.19999694824219,86.44999694824219,1268202,2023-11-06
2023-11-13,85.58988189697266,87.9000015258789,90.1500015258789,85.69999694824219,86.69999694824219,1234887,2023-11-13
2023-11-20,84.95696258544922,87.25,88.55000305175781,85.9000015258789,88.0,1065111,2023-11-20
2023-11-27,88.12155151367188,90.5,91.75,86.55000305175781,87.25,1641996,2023-11-27
2023-12-04,87.63468933105469,90.0,92.30000305175781,88.6500015258789,91.80000305175781,1616518,2023-12-04
2023-12-11,90.21504211425781,92.6500015258789,96.25,89.0999984741211,90.44999694824219,6142128,2023-12-11
2023-12-18,89.48475646972656,91.9000015258789,98.4000015258789,88.5999984741211,93.0,5433046,2023-12-18
2023-12-25,91.2861328125,93.75,97.19999694824219,91.9000015258789,91.9000015258789,2975576,2023-12-25
2024-01-01,94.06123352050781,96.5999984741211,102.0,93.9000015258789,94.30000305175781,6316644,2024-01-01
2024-01-08,104.2365951538086,107.05000305175781,110.4000015258789,97.0,97.55000305175781,13709905,2024-01-08
2024-01-15,110.90657043457031,113.9000015258789,123.9000015258789,101.5,107.6500015258789,24076722,2024-01-15
2024-01-22,114.11983489990234,117.19999694824219,119.9000015258789,113.9000015258789,113.9000015258789,6712647,2024-01-22
2024-01-29,113.73035430908203,116.80000305175781,119.30000305175781,115.0999984741211,118.69999694824219,5574019,2024-01-29
2024-02-05,109.88416290283203,112.8499984741211,117.80000305175781,109.5,117.80000305175781,4317384,2024-02-05
2024-02-12,108.423583984375,111.3499984741211,114.5,106.75,113.9000015258789,2889889,2024-02-12
2024-02-19,105.50242614746094,108.3499984741211,114.5,107.9000015258789,112.0999984741211,2009793,2024-02-19
2024-02-26,103.40892791748047,106.19999694824219,109.4000015258789,102.69999694824219,109.4000015258789,1817073,2024-02-26
2024-03-04,99.3193130493164,102.0,108.25,100.5,107.9000015258789,1255672,2024-03-04
2024-03-11,97.56661987304688,100.19999694824219,111.4000015258789,93.5,105.0,4610872,2024-03-11
2024-03-18,95.57049560546875,98.1500015258789,100.94999694824219,95.05000305175781,100.94999694824219,1498585,2024-03-18
2024-03-25,94.64546203613281,97.19999694824219,99.69999694824219,96.19999694824219,98.3499984741211,1523417,2024-03-25
2024-04-01,110.61444854736328,113.5999984741211,114.9000015258789,98.94999694824219,99.0,4544716,2024-04-01
2024-04-08,113.0974349975586,116.1500015258789,118.9000015258789,110.6500015258789,114.55000305175781,4360108,2024-04-08
2024-04-15,109.68942260742188,112.6500015258789,115.80000305175781,108.0,113.0,2633537,2024-04-15
2024-04-22,108.52095031738281,111.44999694824219,118.75,110.0,114.5,4791263,2024-04-22
2024-04-29,110.32234191894531,113.30000305175781,117.1500015258789,110.75,116.1500015258789,9101106,2024-04-29
2024-05-06,101.85098266601562,104.5999984741211,114.69999694824219,103.05000305175781,114.30000305175781,2135607,2024-05-06
2024-05-13,104.6260757446289,107.44999694824219,108.0,102.0,104.9000015258789,1620112,2024-05-13
2024-05-20,103.01944732666016,105.80000305175781,107.9000015258789,104.44999694824219,106.80000305175781,1106578,2024-05-20
2024-05-27,100.9746322631836,103.69999694824219,112.69999694824219,103.3499984741211,105.80000305175781,3805048,2024-05-27
2024-06-03,103.60367584228516,106.4000015258789,107.30000305175781,95.0,105.0999984741211,3175435,2024-06-03
2024-06-10,108.81307220458984,111.75,114.4800033569336,106.4000015258789,106.4000015258789,6266582,2024-06-10
2024-06-17,106.78773498535156,109.66999816894531,112.94999694824219,109.0,111.75,1998667,2024-06-17
2024-06-24,108.48200988769531,111.41000366210938,117.0,108.3499984741211,109.9000015258789,10880904,2024-06-24
2024-07-01,110.62419128417969,113.61000061035156,117.80000305175781,110.11000061035156,112.87999725341797,7417281,2024-07-01
2024-07-08,109.94258880615234,112.91000366210938,117.3499984741211,111.0,114.25,4774377,2024-07-08
2024-07-15,104.91819763183594,107.75,118.80000305175781,106.61000061035156,114.0,5690771,2024-07-15
2024-07-22,109.08999633789062,109.08999633789062,110.08000183105469,103.25,106.0,2731755,2024-07-22
2024-07-29,103.01000213623047,103.01000213623047,107.0,100.05000305175781,106.0,4097141,2024-07-29
2024-08-05,99.4800033569336,99.4800033569336,101.8499984741211,96.69999694824219,101.8499984741211,2191539,2024-08-05
2024-08-12,97.2300033569336,97.2300033569336,99.30000305175781,94.20999908447266,99.30000305175781,1179960,2024-08-12
2024-08-19,103.8499984741211,103.8499984741211,107.23999786376953,97.55000305175781,98.13999938964844,2297959,2024-08-19
2024-08-26,100.37000274658203,100.37000274658203,105.0,99.5,104.25,1161430,2024-08-26
2024-09-02,98.69999694824219,98.69999694824219,102.38999938964844,98.5,101.25,1449867,2024-09-02
2024-09-09,98.69000244140625,98.69000244140625,100.9000015258789,96.33000183105469,98.5,1310054,2024-09-09
2024-09-16,95.43000030517578,95.43000030517578,100.12000274658203,92.7300033569336,99.9000015258789,2194782,2024-09-16
2024-09-23,95.16000366210938,95.16000366210938,102.0,94.94999694824219,96.1500015258789,6867440,2024-09-23
2024-09-30,92.66000366210938,92.66000366210938,96.20999908447266,90.3499984741211,95.0999984741211,1818358,2024-09-30
2024-10-07,92.05000305175781,92.05000305175781,94.33000183105469,89.31999969482422,93.3499984741211,1553967,2024-10-07
2024-10-14,92.04000091552734,92.04000091552734,94.5,90.51000213623047,92.44999694824219,1049823,2024-10-14
2024-10-21,87.83000183105469,87.83000183105469,97.9800033569336,87.4000015258789,91.86000061035156,3094520,2024-10-21
2024-10-28,91.81999969482422,91.81999969482422,92.0,85.75,87.86000061035156,1243161,2024-10-28
2024-11-04,89.94000244140625,89.94000244140625,93.5,88.6500015258789,92.44999694824219,1063731,2024-11-04
2024-11-11,81.88999938964844,81.88999938964844,89.9000015258789,81.19000244140625,89.75,1313318,2024-11-11
2024-11-18,85.16999816894531,85.16999816894531,87.0199966430664,82.0,82.0,1127192,2024-11-18
2024-11-25,89.0999984741211,89.0999984741211,89.75,85.5,87.80000305175781,706024,2024-11-25
2024-12-02,91.62999725341797,91.62999725341797,92.94999694824219,88.2300033569336,89.44999694824219,904974,2024-12-02
2024-12-09,88.33999633789062,88.33999633789062,92.23999786376953,87.0,91.0,1393892,2024-12-09
2024-12-16,84.9800033569336,84.9800033569336,89.47000122070312,84.5,88.80000305175781,812546,2024-12-16
2024-12-23,85.11000061035156,85.11000061035156,86.0,83.5199966430664,85.20999908447266,581409,2024-12-23
2024-12-30,88.22000122070312,88.22000122070312,88.9000015258789,83.69999694824219,85.04000091552734,1018297,2024-12-30
2025-01-06,82.11000061035156,82.11000061035156,88.69999694824219,82.0,88.69000244140625,808338,2025-01-06
2025-01-13,79.66000366210938,79.66000366210938,82.26000213623047,76.5999984741211,81.23999786376953,1311521,2025-01-13
2025-01-20,73.1500015258789,73.1500015258789,81.69999694824219,72.26000213623047,79.61000061035156,2077451,2025-01-20
2025-01-27,75.31999969482422,75.31999969482422,76.54000091552734,68.0,71.55999755859375,1740370,2025-01-27
2025-02-03,72.44000244140625,72.44000244140625,75.0,71.94000244140625,75.0,945324,2025-02-03
2025-02-10,67.43000030517578,67.43000030517578,72.80000305175781,66.19999694824219,72.80000305175781,1136950,2025-02-10
2025-02-17,71.19000244140625,71.19000244140625,72.6500015258789,63.54999923706055,67.0,1400468,2025-02-17
2025-02-24,69.30999755859375,69.30999755859375,71.98999786376953,68.0,70.80999755859375,1109085,2025-02-24
2025-03-03,71.26000213623047,71.26000213623047,72.0,68.19999694824219,68.91000366210938,1306975,2025-03-03
2025-03-10,67.4000015258789,67.4000015258789,71.5999984741211,67.11000061035156,70.41000366210938,958727,2025-03-10
2025-03-17,70.87999725341797,70.87999725341797,72.33000183105469,66.4800033569336,67.5,1408802,2025-03-17
2025-03-24,68.29000091552734,68.29000091552734,72.4000015258789,67.13999938964844,71.4800033569336,2484779,2025-03-24
2025-03-31,72.5,72.5,76.5199966430664,67.80000305175781,68.29000091552734,1694425,2025-03-31
2025-04-07,70.91999816894531,70.91999816894531,71.98999786376953,66.76000213623047,67.98999786376953,1157977,2025-04-07
2025-04-14,74.93000030517578,74.93000030517578,75.19999694824219,72.0,72.05000305175781,782742,2025-04-14
2025-04-21,79.94000244140625,79.94000244140625,80.7699966430664,74.76000213623047,75.19999694824219,1750874,2025-04-21
2025-04-28,78.5199966430664,78.5199966430664,80.9000015258789,76.2300033569336,80.13999938964844,1466636,2025-04-28
2025-05-05,74.87000274658203,74.87000274658203,79.9000015258789,74.04000091552734,78.37999725341797,786080,2025-05-05
2025-05-12,82.16999816894531,82.16999816894531,84.33999633789062,76.0,76.37000274658203,1139875,2025-05-12
2025-05-19,83.08999633789062,83.08999633789062,83.6500015258789,80.20999908447266,82.16999816894531,1119696,2025-05-19
2025-05-26,82.56999969482422,82.56999969482422,84.5,82.0999984741211,83.27999877929688,732678,2025-05-26
2025-06-02,79.22000122070312,79.22000122070312,82.55999755859375,77.58000183105469,81.80000305175781,1180876,2025-06-02
2025-06-09,78.0,78.0,80.80000305175781,75.44999694824219,79.58999633789062,1109699,2025-06-09
2025-06-16,78.41999816894531,78.41999816894531,80.0,75.25,78.0,586199,2025-06-16
2025-06-23,78.87999725341797,78.87999725341797,79.0999984741211,76.36000061035156,77.5,541084,2025-06-23
