Date,Adj Close_KIRLPNU.NS,Close_KIRLPNU.NS,High_KIRLPNU.NS,Low_KIRLPNU.NS,Open_KIRLPNU.NS,Volume_KIRLPNU.NS,Date
2023-04-24,581.5924682617188,592.6500244140625,623.0,542.5,612.9500122070312,709423,2023-04-24
2023-05-01,573.594482421875,584.5,598.8499755859375,566.0,592.6500244140625,202195,2023-05-01
2023-05-08,578.5503540039062,589.5499877929688,603.0,570.0,578.0,186486,2023-05-08
2023-05-15,570.8958740234375,581.75,589.4000244140625,572.0,586.1500244140625,178492,2023-05-15
2023-05-22,571.4356079101562,582.2999877929688,594.9500122070312,574.2999877929688,581.9000244140625,129888,2023-05-22
2023-05-29,579.0409545898438,590.0499877929688,593.5499877929688,560.0999755859375,582.2999877929688,215642,2023-05-29
2023-06-05,625.556640625,637.4500122070312,649.0,595.2000122070312,603.0,569461,2023-06-05
2023-06-12,652.1509399414062,664.5499877929688,674.0,631.25,645.0,534031,2023-06-12
2023-06-19,627.4210815429688,639.3499755859375,670.25,627.75,669.0,141944,2023-06-19
2023-06-26,640.3258056640625,652.5,670.9500122070312,630.0499877929688,647.7000122070312,137554,2023-06-26
2023-07-03,660.5413818359375,673.0999755859375,690.8499755859375,651.5499877929688,652.5,293019,2023-07-03
2023-07-10,657.989990234375,670.5,699.8499755859375,662.5499877929688,676.0,164829,2023-07-10
2023-07-17,632.9285278320312,642.1500244140625,695.0,602.9500122070312,676.2999877929688,481376,2023-07-17
2023-07-24,643.524169921875,652.9000244140625,664.9500122070312,622.2999877929688,643.0,313339,2023-07-24
2023-07-31,606.0205688476562,614.8499755859375,657.0,600.0,654.0,286880,2023-07-31
2023-08-07,632.977783203125,642.2000122070312,665.0,605.0,612.5,453027,2023-08-07
2023-08-14,629.1338500976562,638.2999877929688,669.7000122070312,622.25,649.75,344033,2023-08-14
2023-08-21,628.0003662109375,637.1500244140625,667.9500122070312,636.0,640.0,476366,2023-08-21
2023-08-28,615.4335327148438,624.4000244140625,651.1500244140625,591.0,637.5999755859375,896773,2023-08-28
2023-09-04,606.5133666992188,615.3499755859375,635.2000122070312,606.4500122070312,629.5999755859375,438585,2023-09-04
2023-09-11,600.5009765625,609.25,630.0,576.0499877929688,621.0,394736,2023-09-11
2023-09-18,598.086181640625,606.7999877929688,612.0499877929688,559.0499877929688,609.0,809243,2023-09-18
2023-09-25,651.0150756835938,660.5,662.7000122070312,586.3499755859375,613.0,593225,2023-09-25
2023-10-02,669.7913818359375,679.5499877929688,685.0,652.0999755859375,660.5,270570,2023-10-02
2023-10-09,664.1732788085938,673.8499755859375,691.4000244140625,661.2000122070312,671.7000122070312,147877,2023-10-09
2023-10-16,597.7412109375,606.4500122070312,697.9500122070312,603.2000122070312,665.0,741602,2023-10-16
2023-10-23,560.9275512695312,569.0999755859375,618.3499755859375,559.3499755859375,606.4500122070312,566498,2023-10-23
2023-10-30,535.3009643554688,543.0999755859375,579.2999877929688,541.0499877929688,573.0,537656,2023-10-30
2023-11-06,541.5105590820312,549.4000244140625,568.0,544.5,551.7999877929688,429036,2023-11-06
2023-11-13,554.2745361328125,562.3499755859375,585.0,550.0,558.25,285016,2023-11-13
2023-11-20,569.4533081054688,577.75,594.0,560.8499755859375,565.1500244140625,173333,2023-11-20
2023-11-27,568.6156616210938,576.9000244140625,594.0,560.9500122070312,577.75,535683,2023-11-27
2023-12-04,583.3507690429688,591.8499755859375,610.4500122070312,571.2000122070312,585.0,367547,2023-12-04
2023-12-11,630.168701171875,639.3499755859375,655.0,581.0,594.75,589894,2023-12-11
2023-12-18,595.917724609375,604.5999755859375,646.7000122070312,591.0499877929688,640.5499877929688,322736,2023-12-18
2023-12-25,593.7493286132812,602.4000244140625,628.0999755859375,597.0,604.5999755859375,305715,2023-12-25
2024-01-01,592.91162109375,601.5499877929688,620.0,595.0,605.0,350921,2024-01-01
2024-01-08,608.9774780273438,617.8499755859375,639.0,592.0499877929688,605.7999877929688,307755,2024-01-08
2024-01-15,603.5072631835938,612.2999877929688,632.5,600.0,617.8499755859375,306931,2024-01-15
2024-01-22,621.2979736328125,630.3499755859375,649.4500122070312,601.0,612.2999877929688,390160,2024-01-22
2024-01-29,648.6988525390625,658.1500244140625,684.9000244140625,614.5499877929688,633.5,412614,2024-01-29
2024-02-05,648.452392578125,657.9000244140625,695.0,651.0,665.0,335586,2024-02-05
2024-02-12,718.2333374023438,726.0,733.25,657.5499877929688,659.0999755859375,716705,2024-02-12
2024-02-19,694.9848022460938,702.5,759.9000244140625,698.9500122070312,758.0,533971,2024-02-19
2024-02-26,726.0488891601562,733.9000244140625,739.4000244140625,695.2999877929688,705.3499755859375,466706,2024-02-26
2024-03-04,678.5128173828125,685.8499755859375,743.5499877929688,679.4000244140625,738.5,239227,2024-03-04
2024-03-11,645.3712768554688,652.3499755859375,690.4000244140625,623.25,682.0,374434,2024-03-11
2024-03-18,694.7374877929688,702.25,705.5,641.0999755859375,645.7999877929688,164369,2024-03-18
2024-03-25,700.4754028320312,708.0499877929688,718.0999755859375,682.2999877929688,702.25,185439,2024-03-25
2024-04-01,691.7200927734375,699.2000122070312,722.0,677.9500122070312,711.7000122070312,274828,2024-04-01
2024-04-08,702.8497314453125,710.4500122070312,723.75,688.2000122070312,701.1500244140625,149339,2024-04-08
2024-04-15,734.7547607421875,742.7000122070312,769.0,679.5499877929688,703.3499755859375,298223,2024-04-15
2024-04-22,1057.2672119140625,1068.699951171875,1090.300048828125,746.2999877929688,747.0999755859375,7474545,2024-04-22
2024-04-29,1065.7257080078125,1077.25,1150.449951171875,1025.050048828125,1100.0,1902256,2024-04-29
2024-05-06,1046.03857421875,1057.3499755859375,1123.800048828125,1030.0,1079.050048828125,690747,2024-05-06
2024-05-13,1201.4085693359375,1214.4000244140625,1265.0,1018.6500244140625,1079.0,1176970,2024-05-13
2024-05-20,1159.21484375,1171.75,1250.0,1155.0,1200.1500244140625,466317,2024-05-20
2024-05-27,1212.2413330078125,1225.3499755859375,1240.0,1051.0,1179.0,862882,2024-05-27
2024-06-03,1231.928466796875,1245.25,1270.0,1057.1500244140625,1258.0,904550,2024-06-03
2024-06-10,1368.847900390625,1383.6500244140625,1420.050048828125,1206.800048828125,1265.0,1890931,2024-06-10
2024-06-17,1322.845458984375,1337.1500244140625,1389.0,1263.449951171875,1383.6500244140625,500801,2024-06-17
2024-06-24,1333.579345703125,1348.0,1454.75,1311.1500244140625,1349.800048828125,727884,2024-06-24
2024-07-01,1268.68115234375,1282.4000244140625,1377.0,1273.449951171875,1355.0999755859375,845399,2024-07-01
2024-07-08,1311.7158203125,1325.9000244140625,1415.0,1293.4000244140625,1298.0,794785,2024-07-08
2024-07-15,1339.3262939453125,1349.9000244140625,1404.800048828125,1305.0999755859375,1355.0,482197,2024-07-15
2024-07-22,1343.741455078125,1354.3499755859375,1374.4000244140625,1204.0,1250.0,480992,2024-07-22
2024-07-29,1371.8692626953125,1382.699951171875,1430.0,1311.75,1361.5,336431,2024-07-29
2024-08-05,1254.9921875,1264.9000244140625,1340.1500244140625,1220.050048828125,1301.0,397030,2024-08-05
2024-08-12,1339.0286865234375,1349.5999755859375,1358.4000244140625,1230.0,1253.4000244140625,361944,2024-08-12
2024-08-19,1302.21923828125,1312.5,1374.0,1296.0999755859375,1374.0,218930,2024-08-19
2024-08-26,1289.3211669921875,1299.5,1320.0,1203.4000244140625,1315.0,664954,2024-08-26
2024-09-02,1263.673583984375,1273.6500244140625,1320.199951171875,1222.4000244140625,1314.0,382123,2024-09-02
2024-09-09,1288.1800537109375,1298.3499755859375,1327.699951171875,1263.0,1299.0,685946,2024-09-09
2024-09-16,1242.1932373046875,1252.0,1350.0,1192.75,1286.75,1090426,2024-09-16
2024-09-23,1333.5220947265625,1344.050048828125,1355.550048828125,1256.300048828125,1265.0,498599,2024-09-23
2024-09-30,1253.553466796875,1263.449951171875,1375.0,1255.0,1338.0,271656,2024-09-30
2024-10-07,1411.4073486328125,1422.550048828125,1489.9000244140625,1211.75,1263.449951171875,454255,2024-10-07
2024-10-14,1424.9501953125,1436.199951171875,1552.5,1382.550048828125,1449.0,1282559,2024-10-14
2024-10-21,1461.2139892578125,1472.75,1534.0,1272.5,1457.75,1505660,2024-10-21
2024-10-28,1676.7623291015625,1690.0,1734.8499755859375,1504.0999755859375,1518.199951171875,2766228,2024-10-28
2024-11-04,1640.448974609375,1653.4000244140625,1718.0,1584.050048828125,1698.0,925075,2024-11-04
2024-11-11,1549.7152099609375,1561.949951171875,1700.0,1505.050048828125,1690.0,691943,2024-11-11
2024-11-18,1570.749267578125,1583.1500244140625,1639.949951171875,1521.0999755859375,1566.449951171875,344399,2024-11-18
2024-11-25,1755.0938720703125,1768.949951171875,1792.0,1603.0,1620.0,1167200,2024-11-25
2024-12-02,1696.952880859375,1710.3499755859375,1817.0,1680.0,1785.050048828125,669411,2024-12-02
2024-12-09,1680.6318359375,1693.9000244140625,1799.0,1675.050048828125,1726.0,609636,2024-12-09
2024-12-16,1601.8040771484375,1614.449951171875,1700.0,1601.0,1693.9000244140625,458120,2024-12-16
2024-12-23,1526.697021484375,1538.75,1634.0,1520.0,1601.0999755859375,191322,2024-12-23
2024-12-30,1528.8302001953125,1540.9000244140625,1579.949951171875,1489.6500244140625,1516.0,248515,2024-12-30
2025-01-06,1419.93994140625,1431.1500244140625,1544.0999755859375,1422.0999755859375,1540.9000244140625,398326,2025-01-06
2025-01-13,1336.1016845703125,1346.6500244140625,1430.0,1278.949951171875,1409.699951171875,608327,2025-01-13
2025-01-20,1221.7545166015625,1231.4000244140625,1346.6500244140625,1206.0,1346.6500244140625,460477,2025-01-20
2025-01-27,1126.357666015625,1135.25,1224.0,985.5,1207.300048828125,1417143,2025-01-27
2025-02-03,1070.1513671875,1078.5999755859375,1154.0,1051.0,1120.0,1129058,2025-02-03
2025-02-10,1021.8094482421875,1026.6500244140625,1104.949951171875,997.1500244140625,1079.949951171875,650262,2025-02-10
2025-02-17,1041.7152099609375,1046.6500244140625,1078.800048828125,985.0,1000.3499755859375,428970,2025-02-17
2025-02-24,994.7376708984375,999.4500122070312,1094.0,953.0,1035.0,421242,2025-02-24
2025-03-03,1028.577392578125,1033.449951171875,1071.050048828125,955.5,1000.0499877929688,678756,2025-03-03
2025-03-10,1020.7146606445312,1025.550048828125,1044.949951171875,959.0,1044.949951171875,288944,2025-03-10
2025-03-17,1206.8826904296875,1212.5999755859375,1219.0,1011.9000244140625,1025.550048828125,573418,2025-03-17
2025-03-24,1177.073974609375,1182.6500244140625,1428.5999755859375,1161.050048828125,1212.5999755859375,976123,2025-03-24
2025-03-31,1162.244140625,1167.75,1241.0,1151.5,1182.6500244140625,189280,2025-03-31
2025-04-07,1096.6549072265625,1101.8499755859375,1134.3499755859375,1051.300048828125,1080.0,389483,2025-04-07
2025-04-14,1159.1090087890625,1164.5999755859375,1191.9000244140625,1096.5999755859375,1129.300048828125,452885,2025-04-14
2025-04-21,1146.66796875,1152.0999755859375,1375.199951171875,1146.0,1180.0,3870585,2025-04-21
2025-04-28,1117.8046875,1123.0999755859375,1182.0999755859375,1115.0,1169.9000244140625,705281,2025-04-28
2025-05-05,1134.02783203125,1139.4000244140625,1164.0,1080.5,1139.0999755859375,494524,2025-05-05
2025-05-12,1206.385009765625,1212.0999755859375,1246.0,1149.9000244140625,1170.0,1058642,2025-05-12
2025-05-19,1247.0921630859375,1253.0,1275.0999755859375,1192.5999755859375,1224.9000244140625,690295,2025-05-19
2025-05-26,1247.8885498046875,1253.800048828125,1293.0,1248.5,1280.0,583263,2025-05-26
2025-06-02,1370.80615234375,1377.300048828125,1413.5,1241.300048828125,1254.5,1347989,2025-06-02
2025-06-09,1315.3687744140625,1321.5999755859375,1448.0,1287.0999755859375,1395.0,440881,2025-06-09
2025-06-16,1338.7579345703125,1345.0999755859375,1383.800048828125,1280.5999755859375,1331.0,676188,2025-06-16
2025-06-23,1421.26708984375,1428.0,1467.9000244140625,1326.0,1328.0,827858,2025-06-23
2025-06-30,1435.897705078125,1442.699951171875,1489.9000244140625,1405.0,1440.4000244140625,730185,2025-06-30
2025-07-07,1394.9915771484375,1401.5999755859375,1456.800048828125,1375.0,1441.9000244140625,405048,2025-07-07
2025-07-14,1403.0999755859375,1403.0999755859375,1425.0,1351.5,1402.0,265540,2025-07-14
