Date,Adj Close_PROSTARM.NS,Close_PROSTARM.NS,High_PROSTARM.NS,Low_PROSTARM.NS,Open_PROSTARM.NS,Volume_PROSTARM.NS,Date
2025-06-02,112.38999938964844,112.38999938964844,126.0,111.25,120.0,9863445,2025-06-02
2025-06-09,114.66000366210938,114.66000366210938,118.0,108.0,112.0,1737476,2025-06-09
2025-06-16,131.27999877929688,131.27999877929688,135.6300048828125,111.25,114.66000366210938,11355410,2025-06-16
2025-06-23,142.17999267578125,142.17999267578125,145.0,126.5,133.0,15335740,2025-06-23
2025-06-30,152.1300048828125,152.1300048828125,158.8000030517578,140.0500030517578,145.8000030517578,18260258,2025-06-30
2025-07-07,205.8800048828125,205.8800048828125,223.64999389648438,149.30999755859375,153.0,49020797,2025-07-07
2025-07-14,196.07000732421875,196.07000732421875,216.0,188.11000061035156,213.0,8571843,2025-07-14
