Date,Adj Close_CALSOFT.NS,Close_CALSOFT.NS,High_CALSOFT.NS,Low_CALSOFT.NS,Open_CALSOFT.NS,Volume_CALSOFT.NS,Date
2020-07-13,8.75,8.75,9.199999809265137,8.199999809265137,8.850000381469727,127193,2020-07-13
2020-07-20,8.25,8.25,9.0,8.100000381469727,9.0,150683,2020-07-20
2020-07-27,8.050000190734863,8.050000190734863,8.800000190734863,7.599999904632568,7.650000095367432,152267,2020-07-27
2020-08-03,8.199999809265137,8.199999809265137,8.649999618530273,7.599999904632568,8.5,355675,2020-08-03
2020-08-10,8.699999809265137,8.699999809265137,9.550000190734863,7.349999904632568,8.449999809265137,160503,2020-08-10
2020-08-17,8.800000190734863,8.800000190734863,9.100000381469727,8.050000190734863,9.100000381469727,98886,2020-08-17
2020-08-24,14.75,14.75,14.75,8.600000381469727,8.850000381469727,529510,2020-08-24
2020-08-31,11.5,11.5,15.449999809265137,11.5,15.449999809265137,188425,2020-08-31
2020-09-07,9.050000190734863,9.050000190734863,10.949999809265137,9.050000190734863,10.949999809265137,28060,2020-09-07
2020-09-14,8.850000381469727,8.850000381469727,9.300000190734863,7.849999904632568,8.600000381469727,129095,2020-09-14
2020-09-21,7.300000190734863,7.300000190734863,8.600000381469727,7.25,8.600000381469727,124919,2020-09-21
2020-09-28,7.599999904632568,7.599999904632568,8.0,6.949999809265137,6.949999809265137,20061,2020-09-28
2020-10-05,7.25,7.25,7.5,6.650000095367432,7.25,59041,2020-10-05
2020-10-12,8.050000190734863,8.050000190734863,8.699999809265137,7.25,7.300000190734863,69154,2020-10-12
2020-10-19,10.100000381469727,10.100000381469727,10.100000381469727,8.100000381469727,8.449999809265137,60121,2020-10-19
2020-10-26,9.649999618530273,9.649999618530273,11.0,9.600000381469727,10.5,74260,2020-10-26
2020-11-02,9.649999618530273,9.649999618530273,9.699999809265137,8.550000190734863,9.199999809265137,46099,2020-11-02
2020-11-09,9.149999618530273,9.149999618530273,10.100000381469727,8.550000190734863,9.649999618530273,64226,2020-11-09
2020-11-16,9.149999618530273,9.149999618530273,9.350000381469727,8.300000190734863,8.75,131252,2020-11-16
2020-11-23,9.149999618530273,9.149999618530273,9.600000381469727,8.550000190734863,9.449999809265137,163607,2020-11-23
2020-11-30,9.850000381469727,9.850000381469727,10.600000381469727,9.149999618530273,9.149999618530273,276114,2020-11-30
2020-12-07,11.050000190734863,11.050000190734863,11.199999809265137,9.5,9.699999809265137,181451,2020-12-07
2020-12-14,11.149999618530273,11.149999618530273,12.300000190734863,11.100000381469727,11.149999618530273,190446,2020-12-14
2020-12-21,10.949999809265137,10.949999809265137,11.5,10.050000190734863,11.5,66962,2020-12-21
2020-12-28,10.75,10.75,11.449999809265137,9.949999809265137,11.350000381469727,248322,2020-12-28
2021-01-04,11.100000381469727,11.100000381469727,11.350000381469727,10.399999618530273,11.100000381469727,381404,2021-01-04
2021-01-11,10.399999618530273,10.399999618530273,11.5,10.350000381469727,11.100000381469727,218312,2021-01-11
2021-01-18,8.699999809265137,8.699999809265137,10.800000190734863,8.649999618530273,10.399999618530273,625513,2021-01-18
2021-01-25,9.149999618530273,9.149999618530273,9.550000190734863,8.5,8.949999809265137,140640,2021-01-25
2021-02-01,9.199999809265137,9.199999809265137,9.449999809265137,8.899999618530273,9.100000381469727,179850,2021-02-01
2021-02-08,9.350000381469727,9.350000381469727,9.449999809265137,8.800000190734863,9.399999618530273,287615,2021-02-08
2021-02-15,8.949999809265137,8.949999809265137,9.350000381469727,8.850000381469727,9.350000381469727,130480,2021-02-15
2021-02-22,9.0,9.0,9.350000381469727,8.649999618530273,9.350000381469727,89204,2021-02-22
2021-03-01,9.300000190734863,9.300000190734863,9.949999809265137,8.949999809265137,9.199999809265137,228150,2021-03-01
2021-03-08,9.199999809265137,9.199999809265137,9.600000381469727,8.75,9.600000381469727,134227,2021-03-08
2021-03-15,8.699999809265137,8.699999809265137,9.449999809265137,8.5,9.399999618530273,186257,2021-03-15
2021-03-22,8.199999809265137,8.199999809265137,9.449999809265137,8.199999809265137,8.949999809265137,221769,2021-03-22
2021-03-29,8.800000190734863,8.800000190734863,8.850000381469727,8.050000190734863,8.199999809265137,166372,2021-03-29
2021-04-05,9.5,9.5,9.949999809265137,8.550000190734863,9.0,243297,2021-04-05
2021-04-12,8.899999618530273,8.899999618530273,10.449999809265137,8.550000190734863,10.199999809265137,170573,2021-04-12
2021-04-19,8.75,8.75,9.100000381469727,8.100000381469727,8.800000190734863,98591,2021-04-19
2021-04-26,8.600000381469727,8.600000381469727,9.100000381469727,8.100000381469727,9.0,167577,2021-04-26
2021-05-03,8.399999618530273,8.399999618530273,8.949999809265137,7.400000095367432,8.699999809265137,307786,2021-05-03
2021-05-10,9.100000381469727,9.100000381469727,9.699999809265137,8.5,8.600000381469727,228859,2021-05-10
