Date,Adj Close_REPRO.NS,Close_REPRO.NS,High_REPRO.NS,Low_REPRO.NS,Open_REPRO.NS,Volume_REPRO.NS,Date
2020-11-30,354.29998779296875,354.29998779296875,359.79998779296875,341.0,350.70001220703125,45035,2020-11-30
2020-12-07,384.25,384.25,390.0,343.45001220703125,357.0,43406,2020-12-07
2020-12-14,389.0,389.0,429.0,381.95001220703125,399.95001220703125,67741,2020-12-14
2020-12-21,376.0,376.0,402.0,370.0,390.95001220703125,43856,2020-12-21
2020-12-28,403.54998779296875,403.54998779296875,415.0,380.20001220703125,385.0,49030,2020-12-28
2021-01-04,388.3999938964844,388.3999938964844,408.8999938964844,385.0,408.5,23529,2021-01-04
2021-01-11,382.45001220703125,382.45001220703125,405.8999938964844,380.54998779296875,398.95001220703125,19842,2021-01-11
2021-01-18,364.0,364.0,394.20001220703125,361.54998779296875,389.1499938964844,30971,2021-01-18
2021-01-25,366.25,366.25,380.0,355.0,364.04998779296875,31387,2021-01-25
2021-02-01,374.29998779296875,374.29998779296875,383.95001220703125,359.0,366.3500061035156,28713,2021-02-01
2021-02-08,391.3500061035156,391.3500061035156,408.45001220703125,371.1499938964844,375.0,35782,2021-02-08
2021-02-15,361.6000061035156,361.6000061035156,394.8999938964844,358.45001220703125,394.8999938964844,41559,2021-02-15
2021-02-22,371.8999938964844,371.8999938964844,380.0,344.6499938964844,365.5,35406,2021-02-22
2021-03-01,364.5,364.5,379.8500061035156,360.1499938964844,369.0,29479,2021-03-01
2021-03-08,383.5,383.5,428.54998779296875,352.95001220703125,367.0,144497,2021-03-08
2021-03-15,372.04998779296875,372.04998779296875,391.75,346.04998779296875,389.70001220703125,64596,2021-03-15
2021-03-22,352.3500061035156,352.3500061035156,377.0,350.95001220703125,377.0,19073,2021-03-22
2021-03-29,360.0,360.0,378.0,342.79998779296875,352.3500061035156,18852,2021-03-29
2021-04-05,361.6000061035156,361.6000061035156,371.1499938964844,348.0,360.45001220703125,28874,2021-04-05
2021-04-12,340.54998779296875,340.54998779296875,360.04998779296875,337.29998779296875,360.04998779296875,18031,2021-04-12
2021-04-19,341.25,341.25,347.6000061035156,326.1499938964844,337.95001220703125,14623,2021-04-19
2021-04-26,341.8500061035156,341.8500061035156,357.0,338.8999938964844,341.04998779296875,14098,2021-04-26
2021-05-03,347.75,347.75,353.70001220703125,333.04998779296875,341.45001220703125,28177,2021-05-03
2021-05-10,348.95001220703125,348.95001220703125,353.45001220703125,344.95001220703125,349.0,8916,2021-05-10
2021-05-17,354.95001220703125,354.95001220703125,366.04998779296875,346.29998779296875,350.0,18141,2021-05-17
2021-05-24,359.6000061035156,359.6000061035156,379.0,349.04998779296875,355.0,53338,2021-05-24
2021-05-31,379.70001220703125,379.70001220703125,385.0,360.04998779296875,364.45001220703125,51483,2021-05-31
2021-06-07,382.29998779296875,382.29998779296875,396.0,368.04998779296875,385.3999938964844,51589,2021-06-07
2021-06-14,366.6000061035156,366.6000061035156,386.0,356.0,382.8500061035156,36981,2021-06-14
2021-06-21,370.45001220703125,370.45001220703125,384.6499938964844,362.20001220703125,377.95001220703125,33335,2021-06-21
2021-06-28,348.1499938964844,348.1499938964844,379.95001220703125,347.29998779296875,375.04998779296875,60204,2021-06-28
2021-07-05,357.6000061035156,357.6000061035156,380.95001220703125,343.04998779296875,358.0,70024,2021-07-05
2021-07-12,359.8999938964844,359.8999938964844,384.0,358.1000061035156,365.29998779296875,89587,2021-07-12
2021-07-19,352.75,352.75,369.04998779296875,350.0,359.79998779296875,43387,2021-07-19
2021-07-26,361.8999938964844,361.8999938964844,371.1499938964844,348.0,356.45001220703125,74656,2021-07-26
2021-08-02,404.25,404.25,423.5,346.79998779296875,366.0,425809,2021-08-02
2021-08-09,493.3500061035156,493.3500061035156,558.9000244140625,391.6499938964844,410.3999938964844,1141660,2021-08-09
2021-08-16,451.8500061035156,451.8500061035156,525.0,433.8500061035156,500.0,90562,2021-08-16
2021-08-23,432.3500061035156,432.3500061035156,470.79998779296875,411.45001220703125,470.79998779296875,59219,2021-08-23
2021-08-30,564.2000122070312,564.2000122070312,592.7999877929688,432.5,432.5,494333,2021-08-30
2021-09-06,572.3499755859375,572.3499755859375,616.2000122070312,554.0,569.7000122070312,247333,2021-09-06
2021-09-13,529.0499877929688,529.0499877929688,580.5,518.1500244140625,575.5,92570,2021-09-13
2021-09-20,580.3499755859375,580.3499755859375,590.0,488.04998779296875,520.25,200423,2021-09-20
2021-09-27,541.0999755859375,541.0999755859375,608.7000122070312,535.5,595.7000122070312,134926,2021-09-27
2021-10-04,557.0499877929688,557.0499877929688,574.0,537.0,542.5,50595,2021-10-04
2021-10-11,561.0,561.0,586.5499877929688,551.5,564.7000122070312,150425,2021-10-11
2021-10-18,580.25,580.25,670.0,560.0,575.9500122070312,301839,2021-10-18
2021-10-25,566.0,566.0,595.0,550.8499755859375,580.2999877929688,45272,2021-10-25
2021-11-01,587.9000244140625,587.9000244140625,679.2000122070312,525.5499877929688,561.0499877929688,40681,2021-11-01
2021-11-08,602.2000122070312,602.2000122070312,616.7000122070312,570.2000122070312,585.0,288699,2021-11-08
2021-11-15,605.0999755859375,605.0999755859375,616.2999877929688,574.6500244140625,605.0,99638,2021-11-15
2021-11-22,586.4500122070312,586.4500122070312,618.0,575.0,617.0,28572,2021-11-22
2021-11-29,580.5499877929688,580.5499877929688,594.0,554.0499877929688,580.0,24388,2021-11-29
2021-12-06,590.5499877929688,590.5499877929688,638.7999877929688,550.0,580.6500244140625,45520,2021-12-06
2021-12-13,534.7000122070312,534.7000122070312,596.0999755859375,456.79998779296875,590.0,109465,2021-12-13
2021-12-20,534.5,534.5,563.75,505.8500061035156,524.25,19824,2021-12-20
2021-12-27,526.1500244140625,526.1500244140625,545.7000122070312,515.0,531.0,21753,2021-12-27
2022-01-03,525.1500244140625,525.1500244140625,541.0,511.04998779296875,527.25,32615,2022-01-03
2022-01-10,525.5999755859375,525.5999755859375,596.5499877929688,505.5,534.25,215623,2022-01-10
2022-01-17,518.0999755859375,518.0999755859375,560.2000122070312,516.0,525.5999755859375,44591,2022-01-17
2022-01-24,507.6000061035156,507.6000061035156,531.0,490.54998779296875,520.25,12302,2022-01-24
2022-01-31,517.9500122070312,517.9500122070312,543.5999755859375,485.79998779296875,514.9000244140625,49254,2022-01-31
2022-02-07,498.5,498.5,530.7000122070312,492.79998779296875,520.0,30357,2022-02-07
2022-02-14,453.3999938964844,453.3999938964844,499.79998779296875,451.79998779296875,499.79998779296875,27920,2022-02-14
2022-02-21,424.25,424.25,465.5,407.0,450.0,43635,2022-02-21
2022-02-28,435.8999938964844,435.8999938964844,490.8999938964844,410.29998779296875,430.0,135710,2022-02-28
2022-03-07,421.3500061035156,421.3500061035156,449.79998779296875,402.0,423.04998779296875,34556,2022-03-07
2022-03-14,423.25,423.25,439.0,396.0,424.75,35475,2022-03-14
2022-03-21,409.3500061035156,409.3500061035156,437.0,406.6499938964844,437.0,32223,2022-03-21
2022-03-28,404.70001220703125,404.70001220703125,425.04998779296875,385.0,408.45001220703125,35578,2022-03-28
2022-04-04,423.8999938964844,423.8999938964844,440.0,408.3500061035156,428.0,158022,2022-04-04
2022-04-11,427.1000061035156,427.1000061035156,449.0,420.70001220703125,426.25,96890,2022-04-11
2022-04-18,434.6000061035156,434.6000061035156,444.0,413.0,413.0,91693,2022-04-18
2022-04-25,413.8999938964844,413.8999938964844,446.1499938964844,405.79998779296875,434.3999938964844,28195,2022-04-25
2022-05-02,412.45001220703125,412.45001220703125,447.0,376.54998779296875,447.0,54757,2022-05-02
2022-05-09,388.95001220703125,388.95001220703125,428.0,373.1499938964844,428.0,27116,2022-05-09
2022-05-16,382.6000061035156,382.6000061035156,398.95001220703125,370.0,383.70001220703125,41745,2022-05-16
2022-05-23,372.3500061035156,372.3500061035156,439.0,366.3999938964844,378.79998779296875,319241,2022-05-23
2022-05-30,388.45001220703125,388.45001220703125,403.75,372.3999938964844,377.8500061035156,16585,2022-05-30
2022-06-06,379.20001220703125,379.20001220703125,394.3999938964844,374.29998779296875,393.8999938964844,6993,2022-06-06
2022-06-13,373.3999938964844,373.3999938964844,396.0,353.79998779296875,374.0,13377,2022-06-13
2022-06-20,369.45001220703125,369.45001220703125,398.0,355.0,384.20001220703125,9054,2022-06-20
2022-06-27,375.6499938964844,375.6499938964844,396.0,365.0,374.95001220703125,6085,2022-06-27
2022-07-04,374.1499938964844,374.1499938964844,390.0,370.0,375.6499938964844,4136,2022-07-04
2022-07-11,375.3500061035156,375.3500061035156,384.95001220703125,363.54998779296875,370.0,5692,2022-07-11
2022-07-18,423.79998779296875,423.79998779296875,457.95001220703125,372.8500061035156,380.95001220703125,163817,2022-07-18
2022-07-25,436.04998779296875,436.04998779296875,447.0,399.6499938964844,430.20001220703125,97278,2022-07-25
2022-08-01,411.95001220703125,411.95001220703125,442.54998779296875,401.5,437.0,56814,2022-08-01
2022-08-08,451.5,451.5,474.70001220703125,408.04998779296875,410.70001220703125,297543,2022-08-08
2022-08-15,475.6499938964844,475.6499938964844,501.1000061035156,451.5,451.5,106241,2022-08-15
2022-08-22,466.3999938964844,466.3999938964844,493.45001220703125,441.8500061035156,480.0,74841,2022-08-22
2022-08-29,478.45001220703125,478.45001220703125,483.0,450.54998779296875,450.54998779296875,44424,2022-08-29
2022-09-05,495.54998779296875,495.54998779296875,524.4000244140625,475.0,480.0,99716,2022-09-05
2022-09-12,480.8999938964844,480.8999938964844,511.0,476.0,502.8999938964844,44349,2022-09-12
2022-09-19,449.5,449.5,487.95001220703125,446.29998779296875,487.95001220703125,34517,2022-09-19
2022-09-26,444.8500061035156,444.8500061035156,475.5,421.0,443.8500061035156,30062,2022-09-26
2022-10-03,464.54998779296875,464.54998779296875,471.75,433.79998779296875,438.0,28536,2022-10-03
2022-10-10,454.6000061035156,454.6000061035156,472.6000061035156,435.0,462.25,32433,2022-10-10
2022-10-17,441.6000061035156,441.6000061035156,467.0,440.0,454.79998779296875,9583,2022-10-17
2022-10-24,442.45001220703125,442.45001220703125,465.79998779296875,440.54998779296875,448.1499938964844,7157,2022-10-24
2022-10-31,447.1499938964844,447.1499938964844,469.0,425.5,451.25,18155,2022-10-31
2022-11-07,440.6000061035156,440.6000061035156,453.6499938964844,420.70001220703125,448.0,23899,2022-11-07
2022-11-14,402.75,402.75,447.45001220703125,399.0,442.54998779296875,43292,2022-11-14
2022-11-21,398.3500061035156,398.3500061035156,410.8999938964844,393.04998779296875,410.5,24213,2022-11-21
2022-11-28,396.45001220703125,396.45001220703125,417.8999938964844,391.0,407.5,103774,2022-11-28
2022-12-05,394.1499938964844,394.1499938964844,411.0,389.20001220703125,411.0,16162,2022-12-05
2022-12-12,388.6000061035156,388.6000061035156,403.1499938964844,386.8999938964844,400.0,12532,2022-12-12
2022-12-19,350.5,350.5,394.8999938964844,348.04998779296875,390.0,32031,2022-12-19
2022-12-26,384.79998779296875,384.79998779296875,394.0,350.5,350.5,16788,2022-12-26
2023-01-02,384.8500061035156,384.8500061035156,402.75,382.8999938964844,390.54998779296875,13791,2023-01-02
2023-01-09,354.3500061035156,354.3500061035156,395.95001220703125,351.1000061035156,390.04998779296875,66059,2023-01-09
2023-01-16,354.6000061035156,354.6000061035156,366.25,352.29998779296875,358.0,38427,2023-01-16
2023-01-23,377.3500061035156,377.3500061035156,424.0,352.25,361.6499938964844,410192,2023-01-23
2023-01-30,373.75,373.75,403.8999938964844,365.3500061035156,383.0,100295,2023-01-30
2023-02-06,378.95001220703125,378.95001220703125,383.95001220703125,366.3999938964844,371.70001220703125,31909,2023-02-06
2023-02-13,372.04998779296875,372.04998779296875,386.8999938964844,366.95001220703125,380.0,30938,2023-02-13
2023-02-20,374.8500061035156,374.8500061035156,405.5,371.45001220703125,376.0,82105,2023-02-20
2023-02-27,381.3999938964844,381.3999938964844,390.6499938964844,370.29998779296875,371.8500061035156,53373,2023-02-27
2023-03-06,385.79998779296875,385.79998779296875,404.75,377.04998779296875,382.04998779296875,46415,2023-03-06
2023-03-13,376.70001220703125,376.70001220703125,398.0,370.1000061035156,385.79998779296875,50476,2023-03-13
2023-03-20,369.6000061035156,369.6000061035156,379.8500061035156,366.0,376.0,38099,2023-03-20
2023-03-27,356.45001220703125,356.45001220703125,376.0,336.6000061035156,370.1499938964844,42594,2023-03-27
2023-04-03,376.95001220703125,376.95001220703125,381.0,357.1000061035156,357.1499938964844,131789,2023-04-03
2023-04-10,374.70001220703125,374.70001220703125,395.0,373.0,393.0,23362,2023-04-10
2023-04-17,387.70001220703125,387.70001220703125,435.8999938964844,373.70001220703125,374.0,246186,2023-04-17
2023-04-24,386.70001220703125,386.70001220703125,414.70001220703125,382.6000061035156,390.95001220703125,128706,2023-04-24
2023-05-01,390.1499938964844,390.1499938964844,409.0,382.0,386.70001220703125,84565,2023-05-01
2023-05-08,416.1000061035156,416.1000061035156,449.0,394.8500061035156,395.8500061035156,270066,2023-05-08
2023-05-15,603.75,603.75,619.7000122070312,416.1000061035156,416.1000061035156,4568221,2023-05-15
2023-05-22,550.0499877929688,550.0499877929688,604.7999877929688,544.5999755859375,604.7999877929688,330163,2023-05-22
2023-05-29,619.7000122070312,619.7000122070312,664.0,545.9500122070312,548.2000122070312,301941,2023-05-29
2023-06-05,577.0999755859375,577.0999755859375,630.0,556.0,629.0,159529,2023-06-05
2023-06-12,574.5999755859375,574.5999755859375,598.0,570.0,578.0,135984,2023-06-12
2023-06-19,570.1500244140625,570.1500244140625,599.7000122070312,562.2000122070312,584.9000244140625,203807,2023-06-19
2023-06-26,667.6500244140625,667.6500244140625,669.25,568.5,579.9000244140625,251580,2023-06-26
2023-07-03,771.2999877929688,771.2999877929688,771.2999877929688,635.3499755859375,675.0,641876,2023-07-03
2023-07-10,761.0499877929688,761.0499877929688,838.0,717.4500122070312,789.9000244140625,286060,2023-07-10
2023-07-17,729.7000122070312,729.7000122070312,797.9500122070312,700.0499877929688,761.0,81697,2023-07-17
2023-07-24,794.0,794.0,827.0,714.8499755859375,740.0,161280,2023-07-24
2023-07-31,737.5499877929688,737.5499877929688,798.5999755859375,715.0999755859375,794.0,123392,2023-07-31
2023-08-07,821.1500244140625,821.1500244140625,821.1500244140625,726.0,745.4000244140625,199694,2023-08-07
2023-08-14,829.2999877929688,829.2999877929688,876.0999755859375,801.5499877929688,860.0,283761,2023-08-14
2023-08-21,824.9500122070312,824.9500122070312,892.7999877929688,822.0,839.2999877929688,297493,2023-08-21
2023-08-28,831.9000244140625,831.9000244140625,863.9500122070312,806.1500244140625,824.9500122070312,85139,2023-08-28
2023-09-04,813.4000244140625,813.4000244140625,844.4500122070312,811.0499877929688,844.1500244140625,61124,2023-09-04
2023-09-11,809.6500244140625,809.6500244140625,844.0,736.9000244140625,813.4000244140625,67944,2023-09-11
2023-09-18,781.9500122070312,781.9500122070312,820.0,748.7000122070312,820.0,35774,2023-09-18
2023-09-25,754.0499877929688,754.0499877929688,794.9000244140625,736.1500244140625,794.9000244140625,43021,2023-09-25
2023-10-02,760.7999877929688,760.7999877929688,764.7999877929688,734.9500122070312,754.0499877929688,19459,2023-10-02
2023-10-09,738.3499755859375,738.3499755859375,781.4500122070312,718.0,742.1500244140625,63240,2023-10-09
2023-10-16,708.0,708.0,752.9500122070312,665.0499877929688,750.0,174039,2023-10-16
2023-10-23,696.0999755859375,696.0999755859375,730.0,666.5999755859375,730.0,102286,2023-10-23
2023-10-30,729.2999877929688,729.2999877929688,735.0,680.0499877929688,691.4500122070312,46550,2023-10-30
2023-11-06,761.5499877929688,761.5499877929688,768.9500122070312,706.4500122070312,749.7999877929688,92474,2023-11-06
2023-11-13,769.25,769.25,789.75,753.1500244140625,773.75,22078,2023-11-13
2023-11-20,825.9000244140625,825.9000244140625,833.5,761.0,761.0,84903,2023-11-20
2023-11-27,817.7999877929688,817.7999877929688,873.7000122070312,816.0,825.9000244140625,84053,2023-11-27
2023-12-04,829.5499877929688,829.5499877929688,859.4500122070312,815.75,834.5999755859375,66846,2023-12-04
2023-12-11,837.2000122070312,837.2000122070312,860.0,824.9500122070312,825.1500244140625,51787,2023-12-11
2023-12-18,942.5,942.5,980.0,804.0,844.75,242899,2023-12-18
2023-12-25,880.5,880.5,950.9000244140625,867.0,942.5,54220,2023-12-25
2024-01-01,878.25,878.25,963.9500122070312,872.0,887.0,104358,2024-01-01
2024-01-08,869.8499755859375,869.8499755859375,899.0,864.0499877929688,891.0,43989,2024-01-08
2024-01-15,845.4500122070312,845.4500122070312,895.0,831.5999755859375,879.0,40027,2024-01-15
2024-01-22,834.8499755859375,834.8499755859375,874.0,820.0,845.4500122070312,20648,2024-01-22
2024-01-29,851.9000244140625,851.9000244140625,892.5499877929688,821.75,834.8499755859375,63492,2024-01-29
2024-02-05,794.75,794.75,854.9500122070312,783.5499877929688,854.9500122070312,65683,2024-02-05
2024-02-12,788.75,788.75,829.9000244140625,740.9000244140625,806.5499877929688,69775,2024-02-12
2024-02-19,870.1500244140625,870.1500244140625,937.4500122070312,775.0,785.0499877929688,537018,2024-02-19
2024-02-26,865.6500244140625,865.6500244140625,914.7999877929688,835.5499877929688,874.0,109221,2024-02-26
2024-03-04,809.9000244140625,809.9000244140625,867.9500122070312,807.5499877929688,858.7999877929688,27847,2024-03-04
2024-03-11,730.2999877929688,730.2999877929688,812.5,665.5499877929688,809.9000244140625,121055,2024-03-11
2024-03-18,784.8499755859375,784.8499755859375,820.0,731.0999755859375,744.8499755859375,53980,2024-03-18
2024-03-25,834.3499755859375,834.3499755859375,871.4500122070312,741.0,784.8499755859375,161095,2024-03-25
2024-04-01,829.25,829.25,868.9000244140625,806.5499877929688,846.0,64641,2024-04-01
2024-04-08,822.8499755859375,822.8499755859375,843.9500122070312,807.7000122070312,829.0,39104,2024-04-08
2024-04-15,796.9500122070312,796.9500122070312,836.4000244140625,780.1500244140625,822.0,40991,2024-04-15
2024-04-22,811.6500244140625,811.6500244140625,830.7000122070312,797.0,797.0,29366,2024-04-22
2024-04-29,846.0,846.0,883.5999755859375,810.0,811.75,74881,2024-04-29
2024-05-06,797.4000244140625,797.4000244140625,865.0,768.3499755859375,865.0,67246,2024-05-06
2024-05-13,770.75,770.75,823.7000122070312,739.1500244140625,793.0,149501,2024-05-13
2024-05-20,777.9500122070312,777.9500122070312,788.2000122070312,760.8499755859375,767.25,42315,2024-05-20
2024-05-27,719.5999755859375,719.5999755859375,781.75,714.5999755859375,777.9500122070312,35458,2024-05-27
2024-06-03,676.1500244140625,676.1500244140625,734.8499755859375,657.9000244140625,734.0,114947,2024-06-03
2024-06-10,689.9000244140625,689.9000244140625,718.2999877929688,663.75,680.0,68496,2024-06-10
2024-06-17,667.2000122070312,667.2000122070312,703.1500244140625,661.2000122070312,689.9000244140625,60351,2024-06-17
2024-06-24,631.0,631.0,687.0,626.0499877929688,667.0,119489,2024-06-24
2024-07-01,631.6500244140625,631.6500244140625,646.5,613.0999755859375,643.5499877929688,181450,2024-07-01
2024-07-08,627.5499877929688,627.5499877929688,671.2999877929688,615.5499877929688,631.6500244140625,93154,2024-07-08
2024-07-15,615.1500244140625,615.1500244140625,635.9500122070312,607.0999755859375,628.0,70368,2024-07-15
2024-07-22,697.5499877929688,697.5499877929688,712.8499755859375,602.25,615.1500244140625,220248,2024-07-22
2024-07-29,655.9000244140625,655.9000244140625,712.4500122070312,636.0999755859375,693.0,220270,2024-07-29
2024-08-05,620.3499755859375,620.3499755859375,649.0,587.5999755859375,635.0,124975,2024-08-05
2024-08-12,567.0,567.0,630.2999877929688,561.2999877929688,602.1500244140625,186845,2024-08-12
2024-08-19,634.2000122070312,634.2000122070312,638.6500244140625,562.6500244140625,570.0,153040,2024-08-19
2024-08-26,620.0,620.0,678.1500244140625,610.0499877929688,634.2000122070312,464893,2024-08-26
2024-09-02,604.5999755859375,604.5999755859375,628.4500122070312,601.0,618.0499877929688,83224,2024-09-02
2024-09-09,614.6500244140625,614.6500244140625,643.0999755859375,599.9000244140625,613.6500244140625,90082,2024-09-09
2024-09-16,627.8499755859375,627.8499755859375,648.0,610.4000244140625,614.6500244140625,67528,2024-09-16
2024-09-23,609.0,609.0,638.0,592.0999755859375,629.2000122070312,117540,2024-09-23
2024-09-30,578.4000244140625,578.4000244140625,615.0,575.0499877929688,615.0,150518,2024-09-30
2024-10-07,598.25,598.25,629.0,554.75,587.0999755859375,147248,2024-10-07
2024-10-14,581.5999755859375,581.5999755859375,610.1500244140625,573.9500122070312,601.4000244140625,39754,2024-10-14
2024-10-21,498.1499938964844,498.1499938964844,589.7000122070312,486.25,589.7000122070312,101721,2024-10-21
2024-10-28,531.25,531.25,535.0,487.04998779296875,498.1499938964844,45722,2024-10-28
2024-11-04,504.70001220703125,504.70001220703125,539.25,490.3500061035156,534.9500122070312,96958,2024-11-04
2024-11-11,528.25,528.25,596.7000122070312,471.54998779296875,485.04998779296875,322713,2024-11-11
2024-11-18,521.7000122070312,521.7000122070312,537.9000244140625,510.0,530.8499755859375,29024,2024-11-18
2024-11-25,565.5,565.5,590.0,504.04998779296875,526.0,87992,2024-11-25
2024-12-02,629.4000244140625,629.4000244140625,665.4000244140625,563.5,565.0,314752,2024-12-02
2024-12-09,627.2999877929688,627.2999877929688,651.9000244140625,605.1500244140625,630.0,101481,2024-12-09
2024-12-16,576.6500244140625,576.6500244140625,632.9000244140625,571.0999755859375,630.5999755859375,60275,2024-12-16
2024-12-23,561.3499755859375,561.3499755859375,630.0,557.0999755859375,576.6500244140625,40858,2024-12-23
2024-12-30,555.8499755859375,555.8499755859375,576.0,520.2999877929688,556.25,68850,2024-12-30
2025-01-06,536.2000122070312,536.2000122070312,588.4000244140625,516.4000244140625,550.7999877929688,41241,2025-01-06
2025-01-13,537.0499877929688,537.0499877929688,555.7999877929688,500.29998779296875,536.0499877929688,45367,2025-01-13
2025-01-20,492.70001220703125,492.70001220703125,548.0,485.3500061035156,533.0,53856,2025-01-20
2025-01-27,508.45001220703125,508.45001220703125,559.5,462.0,494.79998779296875,243419,2025-01-27
2025-02-03,520.5,520.5,574.9500122070312,487.25,550.0,714406,2025-02-03
2025-02-10,466.1000061035156,466.1000061035156,519.75,456.6499938964844,517.6500244140625,62138,2025-02-10
2025-02-17,463.29998779296875,463.29998779296875,476.29998779296875,402.75,460.1000061035156,72038,2025-02-17
2025-02-24,437.6499938964844,437.6499938964844,475.6499938964844,433.8999938964844,463.04998779296875,32359,2025-02-24
2025-03-03,448.79998779296875,448.79998779296875,460.04998779296875,422.0,443.1499938964844,113282,2025-03-03
2025-03-10,412.29998779296875,412.29998779296875,448.79998779296875,405.0,448.79998779296875,130729,2025-03-10
2025-03-17,434.25,434.25,459.1499938964844,397.0,412.29998779296875,177475,2025-03-17
2025-03-24,403.79998779296875,403.79998779296875,447.1000061035156,395.04998779296875,428.3999938964844,188929,2025-03-24
2025-03-31,411.54998779296875,411.54998779296875,426.6000061035156,402.3999938964844,403.79998779296875,36733,2025-03-31
2025-04-07,410.6000061035156,410.6000061035156,413.95001220703125,381.6000061035156,403.1499938964844,45539,2025-04-07
2025-04-14,464.6000061035156,464.6000061035156,497.45001220703125,410.6000061035156,410.6000061035156,194710,2025-04-14
2025-04-21,549.2999877929688,549.2999877929688,621.0,456.0,464.6000061035156,2063482,2025-04-21
2025-04-28,476.8500061035156,476.8500061035156,528.5499877929688,463.0,516.9000244140625,379065,2025-04-28
2025-05-05,449.0,449.0,481.45001220703125,433.70001220703125,478.04998779296875,74787,2025-05-05
2025-05-12,530.8499755859375,530.8499755859375,538.7999877929688,458.45001220703125,458.45001220703125,472316,2025-05-12
2025-05-19,565.9000244140625,565.9000244140625,627.0,522.2999877929688,536.0,459293,2025-05-19
2025-05-26,567.5999755859375,567.5999755859375,592.0,557.4000244140625,557.4000244140625,90567,2025-05-26
2025-06-02,549.0499877929688,549.0499877929688,571.7000122070312,544.0499877929688,571.7000122070312,49550,2025-06-02
2025-06-09,528.0,528.0,565.0,521.0,553.3499755859375,34831,2025-06-09
2025-06-16,511.1499938964844,511.1499938964844,559.9500122070312,491.0,528.0,44417,2025-06-16
2025-06-23,518.0499877929688,518.0499877929688,533.4500122070312,505.20001220703125,510.45001220703125,72579,2025-06-23
2025-06-30,565.7999877929688,565.7999877929688,578.0,517.5499877929688,517.5499877929688,114898,2025-06-30
2025-07-07,565.4500122070312,565.4500122070312,584.9500122070312,549.7999877929688,568.0,57799,2025-07-07
2025-07-14,571.1500244140625,571.1500244140625,588.2999877929688,558.7000122070312,568.2999877929688,14908,2025-07-14
