Date,Adj Close_INNOVANA.NS,Close_INNOVANA.NS,High_INNOVANA.NS,Low_INNOVANA.NS,Open_INNOVANA.NS,Volume_INNOVANA.NS,Date
2020-12-21,37.0095100402832,37.57500076293945,39.0,36.57500076293945,38.5,44000,2020-12-21
2020-12-28,38.6593017578125,39.25,39.25,35.125,35.125,36000,2020-12-28
2021-01-04,40.382965087890625,41.0,41.20000076293945,39.25,39.25,10000,2021-01-04
2021-01-11,38.41306686401367,39.0,41.0,39.0,39.0,16000,2021-01-11
2021-01-18,41.367916107177734,42.0,42.0,40.0,40.0,16000,2021-01-18
2021-01-25,41.49103546142578,42.125,43.5,42.0,42.0,8000,2021-01-25
2021-02-01,42.62372970581055,43.275001525878906,43.275001525878906,39.525001525878906,42.5,26000,2021-02-01
2021-02-08,45.77556610107422,46.474998474121094,46.474998474121094,42.5,45.0,74000,2021-02-08
2021-02-15,47.27761459350586,48.0,48.0,44.224998474121094,46.474998474121094,8000,2021-02-15
2021-02-22,46.317291259765625,47.025001525878906,49.5,45.125,47.5,24000,2021-02-22
2021-03-01,45.553955078125,46.25,47.900001525878906,42.525001525878906,44.67499923706055,50000,2021-03-01
2021-03-08,41.860389709472656,42.5,48.0,42.5,48.0,12000,2021-03-08
2021-03-15,41.56490707397461,42.20000076293945,42.375,41.5,42.375,10000,2021-03-15
2021-03-22,48.75503921508789,49.5,49.5,40.25,40.75,94000,2021-03-22
2021-03-29,47.77009201049805,48.5,51.75,47.0,49.5,22000,2021-03-29
2021-04-05,54.0245246887207,54.849998474121094,54.849998474121094,46.150001525878906,46.17499923706055,80000,2021-04-05
2021-04-12,65.59769439697266,66.5999984741211,66.5999984741211,57.57500076293945,57.57500076293945,32000,2021-04-12
2021-04-19,79.68248748779297,80.9000015258789,80.9000015258789,67.125,67.125,100000,2021-04-19
2021-04-26,92.58533477783203,94.0,98.2249984741211,83.55000305175781,84.92500305175781,252000,2021-04-26
2021-05-03,86.18315887451172,87.5,90.0,76.9749984741211,89.30000305175781,72000,2021-05-03
2021-05-10,81.8740005493164,83.125,86.9749984741211,83.125,86.9749984741211,30000,2021-05-10
2021-05-17,83.72077941894531,85.0,85.1500015258789,78.5,79.25,34000,2021-05-17
2021-05-24,84.95197296142578,86.25,90.75,85.0,89.0,24000,2021-05-24
2021-05-31,85.19820404052734,86.5,88.0,85.0,87.8499984741211,18000,2021-05-31
2021-06-07,93.5702896118164,95.0,98.0,86.44999694824219,86.5,24000,2021-06-07
2021-06-14,97.26383972167969,98.75,104.0,92.75,92.75,72000,2021-06-14
2021-06-21,97.87944030761719,99.375,103.4000015258789,95.5999984741211,99.5,104000,2021-06-21
2021-06-28,99.47998046875,101.0,104.9000015258789,96.67500305175781,103.4000015258789,86000,2021-06-28
2021-07-05,89.92596435546875,91.30000305175781,105.4749984741211,90.19999694824219,105.4749984741211,42000,2021-07-05
2021-07-12,96.7959976196289,98.2750015258789,99.4000015258789,87.5,91.5,100000,2021-07-12
2021-07-19,93.5702896118164,95.0,100.0,93.80000305175781,100.0,10000,2021-07-19
2021-07-26,98.29804992675781,99.80000305175781,99.92500305175781,91.55000305175781,95.0,80000,2021-07-26
2021-08-02,98.00255584716797,99.5,102.375,93.9749984741211,99.4749984741211,52000,2021-08-02
2021-08-09,79.85484313964844,81.07499694824219,94.5250015258789,81.07499694824219,94.5250015258789,940000,2021-08-09
2021-08-16,65.05596923828125,66.05000305175781,77.0250015258789,66.05000305175781,77.0250015258789,276000,2021-08-16
2021-08-23,67.34597778320312,68.375,68.375,59.625,62.75,230000,2021-08-23
2021-08-30,73.13256072998047,74.25,74.25,64.375,65.5,116000,2021-08-30
2021-09-06,69.68524169921875,70.75,70.75,70.75,70.75,16000,2021-09-06
2021-09-13,72.51696014404297,73.625,73.625,70.75,70.75,2000,2021-09-13
2021-09-20,69.56101989746094,70.0,73.625,69.94999694824219,73.625,40000,2021-09-20
2021-09-27,79.00144958496094,79.5,80.32499694824219,70.0,70.0,226000,2021-09-27
2021-10-04,82.52918243408203,83.05000305175781,87.5999984741211,80.25,83.30000305175781,22000,2021-10-04
2021-10-11,80.74047088623047,81.25,85.0,76.25,85.0,222000,2021-10-11
2021-10-18,75.17559051513672,75.6500015258789,83.5,75.6500015258789,81.25,8000,2021-10-18
2021-10-25,78.92692565917969,79.42500305175781,79.42500305175781,75.6500015258789,75.6500015258789,2000,2021-10-25
2021-11-01,78.92692565917969,79.42500305175781,79.42500305175781,79.42500305175781,79.42500305175781,0,2021-11-01
2021-11-08,100.639892578125,101.2750015258789,101.2750015258789,83.375,83.375,36000,2021-11-08
2021-11-15,101.50940704345703,102.1500015258789,105.5,97.44999694824219,104.9749984741211,44000,2021-11-15
2021-11-22,110.6517105102539,111.3499984741211,111.3499984741211,87.7249984741211,102.1500015258789,128000,2021-11-22
2021-11-29,114.30366516113281,115.0250015258789,123.125,110.05000305175781,116.75,86000,2021-11-29
2021-12-06,121.83116149902344,122.5999984741211,129.4250030517578,115.5,115.5,82000,2021-12-06
2021-12-13,117.260009765625,118.0,125.9749984741211,118.0,125.9749984741211,24000,2021-12-13
2021-12-20,116.26628112792969,117.0,118.0,113.5,118.0,8000,2021-12-20
2021-12-27,137.73081970214844,138.60000610351562,138.60000610351562,117.0,117.0,20000,2021-12-27
2022-01-03,140.2896728515625,141.1750030517578,148.39999389648438,135.25,141.5,30000,2022-01-03
2022-01-10,120.8622817993164,121.625,137.52499389648438,121.625,137.52499389648438,20000,2022-01-10
2022-01-17,127.69416046142578,128.5,139.5,121.625,121.625,28000,2022-01-17
2022-01-24,128.19102478027344,129.0,132.5,121.5,128.5,22000,2022-01-24
2022-01-31,155.12107849121094,156.10000610351562,156.10000610351562,133.875,133.875,58000,2022-01-31
2022-02-07,197.90110778808594,199.14999389648438,199.1750030517578,163.89999389648438,163.89999389648438,130000,2022-02-07
2022-02-14,211.16738891601562,212.5,230.5,209.0,209.10000610351562,52000,2022-02-14
2022-02-21,191.04437255859375,192.25,205.0,191.8000030517578,202.5,24000,2022-02-21
2022-02-28,183.83984375,185.0,192.39999389648438,184.97500610351562,192.0,10000,2022-02-28
2022-03-07,198.2489013671875,199.5,199.5,194.25,194.25,4000,2022-03-07
2022-03-14,198.2489013671875,199.5,199.5,199.5,199.5,0,2022-03-14
2022-03-21,203.71441650390625,205.0,205.0,199.5,199.5,4000,2022-03-21
2022-03-28,227.439697265625,228.875,228.875,211.0,211.0,8000,2022-03-28
2022-04-04,212.2853240966797,213.625,239.0,201.77499389648438,228.875,22000,2022-04-04
2022-04-11,201.72695922851562,203.0,212.5,203.0,212.5,6000,2022-04-11
2022-04-18,217.080078125,218.4499969482422,219.0,200.5,207.1999969482422,12000,2022-04-18
2022-04-25,218.1234893798828,219.5,227.5,208.0,208.0,20000,2022-04-25
2022-05-02,216.1360321044922,217.5,217.5,208.75,208.75,18000,2022-05-02
2022-05-09,205.3292236328125,206.625,217.5,206.625,217.5,2000,2022-05-09
2022-05-16,202.72068786621094,204.0,209.0,200.0,206.5,12000,2022-05-16
2022-05-23,200.7332305908203,202.0,204.625,199.5,199.5,12000,2022-05-23
2022-05-30,192.36106872558594,193.5749969482422,202.0,193.5749969482422,202.0,2000,2022-05-30
2022-06-06,166.44960021972656,167.5,183.89999389648438,166.0,183.89999389648438,10000,2022-06-06
2022-06-13,158.1271209716797,159.125,167.5,159.125,167.5,2000,2022-06-13
2022-06-20,161.97781372070312,163.0,163.0,136.4499969482422,151.1750030517578,22000,2022-06-20
2022-06-27,177.87747192382812,179.0,179.0,163.0,163.0,18000,2022-06-27
2022-07-04,191.16859436035156,192.375,196.25,187.5,187.5,18000,2022-07-04
2022-07-11,170.4245147705078,171.5,199.875,171.5,192.375,88000,2022-07-11
2022-07-18,145.6558074951172,146.5749969482422,170.0,146.5500030517578,163.0500030517578,22000,2022-07-18
2022-07-25,139.66860961914062,140.5500030517578,146.5749969482422,140.5500030517578,146.5749969482422,2000,2022-07-25
2022-08-01,139.2959442138672,140.1750030517578,147.0,133.0,147.0,108000,2022-08-01
2022-08-08,134.7496337890625,135.60000610351562,147.1750030517578,135.0,147.1750030517578,296000,2022-08-08
2022-08-15,128.439453125,129.25,135.60000610351562,129.0,135.60000610351562,14000,2022-08-15
2022-08-22,131.32125854492188,132.14999389648438,132.14999389648438,125.5,125.5,68000,2022-08-22
2022-08-29,131.32125854492188,132.14999389648438,132.14999389648438,132.14999389648438,132.14999389648438,0,2022-08-29
2022-09-05,125.70670318603516,126.5,132.3000030517578,126.5,132.14999389648438,38000,2022-09-05
2022-09-12,126.82465362548828,127.625,127.625,127.625,127.625,12000,2022-09-12
2022-09-19,152.86033630371094,153.8249969482422,153.8249969482422,127.625,127.625,14000,2022-09-19
2022-09-26,191.79885864257812,191.875,191.875,161.39999389648438,161.39999389648438,80000,2022-09-26
2022-10-03,194.57275390625,194.64999389648438,197.375,194.64999389648438,197.375,16000,2022-10-03
2022-10-10,179.92857360839844,180.0,194.375,177.5,194.375,20000,2022-10-10
2022-10-17,140.44424438476562,140.5,171.0,140.0500030517578,171.0,16000,2022-10-17
2022-10-24,135.1713409423828,135.22500610351562,140.6999969482422,125.0,134.0,416000,2022-10-24
2022-10-31,164.25978088378906,164.3249969482422,164.3249969482422,141.97500610351562,141.97500610351562,82000,2022-10-31
2022-11-07,190.12451171875,190.1999969482422,190.1999969482422,164.3249969482422,164.3249969482422,8000,2022-11-07
2022-11-14,201.17013549804688,201.25,209.6750030517578,190.625,199.6999969482422,66000,2022-11-14
2022-11-21,208.41725158691406,208.5,209.5,182.5,191.625,38000,2022-11-21
2022-11-28,265.91943359375,266.0249938964844,266.0249938964844,198.125,198.125,66000,2022-11-28
2022-12-05,261.1463317871094,261.25,288.5,261.25,279.32501220703125,26000,2022-12-05
2022-12-12,258.897216796875,259.0,259.0,248.1999969482422,248.1999969482422,14000,2022-12-12
2022-12-19,254.8988037109375,255.0,270.0,255.0,270.0,10000,2022-12-19
2022-12-26,231.90792846679688,232.0,257.5,232.0,257.5,10000,2022-12-26
2023-01-02,254.3990020751953,254.5,254.5,225.5,243.0,18000,2023-01-02
2023-01-09,308.67742919921875,308.79998779296875,308.79998779296875,254.0,254.5,32000,2023-01-09
2023-01-16,334.36724853515625,334.5,349.5,308.79998779296875,308.79998779296875,30000,2023-01-16
2023-01-23,299.3811340332031,299.5,334.5,299.25,334.5,30000,2023-01-23
2023-01-30,276.89007568359375,277.0,301.5,277.0,299.5,136000,2023-01-30
2023-02-06,250.52554321289062,250.625,263.5,250.5,263.5,16000,2023-02-06
2023-02-13,290.3347473144531,290.45001220703125,290.45001220703125,250.625,250.625,15200,2023-02-13
2023-02-20,359.3573303222656,359.5,367.875,290.45001220703125,290.45001220703125,28400,2023-02-20
2023-02-27,344.86309814453125,345.0,370.0,333.07501220703125,370.0,16000,2023-02-27
2023-03-06,349.8611145019531,350.0,361.25,340.0,361.25,17600,2023-03-06
2023-03-13,327.39501953125,327.5249938964844,350.0,327.5249938964844,350.0,16000,2023-03-13
2023-03-20,312.87579345703125,313.0,330.0,305.0,330.0,7200,2023-03-20
2023-03-27,310.8765869140625,311.0,325.0,285.0,315.0,59600,2023-03-27
2023-04-03,324.1213073730469,324.25,324.25,300.0,311.0,7600,2023-04-03
2023-04-10,302.7298278808594,302.8500061035156,336.0,299.5,330.0,40400,2023-04-10
2023-04-17,313.22564697265625,313.3500061035156,319.0,293.0,302.8500061035156,22800,2023-04-17
2023-04-24,298.9813232421875,299.1000061035156,313.3500061035156,280.0,313.3500061035156,26400,2023-04-24
2023-05-01,299.9809265136719,300.1000061035156,328.6499938964844,299.1000061035156,299.1000061035156,22800,2023-05-01
2023-05-08,301.8801574707031,302.0,310.3999938964844,292.20001220703125,304.20001220703125,8000,2023-05-08
2023-05-15,301.8801574707031,302.0,302.0,302.0,302.0,800,2023-05-15
2023-05-22,303.62945556640625,303.75,315.0,283.0,295.0,18800,2023-05-22
2023-05-29,357.7579650878906,357.8999938964844,365.5,315.0,316.79998779296875,188400,2023-05-29
2023-06-05,323.17169189453125,323.29998779296875,354.75,323.29998779296875,342.0,22400,2023-06-05
2023-06-12,332.86785888671875,333.0,344.0,322.04998779296875,330.0,12000,2023-06-12
2023-06-19,345.8627014160156,346.0,354.0,335.0,346.0,50400,2023-06-19
2023-06-26,339.8150939941406,339.95001220703125,350.0,336.5,348.0,23200,2023-06-26
2023-07-03,339.8650817871094,340.0,352.0,333.29998779296875,335.0,4400,2023-07-03
2023-07-10,335.8666687011719,336.0,353.6499938964844,333.29998779296875,353.6499938964844,10800,2023-07-10
2023-07-17,349.8611145019531,350.0,350.0,333.29998779296875,344.0,6000,2023-07-17
2023-07-24,347.96185302734375,348.1000061035156,349.79998779296875,329.75,342.5,25600,2023-07-24
2023-07-31,385.6968688964844,385.8500061035156,385.8500061035156,346.04998779296875,365.5,117600,2023-07-31
2023-08-07,421.83251953125,422.0,467.8999938964844,392.0,392.0,65200,2023-08-07
2023-08-14,589.765869140625,590.0,660.0,450.0,468.0,93600,2023-08-14
2023-08-21,763.4468994140625,763.75,781.0,600.0,608.0,97200,2023-08-21
2023-08-28,709.71826171875,710.0,799.9500122070312,675.0,799.9500122070312,39200,2023-08-28
2023-09-04,714.7162475585938,715.0,739.7999877929688,666.0,739.7999877929688,20400,2023-09-04
2023-09-11,633.998291015625,634.25,715.0,624.4000244140625,710.0,90800,2023-09-11
2023-09-18,629.75,630.0,630.0,595.0,626.0999755859375,10400,2023-09-18
2023-09-25,604.2101440429688,604.4500122070312,650.0,577.5999755859375,650.0,11200,2023-09-25
2023-10-02,565.0,565.0,609.0,556.25,604.4500122070312,18000,2023-10-02
2023-10-09,554.0,554.0,558.0,541.4000244140625,558.0,9600,2023-10-09
2023-10-16,555.0,555.0,595.0,555.0,581.0,7600,2023-10-16
2023-10-23,508.6000061035156,508.6000061035156,532.0499877929688,478.0,532.0499877929688,47200,2023-10-23
2023-10-30,590.0,590.0,630.0,508.6000061035156,508.6000061035156,44000,2023-10-30
2023-11-06,596.9500122070312,596.9500122070312,620.0,576.0,608.9500122070312,7000,2023-11-06
2023-11-13,561.0,561.0,580.4000244140625,556.0999755859375,580.4000244140625,600,2023-11-13
2023-11-20,601.4000244140625,601.4000244140625,637.0,587.9500122070312,587.9500122070312,7600,2023-11-20
2023-11-27,565.0,565.0,602.0,560.0,601.4000244140625,7000,2023-11-27
2023-12-04,580.0,580.0,611.0,561.0999755859375,561.0999755859375,8200,2023-12-04
2023-12-11,580.0,580.0,628.0,550.0,580.0,11200,2023-12-11
2023-12-18,521.0,521.0,580.0,520.5,580.0,10800,2023-12-18
2023-12-25,560.0499877929688,560.0499877929688,564.0,521.0,521.0,6200,2023-12-25
2024-01-01,570.0,570.0,611.75,565.0,580.0,7400,2024-01-01
2024-01-08,644.0,644.0,690.0,560.0,571.0,182600,2024-01-08
2024-01-15,599.0,599.0,644.0,578.0,644.0,33400,2024-01-15
2024-01-22,580.0,580.0,599.0,567.0499877929688,599.0,15000,2024-01-22
2024-01-29,567.0,567.0,597.2999877929688,550.0,570.0,16000,2024-01-29
2024-02-05,603.1500244140625,603.1500244140625,609.0,551.0,590.0,15600,2024-02-05
2024-02-12,592.25,592.25,613.0,565.0,603.1500244140625,9200,2024-02-12
2024-02-19,599.5,599.5,608.0,573.4000244140625,592.0,10600,2024-02-19
2024-02-26,585.0,585.0,647.0,580.0,609.5,14200,2024-02-26
2024-03-04,580.0,580.0,608.0,565.0999755859375,608.0,19200,2024-03-04
2024-03-11,515.5,515.5,574.0,473.0,565.0,31200,2024-03-11
2024-03-18,569.75,569.75,584.0,480.0,506.0,32400,2024-03-18
2024-03-25,540.0,540.0,565.0,525.0,560.0999755859375,53800,2024-03-25
2024-04-01,550.0,550.0,550.0,526.0,550.0,13600,2024-04-01
2024-04-08,525.5,525.5,560.0,525.0,550.0,7600,2024-04-08
2024-04-15,500.0,500.0,520.0,495.0,509.0,7600,2024-04-15
2024-04-22,520.0,520.0,534.9000244140625,495.0,509.0,4000,2024-04-22
2024-04-29,667.2000122070312,667.2000122070312,667.2000122070312,520.0,525.0,122600,2024-04-29
2024-05-06,587.0,587.0,737.9000244140625,577.2000122070312,737.9000244140625,38800,2024-05-06
2024-05-13,552.0499877929688,552.0499877929688,603.4500122070312,526.0,599.9000244140625,24600,2024-05-13
2024-05-20,549.0,549.0,584.2000122070312,505.0,505.0,4000,2024-05-20
2024-05-27,522.0999755859375,522.0999755859375,551.0,490.0,551.0,16400,2024-05-27
2024-06-03,555.0,555.0,555.0,498.0,520.4000244140625,7200,2024-06-03
2024-06-10,564.7999877929688,564.7999877929688,578.9500122070312,525.0,555.0,7400,2024-06-10
2024-06-17,516.5999755859375,516.5999755859375,564.7999877929688,462.54998779296875,560.0,74800,2024-06-17
2024-06-24,516.0,516.0,534.0,499.0,517.0,23400,2024-06-24
2024-07-01,508.1000061035156,508.1000061035156,526.0,496.0,505.0,17800,2024-07-01
2024-07-08,510.0,510.0,520.0,486.0,504.0,15800,2024-07-08
2024-07-15,505.0,505.0,530.0,486.1499938964844,525.0,8200,2024-07-15
2024-07-22,499.3500061035156,499.3500061035156,528.0,491.5,505.0,10400,2024-07-22
2024-07-29,496.0,496.0,518.0,478.0,501.0,11000,2024-07-29
2024-08-05,525.0,525.0,539.9000244140625,460.1000061035156,496.0,26800,2024-08-05
2024-08-12,518.75,518.75,550.0,512.0,540.0,36000,2024-08-12
2024-08-19,516.0,516.0,549.0,510.0,524.0,8800,2024-08-19
2024-08-26,510.0,510.0,520.0,505.0,520.0,27200,2024-08-26
2024-09-02,510.0,510.0,519.0,498.1000061035156,501.5,69400,2024-09-02
2024-09-09,497.5,497.5,505.0,485.20001220703125,495.0,6800,2024-09-09
2024-09-16,477.0,477.0,500.0,465.04998779296875,498.0,17800,2024-09-16
2024-09-23,435.1000061035156,435.1000061035156,490.0,381.0,490.0,23600,2024-09-23
2024-09-30,458.75,458.75,486.3999938964844,442.0,442.5,9000,2024-09-30
2024-10-07,411.3500061035156,411.3500061035156,481.0,400.0,458.20001220703125,48600,2024-10-07
2024-10-14,433.0,433.0,442.5,415.0,421.0,44200,2024-10-14
2024-10-21,420.0,420.0,439.0,415.0,416.8999938964844,3600,2024-10-21
2024-10-28,527.0499877929688,527.0499877929688,540.0,420.0,420.0,42800,2024-10-28
2024-11-04,440.0,440.0,530.0,428.0,527.1500244140625,36200,2024-11-04
2024-11-11,469.8999938964844,469.8999938964844,470.0,379.79998779296875,379.79998779296875,8400,2024-11-11
2024-11-18,419.45001220703125,419.45001220703125,469.8500061035156,409.0,448.0,19800,2024-11-18
2024-11-25,422.04998779296875,422.04998779296875,441.79998779296875,400.0,420.0,20400,2024-11-25
2024-12-02,428.6000061035156,428.6000061035156,460.0,423.5,432.04998779296875,26600,2024-12-02
2024-12-09,467.0,467.0,469.0,420.5,425.0,18800,2024-12-09
2024-12-16,446.04998779296875,446.04998779296875,560.0,432.6499938964844,500.0,94515,2024-12-16
2024-12-23,439.29998779296875,439.29998779296875,485.0,412.79998779296875,446.04998779296875,46282,2024-12-23
2024-12-30,420.1000061035156,420.1000061035156,452.0,405.04998779296875,444.95001220703125,38252,2024-12-30
2025-01-06,430.75,430.75,515.0,426.79998779296875,430.0,193256,2025-01-06
2025-01-13,431.29998779296875,431.29998779296875,460.6000061035156,400.6000061035156,439.0,30149,2025-01-13
2025-01-20,420.79998779296875,420.79998779296875,466.95001220703125,350.0,433.5,43796,2025-01-20
2025-01-27,418.70001220703125,418.70001220703125,434.3500061035156,366.3500061035156,431.95001220703125,77965,2025-01-27
2025-02-03,428.1000061035156,428.1000061035156,440.3999938964844,405.5,407.8999938964844,22007,2025-02-03
2025-02-10,384.6000061035156,384.6000061035156,430.25,373.75,430.25,9251,2025-02-10
2025-02-17,372.3999938964844,372.3999938964844,406.0,322.20001220703125,392.45001220703125,151590,2025-02-17
2025-02-24,356.95001220703125,356.95001220703125,420.0,355.0,389.1499938964844,54019,2025-02-24
2025-03-03,342.29998779296875,342.29998779296875,374.45001220703125,299.0,357.0,134205,2025-03-03
2025-03-10,342.04998779296875,342.04998779296875,358.79998779296875,305.04998779296875,335.04998779296875,51172,2025-03-10
2025-03-17,312.54998779296875,312.54998779296875,346.75,299.79998779296875,346.75,70399,2025-03-17
2025-03-24,296.95001220703125,296.95001220703125,334.04998779296875,270.5,310.0,337820,2025-03-24
2025-03-31,309.79998779296875,309.79998779296875,340.25,286.95001220703125,296.95001220703125,123616,2025-03-31
2025-04-07,315.54998779296875,315.54998779296875,323.0,295.54998779296875,303.3500061035156,19338,2025-04-07
2025-04-14,338.8500061035156,338.8500061035156,356.79998779296875,318.29998779296875,318.3999938964844,32663,2025-04-14
2025-04-21,332.79998779296875,332.79998779296875,354.0,320.0,354.0,81057,2025-04-21
2025-04-28,327.0,327.0,352.04998779296875,320.5,352.04998779296875,34470,2025-04-28
2025-05-05,332.25,332.25,347.8999938964844,315.0,334.0,23796,2025-05-05
2025-05-12,354.75,354.75,371.8999938964844,333.04998779296875,340.04998779296875,146491,2025-05-12
2025-05-19,362.0,362.0,367.8500061035156,343.75,354.6000061035156,108146,2025-05-19
2025-05-26,359.29998779296875,359.29998779296875,410.0,351.1000061035156,365.70001220703125,49800,2025-05-26
2025-06-02,377.3999938964844,377.3999938964844,381.95001220703125,348.45001220703125,364.0,33504,2025-06-02
2025-06-09,405.79998779296875,405.79998779296875,419.0,366.04998779296875,375.54998779296875,65404,2025-06-09
2025-06-16,442.6000061035156,442.6000061035156,450.0,395.54998779296875,401.8500061035156,131416,2025-06-16
2025-06-23,516.5999755859375,516.5999755859375,533.2999877929688,439.54998779296875,445.95001220703125,344068,2025-06-23
2025-06-30,575.4500122070312,575.4500122070312,645.0,501.1499938964844,519.0999755859375,466590,2025-06-30
2025-07-07,611.0,611.0,649.5,530.5,574.4000244140625,331561,2025-07-07
2025-07-14,602.25,602.25,630.0,600.0999755859375,622.9500122070312,103944,2025-07-14
