Date,Adj Close_NILKAMAL.NS,Close_NILKAMAL.NS,High_NILKAMAL.NS,Low_NILKAMAL.NS,Open_NILKAMAL.NS,Volume_NILKAMAL.NS,Date
2020-07-13,1130.2657470703125,1181.25,1206.5,1148.0,1175.25,25130,2020-07-13
2020-07-20,1139.1641845703125,1190.550048828125,1295.5,1174.6500244140625,1191.0,156084,2020-07-20
2020-07-27,1176.52880859375,1229.5999755859375,1347.0,1182.050048828125,1201.0,298183,2020-07-27
2020-08-03,1168.0606689453125,1220.75,1275.0,1197.0,1225.0,49174,2020-08-03
2020-08-10,1185.61865234375,1239.0999755859375,1285.5,1196.0,1226.8499755859375,75473,2020-08-10
2020-08-17,1326.3697509765625,1386.199951171875,1440.0,1232.949951171875,1239.0999755859375,284918,2020-08-17
2020-08-24,1317.3756103515625,1376.800048828125,1420.0,1355.5999755859375,1395.0,195463,2020-08-24
2020-08-31,1219.63427734375,1274.6500244140625,1400.0,1235.0,1391.0,89059,2020-08-31
2020-09-07,1178.9207763671875,1232.0999755859375,1305.0,1218.050048828125,1274.6500244140625,42737,2020-09-07
2020-09-14,1253.267333984375,1309.800048828125,1360.0,1236.9000244140625,1236.9000244140625,123824,2020-09-14
2020-09-21,1195.5699462890625,1249.5,1337.550048828125,1234.550048828125,1310.0,80705,2020-09-21
2020-09-28,1253.55419921875,1310.0999755859375,1336.75,1262.800048828125,1271.0,30241,2020-09-28
2020-10-05,1254.1763916015625,1310.75,1323.699951171875,1305.0,1312.0,27755,2020-10-05
2020-10-12,1254.1763916015625,1310.75,1346.75,1300.0,1317.3499755859375,42446,2020-10-12
2020-10-19,1255.5638427734375,1312.199951171875,1332.8499755859375,1307.050048828125,1317.3499755859375,22461,2020-10-19
2020-10-26,1206.86083984375,1261.300048828125,1328.75,1258.0,1319.0,20953,2020-10-26
2020-11-02,1291.684326171875,1349.949951171875,1370.0,1240.550048828125,1250.0,76265,2020-11-02
2020-11-09,1288.62255859375,1346.75,1368.800048828125,1321.800048828125,1351.0,29608,2020-11-09
2020-11-16,1305.5584716796875,1364.449951171875,1390.0,1329.5,1349.050048828125,42663,2020-11-16
2020-11-23,1313.2132568359375,1372.449951171875,1400.0,1335.0,1398.6500244140625,70395,2020-11-23
2020-11-30,1377.8956298828125,1440.050048828125,1479.8499755859375,1372.449951171875,1372.449951171875,94534,2020-11-30
2020-12-07,1369.9537353515625,1431.75,1475.0,1400.0,1447.0,64923,2020-12-07
2020-12-14,1372.2978515625,1434.199951171875,1453.0999755859375,1409.25,1430.0,52059,2020-12-14
2020-12-21,1363.6865234375,1425.199951171875,1445.0,1371.050048828125,1434.199951171875,51191,2020-12-21
2020-12-28,1440.090087890625,1505.050048828125,1633.699951171875,1426.0,1426.0,516312,2020-12-28
2021-01-04,1445.8311767578125,1511.050048828125,1595.8499755859375,1501.0,1521.0,121485,2021-01-04
2021-01-11,1409.66259765625,1473.25,1600.0,1468.0,1517.0,68569,2021-01-11
2021-01-18,1406.935546875,1470.4000244140625,1514.3499755859375,1438.800048828125,1475.0999755859375,44458,2021-01-18
2021-01-25,1427.1727294921875,1491.550048828125,1567.199951171875,1424.949951171875,1477.800048828125,94580,2021-01-25
2021-02-01,1499.22265625,1566.8499755859375,1590.0,1470.050048828125,1494.0,89069,2021-02-01
2021-02-08,1798.6654052734375,1879.800048828125,1988.5,1566.8499755859375,1591.800048828125,956187,2021-02-08
2021-02-15,1735.1790771484375,1813.449951171875,1898.5999755859375,1779.4000244140625,1855.0,194513,2021-02-15
2021-02-22,1741.9261474609375,1815.550048828125,1898.0,1755.0,1813.449951171875,56381,2021-02-22
2021-03-01,1746.8673095703125,1820.699951171875,1950.0,1780.0,1820.0,120630,2021-03-01
2021-03-08,1786.9241943359375,1862.449951171875,1889.4000244140625,1805.0,1817.0,39771,2021-03-08
2021-03-15,1869.5806884765625,1948.5999755859375,1979.449951171875,1800.0,1880.0,221108,2021-03-15
2021-03-22,1852.694580078125,1931.0,2073.949951171875,1902.050048828125,1965.0,243604,2021-03-22
2021-03-29,1872.65087890625,1951.800048828125,1990.0,1921.0999755859375,1931.0,41587,2021-03-29
2021-04-05,1892.4156494140625,1972.4000244140625,2045.0,1950.0,1962.0999755859375,91556,2021-04-05
2021-04-12,1838.54248046875,1916.25,1950.0,1830.550048828125,1950.0,78135,2021-04-12
2021-04-19,1813.8369140625,1890.5,1925.8499755859375,1813.8499755859375,1912.4000244140625,31594,2021-04-19
2021-04-26,1842.620361328125,1920.5,1990.0,1865.5999755859375,1899.949951171875,54685,2021-04-26
2021-05-03,1946.3846435546875,2028.6500244140625,2109.800048828125,1882.5,1882.5,172713,2021-05-03
2021-05-10,2018.24755859375,2103.550048828125,2205.0,1987.0,1987.0,156440,2021-05-10
2021-05-17,2104.78955078125,2193.75,2245.0,2102.25,2121.699951171875,98120,2021-05-17
2021-05-24,2103.734130859375,2192.64990234375,2249.0,2165.0,2193.0,73104,2021-05-24
2021-05-31,2250.09814453125,2345.199951171875,2606.5,2194.0,2219.89990234375,788593,2021-05-31
2021-06-07,2184.1357421875,2276.449951171875,2379.0,2262.60009765625,2345.199951171875,183422,2021-06-07
2021-06-14,2133.572998046875,2223.75,2299.550048828125,2170.25,2299.550048828125,97699,2021-06-14
2021-06-21,2086.656005859375,2174.85009765625,2271.0,2151.0,2219.949951171875,51652,2021-06-21
2021-06-28,2180.2978515625,2272.449951171875,2313.64990234375,2158.89990234375,2177.0,87907,2021-06-28
2021-07-05,2238.440673828125,2333.050048828125,2352.949951171875,2270.14990234375,2296.0,110149,2021-07-05
2021-07-12,2420.9755859375,2523.300048828125,2545.0,2312.449951171875,2330.0,203095,2021-07-12
2021-07-19,2408.31103515625,2510.10009765625,2550.0,2426.800048828125,2500.0,44997,2021-07-19
2021-07-26,2518.311767578125,2624.75,2679.0,2470.60009765625,2532.0,142257,2021-07-26
2021-08-02,2814.760009765625,2922.39990234375,3180.0,2604.39990234375,2612.0,347907,2021-08-02
2021-08-09,2509.9658203125,2605.949951171875,2951.85009765625,2510.25,2932.89990234375,175162,2021-08-09
2021-08-16,2547.385009765625,2644.800048828125,2725.0,2586.050048828125,2586.050048828125,93077,2021-08-16
2021-08-23,2655.982177734375,2757.550048828125,2788.0,2552.550048828125,2666.0,74074,2021-08-23
2021-08-30,2733.661376953125,2838.199951171875,2876.0,2715.199951171875,2775.89990234375,62593,2021-08-30
2021-09-06,2710.930908203125,2814.60009765625,2887.949951171875,2766.949951171875,2838.449951171875,28603,2021-09-06
2021-09-13,2796.65283203125,2903.60009765625,2987.949951171875,2731.39990234375,2770.0,78705,2021-09-13
2021-09-20,2758.703857421875,2864.199951171875,2909.0,2802.0,2903.60009765625,37084,2021-09-20
2021-09-27,2651.79248046875,2753.199951171875,2940.0,2731.0,2899.0,59936,2021-09-27
2021-10-04,2603.393310546875,2702.949951171875,2779.89990234375,2671.39990234375,2773.800048828125,49972,2021-10-04
2021-10-11,2578.928955078125,2677.550048828125,2725.0,2630.0,2707.0,57803,2021-10-11
2021-10-18,2425.3037109375,2518.050048828125,2719.949951171875,2481.800048828125,2690.0,46872,2021-10-18
2021-10-25,2286.607421875,2374.050048828125,2743.0,2358.0,2470.14990234375,90903,2021-10-25
2021-11-01,2307.123046875,2395.35009765625,2440.0,2315.5,2385.550048828125,50110,2021-11-01
2021-11-08,2300.669677734375,2388.64990234375,2490.0,2340.10009765625,2443.300048828125,44628,2021-11-08
2021-11-15,2230.069580078125,2315.35009765625,2421.0,2285.0,2388.64990234375,30908,2021-11-15
2021-11-22,2291.905029296875,2379.550048828125,2430.0,2222.0,2315.14990234375,71642,2021-11-22
2021-11-29,2230.358642578125,2315.64990234375,2388.60009765625,2270.10009765625,2352.0,17773,2021-11-29
2021-12-06,2381.9609375,2473.050048828125,2544.949951171875,2263.0,2317.85009765625,38174,2021-12-06
2021-12-13,2360.193359375,2450.449951171875,2535.0,2394.050048828125,2475.0,23244,2021-12-13
2021-12-20,2318.77734375,2407.449951171875,2469.0,2291.050048828125,2469.0,18198,2021-12-20
2021-12-27,2346.90185546875,2436.64990234375,2472.35009765625,2340.050048828125,2413.89990234375,10664,2021-12-27
2022-01-03,2369.9697265625,2460.60009765625,2525.0,2400.0,2420.0,29064,2022-01-03
2022-01-10,2558.509521484375,2656.35009765625,2702.0,2434.949951171875,2461.5,137680,2022-01-10
2022-01-17,2285.788818359375,2373.199951171875,2696.35009765625,2314.800048828125,2667.949951171875,29794,2022-01-17
2022-01-24,2270.041015625,2356.85009765625,2425.0,2243.25,2385.10009765625,22529,2022-01-24
2022-01-31,2265.177001953125,2351.800048828125,2588.199951171875,2341.199951171875,2368.64990234375,16926,2022-01-31
2022-02-07,2164.18896484375,2246.949951171875,2375.0,2225.050048828125,2325.050048828125,23027,2022-02-07
2022-02-14,2125.661865234375,2206.949951171875,2394.699951171875,2160.39990234375,2225.0,17152,2022-02-14
2022-02-21,1997.3199462890625,2073.699951171875,2206.0,2050.0,2170.0,18275,2022-02-21
2022-02-28,1928.790771484375,2002.550048828125,2095.949951171875,1988.0,2084.10009765625,56585,2022-02-28
2022-03-07,2018.991455078125,2096.199951171875,2158.949951171875,1880.300048828125,2003.0,26958,2022-03-07
2022-03-14,2151.812255859375,2234.10009765625,2248.0,2062.800048828125,2105.39990234375,30992,2022-03-14
2022-03-21,2079.911376953125,2159.449951171875,2254.14990234375,2116.85009765625,2240.0,22671,2022-03-21
2022-03-28,2014.5125732421875,2091.550048828125,2214.39990234375,2005.199951171875,2165.0,28625,2022-03-28
2022-04-04,2167.367431640625,2250.25,2274.89990234375,2077.75,2099.89990234375,21582,2022-04-04
2022-04-11,2136.786865234375,2218.5,2277.449951171875,2161.64990234375,2275.0,12653,2022-04-11
2022-04-18,1988.6033935546875,2064.64990234375,2231.75,1991.0,2196.0,73786,2022-04-18
2022-04-25,1954.02587890625,2028.75,2094.0,1990.0,2067.0,39117,2022-04-25
2022-05-02,1902.881591796875,1975.6500244140625,2050.10009765625,1919.0999755859375,2025.0,11300,2022-05-02
2022-05-09,1819.8564453125,1889.449951171875,2024.1500244140625,1859.25,2009.9000244140625,20668,2022-05-09
2022-05-16,1856.745849609375,1927.75,1956.550048828125,1851.0,1898.9000244140625,12744,2022-05-16
2022-05-23,1848.1256103515625,1918.800048828125,2300.0,1845.0,2100.0,195660,2022-05-23
2022-05-30,1869.4595947265625,1940.949951171875,2054.0,1851.25,1928.4000244140625,19292,2022-05-30
2022-06-06,1855.3492431640625,1926.300048828125,1957.449951171875,1881.8499755859375,1949.9000244140625,8702,2022-06-06
2022-06-13,1647.0162353515625,1710.0,1925.4000244140625,1700.0,1925.4000244140625,17135,2022-06-13
2022-06-20,1653.084228515625,1716.300048828125,1825.550048828125,1692.949951171875,1718.550048828125,21791,2022-06-20
2022-06-27,1898.4990234375,1971.0999755859375,2171.5,1721.5,1724.9000244140625,33188,2022-06-27
