Date,Adj Close_TFCILTD.NS,Close_TFCILTD.NS,High_TFCILTD.NS,Low_TFCILTD.NS,Open_TFCILTD.NS,Volume_TFCILTD.NS,Date
2020-07-13,34.0965461730957,36.54999923706055,37.349998474121094,35.0,36.79999923706055,699264,2020-07-13
2020-07-20,34.60962677001953,37.099998474121094,39.70000076293945,36.29999923706055,36.54999923706055,910536,2020-07-20
2020-07-27,32.697235107421875,35.04999923706055,37.5,34.04999923706055,37.5,606887,2020-07-27
2020-08-03,33.90996551513672,36.349998474121094,37.54999923706055,34.599998474121094,35.25,433515,2020-08-03
2020-08-10,39.553855895996094,42.400001525878906,43.099998474121094,35.29999923706055,37.0,4303833,2020-08-10
2020-08-17,38.34111785888672,41.099998474121094,43.900001525878906,39.599998474121094,43.5,2569347,2020-08-17
2020-08-24,39.64714431762695,42.5,44.400001525878906,39.599998474121094,41.400001525878906,3716147,2020-08-24
2020-08-31,36.14886474609375,38.75,42.900001525878906,37.70000076293945,42.75,1522144,2020-08-31
2020-09-07,35.82236099243164,38.400001525878906,40.650001525878906,37.5,39.20000076293945,575234,2020-09-07
2020-09-14,34.9827766418457,37.5,39.75,37.349998474121094,39.099998474121094,559188,2020-09-14
2020-09-21,33.163665771484375,35.54999923706055,38.0,33.25,38.0,492685,2020-09-21
2020-09-28,34.283119201660156,36.75,37.79999923706055,35.599998474121094,36.150001525878906,276620,2020-09-28
2020-10-05,32.4173698425293,34.75,37.349998474121094,34.54999923706055,37.349998474121094,439092,2020-10-05
2020-10-12,30.784841537475586,33.0,36.400001525878906,32.900001525878906,34.75,528596,2020-10-12
2020-10-19,33.3036003112793,35.70000076293945,37.900001525878906,33.0,33.400001525878906,509213,2020-10-19
2020-10-26,31.624425888061523,33.900001525878906,35.95000076293945,33.54999923706055,35.95000076293945,182349,2020-10-26
2020-11-02,33.53681564331055,35.95000076293945,37.5,33.45000076293945,34.79999923706055,441867,2020-11-02
2020-11-09,38.48105239868164,41.25,42.900001525878906,35.29999923706055,36.099998474121094,6046178,2020-11-09
2020-11-16,37.31496047973633,40.0,41.900001525878906,39.099998474121094,41.54999923706055,1325319,2020-11-16
2020-11-23,39.273990631103516,42.099998474121094,43.400001525878906,39.79999923706055,40.45000076293945,2586379,2020-11-23
2020-11-30,43.28535079956055,46.400001525878906,49.900001525878906,41.599998474121094,42.099998474121094,6572268,2020-11-30
