Date,Adj Close_AARON.NS,Close_AARON.NS,High_AARON.NS,Low_AARON.NS,Open_AARON.NS,Volume_AARON.NS,Date
2020-07-13,22.45980453491211,23.047616958618164,23.047616958618164,22.576189041137695,22.576189041137695,31500,2020-07-13
2020-07-20,22.76607322692871,23.361902236938477,24.566665649414062,23.099998474121094,23.833332061767578,107100,2020-07-20
2020-07-27,22.510848999023438,23.099998474121094,23.30952262878418,22.78571319580078,23.20475959777832,94500,2020-07-27
2020-08-03,22.99577522277832,23.59761619567871,24.566665649414062,23.30952262878418,24.566665649414062,31500,2020-08-03
2020-08-10,23.531749725341797,24.14761734008789,24.14761734008789,23.28333282470703,23.571426391601562,81900,2020-08-10
2020-08-17,25.922279357910156,26.242855072021484,26.242855072021484,25.273807525634766,25.273807525634766,31500,2020-08-17
2020-08-24,27.371030807495117,27.709522247314453,27.709522247314453,25.771427154541016,26.321426391601562,69300,2020-08-24
2020-08-31,28.64574432373047,29.0,30.5,28.023807525634766,28.023807525634766,181554,2020-08-31
2020-09-07,27.1640682220459,27.5,30.0,27.5,30.0,37800,2020-09-07
2020-09-14,30.226198196411133,30.600000381469727,30.75,28.549999237060547,29.149999618530273,81900,2020-09-14
2020-09-21,28.151853561401367,28.5,30.5,28.25,29.0,63000,2020-09-21
2020-09-28,28.151853561401367,28.5,30.75,28.25,30.25,37800,2020-09-28
2020-10-05,28.151853561401367,28.5,29.25,28.5,29.0,31500,2020-10-05
2020-10-12,27.262845993041992,27.600000381469727,29.0,27.25,27.25,44100,2020-10-12
2020-10-19,27.262845993041992,27.600000381469727,29.0,27.25,29.0,31500,2020-10-19
2020-10-26,26.917123794555664,27.25,27.75,27.25,27.600000381469727,31500,2020-10-26
2020-11-02,32.3005485534668,32.70000076293945,33.0,27.25,27.25,90338,2020-11-02
2020-11-09,31.707874298095703,32.099998474121094,33.70000076293945,28.0,33.70000076293945,42384,2020-11-09
2020-11-16,45.83319091796875,46.400001525878906,46.400001525878906,28.100000381469727,32.099998474121094,78945,2020-11-16
2020-11-23,60.79812240600586,61.54999923706055,67.94999694824219,47.349998474121094,51.0,270455,2020-11-23
2020-11-30,53.488525390625,54.150001525878906,61.54999923706055,52.849998474121094,61.54999923706055,90656,2020-11-30
2020-12-07,49.142269134521484,49.75,56.0,47.099998474121094,53.0,82591,2020-12-07
2020-12-14,50.525169372558594,51.150001525878906,53.54999923706055,47.45000076293945,51.0,61889,2020-12-14
2020-12-21,48.5989875793457,49.20000076293945,51.400001525878906,47.650001525878906,49.599998474121094,42719,2020-12-21
2020-12-28,51.21661376953125,51.849998474121094,53.5,49.599998474121094,49.79999923706055,39876,2020-12-28
2021-01-04,53.34035110473633,54.0,55.900001525878906,50.45000076293945,50.45000076293945,28727,2021-01-04
2021-01-11,50.772117614746094,51.400001525878906,56.70000076293945,50.400001525878906,56.70000076293945,27279,2021-01-11
2021-01-18,47.66059494018555,48.25,53.5,47.650001525878906,53.5,10079,2021-01-18
2021-01-25,48.50020980834961,49.099998474121094,50.650001525878906,45.04999923706055,48.25,14516,2021-01-25
2021-02-01,47.56181716918945,48.150001525878906,50.54999923706055,46.54999923706055,50.099998474121094,45530,2021-02-01
2021-02-08,57.39026641845703,58.099998474121094,61.099998474121094,48.349998474121094,49.95000076293945,66914,2021-02-08
2021-02-15,58.871944427490234,59.599998474121094,63.900001525878906,52.150001525878906,59.29999923706055,73867,2021-02-15
2021-02-22,59.85972595214844,60.599998474121094,63.54999923706055,56.75,60.0,17293,2021-02-22
2021-03-01,57.637210845947266,58.349998474121094,63.0,55.25,62.0,28004,2021-03-01
2021-03-08,62.230411529541016,63.0,66.94999694824219,57.70000076293945,62.04999923706055,17304,2021-03-08
2021-03-15,58.57561111450195,59.29999923706055,64.0,57.349998474121094,63.0,10573,2021-03-15
2021-03-22,54.673858642578125,55.349998474121094,60.25,54.54999923706055,59.70000076293945,12353,2021-03-22
