Date,Adj Close_THOMASCOTT.NS,Close_THOMASCOTT.NS,High_THOMASCOTT.NS,Low_THOMASCOTT.NS,Open_THOMASCOTT.NS,Volume_THOMASCOTT.NS,Date
2020-07-13,6.650000095367432,6.650000095367432,6.800000190734863,6.199999809265137,6.199999809265137,1528,2020-07-13
2020-07-20,6.0,6.0,6.349999904632568,6.0,6.349999904632568,8,2020-07-20
2020-07-27,5.449999809265137,5.449999809265137,6.0,5.449999809265137,6.0,485,2020-07-27
2020-08-03,5.0,5.0,5.449999809265137,5.0,5.449999809265137,130,2020-08-03
2020-08-10,5.449999809265137,5.449999809265137,5.5,5.0,5.0,3453,2020-08-10
2020-08-17,5.150000095367432,5.150000095367432,5.699999809265137,4.949999809265137,5.699999809265137,3169,2020-08-17
2020-08-24,5.099999904632568,5.099999904632568,5.400000095367432,4.900000095367432,5.400000095367432,5011,2020-08-24
2020-08-31,5.050000190734863,5.050000190734863,5.349999904632568,5.050000190734863,5.099999904632568,2700,2020-08-31
2020-09-07,4.75,4.75,5.25,4.75,5.25,516,2020-09-07
2020-09-14,4.550000190734863,4.550000190734863,5.0,4.550000190734863,4.949999809265137,3032,2020-09-14
2020-09-21,4.400000095367432,4.400000095367432,4.550000190734863,4.349999904632568,4.349999904632568,1052,2020-09-21
2020-09-28,4.5,4.5,4.5,4.400000095367432,4.400000095367432,2775,2020-09-28
2020-10-05,5.5,5.5,5.5,4.650000095367432,4.650000095367432,2663,2020-10-05
2020-10-12,5.75,5.75,6.0,5.75,5.75,1974,2020-10-12
2020-10-19,6.0,6.0,6.0,5.75,5.75,212,2020-10-19
2020-10-26,5.25,5.25,5.75,5.25,5.75,190,2020-10-26
2020-11-02,4.25,4.25,5.0,4.25,5.0,1098,2020-11-02
2020-11-09,4.599999904632568,4.599999904632568,4.599999904632568,4.050000190734863,4.050000190734863,433,2020-11-09
2020-11-16,5.050000190734863,5.050000190734863,5.050000190734863,4.599999904632568,4.599999904632568,132,2020-11-16
2020-11-23,5.300000190734863,5.300000190734863,5.300000190734863,5.050000190734863,5.050000190734863,12,2020-11-23
2020-11-30,6.050000190734863,6.050000190734863,6.050000190734863,5.300000190734863,5.300000190734863,3164,2020-11-30
2020-12-07,6.0,6.0,6.349999904632568,5.75,6.050000190734863,1910,2020-12-07
2020-12-14,6.849999904632568,6.849999904632568,6.849999904632568,5.75,5.75,795,2020-12-14
2020-12-21,6.900000095367432,6.900000095367432,7.449999809265137,6.800000190734863,6.849999904632568,13805,2020-12-21
2020-12-28,7.0,7.0,7.099999904632568,6.900000095367432,6.900000095367432,211,2020-12-28
2021-01-04,8.050000190734863,8.050000190734863,8.449999809265137,6.800000190734863,7.349999904632568,12107,2021-01-04
2021-01-11,8.449999809265137,8.449999809265137,9.100000381469727,7.75,8.050000190734863,7449,2021-01-11
2021-01-18,7.150000095367432,7.150000095367432,8.649999618530273,7.150000095367432,8.050000190734863,2363,2021-01-18
2021-01-25,6.800000190734863,6.800000190734863,7.150000095367432,6.800000190734863,7.150000095367432,100,2021-01-25
2021-02-01,6.099999904632568,6.099999904632568,6.800000190734863,6.099999904632568,6.800000190734863,1601,2021-02-01
2021-02-08,6.0,6.0,6.550000190734863,6.0,6.099999904632568,2613,2021-02-08
2021-02-15,6.599999904632568,6.599999904632568,6.900000095367432,6.0,6.300000190734863,2146,2021-02-15
2021-02-22,6.900000095367432,6.900000095367432,6.900000095367432,6.599999904632568,6.599999904632568,148,2021-02-22
2021-03-01,6.900000095367432,6.900000095367432,7.5,6.650000095367432,7.199999809265137,1265,2021-03-01
2021-03-08,7.099999904632568,7.099999904632568,7.199999809265137,6.800000190734863,7.199999809265137,5386,2021-03-08
2021-03-15,8.449999809265137,8.449999809265137,8.449999809265137,6.75,6.75,5392,2021-03-15
2021-03-22,8.149999618530273,8.149999618530273,8.850000381469727,8.050000190734863,8.850000381469727,2899,2021-03-22
2021-03-29,7.75,7.75,8.149999618530273,7.75,8.149999618530273,155,2021-03-29
2021-04-05,7.650000095367432,7.650000095367432,7.699999809265137,6.849999904632568,7.400000095367432,3567,2021-04-05
