Date,Adj Close_DELHIVERY.NS,Close_DELHIVERY.NS,High_DELHIVERY.NS,Low_DELHIVERY.NS,Open_DELHIVERY.NS,Volume_DELHIVERY.NS,Date
2022-12-19,319.8999938964844,319.8999938964844,361.3500061035156,315.04998779296875,360.6499938964844,2958622,2022-12-19
2022-12-26,331.45001220703125,331.45001220703125,338.70001220703125,317.04998779296875,320.45001220703125,1303971,2022-12-26
2023-01-02,320.79998779296875,320.79998779296875,339.0,319.0,332.0,3012292,2023-01-02
2023-01-09,309.8999938964844,309.8999938964844,327.70001220703125,306.0,323.95001220703125,5729740,2023-01-09
2023-01-16,306.20001220703125,306.20001220703125,326.0,299.54998779296875,313.0,4763530,2023-01-16
2023-01-23,306.04998779296875,306.04998779296875,328.3999938964844,291.0,308.3999938964844,6097822,2023-01-23
2023-01-30,303.25,303.25,310.95001220703125,294.5,305.8999938964844,3726621,2023-01-30
2023-02-06,315.45001220703125,315.45001220703125,326.0,302.3999938964844,303.0,6308918,2023-02-06
2023-02-13,328.20001220703125,328.20001220703125,332.95001220703125,298.1000061035156,298.45001220703125,7938914,2023-02-13
2023-02-20,350.1499938964844,350.1499938964844,358.5,325.0,329.8500061035156,32045747,2023-02-20
2023-02-27,341.04998779296875,341.04998779296875,351.75,337.04998779296875,350.1499938964844,14191480,2023-02-27
2023-03-06,323.6000061035156,323.6000061035156,344.1499938964844,317.0,341.20001220703125,5050826,2023-03-06
2023-03-13,322.1000061035156,322.1000061035156,339.8999938964844,315.3500061035156,323.79998779296875,27401384,2023-03-13
2023-03-20,323.6499938964844,323.6499938964844,339.1000061035156,317.75,320.45001220703125,4871323,2023-03-20
2023-03-27,331.6499938964844,331.6499938964844,343.3999938964844,314.1000061035156,323.6499938964844,3497966,2023-03-27
2023-04-03,327.20001220703125,327.20001220703125,334.95001220703125,322.0,331.6499938964844,2792200,2023-04-03
2023-04-10,325.0,325.0,339.8999938964844,324.0,327.20001220703125,7975508,2023-04-10
2023-04-17,357.25,357.25,363.5,321.6499938964844,325.0,11063749,2023-04-17
2023-04-24,374.3999938964844,374.3999938964844,382.75,343.8500061035156,348.8999938964844,11524883,2023-04-24
2023-05-01,355.6499938964844,355.6499938964844,374.3999938964844,351.0,374.3999938964844,3115171,2023-05-01
2023-05-08,362.04998779296875,362.04998779296875,384.95001220703125,356.1000061035156,357.54998779296875,2543612,2023-05-08
2023-05-15,361.3500061035156,361.3500061035156,377.5,356.0,356.5,3253428,2023-05-15
2023-05-22,371.6499938964844,371.6499938964844,373.5,348.1000061035156,350.0,2686062,2023-05-22
2023-05-29,350.70001220703125,350.70001220703125,374.0,347.04998779296875,373.8500061035156,5928409,2023-05-29
2023-06-05,349.75,349.75,363.0,345.1499938964844,354.0,3580376,2023-06-05
2023-06-12,385.54998779296875,385.54998779296875,399.8999938964844,349.3500061035156,349.8999938964844,22020735,2023-06-12
2023-06-19,373.0,373.0,416.25,368.6000061035156,384.79998779296875,15567073,2023-06-19
2023-06-26,381.04998779296875,381.04998779296875,394.45001220703125,364.5,370.29998779296875,8649614,2023-06-26
2023-07-03,393.6000061035156,393.6000061035156,399.95001220703125,378.5,383.6000061035156,11308413,2023-07-03
2023-07-10,415.20001220703125,415.20001220703125,418.79998779296875,389.1000061035156,397.8500061035156,10047640,2023-07-10
2023-07-17,406.0,406.0,423.25,401.79998779296875,417.6499938964844,6119439,2023-07-17
2023-07-24,401.8500061035156,401.8500061035156,415.54998779296875,396.20001220703125,406.04998779296875,4409791,2023-07-24
2023-07-31,420.75,420.75,423.95001220703125,394.6499938964844,403.8999938964844,8955022,2023-07-31
2023-08-07,421.04998779296875,421.04998779296875,437.0,409.0,424.8999938964844,11882759,2023-08-07
2023-08-14,419.8999938964844,419.8999938964844,426.3999938964844,412.25,420.0,3985411,2023-08-14
2023-08-21,413.45001220703125,413.45001220703125,426.3999938964844,405.5,426.3999938964844,4984565,2023-08-21
2023-08-28,438.1499938964844,438.1499938964844,445.0,411.04998779296875,417.0,9967096,2023-08-28
2023-09-04,437.3999938964844,437.3999938964844,452.3999938964844,428.3500061035156,438.0,5583169,2023-09-04
2023-09-11,439.25,439.25,444.79998779296875,409.79998779296875,437.6000061035156,5299849,2023-09-11
2023-09-18,430.25,430.25,442.0,413.04998779296875,439.45001220703125,3201669,2023-09-18
2023-09-25,412.70001220703125,412.70001220703125,430.25,408.0,430.25,4139750,2023-09-25
2023-10-02,411.0,411.0,421.95001220703125,406.20001220703125,412.70001220703125,2607587,2023-10-02
2023-10-09,426.29998779296875,426.29998779296875,449.0,403.0,408.54998779296875,6208181,2023-10-09
2023-10-16,429.29998779296875,429.29998779296875,434.70001220703125,415.0,422.6499938964844,3718328,2023-10-16
2023-10-23,421.1499938964844,421.1499938964844,428.95001220703125,401.54998779296875,426.54998779296875,2927870,2023-10-23
2023-10-30,402.25,402.25,430.5,399.04998779296875,419.0,3015172,2023-10-30
2023-11-06,408.1499938964844,408.1499938964844,412.6000061035156,397.20001220703125,399.0,2103770,2023-11-06
2023-11-13,399.75,399.75,419.54998779296875,398.5,407.1000061035156,23881702,2023-11-13
2023-11-20,383.1000061035156,383.1000061035156,403.0,379.95001220703125,400.54998779296875,11501659,2023-11-20
2023-11-27,397.45001220703125,397.45001220703125,400.0,380.1499938964844,383.1000061035156,4786287,2023-11-27
2023-12-04,384.8500061035156,384.8500061035156,402.5,379.54998779296875,400.0,6616616,2023-12-04
2023-12-11,358.04998779296875,358.04998779296875,390.5,354.20001220703125,386.95001220703125,8242526,2023-12-11
2023-12-18,387.45001220703125,387.45001220703125,396.04998779296875,355.29998779296875,361.25,13892025,2023-12-18
2023-12-25,389.25,389.25,397.5,377.5,387.45001220703125,3826106,2023-12-25
2024-01-01,403.25,403.25,407.6499938964844,381.3500061035156,392.3999938964844,8477716,2024-01-01
2024-01-08,410.45001220703125,410.45001220703125,426.3999938964844,395.1000061035156,404.79998779296875,13212753,2024-01-08
2024-01-15,397.1499938964844,397.1499938964844,411.1499938964844,392.0,410.45001220703125,3042067,2024-01-15
2024-01-22,401.29998779296875,401.29998779296875,404.95001220703125,382.5,397.1499938964844,3010326,2024-01-22
2024-01-29,473.1499938964844,473.1499938964844,477.79998779296875,406.04998779296875,410.0,36629438,2024-01-29
2024-02-05,440.5,440.5,488.0,434.20001220703125,472.0,22376801,2024-02-05
2024-02-12,454.45001220703125,454.45001220703125,469.95001220703125,412.20001220703125,440.5,7875333,2024-02-12
2024-02-19,454.3500061035156,454.3500061035156,479.8500061035156,448.0,459.0,12796936,2024-02-19
2024-02-26,465.29998779296875,465.29998779296875,485.0,453.20001220703125,457.0,29582699,2024-02-26
2024-03-04,459.04998779296875,459.04998779296875,473.95001220703125,445.0,472.04998779296875,8131289,2024-03-04
2024-03-11,437.8500061035156,437.8500061035156,467.95001220703125,415.04998779296875,464.8999938964844,8379402,2024-03-11
2024-03-18,464.54998779296875,464.54998779296875,475.79998779296875,436.04998779296875,436.04998779296875,7062257,2024-03-18
2024-03-25,445.54998779296875,445.54998779296875,469.45001220703125,438.8500061035156,464.54998779296875,10227497,2024-03-25
2024-04-01,463.3500061035156,463.3500061035156,467.95001220703125,438.75,448.8999938964844,10534466,2024-04-01
2024-04-08,464.5,464.5,478.0,441.3500061035156,464.95001220703125,15264212,2024-04-08
2024-04-15,453.29998779296875,453.29998779296875,469.5,444.04998779296875,463.04998779296875,6744505,2024-04-15
2024-04-22,457.6499938964844,457.6499938964844,468.79998779296875,443.70001220703125,456.95001220703125,8092888,2024-04-22
2024-04-29,456.8500061035156,456.8500061035156,461.95001220703125,447.0,459.8999938964844,6216298,2024-04-29
2024-05-06,453.29998779296875,453.29998779296875,457.79998779296875,436.04998779296875,455.70001220703125,4397670,2024-05-06
2024-05-13,434.8500061035156,434.8500061035156,460.95001220703125,431.1000061035156,454.75,5755473,2024-05-13
2024-05-20,404.95001220703125,404.95001220703125,453.75,383.25,453.75,27985401,2024-05-20
2024-05-27,385.1000061035156,385.1000061035156,420.0,380.1000061035156,406.95001220703125,9294169,2024-05-27
2024-06-03,385.5,385.5,399.0,355.20001220703125,399.0,11738486,2024-06-03
2024-06-10,406.45001220703125,406.45001220703125,411.0,384.20001220703125,390.54998779296875,9876047,2024-06-10
2024-06-17,399.1499938964844,399.1499938964844,409.3999938964844,394.0,406.45001220703125,9373290,2024-06-17
2024-06-24,400.1499938964844,400.1499938964844,405.75,389.1000061035156,398.0,11492603,2024-06-24
2024-07-01,395.54998779296875,395.54998779296875,403.0,394.1000061035156,400.1499938964844,8480953,2024-07-01
2024-07-08,378.3999938964844,378.3999938964844,403.6499938964844,375.25,397.45001220703125,16852358,2024-07-08
2024-07-15,374.29998779296875,374.29998779296875,386.1000061035156,372.20001220703125,379.95001220703125,6664425,2024-07-15
2024-07-22,397.0,397.0,398.75,367.20001220703125,374.29998779296875,9775427,2024-07-22
2024-07-29,416.1000061035156,416.1000061035156,420.70001220703125,397.3999938964844,401.0,27441829,2024-07-29
2024-08-05,398.70001220703125,398.70001220703125,425.6000061035156,395.04998779296875,405.0,33916784,2024-08-05
2024-08-12,416.54998779296875,416.54998779296875,422.0,399.1000061035156,399.1000061035156,10878660,2024-08-12
2024-08-19,427.75,427.75,441.79998779296875,417.6000061035156,419.5,28478048,2024-08-19
2024-08-26,419.29998779296875,419.29998779296875,432.0,414.0,429.20001220703125,8486870,2024-08-26
2024-09-02,411.45001220703125,411.45001220703125,427.70001220703125,409.8999938964844,423.3500061035156,8471273,2024-09-02
2024-09-09,413.79998779296875,413.79998779296875,422.75,398.5,411.45001220703125,5582182,2024-09-09
2024-09-16,431.8500061035156,431.8500061035156,433.0,414.75,414.75,13377061,2024-09-16
2024-09-23,430.45001220703125,430.45001220703125,447.6499938964844,424.95001220703125,433.0,10728585,2024-09-23
2024-09-30,408.1499938964844,408.1499938964844,432.0,403.20001220703125,432.0,6805343,2024-09-30
2024-10-07,411.1499938964844,411.1499938964844,427.29998779296875,393.1000061035156,410.95001220703125,7240842,2024-10-07
2024-10-14,396.70001220703125,396.70001220703125,419.6000061035156,394.79998779296875,410.0,4643176,2024-10-14
2024-10-21,361.1499938964844,361.1499938964844,400.0,354.8999938964844,397.95001220703125,8639384,2024-10-21
2024-10-28,364.6499938964844,364.6499938964844,367.0,348.25,361.95001220703125,4566721,2024-10-28
2024-11-04,346.8500061035156,346.8500061035156,364.45001220703125,345.70001220703125,364.45001220703125,4949013,2024-11-04
2024-11-11,330.54998779296875,330.54998779296875,348.20001220703125,328.0,344.25,4446361,2024-11-11
2024-11-18,345.8500061035156,345.8500061035156,352.95001220703125,325.5,338.95001220703125,16907195,2024-11-18
2024-11-25,335.95001220703125,335.95001220703125,353.79998779296875,333.95001220703125,345.20001220703125,14505748,2024-11-25
2024-12-02,353.0,353.0,359.79998779296875,330.1499938964844,332.54998779296875,20053971,2024-12-02
2024-12-09,390.6000061035156,390.6000061035156,392.8999938964844,349.04998779296875,352.25,33453776,2024-12-09
2024-12-16,349.6000061035156,349.6000061035156,402.8500061035156,347.79998779296875,390.6000061035156,13066274,2024-12-16
2024-12-23,350.75,350.75,366.20001220703125,346.29998779296875,348.0,8823392,2024-12-23
2024-12-30,341.79998779296875,341.79998779296875,352.1499938964844,341.04998779296875,349.0,4173470,2024-12-30
2025-01-06,333.8500061035156,333.8500061035156,344.45001220703125,332.20001220703125,343.6000061035156,5625797,2025-01-06
2025-01-13,338.54998779296875,338.54998779296875,339.79998779296875,318.04998779296875,332.0,8602182,2025-01-13
2025-01-20,321.75,321.75,346.8999938964844,312.3500061035156,345.0,9933890,2025-01-20
2025-01-27,320.8500061035156,320.8500061035156,326.25,306.54998779296875,318.20001220703125,8185082,2025-01-27
2025-02-03,315.1000061035156,315.1000061035156,332.5,307.29998779296875,318.54998779296875,10910668,2025-02-03
2025-02-10,266.25,266.25,321.0,261.79998779296875,316.0,27994952,2025-02-10
2025-02-17,273.3500061035156,273.3500061035156,281.8500061035156,261.0,265.0,9949878,2025-02-17
2025-02-24,249.85000610351562,249.85000610351562,277.3500061035156,243.60000610351562,273.0,16293205,2025-02-24
2025-03-03,255.4499969482422,255.4499969482422,265.69000244140625,244.75,250.0,10876913,2025-03-03
2025-03-10,241.75999450683594,241.75999450683594,259.6099853515625,236.52999877929688,255.64999389648438,7013310,2025-03-10
2025-03-17,263.6199951171875,263.6199951171875,265.82000732421875,241.77000427246094,242.5,10108870,2025-03-17
2025-03-24,255.10000610351562,255.10000610351562,269.5,249.85000610351562,265.010009765625,16050120,2025-03-24
2025-03-31,258.79998779296875,258.79998779296875,265.29998779296875,249.64999389648438,255.10000610351562,10515872,2025-03-31
2025-04-07,246.9499969482422,246.9499969482422,276.25,238.5,244.60000610351562,63718180,2025-04-07
2025-04-14,281.04998779296875,281.04998779296875,282.79998779296875,246.9499969482422,246.9499969482422,26632339,2025-04-14
2025-04-21,304.8999938964844,304.8999938964844,307.0,284.0,285.0,33952679,2025-04-21
2025-04-28,306.8500061035156,306.8500061035156,312.5,299.04998779296875,308.5,11838823,2025-04-28
2025-05-05,300.20001220703125,300.20001220703125,309.0,295.3999938964844,307.1000061035156,16482639,2025-05-05
2025-05-12,320.8500061035156,320.8500061035156,328.1499938964844,304.04998779296875,304.04998779296875,13138311,2025-05-12
2025-05-19,354.5,354.5,367.70001220703125,332.29998779296875,335.8500061035156,61949035,2025-05-19
2025-05-26,358.0,358.0,373.54998779296875,353.45001220703125,356.8999938964844,13890330,2025-05-26
2025-06-02,367.04998779296875,367.04998779296875,375.70001220703125,354.75,358.1000061035156,10210190,2025-06-02
2025-06-09,360.04998779296875,360.04998779296875,377.0,343.5,367.04998779296875,10109540,2025-06-09
2025-06-16,357.8500061035156,357.8500061035156,368.25,342.8500061035156,360.1000061035156,11159006,2025-06-16
2025-06-23,382.6499938964844,382.6499938964844,393.6000061035156,355.1000061035156,355.1499938964844,20000572,2025-06-23
2025-06-30,390.1000061035156,390.1000061035156,394.3999938964844,378.45001220703125,382.6499938964844,10447685,2025-06-30
2025-07-07,411.25,411.25,426.29998779296875,388.6000061035156,389.70001220703125,22389135,2025-07-07
2025-07-14,417.54998779296875,417.54998779296875,418.5,404.04998779296875,410.0,4464259,2025-07-14
