Date,Adj Close_SARDAEN.NS,Close_SARDAEN.NS,High_SARDAEN.NS,Low_SARDAEN.NS,Open_SARDAEN.NS,Volume_SARDAEN.NS,Date
2020-07-13,16.059736251831055,16.704999923706055,16.93000030517578,16.020000457763672,16.7450008392334,743800,2020-07-13
2020-07-20,16.2327823638916,16.885000228881836,17.600000381469727,16.5,16.8799991607666,2692540,2020-07-20
2020-07-27,15.780938148498535,16.415000915527344,17.94499969482422,16.280000686645508,16.704999923706055,2834700,2020-07-27
2020-08-03,18.977502822875977,19.739999771118164,20.940000534057617,16.479999542236328,16.549999237060547,17697990,2020-08-03
2020-08-10,21.79432487487793,22.670000076293945,24.725000381469727,19.700000762939453,19.989999771118164,13127250,2020-08-10
2020-08-17,24.2602481842041,25.235000610351562,26.200000762939453,22.809999465942383,22.8799991607666,10425880,2020-08-17
2020-08-24,26.572349548339844,27.639999389648438,29.770000457763672,25.399999618530273,25.799999237060547,15937350,2020-08-24
2020-08-31,24.808231353759766,25.80500030517578,27.989999771118164,23.584999084472656,27.850000381469727,5678170,2020-08-31
2020-09-07,23.140247344970703,24.06999969482422,26.799999237060547,23.725000381469727,26.100000381469727,2838490,2020-09-07
2020-09-14,23.7121524810791,24.170000076293945,26.010000228881836,24.014999389648438,24.979999542236328,2426260,2020-09-14
2020-09-21,21.745132446289062,22.165000915527344,24.485000610351562,19.915000915527344,24.479999542236328,4033350,2020-09-21
2020-09-28,22.500545501708984,22.934999465942383,24.200000762939453,22.309999465942383,22.700000762939453,1876640,2020-09-28
2020-10-05,21.66664695739746,22.084999084472656,23.579999923706055,21.924999237060547,23.145000457763672,1301950,2020-10-05
2020-10-12,23.270673751831055,23.719999313354492,24.100000381469727,21.524999618530273,22.110000610351562,3616390,2020-10-12
2020-10-19,25.96367835998535,26.46500015258789,27.700000762939453,24.0,24.290000915527344,7115430,2020-10-19
2020-10-26,23.97703742980957,24.440000534057617,26.56999969482422,23.80500030517578,26.56999969482422,2220760,2020-10-26
2020-11-02,27.886547088623047,28.424999237060547,29.600000381469727,24.149999618530273,24.670000076293945,7387680,2020-11-02
2020-11-09,28.274066925048828,28.81999969482422,29.200000762939453,26.329999923706055,28.684999465942383,3723820,2020-11-09
2020-11-16,30.098833084106445,30.68000030517578,32.38999938964844,28.239999771118164,28.239999771118164,7676140,2020-11-16
2020-11-23,30.751235961914062,31.344999313354492,32.0,29.549999237060547,31.010000228881836,3357230,2020-11-23
2020-11-30,33.944576263427734,34.599998474121094,35.599998474121094,30.2549991607666,31.344999313354492,9222790,2020-11-30
2020-12-07,31.45269203186035,32.060001373291016,35.290000915527344,31.5,34.599998474121094,3431250,2020-12-07
2020-12-14,31.300628662109375,31.905000686645508,34.084999084472656,31.165000915527344,32.63999938964844,2587000,2020-12-14
2020-12-21,30.51087760925293,31.100000381469727,32.48500061035156,28.274999618530273,30.959999084472656,3123150,2020-12-21
2020-12-28,33.306888580322266,33.95000076293945,34.79999923706055,31.1200008392334,31.260000228881836,7782890,2020-12-28
2021-01-04,36.77983474731445,37.4900016784668,39.650001525878906,34.099998474121094,34.19499969482422,11993180,2021-01-04
2021-01-11,37.962005615234375,38.69499969482422,40.0,36.20000076293945,37.79999923706055,5301970,2021-01-11
2021-01-18,33.56196212768555,34.209999084472656,39.34000015258789,33.849998474121094,38.93000030517578,4307850,2021-01-18
2021-01-25,32.83598327636719,33.470001220703125,34.79999923706055,29.31999969482422,34.5,4099730,2021-01-25
2021-02-01,36.68172836303711,37.38999938964844,38.5,32.869998931884766,33.70500183105469,4535030,2021-02-01
2021-02-08,37.368465423583984,38.09000015258789,38.849998474121094,35.25,37.58000183105469,3020890,2021-02-08
2021-02-15,35.52898406982422,36.21500015258789,39.79999923706055,35.150001525878906,39.400001525878906,5762520,2021-02-15
2021-02-22,37.43714141845703,38.15999984741211,40.790000915527344,35.80500030517578,36.400001525878906,5972400,2021-02-22
2021-03-01,36.264774322509766,36.96500015258789,39.45000076293945,36.310001373291016,38.20500183105469,3940330,2021-03-01
2021-03-08,36.36779022216797,37.06999969482422,38.099998474121094,35.29999923706055,37.150001525878906,2999960,2021-03-08
2021-03-15,41.28288650512695,42.08000183105469,43.66999816894531,36.220001220703125,37.244998931884766,12393110,2021-03-15
2021-03-22,41.34174728393555,42.13999938964844,44.77000045776367,40.21500015258789,42.29999923706055,5033460,2021-03-22
2021-03-29,42.88200378417969,43.709999084472656,44.29999923706055,41.26499938964844,42.13999938964844,3445640,2021-03-29
2021-04-05,44.3339729309082,45.189998626708984,47.0,42.80500030517578,43.790000915527344,6097200,2021-04-05
2021-04-12,42.391475677490234,43.209999084472656,44.79499816894531,41.525001525878906,44.439998626708984,2460900,2021-04-12
2021-04-19,47.10055160522461,48.0099983215332,48.85499954223633,37.59000015258789,43.09000015258789,5994550,2021-04-19
2021-04-26,50.06825256347656,51.03499984741211,52.400001525878906,47.099998474121094,49.0,6461580,2021-04-26
2021-05-03,56.798301696777344,57.89500045776367,61.38999938964844,50.474998474121094,51.20000076293945,14860700,2021-05-03
2021-05-10,52.015647888183594,53.02000045776367,59.79999923706055,52.18000030517578,59.0,6047160,2021-05-10
2021-05-17,52.39335632324219,53.404998779296875,56.2400016784668,50.625,53.689998626708984,6848810,2021-05-17
2021-05-24,50.936485290527344,51.91999816894531,55.529998779296875,50.599998474121094,55.529998779296875,6124190,2021-05-24
2021-05-31,52.33449172973633,53.345001220703125,54.290000915527344,49.6150016784668,52.290000915527344,5108660,2021-05-31
2021-06-07,61.52699661254883,62.71500015258789,64.88999938964844,52.810001373291016,53.400001525878906,18551200,2021-06-07
2021-06-14,61.81640625,63.0099983215332,74.76000213623047,61.2599983215332,63.790000915527344,25211350,2021-06-14
2021-06-21,63.93058776855469,65.16500091552734,68.88999938964844,59.86000061035156,60.01499938964844,2741640,2021-06-21
2021-06-28,62.57672882080078,63.78499984741211,66.5,61.57500076293945,66.4000015258789,2157450,2021-06-28
2021-07-05,63.53325653076172,64.76000213623047,67.5,63.20000076293945,64.19999694824219,2085450,2021-07-05
2021-07-12,63.39100646972656,64.61499786376953,66.19499969482422,63.51499938964844,66.19499969482422,1371070,2021-07-12
2021-07-19,68.78681945800781,70.11499786376953,70.11499786376953,62.25,64.99500274658203,1820870,2021-07-19
2021-07-26,78.63663482666016,80.15499877929688,84.6500015258789,71.0,73.62000274658203,7554360,2021-07-26
2021-08-02,76.00740051269531,77.4749984741211,86.30000305175781,74.48999786376953,84.16000366210938,3832730,2021-08-02
2021-08-09,73.99132537841797,75.41999816894531,81.34500122070312,68.69999694824219,79.88999938964844,2532990,2021-08-09
2021-08-16,69.21358489990234,70.55000305175781,77.5,70.55000305175781,75.5999984741211,1219430,2021-08-16
