Date,Adj Close_MAXHEALTH.NS,Close_MAXHEALTH.NS,High_MAXHEALTH.NS,Low_MAXHEALTH.NS,Open_MAXHEALTH.NS,Volume_MAXHEALTH.NS,Date
2021-06-21,255.1882781982422,256.3500061035156,265.0,236.0,247.25,5995869,2021-06-21
2021-06-28,278.6315612792969,279.8999938964844,284.3999938964844,250.60000610351562,259.1000061035156,9251663,2021-06-28
2021-07-05,279.62701416015625,280.8999938964844,289.70001220703125,277.20001220703125,278.20001220703125,4719785,2021-07-05
2021-07-12,267.58184814453125,268.79998779296875,282.79998779296875,264.95001220703125,282.45001220703125,4251644,2021-07-12
2021-07-19,277.33746337890625,278.6000061035156,280.5,256.95001220703125,267.20001220703125,4050031,2021-07-19
2021-07-26,295.1065979003906,296.45001220703125,301.20001220703125,273.3500061035156,279.95001220703125,6753245,2021-07-26
2021-08-02,277.0387878417969,278.29998779296875,305.8999938964844,272.79998779296875,302.0,6720023,2021-08-02
2021-08-09,317.3055114746094,318.75,333.04998779296875,279.8999938964844,279.95001220703125,23940091,2021-08-09
2021-08-16,328.1560974121094,329.6499938964844,354.0,316.75,319.29998779296875,13295886,2021-08-16
2021-08-23,333.5813903808594,335.1000061035156,339.3999938964844,319.70001220703125,334.0,8879480,2021-08-23
2021-08-30,378.4770202636719,380.20001220703125,398.8500061035156,337.0,337.0,11740526,2021-08-30
2021-09-06,379.7711486816406,381.5,391.20001220703125,375.0,383.0,3837695,2021-09-06
2021-09-13,377.5313415527344,379.25,402.6000061035156,355.70001220703125,383.70001220703125,21313686,2021-09-13
2021-09-20,363.2961730957031,364.95001220703125,384.95001220703125,354.04998779296875,378.95001220703125,3663920,2021-09-20
2021-09-27,357.0744323730469,358.70001220703125,374.0,345.8500061035156,366.1000061035156,100116107,2021-09-27
2021-10-04,348.3641052246094,349.95001220703125,360.5,341.04998779296875,359.8999938964844,12414300,2021-10-04
2021-10-11,348.8618469238281,350.45001220703125,355.45001220703125,325.5,349.95001220703125,5160435,2021-10-11
2021-10-18,331.2420654296875,332.75,355.3999938964844,330.25,354.3999938964844,3889381,2021-10-18
2021-10-25,329.848388671875,331.3500061035156,347.3500061035156,321.8500061035156,327.5,1746755,2021-10-25
2021-11-01,344.1831359863281,345.75,347.6499938964844,330.0,333.0,1621135,2021-11-01
2021-11-08,341.8935852050781,343.45001220703125,347.6499938964844,332.1000061035156,347.6499938964844,8795543,2021-11-08
2021-11-15,355.78033447265625,357.3999938964844,377.0,336.3999938964844,347.5,6744214,2021-11-15
2021-11-22,370.0653076171875,371.75,377.0,335.3500061035156,360.0,4645157,2021-11-22
2021-11-29,377.0335998535156,378.75,385.5,339.70001220703125,377.0,3629552,2021-11-29
2021-12-06,379.8208923339844,381.54998779296875,392.79998779296875,358.0,380.0,3947535,2021-12-06
2021-12-13,390.2235412597656,392.0,409.75,378.6000061035156,381.95001220703125,7916949,2021-12-13
2021-12-20,411.9247131347656,413.79998779296875,417.95001220703125,381.79998779296875,391.0,9298204,2021-12-20
2021-12-27,440.89288330078125,442.8999938964844,458.04998779296875,411.04998779296875,415.0,6229312,2021-12-27
2022-01-03,400.3275451660156,402.1499938964844,449.8500061035156,394.25,449.3999938964844,5210055,2022-01-03
2022-01-10,394.7528991699219,396.54998779296875,413.6499938964844,390.0,403.0,3720889,2022-01-10
2022-01-17,372.65350341796875,374.3500061035156,400.95001220703125,372.1499938964844,396.54998779296875,9110754,2022-01-17
2022-01-24,367.875244140625,369.54998779296875,388.0,345.20001220703125,370.20001220703125,6209334,2022-01-24
2022-01-31,357.1242370605469,358.75,373.75,356.5,370.0,2386493,2022-01-31
2022-02-07,366.7802734375,368.45001220703125,390.0,347.70001220703125,357.0,9670499,2022-02-07
2022-02-14,368.9703063964844,370.6499938964844,384.45001220703125,351.1000061035156,368.45001220703125,5677980,2022-02-14
2022-02-21,365.1875305175781,366.8500061035156,378.0,343.45001220703125,369.1000061035156,4685490,2022-02-21
2022-02-28,357.9205627441406,359.54998779296875,381.3500061035156,350.0,360.20001220703125,3858315,2022-02-28
2022-03-07,350.2554931640625,351.8500061035156,362.45001220703125,340.0,348.75,4890919,2022-03-07
2022-03-14,333.0836486816406,334.6000061035156,354.1000061035156,331.0,352.1499938964844,12472012,2022-03-14
2022-03-21,340.64923095703125,342.20001220703125,345.79998779296875,326.1499938964844,336.5,10880392,2022-03-21
2022-03-28,349.16046142578125,350.75,368.54998779296875,333.45001220703125,344.70001220703125,111448859,2022-03-28
2022-04-04,359.46356201171875,361.1000061035156,373.0,344.20001220703125,351.0,13882594,2022-04-04
2022-04-11,370.0653076171875,371.75,379.0,361.1000061035156,361.1000061035156,3939126,2022-04-11
2022-04-18,409.03790283203125,410.8999938964844,432.0,362.3500061035156,371.3999938964844,19630306,2022-04-18
2022-04-25,411.97454833984375,413.8500061035156,421.3999938964844,394.0,410.79998779296875,6374430,2022-04-25
2022-05-02,363.59478759765625,365.25,411.54998779296875,357.79998779296875,408.0,3957617,2022-05-02
2022-05-09,362.9477233886719,364.6000061035156,368.95001220703125,349.29998779296875,359.0,3600294,2022-05-09
2022-05-16,373.400146484375,375.1000061035156,381.0,355.0,367.5,2941587,2022-05-16
2022-05-23,372.9521484375,374.6499938964844,384.0,351.0,375.5,3223786,2022-05-23
2022-05-30,371.01104736328125,372.70001220703125,390.0,361.25,378.8999938964844,2746648,2022-05-30
2022-06-06,355.7305603027344,357.3500061035156,377.0,353.6000061035156,372.20001220703125,2064076,2022-06-06
2022-06-13,357.024658203125,358.6499938964844,361.0,344.3999938964844,356.0,2032208,2022-06-13
2022-06-20,370.56304931640625,372.25,374.0,348.8500061035156,358.6499938964844,4155282,2022-06-20
2022-06-27,357.7712707519531,359.3999938964844,378.79998779296875,357.0,375.0,3846188,2022-06-27
2022-07-04,362.3006896972656,363.95001220703125,374.8999938964844,357.1000061035156,358.70001220703125,2524251,2022-07-04
2022-07-11,366.8300476074219,368.5,377.0,362.20001220703125,367.0,3779333,2022-07-11
2022-07-18,353.6401062011719,355.25,375.5,353.6000061035156,369.1000061035156,2518122,2022-07-18
2022-07-25,367.974853515625,369.6499938964844,370.0,356.79998779296875,361.8999938964844,1670458,2022-07-25
2022-08-01,373.9476318359375,375.6499938964844,385.0,362.79998779296875,369.6499938964844,2615590,2022-08-01
2022-08-08,360.25994873046875,361.8999938964844,395.95001220703125,359.04998779296875,379.79998779296875,4448153,2022-08-08
2022-08-15,377.2326965332031,378.95001220703125,404.79998779296875,354.1000061035156,361.8999938964844,43418875,2022-08-15
2022-08-22,376.98382568359375,378.70001220703125,390.3500061035156,373.0,379.95001220703125,10122518,2022-08-22
2022-08-29,378.2281494140625,379.95001220703125,391.3500061035156,365.75,374.54998779296875,6535161,2022-08-29
2022-09-05,411.4270324707031,413.29998779296875,417.1499938964844,376.5,381.79998779296875,14201536,2022-09-05
2022-09-12,432.2323303222656,434.20001220703125,449.1000061035156,408.8500061035156,415.0,13701609,2022-09-12
2022-09-19,425.0151672363281,426.95001220703125,444.95001220703125,418.25,421.0,12952398,2022-09-19
2022-09-26,406.05145263671875,407.8999938964844,429.6000061035156,388.1000061035156,418.45001220703125,11724359,2022-09-26
2022-10-03,414.1147766113281,416.0,430.29998779296875,405.1000061035156,407.75,10764657,2022-10-03
2022-10-10,425.8115539550781,427.75,436.79998779296875,405.0,407.95001220703125,7421052,2022-10-10
2022-10-17,409.137451171875,411.0,435.0,389.1000061035156,427.45001220703125,16389902,2022-10-17
2022-10-24,428.3997802734375,430.3500061035156,444.0,409.04998779296875,413.79998779296875,8053424,2022-10-24
2022-10-31,460.7524719238281,462.8500061035156,482.79998779296875,426.8500061035156,433.70001220703125,20320847,2022-10-31
2022-11-07,443.0829162597656,445.1000061035156,469.0,441.04998779296875,466.8999938964844,6627416,2022-11-07
2022-11-14,424.36810302734375,426.29998779296875,449.5,410.5,448.29998779296875,14298452,2022-11-14
2022-11-21,429.0965881347656,431.04998779296875,451.45001220703125,426.1499938964844,428.0,18423140,2022-11-21
2022-11-28,445.4720153808594,447.5,458.0,429.5,432.6499938964844,10258346,2022-11-28
2022-12-05,430.7391052246094,432.70001220703125,452.1499938964844,429.04998779296875,451.25,6022751,2022-12-05
2022-12-12,425.0151672363281,426.95001220703125,441.20001220703125,420.79998779296875,431.0,8871843,2022-12-12
2022-12-19,430.44049072265625,432.3999938964844,450.8999938964844,418.6000061035156,427.0,8024440,2022-12-19
2022-12-26,437.55804443359375,439.54998779296875,460.0,426.6000061035156,435.0,5415471,2022-12-26
2023-01-02,431.38616943359375,433.3500061035156,451.25,429.25,441.75,4041106,2023-01-02
2023-01-09,450.9471130371094,453.0,462.54998779296875,434.25,437.5,8285731,2023-01-09
2023-01-16,436.4132385253906,438.3999938964844,459.3999938964844,436.0,453.0,5472523,2023-01-16
2023-01-23,452.5398864746094,454.6000061035156,459.79998779296875,425.04998779296875,438.0,6824329,2023-01-23
2023-01-30,433.52642822265625,435.5,463.6000061035156,425.04998779296875,452.5,9180865,2023-01-30
2023-02-06,435.4178161621094,437.3999938964844,443.04998779296875,432.54998779296875,432.54998779296875,3785654,2023-02-06
2023-02-13,431.8341064453125,433.79998779296875,438.75,417.1499938964844,437.6000061035156,10538459,2023-02-13
2023-02-20,429.64410400390625,431.6000061035156,440.20001220703125,426.1499938964844,436.95001220703125,4293838,2023-02-20
2023-02-27,423.52197265625,425.45001220703125,435.0,423.04998779296875,431.6000061035156,4856748,2023-02-27
2023-03-06,455.67559814453125,457.75,461.79998779296875,424.0,428.0,8425702,2023-03-06
2023-03-13,457.96514892578125,460.04998779296875,477.79998779296875,453.6000061035156,460.04998779296875,12881421,2023-03-13
2023-03-20,458.61224365234375,460.70001220703125,474.95001220703125,458.0,474.95001220703125,14723090,2023-03-20
2023-03-27,439.1010437011719,441.1000061035156,465.75,436.0,463.70001220703125,6989386,2023-03-27
2023-04-03,428.3997802734375,430.3500061035156,439.0,411.8999938964844,436.45001220703125,6640630,2023-04-03
2023-04-10,469.5126037597656,471.6499938964844,495.0,434.20001220703125,436.1000061035156,22708369,2023-04-10
2023-04-17,451.39508056640625,453.45001220703125,477.95001220703125,451.1499938964844,473.6000061035156,9498512,2023-04-17
2023-04-24,457.96514892578125,460.04998779296875,462.1000061035156,435.04998779296875,453.45001220703125,12401627,2023-04-24
2023-05-01,482.0555114746094,484.25,486.0,460.04998779296875,460.04998779296875,6624376,2023-05-01
2023-05-08,497.5848083496094,499.8500061035156,513.25,468.1000061035156,487.5,21303651,2023-05-08
2023-05-15,542.6795043945312,545.1500244140625,552.0999755859375,495.6000061035156,499.5,26620461,2023-05-15
2023-05-22,537.7518920898438,540.2000122070312,564.75,528.5,549.9000244140625,43773044,2023-05-22
2023-05-29,528.5936889648438,531.0,562.0,522.1500244140625,542.4000244140625,120291326,2023-05-29
2023-06-05,567.1182250976562,569.7000122070312,577.4000244140625,508.79998779296875,533.75,20304766,2023-06-05
2023-06-12,591.706298828125,594.4000244140625,600.5499877929688,562.9500122070312,571.9000244140625,11874883,2023-06-12
2023-06-19,577.9190063476562,580.5499877929688,630.0,565.25,597.3499755859375,8908810,2023-06-19
2023-06-26,596.7334594726562,599.4500122070312,623.4500122070312,578.6500244140625,578.6500244140625,11873783,2023-06-26
2023-07-03,607.1361083984375,609.9000244140625,619.4000244140625,590.1500244140625,600.0,14458554,2023-07-03
2023-07-10,598.027587890625,600.75,623.2000122070312,595.0499877929688,610.0,8067162,2023-07-10
2023-07-17,600.0184936523438,602.75,616.5499877929688,599.1500244140625,604.2000122070312,7081410,2023-07-17
2023-07-24,603.3035278320312,606.0499877929688,618.0,600.0,606.9000244140625,4641740,2023-07-24
2023-07-31,535.8605346679688,538.2999877929688,605.7999877929688,527.0,604.0,16581866,2023-07-31
2023-08-07,527.4487915039062,529.8499755859375,591.9500122070312,525.5499877929688,545.1500244140625,12817586,2023-08-07
2023-08-14,530.9827880859375,533.4000244140625,552.7000122070312,508.5,529.0,9294163,2023-08-14
2023-08-21,551.0911254882812,553.5999755859375,591.2000122070312,530.0,530.7999877929688,10525860,2023-08-21
2023-08-28,572.344482421875,574.9500122070312,599.0,551.0999755859375,560.0,9267470,2023-08-28
2023-09-04,600.267333984375,603.0,608.7999877929688,573.0,574.0,7669196,2023-09-04
2023-09-11,570.802490234375,572.4500122070312,628.0,567.2000122070312,603.0,14120943,2023-09-11
2023-09-18,541.6865234375,543.25,582.4000244140625,538.5,572.4500122070312,7174314,2023-09-18
2023-09-25,565.7670288085938,567.4000244140625,581.0,531.0499877929688,543.4500122070312,6909653,2023-09-25
2023-10-02,559.0863037109375,560.7000122070312,601.0,558.0,567.4000244140625,7002398,2023-10-02
2023-10-09,581.1226806640625,582.7999877929688,597.7000122070312,552.0,554.9000244140625,9631410,2023-10-09
2023-10-16,582.3690185546875,584.0499877929688,597.9500122070312,570.6500244140625,582.9000244140625,6722831,2023-10-16
2023-10-23,562.1773071289062,563.7999877929688,585.2000122070312,538.6500244140625,585.0,7881092,2023-10-23
2023-10-30,576.486083984375,578.1500244140625,593.5499877929688,562.0,563.5,5905985,2023-10-30
2023-11-06,591.1936645507812,592.9000244140625,609.0,570.0,582.9500122070312,5048057,2023-11-06
2023-11-13,606.0009155273438,607.75,623.6500244140625,590.0999755859375,592.0,5493823,2023-11-13
2023-11-20,610.9864501953125,612.75,633.2000122070312,600.4500122070312,612.0,4581065,2023-11-20
2023-11-27,650.4724731445312,652.3499755859375,665.7000122070312,599.1500244140625,612.75,9555493,2023-11-27
2023-12-04,676.2481079101562,678.2000122070312,709.0,651.0499877929688,658.5,8557889,2023-12-04
2023-12-11,686.2193603515625,688.2000122070312,728.0,677.0499877929688,688.0,11809118,2023-12-11
2023-12-18,647.032470703125,648.9000244140625,697.25,630.9000244140625,694.4000244140625,8030769,2023-12-18
2023-12-25,684.2749633789062,686.25,689.9000244140625,648.9000244140625,648.9000244140625,2862710,2023-12-25
2024-01-01,712.69287109375,714.75,745.9500122070312,669.4500122070312,689.0,5579104,2024-01-01
2024-01-08,735.3275756835938,737.4500122070312,760.0,697.5499877929688,719.0,5965123,2024-01-08
2024-01-15,729.69384765625,731.7999877929688,742.5,699.5,725.0,17257107,2024-01-15
2024-01-22,730.391845703125,732.5,804.6500244140625,715.0999755859375,731.7999877929688,16051840,2024-01-22
2024-01-29,764.1943359375,766.4000244140625,812.5,694.7999877929688,696.7000122070312,19635957,2024-01-29
2024-02-05,871.8834838867188,874.4000244140625,883.9000244140625,776.0,779.0,15133724,2024-02-05
2024-02-12,862.9591674804688,865.4500122070312,910.0,852.7999877929688,880.0,10677188,2024-02-12
2024-02-19,849.4482421875,851.9000244140625,875.0,839.0,875.0,7291492,2024-02-19
2024-02-26,734.629638671875,736.75,868.5499877929688,706.4500122070312,850.0499877929688,42318700,2024-02-26
2024-03-04,747.9910278320312,750.1500244140625,773.7999877929688,725.0,769.0,27046387,2024-03-04
2024-03-11,724.8577880859375,726.9500122070312,787.6500244140625,721.2999877929688,781.0,13541474,2024-03-11
2024-03-18,736.9229736328125,739.0499877929688,773.0,719.4500122070312,726.7999877929688,14710111,2024-03-18
2024-03-25,817.540283203125,819.9000244140625,827.0,737.5,739.0499877929688,11793625,2024-03-25
2024-04-01,802.58349609375,804.9000244140625,833.4000244140625,801.0,833.4000244140625,6145559,2024-04-01
2024-04-08,867.94482421875,870.4500122070312,894.7999877929688,806.1500244140625,808.0,6405914,2024-04-08
2024-04-15,770.6256713867188,772.8499755859375,861.0,748.4500122070312,855.0,7655566,2024-04-15
2024-04-22,800.8883666992188,803.2000122070312,816.7000122070312,752.5499877929688,770.0,9749206,2024-04-22
2024-04-29,811.10888671875,813.4500122070312,854.2999877929688,762.3499755859375,763.0499877929688,10622103,2024-04-29
2024-05-06,809.0647583007812,811.4000244140625,835.8499755859375,782.25,820.0,8471287,2024-05-06
2024-05-13,844.013916015625,846.4500122070312,852.2999877929688,783.0499877929688,805.0,9844818,2024-05-13
2024-05-20,787.1281127929688,789.4000244140625,867.5,784.4000244140625,841.7999877929688,8090010,2024-05-20
2024-05-27,749.6362915039062,751.7999877929688,817.5,743.0999755859375,789.9500122070312,12027919,2024-05-27
2024-06-03,824.7195434570312,827.0999755859375,840.5999755859375,747.2999877929688,760.0,11016773,2024-06-03
2024-06-10,925.2294921875,927.9000244140625,936.4000244140625,799.2000122070312,826.7000122070312,17731820,2024-06-10
2024-06-17,925.5784301757812,928.25,979.9000244140625,883.0,927.9000244140625,8816602,2024-06-17
2024-06-24,937.9428100585938,940.6500244140625,950.0,851.3499755859375,924.2999877929688,10572502,2024-06-24
2024-07-01,911.1700439453125,913.7999877929688,959.9000244140625,904.0,946.2999877929688,8621152,2024-07-01
2024-07-08,897.9083251953125,900.5,965.5999755859375,886.1500244140625,925.0,8637527,2024-07-08
2024-07-15,917.8009643554688,920.4500122070312,939.7000122070312,893.2999877929688,896.0,5432073,2024-07-15
2024-07-22,945.7702026367188,948.5,964.6500244140625,902.3499755859375,915.4500122070312,5405320,2024-07-22
2024-07-29,913.662841796875,916.2999877929688,960.9500122070312,903.5499877929688,958.9500122070312,4417892,2024-07-29
2024-08-05,880.6581420898438,883.2000122070312,908.5999755859375,845.9000244140625,905.0,7153620,2024-08-05
2024-08-12,882.6025390625,885.1500244140625,892.0,852.2999877929688,879.9500122070312,4189110,2024-08-12
2024-08-19,850.4951782226562,852.9500122070312,888.5,849.0999755859375,886.0,2968403,2024-08-19
2024-08-26,861.4559326171875,862.4500122070312,876.8499755859375,836.5999755859375,853.8499755859375,7948177,2024-08-26
2024-09-02,897.5142822265625,898.5499877929688,913.25,860.25,869.9500122070312,8492959,2024-09-02
2024-09-09,906.9534301757812,908.0,926.0999755859375,873.5,907.0,8925590,2024-09-09
2024-09-16,1066.718994140625,1067.949951171875,1090.0,915.0,923.9000244140625,18024842,2024-09-16
2024-09-23,993.6033935546875,994.75,1118.0,972.5,1062.0999755859375,19521596,2024-09-23
2024-09-30,925.2822265625,926.3499755859375,996.5,907.75,953.7000122070312,13354597,2024-09-30
2024-10-07,938.7167358398438,939.7999877929688,978.2999877929688,912.0,930.2999877929688,10615934,2024-10-07
2024-10-14,936.3195190429688,937.4000244140625,982.0,924.7999877929688,944.4000244140625,4662542,2024-10-14
2024-10-21,936.9188232421875,938.0,958.0,888.9000244140625,940.0999755859375,10543112,2024-10-21
2024-10-28,1006.388671875,1007.5499877929688,1025.0,937.9500122070312,938.0,6881669,2024-10-28
2024-11-04,1078.0059814453125,1079.25,1109.0,1010.75,1028.0,11231881,2024-11-04
2024-11-11,1005.0901489257812,1006.25,1080.0,992.9000244140625,1070.1500244140625,7977182,2024-11-11
2024-11-18,998.7974243164062,999.9500122070312,1058.8499755859375,936.25,1055.0999755859375,6596566,2024-11-18
2024-11-25,978.6207275390625,979.75,1018.8499755859375,964.0499877929688,1014.9500122070312,12018455,2024-11-25
2024-12-02,1094.8865966796875,1096.1500244140625,1106.0,970.1500244140625,974.9500122070312,11506612,2024-12-02
2024-12-09,1178.68994140625,1180.050048828125,1194.5999755859375,1062.050048828125,1062.050048828125,14420660,2024-12-09
2024-12-16,1163.85693359375,1165.199951171875,1215.550048828125,1153.0999755859375,1180.050048828125,13042092,2024-12-16
2024-12-23,1125.1016845703125,1126.4000244140625,1187.800048828125,1120.5,1173.699951171875,3320435,2024-12-23
2024-12-30,1176.9918212890625,1178.3499755859375,1208.0,1100.0999755859375,1105.0,6259028,2024-12-30
2025-01-06,1148.5745849609375,1149.9000244140625,1227.949951171875,1144.3499755859375,1181.9000244140625,8771498,2025-01-06
2025-01-13,1025.4666748046875,1026.6500244140625,1127.449951171875,1008.7000122070312,1122.300048828125,13161424,2025-01-13
2025-01-20,1054.5330810546875,1055.75,1088.0,1015.75,1026.6500244140625,8900397,2025-01-20
2025-01-27,1106.9725341796875,1108.25,1117.75,982.0,1040.3499755859375,12316670,2025-01-27
2025-02-03,1141.8822021484375,1143.199951171875,1200.949951171875,1090.550048828125,1125.0,9539640,2025-02-03
2025-02-10,1002.4931640625,1003.6500244140625,1140.0,982.4000244140625,1140.0,24237929,2025-02-10
2025-02-17,1009.0855712890625,1010.25,1047.0,978.5999755859375,986.7999877929688,10458400,2025-02-17
2025-02-24,976.9725952148438,978.0999755859375,1037.949951171875,965.0499877929688,1000.0,11822792,2025-02-24
2025-03-03,979.6195678710938,980.75,1024.550048828125,940.0499877929688,961.0,12902110,2025-03-03
2025-03-10,989.55810546875,990.7000122070312,1009.7000122070312,955.0,980.0,8296507,2025-03-10
2025-03-17,1168.901123046875,1170.25,1189.5,980.3499755859375,995.2000122070312,14544448,2025-03-17
2025-03-24,1095.685546875,1096.949951171875,1180.0,1090.550048828125,1174.6500244140625,11321147,2025-03-24
2025-03-31,1136.3387451171875,1137.6500244140625,1149.9000244140625,1079.4000244140625,1096.949951171875,6904092,2025-03-31
2025-04-07,1088.04443359375,1089.300048828125,1127.9000244140625,1065.050048828125,1085.199951171875,12804447,2025-04-07
2025-04-14,1083.150146484375,1084.4000244140625,1100.0,1060.4000244140625,1092.5,8965247,2025-04-14
2025-04-21,1066.169677734375,1067.4000244140625,1149.9000244140625,1059.0999755859375,1095.0,12222338,2025-04-21
2025-04-28,1085.7470703125,1087.0,1126.0,1066.199951171875,1068.0,6679816,2025-04-28
2025-05-05,1126.400146484375,1127.699951171875,1171.0,1090.0,1109.0,13211284,2025-05-05
2025-05-12,1165.7547607421875,1167.0999755859375,1204.0,1131.0,1143.0,9999780,2025-05-12
2025-05-19,1175.7431640625,1177.0999755859375,1191.9000244140625,1118.300048828125,1174.800048828125,10606156,2025-05-19
2025-05-26,1123.9029541015625,1125.199951171875,1191.9000244140625,1121.0999755859375,1170.0,8588401,2025-05-26
2025-06-02,1166.8533935546875,1168.199951171875,1169.9000244140625,1122.4000244140625,1129.5,6553990,2025-06-02
2025-06-09,1231.3790283203125,1232.800048828125,1239.5,1161.0999755859375,1177.0,10474742,2025-06-09
2025-06-16,1212.4010009765625,1213.800048828125,1256.199951171875,1152.699951171875,1245.199951171875,10408349,2025-06-16
2025-06-23,1277.825439453125,1279.300048828125,1296.800048828125,1183.0999755859375,1202.0999755859375,19219223,2025-06-23
2025-06-30,1296.70361328125,1298.199951171875,1314.300048828125,1254.300048828125,1284.5,9169436,2025-06-30
2025-07-07,1219.199951171875,1219.199951171875,1310.800048828125,1215.5,1303.0999755859375,8159152,2025-07-07
2025-07-14,1261.0999755859375,1261.0999755859375,1263.5999755859375,1220.0,1230.0,2792591,2025-07-14
