Date,Adj Close_GVT&D.NS,Close_GVT&D.NS,High_GVT&D.NS,Low_GVT&D.NS,Open_GVT&D.NS,Volume_GVT&D.NS,Date
2020-07-13,83.5004653930664,83.5999984741211,84.80000305175781,78.55000305175781,79.8499984741211,1185147,2020-07-13
2020-07-20,83.99987030029297,84.0999984741211,89.75,81.80000305175781,84.25,712744,2020-07-20
2020-07-27,83.30071258544922,83.4000015258789,84.9000015258789,81.4000015258789,84.6500015258789,308383,2020-07-27
2020-08-03,83.15088653564453,83.25,85.4000015258789,82.19999694824219,83.4000015258789,181601,2020-08-03
2020-08-10,107.67166137695312,107.80000305175781,119.0999984741211,82.55000305175781,84.25,1405850,2020-08-10
2020-08-17,110.81790924072266,110.94999694824219,114.6500015258789,100.05000305175781,108.0999984741211,889934,2020-08-17
2020-08-24,109.51945495605469,109.6500015258789,115.5,108.25,111.0,375764,2020-08-24
2020-08-31,104.3755874633789,104.5,113.0,99.0,113.0,296298,2020-08-31
2020-09-07,98.98201751708984,99.0999984741211,109.0,95.3499984741211,109.0,168835,2020-09-07
2020-09-14,98.88213348388672,99.0,106.05000305175781,97.5,99.0999984741211,252574,2020-09-14
2020-09-21,84.04981994628906,84.1500015258789,99.5,80.1500015258789,98.0,398595,2020-09-21
2020-09-28,90.19249725341797,90.30000305175781,92.5999984741211,86.0,87.9000015258789,1365554,2020-09-28
2020-10-05,88.84410095214844,88.94999694824219,94.69999694824219,87.5999984741211,92.5,161817,2020-10-05
2020-10-12,87.84529113769531,87.94999694824219,90.80000305175781,85.0999984741211,90.80000305175781,104702,2020-10-12
2020-10-19,89.39344787597656,89.5,91.0,81.3499984741211,88.9000015258789,176343,2020-10-19
2020-10-26,81.00344848632812,81.0999984741211,93.0,80.0999984741211,91.0,212131,2020-10-26
2020-11-02,83.80011749267578,83.9000015258789,84.44999694824219,80.0,82.75,144937,2020-11-02
2020-11-09,91.79058837890625,91.9000015258789,93.0,83.1500015258789,84.4000015258789,1066416,2020-11-09
2020-11-16,101.7786865234375,101.9000015258789,109.6500015258789,90.05000305175781,90.05000305175781,568941,2020-11-16
2020-11-23,99.1318359375,99.25,103.69999694824219,96.6500015258789,101.9000015258789,283416,2020-11-23
2020-11-30,105.57415771484375,105.69999694824219,110.5,98.8499984741211,99.25,729186,2020-11-30
2020-12-07,115.11279296875,115.25,130.64999389648438,106.5,109.0999984741211,2679243,2020-12-07
2020-12-14,117.16035461425781,117.30000305175781,125.0,113.19999694824219,117.44999694824219,750735,2020-12-14
2020-12-21,116.16154479980469,116.30000305175781,130.10000610351562,104.0,117.55000305175781,1221030,2020-12-21
2020-12-28,119.2079086303711,119.3499984741211,122.4000015258789,113.4000015258789,114.25,474907,2020-12-28
2021-01-04,130.5443878173828,130.6999969482422,137.75,116.5,120.0,3523058,2021-01-04
2021-01-11,124.80123901367188,124.94999694824219,132.85000610351562,124.1500015258789,131.3000030517578,1277011,2021-01-11
2021-01-18,122.35415649414062,122.5,134.6999969482422,120.0999984741211,128.5,938336,2021-01-18
2021-01-25,116.26142120361328,116.4000015258789,125.4000015258789,107.25,124.0,540515,2021-01-25
2021-02-01,116.01171875,116.1500015258789,127.55000305175781,114.3499984741211,116.9000015258789,934109,2021-02-01
2021-02-08,116.71088409423828,116.8499984741211,120.0,109.5,116.94999694824219,1223081,2021-02-08
2021-02-15,130.34463500976562,130.5,138.85000610351562,121.55000305175781,126.9000015258789,2529989,2021-02-15
2021-02-22,127.69778442382812,127.8499984741211,134.0,123.19999694824219,132.0,1517864,2021-02-22
2021-03-01,136.38743591308594,136.5500030517578,148.5500030517578,127.5,129.89999389648438,1786490,2021-03-01
2021-03-08,132.19244384765625,132.35000610351562,143.8000030517578,130.60000610351562,137.9499969482422,567554,2021-03-08
2021-03-15,117.01052856445312,117.1500015258789,134.89999389648438,113.4000015258789,131.5,878945,2021-03-15
2021-03-22,113.11517333984375,113.25,125.9000015258789,112.4000015258789,117.80000305175781,847744,2021-03-22
2021-03-29,121.45523071289062,121.5999984741211,124.69999694824219,113.0,113.25,273393,2021-03-29
2021-04-05,120.05689239501953,120.19999694824219,122.75,117.30000305175781,121.5999984741211,305885,2021-04-05
2021-04-12,112.51588439941406,112.6500015258789,119.0999984741211,110.5,118.0,240174,2021-04-12
2021-04-19,111.81671905517578,111.94999694824219,115.19999694824219,106.0,110.0,252363,2021-04-19
2021-04-26,114.81314086914062,114.94999694824219,119.5,111.25,114.5,876082,2021-04-26
2021-05-03,121.55510711669922,121.69999694824219,128.60000610351562,113.0,116.0,948538,2021-05-03
2021-05-10,129.49563598632812,129.64999389648438,138.89999389648438,123.5,124.69999694824219,1479984,2021-05-10
2021-05-17,120.60623931884766,120.75,132.3000030517578,119.5,132.3000030517578,936796,2021-05-17
2021-05-24,133.9902801513672,134.14999389648438,144.9499969482422,120.0,121.4000015258789,5379138,2021-05-24
2021-05-31,137.88565063476562,138.0500030517578,140.0,131.10000610351562,134.14999389648438,1311295,2021-05-31
2021-06-07,138.0854034423828,138.25,147.39999389648438,136.5,141.0,2653848,2021-06-07
2021-06-14,142.0806427001953,142.25,153.8000030517578,136.0,140.89999389648438,6531844,2021-06-14
2021-06-21,145.12701416015625,145.3000030517578,149.8000030517578,138.0,138.1999969482422,1423163,2021-06-21
2021-06-28,136.2875518798828,136.4499969482422,147.0,136.1999969482422,147.0,1064265,2021-06-28
2021-07-05,142.48016357421875,142.64999389648438,146.8000030517578,137.4499969482422,137.9499969482422,1463833,2021-07-05
2021-07-12,137.9355926513672,138.10000610351562,146.3000030517578,137.89999389648438,143.89999389648438,710818,2021-07-12
2021-07-19,135.33868408203125,135.5,138.89999389648438,128.0,137.85000610351562,558138,2021-07-19
2021-07-26,143.07945251464844,143.25,146.0,134.5500030517578,134.85000610351562,1863917,2021-07-26
2021-08-02,134.9890899658203,135.14999389648438,144.89999389648438,134.5,143.0,1917559,2021-08-02
2021-08-09,134.239990234375,134.39999389648438,139.6999969482422,132.0,136.60000610351562,1001930,2021-08-09
2021-08-16,137.0865936279297,137.25,143.6999969482422,131.5500030517578,132.0500030517578,1752941,2021-08-16
2021-08-23,145.72628784179688,145.89999389648438,152.89999389648438,132.3000030517578,138.0500030517578,5644080,2021-08-23
2021-08-30,134.33987426757812,134.5,148.8000030517578,133.9499969482422,146.4499969482422,2194665,2021-08-30
2021-09-06,132.99147033691406,133.14999389648438,137.0,132.0,135.75,598763,2021-09-06
2021-09-13,131.5931396484375,131.75,136.10000610351562,131.5,133.85000610351562,729043,2021-09-13
2021-09-20,130.49444580078125,130.64999389648438,135.8000030517578,128.25,131.6999969482422,585345,2021-09-20
2021-09-27,127.24832916259766,127.4000015258789,131.85000610351562,125.0999984741211,131.75,812281,2021-09-27
2021-10-04,130.9439239501953,131.10000610351562,132.9499969482422,125.19999694824219,128.10000610351562,888666,2021-10-04
2021-10-11,133.341064453125,133.5,136.0,130.5500030517578,132.3000030517578,534594,2021-10-11
2021-10-18,130.9439239501953,131.10000610351562,135.3000030517578,126.0,133.1999969482422,893907,2021-10-18
2021-10-25,127.79766845703125,127.94999694824219,132.9499969482422,124.69999694824219,132.1999969482422,385870,2021-10-25
2021-11-01,128.1472625732422,128.3000030517578,130.60000610351562,126.19999694824219,128.75,331732,2021-11-01
2021-11-08,129.84523010253906,130.0,135.0,127.05000305175781,128.4499969482422,895443,2021-11-08
2021-11-15,121.00576782226562,121.1500015258789,130.85000610351562,120.5,130.0,340989,2021-11-15
2021-11-22,117.90946197509766,118.05000305175781,121.19999694824219,112.25,121.1500015258789,430576,2021-11-22
2021-11-29,117.8095703125,117.94999694824219,125.0999984741211,112.94999694824219,119.0,993052,2021-11-29
2021-12-06,126.698974609375,126.8499984741211,130.35000610351562,120.0,120.0,1018412,2021-12-06
2021-12-13,124.80123901367188,124.94999694824219,130.39999389648438,121.9000015258789,125.8499984741211,769354,2021-12-13
2021-12-20,124.75130462646484,124.9000015258789,127.0,119.4000015258789,123.0,396752,2021-12-20
2021-12-27,133.49087524414062,133.64999389648438,136.0,124.0,124.1500015258789,705900,2021-12-27
2022-01-03,130.5443878173828,130.6999969482422,140.0,127.94999694824219,133.75,1481697,2022-01-03
2022-01-10,139.23403930664062,139.39999389648438,140.4499969482422,129.9499969482422,132.64999389648438,926392,2022-01-10
2022-01-17,131.49325561523438,131.64999389648438,141.14999389648438,130.5,139.60000610351562,487133,2022-01-17
2022-01-24,123.40290832519531,123.55000305175781,131.4499969482422,119.0,131.0500030517578,367639,2022-01-24
2022-01-31,118.05927276611328,118.19999694824219,125.80000305175781,116.9000015258789,125.5999984741211,521236,2022-01-31
2022-02-07,107.07237243652344,107.19999694824219,119.3499984741211,106.4000015258789,119.3499984741211,607830,2022-02-07
2022-02-14,102.12826538085938,102.25,119.80000305175781,100.19999694824219,107.0,934574,2022-02-14
2022-02-21,84.64910125732422,84.75,103.3499984741211,82.30000305175781,102.5999984741211,945242,2022-02-21
2022-02-28,86.84648132324219,86.94999694824219,90.0,81.44999694824219,85.69999694824219,470476,2022-02-28
2022-03-07,90.94160461425781,91.05000305175781,94.5,82.30000305175781,86.44999694824219,565569,2022-03-07
2022-03-14,92.63957977294922,92.75,95.69999694824219,87.80000305175781,92.0999984741211,662457,2022-03-14
2022-03-21,90.94160461425781,91.05000305175781,94.4000015258789,90.0,93.5,435364,2022-03-21
2022-03-28,98.18297576904297,98.30000305175781,100.0,87.0999984741211,91.8499984741211,734655,2022-03-28
2022-04-04,105.32445526123047,105.44999694824219,111.0,98.69999694824219,98.69999694824219,811410,2022-04-04
2022-04-11,107.32207489013672,107.44999694824219,110.94999694824219,105.19999694824219,105.44999694824219,329062,2022-04-11
2022-04-18,124.901123046875,125.05000305175781,126.44999694824219,105.0,107.5,1264258,2022-04-18
2022-04-25,126.5990982055664,126.75,128.10000610351562,120.44999694824219,124.5,823782,2022-04-25
2022-05-02,111.5670166015625,111.69999694824219,125.0,110.0999984741211,123.0,239363,2022-05-02
2022-05-09,107.122314453125,107.25,114.5999984741211,100.55000305175781,113.80000305175781,246361,2022-05-09
2022-05-16,101.72874450683594,101.8499984741211,110.94999694824219,98.5999984741211,109.9000015258789,377591,2022-05-16
2022-05-23,100.92969512939453,101.05000305175781,104.94999694824219,90.05000305175781,98.05000305175781,365438,2022-05-23
2022-05-30,104.72516632080078,104.8499984741211,106.5999984741211,97.55000305175781,102.05000305175781,262964,2022-05-30
2022-06-06,104.72516632080078,104.8499984741211,107.94999694824219,102.69999694824219,104.94999694824219,132312,2022-06-06
2022-06-13,95.43624877929688,95.55000305175781,106.1500015258789,94.05000305175781,102.5,235448,2022-06-13
2022-06-20,98.43267822265625,98.55000305175781,101.5,88.0,96.0,133724,2022-06-20
2022-06-27,98.63243103027344,98.75,101.80000305175781,96.5,99.44999694824219,75429,2022-06-27
2022-07-04,104.72516632080078,104.8499984741211,106.4000015258789,90.3499984741211,99.6500015258789,201719,2022-07-04
2022-07-11,104.72516632080078,104.8499984741211,107.55000305175781,101.5999984741211,104.8499984741211,106824,2022-07-11
2022-07-18,105.47427368164062,105.5999984741211,110.80000305175781,104.0,105.8499984741211,203297,2022-07-18
2022-07-25,114.51350402832031,114.6500015258789,124.0,105.0,105.5999984741211,424659,2022-07-25
2022-08-01,125.3505859375,125.5,128.0,113.6500015258789,115.25,677923,2022-08-01
2022-08-08,125.10088348388672,125.25,132.0,118.0999984741211,125.0,685952,2022-08-08
2022-08-15,126.04975128173828,126.19999694824219,129.89999389648438,122.75,125.25,302330,2022-08-15
2022-08-22,129.04617309570312,129.1999969482422,133.8000030517578,124.75,124.75,381196,2022-08-22
2022-08-29,132.94154357910156,133.10000610351562,139.0,125.55000305175781,125.55000305175781,637998,2022-08-29
2022-09-05,133.79052734375,133.9499969482422,138.0,129.6999969482422,133.0,357129,2022-09-05
2022-09-12,135.3886260986328,135.5500030517578,142.5,131.0,134.0,582321,2022-09-12
2022-09-19,134.1900634765625,134.35000610351562,137.0,128.3000030517578,136.0,327280,2022-09-19
2022-09-26,124.85118103027344,125.0,133.0,119.69999694824219,132.35000610351562,276149,2022-09-26
2022-10-03,128.79647827148438,128.9499969482422,129.9499969482422,121.94999694824219,126.0,131373,2022-10-03
2022-10-10,123.6526107788086,123.80000305175781,136.9499969482422,121.3499984741211,128.9499969482422,452086,2022-10-10
2022-10-17,130.04498291015625,130.1999969482422,131.8000030517578,122.44999694824219,124.94999694824219,222215,2022-10-17
2022-10-24,129.19601440429688,129.35000610351562,131.0,125.05000305175781,130.0,113627,2022-10-24
2022-10-31,133.49087524414062,133.64999389648438,143.5500030517578,126.80000305175781,130.8000030517578,290588,2022-10-31
2022-11-07,130.74415588378906,130.89999389648438,134.0500030517578,127.19999694824219,131.9499969482422,345161,2022-11-07
2022-11-14,127.69778442382812,127.8499984741211,135.8000030517578,126.0,129.9499969482422,289724,2022-11-14
2022-11-21,131.7429656982422,131.89999389648438,132.6999969482422,126.05000305175781,130.0,141073,2022-11-21
2022-11-28,129.7952880859375,129.9499969482422,133.39999389648438,128.0500030517578,131.8000030517578,304173,2022-11-28
2022-12-05,123.15320587158203,123.30000305175781,131.0,122.0,129.9499969482422,346233,2022-12-05
2022-12-12,123.25308990478516,123.4000015258789,127.55000305175781,122.25,124.80000305175781,208425,2022-12-12
2022-12-19,108.42076873779297,108.55000305175781,125.80000305175781,106.05000305175781,123.25,374201,2022-12-19
2022-12-26,115.2126693725586,115.3499984741211,117.9000015258789,108.1500015258789,110.4000015258789,251192,2022-12-26
2023-01-02,117.45999145507812,117.5999984741211,118.94999694824219,111.5999984741211,116.4000015258789,165766,2023-01-02
2023-01-09,118.85832214355469,119.0,124.5,115.55000305175781,119.9000015258789,263415,2023-01-09
2023-01-16,116.81076049804688,116.94999694824219,121.0,113.6500015258789,119.3499984741211,207367,2023-01-16
2023-01-23,114.01409912109375,114.1500015258789,121.0,112.5,118.0,111001,2023-01-23
2023-01-30,116.26142120361328,116.4000015258789,120.0,113.05000305175781,115.8499984741211,140743,2023-01-30
2023-02-06,120.95582580566406,121.0999984741211,123.30000305175781,114.0,117.69999694824219,229970,2023-02-06
2023-02-13,117.55986785888672,117.69999694824219,123.0,116.19999694824219,123.0,204612,2023-02-13
2023-02-20,105.57415771484375,105.69999694824219,119.0,105.05000305175781,119.0,198951,2023-02-20
2023-02-27,105.17463684082031,105.30000305175781,108.9000015258789,98.55000305175781,105.94999694824219,212267,2023-02-27
2023-03-06,118.05927276611328,118.19999694824219,119.44999694824219,105.9000015258789,107.80000305175781,265050,2023-03-06
2023-03-13,118.15916442871094,118.30000305175781,119.94999694824219,114.0,117.94999694824219,361552,2023-03-13
2023-03-20,118.50874328613281,118.6500015258789,121.0,112.19999694824219,118.3499984741211,369179,2023-03-20
