Date,Adj Close_GVT&D.NS,Close_GVT&D.NS,High_GVT&D.NS,Low_GVT&D.NS,Open_GVT&D.NS,Volume_GVT&D.NS,Date
2023-03-27,119.10802459716797,119.25,122.55000305175781,112.9000015258789,117.0,158023,2023-03-27
2023-04-03,126.54915618896484,126.69999694824219,129.0,119.25,119.25,280264,2023-04-03
2023-04-10,137.68588256835938,137.85000610351562,139.39999389648438,125.05000305175781,126.69999694824219,556401,2023-04-10
2023-04-17,142.0806427001953,142.25,147.0,136.0,137.85000610351562,1493388,2023-04-17
2023-04-24,175.99021911621094,176.1999969482422,185.0,140.5,143.0,10481744,2023-04-24
2023-05-01,208.70123291015625,208.9499969482422,214.5500030517578,172.0500030517578,176.1999969482422,4122072,2023-05-01
2023-05-08,217.94021606445312,218.1999969482422,229.6999969482422,197.0500030517578,209.75,3437383,2023-05-08
2023-05-15,233.02224731445312,233.3000030517578,241.0,204.39999389648438,217.9499969482422,2080844,2023-05-15
2023-05-22,194.16854858398438,194.39999389648438,234.5,180.0,231.0,571438,2023-05-22
2023-05-29,179.98545837402344,180.1999969482422,192.89999389648438,176.89999389648438,191.0,254105,2023-05-29
2023-06-05,209.10076904296875,209.35000610351562,223.0,179.0,181.89999389648438,517767,2023-06-05
2023-06-12,206.40396118164062,206.64999389648438,218.0,195.3000030517578,211.9499969482422,181580,2023-06-12
2023-06-19,208.90098571777344,209.14999389648438,227.0,202.60000610351562,206.64999389648438,373653,2023-06-19
2023-06-26,219.03890991210938,219.3000030517578,225.0,206.0,215.0,185576,2023-06-26
2023-07-03,222.38491821289062,222.64999389648438,229.4499969482422,210.0,219.4499969482422,273023,2023-07-03
2023-07-10,237.3670654296875,237.64999389648438,237.64999389648438,212.0,222.3000030517578,398420,2023-07-10
2023-07-17,254.29689025878906,254.60000610351562,261.95001220703125,240.10000610351562,242.0,347373,2023-07-17
2023-07-24,242.66075134277344,242.9499969482422,261.04998779296875,235.35000610351562,254.60000610351562,348438,2023-07-24
2023-07-31,262.7867736816406,263.1000061035156,264.8999938964844,235.25,242.75,316913,2023-07-31
2023-08-07,314.2254638671875,314.6000061035156,314.6000061035156,260.0,265.0,543347,2023-08-07
2023-08-14,350.73193359375,351.1499938964844,364.1000061035156,330.29998779296875,330.29998779296875,1921503,2023-08-14
2023-08-21,350.7818908691406,351.20001220703125,368.70001220703125,339.0,357.79998779296875,759168,2023-08-21
2023-08-28,315.7236633300781,316.1000061035156,368.75,306.70001220703125,351.0,2100145,2023-08-28
2023-09-04,344.2896423339844,344.70001220703125,346.8999938964844,305.0,308.1499938964844,975846,2023-09-04
2023-09-11,377.7996826171875,378.25,378.25,324.70001220703125,349.8999938964844,914342,2023-09-11
2023-09-18,401.37158203125,401.8500061035156,417.0,372.0,397.1499938964844,839886,2023-09-18
2023-09-25,442.12298583984375,442.6499938964844,450.0,382.1499938964844,402.04998779296875,1006088,2023-09-25
2023-10-02,404.31805419921875,404.79998779296875,449.29998779296875,402.0,442.6499938964844,233177,2023-10-02
2023-10-09,393.98040771484375,394.45001220703125,414.0,385.54998779296875,400.0,91769,2023-10-09
2023-10-16,392.5321044921875,393.0,414.1499938964844,372.1499938964844,397.04998779296875,194461,2023-10-16
2023-10-23,371.55712890625,372.0,396.95001220703125,349.0,377.0,172384,2023-10-23
2023-10-30,390.08502197265625,390.54998779296875,403.0,356.95001220703125,382.0,138841,2023-10-30
2023-11-06,389.5856018066406,390.04998779296875,402.0,371.1499938964844,390.54998779296875,224911,2023-11-06
2023-11-13,401.7211608886719,402.20001220703125,402.20001220703125,373.79998779296875,387.0,271342,2023-11-13
2023-11-20,414.55584716796875,415.04998779296875,422.5,394.0,402.25,678200,2023-11-20
2023-11-27,416.75323486328125,417.25,430.0,405.1000061035156,415.04998779296875,196540,2023-11-27
2023-12-04,428.68902587890625,429.20001220703125,445.0,401.25,429.0,185095,2023-12-04
2023-12-11,478.679443359375,479.25,492.3999938964844,414.3999938964844,443.3999938964844,339692,2023-12-11
2023-12-18,463.14794921875,463.70001220703125,484.95001220703125,424.25,479.25,342478,2023-12-18
2023-12-25,502.750732421875,503.3500061035156,503.3500061035156,456.0,463.70001220703125,187078,2023-12-25
2024-01-01,577.9611206054688,578.6500244140625,610.0,504.0,504.0,1031492,2024-01-01
2024-01-08,631.8968505859375,632.6500244140625,644.0,552.6500244140625,580.0,1118430,2024-01-08
2024-01-15,654.4699096679688,655.25,669.0,612.2000122070312,632.0,806028,2024-01-15
2024-01-22,626.7529296875,627.5,665.0,614.0999755859375,655.25,162434,2024-01-22
2024-01-29,708.5554809570312,709.4000244140625,715.0,623.0,627.0,470062,2024-01-29
2024-02-05,823.5183715820312,824.5,843.0,673.9500122070312,715.0,707503,2024-02-05
2024-02-12,781.7681884765625,782.7000122070312,842.0,762.4000244140625,824.5,567695,2024-02-12
2024-02-19,826.2152099609375,827.2000122070312,830.8499755859375,745.5499877929688,785.0,1376612,2024-02-19
2024-02-26,954.0628051757812,955.2000122070312,956.9500122070312,830.8499755859375,838.9000244140625,478017,2024-02-26
2024-03-04,959.15673828125,960.2999877929688,989.0,911.4000244140625,982.6500244140625,301806,2024-03-04
2024-03-11,857.8274536132812,858.8499755859375,1007.0,826.0999755859375,972.0,400449,2024-03-11
2024-03-18,883.2471923828125,884.2999877929688,899.9000244140625,805.0,858.0,389979,2024-03-18
2024-03-25,847.2401123046875,848.25,895.5999755859375,805.0499877929688,881.0,277431,2024-03-25
2024-04-01,965.44921875,966.5999755859375,999.7000122070312,840.0,855.0,571391,2024-04-01
2024-04-08,903.9724731445312,905.0499877929688,1005.0,888.0,1005.0,482523,2024-04-08
2024-04-15,950.6168823242188,951.75,972.0,859.7999877929688,880.4000244140625,1000209,2024-04-15
2024-04-22,1088.402587890625,1089.699951171875,1140.0,951.8499755859375,951.8499755859375,617080,2024-04-22
2024-04-29,1126.107666015625,1127.449951171875,1199.0,1080.0,1089.0,305776,2024-04-29
2024-05-06,993.4158325195312,994.5999755859375,1149.949951171875,957.3499755859375,1130.5,604648,2024-05-06
2024-05-13,1310.488037109375,1312.050048828125,1312.050048828125,971.0499877929688,980.0,721465,2024-05-13
2024-05-20,1372.2642822265625,1373.9000244140625,1484.0,1249.5999755859375,1249.5999755859375,732573,2024-05-20
2024-05-27,1358.73046875,1360.3499755859375,1414.0,1232.4000244140625,1373.9000244140625,817551,2024-05-27
2024-06-03,1318.5283203125,1320.0999755859375,1428.3499755859375,1222.6500244140625,1428.3499755859375,627524,2024-06-03
2024-06-10,1590.853759765625,1592.75,1640.699951171875,1301.4000244140625,1320.0,857338,2024-06-10
2024-06-17,1583.113037109375,1585.0,1660.0,1500.0,1592.75,462606,2024-06-17
2024-06-24,1489.924072265625,1491.699951171875,1615.0,1435.6500244140625,1590.0,320921,2024-06-24
2024-07-01,1692.133056640625,1694.1500244140625,1720.949951171875,1460.0,1491.699951171875,787555,2024-07-01
2024-07-08,1676.251953125,1678.25,1719.9000244140625,1600.0,1694.1500244140625,564719,2024-07-08
2024-07-15,1513.5458984375,1515.3499755859375,1762.0,1515.3499755859375,1762.0,572982,2024-07-15
2024-07-22,1566.3328857421875,1568.199951171875,1590.0,1405.050048828125,1439.5999755859375,565910,2024-07-22
2024-07-29,1745.4195556640625,1747.5,1747.5,1520.0,1585.0,954739,2024-07-29
2024-08-05,1764.346923828125,1766.449951171875,1812.300048828125,1641.050048828125,1720.0,1059056,2024-08-05
2024-08-12,1738.0782470703125,1740.1500244140625,1774.6500244140625,1636.5999755859375,1730.699951171875,924362,2024-08-12
2024-08-19,1713.2078857421875,1715.25,1889.9000244140625,1631.6500244140625,1741.0,1275225,2024-08-19
2024-08-26,1711.559814453125,1713.5999755859375,1748.0,1612.0,1748.0,1074449,2024-08-26
2024-09-02,1569.699951171875,1569.699951171875,1739.0,1548.0,1714.0,962000,2024-09-02
2024-09-09,1714.25,1714.25,1807.9000244140625,1569.699951171875,1580.199951171875,910193,2024-09-09
2024-09-16,1572.9000244140625,1572.9000244140625,1750.949951171875,1526.5,1720.0,5063905,2024-09-16
2024-09-23,1703.4000244140625,1703.4000244140625,1705.75,1494.25,1494.25,4423375,2024-09-23
2024-09-30,1660.949951171875,1660.949951171875,1733.0,1602.0,1697.550048828125,819787,2024-09-30
2024-10-07,1775.699951171875,1775.699951171875,1824.800048828125,1577.9000244140625,1689.800048828125,2477527,2024-10-07
2024-10-14,1824.8499755859375,1824.8499755859375,1969.0,1751.0999755859375,1800.0,2137969,2024-10-14
2024-10-21,1679.4000244140625,1679.4000244140625,1829.6500244140625,1645.0999755859375,1829.6500244140625,2590747,2024-10-21
2024-10-28,1803.300048828125,1803.300048828125,1847.800048828125,1601.25,1652.0,1116553,2024-10-28
2024-11-04,1771.0999755859375,1771.0999755859375,1820.0,1715.0,1805.0,83319,2024-11-04
2024-11-11,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-11-11
2024-11-18,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-11-18
2024-11-25,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-11-25
2024-12-02,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-12-02
2024-12-09,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-12-09
2024-12-16,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-12-16
2024-12-23,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-12-23
2024-12-30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2024-12-30
2025-01-06,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-01-06
2025-01-13,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-01-13
2025-01-20,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-01-20
2025-01-27,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-01-27
2025-02-03,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-02-03
2025-02-10,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-02-10
2025-02-17,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-02-17
2025-02-24,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-02-24
2025-03-03,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-03-03
2025-03-10,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-03-10
2025-03-17,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-03-17
2025-03-24,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-03-24
2025-03-31,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-03-31
2025-04-07,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-04-07
2025-04-14,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-04-14
2025-04-21,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-04-21
2025-04-28,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-04-28
2025-05-05,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-05-05
2025-05-12,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-05-12
2025-05-19,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-05-19
2025-05-26,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-05-26
2025-06-02,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-06-02
2025-06-09,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-06-09
2025-06-16,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-06-16
2025-06-23,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-06-23
2025-06-30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-06-30
2025-07-07,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,2025-07-07
