Date,Adj Close_VINNY.NS,Close_VINNY.NS,High_VINNY.NS,Low_VINNY.NS,Open_VINNY.NS,Volume_VINNY.NS,Date
2020-07-13,1.6403160095214844,1.6403160095214844,1.6403160095214844,1.6403160095214844,1.6403160095214844,0,2020-07-13
2020-07-20,1.5019760131835938,1.5019760131835938,1.5019760131835938,1.5019760131835938,1.5019760131835938,75900,2020-07-20
2020-07-27,1.5019760131835938,1.5019760131835938,1.600790023803711,1.5019760131835938,1.5019760131835938,455400,2020-07-27
2020-08-03,1.600790023803711,1.600790023803711,1.600790023803711,1.5019760131835938,1.5019760131835938,986700,2020-08-03
2020-08-10,1.600790023803711,1.600790023803711,1.600790023803711,1.600790023803711,1.600790023803711,227700,2020-08-10
2020-08-17,1.6996040344238281,1.6996040344238281,1.6996040344238281,1.600790023803711,1.600790023803711,151800,2020-08-17
2020-08-24,1.6205530166625977,1.6205530166625977,1.6205530166625977,1.6205530166625977,1.6205530166625977,75900,2020-08-24
2020-08-31,1.6205530166625977,1.6205530166625977,1.6205530166625977,1.6205530166625977,1.6205530166625977,0,2020-08-31
2020-09-07,1.5415010452270508,1.5415010452270508,1.6205530166625977,1.5415010452270508,1.6205530166625977,75900,2020-09-07
2020-09-14,1.4624500274658203,1.4624500274658203,1.5415010452270508,1.4624500274658203,1.5415010452270508,75900,2020-09-14
2020-09-21,1.6205530166625977,1.6205530166625977,1.6205530166625977,1.4229240417480469,1.4229240417480469,683100,2020-09-21
2020-09-28,1.6403160095214844,1.6403160095214844,1.6403160095214844,1.6403160095214844,1.6403160095214844,303600,2020-09-28
2020-10-05,1.658102035522461,1.658102035522461,1.658102035522461,1.6403160095214844,1.6403160095214844,607200,2020-10-05
2020-10-12,1.658102035522461,1.658102035522461,1.658102035522461,1.658102035522461,1.658102035522461,0,2020-10-12
2020-10-19,1.660079002380371,1.660079002380371,1.660079002380371,1.658102035522461,1.658102035522461,607200,2020-10-19
2020-10-26,1.660079002380371,1.660079002380371,1.660079002380371,1.660079002380371,1.660079002380371,0,2020-10-26
2020-11-02,1.6679840087890625,1.6679840087890625,1.675889015197754,1.6679840087890625,1.6679840087890625,759000,2020-11-02
