Date,Adj Close_POLYMED.NS,Close_POLYMED.NS,High_POLYMED.NS,Low_POLYMED.NS,Open_POLYMED.NS,Volume_POLYMED.NS,Date
2021-05-10,995.6141967773438,1004.2000122070312,1069.3499755859375,990.0,1005.0,614575,2021-05-10
2021-05-17,1123.461669921875,1133.1500244140625,1144.699951171875,995.9000244140625,1004.2000122070312,1300261,2021-05-17
2021-05-24,1024.91162109375,1033.75,1165.0,1000.0,1148.300048828125,2437817,2021-05-24
2021-05-31,992.2927856445312,1000.8499755859375,1053.25,1000.0,1044.0,517783,2021-05-31
2021-06-07,957.7407836914062,966.0,1022.5499877929688,956.0999755859375,1008.0499877929688,550132,2021-06-07
2021-06-14,892.0076293945312,899.7000122070312,979.9500122070312,872.4000244140625,965.0,1263262,2021-06-14
2021-06-21,980.5936889648438,989.0499877929688,994.75,880.0,900.0,1000005,2021-06-21
2021-06-28,993.879150390625,1002.4500122070312,1025.25,977.0499877929688,998.6500244140625,773773,2021-06-28
2021-07-05,979.2552490234375,987.7000122070312,1004.4500122070312,960.0,1004.2999877929688,547094,2021-07-05
2021-07-12,960.8638305664062,969.1500244140625,997.75,965.25,995.0,236180,2021-07-12
2021-07-19,995.3663330078125,1003.9500122070312,1016.0999755859375,936.0999755859375,958.75,348855,2021-07-19
2021-07-26,973.2073974609375,981.5999755859375,1094.25,977.0,1011.0,1479066,2021-07-26
2021-08-02,956.2040405273438,964.4500122070312,990.4500122070312,940.1500244140625,980.0999755859375,455572,2021-08-02
2021-08-09,892.9991455078125,900.7000122070312,970.9000244140625,855.2000122070312,964.4500122070312,561219,2021-08-09
2021-08-16,899.1460571289062,906.9000244140625,925.0,821.0,899.7999877929688,809981,2021-08-16
2021-08-23,921.15625,929.0999755859375,947.8499755859375,910.0,911.4500122070312,668907,2021-08-23
2021-08-30,951.3954467773438,959.5999755859375,975.0,929.1500244140625,935.0,457245,2021-08-30
2021-09-06,972.8603515625,981.25,1010.0,951.2000122070312,957.0,436587,2021-09-06
2021-09-13,943.1664428710938,951.2999877929688,1020.0,932.0,989.0,1536909,2021-09-13
2021-09-20,950.135009765625,955.9000244140625,975.7999877929688,922.0,949.0,357183,2021-09-20
2021-09-27,929.8084106445312,935.4500122070312,963.5499877929688,921.0,951.0499877929688,178890,2021-09-27
2021-10-04,933.436279296875,939.0999755859375,963.0,768.0,937.5999755859375,301328,2021-10-04
2021-10-11,986.56396484375,992.5499877929688,1024.0,930.0999755859375,930.0999755859375,573111,2021-10-11
2021-10-18,914.1533203125,919.7000122070312,998.9000244140625,898.25,998.9000244140625,369884,2021-10-18
2021-10-25,918.0794677734375,923.6500244140625,938.0,888.0999755859375,919.0999755859375,190015,2021-10-25
2021-11-01,906.6488647460938,912.1500244140625,930.0499877929688,902.25,926.0,85681,2021-11-01
2021-11-08,921.90625,927.5,950.0,902.4000244140625,908.2000122070312,274781,2021-11-08
2021-11-15,900.9832153320312,906.4500122070312,944.0,895.1500244140625,927.5,186240,2021-11-15
2021-11-22,972.0023803710938,977.9000244140625,1020.0,870.0,901.0,540843,2021-11-22
2021-11-29,1031.044189453125,1037.300048828125,1078.0,1000.2999877929688,1020.0,1310070,2021-11-29
2021-12-06,976.2266235351562,982.1500244140625,1044.5999755859375,957.5999755859375,1044.5999755859375,342446,2021-12-06
2021-12-13,919.4710083007812,925.0499877929688,994.0,895.2999877929688,982.1500244140625,341555,2021-12-13
2021-12-20,898.6970825195312,904.1500244140625,932.4000244140625,877.5999755859375,925.0499877929688,205489,2021-12-20
2021-12-27,952.1726684570312,957.9500122070312,977.3499755859375,890.0,904.1500244140625,508132,2021-12-27
2022-01-03,924.88818359375,930.5,994.0,925.0,958.8499755859375,355544,2022-01-03
2022-01-10,927.323486328125,932.9500122070312,952.5999755859375,916.0999755859375,937.9500122070312,139741,2022-01-10
2022-01-17,886.3718872070312,891.75,937.0,872.0,934.0,209530,2022-01-17
2022-01-24,904.0148315429688,909.5,921.0,818.0499877929688,905.25,272703,2022-01-24
2022-01-31,858.0438232421875,863.25,920.0,855.0,901.0,294550,2022-01-31
2022-02-07,775.5940551757812,780.2999877929688,867.5999755859375,737.0499877929688,867.5999755859375,962741,2022-02-07
2022-02-14,738.9662475585938,743.4500122070312,780.0,726.0,764.0,276143,2022-02-14
2022-02-21,764.8591918945312,769.5,777.0,685.5999755859375,743.0,291701,2022-02-21
2022-02-28,802.3815307617188,807.25,824.5999755859375,760.7999877929688,766.0,246061,2022-02-28
2022-03-07,798.6043701171875,803.4500122070312,817.7000122070312,775.0499877929688,775.0499877929688,188842,2022-03-07
2022-03-14,833.04541015625,838.0999755859375,854.7000122070312,793.5999755859375,807.5,219660,2022-03-14
2022-03-21,842.736572265625,847.8499755859375,863.9500122070312,811.0999755859375,845.0,599896,2022-03-21
2022-03-28,927.2737426757812,932.9000244140625,975.0,804.0999755859375,856.0,994026,2022-03-28
2022-04-04,886.1233520507812,891.5,932.0,880.0,932.0,169156,2022-04-04
2022-04-11,896.3612670898438,901.7999877929688,911.0,885.0999755859375,894.0,68898,2022-04-11
2022-04-18,892.7830200195312,898.2000122070312,932.2000122070312,886.0,905.0,206058,2022-04-18
2022-04-25,867.6355590820312,872.9000244140625,923.9500122070312,862.5,900.0,200250,2022-04-25
2022-05-02,824.8948974609375,829.9000244140625,914.0,820.0,870.0,161445,2022-05-02
2022-05-09,778.8244018554688,783.5499877929688,824.0,730.5499877929688,806.0,223304,2022-05-09
2022-05-16,725.2991943359375,729.7000122070312,822.0999755859375,690.0,787.5,341935,2022-05-16
2022-05-23,675.6504516601562,679.75,732.9000244140625,651.0999755859375,732.9000244140625,268299,2022-05-23
2022-05-30,757.802001953125,762.4000244140625,790.0,685.0,689.25,325615,2022-05-30
2022-06-06,699.0584106445312,703.2999877929688,776.9500122070312,700.2999877929688,766.0,123864,2022-06-06
2022-06-13,699.4559936523438,703.7000122070312,716.7000122070312,665.75,680.0,104153,2022-06-13
2022-06-20,741.0535888671875,745.5499877929688,754.7000122070312,662.4000244140625,707.25,187906,2022-06-20
2022-06-27,735.4376831054688,739.9000244140625,777.9500122070312,725.0499877929688,753.0,243874,2022-06-27
2022-07-04,732.3067016601562,736.75,776.9500122070312,729.0,739.7999877929688,209413,2022-07-04
2022-07-11,730.9151000976562,735.3499755859375,749.0,719.0,736.75,101052,2022-07-11
2022-07-18,775.146728515625,779.8499755859375,790.0,734.6500244140625,735.0999755859375,129709,2022-07-18
2022-07-25,725.8458862304688,730.25,777.6500244140625,723.1500244140625,770.0,178423,2022-07-25
2022-08-01,722.8142700195312,727.2000122070312,783.8499755859375,725.0,733.9500122070312,382956,2022-08-01
2022-08-08,728.2811279296875,732.7000122070312,755.0,710.0,720.0,202332,2022-08-08
2022-08-15,743.8367309570312,748.3499755859375,773.1500244140625,727.5499877929688,732.7000122070312,403819,2022-08-15
2022-08-22,753.7763671875,758.3499755859375,780.0,737.4000244140625,748.0,314772,2022-08-22
2022-08-29,894.0751342773438,899.5,939.9000244140625,739.5499877929688,746.9000244140625,1887798,2022-08-29
2022-09-05,862.1687622070312,867.4000244140625,908.8499755859375,845.0,900.0,136447,2022-09-05
2022-09-12,927.3731079101562,933.0,960.0,867.4500122070312,870.0,521763,2022-09-12
2022-09-19,892.25,895.2000122070312,942.0499877929688,868.0,920.0,168586,2022-09-19
2022-09-26,862.348876953125,865.2000122070312,912.0,845.0,890.75,274757,2022-09-26
2022-10-03,1007.319580078125,1010.6500244140625,1020.0,866.7999877929688,866.7999877929688,524745,2022-10-03
2022-10-10,933.4637451171875,936.5499877929688,1030.0,930.0,1008.7000122070312,336680,2022-10-10
2022-10-17,920.955078125,924.0,967.4500122070312,918.2999877929688,934.7999877929688,119636,2022-10-17
2022-10-24,918.7125244140625,921.75,960.0,910.5499877929688,933.1500244140625,83687,2022-10-24
2022-10-31,949.3611450195312,952.5,967.0,899.0,926.4000244140625,396323,2022-10-31
2022-11-07,998.14990234375,1001.4500122070312,1045.0,953.1500244140625,957.2999877929688,758352,2022-11-07
2022-11-14,960.7236328125,963.9000244140625,997.0,958.1500244140625,994.0499877929688,139298,2022-11-14
2022-11-21,956.78662109375,959.9500122070312,984.0499877929688,935.5499877929688,963.9000244140625,116371,2022-11-21
2022-11-28,960.8233032226562,964.0,995.4500122070312,957.0499877929688,959.9500122070312,126137,2022-11-28
2022-12-05,923.745849609375,926.7999877929688,973.0,922.0,964.0,64182,2022-12-05
2022-12-12,900.1239624023438,903.0999755859375,935.25,885.0,917.6500244140625,105901,2022-12-12
2022-12-19,876.6017456054688,879.5,948.4000244140625,870.0,900.0,316737,2022-12-19
2022-12-26,894.8912353515625,897.8499755859375,918.9000244140625,870.0499877929688,874.9000244140625,94768,2022-12-26
2023-01-02,904.8084716796875,907.7999877929688,918.5999755859375,891.0,902.0499877929688,85154,2023-01-02
2023-01-09,890.8546142578125,893.7999877929688,935.5,890.0,906.4500122070312,121667,2023-01-09
2023-01-16,873.96044921875,876.8499755859375,899.5,860.7999877929688,894.9000244140625,76177,2023-01-16
2023-01-23,868.5783081054688,871.4500122070312,882.0,860.5499877929688,876.8499755859375,41941,2023-01-23
2023-01-30,860.1062622070312,862.9500122070312,910.0,846.0,881.4500122070312,155970,2023-01-30
2023-02-06,898.977783203125,901.9500122070312,918.0,820.2999877929688,862.9500122070312,153524,2023-02-06
2023-02-13,888.661865234375,891.5999755859375,908.0499877929688,865.0499877929688,900.0,59264,2023-02-13
2023-02-20,965.7569580078125,968.9500122070312,975.0,884.5499877929688,891.5999755859375,212100,2023-02-20
2023-02-27,957.2850341796875,960.4500122070312,1015.0,916.2999877929688,977.4000244140625,997241,2023-02-27
2023-03-06,985.9900512695312,989.25,1011.0,925.5499877929688,960.0,614791,2023-03-06
2023-03-13,959.2783813476562,962.4500122070312,1045.0,922.0,986.0,661445,2023-03-13
2023-03-20,950.9558715820312,954.0999755859375,979.7999877929688,922.0,961.0,240439,2023-03-20
2023-03-27,949.5106811523438,952.6500244140625,989.0999755859375,924.0,950.0,411182,2023-03-27
2023-04-03,936.8026733398438,939.9000244140625,960.0,933.0,957.7000122070312,97018,2023-04-03
2023-04-10,927.9320678710938,931.0,952.7000122070312,927.0,948.0,104402,2023-04-10
2023-04-17,964.1123657226562,967.2999877929688,994.8499755859375,921.0999755859375,925.0,298439,2023-04-17
2023-04-24,975.5745239257812,978.7999877929688,1001.0,959.1500244140625,966.9500122070312,226370,2023-04-24
2023-05-01,970.7903442382812,974.0,994.5,966.9000244140625,978.7999877929688,145738,2023-05-01
2023-05-08,974.4283447265625,977.6500244140625,988.0,950.0,972.0,378898,2023-05-08
2023-05-15,968.7470703125,971.9500122070312,1015.0,967.7000122070312,977.6500244140625,366224,2023-05-15
2023-05-22,971.9863891601562,975.2000122070312,989.5,945.0,970.0,169934,2023-05-22
2023-05-29,966.5045166015625,969.7000122070312,985.0,966.0,980.0,441044,2023-05-29
2023-06-05,983.6478271484375,986.9000244140625,1027.699951171875,963.0,969.0,373302,2023-06-05
2023-06-12,1142.572265625,1146.3499755859375,1153.0,979.0,992.75,3841241,2023-06-12
2023-06-19,1146.609130859375,1150.4000244140625,1189.9000244140625,1119.25,1154.0,749288,2023-06-19
2023-06-26,1146.110595703125,1149.9000244140625,1184.6500244140625,1130.0,1150.0,299186,2023-06-26
2023-07-03,1144.1173095703125,1147.9000244140625,1174.550048828125,1120.0,1159.0,556928,2023-07-03
2023-07-10,1112.2227783203125,1115.9000244140625,1314.699951171875,1075.0,1147.9000244140625,2331232,2023-07-10
2023-07-17,1124.8311767578125,1128.550048828125,1160.949951171875,1075.25,1125.3499755859375,637170,2023-07-17
2023-07-24,1228.5380859375,1232.5999755859375,1270.449951171875,1130.300048828125,1132.75,1301821,2023-07-24
2023-07-31,1267.2103271484375,1271.4000244140625,1300.0,1201.6500244140625,1242.0999755859375,526689,2023-07-31
2023-08-07,1442.72998046875,1447.5,1506.75,1260.449951171875,1282.9000244140625,3230030,2023-08-07
2023-08-14,1336.531005859375,1340.949951171875,1499.0,1330.0,1450.0,399578,2023-08-14
2023-08-21,1407.346923828125,1412.0,1575.0,1321.050048828125,1330.0,1766353,2023-08-21
2023-08-28,1389.755126953125,1394.3499755859375,1492.949951171875,1390.0,1425.0,359769,2023-08-28
2023-09-04,1383.525634765625,1388.0999755859375,1424.949951171875,1364.800048828125,1409.9000244140625,386579,2023-09-04
2023-09-11,1493.56201171875,1498.5,1545.0,1331.050048828125,1388.0999755859375,959520,2023-09-11
2023-09-18,1378.0438232421875,1382.5999755859375,1516.4000244140625,1350.0,1507.949951171875,398144,2023-09-18
2023-09-25,1372.5029296875,1374.1500244140625,1415.949951171875,1364.300048828125,1396.949951171875,403288,2023-09-25
2023-10-02,1417.0494384765625,1418.75,1448.0,1373.949951171875,1374.1500244140625,268742,2023-10-02
2023-10-09,1370.7049560546875,1372.3499755859375,1414.0,1342.0,1410.0,299596,2023-10-09
2023-10-16,1381.6917724609375,1383.3499755859375,1401.3499755859375,1357.9000244140625,1381.9000244140625,160708,2023-10-16
2023-10-23,1373.7513427734375,1375.4000244140625,1389.5,1250.0999755859375,1389.5,380668,2023-10-23
2023-10-30,1460.697021484375,1462.449951171875,1475.0,1360.550048828125,1379.75,400395,2023-10-30
2023-11-06,1438.4736328125,1440.199951171875,1555.0,1362.8499755859375,1439.949951171875,1254520,2023-11-06
2023-11-13,1538.154052734375,1540.0,1550.0,1415.0,1448.300048828125,412449,2023-11-13
2023-11-20,1528.615478515625,1530.449951171875,1581.0,1503.050048828125,1535.0,222768,2023-11-20
2023-11-27,1590.890869140625,1592.800048828125,1608.0,1485.0,1530.449951171875,374191,2023-11-27
2023-12-04,1580.7529296875,1582.6500244140625,1677.0,1557.0,1610.0,558212,2023-12-04
2023-12-11,1556.1324462890625,1558.0,1615.949951171875,1522.199951171875,1600.0,338577,2023-12-11
2023-12-18,1457.8504638671875,1459.5999755859375,1558.0,1440.0,1558.0,222807,2023-12-18
2023-12-25,1488.1141357421875,1489.9000244140625,1550.0,1437.0999755859375,1459.5999755859375,685370,2023-12-25
2024-01-01,1485.2176513671875,1487.0,1503.0,1430.0,1490.0,320629,2024-01-01
2024-01-08,1460.697021484375,1462.449951171875,1547.800048828125,1457.050048828125,1487.0,391406,2024-01-08
2024-01-15,1452.1072998046875,1453.8499755859375,1477.5,1420.0,1475.4000244140625,83731,2024-01-15
2024-01-22,1423.1920166015625,1424.9000244140625,1461.0,1388.0,1453.8499755859375,100452,2024-01-22
2024-01-29,1518.2779541015625,1520.0999755859375,1532.0,1361.0,1420.0,741378,2024-01-29
2024-02-05,1530.563232421875,1532.4000244140625,1624.800048828125,1497.9000244140625,1520.0,395544,2024-02-05
2024-02-12,1581.202392578125,1583.0999755859375,1594.0,1480.0,1535.050048828125,150612,2024-02-12
2024-02-19,1602.87646484375,1604.800048828125,1729.0,1547.800048828125,1602.75,909424,2024-02-19
2024-02-26,1622.552734375,1624.5,1666.949951171875,1537.5,1599.8499755859375,871174,2024-02-26
2024-03-04,1568.5177001953125,1570.4000244140625,1652.0,1553.0999755859375,1621.550048828125,368611,2024-03-04
2024-03-11,1431.1324462890625,1432.8499755859375,1577.75,1373.0,1577.75,490305,2024-03-11
2024-03-18,1553.685546875,1555.550048828125,1563.949951171875,1415.0,1415.0999755859375,181200,2024-03-18
2024-03-25,1587.2950439453125,1589.199951171875,1595.0,1538.0999755859375,1544.75,74642,2024-03-25
2024-04-01,1565.671142578125,1567.550048828125,1595.199951171875,1545.050048828125,1589.199951171875,377819,2024-04-01
2024-04-08,1545.8448486328125,1547.699951171875,1582.449951171875,1526.699951171875,1581.3499755859375,93915,2024-04-08
2024-04-15,1561.4261474609375,1563.300048828125,1616.800048828125,1501.0,1540.0,269980,2024-04-15
2024-04-22,1631.2423095703125,1633.199951171875,1665.9000244140625,1488.5999755859375,1563.3499755859375,366558,2024-04-22
2024-04-29,1681.4820556640625,1683.5,1695.0,1611.949951171875,1664.800048828125,163006,2024-04-29
2024-05-06,1607.9202880859375,1609.8499755859375,1698.300048828125,1563.0,1697.949951171875,162504,2024-05-06
2024-05-13,1639.4326171875,1641.4000244140625,1725.0,1584.800048828125,1609.0,479243,2024-05-13
2024-05-20,1793.4976806640625,1795.6500244140625,1850.0,1660.0,1692.0,1302176,2024-05-20
2024-05-27,1800.0897216796875,1802.25,1925.5999755859375,1755.25,1805.0,700409,2024-05-27
2024-06-03,1819.8160400390625,1822.0,1855.699951171875,1585.5999755859375,1850.0,205761,2024-06-03
2024-06-10,1983.070068359375,1985.449951171875,2007.5999755859375,1799.800048828125,1837.6500244140625,589655,2024-06-10
2024-06-17,2065.321533203125,2067.800048828125,2089.89990234375,1945.0,1985.449951171875,2896187,2024-06-17
2024-06-24,1928.2359619140625,1930.550048828125,2097.800048828125,1922.949951171875,2060.0,610473,2024-06-24
2024-07-01,2073.36181640625,2075.85009765625,2111.0,1935.050048828125,1950.050048828125,433123,2024-07-01
2024-07-08,2106.022705078125,2108.550048828125,2236.60009765625,2067.050048828125,2076.0,1038025,2024-07-08
2024-07-15,2071.3642578125,2073.85009765625,2150.39990234375,2005.9000244140625,2100.0,272714,2024-07-15
2024-07-22,1992.5587158203125,1994.949951171875,2175.75,1959.6500244140625,2043.5,356710,2024-07-22
2024-07-29,1846.683837890625,1848.9000244140625,2070.0,1821.25,2050.0,729319,2024-07-29
2024-08-05,1877.0474853515625,1879.300048828125,1904.050048828125,1810.1500244140625,1821.25,348792,2024-08-05
2024-08-12,1949.6102294921875,1951.949951171875,1961.050048828125,1862.050048828125,1894.0,296802,2024-08-12
2024-08-19,2210.4970703125,2213.14990234375,2225.0,1950.0999755859375,1973.9000244140625,966367,2024-08-19
2024-08-26,2335.447265625,2338.25,2406.14990234375,2240.0,2250.0,1220025,2024-08-26
2024-09-02,2552.586669921875,2555.64990234375,2686.60009765625,2345.050048828125,2358.85009765625,1516843,2024-09-02
2024-09-09,2536.1064453125,2539.14990234375,2599.449951171875,2482.550048828125,2555.10009765625,686261,2024-09-09
2024-09-16,2338.79345703125,2341.60009765625,2565.0,2328.050048828125,2560.699951171875,605933,2024-09-16
2024-09-23,2275.0,2275.0,2410.050048828125,2241.85009765625,2341.60009765625,409886,2024-09-23
2024-09-30,2347.550048828125,2347.550048828125,2399.199951171875,2259.050048828125,2274.949951171875,373682,2024-09-30
2024-10-07,2344.199951171875,2344.199951171875,2442.5,2277.050048828125,2356.199951171875,247330,2024-10-07
2024-10-14,2452.5,2452.5,2669.699951171875,2361.5,2415.0,1041424,2024-10-14
2024-10-21,2514.10009765625,2514.10009765625,2631.5,2430.0,2473.35009765625,1041998,2024-10-21
2024-10-28,3128.89990234375,3128.89990234375,3357.800048828125,2460.5,2538.949951171875,2242036,2024-10-28
2024-11-04,2781.0,2781.0,3150.0,2755.0,3150.0,1304457,2024-11-04
2024-11-11,2701.10009765625,2701.10009765625,2799.0,2504.0,2778.5,648587,2024-11-11
2024-11-18,2582.14990234375,2582.14990234375,2730.0,2551.35009765625,2724.85009765625,404616,2024-11-18
2024-11-25,2782.60009765625,2782.60009765625,3095.0,2596.050048828125,2604.050048828125,2997020,2024-11-25
2024-12-02,2819.050048828125,2819.050048828125,3003.35009765625,2693.0,2782.550048828125,1203273,2024-12-02
2024-12-09,2841.10009765625,2841.10009765625,3031.0,2808.050048828125,2822.5,534675,2024-12-09
2024-12-16,2595.75,2595.75,2873.800048828125,2566.0,2865.949951171875,616655,2024-12-16
2024-12-23,2527.75,2527.75,2627.14990234375,2450.35009765625,2627.14990234375,568632,2024-12-23
2024-12-30,2775.300048828125,2775.300048828125,2797.35009765625,2519.39990234375,2527.75,698668,2024-12-30
2025-01-06,2675.949951171875,2675.949951171875,2876.449951171875,2649.949951171875,2786.699951171875,685498,2025-01-06
2025-01-13,2509.0,2509.0,2679.14990234375,2446.10009765625,2670.0,763622,2025-01-13
2025-01-20,2445.25,2445.25,2549.199951171875,2311.25,2531.14990234375,521045,2025-01-20
2025-01-27,2433.89990234375,2433.89990234375,2537.75,2008.1500244140625,2459.949951171875,1199963,2025-01-27
2025-02-03,2418.5,2418.5,2550.0,2253.050048828125,2410.75,1722586,2025-02-03
2025-02-10,2122.800048828125,2122.800048828125,2375.25,2103.800048828125,2375.25,1302014,2025-02-10
2025-02-17,2221.699951171875,2221.699951171875,2266.550048828125,2021.0,2100.0,751911,2025-02-17
2025-02-24,2035.5,2035.5,2221.699951171875,1967.8499755859375,2221.699951171875,470789,2025-02-24
2025-03-03,2284.050048828125,2284.050048828125,2359.800048828125,1986.25,2055.89990234375,659600,2025-03-03
2025-03-10,2214.25,2214.25,2320.0,2132.85009765625,2280.0,334817,2025-03-10
2025-03-17,2318.0,2318.0,2330.0,2180.0,2207.300048828125,302905,2025-03-17
2025-03-24,2245.25,2245.25,2363.449951171875,2167.89990234375,2297.0,300820,2025-03-24
2025-03-31,2067.10009765625,2067.10009765625,2294.10009765625,2055.0,2245.25,471589,2025-03-31
2025-04-07,2141.550048828125,2141.550048828125,2151.0,1934.5,1955.0,317516,2025-04-07
2025-04-14,2393.5,2393.5,2445.0,2141.550048828125,2141.550048828125,486453,2025-04-14
2025-04-21,2534.60009765625,2534.60009765625,2605.0,2375.0,2419.89990234375,824679,2025-04-21
2025-04-28,2496.199951171875,2496.199951171875,2608.89990234375,2449.10009765625,2524.0,353924,2025-04-28
2025-05-05,2526.800048828125,2526.800048828125,2937.60009765625,2495.60009765625,2522.0,3411704,2025-05-05
2025-05-12,2419.199951171875,2419.199951171875,2582.800048828125,2320.0,2559.89990234375,826782,2025-05-12
2025-05-19,2406.199951171875,2406.199951171875,2529.89990234375,2345.0,2431.0,1100317,2025-05-19
2025-05-26,2258.60009765625,2258.60009765625,2444.0,2240.0,2410.0,531141,2025-05-26
2025-06-02,2232.89990234375,2232.89990234375,2292.10009765625,2201.0,2245.0,725291,2025-06-02
2025-06-09,2220.89990234375,2220.89990234375,2313.0,2203.199951171875,2247.39990234375,456323,2025-06-09
2025-06-16,2060.39990234375,2060.39990234375,2237.699951171875,2039.0999755859375,2220.800048828125,1013395,2025-06-16
2025-06-23,2146.5,2146.5,2239.89990234375,2031.800048828125,2063.10009765625,857537,2025-06-23
2025-06-30,2242.0,2242.0,2316.60009765625,2145.0,2146.5,954718,2025-06-30
2025-07-07,2219.0,2219.0,2273.10009765625,2192.10009765625,2256.60009765625,237044,2025-07-07
2025-07-14,2173.0,2173.0,2230.0,2166.10009765625,2200.0,238627,2025-07-14
