Date,Adj Close_LALPATHLAB.NS,Close_LALPATHLAB.NS,High_LALPATHLAB.NS,Low_LALPATHLAB.NS,Open_LALPATHLAB.NS,Volume_LALPATHLAB.NS,Date
2021-05-31,2784.745361328125,2868.10009765625,2981.89990234375,2815.10009765625,2821.800048828125,2142674,2021-05-31
2021-06-07,3121.2236328125,3214.64990234375,3242.0,2870.0,2875.0,3765635,2021-06-07
2021-06-14,3083.89111328125,3176.199951171875,3291.949951171875,3101.0,3212.0,2070217,2021-06-14
2021-06-21,3068.25927734375,3160.10009765625,3294.75,3100.050048828125,3135.0,1660469,2021-06-21
2021-06-28,3240.454833984375,3337.449951171875,3360.0,3096.449951171875,3160.0,1608781,2021-06-28
2021-07-05,3385.221435546875,3486.550048828125,3533.0,3294.60009765625,3337.14990234375,1359416,2021-07-05
2021-07-12,3316.96484375,3416.25,3531.14990234375,3381.550048828125,3500.0,849667,2021-07-12
2021-07-19,3341.8212890625,3441.85009765625,3504.0,3315.550048828125,3410.0,1086380,2021-07-19
2021-07-26,3461.015380859375,3556.35009765625,4050.0,3445.14990234375,3465.0,4060774,2021-07-26
2021-08-02,3856.861328125,3963.10009765625,4014.0,3571.14990234375,3582.0,4083433,2021-08-02
2021-08-09,3717.841064453125,3820.25,3974.14990234375,3740.0,3935.0,1002839,2021-08-09
2021-08-16,3749.372314453125,3852.64990234375,4068.10009765625,3789.0,3839.89990234375,1773070,2021-08-16
2021-08-23,3728.4609375,3825.199951171875,3889.949951171875,3768.14990234375,3885.60009765625,806868,2021-08-23
2021-08-30,3990.414306640625,4093.949951171875,4243.0,3850.0,3855.0,1737120,2021-08-30
2021-09-06,4013.270751953125,4117.39990234375,4193.5,4036.14990234375,4124.0,662796,2021-09-06
2021-09-13,3880.46630859375,3981.14990234375,4245.5,3950.0,4115.0,1226151,2021-09-13
2021-09-20,3791.280517578125,3889.64990234375,4059.699951171875,3840.0,3975.0,1090863,2021-09-20
2021-09-27,3613.298583984375,3707.050048828125,3915.0,3573.199951171875,3909.0,1330209,2021-09-27
2021-10-04,3579.03759765625,3671.89990234375,3800.0,3644.0,3710.0,818439,2021-10-04
2021-10-11,3590.149658203125,3683.300048828125,3782.699951171875,3650.0,3683.0,660540,2021-10-11
2021-10-18,3297.78515625,3383.35009765625,3718.300048828125,3348.050048828125,3699.89990234375,1101895,2021-10-18
2021-10-25,3420.111083984375,3508.85009765625,3692.800048828125,3285.10009765625,3435.0,1283529,2021-10-25
2021-11-01,3547.45703125,3639.5,3670.550048828125,3486.0,3486.0,451357,2021-11-01
2021-11-08,3544.045654296875,3636.0,3690.0,3511.0,3640.0,477689,2021-11-08
2021-11-15,3512.90380859375,3604.050048828125,3709.699951171875,3552.050048828125,3657.39990234375,715499,2021-11-15
2021-11-22,3564.612060546875,3657.10009765625,3715.949951171875,3300.0,3603.0,1318344,2021-11-22
2021-11-29,3616.17431640625,3710.0,3944.699951171875,3656.35009765625,3750.0,3267439,2021-11-29
2021-12-06,3413.823974609375,3502.39990234375,3778.64990234375,3483.0,3747.0,1213821,2021-12-06
2021-12-13,3326.343994140625,3412.64990234375,3534.300048828125,3398.14990234375,3505.14990234375,763666,2021-12-13
2021-12-20,3425.91064453125,3514.800048828125,3573.60009765625,3310.0,3410.0,657780,2021-12-20
2021-12-27,3725.585205078125,3822.25,3832.800048828125,3470.0,3520.0,1024456,2021-12-27
2022-01-03,3655.016357421875,3749.85009765625,3893.0,3734.14990234375,3832.0,852705,2022-01-03
2022-01-10,3545.312744140625,3637.300048828125,3787.199951171875,3600.0,3787.199951171875,675917,2022-01-10
2022-01-17,2937.288818359375,3013.5,3652.949951171875,3001.949951171875,3647.0,1676802,2022-01-17
2022-01-24,2750.680419921875,2822.050048828125,2999.0,2781.050048828125,2970.0,1368412,2022-01-24
2022-01-31,3008.149658203125,3086.199951171875,3275.0,2855.89990234375,2880.0,1310323,2022-01-31
2022-02-07,2765.49609375,2837.25,3105.0,2802.0,3080.0,1076958,2022-02-07
2022-02-14,2660.519775390625,2729.550048828125,2807.64990234375,2601.10009765625,2780.0,1033673,2022-02-14
2022-02-21,2457.195068359375,2520.949951171875,2748.949951171875,2465.550048828125,2725.0,1710240,2022-02-21
2022-02-28,2291.396728515625,2350.85009765625,2530.0,2340.64990234375,2520.949951171875,947821,2022-02-28
2022-03-07,2570.846923828125,2637.550048828125,2699.0,2263.39990234375,2320.0,1525069,2022-03-07
2022-03-14,2686.49560546875,2756.199951171875,2842.64990234375,2584.449951171875,2637.0,1190127,2022-03-14
2022-03-21,2569.920654296875,2636.60009765625,2760.0,2595.10009765625,2760.0,1020861,2022-03-21
2022-03-28,2532.10205078125,2597.800048828125,2679.75,2552.14990234375,2635.60009765625,1032376,2022-03-28
2022-04-04,2732.8427734375,2803.75,2878.550048828125,2611.0,2634.0,1558285,2022-04-04
2022-04-11,2625.673828125,2693.800048828125,2824.89990234375,2628.0,2824.89990234375,746645,2022-04-11
2022-04-18,2666.611328125,2735.800048828125,2819.949951171875,2652.0,2680.0,1165796,2022-04-18
2022-04-25,2534.24609375,2600.0,2840.0,2580.0,2695.0,1292010,2022-04-25
2022-05-02,2320.053466796875,2380.25,2610.64990234375,2358.75,2570.0,815958,2022-05-02
2022-05-09,2227.45654296875,2285.25,2419.0,2217.300048828125,2380.0,721759,2022-05-09
2022-05-16,1913.599365234375,1963.25,2265.0,1903.050048828125,2260.0,3994509,2022-05-16
2022-05-23,2148.748046875,2204.5,2211.199951171875,1805.550048828125,1963.0,4197040,2022-05-23
2022-05-30,2090.36328125,2144.60009765625,2250.10009765625,2060.0,2250.0,2520968,2022-05-30
2022-06-06,2024.8623046875,2077.39990234375,2258.0,2060.10009765625,2169.0,1682484,2022-06-06
2022-06-13,1925.05224609375,1975.0,2092.0,1958.5999755859375,2060.0,823423,2022-06-13
2022-06-20,1979.48974609375,2030.8499755859375,2060.0,1946.0999755859375,1996.0,1022571,2022-06-20
2022-06-27,2189.137939453125,2239.25,2248.0,2043.5,2059.89990234375,1614539,2022-06-27
2022-07-04,2129.307373046875,2178.050048828125,2269.0,2170.0,2237.800048828125,628613,2022-07-04
2022-07-11,1921.7584228515625,1965.75,2183.949951171875,1958.050048828125,2170.0,1159645,2022-07-11
2022-07-18,2042.7393798828125,2089.5,2132.0,1968.0,1988.0,1221407,2022-07-18
2022-07-25,2252.048095703125,2303.60009765625,2343.699951171875,2044.550048828125,2093.699951171875,1942558,2022-07-25
2022-08-01,2372.68603515625,2427.0,2450.0,2266.60009765625,2319.0,1371484,2022-08-01
2022-08-08,2388.780029296875,2437.35009765625,2452.0,2380.0,2426.800048828125,586816,2022-08-08
2022-08-15,2402.157470703125,2451.0,2539.85009765625,2435.0,2437.35009765625,797316,2022-08-15
2022-08-22,2584.1572265625,2636.699951171875,2690.0,2431.550048828125,2449.0,1713181,2022-08-22
2022-08-29,2390.6416015625,2439.25,2617.300048828125,2405.199951171875,2550.0,723957,2022-08-29
2022-09-05,2481.592529296875,2532.050048828125,2625.0,2352.35009765625,2407.800048828125,1585291,2022-09-05
2022-09-12,2250.932373046875,2296.699951171875,2532.0,2282.449951171875,2532.0,1079023,2022-09-12
2022-09-19,2464.784423828125,2514.89990234375,2539.0,2265.0,2296.0,1299119,2022-09-19
2022-09-26,2468.5576171875,2518.75,2750.0,2484.89990234375,2512.0,2531613,2022-09-26
2022-10-03,2393.18994140625,2441.85009765625,2528.949951171875,2372.0,2512.0,923902,2022-10-03
2022-10-10,2330.122314453125,2377.5,2429.35009765625,2251.5,2415.0,1345227,2022-10-10
2022-10-17,2510.847412109375,2561.89990234375,2575.0,2341.0,2355.0,785732,2022-10-17
2022-10-24,2510.259521484375,2561.300048828125,2672.699951171875,2535.35009765625,2597.0,742343,2022-10-24
2022-10-31,2527.068115234375,2578.449951171875,2684.64990234375,2540.0,2571.0,1000944,2022-10-31
2022-11-07,2305.865234375,2352.75,2640.0,2316.050048828125,2590.0,1707073,2022-11-07
2022-11-14,2339.040771484375,2386.60009765625,2509.5,2352.0,2363.0,1850524,2022-11-14
2022-11-21,2379.6650390625,2428.050048828125,2465.0,2370.10009765625,2386.0,927171,2022-11-21
2022-11-28,2428.766357421875,2478.14990234375,2485.0,2399.14990234375,2437.89990234375,912696,2022-11-28
2022-12-05,2407.15625,2456.10009765625,2510.0,2436.0,2479.35009765625,718887,2022-12-05
2022-12-12,2243.23876953125,2288.85009765625,2460.0,2280.0,2455.0,1127135,2022-12-12
2022-12-19,2299.053955078125,2345.800048828125,2459.35009765625,2251.25,2287.949951171875,3237492,2022-12-19
2022-12-26,2215.404541015625,2260.449951171875,2363.14990234375,2241.14990234375,2349.949951171875,2026643,2022-12-26
2023-01-02,2180.6611328125,2225.0,2276.10009765625,2160.0,2260.5,1427885,2023-01-02
2023-01-09,2128.96240234375,2172.25,2269.0,2150.0,2231.949951171875,743708,2023-01-09
2023-01-16,2063.934326171875,2105.89990234375,2176.0,2100.0,2171.0,533704,2023-01-16
2023-01-23,2009.589599609375,2050.449951171875,2168.949951171875,2023.6500244140625,2123.35009765625,531177,2023-01-23
2023-01-30,1847.5345458984375,1885.0999755859375,2118.0,1878.949951171875,2052.0,943046,2023-01-30
2023-02-06,1927.2144775390625,1966.4000244140625,1999.75,1879.0999755859375,1885.0999755859375,958660,2023-02-06
2023-02-13,1928.096435546875,1967.300048828125,2013.699951171875,1938.050048828125,1955.0,834261,2023-02-13
2023-02-20,1901.24267578125,1939.9000244140625,2020.0,1872.199951171875,1978.949951171875,1206954,2023-02-20
2023-02-27,1919.7169189453125,1958.75,2005.25,1873.5999755859375,1923.0,915676,2023-02-27
2023-03-06,1794.0716552734375,1830.550048828125,1981.75,1817.0999755859375,1960.949951171875,810995,2023-03-06
2023-03-13,1791.8665771484375,1828.300048828125,1873.699951171875,1780.0,1825.050048828125,1355917,2023-03-13
2023-03-20,1780.8897705078125,1817.0999755859375,1850.0,1762.050048828125,1828.300048828125,1058913,2023-03-20
2023-03-27,1791.67041015625,1828.0999755859375,1873.949951171875,1791.050048828125,1826.6500244140625,807176,2023-03-27
2023-04-03,1799.510986328125,1836.0999755859375,1865.9000244140625,1821.050048828125,1829.800048828125,267992,2023-04-03
2023-04-10,1870.2232666015625,1908.25,1936.75,1841.0,1859.0,851944,2023-04-10
2023-04-17,1871.1053466796875,1909.1500244140625,1921.949951171875,1872.550048828125,1909.0,1056432,2023-04-17
2023-04-24,1915.5513916015625,1954.5,1961.5,1881.550048828125,1920.0,851528,2023-04-24
2023-05-01,1906.73095703125,1945.5,1972.0,1929.050048828125,1954.5,418442,2023-05-01
2023-05-08,2000.22998046875,2040.9000244140625,2059.0,1888.0999755859375,1945.949951171875,1607117,2023-05-08
2023-05-15,1901.487548828125,1940.1500244140625,2078.0,1934.0,2021.0,1181368,2023-05-15
2023-05-22,1985.5777587890625,2025.949951171875,2073.550048828125,1931.0,1943.949951171875,893098,2023-05-22
2023-05-29,1975.0421142578125,2015.199951171875,2058.0,1999.25,2025.949951171875,673306,2023-05-29
2023-06-05,1916.6788330078125,1955.6500244140625,2045.0,1950.0,2020.0,749765,2023-06-05
2023-06-12,1986.067626953125,2026.449951171875,2035.0,1916.050048828125,1958.0,1707239,2023-06-12
2023-06-19,2067.805908203125,2109.85009765625,2253.14990234375,2040.4000244140625,2050.0,3901822,2023-06-19
2023-06-26,2214.375732421875,2259.39990234375,2290.0,2075.550048828125,2109.85009765625,1562613,2023-06-26
2023-07-03,2312.578857421875,2359.60009765625,2379.949951171875,2230.0,2268.89990234375,1560636,2023-07-03
2023-07-10,2309.58984375,2356.550048828125,2454.10009765625,2347.85009765625,2367.39990234375,1058004,2023-07-10
2023-07-17,2241.327392578125,2286.89990234375,2429.0,2281.60009765625,2350.25,1158148,2023-07-17
2023-07-24,2307.727294921875,2354.64990234375,2499.0,2287.050048828125,2289.949951171875,2000149,2023-07-24
2023-07-31,2303.121337890625,2349.949951171875,2368.0,2281.050048828125,2357.050048828125,1086587,2023-07-31
2023-08-07,2252.206787109375,2298.0,2393.199951171875,2293.10009765625,2344.949951171875,676068,2023-08-07
2023-08-14,2208.500732421875,2241.949951171875,2305.550048828125,2228.949951171875,2268.10009765625,477266,2023-08-14
2023-08-21,2171.658935546875,2204.550048828125,2281.449951171875,2191.199951171875,2238.949951171875,469390,2023-08-21
2023-08-28,2168.407958984375,2201.25,2234.949951171875,2157.25,2205.14990234375,585024,2023-08-28
2023-09-04,2184.31689453125,2217.39990234375,2269.800048828125,2165.10009765625,2223.300048828125,679299,2023-09-04
2023-09-11,2300.950927734375,2335.800048828125,2370.0,2180.5,2217.949951171875,1412814,2023-09-11
2023-09-18,2304.694091796875,2339.60009765625,2442.199951171875,2317.0,2364.0,1741065,2023-09-18
2023-09-25,2486.687255859375,2524.35009765625,2543.5,2311.64990234375,2339.60009765625,1466831,2023-09-25
2023-10-02,2442.654052734375,2479.64990234375,2549.800048828125,2415.300048828125,2524.35009765625,999189,2023-10-02
2023-10-09,2509.393310546875,2547.39990234375,2590.0,2441.89990234375,2445.5,1041550,2023-10-09
2023-10-16,2474.225830078125,2511.699951171875,2575.0,2390.0,2545.0,903582,2023-10-16
2023-10-23,2327.646484375,2362.89990234375,2522.10009765625,2312.300048828125,2500.0,515705,2023-10-23
2023-10-30,2555.938232421875,2594.64990234375,2638.85009765625,2330.25,2362.89990234375,2979726,2023-10-30
2023-11-06,2636.96142578125,2676.89990234375,2744.0,2579.25,2600.0,1786487,2023-11-06
2023-11-13,2658.4853515625,2698.75,2720.0,2605.39990234375,2688.0,670451,2023-11-13
2023-11-20,2647.4033203125,2687.5,2767.10009765625,2588.25,2719.449951171875,1362253,2023-11-20
2023-11-27,2702.12451171875,2743.050048828125,2764.0,2641.60009765625,2687.5,974202,2023-11-27
2023-12-04,2599.18359375,2638.550048828125,2764.75,2607.050048828125,2752.050048828125,708722,2023-12-04
2023-12-11,2490.282958984375,2528.0,2628.89990234375,2493.699951171875,2602.199951171875,1258599,2023-12-11
2023-12-18,2557.7607421875,2596.5,2658.35009765625,2446.550048828125,2517.10009765625,2403760,2023-12-18
2023-12-25,2539.2412109375,2577.699951171875,2633.550048828125,2542.0,2596.5,643500,2023-12-25
2024-01-01,2558.8447265625,2597.60009765625,2662.0,2561.35009765625,2579.949951171875,820996,2024-01-01
2024-01-08,2416.845458984375,2453.449951171875,2609.14990234375,2436.0,2597.64990234375,829110,2024-01-08
2024-01-15,2411.427001953125,2447.949951171875,2516.0,2381.64990234375,2475.0,739535,2024-01-15
2024-01-22,2364.685302734375,2400.5,2463.949951171875,2352.800048828125,2447.949951171875,605860,2024-01-22
2024-01-29,2416.64794921875,2453.25,2566.550048828125,2363.300048828125,2399.949951171875,1559866,2024-01-29
2024-02-05,2415.318359375,2451.89990234375,2518.0,2403.800048828125,2453.25,1304240,2024-02-05
2024-02-12,2434.724609375,2471.60009765625,2528.0,2420.10009765625,2478.0,776624,2024-02-12
2024-02-19,2423.3037109375,2448.0,2528.0,2413.0,2494.0,793568,2024-02-19
2024-02-26,2304.61328125,2328.10009765625,2447.949951171875,2285.0,2440.0,779336,2024-02-26
2024-03-04,2157.06689453125,2179.050048828125,2349.75,2174.550048828125,2315.0,819200,2024-03-04
2024-03-11,2001.749755859375,2022.1500244140625,2191.75,1979.75,2180.0,1572833,2024-03-11
2024-03-18,2107.2744140625,2128.75,2132.699951171875,1943.699951171875,2022.949951171875,1749455,2024-03-18
2024-03-25,2240.021484375,2262.85009765625,2308.0,2128.75,2128.75,1997570,2024-03-25
2024-04-01,2261.2548828125,2284.300048828125,2312.949951171875,2252.449951171875,2262.89990234375,1200139,2024-04-01
2024-04-08,2334.607421875,2358.39990234375,2392.449951171875,2262.550048828125,2284.89990234375,1172757,2024-04-08
2024-04-15,2186.91259765625,2209.199951171875,2358.39990234375,2165.800048828125,2339.949951171875,1037231,2024-04-15
2024-04-22,2364.255615234375,2388.35009765625,2399.949951171875,2226.5,2241.0,1399566,2024-04-22
2024-04-29,2295.010986328125,2318.39990234375,2430.85009765625,2291.0,2400.0,817675,2024-04-29
2024-05-06,2324.213134765625,2347.89990234375,2405.0,2201.199951171875,2315.0,1351481,2024-05-06
2024-05-13,2523.531982421875,2549.25,2564.64990234375,2417.0,2417.0,3029031,2024-05-13
2024-05-20,2599.70556640625,2626.199951171875,2635.0,2500.0,2535.75,1399540,2024-05-20
2024-05-27,2621.13720703125,2647.85009765625,2660.0,2571.60009765625,2627.35009765625,748622,2024-05-27
2024-06-03,2770.06982421875,2798.300048828125,2822.0,2507.949951171875,2664.0,1328764,2024-06-03
2024-06-10,2722.45458984375,2750.199951171875,2889.0,2716.60009765625,2830.0,1554818,2024-06-10
2024-06-17,2652.21533203125,2673.5,2753.85009765625,2650.300048828125,2750.199951171875,894757,2024-06-17
2024-06-24,2758.56201171875,2780.699951171875,2836.0,2631.550048828125,2632.5,1013329,2024-06-24
2024-07-01,2862.031494140625,2885.0,2934.0,2775.0,2795.0,1247676,2024-07-01
2024-07-08,2927.357421875,2950.85009765625,2998.85009765625,2867.800048828125,2889.60009765625,1815091,2024-07-08
2024-07-15,2970.015380859375,2993.85009765625,3055.0,2955.0,2975.0,1527096,2024-07-15
2024-07-22,3054.040771484375,3078.550048828125,3095.0,2964.14990234375,2991.39990234375,1475219,2024-07-22
2024-07-29,3071.94677734375,3096.60009765625,3150.0,3061.449951171875,3094.89990234375,782347,2024-07-29
2024-08-05,3186.080810546875,3211.64990234375,3360.0,3050.14990234375,3050.14990234375,2546630,2024-08-05
2024-08-12,3274.4716796875,3300.75,3318.699951171875,3103.5,3186.39990234375,920098,2024-08-12
2024-08-19,3277.64599609375,3303.949951171875,3385.0,3280.10009765625,3310.0,1143285,2024-08-19
2024-08-26,3396.347900390625,3417.39990234375,3459.39990234375,3292.050048828125,3302.0,1128620,2024-08-26
2024-09-02,3357.637939453125,3378.449951171875,3452.89990234375,3355.199951171875,3420.0,910947,2024-09-02
2024-09-09,3360.96728515625,3381.800048828125,3436.10009765625,3351.050048828125,3370.050048828125,722338,2024-09-09
2024-09-16,3271.620849609375,3291.89990234375,3406.199951171875,3210.0,3381.800048828125,621081,2024-09-16
2024-09-23,3251.69482421875,3271.85009765625,3393.64990234375,3222.199951171875,3294.5,940510,2024-09-23
2024-09-30,3473.76806640625,3495.300048828125,3525.0,3247.0,3247.0,1224646,2024-09-30
2024-10-07,3484.352294921875,3505.949951171875,3653.949951171875,3375.050048828125,3530.0,1033045,2024-10-07
2024-10-14,3335.425537109375,3356.10009765625,3519.300048828125,3279.0,3514.14990234375,896262,2024-10-14
2024-10-21,3118.3212890625,3137.64990234375,3411.89990234375,3021.050048828125,3380.0,2003767,2024-10-21
2024-10-28,3068.778564453125,3087.800048828125,3148.449951171875,3012.050048828125,3105.0,1156478,2024-10-28
2024-11-04,3041.34814453125,3060.199951171875,3124.0,3041.449951171875,3088.800048828125,422640,2024-11-04
2024-11-11,2943.936767578125,2956.39990234375,3079.89990234375,2928.050048828125,3045.39990234375,770486,2024-11-11
2024-11-18,3040.776611328125,3053.64990234375,3073.199951171875,2918.0,2957.449951171875,463813,2024-11-18
2024-11-25,2990.24072265625,3002.89990234375,3143.60009765625,2970.0,3085.60009765625,477528,2024-11-25
2024-12-02,3055.115966796875,3068.050048828125,3086.35009765625,2951.050048828125,3001.300048828125,893709,2024-12-02
2024-12-09,2989.344482421875,3002.0,3207.0,2987.800048828125,3073.85009765625,984019,2024-12-09
2024-12-16,2933.82958984375,2946.25,3065.60009765625,2935.0,3002.0,593228,2024-12-16
2024-12-23,2936.269287109375,2948.699951171875,3014.449951171875,2800.25,2800.25,576456,2024-12-23
2024-12-30,2932.236328125,2944.64990234375,3065.0,2908.25,2932.64990234375,1810396,2024-12-30
2025-01-06,2915.8056640625,2928.14990234375,3143.89990234375,2908.64990234375,2985.0,2224355,2025-01-06
2025-01-13,2798.203857421875,2810.050048828125,2912.0,2730.10009765625,2900.050048828125,914189,2025-01-13
2025-01-20,2816.924560546875,2828.85009765625,2928.949951171875,2774.699951171875,2810.050048828125,903896,2025-01-20
2025-01-27,2849.53662109375,2861.60009765625,2935.0,2666.949951171875,2824.449951171875,1879060,2025-01-27
2025-02-03,2799.9462890625,2811.800048828125,2861.5,2760.0,2850.0,566662,2025-02-03
2025-02-10,2614.797119140625,2620.300048828125,2833.14990234375,2587.050048828125,2833.10009765625,545840,2025-02-10
2025-02-17,2594.040771484375,2599.5,2641.85009765625,2546.0,2607.14990234375,643025,2025-02-17
2025-02-24,2305.59765625,2310.449951171875,2624.89990234375,2300.0,2592.0,2042869,2025-02-24
2025-03-03,2488.013916015625,2493.25,2533.39990234375,2293.550048828125,2308.89990234375,915463,2025-03-03
2025-03-10,2519.7470703125,2525.050048828125,2628.0,2492.199951171875,2511.85009765625,725212,2025-03-10
2025-03-17,2528.52880859375,2533.85009765625,2591.0,2498.0,2525.050048828125,475081,2025-03-17
2025-03-24,2473.59423828125,2478.800048828125,2555.25,2410.0,2518.300048828125,1223343,2025-03-24
2025-03-31,2510.416748046875,2515.699951171875,2576.25,2371.0,2478.800048828125,1608213,2025-03-31
2025-04-07,2696.1259765625,2701.800048828125,2715.0,2351.550048828125,2382.25,1162144,2025-04-07
2025-04-14,2708.400146484375,2714.10009765625,2779.699951171875,2681.39990234375,2701.800048828125,301229,2025-04-14
2025-04-21,2905.086181640625,2911.199951171875,2979.0,2694.0,2694.0,1480636,2025-04-21
2025-04-28,2778.65234375,2784.5,2880.0,2722.699951171875,2795.0,1004073,2025-04-28
2025-05-05,2768.5732421875,2774.39990234375,2903.0,2708.0,2796.199951171875,661433,2025-05-05
2025-05-12,2793.720703125,2799.60009765625,2860.0,2750.0,2830.60009765625,1007503,2025-05-12
2025-05-19,2843.815185546875,2849.800048828125,2885.0,2773.199951171875,2820.0,666382,2025-05-19
2025-05-26,2780.748046875,2786.60009765625,2906.199951171875,2775.800048828125,2850.0,416581,2025-05-26
2025-06-02,2840.22265625,2846.199951171875,2888.0,2746.199951171875,2800.0,517519,2025-06-02
2025-06-09,2953.39990234375,2953.39990234375,3029.699951171875,2832.10009765625,2855.0,863055,2025-06-09
2025-06-16,2912.300048828125,2912.300048828125,2970.0,2865.39990234375,2953.39990234375,353010,2025-06-16
2025-06-23,2768.89990234375,2768.89990234375,2896.0,2730.0,2849.0,975335,2025-06-23
2025-06-30,2849.0,2849.0,2859.0,2742.800048828125,2785.0,881171,2025-06-30
2025-07-07,2926.5,2926.5,2992.0,2815.0,2855.0,1041184,2025-07-07
2025-07-14,2974.300048828125,2974.300048828125,2982.0,2875.800048828125,2910.0,273613,2025-07-14
