Date,Adj Close_LOVABLE.NS,Close_LOVABLE.NS,High_LOVABLE.NS,Low_LOVABLE.NS,Open_LOVABLE.NS,Volume_LOVABLE.NS,Date
2021-04-26,89.3228530883789,90.0,100.0,82.1500015258789,86.44999694824219,1776780,2021-04-26
2021-05-03,88.87625122070312,89.55000305175781,91.8499984741211,85.80000305175781,90.9000015258789,274091,2021-05-03
2021-05-10,89.86872100830078,90.55000305175781,94.80000305175781,89.05000305175781,90.05000305175781,323028,2021-05-10
2021-05-17,102.12580108642578,102.9000015258789,104.9000015258789,90.0999984741211,90.55000305175781,1625423,2021-05-17
2021-05-24,132.89256286621094,133.89999389648438,145.5500030517578,105.5,106.19999694824219,7931447,2021-05-24
2021-05-31,128.62490844726562,129.60000610351562,142.39999389648438,127.69999694824219,133.89999389648438,1715252,2021-05-31
2021-06-07,123.76177978515625,124.69999694824219,133.0,121.0,125.0,209220,2021-06-07
2021-06-14,116.46707916259766,117.3499984741211,126.9000015258789,113.55000305175781,125.9000015258789,140252,2021-06-14
2021-06-21,123.71216583251953,124.6500015258789,127.8499984741211,113.55000305175781,113.55000305175781,182775,2021-06-21
2021-06-28,114.43251037597656,115.30000305175781,125.44999694824219,112.4000015258789,122.05000305175781,161626,2021-06-28
2021-07-05,117.45956420898438,118.3499984741211,119.5,112.5,115.5,120740,2021-07-05
2021-07-12,121.57833862304688,122.5,127.0,118.0,119.5,192244,2021-07-12
2021-07-19,117.06256866455078,117.94999694824219,123.0,114.75,123.0,99014,2021-07-19
2021-07-26,124.70463562011719,125.6500015258789,131.8000030517578,115.0,117.0,863836,2021-07-26
2021-08-02,119.84149932861328,120.75,129.0,113.6500015258789,128.8000030517578,409099,2021-08-02
2021-08-09,116.61595916748047,117.5,121.69999694824219,102.0,121.69999694824219,314682,2021-08-09
2021-08-16,105.54984283447266,106.3499984741211,119.75,105.19999694824219,119.75,78356,2021-08-16
2021-08-23,104.60698699951172,105.4000015258789,111.44999694824219,99.0999984741211,110.4000015258789,119286,2021-08-23
2021-08-30,110.71072387695312,111.55000305175781,117.80000305175781,106.05000305175781,106.1500015258789,394624,2021-08-30
2021-09-06,112.8941650390625,113.75,123.0,110.44999694824219,112.75,501216,2021-09-06
2021-09-13,112.8941650390625,113.75,119.5,112.0999984741211,114.0,245117,2021-09-13
2021-09-20,112.94379425048828,113.80000305175781,116.94999694824219,111.0,115.0,187063,2021-09-20
2021-09-27,117.58515930175781,117.94999694824219,122.0,112.19999694824219,114.25,242281,2021-09-27
2021-10-04,123.86567687988281,124.25,128.5,115.0,118.5,780130,2021-10-04
2021-10-11,134.383056640625,134.8000030517578,140.25,122.5,125.25,1234709,2021-10-11
2021-10-18,125.51057434082031,125.9000015258789,140.85000610351562,120.75,135.6999969482422,739648,2021-10-18
2021-10-25,125.95918273925781,126.3499984741211,133.8000030517578,120.0,129.1999969482422,417940,2021-10-25
2021-11-01,133.38613891601562,133.8000030517578,139.8000030517578,125.44999694824219,127.3499984741211,410575,2021-11-01
2021-11-08,137.9220733642578,138.35000610351562,144.0,125.30000305175781,133.8000030517578,1000320,2021-11-08
2021-11-15,143.30535888671875,143.75,166.0,138.9499969482422,139.4499969482422,3821846,2021-11-15
2021-11-22,153.12490844726562,153.60000610351562,173.0,132.10000610351562,144.75,2933121,2021-11-22
2021-11-29,158.10943603515625,158.60000610351562,174.5,143.1999969482422,154.0,2741837,2021-11-29
2021-12-06,205.46250915527344,206.10000610351562,215.8000030517578,152.5,159.0,8990642,2021-12-06
2021-12-13,168.32772827148438,168.85000610351562,210.8000030517578,168.85000610351562,206.89999389648438,799400,2021-12-13
2021-12-20,159.75433349609375,160.25,168.5500030517578,157.0,162.0,205923,2021-12-20
2021-12-27,171.81690979003906,172.35000610351562,181.0,155.5,160.0,183788,2021-12-27
2022-01-03,170.8698272705078,171.39999389648438,176.5500030517578,165.0,171.4499969482422,146172,2022-01-03
2022-01-10,179.891845703125,180.4499969482422,190.89999389648438,167.39999389648438,171.0,223094,2022-01-10
2022-01-17,165.03793334960938,165.5500030517578,182.89999389648438,164.0,182.0,180959,2022-01-17
2022-01-24,166.43359375,166.9499969482422,169.8000030517578,153.10000610351562,168.14999389648438,133020,2022-01-24
2022-01-31,174.7079315185547,175.25,184.0,174.0,174.5,179961,2022-01-31
2022-02-07,160.9506072998047,161.4499969482422,179.0,160.89999389648438,178.6999969482422,179423,2022-02-07
2022-02-14,144.00318908691406,144.4499969482422,161.6999969482422,142.1999969482422,160.0,136686,2022-02-14
2022-02-21,138.4205322265625,138.85000610351562,144.0,130.75,144.0,109872,2022-02-21
2022-02-28,143.40505981445312,143.85000610351562,144.3000030517578,133.0,138.85000610351562,93935,2022-02-28
2022-03-07,144.40196228027344,144.85000610351562,147.8000030517578,133.0,137.3000030517578,114440,2022-03-07
2022-03-14,146.69483947753906,147.14999389648438,152.0500030517578,141.1999969482422,152.0,77102,2022-03-14
2022-03-21,146.09671020507812,146.5500030517578,151.0,141.5500030517578,148.0,83852,2022-03-21
2022-03-28,142.50782775878906,142.9499969482422,146.64999389648438,132.5500030517578,142.0,197484,2022-03-28
2022-04-04,147.59207153320312,148.0500030517578,154.8000030517578,143.0500030517578,146.89999389648438,309237,2022-04-04
2022-04-11,156.21530151367188,156.6999969482422,165.8000030517578,148.85000610351562,152.0,354532,2022-04-11
2022-04-18,162.69520568847656,163.1999969482422,174.0,151.8000030517578,157.0,711950,2022-04-18
2022-04-25,160.45216369628906,160.9499969482422,170.5,153.0,163.1999969482422,399317,2022-04-25
2022-05-02,143.9035186767578,144.35000610351562,165.9499969482422,141.0500030517578,159.4499969482422,204333,2022-05-02
2022-05-09,127.85330963134766,128.25,143.8000030517578,120.0,143.8000030517578,216069,2022-05-09
2022-05-16,137.9220733642578,138.35000610351562,143.9499969482422,127.0,133.6999969482422,162345,2022-05-16
2022-05-23,130.74432373046875,131.14999389648438,141.5,122.4000015258789,140.0,93158,2022-05-23
2022-05-30,135.97808837890625,136.39999389648438,142.0,130.6999969482422,131.8000030517578,133616,2022-05-30
2022-06-06,131.69140625,132.10000610351562,143.0,130.25,136.4499969482422,144987,2022-06-06
2022-06-13,121.27371978759766,121.6500015258789,132.0,120.75,130.0,63485,2022-06-13
2022-06-20,117.7845458984375,118.1500015258789,123.25,112.30000305175781,120.3499984741211,70842,2022-06-20
2022-06-27,126.70686340332031,127.0999984741211,138.6999969482422,119.69999694824219,120.25,175516,2022-06-27
2022-07-04,127.85330963134766,128.25,131.0,123.75,127.4000015258789,59039,2022-07-04
2022-07-11,128.30191040039062,128.6999969482422,132.0,125.0,128.8000030517578,91375,2022-07-11
2022-07-18,133.48582458496094,133.89999389648438,137.5,128.3000030517578,130.5,140473,2022-07-18
2022-07-25,130.74432373046875,131.14999389648438,135.1999969482422,125.0,133.3000030517578,85689,2022-07-25
2022-08-01,129.8471221923828,130.25,136.39999389648438,129.1999969482422,130.5,136964,2022-08-01
2022-08-08,155.21839904785156,155.6999969482422,164.0,130.89999389648438,131.0,878074,2022-08-08
2022-08-15,158.75741577148438,159.25,167.5,153.4499969482422,155.6999969482422,429125,2022-08-15
2022-08-22,169.0255584716797,169.5500030517578,178.0,155.6999969482422,158.9499969482422,910814,2022-08-22
2022-08-29,164.88839721679688,165.39999389648438,172.1999969482422,150.0,166.0,253958,2022-08-29
2022-09-05,169.22494506835938,169.75,180.9499969482422,164.0,166.39999389648438,726644,2022-09-05
2022-09-12,162.54566955566406,163.0500030517578,172.89999389648438,162.0,171.3000030517578,283895,2022-09-12
2022-09-19,158.75741577148438,159.25,165.85000610351562,157.60000610351562,164.1999969482422,158280,2022-09-19
2022-09-26,151.35000610351562,151.35000610351562,161.6999969482422,148.14999389648438,161.6999969482422,138124,2022-09-26
2022-10-03,156.1999969482422,156.1999969482422,160.0,149.5,151.60000610351562,115503,2022-10-03
2022-10-10,150.8000030517578,150.8000030517578,157.5,150.10000610351562,156.3000030517578,106962,2022-10-10
2022-10-17,149.0500030517578,149.0500030517578,153.9499969482422,147.0500030517578,150.8000030517578,79883,2022-10-17
2022-10-24,147.89999389648438,147.89999389648438,152.6999969482422,147.0500030517578,149.89999389648438,34321,2022-10-24
2022-10-31,149.0500030517578,149.0500030517578,151.0,140.0500030517578,150.60000610351562,130702,2022-10-31
2022-11-07,153.75,153.75,162.14999389648438,150.0,151.0,237765,2022-11-07
2022-11-14,138.3000030517578,138.3000030517578,149.39999389648438,137.10000610351562,148.10000610351562,168138,2022-11-14
2022-11-21,143.8000030517578,143.8000030517578,145.60000610351562,133.89999389648438,138.3000030517578,121740,2022-11-21
2022-11-28,142.60000610351562,142.60000610351562,144.9499969482422,140.35000610351562,144.9499969482422,95352,2022-11-28
2022-12-05,141.1999969482422,141.1999969482422,151.89999389648438,140.0500030517578,142.9499969482422,135413,2022-12-05
2022-12-12,137.60000610351562,137.60000610351562,141.9499969482422,131.6999969482422,140.0,131300,2022-12-12
2022-12-19,124.0999984741211,124.0999984741211,140.5,123.0,137.9499969482422,114962,2022-12-19
2022-12-26,132.5500030517578,132.5500030517578,134.5,124.0999984741211,124.0999984741211,64562,2022-12-26
2023-01-02,132.8000030517578,132.8000030517578,141.10000610351562,130.60000610351562,131.8000030517578,109398,2023-01-02
2023-01-09,131.60000610351562,131.60000610351562,135.0,128.35000610351562,132.8000030517578,77603,2023-01-09
2023-01-16,132.4499969482422,132.4499969482422,135.9499969482422,131.10000610351562,135.0,65809,2023-01-16
2023-01-23,128.0,128.0,136.5,125.5999984741211,136.0,45259,2023-01-23
2023-01-30,123.5999984741211,123.5999984741211,131.0,121.55000305175781,129.1999969482422,61200,2023-01-30
2023-02-06,125.4000015258789,125.4000015258789,128.89999389648438,122.30000305175781,125.9000015258789,47768,2023-02-06
2023-02-13,108.5,108.5,127.80000305175781,101.0,127.80000305175781,320063,2023-02-13
2023-02-20,104.9000015258789,104.9000015258789,111.94999694824219,102.0,111.94999694824219,45224,2023-02-20
2023-02-27,108.8499984741211,108.8499984741211,115.3499984741211,101.0,107.0,162329,2023-02-27
2023-03-06,106.5,106.5,114.69999694824219,105.30000305175781,110.19999694824219,118050,2023-03-06
2023-03-13,101.69999694824219,101.69999694824219,108.5,99.6500015258789,108.5,126318,2023-03-13
2023-03-20,99.55000305175781,99.55000305175781,102.94999694824219,99.05000305175781,102.55000305175781,113722,2023-03-20
2023-03-27,87.1500015258789,87.1500015258789,101.19999694824219,84.0999984741211,101.19999694824219,284697,2023-03-27
2023-04-03,95.6500015258789,95.6500015258789,96.9000015258789,87.80000305175781,89.94999694824219,103742,2023-04-03
2023-04-10,99.3499984741211,99.3499984741211,100.9000015258789,94.0999984741211,96.94999694824219,80641,2023-04-10
2023-04-17,107.4000015258789,107.4000015258789,118.44999694824219,95.69999694824219,100.0999984741211,781598,2023-04-17
2023-04-24,107.05000305175781,107.05000305175781,110.0,103.19999694824219,107.4000015258789,139426,2023-04-24
2023-05-01,107.30000305175781,107.30000305175781,112.5,106.05000305175781,107.05000305175781,110364,2023-05-01
2023-05-08,108.69999694824219,108.69999694824219,116.5,107.05000305175781,107.05000305175781,167428,2023-05-08
2023-05-15,106.44999694824219,106.44999694824219,112.19999694824219,105.05000305175781,108.5999984741211,67504,2023-05-15
2023-05-22,107.0,107.0,109.0,104.0,106.19999694824219,53503,2023-05-22
2023-05-29,107.75,107.75,113.05000305175781,99.05000305175781,109.0,188904,2023-05-29
2023-06-05,110.5999984741211,110.5999984741211,113.80000305175781,107.25,108.0,133765,2023-06-05
2023-06-12,110.0999984741211,110.0999984741211,115.0,108.80000305175781,112.0,132536,2023-06-12
2023-06-19,116.5,116.5,125.0,109.30000305175781,111.9000015258789,643395,2023-06-19
2023-06-26,113.69999694824219,113.69999694824219,118.5,112.4000015258789,117.0,154851,2023-06-26
2023-07-03,111.75,111.75,114.69999694824219,109.5,113.5,201204,2023-07-03
2023-07-10,126.44999694824219,126.44999694824219,130.1999969482422,110.4000015258789,111.55000305175781,792902,2023-07-10
2023-07-17,124.69999694824219,124.69999694824219,129.0500030517578,121.9000015258789,126.5999984741211,237553,2023-07-17
2023-07-24,135.25,135.25,150.39999389648438,124.0999984741211,128.3000030517578,2646711,2023-07-24
2023-07-31,137.64999389648438,137.64999389648438,141.8000030517578,131.0,136.5,361004,2023-07-31
2023-08-07,140.60000610351562,140.60000610351562,147.0,135.10000610351562,138.8000030517578,656527,2023-08-07
2023-08-14,135.25,135.25,140.60000610351562,129.1999969482422,140.60000610351562,160907,2023-08-14
2023-08-21,136.75,136.75,140.89999389648438,133.25,133.25,138674,2023-08-21
2023-08-28,138.8000030517578,138.8000030517578,144.9499969482422,135.35000610351562,137.8000030517578,239214,2023-08-28
2023-09-04,144.5,144.5,148.89999389648438,136.5500030517578,139.0,561101,2023-09-04
2023-09-11,134.1999969482422,134.1999969482422,147.9499969482422,130.14999389648438,145.25,259575,2023-09-11
2023-09-18,128.39999389648438,128.39999389648438,137.0,126.25,134.60000610351562,99558,2023-09-18
2023-09-25,129.4499969482422,129.4499969482422,132.89999389648438,124.69999694824219,128.39999389648438,146436,2023-09-25
2023-10-02,134.39999389648438,134.39999389648438,138.0,126.44999694824219,129.4499969482422,117705,2023-10-02
2023-10-09,130.64999389648438,130.64999389648438,135.25,128.1999969482422,133.6999969482422,100052,2023-10-09
2023-10-16,128.4499969482422,128.4499969482422,134.0,127.80000305175781,133.9499969482422,89598,2023-10-16
2023-10-23,125.75,125.75,129.89999389648438,120.1500015258789,128.4499969482422,87345,2023-10-23
2023-10-30,132.9499969482422,132.9499969482422,136.9499969482422,123.75,124.0,249815,2023-10-30
2023-11-06,132.75,132.75,136.0,128.60000610351562,134.1999969482422,135937,2023-11-06
2023-11-13,136.14999389648438,136.14999389648438,140.89999389648438,131.0,132.8000030517578,206860,2023-11-13
2023-11-20,158.85000610351562,158.85000610351562,167.8000030517578,135.10000610351562,135.10000610351562,2278380,2023-11-20
2023-11-27,157.9499969482422,157.9499969482422,166.6999969482422,155.0,158.85000610351562,1291832,2023-11-27
2023-12-04,152.14999389648438,152.14999389648438,165.60000610351562,151.0,159.0,476586,2023-12-04
2023-12-11,153.1999969482422,153.1999969482422,158.39999389648438,149.5500030517578,154.25,163428,2023-12-11
2023-12-18,153.39999389648438,153.39999389648438,161.25,140.60000610351562,154.14999389648438,403325,2023-12-18
2023-12-25,145.39999389648438,145.39999389648438,156.1999969482422,144.14999389648438,153.39999389648438,97975,2023-12-25
2024-01-01,146.89999389648438,146.89999389648438,154.0,144.9499969482422,146.5,224077,2024-01-01
2024-01-08,161.4499969482422,161.4499969482422,168.89999389648438,147.0,150.9499969482422,965811,2024-01-08
2024-01-15,154.3000030517578,154.3000030517578,171.6999969482422,152.1999969482422,163.8000030517578,595332,2024-01-15
2024-01-22,152.6999969482422,152.6999969482422,160.0,147.89999389648438,154.3000030517578,143323,2024-01-22
2024-01-29,148.6999969482422,148.6999969482422,158.5,145.14999389648438,151.0,276512,2024-01-29
2024-02-05,147.89999389648438,147.89999389648438,161.39999389648438,143.5500030517578,149.60000610351562,359282,2024-02-05
2024-02-12,141.5500030517578,141.5500030517578,151.0,133.35000610351562,151.0,233350,2024-02-12
2024-02-19,144.5,144.5,153.89999389648438,140.10000610351562,142.3000030517578,232215,2024-02-19
2024-02-26,138.85000610351562,138.85000610351562,148.0,136.0,144.5500030517578,113595,2024-02-26
2024-03-04,137.3000030517578,137.3000030517578,148.8000030517578,135.0,139.1999969482422,265473,2024-03-04
2024-03-11,116.25,116.25,137.9499969482422,107.75,135.64999389648438,385423,2024-03-11
2024-03-18,116.19999694824219,116.19999694824219,120.9000015258789,113.5999984741211,116.25,186090,2024-03-18
2024-03-25,110.0,110.0,118.1500015258789,109.19999694824219,116.19999694824219,277815,2024-03-25
2024-04-01,126.75,126.75,128.0,111.0999984741211,111.0999984741211,214554,2024-04-01
2024-04-08,121.8499984741211,121.8499984741211,127.3499984741211,120.6500015258789,126.0999984741211,67970,2024-04-08
2024-04-15,121.75,121.75,126.3499984741211,116.0,120.0999984741211,134968,2024-04-15
2024-04-22,125.25,125.25,129.5500030517578,121.0,122.69999694824219,176173,2024-04-22
2024-04-29,132.35000610351562,132.35000610351562,137.75,122.80000305175781,126.19999694824219,405205,2024-04-29
2024-05-06,124.05000305175781,124.05000305175781,138.4499969482422,122.1500015258789,134.39999389648438,286075,2024-05-06
2024-05-13,133.0500030517578,133.0500030517578,139.0,121.0,124.05000305175781,263421,2024-05-13
2024-05-20,127.1500015258789,127.1500015258789,133.5,126.0999984741211,131.5,93632,2024-05-20
2024-05-27,120.94999694824219,120.94999694824219,129.0,119.05000305175781,127.1500015258789,81632,2024-05-27
2024-06-03,122.8499984741211,122.8499984741211,124.69999694824219,110.0,124.0999984741211,113202,2024-06-03
2024-06-10,126.91000366210938,126.91000366210938,130.0,122.0,124.98999786376953,154976,2024-06-10
2024-06-17,127.33000183105469,127.33000183105469,130.0,124.0,126.91000366210938,158285,2024-06-17
2024-06-24,138.3699951171875,138.3699951171875,150.0,125.11000061035156,127.0,1436281,2024-06-24
2024-07-01,136.58999633789062,136.58999633789062,146.0,134.1999969482422,141.8000030517578,326524,2024-07-01
2024-07-08,134.16000366210938,134.16000366210938,143.1999969482422,132.3000030517578,136.58999633789062,242876,2024-07-08
2024-07-15,135.94000244140625,135.94000244140625,151.0,133.49000549316406,134.1999969482422,808162,2024-07-15
2024-07-22,156.77999877929688,156.77999877929688,164.27999877929688,135.3000030517578,139.5,1638326,2024-07-22
2024-07-29,154.47000122070312,154.47000122070312,171.0,153.86000061035156,158.89999389648438,1912579,2024-07-29
2024-08-05,146.8300018310547,146.8300018310547,154.38999938964844,140.0,151.5,717796,2024-08-05
2024-08-12,149.57000732421875,149.57000732421875,157.5,138.60000610351562,148.4499969482422,438660,2024-08-12
2024-08-19,177.3800048828125,177.3800048828125,188.0,146.0,146.0,5697760,2024-08-19
2024-08-26,168.6999969482422,168.6999969482422,193.60000610351562,167.25999450683594,179.0,1504554,2024-08-26
2024-09-02,160.99000549316406,160.99000549316406,174.25,158.0,168.39999389648438,217783,2024-09-02
2024-09-09,159.3300018310547,159.3300018310547,167.89999389648438,153.0,158.0500030517578,127452,2024-09-09
2024-09-16,150.1199951171875,150.1199951171875,166.0,145.4499969482422,166.0,115939,2024-09-16
2024-09-23,144.82000732421875,144.82000732421875,154.8300018310547,143.0,154.8000030517578,107608,2024-09-23
2024-09-30,141.07000732421875,141.07000732421875,145.7899932861328,138.0,144.82000732421875,81962,2024-09-30
2024-10-07,141.16000366210938,141.16000366210938,143.89999389648438,127.3499984741211,138.8800048828125,67765,2024-10-07
2024-10-14,133.0399932861328,133.0399932861328,143.97999572753906,130.0,143.97999572753906,77156,2024-10-14
2024-10-21,119.69000244140625,119.69000244140625,133.88999938964844,119.69000244140625,132.99000549316406,55407,2024-10-21
2024-10-28,127.44000244140625,127.44000244140625,129.0,116.0,120.33000183105469,53558,2024-10-28
2024-11-04,127.83000183105469,127.83000183105469,131.9499969482422,125.11000061035156,127.8499984741211,32497,2024-11-04
2024-11-11,118.08999633789062,118.08999633789062,128.0,113.05000305175781,128.0,41321,2024-11-11
2024-11-18,117.05000305175781,117.05000305175781,123.4000015258789,112.0,123.4000015258789,27767,2024-11-18
2024-11-25,132.3300018310547,132.3300018310547,135.1300048828125,116.25,121.0,71935,2024-11-25
2024-12-02,138.52000427246094,138.52000427246094,144.88999938964844,128.94000244140625,138.0,276607,2024-12-02
2024-12-09,135.86000061035156,135.86000061035156,146.22000122070312,135.0,136.69000244140625,245809,2024-12-09
2024-12-16,130.75,130.75,142.8000030517578,130.49000549316406,135.86000061035156,98705,2024-12-16
2024-12-23,129.0399932861328,129.0399932861328,136.0,125.19999694824219,129.99000549316406,210068,2024-12-23
2024-12-30,131.75999450683594,131.75999450683594,134.5,124.5,130.38999938964844,102097,2024-12-30
2025-01-06,120.81999969482422,120.81999969482422,133.0,117.20999908447266,133.0,100243,2025-01-06
2025-01-13,116.76000213623047,116.76000213623047,121.94999694824219,112.75,119.30000305175781,78249,2025-01-13
2025-01-20,112.18000030517578,112.18000030517578,120.6500015258789,110.41000366210938,116.75,76638,2025-01-20
2025-01-27,109.16999816894531,109.16999816894531,113.77999877929688,105.0,113.77999877929688,99415,2025-01-27
2025-02-03,108.48999786376953,108.48999786376953,110.77999877929688,104.5,109.0,66984,2025-02-03
2025-02-10,95.41000366210938,95.41000366210938,109.61000061035156,90.80000305175781,109.61000061035156,136867,2025-02-10
2025-02-17,94.0199966430664,94.0199966430664,98.48999786376953,90.0199966430664,96.83000183105469,196055,2025-02-17
2025-02-24,90.38999938964844,90.38999938964844,99.88999938964844,89.80000305175781,95.37999725341797,52372,2025-02-24
2025-03-03,90.97000122070312,90.97000122070312,93.88999938964844,87.0,91.86000061035156,145310,2025-03-03
2025-03-10,80.52999877929688,80.52999877929688,92.2699966430664,80.30000305175781,91.44999694824219,88462,2025-03-10
2025-03-17,87.26000213623047,87.26000213623047,90.29000091552734,78.0,80.05000305175781,291356,2025-03-17
2025-03-24,76.44999694824219,76.44999694824219,90.0,76.05000305175781,87.29000091552734,268692,2025-03-24
2025-03-31,84.30000305175781,84.30000305175781,90.5,76.27999877929688,76.44999694824219,162595,2025-03-31
2025-04-07,86.38999938964844,86.38999938964844,87.4000015258789,77.0,77.0,171005,2025-04-07
2025-04-14,92.4800033569336,92.4800033569336,97.69000244140625,86.4000015258789,87.18000030517578,138613,2025-04-14
2025-04-21,94.36000061035156,94.36000061035156,97.7699966430664,92.5,92.5,209688,2025-04-21
2025-04-28,88.6500015258789,88.6500015258789,94.44999694824219,85.80000305175781,92.5999984741211,45215,2025-04-28
2025-05-05,84.97000122070312,84.97000122070312,92.97000122070312,83.30000305175781,91.9800033569336,87473,2025-05-05
2025-05-12,95.5199966430664,95.5199966430664,96.05000305175781,87.5,87.5,102592,2025-05-12
2025-05-19,100.94999694824219,100.94999694824219,103.69999694824219,94.25,95.5199966430664,292063,2025-05-19
2025-05-26,98.05999755859375,98.05999755859375,104.5,97.31999969482422,101.0,161755,2025-05-26
2025-06-02,98.91999816894531,98.91999816894531,102.87000274658203,96.0,97.94999694824219,178702,2025-06-02
2025-06-09,101.16999816894531,101.16999816894531,110.0,97.56999969482422,101.0,381598,2025-06-09
2025-06-16,95.04000091552734,95.04000091552734,102.0,93.69999694824219,102.0,96151,2025-06-16
2025-06-23,100.22000122070312,100.22000122070312,105.0,93.0999984741211,93.0999984741211,120958,2025-06-23
2025-06-30,99.7699966430664,99.7699966430664,103.0,97.0,100.22000122070312,114993,2025-06-30
2025-07-07,99.05999755859375,99.05999755859375,103.4000015258789,98.0,99.05000305175781,227683,2025-07-07
2025-07-14,100.58999633789062,100.58999633789062,101.48999786376953,97.88999938964844,99.9000015258789,45673,2025-07-14
