Date,Adj Close_ELGIEQUIP.NS,Close_ELGIEQUIP.NS,High_ELGIEQUIP.NS,Low_ELGIEQUIP.NS,Open_ELGIEQUIP.NS,Volume_ELGIEQUIP.NS,Date
2020-07-13,77.96731567382812,79.0,80.57499694824219,77.625,78.9749984741211,367502,2020-07-13
2020-07-20,83.17337036132812,84.2750015258789,87.0,78.82499694824219,79.32499694824219,1890642,2020-07-20
2020-07-27,78.85555267333984,79.9000015258789,84.4000015258789,79.2249984741211,84.2750015258789,195730,2020-07-27
2020-08-03,83.86421203613281,84.9749984741211,86.25,78.44999694824219,81.0,322898,2020-08-03
2020-08-10,122.32974243164062,123.94999694824219,129.14999389648438,84.44999694824219,86.9749984741211,5179416,2020-08-10
2020-08-17,111.6215591430664,113.0999984741211,123.0,111.57499694824219,119.0,2034168,2020-08-17
2020-08-24,112.38643646240234,113.875,116.0,112.0,113.0,484454,2020-08-24
2020-08-31,108.26600646972656,109.69999694824219,115.94999694824219,107.5,115.94999694824219,656090,2020-08-31
2020-09-07,111.76961517333984,113.25,116.0,106.75,110.25,250930,2020-09-07
2020-09-14,118.53006744384766,120.0999984741211,121.0,110.2750015258789,114.9000015258789,977276,2020-09-14
2020-09-21,122.47777557373047,124.0999984741211,134.39999389648438,117.7750015258789,123.44999694824219,2758543,2020-09-21
2020-09-28,118.13528442382812,119.69999694824219,129.0,117.5,125.5,201770,2020-09-28
2020-10-05,111.96699523925781,113.44999694824219,123.94999694824219,111.80000305175781,121.3499984741211,239111,2020-10-05
2020-10-12,108.71012878417969,110.1500015258789,122.6500015258789,106.0,113.44999694824219,229264,2020-10-12
2020-10-19,109.35163116455078,110.80000305175781,113.6500015258789,108.5999984741211,110.75,349019,2020-10-19
2020-10-26,102.88725280761719,104.25,111.8499984741211,101.30000305175781,109.3499984741211,174675,2020-10-26
2020-11-02,106.14411926269531,107.55000305175781,110.0,103.25,104.80000305175781,103662,2020-11-02
2020-11-09,119.9117660522461,121.5,125.0,111.0,111.0,1787031,2020-11-09
2020-11-16,125.3398666381836,127.0,131.0,115.4000015258789,118.3499984741211,516863,2020-11-16
2020-11-23,132.14967346191406,133.89999389648438,138.0,126.0999984741211,126.0999984741211,764550,2020-11-23
2020-11-30,133.1365966796875,134.89999389648438,135.9499969482422,131.0,133.89999389648438,549457,2020-11-30
2020-12-07,153.3686065673828,155.39999389648438,158.39999389648438,133.64999389648438,134.89999389648438,1422508,2020-12-07
2020-12-14,153.5166778564453,155.5500030517578,169.0,151.89999389648438,156.0,2174641,2020-12-14
2020-12-21,156.13201904296875,158.1999969482422,162.85000610351562,143.4499969482422,162.85000610351562,530551,2020-12-21
2020-12-28,158.05653381347656,160.14999389648438,164.75,151.85000610351562,159.0,466391,2020-12-28
2021-01-04,177.0548858642578,179.39999389648438,184.0,155.10000610351562,160.14999389648438,3787639,2021-01-04
2021-01-11,163.7313690185547,165.89999389648438,193.0,165.10000610351562,193.0,2610344,2021-01-11
2021-01-18,158.20457458496094,160.3000030517578,168.10000610351562,159.10000610351562,167.25,680613,2021-01-18
2021-01-25,155.7372589111328,157.8000030517578,163.89999389648438,149.8000030517578,161.0,585308,2021-01-25
2021-02-01,162.54705810546875,164.6999969482422,167.85000610351562,155.4499969482422,157.5,428731,2021-02-01
2021-02-08,165.80392456054688,168.0,181.0,163.5500030517578,166.0,1745568,2021-02-08
2021-02-15,161.65884399414062,163.8000030517578,175.89999389648438,163.14999389648438,168.85000610351562,696534,2021-02-15
2021-02-22,179.76895141601562,182.14999389648438,192.5,159.64999389648438,162.6999969482422,1910655,2021-02-22
2021-03-01,184.2594757080078,186.6999969482422,188.0,178.1999969482422,186.4499969482422,691162,2021-03-01
2021-03-08,199.31015014648438,201.9499969482422,211.60000610351562,184.64999389648438,188.0,3998543,2021-03-08
2021-03-15,186.72679138183594,189.1999969482422,203.39999389648438,182.10000610351562,202.89999389648438,751293,2021-03-15
2021-03-22,178.04180908203125,180.39999389648438,194.0,175.0500030517578,192.0,291783,2021-03-22
2021-03-29,194.62220764160156,197.1999969482422,198.75,180.39999389648438,180.39999389648438,221188,2021-03-29
2021-04-05,199.0634002685547,201.6999969482422,210.39999389648438,193.0500030517578,198.8000030517578,819633,2021-04-05
2021-04-12,192.84573364257812,195.39999389648438,207.0,188.0,190.0,339336,2021-04-12
2021-04-19,217.8643798828125,220.75,243.0,188.25,195.0,3858054,2021-04-19
2021-04-26,210.51177978515625,213.3000030517578,232.60000610351562,211.1999969482422,228.0,856561,2021-04-26
2021-05-03,213.47254943847656,216.3000030517578,226.89999389648438,213.25,216.0,652188,2021-05-03
2021-05-10,202.02418518066406,204.6999969482422,222.5500030517578,201.85000610351562,218.0,461354,2021-05-10
2021-05-17,212.58428955078125,215.39999389648438,219.9499969482422,204.6999969482422,205.10000610351562,502214,2021-05-17
2021-05-24,206.46536254882812,209.1999969482422,225.0,195.1999969482422,222.0,1460605,2021-05-24
2021-05-31,210.2156982421875,213.0,215.4499969482422,202.60000610351562,212.5,458312,2021-05-31
2021-06-07,211.69607543945312,214.5,219.85000610351562,210.60000610351562,215.3000030517578,878760,2021-06-07
2021-06-14,206.81077575683594,209.5500030517578,217.5,202.1999969482422,215.10000610351562,581541,2021-06-14
2021-06-21,209.32745361328125,212.10000610351562,221.5,206.0,210.6999969482422,682560,2021-06-21
2021-06-28,208.14312744140625,210.89999389648438,217.89999389648438,206.0,217.89999389648438,817770,2021-06-28
2021-07-05,211.15325927734375,213.9499969482422,221.0500030517578,211.0,213.85000610351562,1113694,2021-07-05
2021-07-12,207.79771423339844,210.5500030517578,225.10000610351562,209.1999969482422,215.9499969482422,1627446,2021-07-12
2021-07-19,202.9124298095703,205.60000610351562,214.0,203.14999389648438,209.0,661538,2021-07-19
2021-07-26,217.47036743164062,219.5,228.0,209.0,214.75,8712202,2021-07-26
2021-08-02,203.10446166992188,205.0,228.8000030517578,197.3000030517578,222.5,6520663,2021-08-02
2021-08-09,203.59982299804688,205.5,212.4499969482422,197.0,209.0,2561772,2021-08-09
2021-08-16,199.58726501464844,201.4499969482422,208.0,197.0,206.39999389648438,619373,2021-08-16
2021-08-23,191.61170959472656,193.39999389648438,204.8000030517578,191.3000030517578,203.0,537748,2021-08-23
2021-08-30,197.50669860839844,199.35000610351562,202.9499969482422,192.0500030517578,194.89999389648438,869420,2021-08-30
2021-09-06,198.99282836914062,200.85000610351562,209.89999389648438,195.4499969482422,198.5,1544587,2021-09-06
2021-09-13,209.99017333984375,211.9499969482422,218.35000610351562,197.64999389648438,200.85000610351562,2119248,2021-09-13
2021-09-20,206.57208251953125,208.5,220.0,200.10000610351562,209.6999969482422,1921007,2021-09-20
2021-09-27,201.2715606689453,203.14999389648438,211.35000610351562,197.0,209.0,530488,2021-09-27
2021-10-04,199.88449096679688,201.75,208.5500030517578,199.25,204.0,788304,2021-10-04
2021-10-11,202.70816040039062,204.60000610351562,207.35000610351562,201.10000610351562,201.75,475579,2021-10-11
2021-10-18,198.99282836914062,200.85000610351562,207.75,198.89999389648438,207.75,668009,2021-10-18
2021-10-25,197.15994262695312,199.0,202.0,195.10000610351562,200.1999969482422,370086,2021-10-25
2021-11-01,198.84420776367188,200.6999969482422,203.39999389648438,198.35000610351562,199.1999969482422,182213,2021-11-01
2021-11-08,212.51661682128906,214.5,228.0,199.25,202.0,5663426,2021-11-08
2021-11-15,210.88186645507812,212.85000610351562,226.5,208.14999389648438,219.39999389648438,1533986,2021-11-15
2021-11-22,257.2491149902344,259.6499938964844,280.70001220703125,208.0,215.0,16134506,2021-11-22
2021-11-29,293.461181640625,296.20001220703125,299.0,251.39999389648438,265.0,4456172,2021-11-29
2021-12-06,305.44927978515625,308.29998779296875,321.0,294.1000061035156,304.5,3652315,2021-12-06
2021-12-13,286.42681884765625,289.1000061035156,347.0,284.54998779296875,310.04998779296875,4114024,2021-12-13
2021-12-20,284.940673828125,287.6000061035156,307.79998779296875,263.0,278.04998779296875,2051465,2021-12-20
2021-12-27,296.3343811035156,299.1000061035156,304.1499938964844,278.8999938964844,285.0,1496864,2021-12-27
2022-01-03,324.4222106933594,327.45001220703125,340.95001220703125,300.1499938964844,301.3999938964844,2916886,2022-01-03
