Date,Adj Close_KILITCH.NS,Close_KILITCH.NS,High_KILITCH.NS,Low_KILITCH.NS,Open_KILITCH.NS,Volume_KILITCH.NS,Date
2020-07-13,88.5,88.5,91.44999694824219,86.05000305175781,90.0,20385,2020-07-13
2020-07-20,87.9000015258789,87.9000015258789,89.05000305175781,85.0,89.05000305175781,23394,2020-07-20
2020-07-27,86.0,86.0,90.5,85.05000305175781,88.80000305175781,33800,2020-07-27
2020-08-03,87.5999984741211,87.5999984741211,89.0,84.4000015258789,88.9000015258789,35883,2020-08-03
2020-08-10,93.9000015258789,93.9000015258789,101.0,86.0999984741211,87.5999984741211,56066,2020-08-10
2020-08-17,98.0,98.0,101.6500015258789,88.5999984741211,93.9000015258789,93431,2020-08-17
2020-08-24,95.0,95.0,100.0,92.0999984741211,98.0,78409,2020-08-24
2020-08-31,87.3499984741211,87.3499984741211,97.5,85.94999694824219,97.5,44645,2020-08-31
2020-09-07,86.3499984741211,86.3499984741211,89.80000305175781,83.1500015258789,87.55000305175781,33761,2020-09-07
2020-09-14,89.94999694824219,89.94999694824219,95.5999984741211,85.5,88.94999694824219,68924,2020-09-14
2020-09-21,82.3499984741211,82.3499984741211,91.75,78.5999984741211,91.75,46769,2020-09-21
2020-09-28,82.75,82.75,83.94999694824219,80.0999984741211,82.5,11260,2020-09-28
2020-10-05,97.55000305175781,97.55000305175781,97.55000305175781,80.0,83.0,131054,2020-10-05
2020-10-12,105.5,105.5,107.0,85.4000015258789,96.80000305175781,249006,2020-10-12
2020-10-19,95.0,95.0,106.94999694824219,93.25,106.94999694824219,77649,2020-10-19
2020-10-26,89.6500015258789,89.6500015258789,99.0,89.30000305175781,94.5,15993,2020-10-26
2020-11-02,87.80000305175781,87.80000305175781,92.44999694824219,85.25,87.69999694824219,13681,2020-11-02
2020-11-09,95.5,95.5,99.75,87.30000305175781,89.0,35637,2020-11-09
2020-11-16,95.4000015258789,95.4000015258789,99.69999694824219,93.0,97.25,11967,2020-11-16
2020-11-23,93.19999694824219,93.19999694824219,96.0,89.3499984741211,91.8499984741211,20311,2020-11-23
2020-11-30,93.80000305175781,93.80000305175781,95.44999694824219,90.75,93.19999694824219,16387,2020-11-30
2020-12-07,93.1500015258789,93.1500015258789,100.0,91.4000015258789,94.5,51498,2020-12-07
2020-12-14,94.75,94.75,97.9000015258789,91.0999984741211,93.1500015258789,27297,2020-12-14
2020-12-21,95.3499984741211,95.3499984741211,99.44999694824219,91.75,94.75,47480,2020-12-21
2020-12-28,101.1500015258789,101.1500015258789,101.1500015258789,93.0999984741211,95.3499984741211,25853,2020-12-28
2021-01-04,94.19999694824219,94.19999694824219,103.4000015258789,93.75,102.44999694824219,33832,2021-01-04
2021-01-11,95.9000015258789,95.9000015258789,98.3499984741211,93.05000305175781,96.0999984741211,16153,2021-01-11
2021-01-18,92.9000015258789,92.9000015258789,96.75,89.3499984741211,95.9000015258789,22070,2021-01-18
2021-01-25,88.3499984741211,88.3499984741211,91.9000015258789,87.05000305175781,91.55000305175781,11570,2021-01-25
2021-02-01,89.5,89.5,93.30000305175781,87.0,88.30000305175781,13643,2021-02-01
2021-02-08,89.44999694824219,89.44999694824219,95.0,87.5,89.05000305175781,43320,2021-02-08
2021-02-15,87.0,87.0,92.75,84.69999694824219,92.3499984741211,28562,2021-02-15
2021-02-22,87.80000305175781,87.80000305175781,91.94999694824219,85.0,90.80000305175781,17317,2021-02-22
2021-03-01,85.69999694824219,85.69999694824219,90.5,83.75,90.0,75964,2021-03-01
2021-03-08,81.9000015258789,81.9000015258789,87.4000015258789,81.0999984741211,87.4000015258789,47767,2021-03-08
2021-03-15,84.9000015258789,84.9000015258789,92.94999694824219,79.05000305175781,81.9000015258789,83308,2021-03-15
2021-03-22,82.44999694824219,82.44999694824219,90.0,79.44999694824219,86.5999984741211,52369,2021-03-22
2021-03-29,83.30000305175781,83.30000305175781,85.5,79.5,82.44999694824219,17276,2021-03-29
2021-04-05,117.44999694824219,117.44999694824219,117.44999694824219,80.55000305175781,83.69999694824219,727397,2021-04-05
2021-04-12,103.69999694824219,103.69999694824219,119.4000015258789,101.94999694824219,117.0999984741211,278463,2021-04-12
2021-04-19,108.30000305175781,108.30000305175781,112.80000305175781,95.1500015258789,102.0,244748,2021-04-19
2021-04-26,106.1500015258789,106.1500015258789,113.44999694824219,100.8499984741211,110.0,128479,2021-04-26
2021-05-03,134.0,134.0,138.3000030517578,105.44999694824219,109.0,615593,2021-05-03
