Date,Adj Close_RETAIL.NS,Close_RETAIL.NS,High_RETAIL.NS,Low_RETAIL.NS,Open_RETAIL.NS,Volume_RETAIL.NS,Date
2024-06-24,42.130001068115234,42.130001068115234,42.130001068115234,35.0,36.400001525878906,92732,2024-06-24
2024-07-01,37.040000915527344,37.040000915527344,44.5,36.9900016784668,44.22999954223633,326306,2024-07-01
2024-07-08,51.2599983215332,51.2599983215332,56.70000076293945,35.0,37.0,1850308,2024-07-08
2024-07-15,54.709999084472656,54.709999084472656,54.7400016784668,44.5,50.95000076293945,531695,2024-07-15
2024-07-22,52.900001525878906,52.900001525878906,55.459999084472656,46.70000076293945,53.9900016784668,304828,2024-07-22
2024-07-29,49.099998474121094,49.099998474121094,53.5,47.810001373291016,53.20000076293945,114393,2024-07-29
2024-08-05,43.689998626708984,43.689998626708984,49.75,42.0099983215332,47.099998474121094,147749,2024-08-05
2024-08-12,37.540000915527344,37.540000915527344,45.0,37.099998474121094,42.689998626708984,137248,2024-08-12
2024-08-19,43.529998779296875,43.529998779296875,46.0,37.5,37.5,215036,2024-08-19
2024-08-26,39.540000915527344,39.540000915527344,44.5,38.599998474121094,44.5,60623,2024-08-26
2024-09-02,41.470001220703125,41.470001220703125,43.400001525878906,40.0,40.0,181104,2024-09-02
2024-09-09,42.119998931884766,42.119998931884766,42.72999954223633,39.0,41.25,43173,2024-09-09
2024-09-16,43.040000915527344,43.040000915527344,44.790000915527344,38.79999923706055,41.29999923706055,109171,2024-09-16
2024-09-23,47.72999954223633,47.72999954223633,50.95000076293945,41.61000061035156,44.0,229354,2024-09-23
2024-09-30,50.27000045776367,50.27000045776367,52.61000061035156,45.5,48.0,142222,2024-09-30
2024-10-07,51.47999954223633,51.47999954223633,51.47999954223633,45.75,50.5,103121,2024-10-07
2024-10-14,53.79999923706055,53.79999923706055,57.0,50.099998474121094,52.7599983215332,125353,2024-10-14
2024-10-21,42.79999923706055,42.79999923706055,53.75,42.349998474121094,51.25,17796,2024-10-21
2024-10-28,42.16999816894531,42.16999816894531,45.20000076293945,39.79999923706055,42.79999923706055,15324,2024-10-28
2024-11-04,42.0099983215332,42.0099983215332,44.0,40.099998474121094,41.04999923706055,12340,2024-11-04
2024-11-11,39.5099983215332,39.5099983215332,44.0,37.900001525878906,40.25,17194,2024-11-11
2024-11-18,40.25,40.25,42.349998474121094,37.529998779296875,39.5,9018,2024-11-18
2024-11-25,40.15999984741211,40.15999984741211,41.939998626708984,37.150001525878906,39.0,9457,2024-11-25
2024-12-02,38.0,38.0,40.15999984741211,36.5,40.15999984741211,8850,2024-12-02
2024-12-09,46.75,46.75,48.43000030517578,39.0,39.900001525878906,115407,2024-12-09
2024-12-16,43.529998779296875,43.529998779296875,49.08000183105469,43.22999954223633,48.79999923706055,76814,2024-12-16
2024-12-23,43.119998931884766,43.119998931884766,45.70000076293945,41.349998474121094,45.70000076293945,87757,2024-12-23
2024-12-30,42.560001373291016,42.560001373291016,43.540000915527344,39.91999816894531,43.119998931884766,33047,2024-12-30
2025-01-06,39.22999954223633,39.22999954223633,42.5,38.77000045776367,41.79999923706055,31719,2025-01-06
2025-01-13,38.22999954223633,38.22999954223633,41.150001525878906,37.29999923706055,41.150001525878906,47157,2025-01-13
2025-01-20,35.689998626708984,35.689998626708984,39.0,35.18000030517578,36.31999969482422,44954,2025-01-20
2025-01-27,33.63999938964844,33.63999938964844,37.349998474121094,32.25,37.349998474121094,20932,2025-01-27
2025-02-03,37.34000015258789,37.34000015258789,38.95000076293945,33.529998779296875,34.029998779296875,18268,2025-02-03
2025-02-10,33.15999984741211,33.15999984741211,41.0,32.75,41.0,32557,2025-02-10
2025-02-17,35.5,35.5,37.0,32.0,35.56999969482422,98613,2025-02-17
2025-02-24,33.25,33.25,36.79999923706055,32.279998779296875,36.38999938964844,40853,2025-02-24
2025-03-03,38.33000183105469,38.33000183105469,39.93000030517578,32.040000915527344,34.95000076293945,46522,2025-03-03
2025-03-10,36.61000061035156,36.61000061035156,41.349998474121094,34.220001220703125,41.349998474121094,29652,2025-03-10
