Date,Adj Close_NESTLEIND.NS,Close_NESTLEIND.NS,High_NESTLEIND.NS,Low_NESTLEIND.NS,Open_NESTLEIND.NS,Volume_NESTLEIND.NS,Date
2020-07-13,1624.8963623046875,1722.9949951171875,1776.4599609375,1674.0,1694.0,5481940,2020-07-13
2020-07-20,1626.961669921875,1725.18505859375,1749.4949951171875,1696.0,1732.4000244140625,8784590,2020-07-20
2020-07-27,1558.1507568359375,1652.219970703125,1747.4649658203125,1643.219970703125,1730.0,9897240,2020-07-27
2020-08-03,1583.2740478515625,1678.8599853515625,1689.9000244140625,1635.0,1652.800048828125,5179940,2020-08-03
2020-08-10,1542.3543701171875,1635.469970703125,1685.9949951171875,1630.5050048828125,1678.9949951171875,3099170,2020-08-10
2020-08-17,1561.8995361328125,1656.1949462890625,1669.0,1618.5250244140625,1645.0,5342170,2020-08-17
2020-08-24,1518.4527587890625,1610.125,1670.7900390625,1608.5,1658.0,5755810,2020-08-24
2020-08-31,1530.83984375,1623.260009765625,1643.9599609375,1573.989990234375,1621.5,7372510,2020-08-31
2020-09-07,1539.586669921875,1632.5350341796875,1651.5,1597.2099609375,1624.0999755859375,5044580,2020-09-07
2020-09-14,1517.1134033203125,1608.7049560546875,1640.0,1592.5,1640.0,6202040,2020-09-14
2020-09-21,1484.0826416015625,1573.6800537109375,1604.949951171875,1510.0,1602.5,8052590,2020-09-21
2020-09-28,1508.9512939453125,1600.050048828125,1605.0,1557.5,1582.0,2687280,2020-09-28
2020-10-05,1512.1199951171875,1603.4100341796875,1635.0,1573.2349853515625,1599.800048828125,3988280,2020-10-05
2020-10-12,1455.173095703125,1543.0250244140625,1614.9599609375,1537.5,1610.0,3836010,2020-10-12
2020-10-19,1496.21533203125,1586.5450439453125,1641.0,1542.5050048828125,1555.0,7234040,2020-10-19
2020-10-26,1618.45068359375,1716.1600341796875,1736.0,1605.2149658203125,1620.0,13787120,2020-10-26
2020-11-02,1616.5859375,1700.6650390625,1739.9000244140625,1676.0,1720.0999755859375,5081660,2020-11-02
2020-11-09,1600.5692138671875,1683.81494140625,1737.0,1647.5,1714.800048828125,8819600,2020-11-09
2020-11-16,1659.717529296875,1746.0400390625,1750.0,1667.18505859375,1682.56494140625,6983690,2020-11-16
2020-11-23,1700.4542236328125,1788.89501953125,1806.8900146484375,1694.9749755859375,1746.0999755859375,17757720,2020-11-23
2020-11-30,1694.7269287109375,1782.8699951171875,1806.7900390625,1715.0,1788.89501953125,6490130,2020-11-30
2020-12-07,1749.1373291015625,1840.1099853515625,1846.0,1738.625,1765.0999755859375,8016340,2020-12-07
2020-12-14,1745.49169921875,1836.2750244140625,1873.4949951171875,1813.0849609375,1835.469970703125,8359690,2020-12-14
2020-12-21,1764.844970703125,1856.635009765625,1883.0,1800.0,1826.2750244140625,5032780,2020-12-21
2020-12-28,1753.8516845703125,1845.0699462890625,1884.4000244140625,1817.5400390625,1884.4000244140625,4934530,2020-12-28
2021-01-04,1740.1209716796875,1830.625,1863.0,1800.0,1849.5,4756540,2021-01-04
2021-01-11,1695.2308349609375,1783.4000244140625,1854.5849609375,1780.0,1835.0,5203970,2021-01-11
2021-01-18,1671.9989013671875,1758.9599609375,1807.4000244140625,1755.0,1784.9949951171875,4265810,2021-01-18
2021-01-25,1621.6572265625,1706.0,1770.0,1696.1300048828125,1765.199951171875,3847810,2021-01-25
2021-02-01,1626.9566650390625,1711.574951171875,1735.0,1700.0,1720.0,5172260,2021-02-01
2021-02-08,1643.928955078125,1729.4300537109375,1751.9000244140625,1708.6500244140625,1718.0,4790890,2021-02-08
2021-02-15,1556.67724609375,1637.6400146484375,1764.5999755859375,1621.2950439453125,1734.9000244140625,13205770,2021-02-15
2021-02-22,1530.5555419921875,1610.1600341796875,1653.0,1600.2099609375,1641.10498046875,8548410,2021-02-22
2021-03-01,1595.3172607421875,1678.2900390625,1684.0,1610.0,1623.5999755859375,5394100,2021-03-01
2021-03-08,1589.5711669921875,1672.2449951171875,1700.9849853515625,1660.699951171875,1672.5050048828125,3332610,2021-03-08
2021-03-15,1563.75390625,1645.0849609375,1702.0,1607.0,1687.9849853515625,6064070,2021-03-15
2021-03-22,1575.2462158203125,1657.175048828125,1676.97998046875,1611.5999755859375,1645.0999755859375,5199810,2021-03-22
2021-03-29,1623.85791015625,1708.31494140625,1729.9000244140625,1657.175048828125,1657.175048828125,3424090,2021-03-29
2021-04-05,1672.26513671875,1759.239990234375,1786.594970703125,1672.3900146484375,1715.0,5161650,2021-04-05
2021-04-12,1639.91748046875,1725.2099609375,1762.0,1677.5,1737.5150146484375,3805630,2021-04-12
2021-04-19,1580.3743896484375,1662.5699462890625,1742.0,1655.125,1720.10498046875,4276560,2021-04-19
2021-04-26,1550.2939453125,1630.925048828125,1693.0,1625.5,1679.905029296875,4618790,2021-04-26
2021-05-03,1601.9364013671875,1676.135009765625,1679.81005859375,1627.2650146484375,1636.0,3131510,2021-05-03
2021-05-10,1646.1678466796875,1722.4150390625,1726.0,1660.5,1683.0,2648790,2021-05-10
2021-05-17,1672.254150390625,1749.7099609375,1755.0,1700.06005859375,1722.0,3210920,2021-05-17
2021-05-24,1673.4298095703125,1750.93994140625,1790.0,1730.074951171875,1740.0050048828125,3477860,2021-05-24
2021-05-31,1665.5355224609375,1742.6800537109375,1785.4949951171875,1738.0,1750.9000244140625,4412570,2021-05-31
2021-06-07,1676.01025390625,1753.6400146484375,1767.5,1735.3499755859375,1747.4549560546875,2298110,2021-06-07
2021-06-14,1688.8408203125,1767.06494140625,1818.9300537109375,1741.760009765625,1746.1400146484375,4241380,2021-06-14
2021-06-21,1673.172119140625,1750.6700439453125,1774.7950439453125,1732.239990234375,1763.1400146484375,2518410,2021-06-21
2021-06-28,1682.280029296875,1760.199951171875,1775.0,1745.3499755859375,1750.7049560546875,2205360,2021-06-28
2021-07-05,1685.5294189453125,1763.5999755859375,1780.0,1736.0250244140625,1760.510009765625,2082010,2021-07-05
2021-07-12,1687.2689208984375,1765.4200439453125,1775.5350341796875,1745.0,1775.530029296875,1736900,2021-07-12
2021-07-19,1734.075927734375,1814.39501953125,1822.4000244140625,1755.0,1755.0,2845440,2021-07-19
2021-07-26,1691.8994140625,1770.2650146484375,1844.9000244140625,1765.5050048828125,1807.18505859375,4991950,2021-07-26
2021-08-02,1722.2916259765625,1802.06494140625,1838.0,1765.4000244140625,1779.5799560546875,2122620,2021-08-02
2021-08-09,1746.0797119140625,1826.9549560546875,1837.0699462890625,1802.06494140625,1807.0,1927050,2021-08-09
2021-08-16,1870.4873046875,1957.125,1964.1099853515625,1817.7149658203125,1826.9549560546875,3032670,2021-08-16
2021-08-23,1907.38818359375,1995.7349853515625,2032.5,1955.7650146484375,1970.0,4302930,2021-08-23
2021-08-30,1936.9490966796875,2026.6650390625,2034.300048828125,1935.0,2005.0,5917260,2021-08-30
2021-09-06,1955.16064453125,2045.719970703125,2053.0,1978.5,2026.0150146484375,3509560,2021-09-06
2021-09-13,1928.256591796875,2017.5699462890625,2060.9150390625,1997.0,2030.0,2806880,2021-09-13
2021-09-20,1898.4903564453125,1986.425048828125,2038.5999755859375,1980.0,2012.5,4030650,2021-09-20
2021-09-27,1868.4517822265625,1954.9949951171875,1990.0,1925.2049560546875,1990.0,2341970,2021-09-27
2021-10-04,1814.5963134765625,1898.64501953125,1965.0,1893.7550048828125,1954.9949951171875,2676730,2021-10-04
2021-10-11,1846.990966796875,1932.5400390625,1960.5050048828125,1897.0050048828125,1902.0999755859375,2071660,2021-10-11
2021-10-18,1816.53173828125,1900.6700439453125,2020.0,1885.0,1960.0,4548510,2021-10-18
2021-10-25,1815.9056396484375,1900.0150146484375,1942.0,1860.43505859375,1900.0,2944110,2021-10-25
2021-11-01,1815.9910888671875,1888.925048828125,1909.8900146484375,1856.0999755859375,1909.8900146484375,1289040,2021-11-01
2021-11-08,1840.33349609375,1914.2449951171875,1925.9200439453125,1867.0050048828125,1894.9000244140625,2334870,2021-11-08
2021-11-15,1865.6226806640625,1940.550048828125,1959.9000244140625,1906.9849853515625,1920.0,1928360,2021-11-15
2021-11-22,1848.005126953125,1922.2249755859375,1956.5849609375,1883.25,1941.3499755859375,2016390,2021-11-22
2021-11-29,1857.53271484375,1932.135009765625,1965.0,1880.0,1905.0,3967470,2021-11-29
2021-12-06,1852.6199951171875,1927.0250244140625,1954.9000244140625,1892.9150390625,1940.0,2189050,2021-12-06
2021-12-13,1834.2958984375,1907.9649658203125,1934.949951171875,1891.3399658203125,1922.02001953125,2831610,2021-12-13
2021-12-20,1848.192626953125,1922.4200439453125,1943.405029296875,1860.0,1900.0,2243890,2021-12-20
2021-12-27,1894.4833984375,1970.5699462890625,1981.4949951171875,1909.9449462890625,1918.5999755859375,1566610,2021-12-27
2022-01-03,1913.4375,1990.2850341796875,2002.5,1953.5,1969.5,1730270,2022-01-03
2022-01-10,1865.1083984375,1940.0150146484375,1996.8900146484375,1927.0,1990.300048828125,1486890,2022-01-10
2022-01-17,1824.162841796875,1897.425048828125,1951.5,1857.2099609375,1940.0,2892910,2022-01-17
2022-01-24,1767.4552001953125,1838.43994140625,1904.0,1821.7750244140625,1897.425048828125,2029990,2022-01-24
2022-01-31,1762.3841552734375,1833.1650390625,1885.0,1820.280029296875,1842.800048828125,1962460,2022-01-31
2022-02-07,1712.73291015625,1781.52001953125,1842.0,1762.0,1833.1650390625,2824990,2022-02-07
2022-02-14,1731.3935546875,1800.9300537109375,1840.0,1742.97998046875,1771.5999755859375,3436650,2022-02-14
2022-02-21,1703.109375,1771.510009765625,1820.9549560546875,1756.0,1797.699951171875,3524650,2022-02-21
2022-02-28,1672.03271484375,1739.18505859375,1788.93994140625,1702.0999755859375,1770.0,3631730,2022-02-28
2022-03-07,1665.8411865234375,1732.7449951171875,1768.5250244140625,1696.5,1710.0,3751560,2022-03-07
2022-03-14,1757.8223876953125,1828.4200439453125,1837.4849853515625,1715.800048828125,1747.7449951171875,2501560,2022-03-14
2022-03-21,1649.858154296875,1716.1199951171875,1837.0,1707.5,1835.0,3362360,2022-03-21
2022-03-28,1687.9293212890625,1755.719970703125,1760.77001953125,1679.0,1725.0,3322800,2022-03-28
2022-04-04,1774.0311279296875,1845.280029296875,1849.5999755859375,1746.2049560546875,1761.0,1983920,2022-04-04
2022-04-11,1767.262939453125,1838.239990234375,1854.9000244140625,1821.300048828125,1841.800048828125,1198990,2022-04-11
2022-04-18,1748.5496826171875,1818.7750244140625,1872.5,1775.0999755859375,1830.0,5019400,2022-04-18
2022-04-25,1770.96142578125,1833.030029296875,1866.56005859375,1785.010009765625,1790.0,3648860,2022-04-25
2022-05-02,1641.996337890625,1699.5450439453125,1848.0,1697.5,1826.9000244140625,2557640,2022-05-02
2022-05-09,1584.7525634765625,1640.2950439453125,1705.530029296875,1612.675048828125,1699.344970703125,3713260,2022-05-09
