Date,Adj Close_HESTERBIO.NS,Close_HESTERBIO.NS,High_HESTERBIO.NS,Low_HESTERBIO.NS,Open_HESTERBIO.NS,Volume_HESTERBIO.NS,Date
2020-07-13,1252.51611328125,1277.75,1325.0,1260.0,1282.6500244140625,21508,2020-07-13
2020-07-20,1272.3662109375,1298.0,1319.5,1263.300048828125,1295.0,23883,2020-07-20
2020-07-27,1294.764892578125,1320.8499755859375,1371.0,1267.5,1309.9000244140625,72626,2020-07-27
2020-08-03,1393.7213134765625,1421.800048828125,1490.0,1315.0,1340.0,104486,2020-08-03
2020-08-10,1435.23486328125,1464.1500244140625,1575.0,1435.550048828125,1464.0,128340,2020-08-10
2020-08-17,1461.2606201171875,1490.699951171875,1530.8499755859375,1465.5,1465.5,35576,2020-08-17
2020-08-24,1457.0455322265625,1486.4000244140625,1599.800048828125,1465.449951171875,1499.5,57262,2020-08-24
2020-08-31,1550.454833984375,1575.0,1587.9000244140625,1381.0,1487.0,54963,2020-08-31
2020-09-07,1633.736328125,1659.5999755859375,1795.0,1566.5999755859375,1588.0,193780,2020-09-07
2020-09-14,1725.6806640625,1753.0,1830.050048828125,1650.0,1720.0,115815,2020-09-14
2020-09-21,1716.279541015625,1743.449951171875,1900.0,1620.3499755859375,1779.300048828125,100881,2020-09-21
2020-09-28,1668.830810546875,1695.25,1794.75,1680.050048828125,1766.1500244140625,28055,2020-09-28
2020-10-05,1725.5823974609375,1752.9000244140625,1898.0,1675.0,1698.0999755859375,95471,2020-10-05
2020-10-12,1706.041748046875,1733.050048828125,1848.75,1715.1500244140625,1775.0,38688,2020-10-12
2020-10-19,1809.45458984375,1838.0999755859375,1862.0,1723.8499755859375,1752.699951171875,31325,2020-10-19
2020-10-26,1742.218994140625,1769.800048828125,1853.949951171875,1731.0,1838.0999755859375,16565,2020-10-26
2020-11-02,1753.7366943359375,1781.5,1840.0,1713.800048828125,1760.0,34785,2020-11-02
2020-11-09,1747.63330078125,1775.300048828125,1820.0,1676.75,1802.9000244140625,27174,2020-11-09
2020-11-16,1765.5989990234375,1793.550048828125,1884.0,1751.0,1766.199951171875,50246,2020-11-16
2020-11-23,1764.811279296875,1792.75,1840.0999755859375,1770.300048828125,1802.550048828125,35790,2020-11-23
2020-11-30,1742.6126708984375,1770.199951171875,1804.800048828125,1761.300048828125,1792.75,20696,2020-11-30
2020-12-07,1721.7431640625,1749.0,1812.75,1706.6500244140625,1761.0,25435,2020-12-07
2020-12-14,1692.55517578125,1719.3499755859375,1773.8499755859375,1702.300048828125,1757.75,19443,2020-12-14
2020-12-21,1705.0081787109375,1732.0,1775.0,1601.0,1721.050048828125,20840,2020-12-21
2020-12-28,1662.0875244140625,1688.4000244140625,1750.0,1667.4000244140625,1740.0,15025,2020-12-28
2021-01-04,1653.62158203125,1679.800048828125,1733.0,1665.25,1696.0999755859375,41604,2021-01-04
2021-01-11,1666.0743408203125,1692.449951171875,1850.0,1684.0,1688.199951171875,158817,2021-01-11
2021-01-18,1629.3555908203125,1655.1500244140625,1750.0,1651.0,1700.9000244140625,53992,2021-01-18
2021-01-25,1657.952880859375,1684.199951171875,1735.0,1630.0,1663.449951171875,23745,2021-01-25
2021-02-01,1676.7554931640625,1703.300048828125,1792.0,1691.199951171875,1700.0,52587,2021-02-01
2021-02-08,1671.537841796875,1698.0,1775.050048828125,1690.0,1711.8499755859375,34782,2021-02-08
2021-02-15,1714.4583740234375,1741.5999755859375,1790.949951171875,1685.0,1685.0,32039,2021-02-15
2021-02-22,1763.876220703125,1791.800048828125,1799.0,1703.050048828125,1749.9000244140625,23511,2021-02-22
2021-03-01,1628.27294921875,1654.050048828125,1814.800048828125,1651.0,1783.949951171875,34710,2021-03-01
2021-03-08,1716.378173828125,1743.550048828125,1790.0,1651.0,1655.3499755859375,28858,2021-03-08
2021-03-15,1751.472412109375,1779.199951171875,1796.0,1715.9000244140625,1739.8499755859375,29140,2021-03-15
2021-03-22,1919.90625,1950.300048828125,2280.0,1753.800048828125,1775.5999755859375,535803,2021-03-22
2021-03-29,1873.7369384765625,1903.4000244140625,1989.3499755859375,1881.0,1950.300048828125,44931,2021-03-29
2021-04-05,2165.32080078125,2199.60009765625,2250.0,1887.1500244140625,1903.4000244140625,163681,2021-04-05
2021-04-12,2307.32275390625,2343.85009765625,2399.89990234375,1966.0,2145.0,201717,2021-04-12
2021-04-19,2100.2509765625,2133.5,2378.85009765625,2106.0,2319.0,109278,2021-04-19
2021-04-26,2188.454833984375,2223.10009765625,2339.89990234375,2101.550048828125,2144.199951171875,79226,2021-04-26
2021-05-03,2119.29931640625,2152.85009765625,2278.0,2112.699951171875,2202.0,45067,2021-05-03
2021-05-10,2435.493896484375,2474.050048828125,2652.35009765625,2165.60009765625,2223.0,559186,2021-05-10
2021-05-17,2750.654296875,2794.199951171875,3134.0,2602.550048828125,2690.0,1173843,2021-05-17
2021-05-24,2825.174560546875,2869.89990234375,3105.0,2505.10009765625,2848.0,273437,2021-05-24
2021-05-31,2637.545166015625,2679.300048828125,2869.0,2324.60009765625,2869.0,121600,2021-05-31
2021-06-07,2637.29931640625,2679.050048828125,2880.0,2670.0,2697.89990234375,284385,2021-06-07
2021-06-14,2489.98095703125,2529.39990234375,2697.0,2485.0,2697.0,60992,2021-06-14
2021-06-21,2551.851806640625,2592.25,2784.949951171875,2475.0,2529.0,127237,2021-06-21
2021-06-28,2541.318359375,2581.550048828125,2664.0,2564.0,2612.75,47156,2021-06-28
2021-07-05,2471.08056640625,2510.199951171875,2659.949951171875,2492.14990234375,2644.699951171875,55724,2021-07-05
2021-07-12,2447.60205078125,2486.35009765625,2609.949951171875,2475.0,2516.0,55697,2021-07-12
2021-07-19,2374.115234375,2411.699951171875,2511.449951171875,2378.89990234375,2486.0,38329,2021-07-19
2021-07-26,2331.93310546875,2368.85009765625,2450.0,2312.60009765625,2420.0,37767,2021-07-26
2021-08-02,2309.8330078125,2346.39990234375,2478.0,2311.39990234375,2396.0,35433,2021-08-02
2021-08-09,2397.050537109375,2424.75,2547.0,2131.25,2349.0,688065,2021-08-09
2021-08-16,2319.743896484375,2346.550048828125,2544.89990234375,2325.39990234375,2428.0,100306,2021-08-16
2021-08-23,2286.774658203125,2313.199951171875,2389.89990234375,2212.0,2366.0,62356,2021-08-23
2021-08-30,2347.4736328125,2374.60009765625,2438.60009765625,2314.10009765625,2314.10009765625,54628,2021-08-30
2021-09-06,2510.98388671875,2540.0,2598.39990234375,2340.550048828125,2380.0,107447,2021-09-06
2021-09-13,2499.467041015625,2528.35009765625,2620.0,2470.0,2567.949951171875,68802,2021-09-13
2021-09-20,2468.969482421875,2497.5,2608.300048828125,2455.0,2465.0,80819,2021-09-20
2021-09-27,2431.4033203125,2459.5,2560.0,2442.89990234375,2500.050048828125,25576,2021-09-27
2021-10-04,2474.8515625,2503.449951171875,2589.60009765625,2459.550048828125,2459.550048828125,52328,2021-10-04
2021-10-11,2491.6572265625,2520.449951171875,2735.949951171875,2475.0,2503.449951171875,160311,2021-10-11
2021-10-18,2436.099365234375,2464.25,2609.89990234375,2415.0,2530.0,67856,2021-10-18
2021-10-25,2409.012451171875,2436.85009765625,2535.0,2416.10009765625,2466.050048828125,83466,2021-10-25
2021-11-01,2467.140625,2495.64990234375,2537.550048828125,2401.25,2445.0,48666,2021-11-01
2021-11-08,2420.380859375,2448.35009765625,2510.0,2423.35009765625,2509.89990234375,56270,2021-11-08
2021-11-15,2272.6875,2298.949951171875,2479.0,2270.0,2440.0,45573,2021-11-15
2021-11-22,2260.57763671875,2286.699951171875,2347.85009765625,2230.0,2298.949951171875,34764,2021-11-22
2021-11-29,2310.2041015625,2336.89990234375,2424.949951171875,2203.550048828125,2281.89990234375,56440,2021-11-29
2021-12-06,2347.4736328125,2374.60009765625,2410.0,2337.0,2337.0,53269,2021-12-06
2021-12-13,2456.809814453125,2485.199951171875,2600.0,2352.75,2380.0,90313,2021-12-13
2021-12-20,2473.61572265625,2502.199951171875,2622.39990234375,2350.0,2497.64990234375,53838,2021-12-20
2021-12-27,2502.92724609375,2531.85009765625,2650.0,2525.0,2609.0,59271,2021-12-27
2022-01-03,2500.35693359375,2529.25,2590.0,2500.0,2544.550048828125,26617,2022-01-03
2022-01-10,2461.6044921875,2490.050048828125,2570.75,2471.0,2525.0,23222,2022-01-10
2022-01-17,2320.732177734375,2347.550048828125,2526.5,2311.25,2500.0,40971,2022-01-17
2022-01-24,2368.579345703125,2395.949951171875,2425.14990234375,2252.64990234375,2351.0,21208,2022-01-24
2022-01-31,2449.445068359375,2477.75,2545.0,2242.35009765625,2405.0,77804,2022-01-31
2022-02-07,2385.978515625,2413.550048828125,2529.0,2387.0,2485.0,20219,2022-02-07
2022-02-14,2432.095458984375,2460.199951171875,2499.0,2265.0,2387.0,86918,2022-02-14
2022-02-21,2184.3583984375,2209.60009765625,2523.35009765625,2194.050048828125,2499.0,60509,2022-02-21
2022-02-28,2311.390380859375,2338.10009765625,2444.85009765625,2169.14990234375,2199.0,41413,2022-02-28
2022-03-07,2350.636962890625,2377.800048828125,2450.0,2278.64990234375,2334.0,27732,2022-03-07
2022-03-14,2357.309814453125,2384.550048828125,2401.0,2305.0,2398.949951171875,19448,2022-03-14
2022-03-21,2473.46728515625,2502.050048828125,2564.199951171875,2376.300048828125,2396.5,58939,2022-03-21
2022-03-28,2662.38427734375,2693.14990234375,2949.60009765625,2480.0,2480.0,94515,2022-03-28
2022-04-04,2771.57275390625,2803.60009765625,2849.0,2691.0,2706.64990234375,70372,2022-04-04
2022-04-11,2724.911865234375,2756.39990234375,2856.35009765625,2736.0,2823.0,29911,2022-04-11
2022-04-18,2573.264404296875,2603.0,2818.550048828125,2560.0,2700.0,59263,2022-04-18
2022-04-25,2583.001953125,2612.85009765625,2659.75,2543.300048828125,2579.0,23124,2022-04-25
2022-05-02,2416.9208984375,2444.85009765625,2635.14990234375,2291.0,2613.0,56328,2022-05-02
2022-05-09,2329.92626953125,2356.85009765625,2457.449951171875,2183.64990234375,2438.0,34142,2022-05-09
2022-05-16,2250.7412109375,2276.75,2454.949951171875,2182.0,2368.64990234375,41350,2022-05-16
2022-05-23,2163.400390625,2188.39990234375,2334.75,2154.0,2288.14990234375,13911,2022-05-23
2022-05-30,2251.087158203125,2277.10009765625,2379.699951171875,2193.050048828125,2199.35009765625,10408,2022-05-30
2022-06-06,2252.520751953125,2278.550048828125,2359.10009765625,2216.0,2288.5,4761,2022-06-06
2022-06-13,2214.806640625,2240.39990234375,2337.89990234375,2191.10009765625,2289.949951171875,9812,2022-06-13
2022-06-20,1995.9356689453125,2019.0,2317.5,1989.300048828125,2233.10009765625,22677,2022-06-20
2022-06-27,2122.9677734375,2147.5,2180.85009765625,2005.0,2029.0999755859375,15723,2022-06-27
2022-07-04,2274.961181640625,2301.25,2316.0,2130.0,2158.199951171875,13934,2022-07-04
2022-07-11,2198.8408203125,2224.25,2350.60009765625,2200.0,2340.0,7516,2022-07-11
2022-07-18,2191.525634765625,2216.85009765625,2288.85009765625,2200.0,2235.39990234375,12297,2022-07-18
2022-07-25,2192.11865234375,2217.449951171875,2252.14990234375,2200.0,2216.85009765625,7640,2022-07-25
2022-08-01,2375.89501953125,2403.35009765625,2450.0,2223.449951171875,2228.39990234375,22310,2022-08-01
2022-08-08,2224.840576171875,2250.550048828125,2431.60009765625,2225.0,2415.39990234375,38574,2022-08-08
2022-08-15,2070.8193359375,2085.449951171875,2250.550048828125,2069.949951171875,2250.550048828125,39074,2022-08-15
2022-08-22,2112.524658203125,2127.449951171875,2160.60009765625,2038.5999755859375,2063.0,38105,2022-08-22
2022-08-29,2091.969970703125,2106.75,2148.0,2072.550048828125,2114.949951171875,13599,2022-08-29
2022-09-05,2096.140625,2110.949951171875,2164.89990234375,2050.0,2106.75,18647,2022-09-05
2022-09-12,2071.26611328125,2085.89990234375,2177.949951171875,2071.0,2121.550048828125,25627,2022-09-12
2022-09-19,1952.406005859375,1966.199951171875,2129.60009765625,1950.0,2087.449951171875,20135,2022-09-19
2022-09-26,1997.4874267578125,2011.5999755859375,2275.0,1971.699951171875,2005.0,338465,2022-09-26
2022-10-03,2000.9134521484375,2015.050048828125,2046.949951171875,1976.0,2016.25,14223,2022-10-03
2022-10-10,1973.2586669921875,1987.199951171875,2016.050048828125,1938.949951171875,2016.050048828125,10907,2022-10-10
2022-10-17,1978.67041015625,1992.6500244140625,2095.0,1968.699951171875,1972.5999755859375,13255,2022-10-17
2022-10-24,1962.683349609375,1976.550048828125,2058.0,1966.75,1994.0,4586,2022-10-24
2022-10-31,1967.5489501953125,1981.449951171875,2034.949951171875,1926.0,1976.550048828125,16082,2022-10-31
2022-11-07,1926.1416015625,1939.75,2031.0,1927.0999755859375,1991.0999755859375,15180,2022-11-07
2022-11-14,1937.9581298828125,1951.6500244140625,1974.9000244140625,1929.949951171875,1939.8499755859375,6539,2022-11-14
2022-11-21,1926.7869873046875,1940.4000244140625,1964.949951171875,1880.0,1953.949951171875,10690,2022-11-21
2022-11-28,1845.80908203125,1858.8499755859375,1950.1500244140625,1817.699951171875,1940.4000244140625,25399,2022-11-28
2022-12-05,1810.4091796875,1823.199951171875,1890.449951171875,1820.0,1868.0999755859375,12111,2022-12-05
2022-12-12,1838.907958984375,1851.9000244140625,1865.0,1813.199951171875,1828.300048828125,8314,2022-12-12
2022-12-19,1762.646728515625,1775.0999755859375,1870.0999755859375,1770.0,1843.300048828125,11174,2022-12-19
2022-12-26,1779.0806884765625,1791.6500244140625,2015.0,1776.300048828125,1778.0999755859375,39713,2022-12-26
2023-01-02,1771.2857666015625,1783.800048828125,1810.0,1780.0,1785.949951171875,7255,2023-01-02
2023-01-09,1761.504638671875,1773.949951171875,1830.0,1765.0,1786.0999755859375,8978,2023-01-09
2023-01-16,1790.00341796875,1802.6500244140625,1850.0,1719.050048828125,1782.5999755859375,7888,2023-01-16
2023-01-23,1745.170166015625,1757.5,1825.0,1735.0999755859375,1808.5,6917,2023-01-23
2023-01-30,1811.1043701171875,1823.9000244140625,1925.0,1670.0,1761.0,44277,2023-01-30
2023-02-06,1773.8177490234375,1786.3499755859375,1850.0,1768.5999755859375,1833.050048828125,25500,2023-02-06
2023-02-13,1780.371337890625,1792.949951171875,1811.949951171875,1768.0,1784.949951171875,14179,2023-02-13
2023-02-20,1775.6051025390625,1788.1500244140625,1829.9000244140625,1716.050048828125,1791.1500244140625,23405,2023-02-20
2023-02-27,1732.1123046875,1744.3499755859375,1823.0,1738.0,1781.050048828125,19459,2023-02-27
2023-03-06,1697.3580322265625,1709.3499755859375,1790.0,1680.550048828125,1722.0,20563,2023-03-06
2023-03-13,1705.00390625,1717.050048828125,1725.0,1404.550048828125,1717.9000244140625,108776,2023-03-13
2023-03-20,1666.873291015625,1678.6500244140625,1725.6500244140625,1652.5,1725.5999755859375,27497,2023-03-20
2023-03-27,1512.11669921875,1522.800048828125,1682.6500244140625,1500.050048828125,1653.449951171875,29110,2023-03-27
2023-04-03,1750.7308349609375,1763.0999755859375,1807.949951171875,1515.3499755859375,1515.3499755859375,32635,2023-04-03
2023-04-10,1801.621337890625,1814.3499755859375,1829.949951171875,1660.0,1771.949951171875,25106,2023-04-10
2023-04-17,1770.541015625,1783.050048828125,1830.0,1772.949951171875,1801.449951171875,16721,2023-04-17
2023-04-24,1798.1458740234375,1810.8499755859375,1818.25,1765.949951171875,1774.9000244140625,6968,2023-04-24
2023-05-01,1760.760009765625,1773.199951171875,1840.0,1756.699951171875,1810.8499755859375,9610,2023-05-01
2023-05-08,1794.02490234375,1806.699951171875,1818.4000244140625,1741.300048828125,1741.3499755859375,20152,2023-05-08
2023-05-15,1727.5943603515625,1739.800048828125,1874.0,1686.0,1815.75,34770,2023-05-15
2023-05-22,1645.27587890625,1656.9000244140625,1739.1500244140625,1588.050048828125,1734.4000244140625,16430,2023-05-22
2023-05-29,1625.416259765625,1636.9000244140625,1665.0,1629.0,1657.0,14508,2023-05-29
2023-06-05,1618.2666015625,1629.699951171875,1680.75,1617.800048828125,1642.699951171875,13389,2023-06-05
2023-06-12,1625.416259765625,1636.9000244140625,1656.0,1610.0,1631.050048828125,24606,2023-06-12
2023-06-19,1661.411865234375,1673.1500244140625,1744.949951171875,1618.0,1645.0999755859375,49224,2023-06-19
