Date,Adj Close_HESTERBIO.NS,Close_HESTERBIO.NS,High_HESTERBIO.NS,Low_HESTERBIO.NS,Open_HESTERBIO.NS,Volume_HESTERBIO.NS,Date
2023-06-26,1700.138427734375,1712.1500244140625,1763.8499755859375,1681.5999755859375,1694.949951171875,10818,2023-06-26
2023-07-03,1689.9105224609375,1701.8499755859375,1740.0,1693.050048828125,1720.75,16362,2023-07-03
2023-07-10,1673.0299072265625,1684.8499755859375,1737.4000244140625,1670.0,1710.4000244140625,9637,2023-07-10
2023-07-17,1740.9002685546875,1753.199951171875,1805.0,1680.050048828125,1690.050048828125,25434,2023-07-17
2023-07-24,1668.611083984375,1680.4000244140625,1760.199951171875,1666.550048828125,1755.199951171875,18280,2023-07-24
2023-07-31,1692.39306640625,1704.3499755859375,1775.0999755859375,1679.25,1680.4000244140625,19825,2023-07-31
2023-08-07,1721.537109375,1733.699951171875,1939.949951171875,1689.949951171875,1712.8499755859375,131146,2023-08-07
2023-08-14,1669.852294921875,1681.6500244140625,1755.949951171875,1675.0,1733.699951171875,24536,2023-08-14
2023-08-21,1685.144287109375,1697.050048828125,1742.699951171875,1679.949951171875,1687.9000244140625,31119,2023-08-21
2023-08-28,1707.2877197265625,1719.3499755859375,1733.0,1695.0999755859375,1700.050048828125,54426,2023-08-28
2023-09-04,1744.375732421875,1756.699951171875,1824.8499755859375,1715.050048828125,1727.949951171875,53376,2023-09-04
2023-09-11,1724.1190185546875,1736.300048828125,1810.0,1681.0,1756.699951171875,31218,2023-09-11
2023-09-18,1679.0972900390625,1683.1500244140625,1742.550048828125,1671.0,1742.550048828125,18720,2023-09-18
2023-09-25,1659.54443359375,1663.550048828125,1699.0,1643.5,1682.0,13473,2023-09-25
2023-10-02,1704.38623046875,1708.5,1750.449951171875,1600.0,1663.550048828125,25512,2023-10-02
2023-10-09,1667.4752197265625,1671.5,1712.550048828125,1660.6500244140625,1712.550048828125,9866,2023-10-09
2023-10-16,1689.0731201171875,1693.1500244140625,1715.949951171875,1647.199951171875,1678.9000244140625,12341,2023-10-16
2023-10-23,1645.5281982421875,1649.5,1701.6500244140625,1601.0999755859375,1701.6500244140625,9398,2023-10-23
2023-10-30,1657.449462890625,1661.449951171875,1680.0999755859375,1630.050048828125,1636.9000244140625,8675,2023-10-30
2023-11-06,1593.20458984375,1597.050048828125,1720.0999755859375,1575.0,1669.800048828125,30446,2023-11-06
2023-11-13,1525.468017578125,1529.1500244140625,1604.449951171875,1503.050048828125,1604.449951171875,22264,2023-11-13
2023-11-20,1532.5509033203125,1536.25,1574.949951171875,1520.0,1530.0,19605,2023-11-20
2023-11-27,1488.5072021484375,1492.0999755859375,1540.9000244140625,1474.0,1536.25,34699,2023-11-27
2023-12-04,1465.7122802734375,1469.25,1507.4000244140625,1465.0,1499.5999755859375,20832,2023-12-04
2023-12-11,1459.32763671875,1462.8499755859375,1510.0,1440.050048828125,1465.449951171875,52033,2023-12-11
2023-12-18,1462.370361328125,1465.9000244140625,1496.0,1443.0999755859375,1465.0,27755,2023-12-18
2023-12-25,1454.3896484375,1457.9000244140625,1485.0,1435.0,1465.9000244140625,25872,2023-12-25
2024-01-01,1552.25341796875,1556.0,1580.5999755859375,1449.9000244140625,1465.199951171875,84561,2024-01-01
2024-01-08,1555.645263671875,1559.4000244140625,1617.0,1530.6500244140625,1563.0,46731,2024-01-08
2024-01-15,1521.228271484375,1524.9000244140625,1576.699951171875,1485.050048828125,1567.199951171875,24498,2024-01-15
2024-01-22,1498.6328125,1502.25,1569.0,1463.0,1524.9000244140625,12218,2024-01-22
2024-01-29,1464.016357421875,1467.550048828125,1556.9000244140625,1404.1500244140625,1519.0,100955,2024-01-29
2024-02-05,1417.3790283203125,1420.800048828125,1464.949951171875,1414.0,1464.949951171875,32877,2024-02-05
2024-02-12,1402.8140869140625,1406.199951171875,1426.449951171875,1384.5,1424.9000244140625,25805,2024-02-12
2024-02-19,1418.2269287109375,1421.6500244140625,1457.550048828125,1406.800048828125,1410.0,29403,2024-02-19
2024-02-26,1413.73779296875,1417.1500244140625,1440.5999755859375,1384.0,1428.75,23778,2024-02-26
2024-03-04,1383.1614990234375,1386.5,1448.949951171875,1381.1500244140625,1415.4000244140625,25230,2024-03-04
2024-03-11,1338.5692138671875,1341.800048828125,1390.0,1292.8499755859375,1386.5,42621,2024-03-11
2024-03-18,1394.5838623046875,1397.949951171875,1449.0,1322.699951171875,1348.550048828125,79561,2024-03-18
2024-03-25,1391.09228515625,1394.449951171875,1450.0,1338.050048828125,1397.949951171875,82192,2024-03-25
2024-04-01,1608.667236328125,1612.550048828125,1669.8499755859375,1374.449951171875,1401.449951171875,59456,2024-04-01
2024-04-08,1594.2021484375,1598.050048828125,1679.0,1564.3499755859375,1666.0,25199,2024-04-08
2024-04-15,1628.96826171875,1632.9000244140625,1640.0,1549.800048828125,1568.050048828125,23751,2024-04-15
2024-04-22,1687.2774658203125,1691.3499755859375,1702.449951171875,1603.550048828125,1625.0,53086,2024-04-22
2024-04-29,1687.975830078125,1692.050048828125,1723.300048828125,1595.0,1710.0,37215,2024-04-29
2024-05-06,1731.6204833984375,1735.800048828125,1823.0,1616.050048828125,1696.699951171875,102669,2024-05-06
2024-05-13,1773.2200927734375,1777.5,1795.0,1685.300048828125,1740.0,29314,2024-05-13
2024-05-20,1778.407470703125,1782.699951171875,1810.0,1714.4000244140625,1761.199951171875,17814,2024-05-20
2024-05-27,1794.319091796875,1798.6500244140625,1863.949951171875,1770.0,1788.0,20180,2024-05-27
2024-06-03,1857.0677490234375,1861.550048828125,1883.300048828125,1627.0,1807.6500244140625,38140,2024-06-03
2024-06-10,1886.297119140625,1890.8499755859375,1944.0,1845.050048828125,1883.0,35315,2024-06-10
2024-06-17,2487.994873046875,2494.0,2494.0,1892.199951171875,1919.0,235878,2024-06-17
2024-06-24,2394.669921875,2400.449951171875,2727.0,2365.0,2511.449951171875,276015,2024-06-24
2024-07-01,2649.35546875,2655.75,2712.0,2389.60009765625,2449.0,91728,2024-07-01
2024-07-08,2678.0361328125,2684.5,2755.0,2560.0,2660.0,82012,2024-07-08
2024-07-15,2564.360595703125,2570.550048828125,2880.449951171875,2518.5,2693.050048828125,62013,2024-07-15
2024-07-22,3204.96435546875,3212.699951171875,3379.0,2406.050048828125,2550.0,293112,2024-07-22
2024-07-29,3045.499267578125,3052.85009765625,3257.35009765625,2941.949951171875,3200.050048828125,111017,2024-07-29
2024-08-05,2670.00537109375,2676.449951171875,3050.0,2565.050048828125,3050.0,112472,2024-08-05
2024-08-12,2525.05517578125,2531.14990234375,2683.0,2494.0,2683.0,33001,2024-08-12
2024-08-19,2469.938232421875,2475.89990234375,2569.0,2416.64990234375,2520.050048828125,44174,2024-08-19
2024-08-26,2362.14990234375,2362.14990234375,2500.0,2350.0,2475.0,31129,2024-08-26
2024-09-02,2426.85009765625,2426.85009765625,2648.0,2312.050048828125,2385.64990234375,69147,2024-09-02
2024-09-09,2404.800048828125,2404.800048828125,2524.949951171875,2339.89990234375,2426.85009765625,36477,2024-09-09
2024-09-16,2431.949951171875,2431.949951171875,2471.0,2365.0,2418.5,16792,2024-09-16
2024-09-23,2486.10009765625,2486.10009765625,2676.25,2406.800048828125,2440.0,43194,2024-09-23
2024-09-30,2342.85009765625,2342.85009765625,2522.949951171875,2328.60009765625,2500.050048828125,11503,2024-09-30
2024-10-07,2348.64990234375,2348.64990234375,2399.0,2225.0,2379.050048828125,14832,2024-10-07
2024-10-14,2406.949951171875,2406.949951171875,2420.89990234375,2310.0,2342.14990234375,12988,2024-10-14
2024-10-21,2225.300048828125,2225.300048828125,2416.449951171875,2201.0,2409.0,13179,2024-10-21
2024-10-28,2386.699951171875,2386.699951171875,2645.0,2204.300048828125,2238.10009765625,46801,2024-10-28
2024-11-04,2673.14990234375,2673.14990234375,2786.10009765625,2350.10009765625,2418.39990234375,84844,2024-11-04
2024-11-11,2456.699951171875,2456.699951171875,2770.10009765625,2424.85009765625,2650.0,25866,2024-11-11
2024-11-18,2385.449951171875,2385.449951171875,2491.85009765625,2352.10009765625,2465.75,15485,2024-11-18
2024-11-25,2596.800048828125,2596.800048828125,2768.0,2415.050048828125,2422.25,36630,2024-11-25
2024-12-02,2551.35009765625,2551.35009765625,2684.449951171875,2535.0,2590.0,15928,2024-12-02
2024-12-09,2447.25,2447.25,2575.949951171875,2382.550048828125,2546.199951171875,15885,2024-12-09
2024-12-16,2371.64990234375,2371.64990234375,2486.0,2368.0,2484.0,9329,2024-12-16
2024-12-23,2398.449951171875,2398.449951171875,2439.85009765625,2365.0,2407.199951171875,4204,2024-12-23
2024-12-30,2414.60009765625,2414.60009765625,2496.5,2338.75,2390.25,17493,2024-12-30
2025-01-06,2264.199951171875,2264.199951171875,2411.949951171875,2223.5,2402.5,16681,2025-01-06
2025-01-13,2223.64990234375,2223.64990234375,2281.949951171875,2132.64990234375,2217.25,26364,2025-01-13
2025-01-20,2184.89990234375,2184.89990234375,2250.0,2140.85009765625,2227.800048828125,10319,2025-01-20
2025-01-27,1945.800048828125,1945.800048828125,2308.0,1919.699951171875,2156.449951171875,44420,2025-01-27
2025-02-03,1877.0999755859375,1877.0999755859375,1983.949951171875,1853.0999755859375,1921.0,20954,2025-02-03
2025-02-10,1683.3499755859375,1683.3499755859375,1896.800048828125,1671.0,1877.0999755859375,18072,2025-02-10
2025-02-17,1618.199951171875,1618.199951171875,1694.949951171875,1579.3499755859375,1675.050048828125,19624,2025-02-17
2025-02-24,1497.449951171875,1497.449951171875,1628.0,1450.050048828125,1588.0,21161,2025-02-24
2025-03-03,1430.6500244140625,1430.6500244140625,1508.0,1401.1500244140625,1496.949951171875,95658,2025-03-03
2025-03-10,1352.4000244140625,1352.4000244140625,1452.050048828125,1252.699951171875,1444.0999755859375,67383,2025-03-10
2025-03-17,1389.0,1389.0,1513.949951171875,1340.0,1340.0,134539,2025-03-17
2025-03-24,1254.5,1254.5,1445.0,1242.949951171875,1417.0,146265,2025-03-24
2025-03-31,1769.199951171875,1769.199951171875,1861.199951171875,1254.5,1254.5,1487959,2025-03-31
2025-04-07,1635.1500244140625,1635.1500244140625,1755.949951171875,1590.0,1625.0999755859375,68036,2025-04-07
2025-04-14,1774.9000244140625,1774.9000244140625,1830.0,1654.0,1690.0,67100,2025-04-14
2025-04-21,1940.5,1940.5,2042.300048828125,1745.5999755859375,1757.199951171875,105197,2025-04-21
2025-04-28,1774.9000244140625,1774.9000244140625,1974.0,1740.699951171875,1891.0,35062,2025-04-28
2025-05-05,1645.5999755859375,1645.5999755859375,1829.9000244140625,1626.0,1761.699951171875,53805,2025-05-05
2025-05-12,1819.199951171875,1819.199951171875,1835.0,1680.0,1680.0,22811,2025-05-12
2025-05-19,1792.0,1792.0,1874.0,1730.0,1849.0,18946,2025-05-19
2025-05-26,1791.4000244140625,1791.4000244140625,1839.0,1777.0,1792.0999755859375,11247,2025-05-26
2025-06-02,1856.800048828125,1856.800048828125,1951.5999755859375,1762.0999755859375,1814.9000244140625,22224,2025-06-02
2025-06-09,1859.0,1859.0,1897.4000244140625,1816.0999755859375,1842.0,13789,2025-06-09
2025-06-16,1748.9000244140625,1748.9000244140625,1882.800048828125,1736.0,1831.0,10882,2025-06-16
2025-06-23,1846.0,1846.0,1875.0,1730.0999755859375,1740.0,9231,2025-06-23
2025-06-30,1796.300048828125,1796.300048828125,1888.0,1788.800048828125,1855.699951171875,6233,2025-06-30
