Date,Adj Close_DCW.NS,Close_DCW.NS,High_DCW.NS,Low_DCW.NS,Open_DCW.NS,Volume_DCW.NS,Date
2020-07-13,11.848955154418945,12.050000190734863,12.949999809265137,11.199999809265137,11.399999618530273,3078737,2020-07-13
2020-07-20,11.062302589416504,11.25,12.300000190734863,11.0,12.0,1760350,2020-07-20
2020-07-27,10.668975830078125,10.850000381469727,11.75,10.600000381469727,11.25,1543182,2020-07-27
2020-08-03,11.701457977294922,11.899999618530273,12.199999809265137,10.850000381469727,11.350000381469727,2888126,2020-08-03
2020-08-10,11.111469268798828,11.300000190734863,12.100000381469727,11.199999809265137,12.100000381469727,1557003,2020-08-10
2020-08-17,13.717254638671875,13.949999809265137,14.5,11.149999618530273,11.5,6442751,2020-08-17
2020-08-24,14.897233963012695,15.149999618530273,16.5,14.0,14.5,10819677,2020-08-24
2020-08-31,13.618924140930176,13.850000381469727,15.300000190734863,13.050000190734863,15.25,2363993,2020-08-31
2020-09-07,12.979768753051758,13.199999809265137,14.100000381469727,12.649999618530273,14.100000381469727,1249830,2020-09-07
2020-09-14,15.192229270935059,15.449999809265137,16.350000381469727,13.199999809265137,13.300000190734863,6501617,2020-09-14
2020-09-21,15.044732093811035,15.300000190734863,15.850000381469727,13.699999809265137,15.350000381469727,3138957,2020-09-21
2020-09-28,15.14306354522705,15.399999618530273,16.25,14.899999618530273,15.300000190734863,2119166,2020-09-28
2020-10-05,14.55307388305664,14.800000190734863,15.75,14.25,15.600000381469727,1332534,2020-10-05
2020-10-12,13.717254638671875,13.949999809265137,14.949999809265137,13.600000381469727,14.899999618530273,813007,2020-10-12
2020-10-19,14.454742431640625,14.699999809265137,15.5,13.899999618530273,13.899999618530273,2194194,2020-10-19
2020-10-26,14.79890251159668,15.050000190734863,15.449999809265137,13.800000190734863,14.800000190734863,1304167,2020-10-26
2020-11-02,13.717254638671875,13.949999809265137,15.050000190734863,13.75,15.050000190734863,895495,2020-11-02
2020-11-09,15.093897819519043,15.350000381469727,15.699999809265137,13.800000190734863,14.449999809265137,3296134,2020-11-09
2020-11-16,16.863866806030273,17.149999618530273,17.5,15.300000190734863,15.5,6589347,2020-11-16
2020-11-23,16.618038177490234,16.899999618530273,17.899999618530273,15.949999809265137,17.399999618530273,6015506,2020-11-23
2020-11-30,18.338838577270508,18.649999618530273,19.450000762939453,16.799999237060547,16.899999618530273,7853280,2020-11-30
2020-12-07,18.09300994873047,18.399999618530273,19.75,18.0,18.799999237060547,5177172,2020-12-07
2020-12-14,20.15797233581543,20.5,21.649999618530273,18.299999237060547,20.5,16226602,2020-12-14
2020-12-21,19.174659729003906,19.5,20.649999618530273,17.299999237060547,20.450000762939453,5328666,2020-12-21
2020-12-28,18.83049774169922,19.149999618530273,20.450000762939453,18.899999618530273,19.600000381469727,2955964,2020-12-28
2021-01-04,18.38800621032715,18.700000762939453,19.700000762939453,18.600000381469727,19.200000762939453,3596618,2021-01-04
