Date,Adj Close_NCC.NS,Close_NCC.NS,High_NCC.NS,Low_NCC.NS,Open_NCC.NS,Volume_NCC.NS,Date
2020-07-13,30.06665802001953,32.150001525878906,32.599998474121094,30.25,32.0,47637841,2020-07-13
2020-07-20,29.365257263183594,31.399999618530273,33.5,30.899999618530273,32.20000076293945,73163860,2020-07-20
2020-07-27,27.120777130126953,29.0,31.5,27.5,31.5,75723537,2020-07-27
2020-08-03,28.80413818359375,30.799999237060547,31.799999237060547,28.799999237060547,29.0,37510548,2020-08-03
2020-08-10,30.019895553588867,32.099998474121094,33.400001525878906,30.5,31.100000381469727,78711662,2020-08-10
2020-08-17,34.041255950927734,36.400001525878906,38.20000076293945,32.5,33.5,134499617,2020-08-17
2020-08-24,34.041255950927734,36.400001525878906,37.25,35.54999923706055,36.75,74167049,2020-08-24
2020-08-31,31.656494140625,33.849998474121094,36.79999923706055,33.0,36.79999923706055,43452455,2020-08-31
2020-09-07,29.458778381347656,31.5,34.5,29.649999618530273,34.20000076293945,40091358,2020-09-07
2020-09-14,30.809812545776367,32.75,34.5,31.799999237060547,31.850000381469727,39999362,2020-09-14
2020-09-21,31.89168930053711,33.900001525878906,34.5,29.5,32.79999923706055,49673397,2020-09-21
2020-09-28,33.3498649597168,35.45000076293945,36.20000076293945,33.599998474121094,34.150001525878906,45499930,2020-09-28
2020-10-05,31.75057601928711,33.75,35.79999923706055,33.400001525878906,35.5,23637724,2020-10-05
2020-10-12,30.715742111206055,32.650001525878906,34.150001525878906,30.899999618530273,33.5,27130691,2020-10-12
2020-10-19,33.39690017700195,35.5,36.75,32.5,32.650001525878906,40846493,2020-10-19
2020-10-26,31.89168930053711,33.900001525878906,35.849998474121094,33.150001525878906,35.79999923706055,25659015,2020-10-26
2020-11-02,32.73836898803711,34.79999923706055,35.45000076293945,33.45000076293945,33.599998474121094,21951327,2020-11-02
2020-11-09,36.59547805786133,38.900001525878906,39.599998474121094,34.900001525878906,35.0,58634540,2020-11-09
2020-11-16,39.13552474975586,41.599998474121094,42.650001525878906,38.900001525878906,38.900001525878906,47415272,2020-11-16
2020-11-23,41.017032623291016,43.599998474121094,44.70000076293945,41.650001525878906,41.650001525878906,53628580,2020-11-23
2020-11-30,48.59014129638672,51.650001525878906,52.25,43.599998474121094,43.599998474121094,61747231,2020-11-30
2020-12-07,53.623191833496094,57.0,60.599998474121094,52.70000076293945,53.0,124334518,2020-12-07
2020-12-14,53.152809143066406,56.5,59.150001525878906,56.04999923706055,57.099998474121094,37673073,2020-12-14
2020-12-21,54.046531677246094,57.45000076293945,58.400001525878906,47.400001525878906,56.0,67413893,2020-12-21
2020-12-28,57.2451057434082,60.849998474121094,61.900001525878906,56.79999923706055,58.0,74098613,2020-12-28
2021-01-04,58.98550796508789,62.70000076293945,64.5,59.650001525878906,61.5,57957424,2021-01-04
2021-01-11,58.42105484008789,62.099998474121094,63.349998474121094,60.150001525878906,62.900001525878906,29641064,2021-01-11
2021-01-18,53.717262268066406,57.099998474121094,62.150001525878906,56.849998474121094,61.95000076293945,29680108,2021-01-18
2021-01-25,55.457664489746094,58.95000076293945,61.0,57.54999923706055,58.5,29486002,2021-01-25
2021-02-01,78.12992858886719,83.05000305175781,85.6500015258789,58.599998474121094,59.79999923706055,166608012,2021-02-01
2021-02-08,79.30587768554688,84.30000305175781,99.8499984741211,83.30000305175781,83.30000305175781,146669810,2021-02-08
2021-02-15,83.53929138183594,88.80000305175781,94.55000305175781,82.0,86.0999984741211,53364255,2021-02-15
2021-02-22,83.77447509765625,89.05000305175781,91.9000015258789,86.80000305175781,89.69999694824219,23237118,2021-02-22
2021-03-01,83.63336181640625,88.9000015258789,96.80000305175781,87.5,89.80000305175781,31885389,2021-03-01
2021-03-08,81.9870376586914,87.1500015258789,92.0,84.55000305175781,90.0,15144293,2021-03-08
2021-03-15,79.39995574951172,84.4000015258789,91.0,76.75,87.30000305175781,22807023,2021-03-15
2021-03-22,74.17874908447266,78.8499984741211,85.0,71.25,83.0,31856742,2021-03-22
2021-03-29,76.29545593261719,81.0999984741211,83.0,78.55000305175781,78.8499984741211,11570023,2021-03-29
2021-04-05,74.93135070800781,79.6500015258789,82.5999984741211,76.75,81.9000015258789,23655333,2021-04-05
2021-04-12,70.41571044921875,74.8499984741211,77.0,72.1500015258789,76.3499984741211,21206080,2021-04-12
2021-04-19,69.99237823486328,74.4000015258789,78.4000015258789,69.19999694824219,70.0,21589485,2021-04-19
2021-04-26,70.22756958007812,74.6500015258789,77.75,73.19999694824219,74.4000015258789,11230211,2021-04-26
2021-05-03,72.20316314697266,76.75,77.4000015258789,72.6500015258789,73.5,14817034,2021-05-03
2021-05-10,73.80244445800781,78.44999694824219,83.5999984741211,77.0999984741211,77.5999984741211,21539722,2021-05-10
2021-05-17,82.92779541015625,88.1500015258789,89.25,77.30000305175781,79.0,30544017,2021-05-17
2021-05-24,78.45919036865234,83.4000015258789,89.5,82.55000305175781,88.25,34595030,2021-05-24
2021-05-31,76.43656158447266,81.25,86.4000015258789,77.5999984741211,86.0,29987069,2021-05-31
2021-06-07,85.09153747558594,90.44999694824219,92.0,80.75,81.69999694824219,44094282,2021-06-07
2021-06-14,78.97660827636719,83.94999694824219,94.0,79.0,91.0,42064150,2021-06-14
2021-06-21,78.27104949951172,83.19999694824219,86.5,82.5,83.0,17586824,2021-06-21
2021-06-28,84.76227569580078,90.0999984741211,90.80000305175781,82.5999984741211,83.75,38273918,2021-06-28
2021-07-05,89.08975982666016,94.69999694824219,95.4000015258789,88.25,90.94999694824219,41252370,2021-07-05
2021-07-12,88.71345520019531,94.30000305175781,98.5,91.0,95.5,30931106,2021-07-12
2021-07-19,83.3981704711914,88.6500015258789,93.9000015258789,87.19999694824219,92.8499984741211,14175403,2021-07-19
2021-07-26,82.59852600097656,87.80000305175781,91.44999694824219,84.5,88.5,19136650,2021-07-26
2021-08-02,82.88075256347656,88.0999984741211,90.4000015258789,84.6500015258789,88.0,21488635,2021-08-02
2021-08-09,79.18777465820312,83.4000015258789,88.5,79.5999984741211,88.1500015258789,13260764,2021-08-09
2021-08-16,73.348388671875,77.25,83.5999984741211,76.55000305175781,83.4000015258789,8766525,2021-08-16
2021-08-23,72.58879089355469,76.44999694824219,79.25,70.0,78.55000305175781,22155829,2021-08-23
2021-08-30,76.52919006347656,80.5999984741211,81.4000015258789,75.05000305175781,77.25,21750609,2021-08-30
2021-09-06,74.72515106201172,78.69999694824219,81.69999694824219,75.8499984741211,80.5999984741211,10293820,2021-09-06
2021-09-13,75.95950317382812,80.0,87.5,77.5,78.94999694824219,33891360,2021-09-13
2021-09-20,77.38373565673828,81.5,83.9000015258789,77.1500015258789,78.5,20134084,2021-09-20
2021-09-27,77.76353454589844,81.9000015258789,83.5,79.55000305175781,81.75,14662999,2021-09-27
2021-10-04,79.04535675048828,83.25,85.5,82.0,82.4000015258789,17754448,2021-10-04
2021-10-11,77.38373565673828,81.5,85.44999694824219,81.30000305175781,83.69999694824219,12292909,2021-10-11
2021-10-18,73.11100769042969,77.0,83.9000015258789,75.5999984741211,82.0999984741211,19148828,2021-10-18
2021-10-25,67.55648040771484,71.1500015258789,78.19999694824219,69.5,77.8499984741211,21158617,2021-10-25
