Date,Adj Close_PREMIERENE.NS,Close_PREMIERENE.NS,High_PREMIERENE.NS,Low_PREMIERENE.NS,Open_PREMIERENE.NS,Volume_PREMIERENE.NS,Date
2024-09-02,1095.5020751953125,1096.050048828125,1188.9000244140625,802.0999755859375,990.0,152031810,2024-09-02
2024-09-09,1111.5941162109375,1112.1500244140625,1267.949951171875,1082.6500244140625,1120.0,71906349,2024-09-09
2024-09-16,1108.6455078125,1109.199951171875,1157.3499755859375,1045.0,1110.0,18623730,2024-09-16
2024-09-23,1051.124267578125,1051.6500244140625,1120.0,1017.0,1116.0,10865345,2024-09-23
2024-09-30,1046.87646484375,1047.4000244140625,1122.0,1012.0499877929688,1045.0,13928023,2024-09-30
2024-10-07,1106.846435546875,1107.4000244140625,1119.300048828125,973.0,1045.75,13831534,2024-10-07
2024-10-14,1094.102783203125,1094.6500244140625,1216.800048828125,1055.0999755859375,1120.0,15066192,2024-10-14
2024-10-21,944.5775756835938,945.0499877929688,1106.0,925.0999755859375,1100.0,7542187,2024-10-21
2024-10-28,1075.412109375,1075.949951171875,1090.0,922.8499755859375,952.8499755859375,8301562,2024-10-28
2024-11-04,1127.3861083984375,1127.949951171875,1245.0,1045.0,1103.3499755859375,26508711,2024-11-04
2024-11-11,968.4656372070312,968.9500122070312,1100.0,957.0999755859375,1100.0,15925355,2024-11-11
2024-11-18,1060.869384765625,1061.4000244140625,1137.9000244140625,969.4500122070312,985.0,17999821,2024-11-18
2024-11-25,1222.338623046875,1222.949951171875,1242.0,1052.199951171875,1087.0,20547371,2024-11-25
2024-12-02,1263.1182861328125,1263.75,1329.0,1182.0999755859375,1235.0,28222642,2024-12-02
2024-12-09,1294.20263671875,1294.8499755859375,1348.9000244140625,1251.4000244140625,1267.5999755859375,19517046,2024-12-09
2024-12-16,1295.751953125,1296.4000244140625,1388.0,1252.0999755859375,1299.75,15407533,2024-12-16
2024-12-23,1309.6949462890625,1310.3499755859375,1339.0,1274.800048828125,1312.4000244140625,6918376,2024-12-23
2024-12-30,1324.0377197265625,1324.699951171875,1384.0,1297.5,1310.5,9459398,2024-12-30
2025-01-06,1126.5364990234375,1127.0999755859375,1339.0,1116.0,1334.0,8219768,2025-01-06
2025-01-13,1140.3297119140625,1140.9000244140625,1183.5,1086.0999755859375,1115.0,8926901,2025-01-13
2025-01-20,998.8504028320312,999.3499755859375,1212.0,971.1500244140625,1148.0,10859622,2025-01-20
2025-01-27,1092.403564453125,1092.949951171875,1118.0999755859375,818.0,971.0999755859375,24526901,2025-01-27
2025-02-03,1035.931884765625,1036.449951171875,1170.0,997.1500244140625,1079.8499755859375,16499070,2025-02-03
2025-02-10,961.3191528320312,961.7999877929688,1034.5,894.5,1028.550048828125,10556697,2025-02-10
2025-02-17,970.8499755859375,970.8499755859375,1018.3499755859375,927.5499877929688,961.0,6120614,2025-02-17
2025-02-24,873.2999877929688,873.2999877929688,964.4000244140625,840.1500244140625,954.0,5035432,2025-02-24
2025-03-03,940.4500122070312,940.4500122070312,959.5999755859375,827.0999755859375,878.0,7757676,2025-03-03
2025-03-10,888.1500244140625,888.1500244140625,948.75,878.7999877929688,940.0,2595799,2025-03-10
2025-03-17,915.7000122070312,915.7000122070312,953.9000244140625,883.2999877929688,890.5999755859375,10452069,2025-03-17
2025-03-24,937.9500122070312,937.9500122070312,961.2999877929688,883.2999877929688,928.7000122070312,7321012,2025-03-24
2025-03-31,879.25,879.25,937.9500122070312,840.0,937.9500122070312,3385430,2025-03-31
2025-04-07,892.9500122070312,892.9500122070312,895.0,774.0499877929688,776.0,3501217,2025-04-07
2025-04-14,967.25,967.25,974.8499755859375,892.9500122070312,892.9500122070312,3986269,2025-04-14
2025-04-21,989.3499755859375,989.3499755859375,1097.699951171875,963.8499755859375,974.0,17486085,2025-04-21
2025-04-28,983.5,983.5,1024.0,967.0,989.6500244140625,3087640,2025-04-28
2025-05-05,945.6500244140625,945.6500244140625,1019.0,917.0499877929688,999.7000122070312,4449787,2025-05-05
2025-05-12,1125.949951171875,1125.949951171875,1135.0,979.0,990.0,8003761,2025-05-12
2025-05-19,1062.25,1062.25,1163.9000244140625,1022.0,1135.0,10165834,2025-05-19
2025-05-26,1061.5999755859375,1061.5999755859375,1090.9000244140625,1035.0,1062.0,3525970,2025-05-26
2025-06-02,1053.699951171875,1053.699951171875,1098.0,1046.0,1063.9000244140625,4592424,2025-06-02
2025-06-09,1011.9000244140625,1011.9000244140625,1119.800048828125,990.2000122070312,1060.0999755859375,24668200,2025-06-09
2025-06-16,1028.4000244140625,1028.4000244140625,1038.300048828125,958.0999755859375,1011.9000244140625,13996780,2025-06-16
2025-06-23,1044.5,1044.5,1057.0,1007.0,1015.7000122070312,6338228,2025-06-23
2025-06-30,1058.300048828125,1058.300048828125,1079.800048828125,1037.5999755859375,1050.5,8009436,2025-06-30
2025-07-07,1105.0,1105.0,1119.4000244140625,1031.0,1057.699951171875,9094678,2025-07-07
2025-07-14,1072.0,1072.0,1136.4000244140625,1065.0999755859375,1101.9000244140625,3089989,2025-07-14
