Date,Adj Close_NAVA.NS,Close_NAVA.NS,High_NAVA.NS,Low_NAVA.NS,Open_NAVA.NS,Volume_NAVA.NS,Date
2020-07-13,22.7699031829834,23.674999237060547,24.625,23.049999237060547,24.450000762939453,2014352,2020-07-13
2020-07-20,23.322921752929688,24.25,25.225000381469727,23.674999237060547,23.924999237060547,2986748,2020-07-20
2020-07-27,22.21688461303711,23.100000381469727,24.475000381469727,23.0,24.475000381469727,1574294,2020-07-27
2020-08-03,24.909841537475586,25.899999618530273,26.25,23.174999237060547,23.200000762939453,8423722,2020-08-03
2020-08-10,25.65521240234375,26.674999237060547,27.5,25.25,26.225000381469727,8311980,2020-08-10
2020-08-17,27.29022216796875,28.375,29.299999237060547,26.725000381469727,27.299999237060547,8787502,2020-08-17
2020-08-24,32.459739685058594,33.75,37.82500076293945,28.850000381469727,28.850000381469727,36862340,2020-08-24
2020-08-31,28.97332000732422,30.125,34.150001525878906,29.799999237060547,34.150001525878906,5366358,2020-08-31
2020-09-07,29.43016242980957,30.600000381469727,31.0,27.799999237060547,30.350000381469727,4251868,2020-09-07
2020-09-14,28.853097915649414,30.0,32.625,29.75,31.75,3602458,2020-09-14
2020-09-21,27.530664443969727,28.625,30.225000381469727,26.625,30.125,2565232,2020-09-21
2020-09-28,28.01154899597168,29.125,29.799999237060547,28.174999237060547,29.399999618530273,1544318,2020-09-28
2020-10-05,26.52080726623535,27.575000762939453,29.600000381469727,26.75,29.350000381469727,2075796,2020-10-05
2020-10-12,25.60712432861328,26.625,28.100000381469727,26.149999618530273,27.799999237060547,1066634,2020-10-12
2020-10-19,26.448673248291016,27.5,27.799999237060547,26.0,26.625,2327000,2020-10-19
2020-10-26,25.39072608947754,26.399999618530273,28.625,26.125,27.725000381469727,2163786,2020-10-26
2020-11-02,24.71748924255371,25.700000762939453,26.725000381469727,25.399999618530273,26.725000381469727,2278198,2020-11-02
2020-11-09,24.35682487487793,25.325000762939453,26.200000762939453,24.375,26.200000762939453,8317394,2020-11-09
2020-11-16,22.8420352935791,23.75,25.575000762939453,23.450000762939453,24.450000762939453,11555342,2020-11-16
2020-11-23,25.919700622558594,26.950000762939453,27.850000381469727,23.375,23.950000762939453,23722206,2020-11-23
2020-11-30,27.819194793701172,28.924999237060547,29.700000762939453,26.575000762939453,26.950000762939453,14250910,2020-11-30
2020-12-07,26.06396484375,27.100000381469727,29.399999618530273,27.0,29.149999618530273,8367064,2020-12-07
2020-12-14,27.915372848510742,29.024999618530273,30.75,27.5,27.799999237060547,19866748,2020-12-14
2020-12-21,26.352495193481445,27.399999618530273,29.274999618530273,25.100000381469727,29.100000381469727,8187586,2020-12-21
2020-12-28,30.031265258789062,31.225000381469727,34.224998474121094,27.450000762939453,27.450000762939453,49468638,2020-12-28
2021-01-04,29.983177185058594,31.174999237060547,32.375,30.674999237060547,31.649999618530273,14689276,2021-01-04
2021-01-11,29.502290725708008,30.674999237060547,31.799999237060547,30.375,31.450000762939453,10539216,2021-01-11
2021-01-18,28.805009841918945,29.950000762939453,31.975000381469727,29.549999237060547,31.299999237060547,8809140,2021-01-18
2021-01-25,27.74706268310547,28.850000381469727,30.375,28.600000381469727,30.049999237060547,3874544,2021-01-25
2021-02-01,29.189720153808594,30.350000381469727,31.200000762939453,28.575000762939453,29.0,8181296,2021-02-01
2021-02-08,28.87714195251465,30.024999618530273,32.400001525878906,29.899999618530273,30.5,12905018,2021-02-08
2021-02-15,28.87714195251465,30.024999618530273,30.950000762939453,28.825000762939453,30.200000762939453,7771526,2021-02-15
2021-02-22,34.91225051879883,36.29999923706055,38.099998474121094,28.825000762939453,30.325000762939453,53872752,2021-02-22
2021-03-01,33.15701675415039,34.474998474121094,37.82500076293945,34.125,37.5,25811736,2021-03-01
2021-03-08,33.613861083984375,34.95000076293945,35.625,33.79999923706055,34.67499923706055,18925400,2021-03-08
2021-03-15,33.68599319458008,35.025001525878906,36.79999923706055,34.150001525878906,35.0,20575970,2021-03-15
2021-03-22,33.397457122802734,34.724998474121094,36.32500076293945,34.45000076293945,34.974998474121094,13864738,2021-03-22
2021-03-29,35.17673873901367,36.57500076293945,37.650001525878906,34.57500076293945,34.724998474121094,6986374,2021-03-29
2021-04-05,36.619388580322266,38.07500076293945,39.5,34.82500076293945,36.400001525878906,17291630,2021-04-05
2021-04-12,35.224822998046875,36.625,37.79999923706055,35.150001525878906,37.150001525878906,10462218,2021-04-12
2021-04-19,34.81607437133789,36.20000076293945,37.25,35.07500076293945,35.92499923706055,6507156,2021-04-19
2021-04-26,37.65329360961914,39.150001525878906,40.57500076293945,35.20000076293945,36.82500076293945,14287316,2021-04-26
2021-05-03,41.66868591308594,43.32500076293945,44.599998474121094,39.29999923706055,39.57500076293945,17934898,2021-05-03
2021-05-10,47.39122009277344,49.275001525878906,52.42499923706055,43.95000076293945,44.5,22440586,2021-05-10
2021-05-17,42.17361068725586,43.849998474121094,50.32500076293945,42.125,49.650001525878906,7626250,2021-05-17
2021-05-24,42.24574661254883,43.92499923706055,47.849998474121094,43.5,44.150001525878906,7748370,2021-05-24
2021-05-31,43.9288444519043,45.67499923706055,46.099998474121094,42.650001525878906,44.0,6494996,2021-05-31
2021-06-07,51.28638458251953,53.32500076293945,54.875,45.75,46.724998474121094,20282634,2021-06-07
2021-06-14,50.58909606933594,52.599998474121094,62.974998474121094,50.275001525878906,53.724998474121094,33489730,2021-06-14
2021-06-21,50.78145217895508,52.79999923706055,55.375,50.275001525878906,51.04999923706055,8474464,2021-06-21
2021-06-28,51.23830032348633,53.275001525878906,55.400001525878906,52.0,53.224998474121094,5607594,2021-06-28
2021-07-05,58.40347671508789,60.724998474121094,64.2750015258789,53.5,53.57500076293945,24677522,2021-07-05
2021-07-12,55.51816940307617,57.724998474121094,61.70000076293945,57.275001525878906,60.650001525878906,5896800,2021-07-12
2021-07-19,54.5323600769043,56.70000076293945,61.724998474121094,55.70000076293945,57.474998474121094,10718374,2021-07-19
2021-07-26,59.74995422363281,62.125,62.95000076293945,56.525001525878906,56.525001525878906,13924324,2021-07-26
2021-08-02,54.195735931396484,56.349998474121094,66.5,53.5,62.724998474121094,25450076,2021-08-02
2021-08-09,53.979339599609375,56.125,57.125,49.599998474121094,56.5,10672866,2021-08-09
2021-08-16,50.132259368896484,52.125,56.125,51.474998474121094,56.125,4545194,2021-08-16
2021-08-23,50.03608322143555,52.025001525878906,53.92499923706055,49.79999923706055,53.0,4056796,2021-08-23
2021-08-30,52.46455001831055,54.54999923706055,56.79999923706055,52.42499923706055,52.474998474121094,4612296,2021-08-30
2021-09-06,53.25801086425781,55.375,56.54999923706055,53.025001525878906,54.95000076293945,3672470,2021-09-06
2021-09-13,57.682151794433594,59.974998474121094,60.625,55.0,55.29999923706055,7619538,2021-09-13
2021-09-20,55.39794921875,57.599998474121094,60.42499923706055,55.5,59.5,4438072,2021-09-20
2021-09-27,57.77832794189453,60.07500076293945,62.5,57.0,58.099998474121094,5741462,2021-09-27
2021-10-04,59.14884948730469,61.5,63.849998474121094,60.349998474121094,60.349998474121094,5517570,2021-10-04
2021-10-11,59.62973403930664,62.0,63.70000076293945,61.0,62.0,3836610,2021-10-11
2021-10-18,56.23949432373047,58.474998474121094,65.5,58.125,62.0,4511116,2021-10-18
2021-10-25,55.229637145996094,57.42499923706055,59.17499923706055,55.25,58.974998474121094,3321110,2021-10-25
2021-11-01,55.3017692565918,57.5,61.75,56.45000076293945,57.900001525878906,1961820,2021-11-01
2021-11-08,58.30730438232422,60.625,62.5,57.099998474121094,59.29999923706055,5207610,2021-11-08
2021-11-15,56.40781021118164,58.650001525878906,61.025001525878906,58.0,61.0,1621044,2021-11-15
2021-11-22,52.1279296875,54.20000076293945,59.375,53.82500076293945,59.07500076293945,1820144,2021-11-22
