Date,Adj Close_EIFFL.NS,Close_EIFFL.NS,High_EIFFL.NS,Low_EIFFL.NS,Open_EIFFL.NS,Volume_EIFFL.NS,Date
2021-05-03,78.0,78.0,78.0,75.0,75.0,800,2021-05-03
2021-05-10,80.0,80.0,80.0,78.0,78.0,800,2021-05-10
2021-05-17,84.0,84.0,84.0,80.0,80.0,1600,2021-05-17
2021-05-24,83.5999984741211,83.5999984741211,88.0,80.0,84.0,8000,2021-05-24
2021-05-31,76.0,76.0,83.5999984741211,76.0,83.5999984741211,1600,2021-05-31
2021-06-07,76.0,76.0,76.0,72.0,76.0,3200,2021-06-07
2021-06-14,76.0,76.0,76.0,76.0,76.0,0,2021-06-14
2021-06-21,78.75,78.75,78.75,76.0,76.0,1600,2021-06-21
2021-06-28,80.1500015258789,80.1500015258789,80.1500015258789,75.0999984741211,78.75,7200,2021-06-28
2021-07-05,92.75,92.75,92.75,84.1500015258789,84.1500015258789,2400,2021-07-05
2021-07-12,87.80000305175781,87.80000305175781,92.75,87.80000305175781,92.75,8800,2021-07-12
2021-07-19,83.44999694824219,83.44999694824219,87.80000305175781,83.44999694824219,87.80000305175781,800,2021-07-19
2021-07-26,81.0,81.0,83.44999694824219,81.0,83.44999694824219,4000,2021-07-26
2021-08-02,81.0999984741211,81.0999984741211,85.05000305175781,80.75,81.0,8800,2021-08-02
2021-08-09,81.0999984741211,81.0999984741211,81.0999984741211,81.0999984741211,81.0999984741211,0,2021-08-09
2021-08-16,81.0999984741211,81.0999984741211,81.0999984741211,81.0999984741211,81.0999984741211,0,2021-08-16
2021-08-23,78.3499984741211,78.3499984741211,83.0,78.0,81.0999984741211,18400,2021-08-23
2021-08-30,82.0,82.0,82.94999694824219,79.0,79.0,43200,2021-08-30
2021-09-06,84.5,84.5,85.19999694824219,84.0,85.0,21600,2021-09-06
2021-09-13,84.5,84.5,84.5,84.5,84.5,4800,2021-09-13
2021-09-20,93.0999984741211,93.0999984741211,93.0999984741211,84.5,84.5,3200,2021-09-20
2021-09-27,117.9000015258789,117.9000015258789,117.9000015258789,97.0999984741211,97.5,12000,2021-09-27
2021-10-04,130.0,130.0,143.14999389648438,117.9000015258789,117.9000015258789,36800,2021-10-04
2021-10-11,138.0,138.0,141.89999389648438,127.5,136.5,52255,2021-10-11
2021-10-18,134.39999389648438,134.39999389648438,147.25,125.05000305175781,143.0,12282,2021-10-18
2021-10-25,134.5,134.5,143.3000030517578,126.19999694824219,141.0,22803,2021-10-25
2021-11-01,138.14999389648438,138.14999389648438,142.39999389648438,128.4499969482422,138.0,11826,2021-11-01
2021-11-08,134.89999389648438,134.89999389648438,142.0,130.0,138.0,3418,2021-11-08
2021-11-15,138.5500030517578,138.5500030517578,141.5,128.5,139.5,5234,2021-11-15
2021-11-22,124.0999984741211,124.0999984741211,138.5,122.5,138.0,4448,2021-11-22
2021-11-29,129.89999389648438,129.89999389648438,135.5500030517578,118.30000305175781,118.75,3873,2021-11-29
2021-12-06,135.3000030517578,135.3000030517578,139.5,125.30000305175781,125.30000305175781,2875,2021-12-06
2021-12-13,141.35000610351562,141.35000610351562,147.5500030517578,131.60000610351562,132.60000610351562,7555,2021-12-13
2021-12-20,134.1999969482422,134.1999969482422,145.1999969482422,127.5999984741211,141.35000610351562,2152,2021-12-20
2021-12-27,146.64999389648438,146.64999389648438,147.5500030517578,128.6999969482422,128.75,27900,2021-12-27
2022-01-03,141.8000030517578,141.8000030517578,153.9499969482422,140.0,147.0,35112,2022-01-03
2022-01-10,134.89999389648438,134.89999389648438,146.0,127.1500015258789,145.0,33322,2022-01-10
2022-01-17,131.60000610351562,131.60000610351562,142.85000610351562,128.5500030517578,129.14999389648438,103552,2022-01-17
2022-01-24,114.69999694824219,114.69999694824219,133.0,114.55000305175781,133.0,140492,2022-01-24
2022-01-31,116.6500015258789,116.6500015258789,120.4000015258789,110.4000015258789,115.0,64203,2022-01-31
2022-02-07,112.44999694824219,112.44999694824219,124.0999984741211,110.0999984741211,117.9000015258789,49713,2022-02-07
2022-02-14,114.80000305175781,114.80000305175781,120.9000015258789,105.0,112.44999694824219,188060,2022-02-14
2022-02-21,101.94999694824219,101.94999694824219,119.0999984741211,97.0,114.80000305175781,26183,2022-02-21
2022-02-28,95.5,95.5,108.0999984741211,92.0,105.0,20612,2022-02-28
2022-03-07,123.30000305175781,123.30000305175781,126.94999694824219,92.0,103.0,25288,2022-03-07
2022-03-14,120.5,120.5,129.3000030517578,117.55000305175781,129.0,15524,2022-03-14
2022-03-21,120.5,120.5,126.4000015258789,117.8499984741211,126.4000015258789,3345,2022-03-21
2022-03-28,116.9000015258789,116.9000015258789,122.94999694824219,112.55000305175781,122.94999694824219,8827,2022-03-28
2022-04-04,115.25,115.25,122.5,112.5999984741211,120.9000015258789,19895,2022-04-04
2022-04-11,117.3499984741211,117.3499984741211,119.0,108.05000305175781,119.0,20413,2022-04-11
2022-04-18,124.75,124.75,135.0,115.5,119.94999694824219,37734,2022-04-18
2022-04-25,122.8499984741211,122.8499984741211,131.0,120.25,126.05000305175781,3051,2022-04-25
2022-05-02,126.69999694824219,126.69999694824219,131.9499969482422,120.5,129.9499969482422,7261,2022-05-02
2022-05-09,125.75,125.75,135.5500030517578,110.3499984741211,124.9000015258789,19124,2022-05-09
2022-05-16,115.0999984741211,115.0999984741211,124.94999694824219,111.19999694824219,120.9000015258789,12467,2022-05-16
2022-05-23,114.69999694824219,114.69999694824219,121.9000015258789,111.0,114.19999694824219,3928,2022-05-23
2022-05-30,107.9000015258789,107.9000015258789,114.9000015258789,103.05000305175781,111.19999694824219,15763,2022-05-30
2022-06-06,111.6500015258789,111.6500015258789,114.94999694824219,103.1500015258789,103.80000305175781,6587,2022-06-06
2022-06-13,115.9000015258789,115.9000015258789,127.0,96.05000305175781,113.9000015258789,36712,2022-06-13
2022-06-20,106.94999694824219,106.94999694824219,114.9000015258789,104.19999694824219,110.44999694824219,2523,2022-06-20
2022-06-27,113.94999694824219,113.94999694824219,114.44999694824219,103.05000305175781,112.6500015258789,5409,2022-06-27
2022-07-04,110.4000015258789,110.4000015258789,114.5,107.0999984741211,112.9000015258789,4299,2022-07-04
2022-07-11,114.3499984741211,114.3499984741211,124.94999694824219,107.0999984741211,110.80000305175781,22865,2022-07-11
2022-07-18,113.9000015258789,113.9000015258789,118.0,109.9000015258789,114.3499984741211,52310,2022-07-18
2022-07-25,111.8499984741211,111.8499984741211,115.8499984741211,106.05000305175781,115.8499984741211,5540,2022-07-25
2022-08-01,113.5,113.5,119.0,111.0,112.8499984741211,3164,2022-08-01
2022-08-08,113.4000015258789,113.4000015258789,125.0,108.55000305175781,125.0,107759,2022-08-08
2022-08-15,111.80000305175781,111.80000305175781,115.0,110.0999984741211,113.4000015258789,143779,2022-08-15
2022-08-22,119.30000305175781,119.30000305175781,125.0,108.5,113.8499984741211,126444,2022-08-22
2022-08-29,122.5,122.5,127.0,114.5,114.55000305175781,39979,2022-08-29
2022-09-05,174.10000610351562,174.10000610351562,184.6999969482422,120.5,129.0,1078022,2022-09-05
2022-09-12,148.89999389648438,148.89999389648438,191.5,145.0,174.0,903350,2022-09-12
2022-09-19,164.3000030517578,164.3000030517578,168.75,143.25,146.0,393336,2022-09-19
2022-09-26,153.35000610351562,153.35000610351562,168.5500030517578,150.0500030517578,168.5500030517578,28861,2022-09-26
2022-10-03,159.14999389648438,159.14999389648438,164.35000610351562,146.9499969482422,163.0,43252,2022-10-03
2022-10-10,159.35000610351562,159.35000610351562,168.25,155.10000610351562,164.0,77753,2022-10-10
2022-10-17,155.64999389648438,155.64999389648438,162.0,151.0,154.8000030517578,76277,2022-10-17
2022-10-24,155.60000610351562,155.60000610351562,160.0,153.0500030517578,155.64999389648438,41651,2022-10-24
2022-10-31,155.0500030517578,155.0500030517578,168.0,147.25,168.0,52631,2022-10-31
2022-11-07,154.75,154.75,158.89999389648438,150.5,156.0500030517578,42800,2022-11-07
2022-11-14,152.85000610351562,152.85000610351562,155.9499969482422,151.0,155.89999389648438,52602,2022-11-14
2022-11-21,147.10000610351562,147.10000610351562,157.0,140.0500030517578,155.9499969482422,67868,2022-11-21
2022-11-28,156.5,156.5,161.85000610351562,143.0500030517578,152.89999389648438,55432,2022-11-28
2022-12-05,160.0,160.0,162.0,154.10000610351562,158.1999969482422,52506,2022-12-05
2022-12-12,161.4499969482422,161.4499969482422,179.0,159.10000610351562,162.5,77868,2022-12-12
2022-12-19,154.35000610351562,154.35000610351562,167.39999389648438,153.10000610351562,160.14999389648438,96595,2022-12-19
2022-12-26,158.4499969482422,158.4499969482422,163.85000610351562,154.25,155.5500030517578,85273,2022-12-26
2023-01-02,161.8000030517578,161.8000030517578,175.60000610351562,160.25,163.60000610351562,61726,2023-01-02
2023-01-09,153.85000610351562,153.85000610351562,161.9499969482422,153.0500030517578,161.64999389648438,87999,2023-01-09
2023-01-16,150.64999389648438,150.64999389648438,155.9499969482422,150.5,153.85000610351562,42730,2023-01-16
2023-01-23,153.4499969482422,153.4499969482422,163.5,151.10000610351562,161.5,40521,2023-01-23
2023-01-30,149.6999969482422,149.6999969482422,159.0,148.9499969482422,156.9499969482422,53384,2023-01-30
2023-02-06,150.5,150.5,156.89999389648438,149.0,152.75,63614,2023-02-06
2023-02-13,154.8000030517578,154.8000030517578,160.0,149.0,151.1999969482422,80970,2023-02-13
2023-02-20,154.0,154.0,159.8000030517578,149.0500030517578,159.8000030517578,90164,2023-02-20
2023-02-27,150.89999389648438,150.89999389648438,156.0,149.0,150.0500030517578,86995,2023-02-27
2023-03-06,153.89999389648438,153.89999389648438,155.89999389648438,149.25,149.25,84489,2023-03-06
2023-03-13,151.0500030517578,151.0500030517578,154.6999969482422,148.75,154.10000610351562,162908,2023-03-13
2023-03-20,149.64999389648438,149.64999389648438,153.9499969482422,148.75,148.8000030517578,219323,2023-03-20
2023-03-27,146.6999969482422,146.6999969482422,152.0,144.5,149.4499969482422,83908,2023-03-27
2023-04-03,145.9499969482422,145.9499969482422,149.89999389648438,144.5,146.0,50056,2023-04-03
2023-04-10,152.0500030517578,152.0500030517578,156.0,144.5,144.5500030517578,68772,2023-04-10
2023-04-17,149.5,149.5,158.0,147.5,150.0,82205,2023-04-17
2023-04-24,148.39999389648438,148.39999389648438,154.25,147.5500030517578,149.0,78699,2023-04-24
2023-05-01,150.89999389648438,150.89999389648438,153.0,147.60000610351562,148.39999389648438,56893,2023-05-01
2023-05-08,150.3000030517578,150.3000030517578,154.0,147.60000610351562,153.14999389648438,80613,2023-05-08
2023-05-15,147.39999389648438,147.39999389648438,153.5,144.5500030517578,153.39999389648438,80376,2023-05-15
2023-05-22,148.75,148.75,153.0,144.8000030517578,147.0,68403,2023-05-22
2023-05-29,147.75,147.75,153.89999389648438,147.4499969482422,148.85000610351562,71269,2023-05-29
2023-06-05,146.64999389648438,146.64999389648438,151.0,132.0500030517578,148.25,74786,2023-06-05
2023-06-12,145.4499969482422,145.4499969482422,152.10000610351562,143.75,148.9499969482422,81887,2023-06-12
2023-06-19,182.10000610351562,182.10000610351562,182.10000610351562,143.3000030517578,143.3000030517578,169987,2023-06-19
2023-06-26,156.64999389648438,156.64999389648438,192.0,153.0,188.8000030517578,117088,2023-06-26
2023-07-03,169.10000610351562,169.10000610351562,174.0,155.5,159.5,56394,2023-07-03
2023-07-10,154.8000030517578,154.8000030517578,170.10000610351562,152.10000610351562,163.0,70566,2023-07-10
2023-07-17,148.5,148.5,156.4499969482422,145.0,152.10000610351562,79864,2023-07-17
2023-07-24,150.89999389648438,150.89999389648438,155.0,138.14999389648438,148.5,131675,2023-07-24
2023-07-31,147.5500030517578,147.5500030517578,153.0,143.0,150.89999389648438,92202,2023-07-31
2023-08-07,141.39999389648438,141.39999389648438,150.0500030517578,136.89999389648438,143.0,169333,2023-08-07
2023-08-14,146.0,146.0,152.0,137.5,147.0,1164512,2023-08-14
2023-08-21,144.1999969482422,144.1999969482422,150.5,142.10000610351562,150.5,113708,2023-08-21
2023-08-28,143.5500030517578,143.5500030517578,145.3000030517578,139.1999969482422,145.0,111466,2023-08-28
2023-09-04,144.10000610351562,144.10000610351562,146.8000030517578,140.0500030517578,146.8000030517578,105306,2023-09-04
2023-09-11,147.0,147.0,162.89999389648438,142.0,145.89999389648438,170423,2023-09-11
2023-09-18,142.64999389648438,142.64999389648438,150.9499969482422,139.5500030517578,146.0500030517578,122659,2023-09-18
2023-09-25,142.5,142.5,149.9499969482422,140.35000610351562,143.9499969482422,144675,2023-09-25
2023-10-02,143.3000030517578,143.3000030517578,145.0,141.5,142.5,70837,2023-10-02
2023-10-09,141.85000610351562,141.85000610351562,145.89999389648438,136.39999389648438,142.89999389648438,96742,2023-10-09
2023-10-16,141.75,141.75,145.89999389648438,140.25,141.89999389648438,156624,2023-10-16
2023-10-23,140.39999389648438,140.39999389648438,146.0,137.10000610351562,146.0,222933,2023-10-23
2023-10-30,140.10000610351562,140.10000610351562,144.4499969482422,138.0,142.0,418078,2023-10-30
2023-11-06,139.0500030517578,139.0500030517578,142.9499969482422,138.5500030517578,140.4499969482422,197529,2023-11-06
2023-11-13,138.39999389648438,138.39999389648438,140.4499969482422,137.85000610351562,139.89999389648438,59347,2023-11-13
2023-11-20,138.0500030517578,138.0500030517578,141.3000030517578,135.0,139.3000030517578,77835,2023-11-20
2023-11-27,141.1999969482422,141.1999969482422,145.0500030517578,136.0,138.0500030517578,112590,2023-11-27
2023-12-04,147.1999969482422,147.1999969482422,156.89999389648438,138.0500030517578,140.0,180475,2023-12-04
2023-12-11,148.6999969482422,148.6999969482422,152.10000610351562,145.64999389648438,146.35000610351562,90604,2023-12-11
2023-12-18,144.1999969482422,144.1999969482422,150.9499969482422,141.75,148.35000610351562,119330,2023-12-18
2023-12-25,158.3000030517578,158.3000030517578,159.8000030517578,143.1999969482422,144.1999969482422,183359,2023-12-25
2024-01-01,148.4499969482422,148.4499969482422,168.85000610351562,144.0,159.6999969482422,166823,2024-01-01
2024-01-08,147.25,147.25,151.8000030517578,143.1999969482422,150.3000030517578,114446,2024-01-08
2024-01-15,145.39999389648438,145.39999389648438,149.85000610351562,141.64999389648438,147.25,70755,2024-01-15
2024-01-22,142.39999389648438,142.39999389648438,150.10000610351562,141.75,145.39999389648438,73991,2024-01-22
2024-01-29,141.89999389648438,141.89999389648438,145.5,140.25,141.89999389648438,87094,2024-01-29
2024-02-05,140.5,140.5,145.10000610351562,137.0500030517578,141.64999389648438,140942,2024-02-05
2024-02-12,138.4499969482422,138.4499969482422,142.85000610351562,137.0500030517578,142.85000610351562,100281,2024-02-12
2024-02-19,136.64999389648438,136.64999389648438,140.10000610351562,136.0,139.0,263046,2024-02-19
2024-02-26,137.0,137.0,139.0,130.10000610351562,137.39999389648438,168896,2024-02-26
2024-03-04,135.0500030517578,135.0500030517578,142.4499969482422,128.0,132.1999969482422,61983,2024-03-04
2024-03-11,126.6500015258789,126.6500015258789,137.4499969482422,126.0,135.10000610351562,123498,2024-03-11
2024-03-18,130.5500030517578,130.5500030517578,135.0,124.0,124.0,190544,2024-03-18
2024-03-25,131.89999389648438,131.89999389648438,135.0,128.0,130.5500030517578,144601,2024-03-25
2024-04-01,138.85000610351562,138.85000610351562,140.89999389648438,130.5500030517578,137.60000610351562,89279,2024-04-01
2024-04-08,136.0500030517578,136.0500030517578,139.8000030517578,134.1999969482422,139.5,63847,2024-04-08
2024-04-15,132.10000610351562,132.10000610351562,138.1999969482422,130.0,138.1999969482422,162127,2024-04-15
2024-04-22,133.5,133.5,142.1999969482422,130.89999389648438,130.89999389648438,96927,2024-04-22
2024-04-29,133.25,133.25,138.8000030517578,131.0,131.10000610351562,75738,2024-04-29
2024-05-06,134.10000610351562,134.10000610351562,138.9499969482422,131.39999389648438,133.39999389648438,99036,2024-05-06
2024-05-13,132.6999969482422,132.6999969482422,137.4499969482422,130.0500030517578,136.39999389648438,105205,2024-05-13
2024-05-20,129.89999389648438,129.89999389648438,136.0,129.0,131.60000610351562,75286,2024-05-20
2024-05-27,134.25,134.25,136.25,128.3000030517578,130.39999389648438,243379,2024-05-27
2024-06-03,133.85000610351562,133.85000610351562,136.4499969482422,128.6999969482422,133.14999389648438,146289,2024-06-03
2024-06-10,134.25999450683594,134.25999450683594,136.41000366210938,130.8000030517578,133.08999633789062,102669,2024-06-10
2024-06-17,132.67999267578125,132.67999267578125,136.22999572753906,132.4600067138672,134.25999450683594,109903,2024-06-17
2024-06-24,141.67999267578125,141.67999267578125,145.99000549316406,128.07000732421875,132.19000244140625,146921,2024-06-24
2024-07-01,137.72999572753906,137.72999572753906,153.14999389648438,134.0500030517578,144.8000030517578,164472,2024-07-01
2024-07-08,151.16000366210938,151.16000366210938,152.97999572753906,133.9499969482422,136.5,188739,2024-07-08
2024-07-15,150.19000244140625,150.19000244140625,154.02999877929688,148.0,151.3000030517578,226363,2024-07-15
2024-07-22,147.7100067138672,147.7100067138672,153.39999389648438,142.4499969482422,153.25,215967,2024-07-22
2024-07-29,149.22000122070312,149.22000122070312,151.99000549316406,146.17999267578125,148.32000732421875,210307,2024-07-29
2024-08-05,176.8800048828125,176.8800048828125,194.0,146.0,149.22000122070312,331495,2024-08-05
2024-08-12,171.8800048828125,171.8800048828125,180.99000549316406,164.67999267578125,171.02000427246094,124934,2024-08-12
2024-08-19,180.92999267578125,180.92999267578125,184.39999389648438,169.80999755859375,178.0,153800,2024-08-19
2024-08-26,176.1199951171875,176.1199951171875,188.5,169.3699951171875,188.5,153727,2024-08-26
2024-09-02,175.22999572753906,175.22999572753906,183.9499969482422,172.10000610351562,179.0,139215,2024-09-02
2024-09-09,174.36000061035156,174.36000061035156,178.77999877929688,166.22000122070312,174.52000427246094,131560,2024-09-09
2024-09-16,203.5500030517578,203.5500030517578,251.0,172.99000549316406,174.41000366210938,905080,2024-09-16
2024-09-23,196.99000549316406,196.99000549316406,210.0,193.10000610351562,200.0,94085,2024-09-23
2024-09-30,201.97000122070312,201.97000122070312,215.0,191.0,196.99000549316406,81423,2024-09-30
2024-10-07,207.1999969482422,207.1999969482422,216.5,192.0,197.0,83999,2024-10-07
2024-10-14,202.6300048828125,202.6300048828125,213.9199981689453,194.3000030517578,206.99000549316406,94412,2024-10-14
2024-10-21,192.6199951171875,192.6199951171875,207.4499969482422,192.1199951171875,202.0,61317,2024-10-21
2024-10-28,213.72000122070312,213.72000122070312,215.0,195.0,201.0,55460,2024-10-28
2024-11-04,220.0,220.0,226.0,209.0,218.22999572753906,80719,2024-11-04
2024-11-11,215.0,215.0,230.0,209.25,210.0,75287,2024-11-11
2024-11-18,209.0,209.0,227.55999755859375,206.6199951171875,225.0,85849,2024-11-18
2024-11-25,215.0,215.0,219.0,198.0500030517578,219.0,109242,2024-11-25
2024-12-02,208.00999450683594,208.00999450683594,223.1999969482422,203.1999969482422,213.8000030517578,99171,2024-12-02
2024-12-09,206.82000732421875,206.82000732421875,218.5,203.77999877929688,218.0,92691,2024-12-09
2024-12-16,202.5500030517578,202.5500030517578,214.99000549316406,198.1999969482422,214.99000549316406,92368,2024-12-16
2024-12-23,198.99000549316406,198.99000549316406,217.86000061035156,198.0500030517578,217.86000061035156,69246,2024-12-23
2024-12-30,203.91000366210938,203.91000366210938,210.8000030517578,194.0,194.0,82921,2024-12-30
2025-01-06,185.91000366210938,185.91000366210938,203.50999450683594,173.0,200.3699951171875,117995,2025-01-06
2025-01-13,191.52000427246094,191.52000427246094,207.89999389648438,176.0500030517578,185.63999938964844,338752,2025-01-13
2025-01-20,173.99000549316406,173.99000549316406,201.5,167.75,190.0399932861328,452775,2025-01-20
2025-01-27,187.02999877929688,187.02999877929688,198.89999389648438,170.5,175.52999877929688,267841,2025-01-27
2025-02-03,191.6999969482422,191.6999969482422,199.0399932861328,184.0,187.97000122070312,115487,2025-02-03
2025-02-10,186.5,186.5,200.6999969482422,185.52000427246094,196.14999389648438,137256,2025-02-10
2025-02-17,188.77000427246094,188.77000427246094,198.0,185.05999755859375,195.0,96830,2025-02-17
2025-02-24,187.30999755859375,187.30999755859375,194.08999633789062,184.5,190.00999450683594,170489,2025-02-24
2025-03-03,176.52000427246094,176.52000427246094,195.9199981689453,172.5,187.30999755859375,199490,2025-03-03
2025-03-10,176.13999938964844,176.13999938964844,184.5,173.0,183.88999938964844,157066,2025-03-10
2025-03-17,178.72000122070312,178.72000122070312,183.0800018310547,173.2100067138672,178.00999450683594,92939,2025-03-17
2025-03-24,176.5800018310547,176.5800018310547,188.07000732421875,173.41000366210938,180.00999450683594,124079,2025-03-24
2025-03-31,179.6699981689453,179.6699981689453,186.00999450683594,176.5800018310547,176.5800018310547,80826,2025-03-31
2025-04-07,176.19000244140625,176.19000244140625,184.5,170.75999450683594,181.3000030517578,65296,2025-04-07
2025-04-14,183.47000122070312,183.47000122070312,192.0,178.5,180.00999450683594,78717,2025-04-14
2025-04-21,216.0399932861328,216.0399932861328,220.47000122070312,181.0500030517578,181.0500030517578,380996,2025-04-21
2025-04-28,221.4499969482422,221.4499969482422,229.0,212.1999969482422,216.0500030517578,170197,2025-04-28
2025-05-05,214.50999450683594,214.50999450683594,225.3800048828125,211.50999450683594,214.5399932861328,205880,2025-05-05
2025-05-12,217.33999633789062,217.33999633789062,223.99000549316406,214.52000427246094,214.52000427246094,127161,2025-05-12
2025-05-19,213.05999755859375,213.05999755859375,219.89999389648438,208.58999633789062,217.35000610351562,121690,2025-05-19
2025-05-26,219.74000549316406,219.74000549316406,232.38999938964844,214.00999450683594,216.97999572753906,208904,2025-05-26
2025-06-02,221.41000366210938,221.41000366210938,226.33999633789062,210.05999755859375,219.75,182292,2025-06-02
2025-06-09,216.19000244140625,216.19000244140625,226.0,215.0800018310547,226.0,145344,2025-06-09
2025-06-16,214.0500030517578,214.0500030517578,223.83999633789062,212.5500030517578,216.1999969482422,135047,2025-06-16
2025-06-23,216.69000244140625,216.69000244140625,224.69000244140625,213.0,214.05999755859375,126355,2025-06-23
2025-06-30,251.75,251.75,292.04998779296875,216.6999969482422,216.6999969482422,818093,2025-06-30
2025-07-07,257.6000061035156,257.6000061035156,288.8999938964844,252.3000030517578,253.75,300685,2025-07-07
2025-07-14,245.75,245.75,260.0,242.0,247.60000610351562,14082,2025-07-14
