Date,Adj Close_ORICONENT.NS,Close_ORICONENT.NS,High_ORICONENT.NS,Low_ORICONENT.NS,Open_ORICONENT.NS,Volume_ORICONENT.NS,Date
2020-07-13,16.738906860351562,18.100000381469727,18.899999618530273,16.799999237060547,17.200000762939453,386554,2020-07-13
2020-07-20,15.814105987548828,17.100000381469727,18.700000762939453,16.899999618530273,18.399999618530273,376804,2020-07-20
2020-07-27,15.767865180969238,17.049999237060547,20.299999237060547,16.899999618530273,17.100000381469727,497200,2020-07-27
2020-08-03,15.074264526367188,16.299999237060547,17.75,15.800000190734863,17.75,503694,2020-08-03
2020-08-10,15.906587600708008,17.200000762939453,18.799999237060547,16.149999618530273,16.350000381469727,949299,2020-08-10
2020-08-17,18.311071395874023,19.799999237060547,20.700000762939453,17.100000381469727,17.350000381469727,1463145,2020-08-17
2020-08-24,21.22419548034668,22.950000762939453,24.5,19.5,20.0,5292590,2020-08-24
2020-08-31,19.883230209350586,21.5,23.799999237060547,19.200000762939453,23.200000762939453,1168477,2020-08-31
2020-09-07,17.894908905029297,19.350000381469727,22.049999237060547,19.049999237060547,21.950000762939453,771169,2020-09-07
2020-09-14,17.617469787597656,19.049999237060547,19.950000762939453,18.149999618530273,19.950000762939453,710605,2020-09-14
2020-09-21,16.276506423950195,17.600000381469727,19.450000762939453,17.149999618530273,19.049999237060547,383010,2020-09-21
2020-09-28,16.553945541381836,17.899999618530273,19.0,17.600000381469727,18.149999618530273,209937,2020-09-28
2020-10-05,16.738906860351562,18.100000381469727,19.700000762939453,17.200000762939453,18.299999237060547,548675,2020-10-05
2020-10-12,16.368988037109375,17.700000762939453,18.700000762939453,17.600000381469727,18.399999618530273,179056,2020-10-12
2020-10-19,17.201309204101562,18.600000381469727,19.5,17.5,17.799999237060547,400200,2020-10-19
2020-10-26,16.738906860351562,18.100000381469727,19.350000381469727,17.700000762939453,19.0,118039,2020-10-26
2020-11-02,16.877628326416016,18.25,19.0,17.649999618530273,18.100000381469727,350873,2020-11-02
2020-11-09,16.646427154541016,18.0,19.0,15.899999618530273,19.0,347475,2020-11-09
2020-11-16,18.865949630737305,20.399999618530273,20.950000762939453,17.75,17.799999237060547,1502319,2020-11-16
2020-11-23,19.097152709960938,20.649999618530273,21.149999618530273,19.399999618530273,20.799999237060547,633370,2020-11-23
2020-11-30,19.605792999267578,21.200000762939453,22.5,20.549999237060547,20.649999618530273,1074260,2020-11-30
2020-12-07,20.299392700195312,21.950000762939453,22.5,20.700000762939453,21.700000762939453,851719,2020-12-07
2020-12-14,20.438114166259766,22.100000381469727,23.75,21.0,21.649999618530273,2695677,2020-12-14
2020-12-21,19.9757137298584,21.600000381469727,23.700000762939453,19.350000381469727,21.700000762939453,1358520,2020-12-21
2020-12-28,20.992996215820312,22.700000762939453,23.299999237060547,21.0,22.0,1082383,2020-12-28
2021-01-04,26.4030818939209,28.549999237060547,29.799999237060547,23.0,23.049999237060547,7062024,2021-01-04
2021-01-11,23.120040893554688,25.0,29.350000381469727,24.5,29.0,1046684,2021-01-11
2021-01-18,21.22419548034668,22.950000762939453,25.0,22.399999618530273,24.0,337344,2021-01-18
2021-01-25,20.71555519104004,22.399999618530273,23.450000762939453,21.700000762939453,23.450000762939453,185135,2021-01-25
2021-02-01,21.3629150390625,23.100000381469727,24.399999618530273,21.75,22.100000381469727,270499,2021-02-01
2021-02-08,21.825315475463867,23.600000381469727,24.799999237060547,22.549999237060547,22.850000381469727,391561,2021-02-08
2021-02-15,20.438114166259766,22.100000381469727,24.0,21.75,24.0,281555,2021-02-15
2021-02-22,20.160673141479492,21.799999237060547,22.799999237060547,21.049999237060547,22.799999237060547,222001,2021-02-22
2021-03-01,20.160673141479492,21.799999237060547,22.75,21.200000762939453,21.200000762939453,272903,2021-03-01
2021-03-08,20.946752548217773,22.649999618530273,22.950000762939453,21.149999618530273,22.25,254825,2021-03-08
2021-03-15,18.496030807495117,20.0,23.75,19.700000762939453,23.149999618530273,262587,2021-03-15
2021-03-22,16.507707595825195,17.850000381469727,20.299999237060547,17.450000762939453,20.299999237060547,399468,2021-03-22
2021-03-29,17.386266708374023,18.799999237060547,18.799999237060547,17.200000762939453,17.850000381469727,109315,2021-03-29
2021-04-05,18.07986831665039,19.549999237060547,20.200000762939453,18.149999618530273,18.799999237060547,170315,2021-04-05
2021-04-12,17.293787002563477,18.700000762939453,19.75,17.75,19.75,68943,2021-04-12
2021-04-19,17.66370964050293,19.100000381469727,19.850000381469727,17.899999618530273,18.549999237060547,96525,2021-04-19
2021-04-26,19.559551239013672,21.149999618530273,22.899999618530273,19.0,19.0,524533,2021-04-26
2021-05-03,21.316673278808594,23.049999237060547,23.799999237060547,20.450000762939453,20.450000762939453,430503,2021-05-03
2021-05-10,22.287715911865234,24.100000381469727,26.100000381469727,22.149999618530273,23.899999618530273,612446,2021-05-10
2021-05-17,23.998600006103516,25.950000762939453,26.600000381469727,22.549999237060547,24.850000381469727,734720,2021-05-17
