Date,Adj Close_TCIFINANCE.NS,Close_TCIFINANCE.NS,High_TCIFINANCE.NS,Low_TCIFINANCE.NS,Open_TCIFINANCE.NS,Volume_TCIFINANCE.NS,Date
2020-07-13,6.550000190734863,6.550000190734863,6.599999904632568,6.050000190734863,6.5,25472,2020-07-13
2020-07-20,6.0,6.0,6.849999904632568,5.849999904632568,6.25,40710,2020-07-20
2020-07-27,6.150000095367432,6.150000095367432,6.449999809265137,5.699999809265137,6.300000190734863,24683,2020-07-27
2020-08-03,5.900000095367432,5.900000095367432,6.449999809265137,5.599999904632568,5.900000095367432,51679,2020-08-03
2020-08-10,5.75,5.75,6.099999904632568,5.550000190734863,5.699999809265137,38503,2020-08-10
2020-08-17,5.699999809265137,5.699999809265137,6.050000190734863,5.449999809265137,5.949999809265137,92660,2020-08-17
2020-08-24,5.699999809265137,5.699999809265137,5.949999809265137,5.599999904632568,5.699999809265137,90812,2020-08-24
2020-08-31,5.050000190734863,5.050000190734863,5.849999904632568,4.900000095367432,5.849999904632568,87641,2020-08-31
2020-09-07,5.150000095367432,5.150000095367432,5.5,4.849999904632568,5.199999809265137,69740,2020-09-07
2020-09-14,4.849999904632568,4.849999904632568,5.300000190734863,4.699999809265137,5.150000095367432,33293,2020-09-14
2020-09-21,4.25,4.25,4.949999809265137,4.099999904632568,4.949999809265137,41141,2020-09-21
2020-09-28,4.400000095367432,4.400000095367432,4.550000190734863,4.150000095367432,4.400000095367432,31427,2020-09-28
2020-10-05,4.900000095367432,4.900000095367432,4.900000095367432,4.050000190734863,4.449999809265137,91183,2020-10-05
2020-10-12,4.699999809265137,4.699999809265137,5.199999809265137,4.599999904632568,5.099999904632568,4608,2020-10-12
2020-10-19,4.5,4.5,4.75,4.300000190734863,4.699999809265137,11000,2020-10-19
2020-10-26,4.300000190734863,4.300000190734863,4.5,4.199999809265137,4.449999809265137,2374,2020-10-26
2020-11-02,4.099999904632568,4.099999904632568,4.300000190734863,4.050000190734863,4.199999809265137,6862,2020-11-02
2020-11-09,4.0,4.0,4.300000190734863,4.0,4.150000095367432,5428,2020-11-09
2020-11-16,3.950000047683716,3.950000047683716,4.150000095367432,3.950000047683716,4.0,21046,2020-11-16
2020-11-23,4.0,4.0,4.199999809265137,3.950000047683716,4.0,9508,2020-11-23
2020-11-30,4.300000190734863,4.300000190734863,4.300000190734863,4.0,4.0,10410,2020-11-30
2020-12-07,5.199999809265137,5.199999809265137,5.5,4.699999809265137,4.699999809265137,50974,2020-12-07
2020-12-14,5.25,5.25,5.400000095367432,5.0,5.25,9871,2020-12-14
2020-12-21,5.0,5.0,5.25,5.0,5.25,1573,2020-12-21
2020-12-28,4.650000095367432,4.650000095367432,5.0,4.650000095367432,4.949999809265137,5505,2020-12-28
2021-01-04,4.699999809265137,4.699999809265137,4.900000095367432,4.5,4.849999904632568,31560,2021-01-04
2021-01-11,5.199999809265137,5.199999809265137,5.300000190734863,4.599999904632568,4.900000095367432,61141,2021-01-11
2021-01-18,4.800000190734863,4.800000190734863,5.449999809265137,4.75,5.449999809265137,40493,2021-01-18
