Date,Adj Close_ASHAPURMIN.NS,Close_ASHAPURMIN.NS,High_ASHAPURMIN.NS,Low_ASHAPURMIN.NS,Open_ASHAPURMIN.NS,Volume_ASHAPURMIN.NS,Date
2020-07-13,41.01576614379883,41.400001525878906,45.04999923706055,40.349998474121094,45.04999923706055,193249,2020-07-13
2020-07-20,39.529685974121094,39.900001525878906,43.599998474121094,39.5,41.54999923706055,207506,2020-07-20
2020-07-27,36.507991790771484,36.849998474121094,40.849998474121094,35.04999923706055,39.75,288958,2020-07-27
2020-08-03,44.63188552856445,45.04999923706055,45.04999923706055,36.0,36.849998474121094,364919,2020-08-03
2020-08-10,44.730960845947266,45.150001525878906,49.650001525878906,43.5,46.95000076293945,640384,2020-08-10
2020-08-17,52.607173919677734,53.099998474121094,53.099998474121094,43.29999923706055,45.150001525878906,1476226,2020-08-17
2020-08-24,66.57630920410156,67.19999694824219,67.6500015258789,55.75,55.75,1418696,2020-08-24
2020-08-31,69.49893951416016,70.1500015258789,70.55000305175781,60.70000076293945,68.4000015258789,1383804,2020-08-31
2020-09-07,73.2141342163086,73.9000015258789,77.94999694824219,68.30000305175781,72.4000015258789,1362691,2020-09-07
2020-09-14,86.39068603515625,87.19999694824219,87.19999694824219,70.5,74.0,1854009,2020-09-14
2020-09-21,80.94173431396484,81.69999694824219,91.55000305175781,77.44999694824219,91.55000305175781,1949343,2020-09-21
2020-09-28,75.93860626220703,76.6500015258789,85.0,76.1500015258789,84.5,404482,2020-09-28
2020-10-05,75.79000091552734,76.5,82.44999694824219,71.5,78.0999984741211,579340,2020-10-05
2020-10-12,78.21725463867188,78.94999694824219,78.94999694824219,71.4000015258789,76.0,416327,2020-10-12
2020-10-19,79.15843963623047,79.9000015258789,84.9000015258789,77.19999694824219,81.9000015258789,561326,2020-10-19
2020-10-26,78.31632995605469,79.05000305175781,84.5,74.5,81.44999694824219,289449,2020-10-26
2020-11-02,77.02839660644531,77.75,82.6500015258789,73.25,82.6500015258789,267627,2020-11-02
2020-11-09,74.05624389648438,74.75,85.25,71.19999694824219,80.0,919410,2020-11-09
2020-11-16,73.16458892822266,73.8499984741211,80.55000305175781,72.5,74.44999694824219,452985,2020-11-16
2020-11-23,77.77143859863281,78.5,78.75,71.0,74.05000305175781,724008,2020-11-23
2020-11-30,78.01911163330078,78.75,82.0,78.1500015258789,78.5,487292,2020-11-30
2020-12-07,78.6630859375,79.4000015258789,81.5,77.4000015258789,80.0,481669,2020-12-07
2020-12-14,85.89532470703125,86.69999694824219,91.8499984741211,78.94999694824219,80.0,1316931,2020-12-14
2020-12-21,97.3876724243164,98.30000305175781,98.30000305175781,84.69999694824219,86.0,1462643,2020-12-21
2020-12-28,113.04102325439453,114.0999984741211,114.0999984741211,102.80000305175781,103.19999694824219,2262069,2020-12-28
2021-01-04,130.47767639160156,131.6999969482422,143.0,113.8499984741211,119.80000305175781,3903444,2021-01-04
2021-01-11,113.88313293457031,114.94999694824219,128.39999389648438,114.30000305175781,125.5999984741211,1743053,2021-01-11
2021-01-18,109.77165985107422,110.80000305175781,123.19999694824219,109.0999984741211,114.94999694824219,893301,2021-01-18
2021-01-25,115.91410827636719,117.0,123.0,105.3499984741211,113.4000015258789,692546,2021-01-25
2021-02-01,113.98221588134766,115.05000305175781,120.5,112.5,116.5,783907,2021-02-01
2021-02-08,121.21446228027344,122.3499984741211,132.6999969482422,114.75,116.80000305175781,1520815,2021-02-08
2021-02-15,111.75309753417969,112.80000305175781,123.25,110.44999694824219,117.3499984741211,1511892,2021-02-15
2021-02-22,112.14937591552734,113.19999694824219,118.25,111.05000305175781,114.0,599590,2021-02-22
2021-03-01,120.02560424804688,121.1500015258789,130.10000610351562,113.55000305175781,115.0,1064392,2021-03-01
2021-03-08,117.00390625,118.0999984741211,127.19999694824219,116.4000015258789,120.94999694824219,504270,2021-03-08
2021-03-15,103.67874145507812,104.6500015258789,121.5,104.6500015258789,118.0,979401,2021-03-15
2021-03-22,101.99451446533203,102.94999694824219,106.4000015258789,94.5,100.1500015258789,1508743,2021-03-22
2021-03-29,105.51156616210938,106.5,108.69999694824219,100.0,102.94999694824219,461723,2021-03-29
2021-04-05,125.32594299316406,126.5,129.0,104.8499984741211,108.94999694824219,1367753,2021-04-05
2021-04-12,111.45587921142578,112.5,124.0,102.3499984741211,124.0,1216487,2021-04-12
2021-04-19,114.37849426269531,115.44999694824219,125.5,105.0,110.0,1023818,2021-04-19
2021-04-26,152.9669952392578,154.39999389648438,172.0,116.0,116.9000015258789,7757737,2021-04-26
2021-05-03,152.422119140625,153.85000610351562,175.5,151.0,157.0,2149728,2021-05-03
2021-05-10,152.3230438232422,153.75,176.8000030517578,148.0,165.5,2733993,2021-05-10
2021-05-17,149.89578247070312,151.3000030517578,167.35000610351562,149.0,153.0,987736,2021-05-17
2021-05-24,150.14344787597656,151.5500030517578,159.5500030517578,149.9499969482422,151.3000030517578,887002,2021-05-24
