Date,Adj Close_SELAN.NS,Close_SELAN.NS,High_SELAN.NS,Low_SELAN.NS,Open_SELAN.NS,Volume_SELAN.NS,Date
2020-07-13,103.44519805908203,111.0999984741211,117.5,109.44999694824219,114.55000305175781,53044,2020-07-13
2020-07-20,96.60161590576172,103.75,109.9000015258789,102.0999984741211,108.9000015258789,249086,2020-07-20
2020-07-27,95.71707153320312,102.80000305175781,109.69999694824219,99.30000305175781,101.30000305175781,97113,2020-07-27
2020-08-03,104.46940612792969,112.19999694824219,122.44999694824219,100.1500015258789,104.69999694824219,316898,2020-08-03
2020-08-10,102.6072006225586,110.19999694824219,118.0,109.30000305175781,112.5,156893,2020-08-10
2020-08-17,112.80274963378906,121.1500015258789,126.5,107.75,110.19999694824219,481802,2020-08-17
2020-08-24,113.0355224609375,121.4000015258789,138.64999389648438,114.0,120.9000015258789,1859921,2020-08-24
2020-08-31,104.70217895507812,112.44999694824219,121.4000015258789,109.19999694824219,121.4000015258789,268001,2020-08-31
2020-09-07,101.2105484008789,108.69999694824219,115.25,107.25,113.69999694824219,80397,2020-09-07
2020-09-14,106.42472076416016,114.30000305175781,121.9000015258789,110.0,110.44999694824219,401047,2020-09-14
2020-09-21,98.92935943603516,106.25,117.30000305175781,101.0,113.05000305175781,109178,2020-09-21
2020-09-28,98.18447875976562,105.44999694824219,109.3499984741211,103.80000305175781,107.0,54046,2020-09-28
2020-10-05,100.88467407226562,108.3499984741211,117.0,105.05000305175781,105.05000305175781,345591,2020-10-05
2020-10-12,97.67237091064453,104.9000015258789,110.75,102.75,109.55000305175781,66239,2020-10-12
2020-10-19,98.23104095458984,105.5,106.80000305175781,102.30000305175781,106.30000305175781,50147,2020-10-19
2020-10-26,94.18075561523438,101.1500015258789,108.5,100.44999694824219,108.5,78030,2020-10-26
2020-11-02,94.46007537841797,101.44999694824219,104.4000015258789,99.0,104.4000015258789,52142,2020-11-02
2020-11-09,97.0206069946289,104.19999694824219,107.0,99.69999694824219,103.0,127107,2020-11-09
2020-11-16,101.25711059570312,108.75,120.0,102.3499984741211,103.5999984741211,561500,2020-11-16
2020-11-23,114.99082946777344,123.5,125.3499984741211,108.25,109.9000015258789,1155974,2020-11-23
2020-11-30,121.648193359375,130.64999389648438,135.89999389648438,122.0999984741211,123.5,560507,2020-11-30
2020-12-07,131.2850799560547,141.0,150.5,127.0,130.64999389648438,1348886,2020-12-07
2020-12-14,126.72269439697266,136.10000610351562,153.6999969482422,133.60000610351562,139.10000610351562,782400,2020-12-14
2020-12-21,116.0150375366211,124.5999984741211,137.64999389648438,117.44999694824219,133.64999389648438,311332,2020-12-21
2020-12-28,115.31671905517578,123.8499984741211,128.25,120.3499984741211,126.9000015258789,355488,2020-12-28
2021-01-04,121.648193359375,130.64999389648438,141.35000610351562,120.8499984741211,126.30000305175781,1013038,2021-01-04
2021-01-11,124.30182647705078,133.5,147.25,127.19999694824219,132.0,1136432,2021-01-11
2021-01-18,123.1379623413086,132.25,142.0,126.80000305175781,134.5,882173,2021-01-18
2021-01-25,118.203125,126.94999694824219,135.14999389648438,123.44999694824219,134.8000030517578,130092,2021-01-25
2021-02-01,123.8828353881836,133.0500030517578,142.8000030517578,125.25,128.1999969482422,598740,2021-02-01
2021-02-08,121.08953857421875,130.0500030517578,138.89999389648438,129.1999969482422,131.8000030517578,337064,2021-02-08
2021-02-15,125.04672241210938,134.3000030517578,138.8000030517578,129.89999389648438,131.3000030517578,734668,2021-02-15
2021-02-22,123.60350799560547,132.75,144.0,128.75,130.6999969482422,1426538,2021-02-22
2021-03-01,128.18980407714844,132.5500030517578,138.0,130.64999389648438,133.8000030517578,558180,2021-03-01
2021-03-08,127.31940460205078,131.64999389648438,144.25,131.0,137.5,1059439,2021-03-08
2021-03-15,127.41612243652344,131.75,134.25,122.4000015258789,132.35000610351562,428525,2021-03-15
2021-03-22,126.88420867919922,131.1999969482422,136.5500030517578,126.0,132.0,487642,2021-03-22
2021-03-29,127.1743392944336,131.5,135.0,129.0,131.1999969482422,255558,2021-03-29
2021-04-05,122.09703826904297,126.25,131.85000610351562,123.0999984741211,131.5,173768,2021-04-05
2021-04-12,119.19572448730469,123.25,126.3499984741211,120.5999984741211,125.0,145299,2021-04-12
2021-04-19,114.65032958984375,118.55000305175781,122.55000305175781,115.0,122.05000305175781,105623,2021-04-19
2021-04-26,126.83585357666016,131.14999389648438,148.6999969482422,118.30000305175781,119.9000015258789,1263193,2021-04-26
2021-05-03,127.7546157836914,132.10000610351562,135.39999389648438,128.0,131.0,336456,2021-05-03
2021-05-10,130.60757446289062,135.0500030517578,144.6999969482422,132.5500030517578,132.5500030517578,873172,2021-05-10
2021-05-17,132.39669799804688,136.89999389648438,148.60000610351562,133.3000030517578,135.75,1191738,2021-05-17
2021-05-24,139.0697479248047,143.8000030517578,160.0,134.0,136.5,2179697,2021-05-24
2021-05-31,149.17599487304688,154.25,159.60000610351562,138.25,144.3000030517578,1220403,2021-05-31
2021-06-07,148.83749389648438,153.89999389648438,166.5,150.5500030517578,164.0,820261,2021-06-07
2021-06-14,144.24374389648438,149.14999389648438,166.0,143.75,154.0500030517578,1064758,2021-06-14
2021-06-21,169.09835815429688,174.85000610351562,179.6999969482422,147.0500030517578,148.10000610351562,1782234,2021-06-21
2021-06-28,150.5782928466797,155.6999969482422,174.75,155.0,170.89999389648438,792540,2021-06-28
2021-07-05,153.04440307617188,158.25,169.5500030517578,150.64999389648438,158.0,580555,2021-07-05
