Date,Adj Close_USHAMART.NS,Close_USHAMART.NS,High_USHAMART.NS,Low_USHAMART.NS,Open_USHAMART.NS,Volume_USHAMART.NS,Date
2020-07-13,17.58763885498047,18.149999618530273,18.600000381469727,17.100000381469727,17.799999237060547,588415,2020-07-13
2020-07-20,17.39383888244629,17.950000762939453,19.049999237060547,17.25,19.049999237060547,959371,2020-07-20
2020-07-27,17.829893112182617,18.399999618530273,18.850000381469727,17.100000381469727,18.649999618530273,2142196,2020-07-27
2020-08-03,20.203983306884766,20.850000381469727,22.549999237060547,17.700000762939453,18.399999618530273,3913338,2020-08-03
2020-08-10,22.868776321411133,23.600000381469727,24.950000762939453,20.5,21.5,6709962,2020-08-10
2020-08-17,24.467653274536133,25.25,26.25,24.049999237060547,24.700000762939453,3888885,2020-08-17
2020-08-24,27.90765953063965,28.799999237060547,32.400001525878906,25.200000762939453,25.450000762939453,7675477,2020-08-24
2020-08-31,26.744840621948242,27.600000381469727,29.75,25.5,28.799999237060547,4041432,2020-08-31
2020-09-07,26.0665283203125,26.899999618530273,28.5,25.549999237060547,27.100000381469727,5177403,2020-09-07
2020-09-14,24.516101837158203,25.299999237060547,28.5,24.899999618530273,27.100000381469727,3513428,2020-09-14
2020-09-21,24.225399017333984,25.0,25.600000381469727,23.049999237060547,25.5,1876773,2020-09-21
2020-09-28,24.17694854736328,24.950000762939453,26.700000762939453,24.5,25.700000762939453,3606457,2020-09-28
2020-10-05,21.705957412719727,22.399999618530273,25.700000762939453,21.399999618530273,24.850000381469727,3681336,2020-10-05
2020-10-12,20.78539276123047,21.450000762939453,22.899999618530273,20.399999618530273,22.5,1690645,2020-10-12
2020-10-19,21.512155532836914,22.200000762939453,22.399999618530273,21.350000381469727,21.5,1062137,2020-10-19
2020-10-26,20.68848991394043,21.350000381469727,22.700000762939453,20.450000762939453,22.399999618530273,1220042,2020-10-26
2020-11-02,21.60905647277832,22.299999237060547,22.700000762939453,19.75,21.75,1090554,2020-11-02
2020-11-09,25.242862701416016,26.049999237060547,26.850000381469727,22.299999237060547,22.700000762939453,2433800,2020-11-09
2020-11-16,26.211881637573242,27.049999237060547,27.399999618530273,24.600000381469727,24.600000381469727,1848954,2020-11-16
2020-11-23,24.322301864624023,25.100000381469727,27.5,24.850000381469727,27.0,2507134,2020-11-23
2020-11-30,25.194414138793945,26.0,26.799999237060547,24.649999618530273,25.100000381469727,3393639,2020-11-30
2020-12-07,24.661455154418945,25.450000762939453,26.700000762939453,25.0,25.600000381469727,5761864,2020-12-07
2020-12-14,27.616954803466797,28.5,31.850000381469727,25.450000762939453,25.899999618530273,15922852,2020-12-14
2020-12-21,29.264280319213867,30.200000762939453,30.850000381469727,26.200000762939453,28.450000762939453,7406735,2020-12-21
2020-12-28,35.95049285888672,37.099998474121094,38.400001525878906,30.0,30.600000381469727,19162007,2020-12-28
2021-01-04,34.20626449584961,35.29999923706055,38.79999923706055,34.29999923706055,37.29999923706055,10840547,2021-01-04
2021-01-11,31.9290771484375,32.95000076293945,35.5,32.349998474121094,35.29999923706055,4778866,2021-01-11
2021-01-18,30.330198287963867,31.299999237060547,34.150001525878906,30.799999237060547,32.099998474121094,3223522,2021-01-18
2021-01-25,28.87667465209961,29.799999237060547,31.649999618530273,28.25,31.600000381469727,1947167,2021-01-25
2021-02-01,32.074424743652344,33.099998474121094,34.5,29.799999237060547,29.799999237060547,4259085,2021-02-01
2021-02-08,29.16737937927246,30.100000381469727,34.5,30.0,33.400001525878906,5067125,2021-02-08
2021-02-15,28.682870864868164,29.600000381469727,30.899999618530273,29.350000381469727,30.350000381469727,3039483,2021-02-15
2021-02-22,29.264280319213867,30.200000762939453,32.599998474121094,28.299999237060547,29.950000762939453,4439895,2021-02-22
2021-03-01,34.20626449584961,35.29999923706055,35.599998474121094,29.200000762939453,30.75,17733300,2021-03-01
2021-03-08,31.783723831176758,32.79999923706055,37.70000076293945,32.25,36.25,12917967,2021-03-08
2021-03-15,32.89809036254883,33.95000076293945,35.150001525878906,30.399999618530273,33.25,13228786,2021-03-15
2021-03-22,31.3961181640625,32.400001525878906,35.79999923706055,31.299999237060547,34.29999923706055,6636599,2021-03-22
2021-03-29,35.41753005981445,36.54999923706055,38.0,32.400001525878906,32.400001525878906,8138393,2021-03-29
2021-04-05,39.43894958496094,40.70000076293945,42.5,34.75,36.54999923706055,32427730,2021-04-05
2021-04-12,37.597816467285156,38.79999923706055,40.70000076293945,36.45000076293945,39.099998474121094,10866341,2021-04-12
2021-04-19,37.064857482910156,38.25,38.849998474121094,36.20000076293945,37.79999923706055,6913619,2021-04-19
2021-04-26,46.7550163269043,48.25,49.25,38.0,38.70000076293945,41128445,2021-04-26
2021-05-03,52.85981750488281,54.54999923706055,58.25,48.349998474121094,48.70000076293945,46917705,2021-05-03
2021-05-10,49.226009368896484,50.79999923706055,56.0,50.0,55.099998474121094,12334552,2021-05-10
2021-05-17,51.93925476074219,53.599998474121094,57.900001525878906,50.599998474121094,51.29999923706055,23781131,2021-05-17
2021-05-24,48.20854568481445,49.75,53.400001525878906,49.5,53.400001525878906,10285206,2021-05-24
2021-05-31,48.25699234008789,49.79999923706055,52.0,48.150001525878906,49.900001525878906,7427176,2021-05-31
2021-06-07,49.855873107910156,51.45000076293945,52.099998474121094,48.599998474121094,50.349998474121094,8879305,2021-06-07
2021-06-14,51.357845306396484,53.0,58.900001525878906,48.650001525878906,51.849998474121094,23752631,2021-06-14
