Date,Adj Close_AIRAN.NS,Close_AIRAN.NS,High_AIRAN.NS,Low_AIRAN.NS,Open_AIRAN.NS,Volume_AIRAN.NS,Date
2022-01-31,24.399999618530273,24.399999618530273,26.75,23.25,24.700000762939453,4723087,2022-01-31
2022-02-07,23.899999618530273,23.899999618530273,26.0,23.649999618530273,24.75,7430558,2022-02-07
2022-02-14,22.5,22.5,23.700000762939453,21.399999618530273,23.5,1535159,2022-02-14
2022-02-21,20.149999618530273,20.149999618530273,22.549999237060547,18.799999237060547,22.25,946036,2022-02-21
2022-02-28,19.850000381469727,19.850000381469727,20.5,19.149999618530273,20.100000381469727,398119,2022-02-28
2022-03-07,20.0,20.0,20.649999618530273,19.149999618530273,19.450000762939453,578866,2022-03-07
2022-03-14,19.600000381469727,19.600000381469727,20.25,17.100000381469727,20.0,443842,2022-03-14
2022-03-21,19.049999237060547,19.049999237060547,20.200000762939453,18.899999618530273,19.899999618530273,720537,2022-03-21
2022-03-28,19.200000762939453,19.200000762939453,19.450000762939453,17.0,18.75,1147762,2022-03-28
2022-04-04,23.299999237060547,23.299999237060547,25.700000762939453,20.549999237060547,21.799999237060547,5297484,2022-04-04
2022-04-11,21.25,21.25,23.649999618530273,20.899999618530273,23.299999237060547,1003608,2022-04-11
2022-04-18,22.0,22.0,22.950000762939453,20.200000762939453,21.0,3065496,2022-04-18
2022-04-25,20.799999237060547,20.799999237060547,23.0,20.450000762939453,22.399999618530273,1485343,2022-04-25
2022-05-02,19.450000762939453,19.450000762939453,21.25,19.25,20.350000381469727,704097,2022-05-02
2022-05-09,18.75,18.75,19.799999237060547,17.049999237060547,19.200000762939453,677247,2022-05-09
2022-05-16,19.299999237060547,19.299999237060547,19.850000381469727,18.200000762939453,19.850000381469727,1334319,2022-05-16
2022-05-23,19.0,19.0,20.450000762939453,18.0,20.0,649992,2022-05-23
2022-05-30,19.049999237060547,19.049999237060547,19.600000381469727,18.899999618530273,19.049999237060547,332142,2022-05-30
2022-06-06,21.350000381469727,21.350000381469727,25.25,20.049999237060547,21.0,9475383,2022-06-06
2022-06-13,20.5,20.5,22.5,19.75,21.600000381469727,2263034,2022-06-13
2022-06-20,20.049999237060547,20.049999237060547,21.0,18.700000762939453,20.950000762939453,1265890,2022-06-20
2022-06-27,20.100000381469727,20.100000381469727,20.899999618530273,19.600000381469727,20.299999237060547,928833,2022-06-27
2022-07-04,20.149999618530273,20.149999618530273,20.450000762939453,20.0,20.100000381469727,567835,2022-07-04
2022-07-11,19.899999618530273,19.899999618530273,20.350000381469727,19.700000762939453,20.25,821771,2022-07-11
2022-07-18,20.200000762939453,20.200000762939453,20.899999618530273,19.0,19.950000762939453,914200,2022-07-18
2022-07-25,20.200000762939453,20.200000762939453,21.899999618530273,20.149999618530273,21.0,1868440,2022-07-25
2022-08-01,19.899999618530273,19.899999618530273,20.600000381469727,19.5,20.450000762939453,1064114,2022-08-01
2022-08-08,20.649999618530273,20.649999618530273,20.799999237060547,19.700000762939453,20.049999237060547,1231014,2022-08-08
2022-08-15,19.450000762939453,19.450000762939453,21.0,19.350000381469727,20.649999618530273,2035961,2022-08-15
2022-08-22,19.450000762939453,19.450000762939453,19.799999237060547,19.049999237060547,19.450000762939453,811404,2022-08-22
2022-08-29,19.5,19.5,21.0,18.799999237060547,19.299999237060547,1419811,2022-08-29
2022-09-05,18.899999618530273,18.899999618530273,19.75,18.600000381469727,19.299999237060547,2697506,2022-09-05
2022-09-12,18.649999618530273,18.649999618530273,19.200000762939453,18.600000381469727,18.899999618530273,1434524,2022-09-12
2022-09-19,18.100000381469727,18.100000381469727,19.0,18.049999237060547,18.950000762939453,791988,2022-09-19
2022-09-26,17.600000381469727,17.600000381469727,18.299999237060547,17.25,18.100000381469727,775883,2022-09-26
2022-10-03,18.450000762939453,18.450000762939453,19.450000762939453,17.350000381469727,17.799999237060547,530363,2022-10-03
2022-10-10,17.649999618530273,17.649999618530273,18.899999618530273,17.0,18.200000762939453,531222,2022-10-10
2022-10-17,17.149999618530273,17.149999618530273,17.950000762939453,17.100000381469727,17.850000381469727,620639,2022-10-17
2022-10-24,17.450000762939453,17.450000762939453,17.850000381469727,17.200000762939453,17.299999237060547,369716,2022-10-24
2022-10-31,17.600000381469727,17.600000381469727,17.75,17.200000762939453,17.5,385840,2022-10-31
2022-11-07,17.299999237060547,17.299999237060547,17.700000762939453,17.100000381469727,17.549999237060547,534526,2022-11-07
2022-11-14,17.200000762939453,17.200000762939453,17.549999237060547,16.899999618530273,17.399999618530273,572550,2022-11-14
2022-11-21,16.850000381469727,16.850000381469727,17.25,16.600000381469727,17.049999237060547,499126,2022-11-21
2022-11-28,18.100000381469727,18.100000381469727,18.75,16.75,16.850000381469727,1325858,2022-11-28
2022-12-05,17.549999237060547,17.549999237060547,18.299999237060547,17.100000381469727,18.100000381469727,630458,2022-12-05
2022-12-12,17.700000762939453,17.700000762939453,18.5,17.5,17.549999237060547,883272,2022-12-12
2022-12-19,15.100000381469727,15.100000381469727,17.899999618530273,15.050000190734863,17.549999237060547,1353866,2022-12-19
2022-12-26,16.649999618530273,16.649999618530273,17.549999237060547,14.75,15.050000190734863,1018563,2022-12-26
2023-01-02,16.450000762939453,16.450000762939453,16.850000381469727,16.299999237060547,16.799999237060547,331088,2023-01-02
2023-01-09,16.549999237060547,16.549999237060547,17.200000762939453,16.100000381469727,16.799999237060547,360583,2023-01-09
2023-01-16,16.899999618530273,16.899999618530273,17.600000381469727,16.100000381469727,16.700000762939453,556961,2023-01-16
2023-01-23,16.700000762939453,16.700000762939453,17.950000762939453,16.399999618530273,17.200000762939453,612768,2023-01-23
2023-01-30,16.0,16.0,17.700000762939453,15.800000190734863,16.700000762939453,475191,2023-01-30
2023-02-06,15.850000381469727,15.850000381469727,16.200000762939453,15.100000381469727,16.149999618530273,405500,2023-02-06
2023-02-13,15.75,15.75,16.75,15.600000381469727,16.75,444765,2023-02-13
2023-02-20,15.350000381469727,15.350000381469727,16.0,15.050000190734863,15.899999618530273,460617,2023-02-20
2023-02-27,15.100000381469727,15.100000381469727,15.550000190734863,14.75,15.5,420200,2023-02-27
2023-03-06,15.25,15.25,16.0,15.199999809265137,15.399999618530273,417963,2023-03-06
2023-03-13,14.0,14.0,15.5,13.600000381469727,15.25,515614,2023-03-13
2023-03-20,14.949999809265137,14.949999809265137,16.899999618530273,13.800000190734863,14.0,907482,2023-03-20
2023-03-27,13.899999618530273,13.899999618530273,16.200000762939453,13.25,15.25,934946,2023-03-27
2023-04-03,15.350000381469727,15.350000381469727,15.649999618530273,13.899999618530273,14.350000381469727,942774,2023-04-03
2023-04-10,15.149999618530273,15.149999618530273,15.699999809265137,15.0,15.699999809265137,205228,2023-04-10
2023-04-17,14.949999809265137,14.949999809265137,15.5,14.649999618530273,15.100000381469727,260668,2023-04-17
2023-04-24,15.399999618530273,15.399999618530273,16.899999618530273,14.0,15.100000381469727,669986,2023-04-24
2023-05-01,15.75,15.75,16.100000381469727,15.0,15.399999618530273,444709,2023-05-01
2023-05-08,15.350000381469727,15.350000381469727,16.100000381469727,15.25,15.949999809265137,361708,2023-05-08
2023-05-15,16.149999618530273,16.149999618530273,16.450000762939453,15.149999618530273,15.25,557692,2023-05-15
2023-05-22,16.549999237060547,16.549999237060547,16.799999237060547,15.850000381469727,16.200000762939453,620216,2023-05-22
2023-05-29,16.600000381469727,16.600000381469727,16.799999237060547,15.550000190734863,16.799999237060547,634975,2023-05-29
2023-06-05,15.850000381469727,15.850000381469727,17.149999618530273,15.399999618530273,16.799999237060547,1082216,2023-06-05
2023-06-12,16.5,16.5,17.0,15.899999618530273,16.049999237060547,518133,2023-06-12
2023-06-19,17.350000381469727,17.350000381469727,19.350000381469727,16.5,16.700000762939453,3211236,2023-06-19
2023-06-26,17.450000762939453,17.450000762939453,17.700000762939453,16.950000762939453,17.350000381469727,618157,2023-06-26
2023-07-03,17.700000762939453,17.700000762939453,17.950000762939453,17.049999237060547,17.600000381469727,921339,2023-07-03
2023-07-10,19.350000381469727,19.350000381469727,19.799999237060547,17.149999618530273,17.899999618530273,2609013,2023-07-10
2023-07-17,21.799999237060547,21.799999237060547,23.25,19.850000381469727,19.899999618530273,7168116,2023-07-17
2023-07-24,20.649999618530273,20.649999618530273,22.299999237060547,20.100000381469727,22.0,2088180,2023-07-24
2023-07-31,20.299999237060547,20.299999237060547,20.950000762939453,19.399999618530273,20.950000762939453,1715539,2023-07-31
2023-08-07,21.0,21.0,21.75,20.549999237060547,20.75,1515490,2023-08-07
2023-08-14,19.899999618530273,19.899999618530273,20.75,19.700000762939453,20.5,802572,2023-08-14
2023-08-21,22.200000762939453,22.200000762939453,23.600000381469727,19.700000762939453,20.25,4583683,2023-08-21
2023-08-28,22.350000381469727,22.350000381469727,25.149999618530273,22.25,22.450000762939453,4034122,2023-08-28
2023-09-04,23.649999618530273,23.649999618530273,24.049999237060547,22.149999618530273,22.649999618530273,4512647,2023-09-04
2023-09-11,21.799999237060547,21.799999237060547,24.0,21.149999618530273,23.950000762939453,4856971,2023-09-11
2023-09-18,22.0,22.0,23.100000381469727,21.649999618530273,22.149999618530273,2699884,2023-09-18
2023-09-25,24.649999618530273,24.649999618530273,27.850000381469727,22.100000381469727,22.450000762939453,16816662,2023-09-25
2023-10-02,24.450000762939453,24.450000762939453,25.75,23.450000762939453,24.649999618530273,921642,2023-10-02
2023-10-09,24.25,24.25,25.700000762939453,23.0,24.299999237060547,901198,2023-10-09
2023-10-16,23.799999237060547,23.799999237060547,24.899999618530273,23.549999237060547,24.5,547933,2023-10-16
2023-10-23,22.350000381469727,22.350000381469727,24.350000381469727,20.549999237060547,23.799999237060547,593004,2023-10-23
2023-10-30,22.100000381469727,22.100000381469727,23.100000381469727,21.649999618530273,22.450000762939453,273445,2023-10-30
2023-11-06,21.799999237060547,21.799999237060547,22.700000762939453,21.200000762939453,22.450000762939453,419979,2023-11-06
2023-11-13,22.450000762939453,22.450000762939453,23.450000762939453,22.149999618530273,22.549999237060547,411416,2023-11-13
2023-11-20,22.5,22.5,23.25,22.0,22.950000762939453,470162,2023-11-20
2023-11-27,21.899999618530273,21.899999618530273,22.899999618530273,21.799999237060547,22.5,531158,2023-11-27
2023-12-04,23.100000381469727,23.100000381469727,23.399999618530273,21.950000762939453,22.100000381469727,778805,2023-12-04
2023-12-11,23.350000381469727,23.350000381469727,24.950000762939453,22.899999618530273,23.799999237060547,898073,2023-12-11
2023-12-18,24.350000381469727,24.350000381469727,24.899999618530273,22.399999618530273,23.649999618530273,1235773,2023-12-18
2023-12-25,27.450000762939453,27.450000762939453,28.100000381469727,24.350000381469727,24.350000381469727,2249341,2023-12-25
2024-01-01,33.25,33.25,37.0,28.0,28.700000762939453,11891882,2024-01-01
2024-01-08,31.100000381469727,31.100000381469727,34.5,29.600000381469727,34.20000076293945,4568008,2024-01-08
2024-01-15,31.149999618530273,31.149999618530273,34.25,30.25,32.400001525878906,2233084,2024-01-15
2024-01-22,29.899999618530273,29.899999618530273,31.399999618530273,28.399999618530273,31.149999618530273,591866,2024-01-22
2024-01-29,30.299999237060547,30.299999237060547,32.75,29.649999618530273,30.549999237060547,1174957,2024-01-29
2024-02-05,29.899999618530273,29.899999618530273,31.799999237060547,29.5,30.700000762939453,1017910,2024-02-05
2024-02-12,28.549999237060547,28.549999237060547,31.25,28.0,29.899999618530273,736468,2024-02-12
2024-02-19,29.149999618530273,29.149999618530273,30.5,28.0,29.0,601077,2024-02-19
2024-02-26,27.100000381469727,27.100000381469727,29.75,26.5,29.5,562768,2024-02-26
2024-03-04,26.450000762939453,26.450000762939453,27.75,24.5,27.5,567353,2024-03-04
2024-03-11,23.950000762939453,23.950000762939453,27.399999618530273,22.0,26.5,730061,2024-03-11
2024-03-18,23.899999618530273,23.899999618530273,24.450000762939453,21.850000381469727,24.450000762939453,449239,2024-03-18
2024-03-25,23.200000762939453,23.200000762939453,25.450000762939453,22.799999237060547,23.899999618530273,370393,2024-03-25
2024-04-01,27.399999618530273,27.399999618530273,27.5,23.5,23.5,675047,2024-04-01
2024-04-08,26.200000762939453,26.200000762939453,28.700000762939453,25.549999237060547,28.450000762939453,509012,2024-04-08
2024-04-15,25.450000762939453,25.450000762939453,26.350000381469727,24.100000381469727,25.049999237060547,399501,2024-04-15
2024-04-22,27.0,27.0,28.0,24.5,25.5,866849,2024-04-22
2024-04-29,25.75,25.75,27.700000762939453,25.5,27.100000381469727,492165,2024-04-29
2024-05-06,24.899999618530273,24.899999618530273,26.25,24.200000762939453,26.25,522896,2024-05-06
2024-05-13,25.200000762939453,25.200000762939453,26.100000381469727,24.25,24.950000762939453,525547,2024-05-13
2024-05-20,24.799999237060547,24.799999237060547,25.899999618530273,24.75,25.049999237060547,420105,2024-05-20
2024-05-27,26.799999237060547,26.799999237060547,28.399999618530273,24.600000381469727,25.25,1365449,2024-05-27
2024-06-03,26.850000381469727,26.850000381469727,28.100000381469727,24.399999618530273,28.0,1072708,2024-06-03
2024-06-10,27.850000381469727,27.850000381469727,28.889999389648438,26.799999237060547,27.5,1708636,2024-06-10
2024-06-17,29.68000030517578,29.68000030517578,30.989999771118164,27.850000381469727,27.850000381469727,2262600,2024-06-17
2024-06-24,31.06999969482422,31.06999969482422,32.0,29.0,29.68000030517578,2869392,2024-06-24
2024-07-01,31.200000762939453,31.200000762939453,32.0,28.399999618530273,31.5,2907158,2024-07-01
2024-07-08,31.329999923706055,31.329999923706055,33.4900016784668,30.110000610351562,32.0,3165545,2024-07-08
2024-07-15,29.260000228881836,29.260000228881836,31.700000762939453,29.049999237060547,31.600000381469727,1586250,2024-07-15
2024-07-22,30.260000228881836,30.260000228881836,31.200000762939453,27.100000381469727,29.25,1986671,2024-07-22
2024-07-29,29.3799991607666,29.3799991607666,30.850000381469727,29.209999084472656,30.299999237060547,1421850,2024-07-29
2024-08-05,37.810001373291016,37.810001373291016,38.9900016784668,26.559999465942383,28.219999313354492,16282840,2024-08-05
2024-08-12,40.400001525878906,40.400001525878906,48.779998779296875,36.54999923706055,38.619998931884766,16759378,2024-08-12
2024-08-19,40.459999084472656,40.459999084472656,44.540000915527344,38.79999923706055,42.0,2782071,2024-08-19
2024-08-26,37.689998626708984,37.689998626708984,40.779998779296875,37.5,40.0,1112279,2024-08-26
2024-09-02,40.45000076293945,40.45000076293945,41.900001525878906,35.5,37.25,1171213,2024-09-02
2024-09-09,41.06999969482422,41.06999969482422,41.599998474121094,38.099998474121094,41.04999923706055,1003468,2024-09-09
2024-09-16,39.0099983215332,39.0099983215332,42.72999954223633,38.04999923706055,41.54999923706055,1022932,2024-09-16
2024-09-23,37.34000015258789,37.34000015258789,39.79999923706055,35.90999984741211,39.790000915527344,611283,2024-09-23
2024-09-30,35.54999923706055,35.54999923706055,37.290000915527344,34.959999084472656,37.279998779296875,566929,2024-09-30
2024-10-07,33.83000183105469,33.83000183105469,36.54999923706055,32.08000183105469,35.5,790223,2024-10-07
2024-10-14,37.22999954223633,37.22999954223633,39.650001525878906,33.599998474121094,33.599998474121094,801306,2024-10-14
2024-10-21,32.189998626708984,32.189998626708984,37.790000915527344,31.600000381469727,37.790000915527344,543165,2024-10-21
2024-10-28,35.02000045776367,35.02000045776367,35.900001525878906,31.0,32.0,336535,2024-10-28
2024-11-04,34.540000915527344,34.540000915527344,36.29999923706055,33.70000076293945,36.29999923706055,390243,2024-11-04
2024-11-11,32.02000045776367,32.02000045776367,34.2400016784668,31.0,34.18000030517578,310387,2024-11-11
2024-11-18,29.059999465942383,29.059999465942383,31.5,28.010000228881836,30.299999237060547,1538207,2024-11-18
2024-11-25,30.770000457763672,30.770000457763672,32.189998626708984,29.399999618530273,30.0,799094,2024-11-25
2024-12-02,36.810001373291016,36.810001373291016,37.2400016784668,30.260000228881836,30.770000457763672,2427162,2024-12-02
2024-12-09,35.650001525878906,35.650001525878906,38.9900016784668,34.709999084472656,37.20000076293945,2328503,2024-12-09
2024-12-16,35.0099983215332,35.0099983215332,40.5,34.70000076293945,36.349998474121094,2174652,2024-12-16
2024-12-23,33.290000915527344,33.290000915527344,35.790000915527344,32.54999923706055,35.790000915527344,691986,2024-12-23
2024-12-30,34.08000183105469,34.08000183105469,35.45000076293945,30.860000610351562,32.79999923706055,1178950,2024-12-30
2025-01-06,32.880001068115234,32.880001068115234,37.29999923706055,31.549999237060547,34.0,2610623,2025-01-06
2025-01-13,33.880001068115234,33.880001068115234,36.439998626708984,30.110000610351562,32.0099983215332,1421001,2025-01-13
2025-01-20,32.20000076293945,32.20000076293945,35.900001525878906,32.0,33.900001525878906,975027,2025-01-20
2025-01-27,31.149999618530273,31.149999618530273,32.0099983215332,28.0,31.700000762939453,984957,2025-01-27
2025-02-03,31.65999984741211,31.65999984741211,33.5099983215332,30.200000762939453,31.739999771118164,676738,2025-02-03
2025-02-10,29.479999542236328,29.479999542236328,33.0,28.600000381469727,31.670000076293945,894049,2025-02-10
2025-02-17,29.06999969482422,29.06999969482422,30.979999542236328,27.0,30.0,714753,2025-02-17
2025-02-24,25.450000762939453,25.450000762939453,29.3799991607666,25.010000228881836,29.06999969482422,525906,2025-02-24
2025-03-03,29.040000915527344,29.040000915527344,29.280000686645508,23.15999984741211,25.510000228881836,1032942,2025-03-03
2025-03-10,26.06999969482422,26.06999969482422,29.989999771118164,25.950000762939453,29.190000534057617,430258,2025-03-10
2025-03-17,28.489999771118164,28.489999771118164,29.75,26.0,26.110000610351562,1035701,2025-03-17
2025-03-24,26.739999771118164,26.739999771118164,30.450000762939453,26.420000076293945,29.3799991607666,1360428,2025-03-24
2025-03-31,27.75,27.75,28.979999542236328,26.3700008392334,26.739999771118164,443095,2025-03-31
2025-04-07,26.920000076293945,26.920000076293945,27.360000610351562,25.479999542236328,27.100000381469727,467013,2025-04-07
2025-04-14,28.209999084472656,28.209999084472656,28.700000762939453,26.920000076293945,26.920000076293945,290389,2025-04-14
2025-04-21,27.329999923706055,27.329999923706055,29.5,27.0,28.5,560846,2025-04-21
2025-04-28,25.700000762939453,25.700000762939453,28.0,25.510000228881836,27.34000015258789,371392,2025-04-28
2025-05-05,24.889999389648438,24.889999389648438,26.8700008392334,24.0,26.299999237060547,679618,2025-05-05
2025-05-12,28.09000015258789,28.09000015258789,28.75,25.399999618530273,26.299999237060547,708356,2025-05-12
2025-05-19,27.399999618530273,27.399999618530273,28.59000015258789,27.010000228881836,28.229999542236328,462267,2025-05-19
2025-05-26,26.799999237060547,26.799999237060547,28.450000762939453,26.3799991607666,27.540000915527344,657242,2025-05-26
2025-06-02,27.450000762939453,27.450000762939453,28.950000762939453,26.299999237060547,26.799999237060547,1399728,2025-06-02
2025-06-09,30.200000762939453,30.200000762939453,32.25,27.350000381469727,27.889999389648438,3107150,2025-06-09
2025-06-16,29.25,29.25,32.650001525878906,28.1200008392334,30.100000381469727,1896005,2025-06-16
2025-06-23,29.950000762939453,29.950000762939453,31.399999618530273,28.75,29.25,1104574,2025-06-23
2025-06-30,30.600000381469727,30.600000381469727,32.54999923706055,29.899999618530273,29.950000762939453,1507595,2025-06-30
2025-07-07,30.15999984741211,30.15999984741211,31.799999237060547,29.610000610351562,31.18000030517578,1074955,2025-07-07
2025-07-14,29.719999313354492,29.719999313354492,30.639999389648438,29.5,30.200000762939453,284098,2025-07-14
