Date,Adj Close_KHANDSE.NS,Close_KHANDSE.NS,High_KHANDSE.NS,Low_KHANDSE.NS,Open_KHANDSE.NS,Volume_KHANDSE.NS,Date
2020-07-13,9.75,9.75,10.399999618530273,9.149999618530273,9.5,11744,2020-07-13
2020-07-20,9.399999618530273,9.399999618530273,10.0,8.949999809265137,9.300000190734863,25664,2020-07-20
2020-07-27,9.199999809265137,9.199999809265137,9.550000190734863,8.600000381469727,9.5,4237,2020-07-27
2020-08-03,10.0,10.0,10.25,8.649999618530273,9.600000381469727,14820,2020-08-03
2020-08-10,9.0,9.0,10.050000190734863,8.550000190734863,10.0,25165,2020-08-10
2020-08-17,9.75,9.75,10.300000190734863,8.75,8.75,40413,2020-08-17
2020-08-24,9.899999618530273,9.899999618530273,10.399999618530273,8.850000381469727,9.75,31422,2020-08-24
2020-08-31,9.699999809265137,9.699999809265137,10.100000381469727,8.449999809265137,9.850000381469727,17368,2020-08-31
2020-09-07,9.199999809265137,9.199999809265137,9.75,8.550000190734863,9.300000190734863,13915,2020-09-07
2020-09-14,9.149999618530273,9.149999618530273,9.550000190734863,8.550000190734863,9.050000190734863,20397,2020-09-14
2020-09-21,9.0,9.0,10.050000190734863,8.5,10.050000190734863,9889,2020-09-21
2020-09-28,9.100000381469727,9.100000381469727,9.399999618530273,8.25,9.350000381469727,12724,2020-09-28
2020-10-05,9.449999809265137,9.449999809265137,9.5,8.699999809265137,9.300000190734863,6048,2020-10-05
2020-10-12,9.199999809265137,9.199999809265137,9.899999618530273,7.449999809265137,9.100000381469727,8961,2020-10-12
2020-10-19,8.800000190734863,8.800000190734863,9.600000381469727,8.25,9.449999809265137,5606,2020-10-19
2020-10-26,8.949999809265137,8.949999809265137,11.75,8.5,8.5,101879,2020-10-26
2020-11-02,8.850000381469727,8.850000381469727,9.949999809265137,8.050000190734863,9.350000381469727,31266,2020-11-02
2020-11-09,9.25,9.25,9.949999809265137,8.550000190734863,8.949999809265137,34145,2020-11-09
2020-11-16,9.149999618530273,9.149999618530273,9.300000190734863,8.75,8.899999618530273,8061,2020-11-16
2020-11-23,8.949999809265137,8.949999809265137,9.25,8.649999618530273,8.899999618530273,11868,2020-11-23
2020-11-30,8.949999809265137,8.949999809265137,9.350000381469727,8.75,8.949999809265137,12181,2020-11-30
2020-12-07,9.300000190734863,9.300000190734863,9.600000381469727,8.899999618530273,9.300000190734863,16444,2020-12-07
2020-12-14,15.300000190734863,15.300000190734863,15.300000190734863,9.149999618530273,9.600000381469727,144422,2020-12-14
2020-12-21,21.149999618530273,21.149999618530273,21.149999618530273,16.0,16.5,183626,2020-12-21
2020-12-28,18.100000381469727,18.100000381469727,23.299999237060547,18.100000381469727,22.200000762939453,74573,2020-12-28
2021-01-04,20.399999618530273,20.399999618530273,21.950000762939453,17.299999237060547,17.299999237060547,58970,2021-01-04
2021-01-11,17.950000762939453,17.950000762939453,20.850000381469727,17.700000762939453,19.399999618530273,18542,2021-01-11
2021-01-18,17.0,17.0,18.5,16.5,17.950000762939453,12670,2021-01-18
2021-01-25,16.049999237060547,16.049999237060547,17.850000381469727,15.199999809265137,17.850000381469727,2154,2021-01-25
2021-02-01,14.399999618530273,14.399999618530273,16.600000381469727,13.949999809265137,15.25,19154,2021-02-01
2021-02-08,14.050000190734863,14.050000190734863,14.75,12.75,14.699999809265137,12614,2021-02-08
2021-02-15,14.199999809265137,14.199999809265137,14.75,13.050000190734863,14.5,17370,2021-02-15
2021-02-22,13.5,13.5,14.199999809265137,13.050000190734863,13.5,6915,2021-02-22
2021-03-01,14.75,14.75,14.949999809265137,13.100000381469727,13.100000381469727,8729,2021-03-01
2021-03-08,13.25,13.25,14.25,12.649999618530273,14.25,9562,2021-03-08
2021-03-15,13.949999809265137,13.949999809265137,14.899999618530273,13.0,13.25,18238,2021-03-15
2021-03-22,14.050000190734863,14.050000190734863,14.5,13.300000190734863,14.5,9620,2021-03-22
2021-03-29,14.600000381469727,14.600000381469727,15.100000381469727,13.75,14.050000190734863,3435,2021-03-29
2021-04-05,15.300000190734863,15.300000190734863,15.399999618530273,12.600000381469727,14.899999618530273,20879,2021-04-05
2021-04-12,13.699999809265137,13.699999809265137,15.649999618530273,13.0,15.5,5968,2021-04-12
2021-04-19,13.800000190734863,13.800000190734863,14.699999809265137,12.350000381469727,13.199999809265137,5427,2021-04-19
2021-04-26,14.050000190734863,14.050000190734863,14.899999618530273,13.050000190734863,14.0,7726,2021-04-26
2021-05-03,14.800000190734863,14.800000190734863,15.550000190734863,13.149999618530273,13.550000190734863,25531,2021-05-03
2021-05-10,14.100000381469727,14.100000381469727,15.649999618530273,13.699999809265137,14.550000190734863,10387,2021-05-10
2021-05-17,16.549999237060547,16.549999237060547,16.850000381469727,13.550000190734863,13.649999618530273,72217,2021-05-17
2021-05-24,17.649999618530273,17.649999618530273,19.600000381469727,17.149999618530273,18.0,80365,2021-05-24
