Date,Adj Close_DVL.NS,Close_DVL.NS,High_DVL.NS,Low_DVL.NS,Open_DVL.NS,Volume_DVL.NS,Date
2020-07-13,48.52967834472656,51.900001525878906,55.849998474121094,50.099998474121094,55.79999923706055,31322,2020-07-13
2020-07-20,48.7166862487793,52.099998474121094,53.20000076293945,50.650001525878906,52.20000076293945,39354,2020-07-20
2020-07-27,45.443973541259766,48.599998474121094,52.5,47.95000076293945,51.0,50208,2020-07-27
2020-08-03,48.20240783691406,51.54999923706055,54.599998474121094,47.25,49.04999923706055,53666,2020-08-03
2020-08-10,51.05434036254883,54.599998474121094,58.5,50.75,53.349998474121094,121962,2020-08-10
2020-08-17,60.96599578857422,65.19999694824219,68.44999694824219,54.099998474121094,54.79999923706055,189094,2020-08-17
2020-08-24,56.43094253540039,60.349998474121094,68.30000305175781,60.0,66.80000305175781,108621,2020-08-24
2020-08-31,58.06730651855469,62.099998474121094,63.04999923706055,54.5,60.95000076293945,39393,2020-08-31
2020-09-07,54.701080322265625,58.5,64.94999694824219,56.04999923706055,64.94999694824219,21891,2020-09-07
2020-09-14,53.204986572265625,56.900001525878906,61.349998474121094,54.150001525878906,61.349998474121094,34094,2020-09-14
2020-09-21,49.753387451171875,52.75,58.150001525878906,51.0,58.150001525878906,19085,2020-09-21
2020-09-28,50.460784912109375,53.5,54.75,52.150001525878906,53.20000076293945,9749,2020-09-28
2020-10-05,50.93238067626953,54.0,55.70000076293945,50.900001525878906,54.150001525878906,17409,2020-10-05
2020-10-12,52.205684661865234,55.349998474121094,56.5,53.45000076293945,56.0,13395,2020-10-12
2020-10-19,54.18639373779297,57.45000076293945,58.29999923706055,53.70000076293945,56.79999923706055,15001,2020-10-19
2020-10-26,55.271060943603516,58.599998474121094,61.95000076293945,55.54999923706055,55.54999923706055,17391,2020-10-26
2020-11-02,53.903438568115234,57.150001525878906,59.45000076293945,56.79999923706055,57.5,20282,2020-11-02
2020-11-09,59.70405960083008,63.29999923706055,64.8499984741211,55.0,59.599998474121094,57459,2020-11-09
2020-11-16,58.24211883544922,61.75,65.0,60.04999923706055,62.599998474121094,20273,2020-11-16
2020-11-23,60.55293655395508,64.19999694824219,64.5999984741211,60.0,61.25,50770,2020-11-23
2020-11-30,64.9859390258789,68.9000015258789,70.80000305175781,62.79999923706055,64.19999694824219,93546,2020-11-30
2020-12-07,63.66547775268555,67.5,74.0999984741211,66.05000305175781,74.05000305175781,56992,2020-12-07
2020-12-14,65.08026885986328,69.0,71.80000305175781,66.0,67.6500015258789,45123,2020-12-14
2020-12-21,58.760868072509766,62.29999923706055,70.3499984741211,60.0,67.44999694824219,37791,2020-12-21
2020-12-28,71.91840362548828,76.25,83.5999984741211,62.29999923706055,62.29999923706055,331540,2020-12-28
2021-01-04,68.1456298828125,72.25,78.55000305175781,71.0,78.0,116980,2021-01-04
2021-01-11,66.1177749633789,70.0999984741211,73.8499984741211,68.94999694824219,72.55000305175781,65916,2021-01-11
2021-01-18,65.08026885986328,69.0,72.19999694824219,66.25,71.30000305175781,48133,2021-01-18
2021-01-25,64.4671859741211,68.3499984741211,71.3499984741211,67.75,67.75,22124,2021-01-25
2021-02-01,70.97521209716797,75.25,76.75,66.30000305175781,70.9000015258789,132201,2021-02-01
2021-02-08,87.52823638916016,92.80000305175781,107.0,73.30000305175781,75.25,987704,2021-02-08
2021-02-15,80.87873077392578,85.75,94.4000015258789,81.19999694824219,92.80000305175781,284370,2021-02-15
2021-02-22,90.64076232910156,96.0999984741211,97.55000305175781,85.05000305175781,86.0,205385,2021-02-22
2021-03-01,92.19703674316406,97.75,102.3499984741211,94.05000305175781,98.5,209324,2021-03-01
2021-03-08,96.39424133300781,102.19999694824219,108.4000015258789,97.05000305175781,100.69999694824219,397743,2021-03-08
2021-03-15,86.91516876220703,92.1500015258789,104.9000015258789,87.0,104.9000015258789,191372,2021-03-15
2021-03-22,89.74473571777344,95.1500015258789,107.30000305175781,88.80000305175781,92.1500015258789,693587,2021-03-22
2021-03-29,92.90443420410156,98.5,104.0,95.1500015258789,95.1500015258789,158355,2021-03-29
2021-04-05,91.63111877441406,97.1500015258789,102.5,95.55000305175781,101.3499984741211,233668,2021-04-05
2021-04-12,88.61290740966797,93.94999694824219,97.5,89.25,94.05000305175781,98408,2021-04-12
2021-04-19,86.96231842041016,92.19999694824219,95.25,88.5,91.0,87695,2021-04-19
2021-04-26,92.76294708251953,98.3499984741211,103.44999694824219,91.3499984741211,91.3499984741211,381420,2021-04-26
2021-05-03,110.82508087158203,117.5,123.4000015258789,101.0,101.0,732463,2021-05-03
2021-05-10,127.00082397460938,134.64999389648438,153.0,119.0,119.0,840829,2021-05-10
2021-05-17,144.54420471191406,153.25,154.89999389648438,134.60000610351562,137.5,626270,2021-05-17
2021-05-24,163.1250762939453,172.9499969482422,174.0,152.14999389648438,153.25,815149,2021-05-24
2021-05-31,194.1561279296875,205.85000610351562,224.0,172.64999389648438,175.0,2019380,2021-05-31
2021-06-07,180.47982788085938,191.35000610351562,218.8000030517578,188.8000030517578,207.5,748993,2021-06-07
