Date,Adj Close_HEXATRADEX.NS,Close_HEXATRADEX.NS,High_HEXATRADEX.NS,Low_HEXATRADEX.NS,Open_HEXATRADEX.NS,Volume_HEXATRADEX.NS,Date
2020-07-13,20.049999237060547,20.049999237060547,23.0,19.899999618530273,23.0,123658,2020-07-13
2020-07-20,18.850000381469727,18.850000381469727,20.0,17.149999618530273,19.549999237060547,221427,2020-07-20
2020-07-27,19.700000762939453,19.700000762939453,20.799999237060547,18.0,19.700000762939453,149750,2020-07-27
2020-08-03,23.600000381469727,23.600000381469727,24.700000762939453,20.0,20.0,645933,2020-08-03
2020-08-10,26.350000381469727,26.350000381469727,27.899999618530273,22.5,23.200000762939453,768318,2020-08-10
2020-08-17,31.649999618530273,31.649999618530273,31.649999618530273,25.049999237060547,27.649999618530273,521950,2020-08-17
2020-08-24,31.350000381469727,31.350000381469727,35.5,31.0,31.649999618530273,276377,2020-08-24
2020-08-31,29.799999237060547,29.799999237060547,31.600000381469727,27.0,31.350000381469727,198247,2020-08-31
2020-09-07,30.0,30.0,30.350000381469727,26.25,28.649999618530273,67898,2020-09-07
2020-09-14,31.899999618530273,31.899999618530273,33.25,28.600000381469727,28.600000381469727,119096,2020-09-14
2020-09-21,28.549999237060547,28.549999237060547,31.5,27.299999237060547,31.0,58837,2020-09-21
2020-09-28,27.600000381469727,27.600000381469727,30.0,27.049999237060547,28.549999237060547,12668,2020-09-28
2020-10-05,27.5,27.5,28.200000762939453,26.299999237060547,28.200000762939453,24450,2020-10-05
2020-10-12,26.100000381469727,26.100000381469727,27.5,24.600000381469727,27.399999618530273,27836,2020-10-12
2020-10-19,28.5,28.5,29.25,24.75,25.5,258058,2020-10-19
2020-10-26,29.25,29.25,31.100000381469727,26.649999618530273,27.149999618530273,164037,2020-10-26
2020-11-02,29.25,29.25,30.0,26.600000381469727,28.100000381469727,157414,2020-11-02
2020-11-09,27.149999618530273,27.149999618530273,30.0,25.200000762939453,29.25,168829,2020-11-09
2020-11-16,30.600000381469727,30.600000381469727,32.599998474121094,25.950000762939453,25.950000762939453,297050,2020-11-16
2020-11-23,31.100000381469727,31.100000381469727,33.04999923706055,29.100000381469727,30.5,101928,2020-11-23
2020-11-30,37.349998474121094,37.349998474121094,37.54999923706055,29.600000381469727,31.100000381469727,269689,2020-11-30
2020-12-07,34.45000076293945,34.45000076293945,38.95000076293945,34.04999923706055,37.349998474121094,192005,2020-12-07
2020-12-14,40.099998474121094,40.099998474121094,40.650001525878906,33.150001525878906,34.45000076293945,210888,2020-12-14
2020-12-21,33.849998474121094,33.849998474121094,41.0,33.54999923706055,40.0,81774,2020-12-21
2020-12-28,33.75,33.75,36.20000076293945,31.950000762939453,35.0,97884,2020-12-28
2021-01-04,42.95000076293945,42.95000076293945,42.95000076293945,33.650001525878906,35.0,734449,2021-01-04
2021-01-11,48.849998474121094,48.849998474121094,49.900001525878906,42.79999923706055,45.04999923706055,700615,2021-01-11
2021-01-18,43.599998474121094,43.599998474121094,51.0,43.400001525878906,51.0,167267,2021-01-18
2021-01-25,40.20000076293945,40.20000076293945,43.349998474121094,38.099998474121094,43.349998474121094,48928,2021-01-25
2021-02-01,42.75,42.75,43.25,39.29999923706055,41.0,80545,2021-02-01
2021-02-08,49.25,49.25,49.5,41.400001525878906,44.849998474121094,310283,2021-02-08
2021-02-15,55.099998474121094,55.099998474121094,55.349998474121094,48.0,51.0,498522,2021-02-15
2021-02-22,68.25,68.25,68.3499984741211,52.349998474121094,55.0,800753,2021-02-22
2021-03-01,76.5,76.5,77.80000305175781,66.0,71.5,653071,2021-03-01
2021-03-08,72.9000015258789,72.9000015258789,80.0,72.80000305175781,76.5,404001,2021-03-08
2021-03-15,66.30000305175781,66.30000305175781,73.0,62.5,73.0,2229695,2021-03-15
2021-03-22,67.30000305175781,67.30000305175781,70.0,63.599998474121094,66.3499984741211,367808,2021-03-22
2021-03-29,77.8499984741211,77.8499984741211,77.8499984741211,66.25,67.30000305175781,310487,2021-03-29
2021-04-05,90.6500015258789,90.6500015258789,93.1500015258789,74.0,77.9000015258789,908895,2021-04-05
