Date,Adj Close_HYBRIDFIN.NS,Close_HYBRIDFIN.NS,High_HYBRIDFIN.NS,Low_HYBRIDFIN.NS,Open_HYBRIDFIN.NS,Volume_HYBRIDFIN.NS,Date
2023-10-30,7.650000095367432,7.650000095367432,8.100000381469727,7.400000095367432,7.75,22551,2023-10-30
2023-11-06,8.199999809265137,8.199999809265137,8.25,7.650000095367432,7.800000190734863,15428,2023-11-06
2023-11-13,9.800000190734863,9.800000190734863,9.800000190734863,8.149999618530273,8.550000190734863,70749,2023-11-13
2023-11-20,9.399999618530273,9.399999618530273,9.699999809265137,9.399999618530273,9.699999809265137,10078,2023-11-20
2023-11-27,9.0,9.0,9.399999618530273,8.949999809265137,9.399999618530273,5272,2023-11-27
2023-12-04,8.550000190734863,8.550000190734863,8.850000381469727,8.550000190734863,8.850000381469727,7954,2023-12-04
2023-12-11,8.399999618530273,8.399999618530273,8.550000190734863,8.399999618530273,8.399999618530273,10768,2023-12-11
2023-12-18,8.149999618530273,8.149999618530273,8.600000381469727,8.149999618530273,8.350000381469727,15966,2023-12-18
2023-12-25,9.199999809265137,9.199999809265137,9.199999809265137,7.75,8.149999618530273,71276,2023-12-25
2024-01-01,10.600000381469727,10.600000381469727,10.800000190734863,9.199999809265137,9.399999618530273,90821,2024-01-01
2024-01-08,10.050000190734863,10.050000190734863,10.5,10.0,10.399999618530273,39139,2024-01-08
2024-01-15,9.850000381469727,9.850000381469727,10.050000190734863,9.649999618530273,10.050000190734863,13502,2024-01-15
2024-01-22,9.699999809265137,9.699999809265137,10.0,9.699999809265137,9.850000381469727,7819,2024-01-22
2024-01-29,9.649999618530273,9.649999618530273,9.649999618530273,9.350000381469727,9.5,14338,2024-01-29
2024-02-05,10.5,10.5,10.5,9.800000190734863,9.800000190734863,34382,2024-02-05
2024-02-12,9.949999809265137,9.949999809265137,11.25,9.550000190734863,11.0,61769,2024-02-12
2024-02-19,10.550000190734863,10.550000190734863,11.25,9.550000190734863,9.949999809265137,84815,2024-02-19
2024-02-26,9.300000190734863,9.300000190734863,10.949999809265137,9.100000381469727,10.550000190734863,96372,2024-02-26
2024-03-04,9.350000381469727,9.350000381469727,9.550000190734863,8.699999809265137,9.5,20166,2024-03-04
2024-03-11,9.050000190734863,9.050000190734863,9.600000381469727,8.550000190734863,9.600000381469727,13983,2024-03-11
2024-03-18,8.699999809265137,8.699999809265137,9.25,8.399999618530273,9.25,42061,2024-03-18
2024-03-25,8.75,8.75,9.100000381469727,8.300000190734863,8.699999809265137,47785,2024-03-25
2024-04-01,8.850000381469727,8.850000381469727,9.75,8.399999618530273,8.949999809265137,29777,2024-04-01
2024-04-08,9.0,9.0,9.949999809265137,8.850000381469727,9.199999809265137,28982,2024-04-08
2024-04-15,8.899999618530273,8.899999618530273,9.850000381469727,8.699999809265137,9.300000190734863,18226,2024-04-15
2024-04-22,9.100000381469727,9.100000381469727,9.300000190734863,8.600000381469727,9.100000381469727,31536,2024-04-22
2024-04-29,9.100000381469727,9.100000381469727,9.649999618530273,8.649999618530273,9.449999809265137,34518,2024-04-29
2024-05-06,8.75,8.75,9.300000190734863,8.649999618530273,9.300000190734863,66406,2024-05-06
2024-05-13,10.0,10.0,10.0,8.699999809265137,8.699999809265137,67681,2024-05-13
2024-05-20,12.699999809265137,12.699999809265137,12.699999809265137,11.0,11.0,16696,2024-05-20
2024-05-27,12.0,12.0,14.600000381469727,12.0,13.300000190734863,134909,2024-05-27
2024-06-03,10.899999618530273,10.899999618530273,12.600000381469727,10.25,11.5,135014,2024-06-03
2024-06-10,12.079999923706055,12.079999923706055,12.5,10.510000228881836,11.25,238470,2024-06-10
2024-06-17,11.670000076293945,11.670000076293945,12.970000267028809,11.210000038146973,12.449999809265137,189099,2024-06-17
2024-06-24,11.34000015258789,11.34000015258789,12.100000381469727,10.75,11.989999771118164,99698,2024-06-24
2024-07-01,12.0600004196167,12.0600004196167,12.229999542236328,10.819999694824219,11.34000015258789,146582,2024-07-01
2024-07-08,11.479999542236328,11.479999542236328,12.65999984741211,11.260000228881836,12.649999618530273,141012,2024-07-08
2024-07-15,11.130000114440918,11.130000114440918,12.029999732971191,11.010000228881836,11.479999542236328,81174,2024-07-15
2024-07-22,11.170000076293945,11.170000076293945,11.789999961853027,10.760000228881836,11.130000114440918,69560,2024-07-22
2024-07-29,13.050000190734863,13.050000190734863,13.050000190734863,11.199999809265137,11.390000343322754,172269,2024-07-29
2024-08-05,13.609999656677246,13.609999656677246,15.789999961853027,13.609999656677246,13.699999809265137,166376,2024-08-05
2024-08-12,13.109999656677246,13.109999656677246,14.279999732971191,12.15999984741211,12.949999809265137,72971,2024-08-12
2024-08-19,13.300000190734863,13.300000190734863,14.239999771118164,12.449999809265137,13.0,92891,2024-08-19
2024-08-26,14.140000343322754,14.140000343322754,14.989999771118164,13.010000228881836,13.449999809265137,119753,2024-08-26
2024-09-02,13.369999885559082,13.369999885559082,14.9399995803833,13.119999885559082,13.430000305175781,98362,2024-09-02
2024-09-09,13.699999809265137,13.699999809265137,14.5600004196167,13.069999694824219,13.569999694824219,76447,2024-09-09
2024-09-16,13.210000038146973,13.210000038146973,14.15999984741211,13.050000190734863,13.859999656677246,43313,2024-09-16
2024-09-23,12.609999656677246,12.609999656677246,13.640000343322754,12.010000228881836,13.489999771118164,101164,2024-09-23
2024-09-30,12.670000076293945,12.670000076293945,13.470000267028809,12.079999923706055,13.239999771118164,64756,2024-09-30
2024-10-07,12.729999542236328,12.729999542236328,13.229999542236328,11.930000305175781,12.359999656677246,39144,2024-10-07
2024-10-14,12.180000305175781,12.180000305175781,12.899999618530273,12.050000190734863,12.829999923706055,38401,2024-10-14
2024-10-21,12.0,12.0,13.0,11.5,12.199999809265137,48947,2024-10-21
2024-10-28,13.720000267028809,13.720000267028809,13.819999694824219,11.520000457763672,12.279999732971191,148003,2024-10-28
2024-11-04,14.399999618530273,14.399999618530273,14.84000015258789,13.100000381469727,14.300000190734863,182739,2024-11-04
2024-11-11,13.260000228881836,13.260000228881836,14.399999618530273,13.260000228881836,14.109999656677246,15692,2024-11-11
2024-11-18,12.520000457763672,12.520000457763672,13.260000228881836,12.5,12.989999771118164,13739,2024-11-18
2024-11-25,12.550000190734863,12.550000190734863,12.779999732971191,12.050000190734863,12.300000190734863,20831,2024-11-25
2024-12-02,12.859999656677246,12.859999656677246,12.859999656677246,12.279999732971191,12.800000190734863,20235,2024-12-02
2024-12-09,13.260000228881836,13.260000228881836,13.260000228881836,12.5600004196167,13.0,31219,2024-12-09
2024-12-16,15.289999961853027,15.289999961853027,16.899999618530273,13.260000228881836,13.920000076293945,227304,2024-12-16
2024-12-23,16.149999618530273,16.149999618530273,16.850000381469727,14.520000457763672,14.520000457763672,160361,2024-12-23
2024-12-30,15.100000381469727,15.100000381469727,16.149999618530273,14.779999732971191,15.819999694824219,17291,2024-12-30
2025-01-06,14.25,14.25,15.100000381469727,14.25,14.869999885559082,7798,2025-01-06
2025-01-13,12.859999656677246,12.859999656677246,13.970000267028809,12.859999656677246,14.09000015258789,11984,2025-01-13
2025-01-20,13.609999656677246,13.609999656677246,13.609999656677246,12.84000015258789,13.109999656677246,15621,2025-01-20
2025-01-27,13.890000343322754,13.890000343322754,13.979999542236328,12.649999618530273,13.609999656677246,42805,2025-01-27
2025-02-03,13.760000228881836,13.760000228881836,14.800000190734863,13.199999809265137,13.649999618530273,31651,2025-02-03
2025-02-10,12.010000228881836,12.010000228881836,14.0,11.949999809265137,14.0,27959,2025-02-10
2025-02-17,11.979999542236328,11.979999542236328,12.600000381469727,10.8100004196167,11.5,36326,2025-02-17
2025-02-24,11.880000114440918,11.880000114440918,12.779999732971191,11.3100004196167,12.569999694824219,29701,2025-02-24
2025-03-03,12.220000267028809,12.220000267028809,12.970000267028809,10.819999694824219,12.0,40978,2025-03-03
2025-03-10,12.220000267028809,12.220000267028809,13.079999923706055,11.65999984741211,12.630000114440918,18608,2025-03-10
2025-03-17,12.25,12.25,13.430000305175781,11.649999618530273,12.829999923706055,45083,2025-03-17
2025-03-24,11.550000190734863,11.550000190734863,13.0,11.25,12.859999656677246,46879,2025-03-24
2025-03-31,12.09000015258789,12.09000015258789,13.0,10.970000267028809,11.550000190734863,33955,2025-03-31
2025-04-07,11.369999885559082,11.369999885559082,12.59000015258789,10.539999961853027,12.09000015258789,40238,2025-04-07
2025-04-14,12.100000381469727,12.100000381469727,13.199999809265137,11.300000190734863,12.399999618530273,28885,2025-04-14
2025-04-21,11.899999618530273,11.899999618530273,12.470000267028809,11.010000228881836,12.220000267028809,32593,2025-04-21
2025-04-28,11.619999885559082,11.619999885559082,12.600000381469727,11.039999961853027,11.850000381469727,13976,2025-04-28
2025-05-05,10.75,10.75,12.380000114440918,10.050000190734863,11.770000457763672,59091,2025-05-05
2025-05-12,12.65999984741211,12.65999984741211,13.109999656677246,10.75,10.75,57262,2025-05-12
2025-05-19,13.140000343322754,13.140000343322754,13.890000343322754,12.100000381469727,12.90999984741211,102690,2025-05-19
2025-05-26,12.470000267028809,12.470000267028809,13.699999809265137,12.050000190734863,13.539999961853027,21165,2025-05-26
2025-06-02,15.65999984741211,15.65999984741211,15.65999984741211,11.65999984741211,13.25,181337,2025-06-02
2025-06-09,21.34000015258789,21.34000015258789,22.719999313354492,18.149999618530273,18.399999618530273,1824273,2025-06-09
2025-06-16,16.489999771118164,16.489999771118164,20.270000457763672,16.489999771118164,20.270000457763672,55843,2025-06-16
2025-06-23,19.030000686645508,19.030000686645508,20.799999237060547,15.65999984741211,15.65999984741211,144362,2025-06-23
2025-06-30,17.170000076293945,17.170000076293945,18.639999389648438,17.170000076293945,18.639999389648438,19417,2025-06-30
2025-07-07,16.790000915527344,16.790000915527344,16.81999969482422,16.149999618530273,16.81999969482422,26030,2025-07-07
2025-07-14,16.1200008392334,16.1200008392334,16.790000915527344,16.1200008392334,16.450000762939453,11761,2025-07-14
