Date,Adj Close_HYBRIDFIN.NS,Close_HYBRIDFIN.NS,High_HYBRIDFIN.NS,Low_HYBRIDFIN.NS,Open_HYBRIDFIN.NS,Volume_HYBRIDFIN.NS,Date
2022-12-05,14.5,14.5,14.5,12.0,12.0,8086,2022-12-05
2022-12-12,18.350000381469727,18.350000381469727,18.350000381469727,15.199999809265137,15.199999809265137,3050,2022-12-12
2022-12-19,26.799999237060547,26.799999237060547,26.799999237060547,19.25,19.25,64958,2022-12-19
2022-12-26,20.850000381469727,20.850000381469727,28.100000381469727,20.850000381469727,28.100000381469727,64093,2022-12-26
2023-01-02,17.950000762939453,17.950000762939453,20.950000762939453,17.950000762939453,19.850000381469727,162312,2023-01-02
2023-01-09,15.300000190734863,15.300000190734863,17.799999237060547,15.149999618530273,17.100000381469727,83928,2023-01-09
2023-01-16,14.949999809265137,14.949999809265137,15.449999809265137,13.850000381469727,15.449999809265137,45024,2023-01-16
2023-01-23,14.399999618530273,14.399999618530273,15.199999809265137,13.449999809265137,15.199999809265137,32845,2023-01-23
2023-01-30,13.899999618530273,13.899999618530273,15.100000381469727,13.449999809265137,15.100000381469727,39524,2023-01-30
2023-02-06,12.699999809265137,12.699999809265137,13.600000381469727,12.100000381469727,13.550000190734863,14705,2023-02-06
2023-02-13,12.050000190734863,12.050000190734863,12.449999809265137,11.399999618530273,12.449999809265137,15745,2023-02-13
2023-02-20,10.850000381469727,10.850000381469727,11.949999809265137,10.600000381469727,11.949999809265137,11520,2023-02-20
2023-02-27,9.399999618530273,9.399999618530273,10.850000381469727,9.050000190734863,10.850000381469727,21830,2023-02-27
2023-03-06,8.899999618530273,8.899999618530273,9.699999809265137,8.899999618530273,9.600000381469727,24341,2023-03-06
2023-03-13,8.850000381469727,8.850000381469727,9.300000190734863,8.399999618530273,9.199999809265137,13623,2023-03-13
2023-03-20,7.949999809265137,7.949999809265137,8.949999809265137,7.800000190734863,8.850000381469727,15244,2023-03-20
2023-03-27,7.400000095367432,7.400000095367432,8.300000190734863,7.050000190734863,7.650000095367432,9716,2023-03-27
2023-04-03,8.100000381469727,8.100000381469727,8.100000381469727,7.050000190734863,7.400000095367432,9153,2023-04-03
2023-04-10,9.550000190734863,9.550000190734863,9.550000190734863,7.800000190734863,8.300000190734863,17830,2023-04-10
2023-04-17,11.649999618530273,11.649999618530273,11.649999618530273,9.600000381469727,9.800000190734863,54197,2023-04-17
2023-04-24,11.399999618530273,11.399999618530273,12.199999809265137,10.600000381469727,11.949999809265137,65289,2023-04-24
2023-05-01,11.100000381469727,11.100000381469727,11.850000381469727,10.600000381469727,11.399999618530273,31648,2023-05-01
2023-05-08,10.649999618530273,10.649999618530273,11.699999809265137,10.300000190734863,11.399999618530273,31829,2023-05-08
2023-05-15,10.550000190734863,10.550000190734863,11.5,10.550000190734863,10.600000381469727,13356,2023-05-15
2023-05-22,9.300000190734863,9.300000190734863,10.149999618530273,8.550000190734863,10.050000190734863,20464,2023-05-22
2023-05-29,8.100000381469727,8.100000381469727,9.899999618530273,8.050000190734863,9.75,28289,2023-05-29
2023-06-05,8.600000381469727,8.600000381469727,9.25,7.800000190734863,8.100000381469727,26556,2023-06-05
2023-06-12,8.199999809265137,8.199999809265137,9.0,7.900000095367432,8.649999618530273,13544,2023-06-12
2023-06-19,8.25,8.25,8.800000190734863,7.800000190734863,8.300000190734863,24641,2023-06-19
2023-06-26,8.100000381469727,8.100000381469727,8.550000190734863,7.199999809265137,8.25,18745,2023-06-26
2023-07-03,8.100000381469727,8.100000381469727,8.449999809265137,7.599999904632568,8.300000190734863,7883,2023-07-03
2023-07-10,7.400000095367432,7.400000095367432,8.25,7.0,8.25,21315,2023-07-10
2023-07-17,7.599999904632568,7.599999904632568,8.0,7.0,7.400000095367432,31656,2023-07-17
2023-07-24,7.949999809265137,7.949999809265137,8.399999618530273,7.349999904632568,7.800000190734863,18589,2023-07-24
2023-07-31,8.649999618530273,8.649999618530273,8.899999618530273,7.650000095367432,8.300000190734863,73253,2023-07-31
2023-08-07,8.100000381469727,8.100000381469727,8.649999618530273,7.900000095367432,8.649999618530273,33994,2023-08-07
2023-08-14,7.949999809265137,7.949999809265137,8.600000381469727,7.650000095367432,8.100000381469727,31065,2023-08-14
2023-08-21,7.800000190734863,7.800000190734863,8.350000381469727,7.599999904632568,8.149999618530273,37525,2023-08-21
2023-08-28,8.0,8.0,8.199999809265137,7.550000190734863,7.550000190734863,24503,2023-08-28
2023-09-04,8.100000381469727,8.100000381469727,8.25,7.699999809265137,8.0,64536,2023-09-04
2023-09-11,8.0,8.0,8.5,7.699999809265137,8.199999809265137,83417,2023-09-11
2023-09-18,7.900000095367432,7.900000095367432,8.149999618530273,7.449999809265137,8.0,36234,2023-09-18
2023-09-25,7.800000190734863,7.800000190734863,8.199999809265137,7.449999809265137,8.100000381469727,24514,2023-09-25
2023-10-02,8.149999618530273,8.149999618530273,8.149999618530273,7.699999809265137,7.800000190734863,20638,2023-10-02
2023-10-09,7.849999904632568,7.849999904632568,8.149999618530273,7.550000190734863,8.149999618530273,28265,2023-10-09
2023-10-16,7.949999809265137,7.949999809265137,8.149999618530273,7.650000095367432,8.100000381469727,15057,2023-10-16
2023-10-23,7.75,7.75,8.25,7.5,7.800000190734863,14614,2023-10-23
