Date,Adj Close_BHARATFORG.NS,Close_BHARATFORG.NS,High_BHARATFORG.NS,Low_BHARATFORG.NS,Open_BHARATFORG.NS,Volume_BHARATFORG.NS,Date
2021-02-22,589.4058837890625,610.0499877929688,623.7000122070312,583.5999755859375,603.7999877929688,15701947,2021-02-22
2021-03-01,596.7971801757812,617.7000122070312,650.0,611.2999877929688,619.5999755859375,12622955,2021-03-01
2021-03-08,595.734375,616.5999755859375,641.9500122070312,605.7000122070312,627.0,7526573,2021-03-08
2021-03-15,579.7444458007812,600.0499877929688,623.75,579.75,619.0,9783920,2021-03-15
2021-03-22,567.3775634765625,587.25,607.9500122070312,568.2999877929688,591.0,10093134,2021-03-22
2021-03-29,592.5942993164062,613.3499755859375,616.0,587.25,587.25,3117775,2021-03-29
2021-04-05,589.5992431640625,610.25,626.9000244140625,588.8499755859375,612.9500122070312,6217005,2021-04-05
2021-04-12,566.8944702148438,586.75,600.0,559.0,600.0,6785829,2021-04-12
2021-04-19,562.6432495117188,582.3499755859375,597.7000122070312,555.75,562.0,10060628,2021-04-19
2021-04-26,589.7442626953125,610.4000244140625,621.0,568.5,584.7999877929688,12781057,2021-04-26
2021-05-03,615.2507934570312,636.7999877929688,654.0499877929688,598.5999755859375,602.5499877929688,12532650,2021-05-03
2021-05-10,626.3132934570312,648.25,672.4500122070312,640.0499877929688,640.7000122070312,9715887,2021-05-10
2021-05-17,622.8351440429688,644.6500244140625,689.0,642.0,650.0,13526639,2021-05-17
2021-05-24,654.621826171875,677.5499877929688,694.8499755859375,646.7999877929688,648.7000122070312,12969143,2021-05-24
2021-05-31,725.4896850585938,750.9000244140625,758.6500244140625,660.0999755859375,678.0,32077302,2021-05-31
2021-06-07,722.5912475585938,747.9000244140625,790.9000244140625,744.1500244140625,788.4500122070312,23380202,2021-06-07
2021-06-14,702.2535400390625,726.8499755859375,751.0,706.5999755859375,750.0,9921753,2021-06-14
2021-06-21,716.3111572265625,741.4000244140625,751.5,711.5,711.5,9186648,2021-06-21
2021-06-28,745.779052734375,771.9000244140625,779.9500122070312,735.7999877929688,742.75,10679566,2021-06-28
2021-07-05,780.6574096679688,808.0,820.0,759.5,776.0,14605696,2021-07-05
2021-07-12,780.0294189453125,807.3499755859375,832.0,803.2000122070312,810.0,7419195,2021-07-12
2021-07-19,764.0855102539062,788.9000244140625,819.5999755859375,786.4000244140625,804.0,4142706,2021-07-19
2021-07-26,747.3779907226562,771.6500244140625,794.9000244140625,766.9500122070312,788.0,4875263,2021-07-26
2021-08-02,755.0780029296875,779.5999755859375,820.0,771.0,777.25,8237889,2021-08-02
2021-08-09,793.9166870117188,819.7000122070312,844.7999877929688,746.0,784.0,24041805,2021-08-09
2021-08-16,729.16943359375,752.8499755859375,833.5,747.0,823.6500244140625,9761081,2021-08-16
2021-08-23,706.5054931640625,729.4500122070312,773.2999877929688,717.0,762.0,10066436,2021-08-23
2021-08-30,766.409912109375,791.2999877929688,811.4500122070312,732.6500244140625,732.6500244140625,15580863,2021-08-30
2021-09-06,749.5088500976562,773.8499755859375,804.9000244140625,758.5499877929688,799.9500122070312,5664147,2021-09-06
2021-09-13,737.5957641601562,761.5499877929688,794.9500122070312,756.0499877929688,777.0,7880942,2021-09-13
2021-09-20,726.21533203125,749.7999877929688,774.9000244140625,727.2000122070312,760.0,10123787,2021-09-20
2021-09-27,704.713623046875,727.5999755859375,793.0,721.0,749.7999877929688,14266182,2021-09-27
2021-10-04,734.7384643554688,758.5999755859375,771.0,717.2999877929688,730.0,13822468,2021-10-04
2021-10-11,775.8048095703125,801.0,817.0,762.5499877929688,764.0,11036191,2021-10-11
2021-10-18,762.8263549804688,787.5999755859375,818.0,761.8499755859375,818.0,10561016,2021-10-18
2021-10-25,743.0196533203125,767.1500244140625,799.8499755859375,748.2999877929688,790.0,5356463,2021-10-25
2021-11-01,756.77294921875,781.3499755859375,794.0,767.0499877929688,767.0499877929688,2770460,2021-11-01
2021-11-08,750.6710815429688,775.0499877929688,847.9500122070312,765.5999755859375,782.0,20742694,2021-11-08
2021-11-15,754.2546997070312,778.75,825.0,768.25,775.5,12792437,2021-11-15
2021-11-22,676.1900024414062,698.1500244140625,782.0,691.0,782.0,12428598,2021-11-22
2021-11-29,682.9971313476562,703.75,719.0,678.8499755859375,690.0,9713028,2021-11-29
2021-12-06,708.4244384765625,729.9500122070312,735.2000122070312,681.0999755859375,684.7999877929688,5868364,2021-12-06
2021-12-13,680.376708984375,701.0499877929688,745.7999877929688,696.2000122070312,736.0,3755633,2021-12-13
2021-12-20,670.5260620117188,690.9000244140625,707.0,652.5,695.0,8193070,2021-12-20
2021-12-27,677.27099609375,697.8499755859375,706.0,677.4500122070312,681.2999877929688,4166533,2021-12-27
2022-01-03,726.2334594726562,748.2999877929688,755.4500122070312,697.5,697.5,7580074,2022-01-03
2022-01-10,758.0661010742188,781.0999755859375,784.0,735.6500244140625,749.0999755859375,7257760,2022-01-10
2022-01-17,718.56640625,740.4000244140625,787.5,732.0,782.0,5031322,2022-01-17
2022-01-24,707.4055786132812,728.9000244140625,748.9500122070312,703.4500122070312,735.0,4292405,2022-01-24
2022-01-31,709.1039428710938,730.6500244140625,763.0,728.2999877929688,737.7999877929688,3420313,2022-01-31
2022-02-07,710.7537231445312,732.3499755859375,767.1500244140625,711.2999877929688,731.2999877929688,11638630,2022-02-07
2022-02-14,673.6802368164062,694.1500244140625,733.1500244140625,691.0999755859375,720.0,7073473,2022-02-14
2022-02-21,651.9892578125,671.7999877929688,711.9500122070312,650.5,693.0,11120652,2022-02-21
2022-02-28,614.2365112304688,632.9000244140625,682.0,623.5,667.0,10411277,2022-02-28
2022-03-07,613.7026977539062,632.3499755859375,654.7000122070312,595.0,618.0,11913496,2022-03-07
2022-03-14,661.7915649414062,681.9000244140625,693.5,625.0499877929688,634.75,6472657,2022-03-14
2022-03-21,669.9436645507812,690.2999877929688,700.8499755859375,666.0,684.0,5835479,2022-03-21
2022-03-28,681.2987670898438,702.0,725.2999877929688,679.0499877929688,691.0,5413839,2022-03-28
2022-04-04,724.0982666015625,746.0999755859375,753.8499755859375,702.7999877929688,709.5999755859375,6540973,2022-04-04
2022-04-11,711.4331665039062,733.0499877929688,748.2000122070312,716.4500122070312,746.0,2437393,2022-04-11
2022-04-18,702.6985473632812,724.0499877929688,752.0,713.9500122070312,721.5,6085974,2022-04-18
2022-04-25,681.05615234375,701.75,731.4500122070312,698.7999877929688,718.5,5772982,2022-04-25
2022-05-02,639.0816040039062,658.5,695.1500244140625,651.5999755859375,687.5999755859375,4585088,2022-05-02
2022-05-09,610.5,629.0499877929688,656.5,597.0,653.0999755859375,7867983,2022-05-09
2022-05-16,654.3185424804688,674.2000122070312,700.0,624.2000122070312,624.2000122070312,9808645,2022-05-16
2022-05-23,653.3480834960938,673.2000122070312,699.0,653.0,680.0,5199936,2022-05-23
2022-05-30,639.5668334960938,659.0,723.7000122070312,657.25,679.0,9779801,2022-05-30
2022-06-06,656.6477661132812,676.5999755859375,685.5499877929688,639.0,654.0,6631286,2022-06-06
2022-06-13,615.4010009765625,634.0999755859375,669.8499755859375,625.9000244140625,665.0,7317699,2022-06-13
2022-06-20,626.125244140625,645.1500244140625,660.4000244140625,615.0,634.0999755859375,4580704,2022-06-20
2022-06-27,626.7559814453125,645.7999877929688,661.3499755859375,635.0,656.9500122070312,7756865,2022-06-27
2022-07-04,648.9323120117188,668.6500244140625,677.7999877929688,638.0999755859375,648.0,4902084,2022-07-04
2022-07-11,623.5533447265625,642.5,671.5999755859375,630.0,666.0,6969682,2022-07-11
2022-07-18,691.7225341796875,706.5999755859375,714.9000244140625,646.4000244140625,647.0,9494745,2022-07-18
2022-07-25,717.566650390625,733.0,742.5,693.6500244140625,704.9500122070312,7857709,2022-07-25
2022-08-01,691.5267333984375,706.4000244140625,756.6500244140625,700.0999755859375,733.0,7699006,2022-08-01
2022-08-08,773.5623779296875,790.2000122070312,798.0,703.5,709.0,16810545,2022-08-08
2022-08-15,720.5034790039062,736.0,799.2000122070312,732.3499755859375,790.2000122070312,6978891,2022-08-15
2022-08-22,717.3709106445312,732.7999877929688,741.7000122070312,718.0999755859375,733.0,4988258,2022-08-22
2022-08-29,750.5570678710938,766.7000122070312,769.0,710.4500122070312,719.7000122070312,6251224,2022-08-29
2022-09-05,771.0659790039062,787.6500244140625,792.5,749.4000244140625,776.5,10237873,2022-09-05
2022-09-12,730.09716796875,745.7999877929688,801.1500244140625,736.7999877929688,793.7000122070312,5656245,2022-09-12
2022-09-19,731.3697509765625,747.0999755859375,785.8499755859375,734.0999755859375,749.5499877929688,6732573,2022-09-19
2022-09-26,680.8562622070312,695.5,744.0,677.3499755859375,744.0,9346631,2022-09-26
2022-10-03,751.1934204101562,767.3499755859375,773.0,683.0,697.4000244140625,10608678,2022-10-03
2022-10-10,732.0549926757812,747.7999877929688,785.9000244140625,744.0999755859375,764.0,5716379,2022-10-10
2022-10-17,761.81494140625,778.2000122070312,798.0,742.0999755859375,747.5,8613490,2022-10-17
2022-10-24,815.6080932617188,833.1500244140625,836.7000122070312,775.3499755859375,781.0499877929688,9133575,2022-10-24
2022-10-31,836.9000854492188,854.9000244140625,871.9000244140625,825.5499877929688,839.9500122070312,9151380,2022-10-31
2022-11-07,868.2752685546875,886.9500122070312,896.7000122070312,854.6500244140625,856.2999877929688,6200384,2022-11-07
2022-11-14,819.083251953125,836.7000122070312,891.9000244140625,827.0,889.0,8138615,2022-11-14
2022-11-21,829.21533203125,847.0499877929688,849.9000244140625,816.0,833.75,4939613,2022-11-21
2022-11-28,838.4390258789062,854.9500122070312,866.1500244140625,839.0,847.0499877929688,5411258,2022-11-28
2022-12-05,840.841796875,857.4000244140625,880.0,833.6500244140625,855.4500122070312,6447826,2022-12-05
2022-12-12,865.1138305664062,882.1500244140625,919.4500122070312,852.75,869.5,10407571,2022-12-12
2022-12-19,826.1314697265625,842.4000244140625,905.0,827.4000244140625,885.0,7824616,2022-12-19
2022-12-26,862.8582153320312,879.8499755859375,886.4000244140625,833.25,843.7999877929688,4639624,2022-12-26
2023-01-02,852.7081909179688,869.5,891.8499755859375,855.4000244140625,883.0,3978337,2023-01-02
2023-01-09,856.5818481445312,873.4500122070312,890.4000244140625,860.0,875.0,3435273,2023-01-09
2023-01-16,844.7154541015625,861.3499755859375,882.3499755859375,857.3499755859375,873.0,3603169,2023-01-16
2023-01-23,838.63525390625,855.1500244140625,884.0,839.5999755859375,866.0,3512945,2023-01-23
2023-01-30,850.7958374023438,867.5499877929688,903.7999877929688,845.0499877929688,855.0999755859375,5380983,2023-01-30
2023-02-06,865.9473266601562,883.0,885.0,858.5499877929688,875.0,3096362,2023-02-06
2023-02-13,845.7452392578125,862.4000244140625,910.0,811.6500244140625,887.9500122070312,16659071,2023-02-13
2023-02-20,812.9412231445312,828.9500122070312,874.2999877929688,818.9000244140625,865.8499755859375,6692489,2023-02-20
2023-02-27,809.1165161132812,825.0499877929688,844.9500122070312,812.8499755859375,824.0,5719217,2023-02-27
2023-03-06,805.0466918945312,820.9000244140625,845.0,814.2999877929688,828.9000244140625,2725877,2023-03-06
2023-03-13,785.2367553710938,800.7000122070312,826.2999877929688,776.0999755859375,820.9000244140625,6054544,2023-03-13
2023-03-20,750.030029296875,764.7999877929688,807.0,761.0,805.0,3573909,2023-03-20
2023-03-27,755.5709228515625,770.4500122070312,772.0,745.4000244140625,765.0,3151708,2023-03-27
2023-04-03,747.6763916015625,762.4000244140625,784.5999755859375,747.0499877929688,780.75,4659674,2023-04-03
2023-04-10,749.6868896484375,764.4500122070312,776.5,743.5499877929688,762.9000244140625,4777288,2023-04-10
2023-04-17,767.6334838867188,782.75,793.7999877929688,759.5499877929688,768.75,4532271,2023-04-17
2023-04-24,785.874267578125,801.3499755859375,803.7999877929688,776.0999755859375,777.7000122070312,4090618,2023-04-24
2023-05-01,745.5679321289062,760.25,808.4500122070312,748.4000244140625,801.3499755859375,8026172,2023-05-01
2023-05-08,742.9201049804688,757.5499877929688,786.7000122070312,755.4000244140625,767.3499755859375,6498986,2023-05-08
2023-05-15,742.6749267578125,757.2999877929688,784.0,752.8499755859375,758.9000244140625,5685865,2023-05-15
2023-05-22,752.62890625,767.4500122070312,772.9500122070312,754.0499877929688,758.0999755859375,3915247,2023-05-22
2023-05-29,773.7136840820312,788.9500122070312,801.7000122070312,766.2999877929688,774.0,6571573,2023-05-29
2023-06-05,799.8489379882812,815.5999755859375,830.0,792.4000244140625,798.2000122070312,5867141,2023-06-05
2023-06-12,821.6693115234375,837.8499755859375,841.7000122070312,814.2999877929688,817.5499877929688,3555218,2023-06-12
2023-06-19,791.4151000976562,807.0,845.7000122070312,801.6500244140625,837.9500122070312,5707193,2023-06-19
2023-06-26,820.6395874023438,836.7999877929688,843.0,799.7999877929688,807.1500244140625,3332698,2023-06-26
2023-07-03,826.6708984375,842.9500122070312,859.25,832.0499877929688,843.9500122070312,4479651,2023-07-03
2023-07-10,855.9560546875,867.2000122070312,869.0,839.5,843.2000122070312,3813230,2023-07-10
2023-07-17,841.1012573242188,852.1500244140625,875.0,844.0,869.9500122070312,4477118,2023-07-17
2023-07-24,891.143798828125,902.8499755859375,920.9500122070312,840.2999877929688,852.0999755859375,7093670,2023-07-24
2023-07-31,900.7180786132812,912.5499877929688,938.2999877929688,895.0,902.0,6514323,2023-07-31
2023-08-07,958.8051147460938,971.4000244140625,983.5,887.2000122070312,913.0,11411781,2023-08-07
2023-08-14,958.1635131835938,970.75,974.0499877929688,935.8499755859375,969.5,4673182,2023-08-14
2023-08-21,1009.43994140625,1022.7000122070312,1052.0999755859375,967.2999877929688,974.9500122070312,12255696,2023-08-21
2023-08-28,1064.8126220703125,1078.800048828125,1080.949951171875,1023.0499877929688,1025.0,8229761,2023-08-28
2023-09-04,1091.0677490234375,1105.4000244140625,1111.9000244140625,1075.0,1085.0,4838634,2023-09-04
2023-09-11,1119.691650390625,1134.4000244140625,1148.050048828125,1064.050048828125,1107.0999755859375,6706040,2023-09-11
2023-09-18,1076.8050537109375,1090.949951171875,1145.0,1087.550048828125,1145.0,3928677,2023-09-18
2023-09-25,1077.4464111328125,1091.5999755859375,1115.699951171875,1076.699951171875,1090.949951171875,5523590,2023-09-25
2023-10-02,1077.74267578125,1091.9000244140625,1094.699951171875,1051.800048828125,1091.5999755859375,2791458,2023-10-02
2023-10-09,1103.405517578125,1117.9000244140625,1127.0,1073.6500244140625,1089.949951171875,3512395,2023-10-09
2023-10-16,1057.1632080078125,1071.050048828125,1128.800048828125,1065.050048828125,1119.5,2781306,2023-10-16
2023-10-23,1011.7100830078125,1025.0,1085.1500244140625,1008.9000244140625,1071.800048828125,5797354,2023-10-23
2023-10-30,1017.4842529296875,1030.8499755859375,1043.0,1002.2999877929688,1025.0,3385522,2023-10-30
2023-11-06,1027.009033203125,1040.5,1083.800048828125,1015.0,1041.800048828125,13101987,2023-11-06
2023-11-13,1046.651123046875,1060.4000244140625,1070.0,1028.0999755859375,1044.0,3821617,2023-11-13
2023-11-20,1101.086181640625,1115.550048828125,1120.9000244140625,1056.300048828125,1061.0,5289566,2023-11-20
2023-11-27,1141.5050048828125,1156.5,1163.449951171875,1088.449951171875,1115.550048828125,5630695,2023-11-27
2023-12-04,1161.887451171875,1177.1500244140625,1185.949951171875,1155.050048828125,1172.0,4586779,2023-12-04
2023-12-11,1181.183837890625,1196.699951171875,1210.9000244140625,1174.25,1181.699951171875,3661305,2023-12-11
2023-12-18,1186.1685791015625,1201.75,1230.0,1149.550048828125,1197.5999755859375,4231975,2023-12-18
2023-12-25,1222.2938232421875,1238.3499755859375,1249.9000244140625,1201.75,1201.75,4054840,2023-12-25
2024-01-01,1250.621826171875,1267.050048828125,1270.0,1215.75,1242.0,3423498,2024-01-01
2024-01-08,1236.9512939453125,1253.199951171875,1299.0,1234.25,1272.0,4616561,2024-01-08
2024-01-15,1217.852294921875,1233.8499755859375,1264.699951171875,1186.9000244140625,1260.0,3415249,2024-01-15
2024-01-22,1184.68798828125,1200.25,1233.8499755859375,1180.0,1233.8499755859375,1810858,2024-01-22
2024-01-29,1222.787353515625,1238.8499755859375,1256.050048828125,1200.449951171875,1201.0999755859375,4265805,2024-01-29
2024-02-05,1297.012451171875,1314.050048828125,1321.25,1229.550048828125,1245.5999755859375,5962367,2024-02-05
2024-02-12,1119.1488037109375,1133.8499755859375,1330.0,1063.0,1324.0,17275486,2024-02-12
2024-02-19,1117.42138671875,1132.0999755859375,1150.0,1100.0,1150.0,4311123,2024-02-19
2024-02-26,1171.4801025390625,1184.25,1195.199951171875,1119.4000244140625,1132.0999755859375,7570301,2024-02-26
2024-03-04,1166.1383056640625,1178.8499755859375,1211.0,1150.0999755859375,1182.0,4288983,2024-03-04
2024-03-11,1107.42822265625,1119.5,1190.5999755859375,1096.699951171875,1170.050048828125,7300431,2024-03-11
2024-03-18,1116.7763671875,1128.949951171875,1133.5999755859375,1088.0,1119.0,6606530,2024-03-18
2024-03-25,1117.41943359375,1129.5999755859375,1143.050048828125,1103.5,1128.949951171875,3931626,2024-03-25
2024-04-01,1133.29638671875,1145.6500244140625,1172.5,1105.300048828125,1132.199951171875,7253525,2024-04-01
2024-04-08,1156.444091796875,1169.050048828125,1187.0,1136.0,1152.949951171875,5668781,2024-04-08
2024-04-15,1180.2347412109375,1193.0999755859375,1196.800048828125,1155.0,1155.0,4423938,2024-04-15
2024-04-22,1295.7752685546875,1309.9000244140625,1326.0,1194.75,1205.8499755859375,9979134,2024-04-22
2024-04-29,1238.6973876953125,1252.199951171875,1316.9000244140625,1242.199951171875,1312.25,2976046,2024-04-29
2024-05-06,1382.62841796875,1397.699951171875,1474.4000244140625,1209.1500244140625,1261.9000244140625,25639803,2024-05-06
2024-05-13,1473.982666015625,1490.050048828125,1495.75,1368.9000244140625,1390.449951171875,5086807,2024-05-13
2024-05-20,1556.5328369140625,1573.5,1587.0,1460.0,1479.25,5479216,2024-05-20
2024-05-27,1537.7872314453125,1554.550048828125,1600.0,1533.0999755859375,1589.9000244140625,7952954,2024-05-27
2024-06-03,1566.128173828125,1583.199951171875,1649.949951171875,1406.25,1649.949951171875,9822089,2024-06-03
2024-06-10,1698.7822265625,1717.300048828125,1739.449951171875,1557.3499755859375,1593.9000244140625,8265837,2024-06-10
2024-06-17,1733.3057861328125,1752.199951171875,1804.5,1688.0,1717.300048828125,9331069,2024-06-17
2024-06-24,1652.33837890625,1670.3499755859375,1776.300048828125,1666.449951171875,1749.0,7193178,2024-06-24
2024-07-01,1654.218017578125,1672.25,1696.800048828125,1627.25,1673.0999755859375,6288222,2024-07-01
2024-07-08,1607.749267578125,1618.949951171875,1693.25,1603.0,1682.949951171875,4993254,2024-07-08
2024-07-15,1568.472900390625,1579.4000244140625,1665.8499755859375,1575.0,1628.0,4259471,2024-07-15
2024-07-22,1673.2431640625,1684.9000244140625,1694.300048828125,1500.0,1569.949951171875,7738450,2024-07-22
2024-07-29,1643.9471435546875,1655.4000244140625,1771.199951171875,1648.0,1694.949951171875,5737993,2024-07-29
2024-08-05,1625.2275390625,1636.550048828125,1654.949951171875,1510.4000244140625,1579.949951171875,12248500,2024-08-05
2024-08-12,1573.5377197265625,1584.5,1629.949951171875,1553.25,1629.949951171875,3339645,2024-08-12
2024-08-19,1609.090087890625,1620.300048828125,1647.949951171875,1551.050048828125,1610.0,4906259,2024-08-19
2024-08-26,1576.0203857421875,1587.0,1644.9000244140625,1556.25,1622.0,4048336,2024-08-26
2024-09-02,1540.468017578125,1551.199951171875,1629.9000244140625,1545.5,1597.0,5710332,2024-09-02
2024-09-09,1605.0679931640625,1616.25,1629.699951171875,1524.75,1535.0,4720049,2024-09-09
2024-09-16,1580.3402099609375,1591.3499755859375,1625.0,1534.050048828125,1625.0,5411725,2024-09-16
2024-09-23,1511.9666748046875,1522.5,1626.0,1502.5999755859375,1600.800048828125,7636491,2024-09-23
2024-09-30,1463.6036376953125,1473.800048828125,1555.0,1460.1500244140625,1520.5,3607158,2024-09-30
2024-10-07,1482.025146484375,1492.3499755859375,1526.9000244140625,1425.0999755859375,1477.949951171875,4770653,2024-10-07
2024-10-14,1464.5469970703125,1474.75,1505.75,1442.75,1486.0999755859375,4662463,2024-10-14
2024-10-21,1390.5126953125,1400.199951171875,1496.0,1390.0,1475.0,3856382,2024-10-21
2024-10-28,1408.8350830078125,1418.6500244140625,1441.199951171875,1340.800048828125,1392.0,4450873,2024-10-28
2024-11-04,1410.2254638671875,1420.050048828125,1482.9000244140625,1395.5,1422.199951171875,4724924,2024-11-04
2024-11-11,1319.55712890625,1328.75,1420.050048828125,1301.550048828125,1414.0999755859375,3882631,2024-11-11
2024-11-18,1307.044189453125,1316.1500244140625,1355.3499755859375,1286.5999755859375,1329.0,3966570,2024-11-18
2024-11-25,1323.0328369140625,1332.25,1360.300048828125,1313.199951171875,1328.0,4400821,2024-11-25
2024-12-02,1345.377197265625,1354.75,1394.949951171875,1305.3499755859375,1329.5,5683023,2024-12-02
2024-12-09,1338.9718017578125,1348.300048828125,1385.0,1318.949951171875,1354.75,4902159,2024-12-09
2024-12-16,1270.052001953125,1278.9000244140625,1372.949951171875,1274.3499755859375,1357.25,5308201,2024-12-16
2024-12-23,1305.7532958984375,1314.8499755859375,1347.0,1272.199951171875,1284.0,3721518,2024-12-23
2024-12-30,1287.1826171875,1296.1500244140625,1322.0,1278.8499755859375,1308.699951171875,7227400,2024-12-30
2025-01-06,1201.4796142578125,1209.8499755859375,1301.6500244140625,1203.449951171875,1296.300048828125,3941144,2025-01-06
2025-01-13,1199.1458740234375,1207.5,1222.949951171875,1167.550048828125,1204.800048828125,6780572,2025-01-13
2025-01-20,1208.13330078125,1216.550048828125,1243.8499755859375,1186.050048828125,1213.0,3824808,2025-01-20
2025-01-27,1167.019775390625,1175.1500244140625,1240.949951171875,1148.550048828125,1210.5999755859375,5482373,2025-01-27
2025-02-03,1131.5667724609375,1139.449951171875,1199.0999755859375,1123.0,1166.0,7638651,2025-02-03
2025-02-10,1070.889404296875,1078.3499755859375,1148.4000244140625,1044.699951171875,1144.9000244140625,7268096,2025-02-10
2025-02-17,1051.62353515625,1058.949951171875,1103.449951171875,1047.5999755859375,1078.3499755859375,4206668,2025-02-17
2025-02-24,1011.8037719726562,1016.5,1054.3499755859375,1002.1500244140625,1048.1500244140625,4562024,2025-02-24
2025-03-03,1082.7744140625,1087.800048828125,1099.0,1002.4000244140625,1018.0,4045361,2025-03-03
2025-03-10,1034.4486083984375,1039.25,1099.0,1032.0,1092.6500244140625,4108250,2025-03-10
2025-03-17,1175.8424072265625,1181.300048828125,1207.300048828125,1037.0999755859375,1037.0999755859375,7000650,2025-03-17
2025-03-24,1163.74853515625,1169.1500244140625,1210.0,1129.8499755859375,1185.0,10969449,2025-03-24
2025-03-31,1021.3096923828125,1026.050048828125,1179.0,1014.0,1169.1500244140625,9047639,2025-03-31
2025-04-07,997.5200805664062,1002.1500244140625,1010.0,919.0999755859375,925.0,9768227,2025-04-07
2025-04-14,1063.264892578125,1068.199951171875,1078.5,1002.1500244140625,1002.1500244140625,4946643,2025-04-14
2025-04-21,1083.4710693359375,1088.5,1139.5999755859375,1066.699951171875,1070.0,6685515,2025-04-21
2025-04-28,1099.2977294921875,1104.4000244140625,1156.0,1082.0,1082.0,5233376,2025-04-28
2025-05-05,1160.21484375,1165.5999755859375,1176.9000244140625,1080.0,1108.9000244140625,12039709,2025-05-05
2025-05-12,1257.1649169921875,1263.0,1270.0,1173.300048828125,1205.0,11881866,2025-05-12
2025-05-19,1239.3475341796875,1245.0999755859375,1279.0,1217.0,1271.0,4678636,2025-05-19
2025-05-26,1235.1669921875,1240.9000244140625,1276.300048828125,1238.0,1245.0,5546302,2025-05-26
2025-06-02,1290.41064453125,1296.4000244140625,1299.699951171875,1230.0,1238.0,8437637,2025-06-02
2025-06-09,1303.2510986328125,1309.300048828125,1362.0999755859375,1271.0,1305.0,7031525,2025-06-09
2025-06-16,1272.394287109375,1278.300048828125,1325.0,1269.0,1311.0,3864031,2025-06-16
2025-06-23,1303.649169921875,1309.699951171875,1324.5,1270.5999755859375,1275.0999755859375,7400789,2025-06-23
2025-06-30,1308.427001953125,1314.5,1336.0999755859375,1270.0,1317.0,6497324,2025-06-30
