Date,Adj Close_BOMDYEING.NS,Close_BOMDYEING.NS,High_BOMDYEING.NS,Low_BOMDYEING.NS,Open_BOMDYEING.NS,Volume_BOMDYEING.NS,Date
2020-11-30,73.03726196289062,73.44999694824219,76.44999694824219,70.30000305175781,71.0,12264734,2020-11-30
2020-12-07,73.23613739013672,73.6500015258789,77.94999694824219,72.25,73.69999694824219,16568773,2020-12-07
2020-12-14,78.4566421508789,78.9000015258789,84.80000305175781,72.0,74.25,36429137,2020-12-14
2020-12-21,74.37967681884766,74.80000305175781,78.80000305175781,68.25,78.5999984741211,12227392,2020-12-21
2020-12-28,78.40692138671875,78.8499984741211,80.8499984741211,73.5,75.25,14911477,2020-12-28
2021-01-04,80.7934341430664,81.25,85.30000305175781,76.55000305175781,79.0,28352819,2021-01-04
2021-01-11,77.41253662109375,77.8499984741211,83.44999694824219,77.1500015258789,82.5,13006818,2021-01-11
2021-01-18,76.1198501586914,76.55000305175781,81.75,74.80000305175781,77.80000305175781,11321006,2021-01-18
2021-01-25,73.43501281738281,73.8499984741211,77.6500015258789,72.6500015258789,77.30000305175781,5273244,2021-01-25
2021-02-01,75.47349548339844,75.9000015258789,78.0,72.9000015258789,74.30000305175781,8461468,2021-02-01
2021-02-08,71.9931640625,72.4000015258789,77.5,72.0,76.19999694824219,8135273,2021-02-08
2021-02-15,75.6226577758789,76.05000305175781,79.8499984741211,70.3499984741211,72.94999694824219,15007638,2021-02-15
2021-02-22,73.48473358154297,73.9000015258789,77.44999694824219,71.0999984741211,76.6500015258789,11535507,2021-02-22
2021-03-01,83.47825622558594,83.94999694824219,89.75,74.44999694824219,74.5999984741211,57991246,2021-03-01
2021-03-08,80.04764556884766,80.5,85.55000305175781,80.0,84.5,12295751,2021-03-08
2021-03-15,74.5288314819336,74.94999694824219,81.0999984741211,71.69999694824219,81.0999984741211,10966781,2021-03-15
2021-03-22,70.70046997070312,71.0999984741211,76.44999694824219,69.30000305175781,74.9000015258789,7131741,2021-03-22
2021-03-29,72.93782043457031,73.3499984741211,73.5,69.69999694824219,71.0999984741211,6634072,2021-03-29
2021-04-05,72.987548828125,73.4000015258789,74.80000305175781,70.05000305175781,72.4000015258789,8231744,2021-04-05
2021-04-12,68.51283264160156,68.9000015258789,71.75,67.25,71.75,4554176,2021-04-12
2021-04-19,65.57940673828125,65.94999694824219,67.0,64.1500015258789,66.5999984741211,4879088,2021-04-19
2021-04-26,65.8280029296875,66.19999694824219,70.44999694824219,66.0,66.25,8027157,2021-04-26
2021-05-03,71.89373016357422,72.30000305175781,73.5999984741211,65.05000305175781,65.0999984741211,13487518,2021-05-03
2021-05-10,75.72209167480469,76.1500015258789,79.5,71.25,73.0,18666504,2021-05-10
2021-05-17,76.56731414794922,77.0,79.8499984741211,74.5999984741211,76.75,14505036,2021-05-17
2021-05-24,79.30186462402344,79.75,86.4000015258789,75.5,77.55000305175781,31308102,2021-05-24
2021-05-31,81.24089813232422,81.69999694824219,85.4000015258789,76.6500015258789,78.75,17339810,2021-05-31
2021-06-07,88.64904022216797,89.1500015258789,93.9000015258789,80.5,82.25,46464011,2021-06-07
2021-06-14,91.53274536132812,92.05000305175781,99.80000305175781,84.19999694824219,89.0,65237200,2021-06-14
2021-06-21,91.28414916992188,91.80000305175781,95.69999694824219,88.75,89.25,26495986,2021-06-21
2021-06-28,84.323486328125,84.80000305175781,92.44999694824219,84.5,91.44999694824219,14224338,2021-06-28
2021-07-05,86.6602783203125,87.1500015258789,91.3499984741211,85.19999694824219,85.30000305175781,13585781,2021-07-05
2021-07-12,101.8245849609375,102.4000015258789,104.0,87.75,87.75,89186393,2021-07-12
2021-07-19,102.57037353515625,103.1500015258789,109.5,100.25,100.4000015258789,52005065,2021-07-19
2021-07-26,103.96250915527344,104.55000305175781,112.80000305175781,93.5999984741211,102.55000305175781,63241436,2021-07-26
2021-08-02,101.37711334228516,101.94999694824219,111.69999694824219,98.69999694824219,105.3499984741211,31805411,2021-08-02
2021-08-09,95.21195220947266,95.75,102.6500015258789,87.3499984741211,102.0,27745164,2021-08-09
2021-08-16,87.90325927734375,88.4000015258789,95.94999694824219,87.0999984741211,95.44999694824219,12406208,2021-08-16
2021-08-23,90.4886474609375,91.0,91.9000015258789,82.0,89.4000015258789,18479263,2021-08-23
2021-08-30,93.57122039794922,94.0999984741211,96.5,90.55000305175781,91.5999984741211,22364664,2021-08-30
2021-09-06,96.90239715576172,97.44999694824219,102.80000305175781,93.80000305175781,94.4000015258789,26519935,2021-09-06
2021-09-13,92.72599792480469,93.25,98.3499984741211,91.80000305175781,97.3499984741211,13243939,2021-09-13
2021-09-20,92.67627716064453,93.19999694824219,98.0,88.75,92.6500015258789,15203126,2021-09-20
2021-09-27,91.98021697998047,92.5,95.5999984741211,92.1500015258789,93.5999984741211,10890391,2021-09-27
2021-10-04,94.36672973632812,94.9000015258789,98.75,92.69999694824219,93.0,18128480,2021-10-04
2021-10-11,102.32177734375,102.9000015258789,107.4000015258789,94.55000305175781,95.44999694824219,33954041,2021-10-11
2021-10-18,97.59846496582031,98.1500015258789,107.69999694824219,95.5999984741211,103.69999694824219,25858002,2021-10-18
2021-10-25,91.38359069824219,91.9000015258789,99.4000015258789,88.19999694824219,98.5,11266828,2021-10-25
2021-11-01,94.81420135498047,95.3499984741211,97.5,92.3499984741211,92.5,9135815,2021-11-01
2021-11-08,96.00746154785156,96.55000305175781,102.9000015258789,94.30000305175781,96.1500015258789,18691386,2021-11-08
2021-11-15,91.53274536132812,92.05000305175781,97.4000015258789,91.6500015258789,97.0,7906852,2021-11-15
2021-11-22,86.56084442138672,87.05000305175781,93.19999694824219,86.0999984741211,92.5999984741211,10233091,2021-11-22
2021-11-29,86.21280670166016,86.69999694824219,90.3499984741211,81.25,87.05000305175781,9756369,2021-11-29
2021-12-06,99.78610229492188,100.3499984741211,101.69999694824219,84.30000305175781,86.94999694824219,16464581,2021-12-06
2021-12-13,95.9577407836914,96.5,110.1500015258789,95.5,102.0,50808983,2021-12-13
2021-12-20,103.71391296386719,104.30000305175781,111.4000015258789,88.55000305175781,95.8499984741211,47931303,2021-12-20
2021-12-27,109.08356475830078,109.69999694824219,118.30000305175781,101.30000305175781,102.8499984741211,55378120,2021-12-27
2022-01-03,111.56951141357422,112.19999694824219,115.6500015258789,106.5,110.3499984741211,28400188,2022-01-03
2022-01-10,112.76277160644531,113.4000015258789,121.25,111.69999694824219,112.9000015258789,32983765,2022-01-10
2022-01-17,108.73552703857422,109.3499984741211,118.80000305175781,108.0999984741211,113.0999984741211,25618100,2022-01-17
2022-01-24,109.829345703125,110.44999694824219,113.9000015258789,97.30000305175781,109.44999694824219,17865322,2022-01-24
2022-01-31,123.30320739746094,124.0,127.4000015258789,107.5999984741211,111.8499984741211,45174011,2022-01-31
2022-02-07,117.33692169189453,118.0,129.8000030517578,116.5999984741211,124.9000015258789,41529227,2022-02-07
2022-02-14,109.13328552246094,109.75,116.25,102.55000305175781,114.69999694824219,21422860,2022-02-14
2022-02-21,97.10128021240234,97.6500015258789,109.44999694824219,86.69999694824219,108.0,21227621,2022-02-21
2022-02-28,99.09004211425781,99.6500015258789,105.9000015258789,93.44999694824219,96.0,15614114,2022-02-28
2022-03-07,101.17823791503906,101.75,103.19999694824219,94.19999694824219,94.75,13108445,2022-03-07
2022-03-14,99.53750610351562,100.0999984741211,104.0,98.80000305175781,101.8499984741211,9084337,2022-03-14
2022-03-21,98.24481964111328,98.80000305175781,103.30000305175781,98.5,100.9000015258789,12542192,2022-03-21
2022-03-28,101.47655487060547,102.05000305175781,102.69999694824219,96.4000015258789,99.5,12332326,2022-03-28
2022-04-04,105.90154266357422,106.5,108.8499984741211,102.0,102.5,17958644,2022-04-04
2022-04-11,100.58161163330078,101.1500015258789,107.80000305175781,100.75,105.9000015258789,7779003,2022-04-11
2022-04-18,117.28720092773438,117.94999694824219,121.69999694824219,99.4000015258789,100.94999694824219,40828266,2022-04-18
2022-04-25,123.55180358886719,124.25,140.4499969482422,115.4000015258789,116.0,92188496,2022-04-25
2022-05-02,115.94478607177734,116.5999984741211,125.75,111.5,122.80000305175781,12455251,2022-05-02
2022-05-09,99.93526458740234,100.5,116.0,95.0,116.0,15742832,2022-05-09
2022-05-16,111.0226058959961,111.6500015258789,113.9000015258789,99.0,101.4000015258789,18778418,2022-05-16
2022-05-23,102.76924133300781,103.3499984741211,111.9000015258789,96.25,111.80000305175781,11251092,2022-05-23
2022-05-30,112.91193389892578,113.55000305175781,121.9000015258789,103.55000305175781,104.69999694824219,28490804,2022-05-30
2022-06-06,110.77400970458984,111.4000015258789,119.4000015258789,110.44999694824219,112.5999984741211,15473488,2022-06-06
2022-06-13,99.23919677734375,99.80000305175781,108.25,96.3499984741211,107.0999984741211,12244311,2022-06-13
2022-06-20,95.26167297363281,95.80000305175781,100.44999694824219,85.0,99.6500015258789,15779246,2022-06-20
2022-06-27,93.1237564086914,93.6500015258789,99.94999694824219,93.0,97.19999694824219,10628774,2022-06-27
2022-07-04,94.91363525390625,95.44999694824219,97.44999694824219,92.6500015258789,94.3499984741211,7175444,2022-07-04
2022-07-11,95.26167297363281,95.80000305175781,99.25,94.25,95.4000015258789,7061107,2022-07-11
2022-07-18,100.6313247680664,101.19999694824219,103.4000015258789,96.19999694824219,96.30000305175781,10415368,2022-07-18
2022-07-25,97.7973403930664,98.3499984741211,101.69999694824219,94.80000305175781,101.69999694824219,8342418,2022-07-25
2022-08-01,100.83020782470703,101.4000015258789,104.0,98.25,98.8499984741211,11944251,2022-08-01
2022-08-08,100.28329467773438,100.8499984741211,103.0,99.5,101.4000015258789,4979701,2022-08-08
2022-08-15,101.97374725341797,102.55000305175781,107.55000305175781,100.8499984741211,100.8499984741211,10531426,2022-08-15
2022-08-22,101.1285171508789,101.69999694824219,103.94999694824219,98.80000305175781,102.3499984741211,7647733,2022-08-22
2022-08-29,98.09565734863281,98.6500015258789,101.8499984741211,97.0,99.0,7447949,2022-08-29
2022-09-05,102.0234603881836,102.5999984741211,108.80000305175781,98.94999694824219,99.0,22331576,2022-09-05
2022-09-12,101.07880401611328,101.6500015258789,108.05000305175781,100.5,103.3499984741211,13868749,2022-09-12
2022-09-19,100.87992095947266,101.44999694824219,110.4000015258789,100.0999984741211,101.9000015258789,26674923,2022-09-19
2022-09-26,95.75886535644531,96.30000305175781,101.44999694824219,94.5999984741211,101.44999694824219,8523717,2022-09-26
2022-10-03,99.38835144042969,99.94999694824219,100.94999694824219,94.80000305175781,96.1500015258789,4800233,2022-10-03
2022-10-10,96.55436706542969,97.0999984741211,99.9000015258789,95.4000015258789,98.5,5756087,2022-10-10
2022-10-17,95.4605484008789,96.0,97.69999694824219,95.0999984741211,97.0,4148427,2022-10-17
2022-10-24,83.5279769897461,84.0,88.8499984741211,82.5,83.6500015258789,11483698,2022-10-24
2022-10-31,83.1302261352539,83.5999984741211,84.80000305175781,79.0999984741211,84.5999984741211,8626981,2022-10-31
2022-11-07,83.97544860839844,84.44999694824219,87.0,81.5999984741211,81.5999984741211,5745098,2022-11-07
2022-11-14,80.4951171875,80.94999694824219,85.0999984741211,80.25,85.0,3360505,2022-11-14
2022-11-21,80.34596252441406,80.80000305175781,82.3499984741211,79.69999694824219,81.19999694824219,4970295,2022-11-21
2022-11-28,84.8206787109375,85.30000305175781,86.44999694824219,80.5,80.80000305175781,11126413,2022-11-28
2022-12-05,82.1855697631836,82.6500015258789,87.55000305175781,81.6500015258789,86.0,6073948,2022-12-05
2022-12-12,81.63865661621094,82.0999984741211,86.19999694824219,81.19999694824219,82.5999984741211,6499970,2022-12-12
2022-12-19,74.08135986328125,74.5,83.19999694824219,73.5,82.55000305175781,4514689,2022-12-19
2022-12-26,78.80467224121094,79.25,80.94999694824219,74.3499984741211,75.1500015258789,3752026,2022-12-26
2023-01-02,76.56731414794922,77.0,81.05000305175781,76.55000305175781,79.0,3567776,2023-01-02
2023-01-09,77.86001586914062,78.30000305175781,81.80000305175781,76.6500015258789,77.6500015258789,4218934,2023-01-09
2023-01-16,75.77180480957031,76.19999694824219,79.05000305175781,75.80000305175781,78.5,2374258,2023-01-16
2023-01-23,72.54006958007812,72.94999694824219,76.69999694824219,71.0,76.44999694824219,2323217,2023-01-23
2023-01-30,70.99878692626953,71.4000015258789,74.75,70.0999984741211,72.0,3179247,2023-01-30
2023-02-06,70.40216064453125,70.80000305175781,73.0,69.1500015258789,71.4000015258789,2551815,2023-02-06
2023-02-13,69.95468139648438,70.3499984741211,72.1500015258789,68.30000305175781,71.0,2761800,2023-02-13
2023-02-20,66.87210083007812,67.25,71.0,66.5999984741211,70.5,1920498,2023-02-20
2023-02-27,66.37491607666016,66.75,67.4000015258789,62.70000076293945,67.25,2983979,2023-02-27
2023-03-06,66.87210083007812,67.25,69.6500015258789,66.75,67.0,2087587,2023-03-06
2023-03-13,62.39738845825195,62.75,67.3499984741211,60.150001525878906,66.55000305175781,3361075,2023-03-13
2023-03-20,58.917057037353516,59.25,63.25,58.79999923706055,63.25,4079299,2023-03-20
2023-03-27,56.43110656738281,56.75,59.099998474121094,53.25,59.099998474121094,6063246,2023-03-27
2023-04-03,64.43587493896484,64.80000305175781,65.44999694824219,56.95000076293945,57.0,4346964,2023-04-03
2023-04-10,77.56169891357422,78.0,80.94999694824219,64.3499984741211,64.80000305175781,15940615,2023-04-10
2023-04-17,80.7934341430664,81.25,85.9000015258789,77.5,77.5,8674146,2023-04-17
2023-04-24,91.68190002441406,92.19999694824219,93.5,80.8499984741211,81.6500015258789,18286578,2023-04-24
2023-05-01,81.04203033447266,81.5,94.44999694824219,81.0999984741211,92.19999694824219,14038151,2023-05-01
2023-05-08,83.17994689941406,83.6500015258789,86.9000015258789,80.80000305175781,81.5,7492420,2023-05-08
2023-05-15,82.13584899902344,82.5999984741211,87.5,81.55000305175781,83.5999984741211,4895029,2023-05-15
2023-05-22,79.69961547851562,80.1500015258789,84.0,79.05000305175781,82.5999984741211,3506037,2023-05-22
2023-05-29,83.5279769897461,84.0,85.8499984741211,79.4000015258789,80.80000305175781,6222132,2023-05-29
2023-06-05,89.09651184082031,89.5999984741211,91.80000305175781,83.30000305175781,84.5,13996825,2023-06-05
2023-06-12,98.54312896728516,99.0999984741211,99.9000015258789,89.4000015258789,90.0999984741211,21095270,2023-06-12
2023-06-19,99.73638916015625,100.30000305175781,107.94999694824219,96.4000015258789,99.55000305175781,23675722,2023-06-19
2023-06-26,107.89030456542969,108.5,110.80000305175781,99.69999694824219,101.0,14484417,2023-06-26
2023-07-03,115.69619750976562,116.3499984741211,127.9000015258789,105.94999694824219,108.8499984741211,45546548,2023-07-03
2023-07-10,112.91193389892578,113.55000305175781,117.6500015258789,108.55000305175781,116.75,18457835,2023-07-10
2023-07-17,114.652099609375,115.30000305175781,117.9000015258789,109.4000015258789,113.80000305175781,11164799,2023-07-17
2023-07-24,111.17176818847656,111.80000305175781,116.9000015258789,110.19999694824219,115.8499984741211,8073653,2023-07-24
2023-07-31,111.86782836914062,112.5,117.6500015258789,108.30000305175781,111.9000015258789,11538135,2023-07-31
2023-08-07,121.6624755859375,122.3499984741211,124.9000015258789,112.05000305175781,112.4000015258789,31627943,2023-08-07
2023-08-14,125.73944091796875,126.44999694824219,135.25,119.3499984741211,123.5,30917517,2023-08-14
2023-08-21,134.489990234375,135.25,143.3000030517578,126.44999694824219,127.4000015258789,24790468,2023-08-21
2023-08-28,136.7273406982422,137.5,139.5500030517578,131.10000610351562,136.0,13875496,2023-08-28
2023-09-04,151.8916473388672,152.75,158.89999389648438,135.10000610351562,138.0,39391320,2023-09-04
2023-09-11,151.99110412597656,152.85000610351562,168.60000610351562,126.8499984741211,154.0,69096024,2023-09-11
2023-09-18,145.3784637451172,146.1999969482422,154.35000610351562,138.0500030517578,153.6999969482422,15600987,2023-09-18
2023-09-25,142.8925018310547,143.6999969482422,149.60000610351562,141.6999969482422,145.5,9274961,2023-09-25
2023-10-02,144.63267517089844,145.4499969482422,147.1999969482422,134.5500030517578,143.6999969482422,7339368,2023-10-02
2023-10-09,152.3888397216797,153.25,159.0500030517578,140.0,142.5500030517578,19267461,2023-10-09
2023-10-16,163.3767547607422,164.3000030517578,176.89999389648438,150.64999389648438,153.39999389648438,48416137,2023-10-16
2023-10-23,148.85879516601562,149.6999969482422,167.5,140.10000610351562,165.5,17936950,2023-10-23
2023-10-30,155.72003173828125,156.60000610351562,167.89999389648438,147.35000610351562,150.4499969482422,21887989,2023-10-30
2023-11-06,153.9301300048828,154.8000030517578,163.0,153.0500030517578,158.1999969482422,14560135,2023-11-06
2023-11-13,164.02310180664062,164.9499969482422,167.39999389648438,153.60000610351562,155.39999389648438,10698924,2023-11-13
2023-11-20,163.62535095214844,164.5500030517578,174.8000030517578,160.9499969482422,165.39999389648438,19625810,2023-11-20
2023-11-27,151.8916473388672,152.75,170.0,150.0,164.5500030517578,9240757,2023-11-27
2023-12-04,155.4217071533203,156.3000030517578,161.5,152.0,154.14999389648438,9167886,2023-12-04
2023-12-11,150.648681640625,151.5,159.0,150.5500030517578,156.60000610351562,5290656,2023-12-11
2023-12-18,149.80345153808594,150.64999389648438,157.60000610351562,142.60000610351562,152.0,5608935,2023-12-18
2023-12-25,153.13462829589844,154.0,155.0500030517578,147.85000610351562,150.64999389648438,5325293,2023-12-25
2024-01-01,159.25006103515625,160.14999389648438,164.39999389648438,151.8000030517578,155.0,14903906,2024-01-01
2024-01-08,158.5540008544922,159.4499969482422,164.1999969482422,155.0,161.25,11393778,2024-01-08
2024-01-15,154.52676391601562,155.39999389648438,165.89999389648438,149.0500030517578,160.3000030517578,10097404,2024-01-15
2024-01-22,180.9275665283203,181.9499969482422,185.0,141.14999389648438,155.39999389648438,26363413,2024-01-22
2024-01-29,178.8890838623047,179.89999389648438,191.60000610351562,173.0,181.8000030517578,19555501,2024-01-29
2024-02-05,172.67420959472656,173.64999389648438,194.5,172.0,180.0,12831901,2024-02-05
2024-02-12,173.17140197753906,174.14999389648438,182.89999389648438,154.0,174.89999389648438,8650932,2024-02-12
2024-02-19,178.988525390625,180.0,183.89999389648438,172.6999969482422,174.10000610351562,7595169,2024-02-19
2024-02-26,184.1593017578125,185.1999969482422,187.5,169.10000610351562,180.0,9059725,2024-02-26
2024-03-04,171.0832061767578,172.0500030517578,187.9499969482422,167.1999969482422,184.89999389648438,5503722,2024-03-04
2024-03-11,157.46018981933594,158.35000610351562,172.5,136.64999389648438,172.0,9469815,2024-03-11
2024-03-18,154.27816772460938,155.14999389648438,162.0,148.0,158.3000030517578,3874604,2024-03-18
2024-03-25,157.36074829101562,158.25,161.64999389648438,150.1999969482422,155.14999389648438,4846424,2024-03-25
2024-04-01,169.88995361328125,170.85000610351562,179.8000030517578,159.1999969482422,161.9499969482422,8894840,2024-04-01
2024-04-08,165.11691284179688,166.0500030517578,175.5,165.5,171.89999389648438,3858605,2024-04-08
2024-04-15,163.12815856933594,164.0500030517578,169.75,158.14999389648438,164.60000610351562,3300413,2024-04-15
2024-04-22,166.9068145751953,167.85000610351562,176.4499969482422,165.10000610351562,165.6999969482422,4650967,2024-04-22
2024-04-29,177.49696350097656,178.5,180.9499969482422,168.60000610351562,168.6999969482422,9412383,2024-04-29
2024-05-06,164.47056579589844,165.39999389648438,182.60000610351562,160.14999389648438,180.60000610351562,9380523,2024-05-06
2024-05-13,185.40228271484375,186.4499969482422,189.0,160.5500030517578,169.8000030517578,20456563,2024-05-13
2024-05-20,179.4359893798828,180.4499969482422,196.89999389648438,179.85000610351562,180.10000610351562,10091627,2024-05-20
2024-05-27,163.27731323242188,164.1999969482422,181.6999969482422,161.5,180.89999389648438,6129385,2024-05-27
2024-06-03,166.4096221923828,167.35000610351562,171.85000610351562,134.10000610351562,171.0,10982737,2024-06-03
2024-06-10,176.77105712890625,177.77000427246094,182.5,163.60000610351562,167.35000610351562,12698482,2024-06-10
2024-06-17,180.20167541503906,181.22000122070312,189.0,170.00999450683594,177.77000427246094,13390152,2024-06-17
2024-06-24,209.834228515625,211.02000427246094,214.5,176.60000610351562,179.38999938964844,60843219,2024-06-24
2024-07-01,209.2375946044922,210.4199981689453,221.1999969482422,208.10000610351562,213.99000549316406,22289024,2024-07-01
2024-07-08,214.35865783691406,215.57000732421875,228.3000030517578,208.39999389648438,211.0,23392981,2024-07-08
2024-07-15,204.60377502441406,205.75999450683594,231.5399932861328,204.89999389648438,215.52000427246094,12838283,2024-07-15
2024-07-22,231.18357849121094,232.49000549316406,243.1999969482422,195.3000030517578,205.0,23959889,2024-07-22
2024-07-29,222.47279357910156,223.72999572753906,236.99000549316406,218.0,234.5,14384915,2024-07-29
2024-08-05,216.566162109375,217.7899932861328,229.5,207.60000610351562,218.0,11230164,2024-08-05
2024-08-12,213.22999572753906,213.22999572753906,224.0,209.67999267578125,216.89999389648438,7015227,2024-08-12
2024-08-19,220.55999755859375,220.55999755859375,229.99000549316406,212.75,213.9499969482422,9991136,2024-08-19
2024-08-26,215.69000244140625,215.69000244140625,233.0,211.61000061035156,221.6999969482422,10756128,2024-08-26
2024-09-02,208.0500030517578,208.0500030517578,218.25,205.63999938964844,215.69000244140625,7582043,2024-09-02
2024-09-09,213.27999877929688,213.27999877929688,217.69000244140625,203.5399932861328,207.91000366210938,7734047,2024-09-09
2024-09-16,206.38999938964844,206.38999938964844,215.5,198.99000549316406,214.44000244140625,4390684,2024-09-16
2024-09-23,213.77000427246094,213.77000427246094,220.6199951171875,206.5,207.25,7606032,2024-09-23
2024-09-30,226.83999633789062,226.83999633789062,237.86000061035156,212.89999389648438,215.0,31333478,2024-09-30
2024-10-07,221.02999877929688,221.02999877929688,232.11000061035156,208.91000366210938,228.64999389648438,10915742,2024-10-07
2024-10-14,249.6300048828125,249.6300048828125,254.89999389648438,218.25999450683594,220.92999267578125,42375906,2024-10-14
2024-10-21,215.57000732421875,215.57000732421875,256.3999938964844,212.1999969482422,250.22000122070312,20395503,2024-10-21
2024-10-28,235.4600067138672,235.4600067138672,237.6999969482422,214.3000030517578,217.8000030517578,8867851,2024-10-28
2024-11-04,225.60000610351562,225.60000610351562,241.4499969482422,223.3300018310547,234.85000610351562,8294170,2024-11-04
2024-11-11,206.07000732421875,206.07000732421875,228.4499969482422,205.25,224.0,5945796,2024-11-11
2024-11-18,205.2100067138672,205.2100067138672,211.4499969482422,200.88999938964844,206.10000610351562,5236510,2024-11-18
2024-11-25,211.27999877929688,211.27999877929688,219.8800048828125,208.0800018310547,212.22000122070312,5736565,2024-11-25
2024-12-02,214.32000732421875,214.32000732421875,219.60000610351562,209.5,211.49000549316406,6523264,2024-12-02
2024-12-09,212.9499969482422,212.9499969482422,225.6999969482422,207.5500030517578,213.85000610351562,9400085,2024-12-09
2024-12-16,200.82000732421875,200.82000732421875,222.61000061035156,200.0,214.64999389648438,7296468,2024-12-16
2024-12-23,192.85000610351562,192.85000610351562,204.22999572753906,190.39999389648438,203.64999389648438,5917488,2024-12-23
2024-12-30,193.94000244140625,193.94000244140625,198.9499969482422,180.52000427246094,193.25,6158903,2024-12-30
2025-01-06,166.42999267578125,166.42999267578125,193.0,165.14999389648438,192.0,6426827,2025-01-06
2025-01-13,168.11000061035156,168.11000061035156,169.99000549316406,156.14999389648438,165.10000610351562,6419699,2025-01-13
2025-01-20,159.0399932861328,159.0399932861328,175.99000549316406,157.1999969482422,169.0,4364815,2025-01-20
2025-01-27,159.4199981689453,159.4199981689453,164.10000610351562,144.4199981689453,157.0,5479716,2025-01-27
2025-02-03,159.0399932861328,159.0399932861328,164.74000549316406,153.67999267578125,157.0,4266798,2025-02-03
2025-02-10,137.82000732421875,137.82000732421875,159.0399932861328,134.50999450683594,159.0399932861328,5174368,2025-02-10
2025-02-17,141.4600067138672,141.4600067138672,147.6199951171875,134.22999572753906,137.85000610351562,4805879,2025-02-17
2025-02-24,126.9000015258789,126.9000015258789,141.94000244140625,125.19999694824219,141.14999389648438,3378636,2025-02-24
2025-03-03,140.5500030517578,140.5500030517578,142.1999969482422,120.0,127.0,7183659,2025-03-03
2025-03-10,127.31999969482422,127.31999969482422,143.0,126.25,140.58999633789062,3579907,2025-03-10
2025-03-17,138.8800048828125,138.8800048828125,139.86000061035156,125.30000305175781,128.25,5581381,2025-03-17
2025-03-24,129.72000122070312,129.72000122070312,141.77999877929688,128.6999969482422,140.00999450683594,7208618,2025-03-24
2025-03-31,130.92999267578125,130.92999267578125,141.67999267578125,128.8000030517578,129.72000122070312,5441482,2025-03-31
2025-04-07,126.91000366210938,126.91000366210938,128.5,117.5,117.51000213623047,3375923,2025-04-07
2025-04-14,135.57000732421875,135.57000732421875,137.27000427246094,126.91000366210938,126.91000366210938,2843471,2025-04-14
2025-04-21,134.5500030517578,134.5500030517578,142.4499969482422,132.1999969482422,136.5,5532825,2025-04-21
2025-04-28,129.64999389648438,129.64999389648438,136.88999938964844,128.10000610351562,134.5500030517578,2269499,2025-04-28
2025-05-05,126.80999755859375,126.80999755859375,133.89999389648438,122.31999969482422,131.0,5328864,2025-05-05
2025-05-12,143.57000732421875,143.57000732421875,144.0,129.39999389648438,129.39999389648438,5399718,2025-05-12
2025-05-19,150.89999389648438,150.89999389648438,152.8000030517578,143.08999633789062,144.8800048828125,9819458,2025-05-19
2025-05-26,154.41000366210938,154.41000366210938,157.0,149.1999969482422,152.0,7122777,2025-05-26
2025-06-02,153.10000610351562,153.10000610351562,159.0,150.3000030517578,153.80999755859375,5580752,2025-06-02
