Date,Adj Close_BYKE.NS,Close_BYKE.NS,High_BYKE.NS,Low_BYKE.NS,Open_BYKE.NS,Volume_BYKE.NS,Date
2021-04-26,18.299999237060547,18.299999237060547,20.149999618530273,17.700000762939453,17.700000762939453,177583,2021-04-26
2021-05-03,19.200000762939453,19.200000762939453,22.450000762939453,17.950000762939453,18.350000381469727,964819,2021-05-03
2021-05-10,20.149999618530273,20.149999618530273,21.25,19.100000381469727,19.5,338058,2021-05-10
2021-05-17,21.25,21.25,22.350000381469727,19.799999237060547,20.149999618530273,608280,2021-05-17
2021-05-24,34.20000076293945,34.20000076293945,35.45000076293945,20.700000762939453,21.25,5956406,2021-05-24
2021-05-31,31.799999237060547,31.799999237060547,35.45000076293945,29.549999237060547,35.45000076293945,1899830,2021-05-31
2021-06-07,28.75,28.75,32.5,28.299999237060547,32.0,456864,2021-06-07
2021-06-14,29.0,29.0,31.399999618530273,28.0,29.450000762939453,325452,2021-06-14
2021-06-21,28.549999237060547,28.549999237060547,30.450000762939453,27.600000381469727,29.0,211777,2021-06-21
2021-06-28,31.549999237060547,31.549999237060547,32.54999923706055,28.100000381469727,28.100000381469727,483413,2021-06-28
2021-07-05,30.299999237060547,30.299999237060547,31.950000762939453,29.149999618530273,31.549999237060547,321264,2021-07-05
2021-07-12,29.950000762939453,29.950000762939453,31.0,29.200000762939453,31.0,155414,2021-07-12
2021-07-19,28.75,28.75,30.850000381469727,28.299999237060547,30.450000762939453,168028,2021-07-19
2021-07-26,29.950000762939453,29.950000762939453,32.849998474121094,29.100000381469727,29.399999618530273,773513,2021-07-26
2021-08-02,29.549999237060547,29.549999237060547,32.400001525878906,29.0,30.149999618530273,350533,2021-08-02
2021-08-09,30.100000381469727,30.100000381469727,31.450000762939453,26.200000762939453,30.899999618530273,569530,2021-08-09
2021-08-16,27.799999237060547,27.799999237060547,30.899999618530273,27.5,29.899999618530273,218635,2021-08-16
2021-08-23,28.0,28.0,28.799999237060547,25.649999618530273,26.700000762939453,122559,2021-08-23
2021-08-30,27.399999618530273,27.399999618530273,29.899999618530273,26.549999237060547,29.899999618530273,129093,2021-08-30
2021-09-06,27.399999618530273,27.399999618530273,29.5,26.549999237060547,29.5,92887,2021-09-06
2021-09-13,27.600000381469727,27.600000381469727,29.0,27.049999237060547,27.950000762939453,169712,2021-09-13
2021-09-20,30.850000381469727,30.850000381469727,33.95000076293945,27.549999237060547,27.950000762939453,1349939,2021-09-20
2021-09-27,31.5,31.5,34.0,29.75,30.600000381469727,624452,2021-09-27
2021-10-04,39.349998474121094,39.349998474121094,43.45000076293945,30.799999237060547,31.5,3737525,2021-10-04
2021-10-11,36.25,36.25,40.45000076293945,34.79999923706055,39.79999923706055,734885,2021-10-11
2021-10-18,38.349998474121094,38.349998474121094,41.95000076293945,32.29999923706055,36.20000076293945,1488421,2021-10-18
2021-10-25,34.5,34.5,38.45000076293945,34.150001525878906,38.04999923706055,462344,2021-10-25
2021-11-01,39.650001525878906,39.650001525878906,40.45000076293945,34.099998474121094,34.099998474121094,632347,2021-11-01
2021-11-08,37.599998474121094,37.599998474121094,42.400001525878906,36.849998474121094,41.0,1246112,2021-11-08
2021-11-15,36.0,36.0,38.400001525878906,35.150001525878906,37.599998474121094,430008,2021-11-15
2021-11-22,33.400001525878906,33.400001525878906,36.79999923706055,33.0,36.79999923706055,330675,2021-11-22
2021-11-29,32.349998474121094,32.349998474121094,34.400001525878906,29.700000762939453,33.349998474121094,327430,2021-11-29
2021-12-06,34.29999923706055,34.29999923706055,35.900001525878906,31.799999237060547,33.849998474121094,228095,2021-12-06
2021-12-13,33.54999923706055,33.54999923706055,36.900001525878906,33.0,34.0,298794,2021-12-13
2021-12-20,31.649999618530273,31.649999618530273,33.400001525878906,30.450000762939453,33.400001525878906,192098,2021-12-20
2021-12-27,31.0,31.0,32.29999923706055,30.100000381469727,31.600000381469727,184580,2021-12-27
2022-01-03,30.299999237060547,30.299999237060547,31.850000381469727,29.799999237060547,31.5,465981,2022-01-03
2022-01-10,35.20000076293945,35.20000076293945,41.0,29.799999237060547,30.200000762939453,2346709,2022-01-10
2022-01-17,36.54999923706055,36.54999923706055,41.0,34.849998474121094,35.29999923706055,965537,2022-01-17
2022-01-24,35.25,35.25,36.95000076293945,33.29999923706055,36.95000076293945,390258,2022-01-24
2022-01-31,35.349998474121094,35.349998474121094,36.79999923706055,33.900001525878906,36.79999923706055,370708,2022-01-31
2022-02-07,33.75,33.75,35.95000076293945,32.75,35.900001525878906,440521,2022-02-07
2022-02-14,32.29999923706055,32.29999923706055,36.5,31.100000381469727,32.0,1006123,2022-02-14
2022-02-21,30.600000381469727,30.600000381469727,35.0,28.0,32.20000076293945,599188,2022-02-21
2022-02-28,30.549999237060547,30.549999237060547,32.04999923706055,28.049999237060547,32.04999923706055,191376,2022-02-28
2022-03-07,32.400001525878906,32.400001525878906,33.20000076293945,29.649999618530273,30.299999237060547,246029,2022-03-07
2022-03-14,32.099998474121094,32.099998474121094,34.20000076293945,31.700000762939453,32.849998474121094,252387,2022-03-14
2022-03-21,32.79999923706055,32.79999923706055,34.0,31.5,33.0,349678,2022-03-21
2022-03-28,37.099998474121094,37.099998474121094,39.5,33.150001525878906,33.5,1618552,2022-03-28
2022-04-04,51.70000076293945,51.70000076293945,57.0,36.79999923706055,36.79999923706055,6818928,2022-04-04
2022-04-11,49.95000076293945,49.95000076293945,54.400001525878906,47.5,52.900001525878906,823129,2022-04-11
2022-04-18,47.04999923706055,47.04999923706055,51.900001525878906,45.099998474121094,49.849998474121094,814306,2022-04-18
2022-04-25,42.25,42.25,49.400001525878906,42.0,45.0,295749,2022-04-25
2022-05-02,39.849998474121094,39.849998474121094,43.900001525878906,39.20000076293945,43.54999923706055,123541,2022-05-02
2022-05-09,36.849998474121094,36.849998474121094,40.75,34.0,39.849998474121094,196455,2022-05-09
2022-05-16,38.349998474121094,38.349998474121094,40.099998474121094,36.79999923706055,38.650001525878906,121904,2022-05-16
2022-05-23,37.099998474121094,37.099998474121094,40.400001525878906,35.29999923706055,40.0,107432,2022-05-23
2022-05-30,37.45000076293945,37.45000076293945,39.900001525878906,36.849998474121094,37.849998474121094,56632,2022-05-30
2022-06-06,36.04999923706055,36.04999923706055,38.099998474121094,35.25,37.400001525878906,45858,2022-06-06
2022-06-13,33.349998474121094,33.349998474121094,36.79999923706055,32.70000076293945,35.95000076293945,143248,2022-06-13
2022-06-20,31.700000762939453,31.700000762939453,33.45000076293945,30.200000762939453,33.0,102942,2022-06-20
2022-06-27,34.599998474121094,34.599998474121094,37.0,32.349998474121094,32.900001525878906,137682,2022-06-27
2022-07-04,35.20000076293945,35.20000076293945,37.400001525878906,34.54999923706055,35.0,105587,2022-07-04
2022-07-11,34.349998474121094,34.349998474121094,36.150001525878906,34.0,35.29999923706055,109017,2022-07-11
2022-07-18,34.650001525878906,34.650001525878906,36.45000076293945,33.900001525878906,34.599998474121094,184078,2022-07-18
2022-07-25,37.29999923706055,37.29999923706055,38.5,34.54999923706055,34.95000076293945,199870,2022-07-25
2022-08-01,39.900001525878906,39.900001525878906,41.79999923706055,37.650001525878906,38.650001525878906,267425,2022-08-01
2022-08-08,41.95000076293945,41.95000076293945,44.900001525878906,40.0,40.0,1123103,2022-08-08
2022-08-15,43.099998474121094,43.099998474121094,45.0,41.849998474121094,41.95000076293945,319642,2022-08-15
2022-08-22,47.45000076293945,47.45000076293945,48.900001525878906,41.099998474121094,42.599998474121094,897591,2022-08-22
2022-08-29,49.54999923706055,49.54999923706055,49.849998474121094,44.20000076293945,47.0,672205,2022-08-29
2022-09-05,48.54999923706055,48.54999923706055,52.70000076293945,47.0,49.54999923706055,937088,2022-09-05
2022-09-12,44.349998474121094,44.349998474121094,50.599998474121094,43.95000076293945,50.599998474121094,389535,2022-09-12
2022-09-19,42.599998474121094,42.599998474121094,46.650001525878906,42.0,44.349998474121094,332409,2022-09-19
2022-09-26,42.5,42.5,43.5,40.29999923706055,42.45000076293945,197430,2022-09-26
2022-10-03,44.349998474121094,44.349998474121094,46.29999923706055,42.099998474121094,42.5,195022,2022-10-03
2022-10-10,41.70000076293945,41.70000076293945,44.79999923706055,41.0,44.79999923706055,136228,2022-10-10
2022-10-17,40.150001525878906,40.150001525878906,42.54999923706055,37.25,42.54999923706055,166351,2022-10-17
2022-10-24,40.20000076293945,40.20000076293945,42.150001525878906,39.0,40.0,109500,2022-10-24
2022-10-31,42.349998474121094,42.349998474121094,44.20000076293945,40.04999923706055,40.95000076293945,378397,2022-10-31
2022-11-07,42.70000076293945,42.70000076293945,47.0,41.849998474121094,42.349998474121094,903509,2022-11-07
2022-11-14,41.95000076293945,41.95000076293945,43.75,40.849998474121094,42.70000076293945,192584,2022-11-14
2022-11-21,40.04999923706055,40.04999923706055,42.5,38.0,41.29999923706055,353115,2022-11-21
2022-11-28,40.70000076293945,40.70000076293945,44.0,38.849998474121094,40.04999923706055,351235,2022-11-28
2022-12-05,42.849998474121094,42.849998474121094,44.29999923706055,40.79999923706055,41.0,327247,2022-12-05
2022-12-12,45.599998474121094,45.599998474121094,49.45000076293945,41.0,42.900001525878906,1219464,2022-12-12
2022-12-19,39.25,39.25,48.5,38.75,47.25,418488,2022-12-19
2022-12-26,42.25,42.25,42.849998474121094,38.75,39.25,152723,2022-12-26
2023-01-02,41.400001525878906,41.400001525878906,45.95000076293945,40.900001525878906,42.25,109095,2023-01-02
2023-01-09,45.0,45.0,51.0,41.400001525878906,41.400001525878906,1832116,2023-01-09
2023-01-16,44.150001525878906,44.150001525878906,46.150001525878906,43.04999923706055,45.099998474121094,246460,2023-01-16
2023-01-23,41.650001525878906,41.650001525878906,45.5,41.25,44.79999923706055,156146,2023-01-23
2023-01-30,43.54999923706055,43.54999923706055,46.599998474121094,40.900001525878906,42.5,280315,2023-01-30
2023-02-06,43.79999923706055,43.79999923706055,48.0,42.70000076293945,42.70000076293945,400073,2023-02-06
2023-02-13,42.54999923706055,42.54999923706055,44.79999923706055,42.099998474121094,44.70000076293945,191654,2023-02-13
2023-02-20,41.75,41.75,43.5,40.70000076293945,41.849998474121094,155982,2023-02-20
2023-02-27,40.95000076293945,40.95000076293945,42.5,39.400001525878906,42.5,192256,2023-02-27
2023-03-06,39.849998474121094,39.849998474121094,42.400001525878906,39.5,40.400001525878906,218634,2023-03-06
2023-03-13,39.45000076293945,39.45000076293945,40.5,38.150001525878906,38.75,145848,2023-03-13
2023-03-20,36.400001525878906,36.400001525878906,40.099998474121094,35.5,38.45000076293945,150561,2023-03-20
2023-03-27,32.29999923706055,32.29999923706055,36.79999923706055,31.200000762939453,36.400001525878906,327492,2023-03-27
2023-04-03,39.04999923706055,39.04999923706055,41.20000076293945,32.75,33.0,371011,2023-04-03
2023-04-10,38.79999923706055,38.79999923706055,40.099998474121094,37.849998474121094,39.79999923706055,77370,2023-04-10
2023-04-17,38.849998474121094,38.849998474121094,41.79999923706055,37.5,38.79999923706055,395706,2023-04-17
2023-04-24,39.150001525878906,39.150001525878906,39.79999923706055,37.349998474121094,39.650001525878906,180438,2023-04-24
2023-05-01,40.349998474121094,40.349998474121094,42.25,38.75,39.150001525878906,254528,2023-05-01
2023-05-08,42.099998474121094,42.099998474121094,43.5,39.45000076293945,40.95000076293945,297400,2023-05-08
2023-05-15,39.75,39.75,44.349998474121094,39.0,42.04999923706055,539728,2023-05-15
2023-05-22,39.20000076293945,39.20000076293945,40.650001525878906,38.349998474121094,40.20000076293945,215014,2023-05-22
2023-05-29,40.20000076293945,40.20000076293945,40.400001525878906,38.5,39.79999923706055,137211,2023-05-29
2023-06-05,39.20000076293945,39.20000076293945,41.150001525878906,38.79999923706055,41.150001525878906,311813,2023-06-05
2023-06-12,38.5,38.5,39.95000076293945,38.150001525878906,39.25,260417,2023-06-12
2023-06-19,39.75,39.75,41.79999923706055,37.849998474121094,38.20000076293945,492521,2023-06-19
2023-06-26,38.79999923706055,38.79999923706055,40.5,37.20000076293945,40.5,236955,2023-06-26
2023-07-03,39.75,39.75,40.20000076293945,38.79999923706055,39.70000076293945,184578,2023-07-03
2023-07-10,38.29999923706055,38.29999923706055,40.79999923706055,37.900001525878906,40.79999923706055,200067,2023-07-10
2023-07-17,37.099998474121094,37.099998474121094,40.150001525878906,36.20000076293945,38.29999923706055,489114,2023-07-17
2023-07-24,35.95000076293945,35.95000076293945,37.599998474121094,35.5,37.5,533202,2023-07-24
2023-07-31,36.0,36.0,36.900001525878906,35.04999923706055,36.20000076293945,232049,2023-07-31
2023-08-07,36.099998474121094,36.099998474121094,38.400001525878906,35.75,37.349998474121094,639368,2023-08-07
2023-08-14,35.349998474121094,35.349998474121094,37.25,34.900001525878906,36.849998474121094,265631,2023-08-14
2023-08-21,35.70000076293945,35.70000076293945,36.79999923706055,35.25,36.150001525878906,317993,2023-08-21
2023-08-28,39.20000076293945,39.20000076293945,41.900001525878906,35.45000076293945,35.70000076293945,1938268,2023-08-28
2023-09-04,43.54999923706055,43.54999923706055,44.95000076293945,39.04999923706055,40.400001525878906,3706346,2023-09-04
2023-09-11,38.900001525878906,38.900001525878906,43.900001525878906,37.599998474121094,43.900001525878906,1484863,2023-09-11
2023-09-18,39.599998474121094,39.599998474121094,40.45000076293945,36.95000076293945,39.70000076293945,422033,2023-09-18
2023-09-25,39.54999923706055,39.54999923706055,40.5,37.849998474121094,39.95000076293945,332997,2023-09-25
2023-10-02,49.400001525878906,49.400001525878906,51.900001525878906,39.25,39.54999923706055,7699259,2023-10-02
2023-10-09,48.650001525878906,48.650001525878906,53.0,47.400001525878906,49.0,3901215,2023-10-09
2023-10-16,45.75,45.75,50.650001525878906,45.0,49.099998474121094,1191316,2023-10-16
2023-10-23,41.75,41.75,47.75,39.29999923706055,46.5,420721,2023-10-23
2023-10-30,43.400001525878906,43.400001525878906,43.400001525878906,37.849998474121094,41.5,1091740,2023-10-30
2023-11-06,49.849998474121094,49.849998474121094,52.0,43.5,45.54999923706055,2918293,2023-11-06
2023-11-13,63.150001525878906,63.150001525878906,63.150001525878906,52.0,52.04999923706055,3745804,2023-11-13
2023-11-20,60.849998474121094,60.849998474121094,66.0,56.45000076293945,64.80000305175781,1562562,2023-11-20
2023-11-27,59.70000076293945,59.70000076293945,63.5,58.20000076293945,60.849998474121094,413973,2023-11-27
2023-12-04,63.849998474121094,63.849998474121094,67.3499984741211,58.099998474121094,61.0,959512,2023-12-04
2023-12-11,60.900001525878906,60.900001525878906,67.0,60.0,63.849998474121094,540622,2023-12-11
2023-12-18,59.0,59.0,62.5,55.45000076293945,60.900001525878906,414625,2023-12-18
2023-12-25,60.54999923706055,60.54999923706055,64.1500015258789,58.150001525878906,59.0,542952,2023-12-25
2024-01-01,62.95000076293945,62.95000076293945,64.4000015258789,58.150001525878906,60.95000076293945,689548,2024-01-01
2024-01-08,72.75,72.75,72.80000305175781,64.0,64.9000015258789,842766,2024-01-08
2024-01-15,69.0,69.0,74.19999694824219,69.0,74.05000305175781,321217,2024-01-15
2024-01-22,64.0999984741211,64.0999984741211,69.0,63.70000076293945,69.0,137139,2024-01-22
2024-01-29,69.6500015258789,69.6500015258789,69.6500015258789,62.849998474121094,65.3499984741211,255556,2024-01-29
2024-02-05,68.19999694824219,68.19999694824219,73.80000305175781,68.1500015258789,71.0,177254,2024-02-05
2024-02-12,66.69999694824219,66.69999694824219,66.8499984741211,63.0,66.8499984741211,117253,2024-02-12
2024-02-19,74.25,74.25,77.1500015258789,66.80000305175781,69.4000015258789,629855,2024-02-19
2024-02-26,68.5,68.5,77.0,65.44999694824219,76.0,396055,2024-02-26
2024-03-04,68.44999694824219,68.44999694824219,75.25,66.5999984741211,73.94999694824219,533963,2024-03-04
2024-03-11,58.0,58.0,70.0,54.29999923706055,68.44999694824219,705035,2024-03-11
2024-03-18,57.29999923706055,57.29999923706055,59.400001525878906,53.5,58.0,351281,2024-03-18
2024-03-25,54.29999923706055,54.29999923706055,59.0,53.599998474121094,57.29999923706055,375943,2024-03-25
2024-04-01,65.9000015258789,65.9000015258789,67.05000305175781,55.349998474121094,55.45000076293945,592253,2024-04-01
2024-04-08,68.9000015258789,68.9000015258789,72.8499984741211,66.05000305175781,67.0,852858,2024-04-08
2024-04-15,66.19999694824219,66.19999694824219,69.75,63.599998474121094,67.9000015258789,432016,2024-04-15
2024-04-22,74.19999694824219,74.19999694824219,77.4000015258789,64.5,66.4000015258789,1307602,2024-04-22
2024-04-29,78.80000305175781,78.80000305175781,80.25,73.0,75.5,1377055,2024-04-29
2024-05-06,73.44999694824219,73.44999694824219,80.69999694824219,71.19999694824219,80.5999984741211,917489,2024-05-06
2024-05-13,74.4000015258789,74.4000015258789,76.44999694824219,70.69999694824219,73.5,441028,2024-05-13
2024-05-20,71.80000305175781,71.80000305175781,76.3499984741211,70.55000305175781,73.44999694824219,294140,2024-05-20
2024-05-27,69.5,69.5,78.0,69.0,72.55000305175781,630313,2024-05-27
2024-06-03,76.25,76.25,76.9000015258789,61.099998474121094,72.0,959442,2024-06-03
2024-06-10,75.25,75.25,79.5999984741211,71.88999938964844,75.9000015258789,1118873,2024-06-10
2024-06-17,87.41000366210938,87.41000366210938,88.0,74.0,75.25,1901405,2024-06-17
2024-06-24,82.56999969482422,82.56999969482422,90.5,78.0,88.05000305175781,859298,2024-06-24
2024-07-01,84.12000274658203,84.12000274658203,86.69000244140625,79.0,81.5999984741211,421775,2024-07-01
2024-07-08,79.58999633789062,79.58999633789062,85.4800033569336,79.0,85.4800033569336,204475,2024-07-08
2024-07-15,74.27999877929688,74.27999877929688,81.0,74.0199966430664,78.80000305175781,223838,2024-07-15
2024-07-22,76.13999938964844,76.13999938964844,77.19999694824219,71.31999969482422,74.0,206648,2024-07-22
2024-07-29,83.79000091552734,83.79000091552734,91.0999984741211,75.5,75.5,533878,2024-07-29
2024-08-05,76.4000015258789,76.4000015258789,82.11000061035156,76.05000305175781,82.11000061035156,71006,2024-08-05
2024-08-12,74.06999969482422,74.06999969482422,76.4000015258789,72.62000274658203,75.5999984741211,83594,2024-08-12
2024-08-19,74.0,74.0,74.0,71.02999877929688,73.51000213623047,99547,2024-08-19
2024-08-26,76.55000305175781,76.55000305175781,77.29000091552734,72.66999816894531,74.30000305175781,268642,2024-08-26
2024-09-02,73.4000015258789,73.4000015258789,76.9800033569336,73.4000015258789,76.5,74088,2024-09-02
2024-09-09,71.87999725341797,71.87999725341797,74.6500015258789,69.7300033569336,73.0,293334,2024-09-09
2024-09-16,67.62999725341797,67.62999725341797,73.9800033569336,67.0999984741211,73.9800033569336,235526,2024-09-16
2024-09-23,70.1500015258789,70.1500015258789,72.4000015258789,68.0,70.94999694824219,155742,2024-09-23
2024-09-30,68.6500015258789,68.6500015258789,74.56999969482422,68.25,73.0,267841,2024-09-30
2024-10-07,68.01000213623047,68.01000213623047,71.63999938964844,63.650001525878906,71.0,219519,2024-10-07
2024-10-14,67.73999786376953,67.73999786376953,74.80999755859375,66.08000183105469,70.0,455062,2024-10-14
2024-10-21,61.72999954223633,61.72999954223633,69.0,61.209999084472656,67.80000305175781,366138,2024-10-21
2024-10-28,77.20999908447266,77.20999908447266,78.44999694824219,60.029998779296875,64.80000305175781,1367977,2024-10-28
2024-11-04,77.54000091552734,77.54000091552734,79.80000305175781,73.0,78.98999786376953,1060961,2024-11-04
2024-11-11,70.30999755859375,70.30999755859375,78.3499984741211,68.7300033569336,78.3499984741211,314662,2024-11-11
2024-11-18,70.0,70.0,73.41999816894531,68.22000122070312,70.30999755859375,87285,2024-11-18
2024-11-25,76.36000061035156,76.36000061035156,76.68000030517578,68.5,72.9000015258789,420164,2024-11-25
2024-12-02,79.91000366210938,79.91000366210938,79.91000366210938,75.0199966430664,76.6500015258789,424073,2024-12-02
2024-12-09,97.55999755859375,97.55999755859375,97.55999755859375,81.30000305175781,83.5,1279393,2024-12-09
2024-12-16,96.1500015258789,96.1500015258789,107.0,95.5,99.79000091552734,982663,2024-12-16
2024-12-23,94.95999908447266,94.95999908447266,100.0,92.44999694824219,100.0,253493,2024-12-23
2024-12-30,98.73999786376953,98.73999786376953,99.5999984741211,91.0,97.0,297393,2024-12-30
2025-01-06,86.5999984741211,86.5999984741211,101.79000091552734,86.5999984741211,99.69999694824219,358886,2025-01-06
2025-01-13,88.73999786376953,88.73999786376953,88.95999908447266,79.0,82.5,247228,2025-01-13
2025-01-20,84.41000366210938,84.41000366210938,91.5,83.19999694824219,91.0,144030,2025-01-20
2025-01-27,81.08999633789062,81.08999633789062,83.98999786376953,76.16999816894531,81.5999984741211,173834,2025-01-27
2025-02-03,81.05000305175781,81.05000305175781,82.93000030517578,78.69999694824219,82.93000030517578,78545,2025-02-03
2025-02-10,68.02999877929688,68.02999877929688,82.98999786376953,67.30999755859375,82.98999786376953,275154,2025-02-10
2025-02-17,70.37999725341797,70.37999725341797,72.0,65.30000305175781,70.5,86877,2025-02-17
2025-02-24,63.939998626708984,63.939998626708984,71.69999694824219,63.939998626708984,67.55000305175781,98426,2025-02-24
2025-03-03,67.37999725341797,67.37999725341797,67.62999725341797,57.79999923706055,66.0,226344,2025-03-03
2025-03-10,60.439998626708984,60.439998626708984,70.48999786376953,59.720001220703125,70.48999786376953,147776,2025-03-10
2025-03-17,68.4000015258789,68.4000015258789,70.6500015258789,58.0,63.380001068115234,390228,2025-03-17
2025-03-24,62.16999816894531,62.16999816894531,71.08000183105469,62.0,68.5,451069,2025-03-24
2025-03-31,75.2699966430664,75.2699966430664,75.31999969482422,62.16999816894531,62.16999816894531,793052,2025-03-31
2025-04-07,72.73999786376953,72.73999786376953,75.0,67.73999786376953,67.73999786376953,268232,2025-04-07
2025-04-14,71.83000183105469,71.83000183105469,75.01000213623047,71.5,72.73999786376953,114338,2025-04-14
2025-04-21,79.1500015258789,79.1500015258789,84.25,70.0,72.5,1012294,2025-04-21
2025-04-28,80.0199966430664,80.0199966430664,81.25,76.3499984741211,78.5,364465,2025-04-28
2025-05-05,77.33999633789062,77.33999633789062,82.80000305175781,74.5999984741211,82.80000305175781,500797,2025-05-05
2025-05-12,94.18000030517578,94.18000030517578,96.19999694824219,78.19999694824219,79.9800033569336,1346753,2025-05-12
2025-05-19,96.06999969482422,96.06999969482422,97.5999984741211,93.23999786376953,94.1500015258789,599799,2025-05-19
2025-05-26,98.72000122070312,98.72000122070312,100.80000305175781,93.30999755859375,95.5,979487,2025-05-26
2025-06-02,91.02999877929688,91.02999877929688,100.0,89.0,99.5,717566,2025-06-02
2025-06-09,86.58000183105469,86.58000183105469,93.88999938964844,85.5999984741211,91.02999877929688,289156,2025-06-09
2025-06-16,83.2699966430664,83.2699966430664,91.48999786376953,82.5,86.0,206128,2025-06-16
2025-06-23,82.94000244140625,82.94000244140625,86.5,81.30000305175781,85.0,129721,2025-06-23
2025-06-30,82.37999725341797,82.37999725341797,86.4000015258789,80.11000061035156,82.52999877929688,167402,2025-06-30
2025-07-07,80.72000122070312,80.72000122070312,85.30000305175781,80.0,84.0,174706,2025-07-07
2025-07-14,80.05000305175781,80.05000305175781,83.0,79.05000305175781,82.0,39753,2025-07-14
