Date,Adj Close_INDIAMART.NS,Close_INDIAMART.NS,High_INDIAMART.NS,Low_INDIAMART.NS,Open_INDIAMART.NS,Volume_INDIAMART.NS,Date
2021-03-08,4134.54296875,4244.35009765625,4297.5,3802.77490234375,4072.60009765625,1784920,2021-03-08
2021-03-15,3964.2158203125,4069.5,4249.5,3990.0,4249.5,1697954,2021-03-15
2021-03-22,3797.54248046875,3898.39990234375,4132.0,3812.5,4095.0,1039372,2021-03-22
2021-03-29,3883.14404296875,3986.27490234375,4018.85009765625,3851.0,3898.39990234375,632470,2021-03-29
2021-04-05,4089.683837890625,4198.2998046875,4224.5,3868.02490234375,3960.0,830848,2021-04-05
2021-04-12,3886.163818359375,3989.375,4149.9248046875,3900.0,4110.02490234375,593106,2021-04-12
2021-04-19,4020.106689453125,4126.875,4191.64990234375,3830.0,3924.5,1028012,2021-04-19
2021-04-26,3871.503173828125,3974.324951171875,4462.4501953125,3944.425048828125,4191.0,2251244,2021-04-26
2021-05-03,3632.208740234375,3728.675048828125,3969.699951171875,3607.5,3924.324951171875,2412486,2021-05-03
2021-05-10,3316.37158203125,3404.449951171875,3752.5,3325.02490234375,3740.0,2422790,2021-05-10
2021-05-17,3738.14501953125,3837.425048828125,3922.0,3403.0,3455.0,2786010,2021-05-17
2021-05-24,3621.590576171875,3717.77490234375,3879.89990234375,3695.5,3835.0,870102,2021-05-24
2021-05-31,3375.477294921875,3465.125,3760.0,3430.75,3734.5,1702818,2021-05-31
2021-06-07,3539.739501953125,3633.75,3669.97509765625,3483.39990234375,3494.97509765625,1098132,2021-06-07
2021-06-14,3546.095703125,3640.27490234375,3709.72509765625,3389.60009765625,3660.5,988898,2021-06-14
2021-06-21,3411.203125,3501.800048828125,3645.050048828125,3492.5,3582.0,534458,2021-06-21
2021-06-28,3538.984619140625,3632.97509765625,3674.449951171875,3480.5,3550.0,731320,2021-06-28
2021-07-05,3594.14453125,3689.60009765625,3749.0,3595.0,3668.824951171875,623212,2021-07-05
2021-07-12,3520.96337890625,3614.47509765625,3737.0,3600.0,3726.27490234375,640164,2021-07-12
2021-07-19,3531.459228515625,3625.25,3692.25,3475.0,3582.5,1190322,2021-07-19
2021-07-26,3480.19580078125,3572.625,3663.699951171875,3504.25,3610.0,750200,2021-07-26
2021-08-02,3581.82177734375,3676.949951171875,3748.5,3555.5,3555.5,623946,2021-08-02
2021-08-09,3527.4169921875,3621.10009765625,3709.5,3540.0,3677.5,394798,2021-08-09
2021-08-16,3463.002685546875,3554.97509765625,3644.97509765625,3520.0,3620.0,289356,2021-08-16
2021-08-23,3479.319091796875,3571.72509765625,3617.47509765625,3496.0,3550.0,429872,2021-08-23
2021-08-30,3971.864990234375,4068.75,4124.5,3582.5,3600.0,3136394,2021-08-30
2021-09-06,4334.88525390625,4440.625,4635.0,4083.375,4091.0,4221464,2021-09-06
2021-09-13,4201.87890625,4304.375,4530.64990234375,4263.77490234375,4451.75,1745192,2021-09-13
2021-09-20,4151.6298828125,4252.89990234375,4400.0,3986.074951171875,4294.5,2115648,2021-09-20
2021-09-27,4056.35400390625,4155.2998046875,4375.0,4087.77490234375,4270.0,1130748,2021-09-27
2021-10-04,4298.03369140625,4402.875,4425.0,4085.0,4184.0,1433146,2021-10-04
2021-10-11,4602.189453125,4714.4501953125,4838.10009765625,4350.2998046875,4425.0,2284344,2021-10-11
2021-10-18,3861.677734375,3955.875,4855.35009765625,3900.0,4751.4248046875,2349102,2021-10-18
2021-10-25,3488.163818359375,3573.25,3957.5,3436.449951171875,3955.875,2292456,2021-10-25
2021-11-01,3578.168212890625,3665.449951171875,3728.0,3554.925048828125,3624.449951171875,689842,2021-11-01
2021-11-08,3682.22998046875,3772.050048828125,3881.47509765625,3550.0,3705.5,2531386,2021-11-08
2021-11-15,3721.911865234375,3812.699951171875,3964.39990234375,3748.425048828125,3775.0,1275188,2021-11-15
2021-11-22,3561.646240234375,3648.52490234375,3875.0,3568.22509765625,3812.699951171875,1214202,2021-11-22
2021-11-29,3496.63232421875,3581.925048828125,3750.0,3488.074951171875,3540.0,820896,2021-11-29
2021-12-06,3558.083251953125,3644.875,3720.0,3515.0,3610.0,896560,2021-12-06
2021-12-13,3400.60009765625,3483.550048828125,3679.5,3474.199951171875,3650.0,704372,2021-12-13
2021-12-20,3147.64501953125,3224.425048828125,3471.949951171875,3191.5,3469.5,1092602,2021-12-20
2021-12-27,3161.092041015625,3238.199951171875,3279.60009765625,3145.0,3224.425048828125,1272452,2021-12-27
2022-01-03,3256.514404296875,3335.949951171875,3349.47509765625,3215.0,3235.0,1055122,2022-01-03
2022-01-10,3304.347412109375,3384.949951171875,3453.5,3242.5,3350.0,1517908,2022-01-10
2022-01-17,2987.28173828125,3060.14990234375,3425.0,3033.02490234375,3381.14990234375,941642,2022-01-17
2022-01-24,2355.346435546875,2412.800048828125,3087.47509765625,2150.550048828125,3062.5,6554698,2022-01-24
2022-01-31,2479.590576171875,2540.074951171875,2691.0,2445.25,2473.5,2710960,2022-01-31
2022-02-07,2462.92236328125,2523.0,2626.324951171875,2495.0,2548.5,1417472,2022-02-07
2022-02-14,2359.958740234375,2417.52490234375,2624.39990234375,2402.5,2402.5,1443764,2022-02-14
2022-02-21,2374.723388671875,2432.64990234375,2489.425048828125,2277.5,2400.0,2010450,2022-02-21
2022-02-28,2150.786376953125,2203.25,2440.0,2190.0,2423.0,1093814,2022-02-28
2022-03-07,2185.39208984375,2238.699951171875,2294.35009765625,1980.0,2160.0,2360102,2022-03-07
2022-03-14,2193.787353515625,2247.300048828125,2307.5,2167.875,2238.5,1028636,2022-03-14
2022-03-21,2173.677490234375,2226.699951171875,2321.47509765625,2175.0,2275.0,998696,2022-03-21
2022-03-28,2172.62841796875,2225.625,2250.925048828125,2142.5,2244.949951171875,1047452,2022-03-28
2022-04-04,2403.618896484375,2462.25,2597.824951171875,2240.0,2249.5,3211052,2022-04-04
2022-04-11,2389.8544921875,2448.14990234375,2624.0,2427.60009765625,2484.39990234375,1544298,2022-04-11
2022-04-18,2354.175048828125,2411.60009765625,2487.5,2325.02490234375,2424.949951171875,1019422,2022-04-18
2022-04-25,2398.85986328125,2457.375,2574.949951171875,2319.800048828125,2363.0,2969784,2022-04-25
2022-05-02,2156.7412109375,2209.35009765625,2474.425048828125,2195.52490234375,2444.949951171875,1161434,2022-05-02
2022-05-09,2044.0399169921875,2093.89990234375,2294.949951171875,2075.0,2190.0,1201426,2022-05-09
2022-05-16,2087.2119140625,2138.125,2195.0,2050.5,2132.75,963278,2022-05-16
2022-05-23,2203.890869140625,2257.64990234375,2289.5,2025.125,2148.0,1651588,2022-05-23
2022-05-30,2200.74267578125,2254.425048828125,2362.5,2246.300048828125,2284.199951171875,1290080,2022-05-30
2022-06-06,2065.32080078125,2115.699951171875,2269.5,2100.5,2262.5,642992,2022-06-06
2022-06-13,1940.5396728515625,1987.875,2140.0,1910.7249755859375,2081.0,974272,2022-06-13
2022-06-20,2021.0020751953125,2070.300048828125,2159.5,1892.550048828125,1990.0,2067118,2022-06-20
2022-06-27,1863.7869873046875,1909.25,2118.625,1894.0,2100.0,1672112,2022-06-27
2022-07-04,1907.69091796875,1954.2249755859375,1979.9749755859375,1838.0,1922.5250244140625,1812444,2022-07-04
2022-07-11,1940.66162109375,1988.0,1994.5,1917.5250244140625,1973.949951171875,914320,2022-07-11
2022-07-18,1988.7144775390625,2037.2249755859375,2137.5,1993.2750244140625,1999.5,2083072,2022-07-18
2022-07-25,2076.425048828125,2127.074951171875,2155.0,1963.5999755859375,2031.0,1729322,2022-07-25
2022-08-01,2232.3466796875,2286.800048828125,2300.27490234375,2114.0,2144.949951171875,1809334,2022-08-01
2022-08-08,2085.137451171875,2136.0,2316.0,2129.050048828125,2274.97509765625,1051418,2022-08-08
2022-08-15,2097.681884765625,2148.85009765625,2255.0,2131.52490234375,2136.0,1338682,2022-08-15
2022-08-22,2136.094482421875,2188.199951171875,2210.0,2018.75,2149.5,2206434,2022-08-22
2022-08-29,2319.569091796875,2376.14990234375,2440.0,2100.0,2100.0,2029072,2022-08-29
2022-09-05,2328.1904296875,2383.89990234375,2415.85009765625,2300.0,2392.5,1582944,2022-09-05
2022-09-12,2190.802978515625,2243.22509765625,2414.0,2217.5,2387.5,829984,2022-09-12
2022-09-19,2149.686767578125,2201.125,2258.0,2160.5,2252.5,863262,2022-09-19
2022-09-26,2176.837158203125,2228.925048828125,2255.0,2115.0,2191.5,1133716,2022-09-26
2022-10-03,2190.876220703125,2243.300048828125,2284.0,2205.125,2224.39990234375,527222,2022-10-03
2022-10-10,2117.7265625,2168.39990234375,2279.97509765625,2152.85009765625,2213.300048828125,678134,2022-10-10
2022-10-17,2129.446044921875,2180.39990234375,2312.52490234375,2133.0,2160.0,1410882,2022-10-17
2022-10-24,2217.6357421875,2270.699951171875,2310.0,2173.14990234375,2180.39990234375,680568,2022-10-24
2022-10-31,2295.522216796875,2350.449951171875,2380.0,2275.0,2275.0,806774,2022-10-31
2022-11-07,2341.740966796875,2397.77490234375,2457.5,2350.0,2350.449951171875,729170,2022-11-07
2022-11-14,2193.293212890625,2245.77490234375,2394.97509765625,2200.0,2375.0,1347778,2022-11-14
2022-11-21,2138.62646484375,2189.800048828125,2256.25,2146.0,2240.5,663270,2022-11-21
2022-11-28,2181.18310546875,2233.375,2250.0,2178.14990234375,2199.425048828125,510028,2022-11-28
2022-12-05,2165.898681640625,2217.72509765625,2254.0,2182.625,2244.550048828125,479662,2022-12-05
2022-12-12,2116.603271484375,2167.25,2233.25,2132.10009765625,2213.699951171875,620262,2022-12-12
2022-12-19,2006.3662109375,2054.375,2294.5,2043.5,2165.02490234375,1273816,2022-12-19
2022-12-26,2109.278564453125,2159.75,2177.5,2045.5,2064.64990234375,624556,2022-12-26
2023-01-02,2119.0693359375,2169.77490234375,2192.77490234375,2145.824951171875,2170.550048828125,288818,2023-01-02
2023-01-09,2178.1552734375,2230.27490234375,2239.60009765625,2152.625,2176.074951171875,346820,2023-01-09
2023-01-16,2221.64013671875,2274.800048828125,2349.175048828125,2221.550048828125,2237.5,1336188,2023-01-16
2023-01-23,2165.36181640625,2217.175048828125,2361.97509765625,2200.0,2285.0,775476,2023-01-23
2023-01-30,2230.1611328125,2283.52490234375,2328.0,2185.5,2222.0,552918,2023-01-30
2023-02-06,2339.885498046875,2395.875,2414.699951171875,2281.449951171875,2294.0,754272,2023-02-06
2023-02-13,2342.669189453125,2398.72509765625,2428.125,2325.10009765625,2392.0,664818,2023-02-13
2023-02-20,2328.337158203125,2384.050048828125,2435.0,2340.02490234375,2405.0,641098,2023-02-20
2023-02-27,2400.16845703125,2457.60009765625,2522.5,2340.5,2355.5,970164,2023-02-27
2023-03-06,2322.159912109375,2377.72509765625,2525.0,2365.0,2479.0,666682,2023-03-06
2023-03-13,2389.57177734375,2446.75,2460.0,2315.60009765625,2360.5,642956,2023-03-13
2023-03-20,2430.272705078125,2488.425048828125,2596.5,2422.0,2446.75,1433590,2023-03-20
2023-03-27,2451.221435546875,2509.875,2557.0,2475.14990234375,2485.02490234375,850834,2023-03-27
2023-04-03,2441.748291015625,2500.175048828125,2535.0,2469.675048828125,2520.0,365290,2023-04-03
2023-04-10,2632.7529296875,2695.75,2782.75,2475.10009765625,2500.175048828125,1625896,2023-04-10
2023-04-17,2563.510009765625,2624.85009765625,2747.5,2610.0,2697.5,969904,2023-04-17
2023-04-24,2620.6181640625,2683.324951171875,2710.0,2589.64990234375,2625.0,1131414,2023-04-24
2023-05-01,2903.963134765625,2973.449951171875,3048.5,2663.52490234375,2683.324951171875,2470362,2023-05-01
2023-05-08,2885.627197265625,2954.675048828125,3012.074951171875,2930.625,2983.574951171875,964058,2023-05-08
2023-05-15,2738.1884765625,2794.25,2995.02490234375,2776.5,2950.0,984344,2023-05-15
2023-05-22,2724.17529296875,2779.949951171875,2809.925048828125,2716.5,2797.47509765625,739464,2023-05-22
2023-05-29,2793.2119140625,2850.39990234375,2857.0,2742.5,2780.5,695922,2023-05-29
2023-06-05,2737.919189453125,2793.97509765625,2874.97509765625,2759.02490234375,2874.97509765625,704496,2023-06-05
2023-06-12,2895.64013671875,2954.925048828125,2984.5,2773.77490234375,2800.0,972282,2023-06-12
2023-06-19,2847.206787109375,2905.5,3014.0,2885.0,2969.0,1112355,2023-06-19
2023-06-26,2757.73828125,2814.199951171875,2913.300048828125,2781.64990234375,2893.0,545572,2023-06-26
2023-07-03,2690.710693359375,2745.800048828125,2860.0,2736.0,2835.949951171875,900634,2023-07-03
2023-07-10,2792.134033203125,2849.300048828125,2896.89990234375,2611.39990234375,2746.0,1685036,2023-07-10
2023-07-17,3087.781005859375,3151.0,3335.550048828125,2830.449951171875,2875.0,4309434,2023-07-17
2023-07-24,3028.249755859375,3090.25,3169.85009765625,2894.699951171875,3169.85009765625,1960966,2023-07-24
2023-07-31,3062.49853515625,3125.199951171875,3157.0,2963.300048828125,3109.800048828125,997586,2023-07-31
2023-08-07,3071.318115234375,3134.199951171875,3207.60009765625,3106.60009765625,3143.25,666579,2023-08-07
2023-08-14,3019.136474609375,3080.949951171875,3188.0,3063.0,3135.300048828125,457314,2023-08-14
2023-08-21,2955.489501953125,3016.0,3198.0,3005.0,3096.14990234375,1062968,2023-08-21
2023-08-28,3049.416748046875,3111.85009765625,3126.0,2997.60009765625,3021.10009765625,657914,2023-08-28
2023-09-04,3154.416748046875,3219.0,3292.0,3100.25,3123.300048828125,970459,2023-09-04
2023-09-11,3024.526123046875,3086.449951171875,3247.5,3040.0,3219.0,1257005,2023-09-11
2023-09-18,2931.187255859375,2991.199951171875,3079.800048828125,2970.0,3079.800048828125,754716,2023-09-18
2023-09-25,2818.592529296875,2876.300048828125,2994.050048828125,2850.0,2986.25,651356,2023-09-25
2023-10-02,2810.36083984375,2867.89990234375,2924.35009765625,2827.050048828125,2876.300048828125,508969,2023-10-02
2023-10-09,2769.10546875,2825.800048828125,2899.75,2785.050048828125,2867.89990234375,723729,2023-10-09
2023-10-16,2667.8779296875,2722.5,2862.0,2702.199951171875,2826.050048828125,511903,2023-10-16
2023-10-23,2715.89501953125,2771.5,2807.949951171875,2613.64990234375,2722.5,668818,2023-10-23
2023-10-30,2538.869384765625,2590.85009765625,2715.0,2533.85009765625,2715.0,1488705,2023-10-30
2023-11-06,2549.55078125,2601.75,2689.5,2552.550048828125,2616.0,1013876,2023-11-06
2023-11-13,2554.744384765625,2607.050048828125,2624.449951171875,2547.14990234375,2610.0,1030487,2023-11-13
2023-11-20,2546.9541015625,2599.10009765625,2646.35009765625,2557.5,2625.0,812147,2023-11-20
2023-11-27,2546.02294921875,2598.14990234375,2632.199951171875,2581.75,2599.10009765625,635487,2023-11-27
2023-12-04,2623.5849609375,2677.300048828125,2755.300048828125,2578.0,2620.14990234375,1791715,2023-12-04
2023-12-11,2735.10205078125,2791.10009765625,2850.0,2661.0,2675.0,2074505,2023-12-11
2023-12-18,2657.34375,2711.75,2912.0,2628.5,2792.0,1874053,2023-12-18
2023-12-25,2667.2900390625,2721.89990234375,2808.75,2652.0,2711.75,965179,2023-12-25
2024-01-01,2688.11376953125,2743.14990234375,2783.949951171875,2675.0,2721.0,581638,2024-01-01
2024-01-08,2541.51513671875,2593.550048828125,2745.0,2565.25,2745.0,847154,2024-01-08
2024-01-15,2580.66357421875,2633.5,2704.949951171875,2393.35009765625,2609.89990234375,2549730,2024-01-15
2024-01-22,2400.061279296875,2449.199951171875,2633.5,2416.64990234375,2633.5,678350,2024-01-22
2024-01-29,2510.6474609375,2562.050048828125,2583.85009765625,2438.550048828125,2469.949951171875,805069,2024-01-29
2024-02-05,2642.498046875,2696.60009765625,2717.5,2522.89990234375,2550.0,1291752,2024-02-05
2024-02-12,2719.4716796875,2775.14990234375,2787.0,2640.949951171875,2696.949951171875,1184828,2024-02-12
2024-02-19,2617.3623046875,2670.949951171875,2805.0,2660.10009765625,2765.050048828125,1318114,2024-02-19
2024-02-26,2603.104248046875,2656.39990234375,2724.0,2608.14990234375,2670.0,685784,2024-02-26
2024-03-04,2556.900146484375,2609.25,2675.0,2564.199951171875,2675.0,371239,2024-03-04
2024-03-11,2575.078125,2627.800048828125,2689.39990234375,2475.0,2604.5,1538991,2024-03-11
2024-03-18,2620.89013671875,2674.550048828125,2694.89990234375,2549.35009765625,2629.0,449693,2024-03-18
2024-03-25,2592.3740234375,2645.449951171875,2730.0,2612.89990234375,2674.550048828125,502465,2024-03-25
2024-04-01,2492.17529296875,2543.199951171875,2727.89990234375,2535.0,2647.949951171875,1533187,2024-04-01
2024-04-08,2528.776123046875,2580.550048828125,2607.0,2531.050048828125,2548.449951171875,420898,2024-04-08
2024-04-15,2475.516357421875,2526.199951171875,2615.550048828125,2487.050048828125,2550.0,572637,2024-04-15
2024-04-22,2581.202880859375,2634.050048828125,2684.949951171875,2540.050048828125,2555.949951171875,672164,2024-04-22
2024-04-29,2743.480224609375,2799.64990234375,2908.25,2600.10009765625,2640.050048828125,3834173,2024-04-29
2024-05-06,2612.315673828125,2665.800048828125,2821.39990234375,2628.550048828125,2819.949951171875,910535,2024-05-06
2024-05-13,2579.3896484375,2632.199951171875,2729.449951171875,2583.89990234375,2665.0,648878,2024-05-13
2024-05-20,2508.785400390625,2560.14990234375,2689.0,2555.0,2636.60009765625,614300,2024-05-20
2024-05-27,2369.193359375,2417.699951171875,2577.85009765625,2409.35009765625,2560.25,1032208,2024-05-27
2024-06-03,2491.734619140625,2542.75,2575.89990234375,2230.0,2530.0,1184060,2024-06-03
2024-06-10,2545.830322265625,2577.550048828125,2624.85009765625,2520.0,2569.5,592237,2024-06-10
2024-06-17,2622.426025390625,2655.10009765625,2717.25,2535.75,2577.550048828125,1115224,2024-06-17
2024-06-24,2647.859130859375,2680.85009765625,2734.199951171875,2643.25,2663.949951171875,926049,2024-06-24
2024-07-01,2665.588134765625,2698.800048828125,2742.75,2638.199951171875,2681.0,642604,2024-07-01
2024-07-08,2777.39501953125,2812.0,2846.39990234375,2631.449951171875,2712.0,1349257,2024-07-08
2024-07-15,2763.764892578125,2798.199951171875,2953.949951171875,2780.85009765625,2820.35009765625,1757147,2024-07-15
2024-07-22,2995.6259765625,3032.949951171875,3051.0,2728.050048828125,2789.949951171875,1575475,2024-07-22
2024-07-29,2754.43115234375,2788.75,3198.39990234375,2765.0,3064.0,3388995,2024-07-29
2024-08-05,2743.07275390625,2777.25,2848.39990234375,2626.25,2716.64990234375,1580013,2024-08-05
2024-08-12,2714.8740234375,2748.699951171875,2821.300048828125,2662.0,2780.0,665195,2024-08-12
2024-08-19,2861.003173828125,2896.64990234375,2992.89990234375,2749.0,2770.0,1576807,2024-08-19
2024-08-26,2963.130859375,3000.050048828125,3067.550048828125,2898.0,2898.0,1612292,2024-08-26
2024-09-02,2947.0810546875,2983.800048828125,3122.0,2939.800048828125,3009.0,1841708,2024-09-02
2024-09-09,3090.19775390625,3128.699951171875,3176.0,2976.10009765625,2996.0,1317710,2024-09-09
2024-09-16,3017.503662109375,3055.10009765625,3145.60009765625,2918.050048828125,3140.0,831146,2024-09-16
2024-09-23,2882.2880859375,2918.199951171875,3091.0,2875.89990234375,3031.5,1051397,2024-09-23
2024-09-30,2805.939453125,2840.89990234375,3021.0,2826.10009765625,2918.199951171875,590126,2024-09-30
2024-10-07,2974.341064453125,3011.39990234375,3039.75,2758.0,2877.949951171875,1116842,2024-10-07
2024-10-14,2976.069580078125,3013.14990234375,3127.60009765625,2960.64990234375,3011.39990234375,2294122,2024-10-14
2024-10-21,2408.73828125,2438.75,2879.050048828125,2416.0,2879.050048828125,7530446,2024-10-21
2024-10-28,2519.755126953125,2551.14990234375,2594.75,2401.0,2443.949951171875,1804845,2024-10-28
2024-11-04,2344.241943359375,2373.449951171875,2578.85009765625,2361.699951171875,2574.85009765625,1690445,2024-11-04
2024-11-11,2256.040771484375,2284.14990234375,2394.0,2276.449951171875,2373.449951171875,795650,2024-11-11
2024-11-18,2250.80615234375,2278.85009765625,2312.0,2234.14990234375,2280.0,895053,2024-11-18
2024-11-25,2316.043212890625,2344.89990234375,2394.60009765625,2255.75,2300.949951171875,1629360,2024-11-25
2024-12-02,2328.833984375,2357.85009765625,2449.0,2251.0,2344.89990234375,664384,2024-12-02
2024-12-09,2356.193115234375,2385.550048828125,2409.949951171875,2300.550048828125,2357.85009765625,878099,2024-12-09
2024-12-16,2222.26171875,2249.949951171875,2401.5,2242.75,2385.550048828125,951549,2024-12-16
2024-12-23,2228.5830078125,2256.35009765625,2275.5,2199.89990234375,2265.0,874019,2024-12-23
2024-12-30,2222.7060546875,2250.39990234375,2338.050048828125,2226.14990234375,2262.0,1117232,2024-12-30
2025-01-06,2296.5361328125,2325.14990234375,2371.0,2165.550048828125,2273.050048828125,1675473,2025-01-06
2025-01-13,2254.510009765625,2282.60009765625,2314.949951171875,2198.0,2314.10009765625,1229299,2025-01-13
2025-01-20,2057.76123046875,2083.39990234375,2325.0,2065.39990234375,2286.0,4920684,2025-01-20
2025-01-27,2139.98681640625,2166.64990234375,2174.25,2045.5999755859375,2075.0,2257287,2025-01-27
2025-02-03,2145.912841796875,2172.64990234375,2213.75,2111.0,2175.0,506518,2025-02-03
2025-02-10,2098.454345703125,2124.60009765625,2238.699951171875,2097.0,2172.64990234375,558939,2025-02-10
2025-02-17,1997.808349609375,2022.699951171875,2153.199951171875,2016.0,2100.0,724800,2025-02-17
2025-02-24,1940.7689208984375,1964.949951171875,2050.0,1903.800048828125,2000.0,992227,2025-02-24
2025-03-03,1985.9559326171875,2010.699951171875,2027.8499755859375,1925.6500244140625,1973.050048828125,633841,2025-03-03
2025-03-10,1931.8797607421875,1955.949951171875,2030.0,1914.949951171875,2022.1500244140625,375244,2025-03-10
2025-03-17,2115.689697265625,2142.050048828125,2150.0,1930.0,1950.050048828125,456647,2025-03-17
2025-03-24,2043.2421875,2068.699951171875,2161.949951171875,2017.699951171875,2145.0,556009,2025-03-24
2025-03-31,2044.279296875,2069.75,2153.449951171875,2030.0999755859375,2068.699951171875,389969,2025-03-31
2025-04-07,2068.132080078125,2093.89990234375,2105.75,1900.0999755859375,1903.800048828125,553111,2025-04-07
2025-04-14,2169.568359375,2196.60009765625,2213.89990234375,2088.10009765625,2093.89990234375,650539,2025-04-14
2025-04-21,2220.4345703125,2248.10009765625,2344.0,2180.60009765625,2180.60009765625,448156,2025-04-21
2025-04-28,2235.25,2263.10009765625,2435.699951171875,2216.800048828125,2230.10009765625,1200313,2025-04-28
2025-05-05,2227.84228515625,2255.60009765625,2346.199951171875,2155.10009765625,2276.0,503999,2025-05-05
2025-05-12,2321.278076171875,2350.199951171875,2370.0,2263.60009765625,2323.89990234375,620610,2025-05-12
2025-05-19,2338.9580078125,2368.10009765625,2410.0,2314.39990234375,2350.0,649764,2025-05-19
2025-05-26,2303.7958984375,2332.5,2374.0,2295.0,2370.0,640147,2025-05-26
2025-06-02,2398.219482421875,2428.10009765625,2448.0,2299.800048828125,2320.10009765625,637935,2025-06-02
2025-06-09,2468.699951171875,2468.699951171875,2530.5,2360.0,2401.0,772534,2025-06-09
2025-06-16,2490.39990234375,2490.39990234375,2513.60009765625,2419.10009765625,2450.0,369046,2025-06-16
2025-06-23,2608.300048828125,2608.300048828125,2729.89990234375,2460.10009765625,2472.5,1676548,2025-06-23
2025-06-30,2546.699951171875,2546.699951171875,2639.800048828125,2530.0,2615.800048828125,634339,2025-06-30
2025-07-07,2604.60009765625,2604.60009765625,2620.0,2525.10009765625,2546.699951171875,834421,2025-07-07
2025-07-14,2713.199951171875,2713.199951171875,2799.0,2606.0,2606.89990234375,1032490,2025-07-14
