Date,Adj Close_MAHLOG.NS,Close_MAHLOG.NS,High_MAHLOG.NS,Low_MAHLOG.NS,Open_MAHLOG.NS,Volume_MAHLOG.NS,Date
2022-03-21,436.4064025878906,446.1499938964844,483.79998779296875,426.0,459.8999938964844,739304,2022-03-21
2022-03-28,495.24273681640625,506.29998779296875,524.0,442.0,450.0,755646,2022-03-28
2022-04-04,507.12744140625,518.4500122070312,541.0,501.0,501.1000061035156,457834,2022-04-04
2022-04-11,500.720458984375,511.8999938964844,522.4500122070312,508.0,518.0499877929688,203750,2022-04-11
2022-04-18,471.0821838378906,481.6000061035156,514.4500122070312,479.1000061035156,512.0,412200,2022-04-18
2022-04-25,504.82867431640625,516.0999755859375,547.0,468.29998779296875,479.29998779296875,3152437,2022-04-25
2022-05-02,465.7023010253906,476.1000061035156,516.0,475.0,516.0,280329,2022-05-02
2022-05-09,449.6604919433594,459.70001220703125,480.0,450.0,476.1000061035156,244361,2022-05-09
2022-05-16,439.3897705078125,449.20001220703125,477.8999938964844,444.1499938964844,461.79998779296875,246256,2022-05-16
2022-05-23,450.63861083984375,460.70001220703125,507.8999938964844,446.79998779296875,472.0,1797683,2022-05-23
2022-05-30,465.8979187011719,476.29998779296875,493.1499938964844,452.0,464.79998779296875,304476,2022-05-30
2022-06-06,460.9582214355469,471.25,484.0,459.3999938964844,482.8999938964844,146896,2022-06-06
2022-06-13,411.0231628417969,420.20001220703125,469.0,417.04998779296875,469.0,578630,2022-06-13
2022-06-20,422.6632385253906,432.1000061035156,434.70001220703125,405.45001220703125,420.29998779296875,328375,2022-06-20
2022-06-27,448.7312316894531,458.75,478.95001220703125,435.45001220703125,438.6000061035156,610984,2022-06-27
2022-07-04,494.0689697265625,505.1000061035156,519.7999877929688,457.1499938964844,465.8999938964844,775603,2022-07-04
2022-07-11,464.67523193359375,475.04998779296875,505.6000061035156,471.25,503.79998779296875,324393,2022-07-11
2022-07-18,465.5555725097656,475.95001220703125,495.75,472.04998779296875,482.1499938964844,155282,2022-07-18
2022-07-25,457.4797668457031,465.75,492.95001220703125,460.1000061035156,482.0,801304,2022-07-25
2022-08-01,465.0921325683594,473.5,484.79998779296875,467.5,471.75,1550573,2022-08-01
2022-08-08,473.6376953125,482.20001220703125,503.95001220703125,468.0,474.6499938964844,992640,2022-08-08
2022-08-15,487.8310546875,496.6499938964844,518.5,478.5,482.20001220703125,900128,2022-08-15
2022-08-22,482.5269470214844,491.25,503.0,478.3999938964844,493.04998779296875,463281,2022-08-22
2022-08-29,473.93231201171875,482.5,487.0,474.0,484.25,941476,2022-08-29
2022-09-05,488.46954345703125,497.29998779296875,502.29998779296875,480.5,485.3500061035156,668923,2022-09-05
2022-09-12,521.4729614257812,530.9000244140625,560.2999877929688,488.79998779296875,495.0,4095674,2022-09-12
2022-09-19,521.4729614257812,530.9000244140625,567.0,506.0,537.0,3002949,2022-09-19
2022-09-26,510.6191101074219,519.8499755859375,532.0,491.1499938964844,530.5,1941188,2022-09-26
2022-10-03,520.0977783203125,529.5,539.0,513.25,513.25,643757,2022-10-03
2022-10-10,517.593017578125,526.9500122070312,530.8499755859375,516.25,527.5,490875,2022-10-10
2022-10-17,525.9420776367188,535.4500122070312,559.0,518.25,526.9500122070312,982589,2022-10-17
2022-10-24,529.7728271484375,539.3499755859375,548.0,530.5499877929688,539.0,212902,2022-10-24
2022-10-31,528.4468383789062,538.0,558.0,530.2000122070312,540.0,668389,2022-10-31
2022-11-07,495.9345703125,504.8999938964844,549.0,503.75,548.9000244140625,671182,2022-11-07
2022-11-14,499.7161865234375,508.75,525.0,491.0,505.0,483630,2022-11-14
2022-11-21,494.4612121582031,503.3999938964844,512.7000122070312,480.25,505.54998779296875,516246,2022-11-21
2022-11-28,498.88128662109375,507.8999938964844,545.75,488.8999938964844,505.95001220703125,1189150,2022-11-28
2022-12-05,464.55194091796875,472.95001220703125,511.6000061035156,471.1000061035156,511.54998779296875,496093,2022-12-05
2022-12-12,461.359619140625,469.70001220703125,496.45001220703125,468.79998779296875,472.04998779296875,446628,2022-12-12
2022-12-19,463.0785827636719,471.45001220703125,477.54998779296875,451.8500061035156,470.8999938964844,610125,2022-12-19
2022-12-26,492.8896179199219,501.79998779296875,505.25,465.70001220703125,475.0,413578,2022-12-26
2023-01-02,479.1873474121094,487.8500061035156,509.0,485.6000061035156,501.79998779296875,134336,2023-01-02
2023-01-09,469.9051513671875,478.3999938964844,502.3500061035156,477.95001220703125,488.0,134377,2023-01-09
2023-01-16,478.79443359375,487.45001220703125,497.29998779296875,477.70001220703125,480.04998779296875,206042,2023-01-16
2023-01-23,457.7744445800781,466.04998779296875,492.25,462.1000061035156,491.45001220703125,133062,2023-01-23
2023-01-30,437.5893249511719,445.5,499.0,445.0,459.04998779296875,367619,2023-01-30
2023-02-06,400.1658630371094,407.3999938964844,454.29998779296875,406.0,447.95001220703125,781324,2023-02-06
2023-02-13,372.8594970703125,379.6000061035156,413.95001220703125,373.25,411.45001220703125,1037451,2023-02-13
2023-02-20,369.667236328125,376.3500061035156,391.20001220703125,367.25,382.6000061035156,905231,2023-02-20
2023-02-27,356.750732421875,363.20001220703125,378.25,357.29998779296875,377.0,1206889,2023-02-27
2023-03-06,365.09979248046875,371.70001220703125,380.0,360.25,363.8999938964844,313526,2023-03-06
2023-03-13,360.09033203125,366.6000061035156,376.5,356.75,374.95001220703125,1001543,2023-03-13
2023-03-20,352.03594970703125,358.3999938964844,375.0,356.54998779296875,367.45001220703125,387219,2023-03-20
2023-03-27,348.0087585449219,354.29998779296875,368.0,349.70001220703125,358.3999938964844,417568,2023-03-27
2023-04-03,373.1051025390625,379.8500061035156,382.20001220703125,354.29998779296875,355.0,325547,2023-04-03
2023-04-10,369.9128112792969,376.6000061035156,398.0,365.0,382.29998779296875,177652,2023-04-10
2023-04-17,373.35064697265625,380.1000061035156,393.95001220703125,371.54998779296875,373.0,255270,2023-04-17
2023-04-24,363.28265380859375,369.8500061035156,389.0,362.1000061035156,383.8999938964844,772052,2023-04-24
2023-05-01,362.7424011230469,369.29998779296875,376.5,368.54998779296875,369.8500061035156,329655,2023-05-01
2023-05-08,362.3495178222656,368.8999938964844,372.29998779296875,360.04998779296875,369.45001220703125,154764,2023-05-08
2023-05-15,350.51348876953125,356.8500061035156,371.95001220703125,353.3500061035156,368.8999938964844,242126,2023-05-15
2023-05-22,355.37554931640625,361.79998779296875,372.45001220703125,358.04998779296875,359.95001220703125,380724,2023-05-22
2023-05-29,358.51873779296875,365.0,373.54998779296875,359.0,366.0,618786,2023-05-29
2023-06-05,352.3797607421875,358.75,372.0,358.1000061035156,370.8999938964844,668110,2023-06-05
2023-06-12,361.0726013183594,367.6000061035156,379.0,359.1000061035156,363.0,1006592,2023-06-12
2023-06-19,378.0653991699219,384.8999938964844,397.5,365.1499938964844,369.79998779296875,1712332,2023-06-19
2023-06-26,376.002685546875,382.79998779296875,390.6499938964844,373.70001220703125,389.95001220703125,472864,2023-06-26
2023-07-03,374.3819885253906,381.1499938964844,391.79998779296875,379.5,386.0,539113,2023-07-03
2023-07-10,375.2659912109375,382.04998779296875,385.45001220703125,374.79998779296875,381.04998779296875,374957,2023-07-10
2023-07-17,404.4239501953125,409.0,430.0,379.1499938964844,384.95001220703125,6921207,2023-07-17
2023-07-24,357.75201416015625,361.79998779296875,420.5,361.04998779296875,412.6499938964844,1660549,2023-07-24
2023-07-31,358.2958984375,362.3500061035156,366.6000061035156,354.0,363.54998779296875,1307182,2023-07-31
2023-08-07,368.3817443847656,372.54998779296875,377.79998779296875,357.5,362.3500061035156,821304,2023-08-07
2023-08-14,370.6065673828125,374.79998779296875,387.0,368.1000061035156,373.0,876908,2023-08-14
2023-08-21,379.70367431640625,384.0,395.0,374.79998779296875,374.79998779296875,926800,2023-08-21
2023-08-28,389.3940124511719,393.79998779296875,405.0,384.3999938964844,385.79998779296875,1175385,2023-08-28
2023-09-04,405.4621887207031,410.04998779296875,418.5,400.0,403.0,1212935,2023-09-04
2023-09-11,402.69354248046875,407.25,427.70001220703125,397.0,413.04998779296875,1103734,2023-09-11
2023-09-18,383.3128356933594,387.6499938964844,416.95001220703125,386.3999938964844,409.0,791353,2023-09-18
2023-09-25,383.4117126464844,387.75,396.3500061035156,380.04998779296875,389.0,513146,2023-09-25
2023-10-02,365.61309814453125,369.75,392.0,369.0,387.75,535889,2023-10-02
2023-10-09,367.24462890625,371.3999938964844,379.95001220703125,349.1499938964844,370.0,2984949,2023-10-09
2023-10-16,376.93499755859375,381.20001220703125,398.0,376.1499938964844,378.0,1775901,2023-10-16
2023-10-23,350.2370910644531,354.20001220703125,384.75,349.5,384.5,1994143,2023-10-23
2023-10-30,347.61669921875,351.54998779296875,358.70001220703125,348.04998779296875,358.70001220703125,997239,2023-10-30
2023-11-06,355.0822448730469,359.1000061035156,371.75,353.6000061035156,354.0,581648,2023-11-06
2023-11-13,362.39947509765625,366.5,375.45001220703125,359.0,362.6499938964844,558726,2023-11-13
2023-11-20,358.1475830078125,362.20001220703125,373.8999938964844,359.04998779296875,366.45001220703125,575378,2023-11-20
2023-11-27,357.7026062011719,361.75,364.0,356.0,362.20001220703125,575560,2023-11-27
2023-12-04,377.08331298828125,381.3500061035156,383.3999938964844,358.29998779296875,365.0,3910739,2023-12-04
2023-12-11,392.70654296875,397.1499938964844,404.0,374.75,386.0,4573527,2023-12-11
2023-12-18,384.6971435546875,389.04998779296875,404.95001220703125,381.1000061035156,396.1499938964844,2125990,2023-12-18
2023-12-25,383.5105895996094,387.8500061035156,395.0,380.95001220703125,389.04998779296875,1100719,2023-12-25
2024-01-01,442.8887023925781,447.8999938964844,452.6000061035156,387.1000061035156,388.79998779296875,7074039,2024-01-01
2024-01-08,433.0500793457031,437.95001220703125,460.0,435.0,455.95001220703125,1904111,2024-01-08
2024-01-15,429.2431335449219,434.1000061035156,450.8999938964844,424.0,438.95001220703125,1280861,2024-01-15
2024-01-22,428.35321044921875,433.20001220703125,441.79998779296875,410.20001220703125,434.1000061035156,669327,2024-01-22
2024-01-29,399.3315734863281,403.8500061035156,448.5,402.3500061035156,435.0,2160597,2024-01-29
2024-02-05,382.81842041015625,387.1499938964844,412.1000061035156,384.04998779296875,403.8500061035156,1278721,2024-02-05
2024-02-12,383.7578125,388.1000061035156,396.04998779296875,366.54998779296875,387.1499938964844,794015,2024-02-12
2024-02-19,387.5152587890625,391.8999938964844,409.3999938964844,383.0,388.04998779296875,708696,2024-02-19
2024-02-26,432.01177978515625,436.8999938964844,447.8999938964844,396.3999938964844,397.95001220703125,4478845,2024-02-26
2024-03-04,424.7934875488281,429.6000061035156,443.95001220703125,408.3500061035156,443.95001220703125,810082,2024-03-04
2024-03-11,413.91656494140625,418.6000061035156,429.95001220703125,390.8500061035156,429.95001220703125,959969,2024-03-11
2024-03-18,402.64410400390625,407.20001220703125,426.0,405.5,418.70001220703125,560048,2024-03-18
2024-03-25,404.275634765625,408.8500061035156,413.75,399.6499938964844,407.20001220703125,363750,2024-03-25
2024-04-01,432.5061950683594,437.3999938964844,440.25,410.0,410.95001220703125,712058,2024-04-01
2024-04-08,459.302978515625,464.5,493.0,436.1499938964844,443.95001220703125,3041327,2024-04-08
2024-04-15,449.5632019042969,454.6499938964844,462.70001220703125,438.0,450.0,811560,2024-04-15
2024-04-22,466.52130126953125,471.79998779296875,483.20001220703125,434.0,456.95001220703125,2418387,2024-04-22
2024-04-29,458.1658630371094,463.3500061035156,482.0,455.0,473.04998779296875,561716,2024-04-29
2024-05-06,428.7487487792969,433.6000061035156,466.79998779296875,420.95001220703125,464.95001220703125,806872,2024-05-06
2024-05-13,442.1965637207031,447.20001220703125,450.0,422.79998779296875,432.0,667756,2024-05-13
2024-05-20,436.2637023925781,441.20001220703125,458.0,436.45001220703125,440.3999938964844,430467,2024-05-20
2024-05-27,427.2655029296875,432.1000061035156,449.0,425.6000061035156,442.0,658791,2024-05-27
2024-06-03,439.1312561035156,444.1000061035156,458.25,399.25,437.20001220703125,1207948,2024-06-03
2024-06-10,462.1211242675781,467.3500061035156,480.0,436.6000061035156,448.0,1216107,2024-06-10
2024-06-17,470.8226623535156,476.1499938964844,492.6000061035156,458.75,467.3500061035156,1311526,2024-06-17
2024-06-24,519.175537109375,525.0499877929688,530.75,467.79998779296875,471.1499938964844,2700896,2024-06-24
2024-07-01,514.4292602539062,520.25,554.7000122070312,513.0999755859375,530.75,2364918,2024-07-01
2024-07-08,525.0095825195312,530.9500122070312,549.25,505.54998779296875,526.25,1230626,2024-07-08
2024-07-15,509.3265380859375,512.7000122070312,543.7000122070312,509.1000061035156,533.8499755859375,1011835,2024-07-15
2024-07-22,531.6288452148438,535.1500244140625,543.0,495.0,512.7000122070312,1899933,2024-07-22
2024-07-29,511.1643371582031,514.5499877929688,549.0,506.3500061035156,548.9500122070312,796038,2024-07-29
2024-08-05,484.3420104980469,487.54998779296875,504.70001220703125,475.0,501.0,718440,2024-08-05
2024-08-12,480.0703125,483.25,500.0,470.0,485.0,273392,2024-08-12
2024-08-19,508.1344299316406,511.5,516.8499755859375,472.3500061035156,491.95001220703125,535429,2024-08-19
2024-08-26,494.8226013183594,498.1000061035156,515.0,488.04998779296875,515.0,346809,2024-08-26
2024-09-02,468.1492614746094,471.25,497.8500061035156,469.1499938964844,493.5,457955,2024-09-02
2024-09-09,466.013427734375,469.1000061035156,482.5,458.3500061035156,466.0,499361,2024-09-09
2024-09-16,497.9518737792969,501.25,508.95001220703125,457.6499938964844,476.0,744967,2024-09-16
2024-09-23,495.0212707519531,498.29998779296875,513.9500122070312,491.6499938964844,502.20001220703125,428335,2024-09-23
2024-09-30,485.3354187011719,488.54998779296875,498.1499938964844,471.1499938964844,498.1000061035156,481856,2024-09-30
2024-10-07,497.4551696777344,500.75,503.20001220703125,465.29998779296875,488.54998779296875,514021,2024-10-07
2024-10-14,484.44134521484375,487.6499938964844,512.3499755859375,482.3999938964844,505.0,364592,2024-10-14
2024-10-21,406.7062072753906,409.3999938964844,495.79998779296875,407.1000061035156,489.0,994153,2024-10-21
2024-10-28,414.5542297363281,417.29998779296875,429.95001220703125,403.54998779296875,410.8999938964844,670842,2024-10-28
2024-11-04,396.9210205078125,399.54998779296875,425.6000061035156,397.0,421.0,774593,2024-11-04
2024-11-11,389.17236328125,391.75,412.95001220703125,388.6000061035156,403.3999938964844,333570,2024-11-11
2024-11-18,386.24176025390625,388.79998779296875,413.95001220703125,386.3999938964844,397.1499938964844,496138,2024-11-18
2024-11-25,380.3805847167969,382.8999938964844,400.3999938964844,381.1000061035156,394.6499938964844,822677,2024-11-25
2024-12-02,385.54638671875,388.1000061035156,395.79998779296875,381.54998779296875,385.0,1042626,2024-12-02
2024-12-09,384.5032653808594,387.04998779296875,396.45001220703125,375.3500061035156,389.04998779296875,1402985,2024-12-09
2024-12-16,372.6319274902344,375.1000061035156,392.70001220703125,373.6499938964844,387.04998779296875,494707,2024-12-16
2024-12-23,382.11907958984375,384.6499938964844,387.95001220703125,366.79998779296875,375.6000061035156,456173,2024-12-23
2024-12-30,382.913818359375,385.45001220703125,390.04998779296875,374.25,384.6499938964844,363050,2024-12-30
2025-01-06,361.9029541015625,364.29998779296875,385.79998779296875,360.0,385.45001220703125,363225,2025-01-06
2025-01-13,362.5487060546875,364.95001220703125,367.0,350.75,362.29998779296875,360247,2025-01-13
2025-01-20,356.33984375,358.70001220703125,375.0,357.0,361.0,233551,2025-01-20
2025-01-27,368.3601989746094,370.79998779296875,372.95001220703125,342.0,357.0,526550,2025-01-27
2025-02-03,364.0885009765625,366.5,376.0,359.3999938964844,368.8500061035156,312699,2025-02-03
2025-02-10,318.1924743652344,320.29998779296875,366.6499938964844,317.95001220703125,366.6499938964844,423043,2025-02-10
2025-02-17,277.41259765625,279.25,319.04998779296875,277.54998779296875,316.0,1618862,2025-02-17
2025-02-24,246.66622924804688,248.3000030517578,283.54998779296875,243.39999389648438,277.95001220703125,1830848,2025-02-24
2025-03-03,269.0380554199219,270.82000732421875,283.69000244140625,238.1999969482422,251.67999267578125,2146453,2025-03-03
2025-03-10,249.487548828125,251.13999938964844,272.3999938964844,243.00999450683594,269.010009765625,1371725,2025-03-10
2025-03-17,266.8326721191406,268.6000061035156,284.8999938964844,252.75,255.0,1572069,2025-03-17
2025-03-24,259.87872314453125,261.6000061035156,275.4100036621094,259.8699951171875,272.1000061035156,2115791,2025-03-24
2025-03-31,269.1175231933594,270.8999938964844,281.25,257.6000061035156,261.6000061035156,526775,2025-03-31
2025-04-07,270.75665283203125,272.54998779296875,278.25,250.3000030517578,257.5,607903,2025-04-07
2025-04-14,296.2875671386719,298.25,299.6499938964844,272.54998779296875,272.54998779296875,504602,2025-04-14
2025-04-21,301.3043212890625,303.29998779296875,328.45001220703125,298.5,301.0,1923938,2025-04-21
2025-04-28,293.7543640136719,295.70001220703125,309.70001220703125,293.70001220703125,303.0,474700,2025-04-28
2025-05-05,285.75732421875,287.6499938964844,310.0,278.0,294.3500061035156,643726,2025-05-05
2025-05-12,326.5372314453125,328.70001220703125,335.0,296.0,296.0,799323,2025-05-12
2025-05-19,320.6263732910156,322.75,346.54998779296875,316.1000061035156,328.0,561149,2025-05-19
2025-05-26,317.2487487792969,319.3500061035156,330.0,314.54998779296875,324.0,424411,2025-05-26
2025-06-02,326.73590087890625,328.8999938964844,332.5,312.6000061035156,312.6000061035156,379819,2025-06-02
2025-06-09,336.8688049316406,339.1000061035156,355.0,327.79998779296875,329.95001220703125,937068,2025-06-09
2025-06-16,322.9609069824219,325.1000061035156,343.0,317.29998779296875,342.0,352431,2025-06-16
2025-06-23,334.832275390625,337.04998779296875,346.1499938964844,318.1000061035156,324.04998779296875,334729,2025-06-23
2025-06-30,350.8760070800781,353.20001220703125,355.8999938964844,334.0,335.1000061035156,596579,2025-06-30
2025-07-07,376.35723876953125,378.8500061035156,388.8500061035156,349.25,354.70001220703125,1474428,2025-07-07
2025-07-14,381.6000061035156,381.6000061035156,391.6000061035156,378.1000061035156,378.8500061035156,547939,2025-07-14
