Date,Adj Close_MAHSEAMLES.NS,Close_MAHSEAMLES.NS,High_MAHSEAMLES.NS,Low_MAHSEAMLES.NS,Open_MAHSEAMLES.NS,Volume_MAHSEAMLES.NS,Date
2021-06-28,142.13047790527344,148.64999389648438,157.0,147.27499389648438,155.0,1323752,2021-06-28
2021-07-05,147.5087890625,154.27499389648438,156.64999389648438,148.75,151.39999389648438,1130864,2021-07-05
2021-07-12,152.28948974609375,159.27499389648438,171.25,154.5,155.97500610351562,5056742,2021-07-12
2021-07-19,146.5287628173828,153.25,159.89999389648438,150.75,156.5,1035054,2021-07-19
2021-07-26,149.73182678222656,156.60000610351562,161.5,151.25,154.0,1166818,2021-07-26
2021-08-02,148.34542846679688,155.14999389648438,163.5,154.5,156.75,1280462,2021-08-02
2021-08-09,154.0344696044922,161.10000610351562,163.5,144.0749969482422,156.0,2340990,2021-08-09
2021-08-16,156.4965362548828,163.6750030517578,174.5,160.02499389648438,162.89999389648438,5424960,2021-08-16
2021-08-23,150.25770568847656,157.14999389648438,167.0749969482422,153.5,166.5,1240010,2021-08-23
2021-08-30,153.05442810058594,160.0749969482422,164.3000030517578,154.1999969482422,158.64999389648438,1018022,2021-08-30
2021-09-06,148.9669189453125,155.8000030517578,162.5,155.0500030517578,162.1999969482422,658354,2021-09-06
2021-09-13,152.62416076660156,159.625,165.0,156.25,158.0749969482422,1174180,2021-09-13
2021-09-20,151.78089904785156,157.0,161.89999389648438,154.625,160.39999389648438,649018,2021-09-20
2021-09-27,155.8412628173828,161.1999969482422,163.14999389648438,155.9499969482422,157.8000030517578,961844,2021-09-27
2021-10-04,180.20355224609375,186.39999389648438,191.3000030517578,162.60000610351562,162.60000610351562,11781564,2021-10-04
2021-10-11,235.6470947265625,243.75,247.47500610351562,187.3000030517578,187.4499969482422,13462940,2021-10-11
2021-10-18,241.47178649902344,249.77499389648438,272.45001220703125,242.64999389648438,246.75,4980804,2021-10-18
2021-10-25,237.6772918701172,245.85000610351562,262.0,225.0,251.375,1057136,2021-10-25
2021-11-01,244.17872619628906,252.5749969482422,267.42498779296875,246.0500030517578,246.60000610351562,1606998,2021-11-01
2021-11-08,256.45654296875,265.2749938964844,267.4750061035156,246.72500610351562,254.72500610351562,2284112,2021-11-08
2021-11-15,248.6983184814453,257.25,288.5,247.75,270.25,3664356,2021-11-15
2021-11-22,240.09417724609375,248.35000610351562,264.1000061035156,238.60000610351562,255.5,1546894,2021-11-22
2021-11-29,238.95823669433594,247.1750030517578,254.47500610351562,236.47500610351562,246.0,963138,2021-11-29
2021-12-06,246.49893188476562,254.97500610351562,264.5,225.0,247.9250030517578,1546634,2021-12-06
2021-12-13,239.4657745361328,247.6999969482422,259.9750061035156,245.5,259.9750061035156,479564,2021-12-13
2021-12-20,242.12437438964844,250.4499969482422,258.8999938964844,240.25,247.5,854400,2021-12-20
2021-12-27,246.47476196289062,254.9499969482422,263.125,238.5,252.10000610351562,1852444,2021-12-27
2022-01-03,272.4563903808594,281.82501220703125,289.1000061035156,254.9499969482422,254.9499969482422,4259524,2022-01-03
2022-01-10,274.1239929199219,283.54998779296875,297.42498779296875,271.375,284.04998779296875,1715180,2022-01-10
2022-01-17,257.97918701171875,266.8500061035156,285.04998779296875,255.02499389648438,280.6499938964844,1092484,2022-01-17
2022-01-24,266.4383239746094,275.6000061035156,287.5,247.52499389648438,266.45001220703125,1340844,2022-01-24
2022-01-31,273.3747863769531,282.7749938964844,289.0,260.8500061035156,279.75,2183746,2022-01-31
2022-02-07,256.142333984375,264.95001220703125,288.42498779296875,260.54998779296875,282.875,908658,2022-02-07
2022-02-14,252.56533813476562,261.25,269.75,250.02499389648438,263.3999938964844,692776,2022-02-14
2022-02-21,240.21502685546875,248.47500610351562,262.25,238.3000030517578,258.4750061035156,1063976,2022-02-21
2022-02-28,247.29652404785156,255.8000030517578,268.0,244.60000610351562,248.47500610351562,762220,2022-02-28
2022-03-07,261.2903137207031,270.2749938964844,275.0,247.0749969482422,252.5,2335456,2022-03-07
2022-03-14,269.96697998046875,279.25,284.5,268.1000061035156,274.0,1339128,2022-03-14
2022-03-21,269.6285705566406,278.8999938964844,299.3500061035156,277.5,281.54998779296875,2165942,2022-03-21
2022-03-28,267.3083801269531,276.5,284.82501220703125,263.25,280.0,828362,2022-03-28
2022-04-04,287.15106201171875,297.0249938964844,302.57501220703125,275.57501220703125,278.1000061035156,2663666,2022-04-04
2022-04-11,292.0815124511719,302.125,314.95001220703125,295.0,302.0,2783628,2022-04-11
2022-04-18,286.5468444824219,296.3999938964844,304.2250061035156,287.5,299.25,1293698,2022-04-18
2022-04-25,285.53179931640625,295.3500061035156,310.375,281.5,294.5,1575084,2022-04-25
2022-05-02,292.2265625,302.2749938964844,312.5249938964844,288.70001220703125,296.8500061035156,1300292,2022-05-02
2022-05-09,268.154296875,277.375,301.5,267.3999938964844,301.5,960928,2022-05-09
2022-05-16,279.10284423828125,288.70001220703125,291.3500061035156,271.0,271.0,435292,2022-05-16
2022-05-23,269.241943359375,278.5,289.0,262.5,288.95001220703125,738770,2022-05-23
2022-05-30,277.1693115234375,286.70001220703125,288.9750061035156,272.5,278.5,1641706,2022-05-30
2022-06-06,303.1509094238281,313.57501220703125,320.0,288.0,290.0,3957446,2022-06-06
2022-06-13,288.8912658691406,298.82501220703125,323.95001220703125,290.92498779296875,307.1000061035156,2471700,2022-06-13
2022-06-20,295.6585693359375,305.82501220703125,307.4750061035156,273.75,295.54998779296875,1515214,2022-06-20
2022-06-27,306.2928771972656,316.82501220703125,341.0,304.57501220703125,307.375,3567372,2022-06-27
2022-07-04,312.2384033203125,322.9750061035156,334.20001220703125,317.5,319.4750061035156,1516986,2022-07-04
2022-07-11,324.8304443359375,336.0,345.1499938964844,321.6000061035156,323.04998779296875,2016794,2022-07-11
2022-07-18,359.6578674316406,372.0249938964844,374.2749938964844,336.5,340.3999938964844,3301888,2022-07-18
2022-07-25,352.8422546386719,364.9750061035156,387.5,363.0,375.0,4461274,2022-07-25
2022-08-01,360.6729736328125,373.07501220703125,396.0,365.875,369.0249938964844,2652622,2022-08-01
2022-08-08,373.2650146484375,386.1000061035156,392.0,371.0249938964844,372.5,1474278,2022-08-08
2022-08-15,386.6304016113281,399.92498779296875,407.0,385.5249938964844,386.1000061035156,1796478,2022-08-15
2022-08-22,396.9263610839844,410.57501220703125,415.0,394.54998779296875,402.0249938964844,1728454,2022-08-22
2022-08-29,392.6484375,406.1499938964844,424.1000061035156,395.6000061035156,407.54998779296875,764540,2022-08-29
2022-09-05,392.7693176269531,406.2749938964844,418.42498779296875,392.5,406.1499938964844,918490,2022-09-05
2022-09-12,409.6204833984375,421.04998779296875,425.0,404.5,406.2749938964844,1256508,2022-09-12
2022-09-19,391.06329345703125,401.9750061035156,424.92498779296875,391.5,420.1499938964844,1249182,2022-09-19
2022-09-26,378.85394287109375,389.42498779296875,401.17498779296875,362.9750061035156,401.17498779296875,1344648,2022-09-26
2022-10-03,390.62548828125,401.5249938964844,404.95001220703125,371.6000061035156,383.04998779296875,879928,2022-10-03
2022-10-10,423.2404479980469,435.04998779296875,455.0,391.79998779296875,399.3999938964844,7260948,2022-10-10
2022-10-17,381.77252197265625,392.42498779296875,448.5,387.2749938964844,436.07501220703125,6217438,2022-10-17
2022-10-24,390.0174560546875,400.8999938964844,422.82501220703125,391.0,391.0,2005788,2022-10-24
2022-10-31,389.9931335449219,400.875,402.4750061035156,383.1499938964844,401.0,1667612,2022-10-31
2022-11-07,387.05029296875,397.8500061035156,408.9750061035156,395.20001220703125,402.8999938964844,854442,2022-11-07
2022-11-14,391.7199401855469,402.6499938964844,407.4750061035156,395.0,402.5,1136104,2022-11-14
2022-11-21,376.7380065917969,387.25,419.3999938964844,384.5,401.5,3796086,2022-11-21
2022-11-28,377.41900634765625,387.95001220703125,403.0,369.1000061035156,389.0,1360785,2022-11-28
2022-12-05,370.90087890625,381.25,395.45001220703125,378.0,389.8999938964844,694371,2022-12-05
2022-12-12,343.22314453125,352.79998779296875,384.45001220703125,351.0,379.8999938964844,657620,2022-12-12
2022-12-19,278.7228698730469,286.5,353.8500061035156,280.0,351.0,3016523,2022-12-19
2022-12-26,315.4481506347656,324.25,326.95001220703125,279.5,281.04998779296875,2296113,2022-12-26
2023-01-02,309.9515380859375,318.6000061035156,337.1499938964844,310.0,323.5,1693791,2023-01-02
2023-01-09,328.7762756347656,337.95001220703125,344.0,318.25,320.1000061035156,1064131,2023-01-09
2023-01-16,315.30224609375,324.1000061035156,339.95001220703125,320.1499938964844,339.6499938964844,637623,2023-01-16
2023-01-23,296.8179931640625,305.1000061035156,329.3999938964844,297.04998779296875,324.1000061035156,1452516,2023-01-23
2023-01-30,311.9945373535156,320.70001220703125,326.29998779296875,303.1000061035156,307.0,1068210,2023-01-30
2023-02-06,310.5838928222656,319.25,332.45001220703125,315.0,322.3500061035156,732818,2023-02-06
2023-02-13,315.4967956542969,324.29998779296875,333.0,315.04998779296875,316.0,468930,2023-02-13
2023-02-20,303.8225402832031,312.29998779296875,324.25,308.0,322.5,745084,2023-02-20
2023-02-27,306.98431396484375,315.54998779296875,320.0,299.6000061035156,310.0,1092400,2023-02-27
2023-03-06,352.903076171875,362.75,374.0,312.5,317.25,4567273,2023-03-06
2023-03-13,335.732177734375,345.1000061035156,365.29998779296875,333.1000061035156,362.75,1185662,2023-03-13
2023-03-20,346.09307861328125,355.75,370.8999938964844,340.0,340.29998779296875,1052879,2023-03-20
2023-03-27,347.84417724609375,357.54998779296875,364.95001220703125,344.1000061035156,357.54998779296875,740578,2023-03-27
2023-04-03,369.0524597167969,379.3500061035156,393.20001220703125,354.5,357.54998779296875,1293316,2023-04-03
2023-04-10,377.370361328125,387.8999938964844,389.3999938964844,377.5,380.04998779296875,747843,2023-04-10
2023-04-17,393.90887451171875,404.8999938964844,413.0,382.8500061035156,390.0,3929136,2023-04-17
2023-04-24,421.7325439453125,433.5,436.54998779296875,407.0,410.95001220703125,3466212,2023-04-24
2023-05-01,406.41009521484375,417.75,443.29998779296875,410.1000061035156,433.5,1073538,2023-05-01
2023-05-08,431.8502197265625,443.8999938964844,449.79998779296875,407.29998779296875,419.8500061035156,1628493,2023-05-08
2023-05-15,426.93731689453125,438.8500061035156,458.0,430.6000061035156,439.8999938964844,1459362,2023-05-15
2023-05-22,425.9158020019531,437.79998779296875,455.0,426.3500061035156,433.0,1574393,2023-05-22
2023-05-29,456.8039245605469,469.54998779296875,472.0,434.6499938964844,457.0,3871685,2023-05-29
2023-06-05,460.2089538574219,473.04998779296875,488.0,470.95001220703125,483.95001220703125,2785738,2023-06-05
2023-06-12,460.5494384765625,473.3999938964844,498.0,463.8500061035156,496.0,2160664,2023-06-12
2023-06-19,463.51666259765625,476.45001220703125,495.8999938964844,469.29998779296875,474.95001220703125,1475888,2023-06-19
2023-06-26,463.41937255859375,476.3500061035156,489.70001220703125,470.20001220703125,477.5,857784,2023-06-26
2023-07-03,455.8310852050781,468.54998779296875,479.95001220703125,444.3999938964844,475.45001220703125,2149395,2023-07-03
2023-07-10,453.593505859375,466.25,488.79998779296875,464.8500061035156,468.3999938964844,1413638,2023-07-10
2023-07-17,461.7655029296875,474.6499938964844,478.1000061035156,464.8500061035156,468.8999938964844,1363565,2023-07-17
2023-07-24,496.78826904296875,510.6499938964844,519.0,472.6499938964844,478.0,2989138,2023-07-24
2023-07-31,482.7305603027344,496.20001220703125,544.0,472.1000061035156,513.7999877929688,4382970,2023-07-31
2023-08-07,467.3594055175781,480.3999938964844,500.3500061035156,476.8500061035156,496.20001220703125,1168286,2023-08-07
2023-08-14,462.64105224609375,475.54998779296875,486.04998779296875,470.04998779296875,478.0,664288,2023-08-14
2023-08-21,513.9577026367188,522.7999877929688,529.7999877929688,475.0,475.54998779296875,1832404,2023-08-21
2023-08-28,549.6437377929688,559.0999755859375,565.25,506.70001220703125,524.9000244140625,3294419,2023-08-28
2023-09-04,563.7019653320312,573.4000244140625,587.4500122070312,545.0,575.2000122070312,2779623,2023-09-04
2023-09-11,565.71728515625,575.4500122070312,598.9500122070312,542.5,572.0499877929688,1663053,2023-09-11
2023-09-18,569.7478637695312,579.5499877929688,586.5999755859375,556.7999877929688,575.0,886922,2023-09-18
2023-09-25,603.8118896484375,614.2000122070312,622.0,575.0999755859375,578.0,2215828,2023-09-25
2023-10-02,588.6231689453125,598.75,620.7000122070312,595.5499877929688,614.2000122070312,825924,2023-10-02
2023-10-09,653.3102416992188,664.5499877929688,682.5,578.0499877929688,582.2000122070312,2263946,2023-10-09
2023-10-16,655.5713500976562,666.8499755859375,695.4500122070312,644.0,657.25,1278501,2023-10-16
2023-10-23,679.9519653320312,691.6500244140625,712.5999755859375,628.0,666.8499755859375,1469729,2023-10-23
2023-10-30,723.2568969726562,735.7000122070312,745.7000122070312,677.2999877929688,688.7999877929688,2656953,2023-10-30
2023-11-06,790.6966552734375,804.2999877929688,823.9000244140625,736.0,745.0,3617245,2023-11-06
2023-11-13,881.2880859375,896.4500122070312,900.0499877929688,800.0,805.0,1768893,2023-11-13
2023-11-20,906.2092895507812,921.7999877929688,941.7999877929688,875.7000122070312,905.4000244140625,1269542,2023-11-20
2023-11-27,984.6596069335938,1001.5999755859375,1015.0,892.5499877929688,921.7999877929688,1181789,2023-11-27
2023-12-04,997.6363525390625,1014.7999877929688,1081.449951171875,984.5999755859375,1047.0,1342382,2023-12-04
2023-12-11,923.3641967773438,939.25,1029.9000244140625,900.0,1014.7999877929688,2708956,2023-12-11
2023-12-18,914.8113403320312,930.5499877929688,954.0,862.2000122070312,933.0499877929688,1429371,2023-12-18
2023-12-25,909.6992797851562,925.3499755859375,961.9500122070312,890.0,930.5499877929688,974394,2023-12-25
2024-01-01,909.4534912109375,925.0999755859375,929.9000244140625,893.0,926.4000244140625,638021,2024-01-01
2024-01-08,936.3900756835938,952.5,972.5,929.0,929.9500122070312,982142,2024-01-08
2024-01-15,967.3572998046875,984.0,1021.4000244140625,948.5499877929688,962.7999877929688,1374367,2024-01-15
2024-01-22,977.2864990234375,994.0999755859375,1005.0,942.25,984.0,434770,2024-01-22
2024-01-29,980.6781005859375,997.5499877929688,1097.0,995.0,1010.0,1738724,2024-01-29
2024-02-05,966.816650390625,983.4500122070312,1049.0,975.0,992.0,817320,2024-02-05
2024-02-12,936.7833251953125,952.9000244140625,1004.5499877929688,891.0,983.4000244140625,1087810,2024-02-12
2024-02-19,943.0750732421875,959.2999877929688,992.0499877929688,935.0,961.9000244140625,1104794,2024-02-19
2024-02-26,939.2410888671875,955.4000244140625,970.0,901.5,968.4000244140625,1026624,2024-02-26
2024-03-04,916.5808715820312,932.3499755859375,984.2999877929688,927.5999755859375,957.7000122070312,493680,2024-03-04
2024-03-11,906.455078125,922.0499877929688,954.0,776.5,936.7999877929688,3085791,2024-03-11
2024-03-18,842.849365234375,857.3499755859375,907.9000244140625,828.0,903.0499877929688,541940,2024-03-18
2024-03-25,831.8388671875,846.1500244140625,873.4500122070312,829.0499877929688,857.3499755859375,456024,2024-03-25
2024-04-01,910.4365844726562,926.0999755859375,938.0,846.0,846.0,633912,2024-04-01
2024-04-08,881.73046875,896.9000244140625,964.4500122070312,882.2000122070312,928.9500122070312,2062600,2024-04-08
2024-04-15,850.0750732421875,864.7000122070312,903.7999877929688,842.2000122070312,880.0499877929688,675917,2024-04-15
2024-04-22,873.57080078125,888.5999755859375,918.0,866.0,869.9000244140625,749204,2024-04-22
2024-04-29,853.073486328125,867.75,942.0,859.0,901.0,1311772,2024-04-29
2024-05-06,781.553955078125,795.0,887.9000244140625,781.9500122070312,870.2000122070312,1496657,2024-05-06
2024-05-13,822.2045288085938,836.3499755859375,844.0,783.9000244140625,798.5,854182,2024-05-13
2024-05-20,749.9968872070312,762.9000244140625,840.0,744.25,812.1500244140625,2428317,2024-05-20
2024-05-27,644.118408203125,655.2000122070312,768.5,651.0999755859375,753.0499877929688,2293863,2024-05-27
2024-06-03,637.8757934570312,648.8499755859375,684.2999877929688,601.75,674.0,2299702,2024-06-03
2024-06-10,676.6585693359375,688.2999877929688,708.0,655.0,667.9000244140625,2458478,2024-06-10
2024-06-17,674.1517333984375,685.75,696.7000122070312,671.5,688.2999877929688,1049498,2024-06-17
2024-06-24,644.708251953125,655.7999877929688,692.9000244140625,651.0,680.0,1984746,2024-06-24
2024-07-01,642.2996826171875,653.3499755859375,675.4000244140625,640.0,663.0,3197896,2024-07-01
2024-07-08,632.272216796875,643.1500244140625,658.0,629.0,653.3499755859375,1734913,2024-07-08
2024-07-15,628.9297485351562,639.75,667.1500244140625,635.5499877929688,647.9500122070312,1553238,2024-07-15
2024-07-22,641.8573608398438,652.9000244140625,657.25,613.0,637.9500122070312,1509438,2024-07-22
2024-07-29,628.3890380859375,639.2000122070312,675.0,622.0,660.0,3052994,2024-07-29
2024-08-05,569.8462524414062,579.6500244140625,633.0,569.25,633.0,3236535,2024-08-05
2024-08-12,587.2960205078125,597.4000244140625,602.2999877929688,569.7000122070312,580.5999755859375,1345899,2024-08-12
2024-08-19,655.6500244140625,655.6500244140625,659.7999877929688,599.9000244140625,599.9000244140625,3507312,2024-08-19
2024-08-26,671.9000244140625,671.9000244140625,702.9000244140625,655.6500244140625,664.9000244140625,4390071,2024-08-26
2024-09-02,668.0999755859375,668.0999755859375,695.0,662.5,680.0,1538411,2024-09-02
2024-09-09,669.7999877929688,669.7999877929688,683.5999755859375,645.0499877929688,668.8499755859375,1575240,2024-09-09
2024-09-16,637.9000244140625,637.9000244140625,679.9500122070312,635.0,676.9500122070312,975535,2024-09-16
2024-09-23,636.9000244140625,636.9000244140625,651.0,627.4000244140625,640.0,1156109,2024-09-23
2024-09-30,632.9500122070312,632.9500122070312,655.7999877929688,624.0999755859375,636.9000244140625,751192,2024-09-30
2024-10-07,618.75,618.75,640.2000122070312,604.7999877929688,635.0,1469950,2024-10-07
2024-10-14,605.0499877929688,605.0499877929688,624.1500244140625,592.2999877929688,618.9500122070312,881203,2024-10-14
2024-10-21,569.8499755859375,569.8499755859375,609.4000244140625,566.5,606.0,1672252,2024-10-21
2024-10-28,638.75,638.75,640.0,570.9000244140625,570.9000244140625,2470866,2024-10-28
2024-11-04,635.4000244140625,635.4000244140625,660.0,613.2000122070312,639.9500122070312,1627918,2024-11-04
2024-11-11,607.7000122070312,607.7000122070312,634.9500122070312,598.25,634.9500122070312,855882,2024-11-11
2024-11-18,641.0,641.0,646.9500122070312,598.0499877929688,606.4500122070312,1001844,2024-11-18
2024-11-25,642.25,642.25,657.4000244140625,634.9500122070312,655.0,768143,2024-11-25
2024-12-02,768.0999755859375,768.0999755859375,779.2999877929688,636.4500122070312,647.0999755859375,21965068,2024-12-02
2024-12-09,786.9500122070312,786.9500122070312,814.2999877929688,745.2999877929688,762.0,7293191,2024-12-09
2024-12-16,709.8499755859375,709.8499755859375,794.9000244140625,701.6500244140625,791.0,2213692,2024-12-16
2024-12-23,695.25,695.25,719.5,691.3499755859375,715.0,792762,2024-12-23
2024-12-30,745.7000122070312,745.7000122070312,769.2000122070312,688.2999877929688,690.0,3654788,2024-12-30
2025-01-06,661.3499755859375,661.3499755859375,755.5,658.0,747.7000122070312,1332909,2025-01-06
2025-01-13,643.4000244140625,643.4000244140625,662.3499755859375,620.8499755859375,652.0,914919,2025-01-13
2025-01-20,648.4500122070312,648.4500122070312,664.7999877929688,613.9500122070312,645.9500122070312,1393369,2025-01-20
2025-01-27,607.6500244140625,607.6500244140625,641.7000122070312,580.2000122070312,641.7000122070312,1529751,2025-01-27
2025-02-03,641.2999877929688,641.2999877929688,660.5,597.7000122070312,600.0,1766789,2025-02-03
2025-02-10,610.5,610.5,641.4500122070312,597.0499877929688,638.75,964349,2025-02-10
2025-02-17,664.0,664.0,704.7999877929688,590.5499877929688,600.5,4944003,2025-02-17
2025-02-24,612.7999877929688,612.7999877929688,675.9000244140625,605.0999755859375,650.0,1376842,2025-02-24
2025-03-03,653.5,653.5,658.5,596.5999755859375,611.1500244140625,1400564,2025-03-03
2025-03-10,661.4000244140625,661.4000244140625,669.0,620.9000244140625,651.0499877929688,1014953,2025-03-10
2025-03-17,710.7999877929688,710.7999877929688,730.0499877929688,642.5999755859375,667.9500122070312,1995339,2025-03-17
2025-03-24,682.75,682.75,726.2999877929688,674.5,721.0,942059,2025-03-24
2025-03-31,699.0,699.0,755.0,682.75,682.75,5178045,2025-03-31
2025-04-07,663.9000244140625,663.9000244140625,674.7000122070312,624.25,650.9500122070312,1215133,2025-04-07
2025-04-14,699.5,699.5,708.4000244140625,664.4000244140625,666.1500244140625,477478,2025-04-14
2025-04-21,672.25,672.25,714.9500122070312,664.0,709.0,682047,2025-04-21
2025-04-28,647.5999755859375,647.5999755859375,699.25,646.0,663.0,718655,2025-04-28
2025-05-05,634.0999755859375,634.0999755859375,665.5499877929688,616.7999877929688,650.2000122070312,661390,2025-05-05
2025-05-12,696.7999877929688,696.7999877929688,699.7999877929688,650.2000122070312,650.2000122070312,894826,2025-05-12
2025-05-19,690.5499877929688,690.5499877929688,716.0,683.7999877929688,695.9500122070312,985635,2025-05-19
2025-05-26,691.4500122070312,691.4500122070312,726.3499755859375,686.6500244140625,694.5,1887483,2025-05-26
2025-06-02,672.8499755859375,672.8499755859375,710.9000244140625,668.0,692.5,991095,2025-06-02
2025-06-09,694.75,694.75,735.9000244140625,675.0499877929688,676.0,2021852,2025-06-09
2025-06-16,674.0499877929688,674.0499877929688,702.4500122070312,659.0,692.0,1317435,2025-06-16
2025-06-23,762.2999877929688,762.2999877929688,773.7999877929688,667.2000122070312,674.0499877929688,4755392,2025-06-23
2025-06-30,748.8499755859375,748.8499755859375,768.4000244140625,734.2999877929688,766.0,1894731,2025-06-30
2025-07-07,697.5,697.5,752.75,695.0,750.8499755859375,1143964,2025-07-07
2025-07-14,708.9000244140625,708.9000244140625,714.0,692.6500244140625,702.3499755859375,278026,2025-07-14
