Date,Adj Close_ASALCBR.NS,Close_ASALCBR.NS,High_ASALCBR.NS,Low_ASALCBR.NS,Open_ASALCBR.NS,Volume_ASALCBR.NS,Date
2020-07-13,237.60948181152344,240.6999969482422,249.5500030517578,235.25,244.75,95941,2020-07-13
2020-07-20,234.20379638671875,237.25,254.4499969482422,227.0,244.5,142032,2020-07-20
2020-07-27,221.6174774169922,224.5,241.0,220.0500030517578,237.25,197173,2020-07-27
2020-08-03,261.7455749511719,265.1499938964844,271.45001220703125,218.10000610351562,225.9499969482422,887260,2020-08-03
2020-08-10,255.72384643554688,259.04998779296875,269.8500061035156,243.64999389648438,264.0,398163,2020-08-10
2020-08-17,270.58062744140625,274.1000061035156,281.79998779296875,256.0,263.0,492416,2020-08-17
2020-08-24,278.7740783691406,282.3999938964844,288.8999938964844,272.6499938964844,280.0,672031,2020-08-24
2020-08-31,259.6527099609375,262.1000061035156,284.79998779296875,236.6999969482422,284.0,340061,2020-08-31
2020-09-07,255.6900634765625,258.1000061035156,265.0,243.64999389648438,263.8999938964844,166171,2020-09-07
2020-09-14,265.4480895996094,267.95001220703125,272.1000061035156,251.0,255.0,323596,2020-09-14
2020-09-21,251.57879638671875,253.9499969482422,278.54998779296875,238.9499969482422,271.8999938964844,282324,2020-09-21
2020-09-28,257.3741760253906,259.79998779296875,262.04998779296875,250.0,253.9499969482422,117622,2020-09-28
2020-10-05,248.21054077148438,250.5500030517578,264.5,242.5500030517578,261.29998779296875,152297,2020-10-05
2020-10-12,242.46470642089844,244.75,254.5,238.0,254.5,107578,2020-10-12
2020-10-19,255.24423217773438,257.6499938964844,259.8999938964844,240.14999389648438,247.25,160677,2020-10-19
2020-10-26,239.8889923095703,242.14999389648438,260.0,236.64999389648438,259.8999938964844,88135,2020-10-26
2020-11-02,248.40867614746094,250.75,252.0500030517578,239.0,242.14999389648438,77830,2020-11-02
2020-11-09,262.0302734375,264.5,270.0,249.10000610351562,251.25,237375,2020-11-09
2020-11-16,279.9612731933594,282.6000061035156,298.0,263.25,263.3500061035156,466492,2020-11-16
2020-11-23,279.56500244140625,282.20001220703125,295.0,275.0,286.79998779296875,275874,2020-11-23
2020-11-30,295.8614501953125,298.6499938964844,309.0,279.45001220703125,282.20001220703125,366115,2020-11-30
2020-12-07,290.8090515136719,293.54998779296875,310.20001220703125,290.3999938964844,302.95001220703125,226075,2020-12-07
2020-12-14,290.85858154296875,293.6000061035156,303.20001220703125,285.3500061035156,300.0,194172,2020-12-14
2020-12-21,296.4062805175781,299.20001220703125,304.0,274.8500061035156,295.0,383563,2020-12-21
2020-12-28,322.5597839355469,325.6000061035156,330.0,302.25,303.5,662708,2020-12-28
2021-01-04,318.44854736328125,321.45001220703125,343.0,315.3999938964844,333.0,523529,2021-01-04
2021-01-11,323.0055236816406,326.04998779296875,344.0,324.25,325.0,298827,2021-01-11
2021-01-18,314.83258056640625,317.79998779296875,329.8999938964844,283.79998779296875,326.1000061035156,306038,2021-01-18
2021-01-25,306.01568603515625,308.8999938964844,321.29998779296875,300.45001220703125,321.29998779296875,169977,2021-01-25
2021-02-01,325.08599853515625,328.1499938964844,331.5,304.8500061035156,309.8999938964844,362023,2021-02-01
2021-02-08,360.35357666015625,363.75,370.20001220703125,318.0,330.0,863345,2021-02-08
2021-02-15,347.32635498046875,350.6000061035156,385.54998779296875,347.04998779296875,385.54998779296875,622290,2021-02-15
2021-02-22,346.5833435058594,349.8500061035156,368.0,340.0,345.3500061035156,206549,2021-02-22
