Date,Adj Close_BAJAJHLDNG.NS,Close_BAJAJHLDNG.NS,High_BAJAJHLDNG.NS,Low_BAJAJHLDNG.NS,Open_BAJAJHLDNG.NS,Volume_BAJAJHLDNG.NS,Date
2020-07-13,2441.1005859375,2638.800048828125,2684.949951171875,2552.10009765625,2674.949951171875,227412,2020-07-13
2020-07-20,2474.49609375,2674.89990234375,2787.0,2622.0,2660.0,255316,2020-07-20
2020-07-27,2457.1044921875,2656.10009765625,2750.0,2602.550048828125,2689.699951171875,359641,2020-07-27
2020-08-03,2498.68701171875,2701.050048828125,2717.14990234375,2545.10009765625,2650.0,173572,2020-08-03
2020-08-10,2404.14404296875,2598.85009765625,2762.949951171875,2552.300048828125,2733.0,141062,2020-08-10
2020-08-17,2450.259033203125,2648.699951171875,2693.0,2600.0,2618.949951171875,236156,2020-08-17
2020-08-24,2573.71044921875,2782.14990234375,2880.0,2625.050048828125,2680.0,525525,2020-08-24
2020-08-31,2396.41943359375,2590.5,2815.14990234375,2585.0,2790.0,144632,2020-08-31
2020-09-07,2276.76025390625,2461.14990234375,2630.0,2385.10009765625,2590.0,224995,2020-09-07
2020-09-14,2393.644287109375,2587.5,2620.050048828125,2456.949951171875,2467.0,142237,2020-09-14
2020-09-21,2258.11962890625,2441.0,2615.0,2390.449951171875,2608.0,152217,2020-09-21
2020-09-28,2265.98291015625,2449.5,2520.0,2401.0,2467.0,100206,2020-09-28
2020-10-05,2218.98876953125,2398.699951171875,2478.949951171875,2369.0,2471.0,116974,2020-10-05
2020-10-12,2177.683837890625,2354.050048828125,2424.39990234375,2341.39990234375,2424.39990234375,444684,2020-10-12
2020-10-19,2092.206787109375,2261.64990234375,2388.89990234375,2248.0,2388.89990234375,312806,2020-10-19
2020-10-26,2133.8818359375,2306.699951171875,2326.5,2212.64990234375,2270.0,275442,2020-10-26
2020-11-02,2245.076171875,2426.89990234375,2449.0,2299.14990234375,2326.0,153790,2020-11-02
2020-11-09,2504.283935546875,2707.10009765625,2732.39990234375,2411.449951171875,2445.0,529600,2020-11-09
2020-11-16,2783.380126953125,3008.800048828125,3026.10009765625,2653.0,2691.25,818802,2020-11-16
2020-11-23,2834.21337890625,3063.75,3348.85009765625,2883.0,3100.0,1451375,2020-11-23
2020-11-30,2902.946533203125,3138.050048828125,3175.0,3060.0,3063.75,283619,2020-11-30
2020-12-07,2832.82568359375,3062.25,3199.0,3022.0,3154.0,637769,2020-12-07
2020-12-14,2851.003662109375,3081.89990234375,3170.89990234375,3025.25,3090.0,272697,2020-12-14
2020-12-21,2842.81640625,3073.050048828125,3189.0,2850.199951171875,3011.10009765625,261964,2020-12-21
2020-12-28,2885.46240234375,3119.14990234375,3147.0,3008.89990234375,3110.0,173363,2020-12-28
2021-01-04,2896.702880859375,3131.300048828125,3152.5,3050.0,3139.949951171875,161841,2021-01-04
2021-01-11,2961.226806640625,3201.050048828125,3257.449951171875,3124.0,3135.0,316871,2021-01-11
2021-01-18,3037.452880859375,3283.449951171875,3299.60009765625,3120.050048828125,3207.89990234375,568716,2021-01-18
2021-01-25,3003.3642578125,3246.60009765625,3330.0,3186.699951171875,3330.0,298062,2021-01-25
2021-02-01,3198.6484375,3457.699951171875,3529.89990234375,3190.050048828125,3247.0,358466,2021-02-01
2021-02-08,3279.037841796875,3544.60009765625,3590.0,3480.050048828125,3495.0,173943,2021-02-08
2021-02-15,3340.463134765625,3611.0,3645.89990234375,3510.050048828125,3544.0,168846,2021-02-15
2021-02-22,3358.224609375,3630.199951171875,3757.14990234375,3536.60009765625,3612.0,195143,2021-02-22
2021-03-01,3322.28515625,3591.35009765625,3724.85009765625,3557.60009765625,3693.300048828125,268520,2021-03-01
2021-03-08,3347.401123046875,3618.5,3647.800048828125,3560.10009765625,3591.35009765625,135923,2021-03-08
2021-03-15,3172.098388671875,3429.0,3639.0,3360.0,3620.0,220769,2021-03-15
2021-03-22,3039.395751953125,3285.550048828125,3484.0,3201.0,3427.800048828125,140938,2021-03-22
2021-03-29,3088.563720703125,3338.699951171875,3380.0,3141.0,3285.550048828125,227699,2021-03-29
2021-04-05,3154.01318359375,3409.449951171875,3417.300048828125,3242.0,3379.0,231022,2021-04-05
2021-04-12,3125.15087890625,3378.25,3415.949951171875,3225.14990234375,3325.0,112697,2021-04-12
2021-04-19,3155.077392578125,3410.60009765625,3440.14990234375,3230.0,3290.0,75805,2021-04-19
2021-04-26,3164.8828125,3421.199951171875,3663.0,3375.0,3420.0,290570,2021-04-26
2021-05-03,3260.628662109375,3524.699951171875,3558.050048828125,3341.35009765625,3430.0,120429,2021-05-03
2021-05-10,3241.66455078125,3504.199951171875,3557.0,3435.0,3535.0,194054,2021-05-10
2021-05-17,3319.41796875,3588.25,3677.0,3491.0,3510.0,168962,2021-05-17
2021-05-24,3249.944091796875,3513.14990234375,3637.25,3502.0,3588.0,263203,2021-05-24
2021-05-31,3263.080322265625,3527.35009765625,3584.800048828125,3457.0,3548.0,339889,2021-05-31
2021-06-07,3261.646728515625,3525.800048828125,3568.85009765625,3455.0,3540.0,231456,2021-06-07
2021-06-14,3256.8359375,3520.60009765625,3575.0,3466.699951171875,3525.0,239119,2021-06-14
2021-06-21,3382.4619140625,3656.39990234375,3694.949951171875,3451.0,3451.0,249489,2021-06-21
2021-06-28,3401.518310546875,3677.0,3729.0,3553.800048828125,3680.0,154488,2021-06-28
2021-07-05,3482.971923828125,3765.050048828125,3886.89990234375,3676.0,3700.0,181415,2021-07-05
2021-07-12,3722.3515625,3981.300048828125,4018.449951171875,3766.300048828125,3777.0,284318,2021-07-12
2021-07-19,3587.951416015625,3837.550048828125,4060.0,3755.050048828125,3975.0,191265,2021-07-19
2021-07-26,3761.386962890625,4023.050048828125,4033.89990234375,3826.25,3875.800048828125,139346,2021-07-26
2021-08-02,3740.489990234375,4000.699951171875,4080.0,3890.050048828125,4025.0,166970,2021-08-02
2021-08-09,3924.490234375,4197.5,4230.0,3918.050048828125,4010.0,313135,2021-08-09
2021-08-16,3880.173095703125,4150.10009765625,4235.0,4073.800048828125,4225.0,205238,2021-08-16
2021-08-23,3922.10595703125,4194.9501953125,4264.2998046875,4051.0,4144.0,368418,2021-08-23
2021-08-30,4070.297607421875,4353.4501953125,4397.0,4210.0498046875,4233.0,150793,2021-08-30
2021-09-06,4005.69140625,4284.35009765625,4394.9501953125,4231.25,4394.9501953125,115173,2021-09-06
2021-09-13,4112.74462890625,4398.85009765625,4923.89990234375,4251.35009765625,4296.0,930376,2021-09-13
2021-09-20,4572.556640625,4890.64990234375,5012.4501953125,4405.0,4450.0,1206416,2021-09-20
2021-09-27,4429.2744140625,4737.39990234375,5100.0,4650.0,4979.0,502663,2021-09-27
2021-10-04,4490.77294921875,4716.60009765625,4950.0,4700.0,4787.89990234375,247564,2021-10-04
2021-10-11,4518.43212890625,4745.64990234375,4808.0,4672.10009765625,4709.10009765625,114677,2021-10-11
2021-10-18,4520.09814453125,4747.39990234375,4915.5,4686.64990234375,4784.9501953125,180428,2021-10-18
2021-10-25,4598.4580078125,4829.7001953125,5090.0,4654.60009765625,4748.10009765625,265878,2021-10-25
2021-11-01,4720.376953125,4957.75,4980.0,4734.0,4855.0,120793,2021-11-01
2021-11-08,4745.6552734375,4984.2998046875,5160.0,4872.35009765625,4950.10009765625,182215,2021-11-08
2021-11-15,4656.0126953125,4890.14990234375,5055.0,4805.0,5033.64990234375,70483,2021-11-15
2021-11-22,4795.546875,5036.7001953125,5099.0,4789.60009765625,4900.0,237148,2021-11-22
2021-11-29,5164.017578125,5423.7001953125,5470.0,4890.0,5036.7001953125,521980,2021-11-29
2021-12-06,5311.072265625,5578.14990234375,5660.0,5163.75,5481.0,335414,2021-12-06
2021-12-13,4795.2607421875,5036.39990234375,5660.39990234375,5006.14990234375,5660.39990234375,361159,2021-12-13
