Date,Adj Close_STYLAMIND.NS,Close_STYLAMIND.NS,High_STYLAMIND.NS,Low_STYLAMIND.NS,Open_STYLAMIND.NS,Volume_STYLAMIND.NS,Date
2022-01-03,1089.3236083984375,1090.8499755859375,1116.8499755859375,1047.9000244140625,1097.0,24128,2022-01-03
2022-01-10,1101.80615234375,1103.3499755859375,1116.0,1051.25,1090.8499755859375,22068,2022-01-10
2022-01-17,1073.5457763671875,1075.050048828125,1150.0,1067.0,1090.0,34653,2022-01-17
2022-01-24,1007.5382690429688,1008.9500122070312,1118.0,960.1500244140625,1118.0,28894,2022-01-24
2022-01-31,985.1196899414062,986.5,1034.0,975.0,1034.0,37015,2022-01-31
2022-02-07,912.072021484375,913.3499755859375,1010.0,899.0,1010.0,18334,2022-02-07
2022-02-14,937.63623046875,938.9500122070312,990.0,861.0999755859375,872.0,40729,2022-02-14
2022-02-21,901.6865844726562,902.9500122070312,1034.8499755859375,870.0499877929688,930.0,59087,2022-02-21
2022-02-28,898.8905029296875,900.1500244140625,961.75,879.9500122070312,902.9500122070312,15608,2022-02-28
2022-03-07,958.756591796875,960.0999755859375,988.0,880.0,890.0,44668,2022-03-07
2022-03-14,943.9273681640625,945.25,968.5,925.0,959.9000244140625,23067,2022-03-14
2022-03-21,889.7532958984375,891.0,1016.0,881.2000122070312,959.0,35893,2022-03-21
2022-03-28,1045.78466796875,1047.25,1078.0,890.0,893.0,426786,2022-03-28
2022-04-04,1112.69091796875,1114.25,1142.0,1022.25,1063.449951171875,151228,2022-04-04
2022-04-11,1161.023193359375,1162.6500244140625,1201.050048828125,1111.0999755859375,1142.0,69233,2022-04-11
2022-04-18,1091.32080078125,1092.8499755859375,1175.0,1028.699951171875,1175.0,72535,2022-04-18
2022-04-25,1037.745849609375,1039.199951171875,1180.0,1016.4500122070312,1083.0,99880,2022-04-25
2022-05-02,1013.1304321289062,1014.5499877929688,1060.8499755859375,999.0,1015.0,46317,2022-05-02
2022-05-09,855.2516479492188,856.4500122070312,1016.5999755859375,839.9000244140625,1014.5499877929688,135534,2022-05-09
2022-05-16,856.649658203125,857.8499755859375,910.0,833.9000244140625,888.0,55659,2022-05-16
2022-05-23,838.7247924804688,839.9000244140625,870.6500244140625,761.0999755859375,870.6500244140625,57427,2022-05-23
2022-05-30,891.9502563476562,893.2000122070312,924.0,782.9000244140625,852.0,54281,2022-05-30
2022-06-06,900.7379150390625,902.0,1032.6500244140625,862.7000122070312,902.1500244140625,31523,2022-06-06
2022-06-13,832.8829956054688,834.0499877929688,922.4500122070312,824.2000122070312,867.1500244140625,25711,2022-06-13
2022-06-20,798.38134765625,799.5,865.0,774.4000244140625,865.0,31093,2022-06-20
2022-06-27,800.6781005859375,801.7999877929688,826.0,788.8499755859375,807.0,23613,2022-06-27
2022-07-04,876.97119140625,878.2000122070312,899.0,790.0,790.0,19078,2022-07-04
2022-07-11,985.6189575195312,987.0,990.3499755859375,877.5499877929688,886.7999877929688,63207,2022-07-11
2022-07-18,1147.791748046875,1149.4000244140625,1176.0,988.75,988.75,574167,2022-07-18
2022-07-25,1119.181884765625,1120.75,1169.949951171875,1069.949951171875,1169.949951171875,83696,2022-07-25
2022-08-01,1109.295654296875,1110.8499755859375,1148.6500244140625,1070.1500244140625,1111.0,82876,2022-08-01
2022-08-08,1221.2886962890625,1223.0,1243.699951171875,1085.75,1123.0,140432,2022-08-08
2022-08-15,1147.991455078125,1149.5999755859375,1269.050048828125,1138.550048828125,1223.0,97088,2022-08-15
2022-08-22,1160.9732666015625,1162.5999755859375,1192.0,1104.8499755859375,1138.0,83632,2022-08-22
2022-08-29,1149.539306640625,1151.1500244140625,1210.0,1121.0,1121.0,861445,2022-08-29
2022-09-05,1151.686279296875,1153.300048828125,1178.699951171875,1104.050048828125,1136.0999755859375,347369,2022-09-05
2022-09-12,1069.0020751953125,1070.5,1172.0,1055.550048828125,1169.949951171875,172194,2022-09-12
2022-09-19,1122.7767333984375,1124.3499755859375,1140.0,1055.199951171875,1070.5,191443,2022-09-19
2022-09-26,1076.341796875,1077.8499755859375,1124.0,1053.0,1124.0,129700,2022-09-26
2022-10-03,1089.2738037109375,1090.800048828125,1103.949951171875,1065.0,1077.8499755859375,43056,2022-10-03
2022-10-10,1089.4234619140625,1090.949951171875,1115.199951171875,1066.800048828125,1094.8499755859375,68156,2022-10-10
2022-10-17,1129.6171875,1131.199951171875,1161.0,1051.199951171875,1090.949951171875,254049,2022-10-17
2022-10-24,1064.7081298828125,1066.199951171875,1147.0,1058.050048828125,1147.0,54210,2022-10-24
2022-10-31,1057.86767578125,1059.3499755859375,1116.0,1040.25,1077.949951171875,74207,2022-10-31
2022-11-07,1037.9954833984375,1039.449951171875,1080.0,1030.4000244140625,1060.0,70216,2022-11-07
2022-11-14,1057.318603515625,1058.800048828125,1075.9000244140625,1011.0,1030.1500244140625,52566,2022-11-14
2022-11-21,1096.7132568359375,1098.25,1128.0,1054.050048828125,1058.800048828125,138924,2022-11-21
2022-11-28,1142.349365234375,1143.949951171875,1165.449951171875,1098.25,1098.25,270171,2022-11-28
2022-12-05,1169.11181640625,1170.75,1224.949951171875,1120.0,1153.550048828125,806724,2022-12-05
2022-12-12,1164.01904296875,1165.6500244140625,1215.0,1153.0,1153.0,221012,2022-12-12
2022-12-19,1026.212158203125,1027.6500244140625,1195.0,1016.75,1179.8499755859375,190392,2022-12-19
2022-12-26,1125.223388671875,1126.800048828125,1148.9000244140625,1025.8499755859375,1047.9000244140625,176385,2022-12-26
2023-01-02,1106.8990478515625,1108.449951171875,1142.0,1084.5,1126.800048828125,64208,2023-01-02
2023-01-09,1176.201904296875,1177.8499755859375,1199.0,1070.199951171875,1110.6500244140625,232143,2023-01-09
2023-01-16,1087.276611328125,1088.800048828125,1200.949951171875,1032.75,1199.949951171875,396110,2023-01-16
2023-01-23,1088.075439453125,1089.5999755859375,1127.1500244140625,1081.050048828125,1095.050048828125,134083,2023-01-23
2023-01-30,1078.83837890625,1080.3499755859375,1139.0,1074.699951171875,1082.0,132598,2023-01-30
2023-02-06,1135.908447265625,1137.5,1158.0,1060.0,1080.0,125721,2023-02-06
2023-02-13,1102.305419921875,1103.8499755859375,1147.199951171875,1090.0,1137.5,127498,2023-02-13
2023-02-20,1057.5682373046875,1059.050048828125,1127.050048828125,1055.0,1103.0,214787,2023-02-20
2023-02-27,1103.1043701171875,1104.6500244140625,1118.0,1041.0,1069.6500244140625,66860,2023-02-27
2023-03-06,1086.078125,1087.5999755859375,1119.0,1071.0,1116.0,39519,2023-03-06
2023-03-13,988.7645874023438,990.1500244140625,1095.0,972.0499877929688,1081.0999755859375,112525,2023-03-13
2023-03-20,984.3707275390625,985.75,1024.949951171875,961.5499877929688,994.6500244140625,65073,2023-03-20
2023-03-27,969.8909912109375,971.25,1009.0,945.0,981.6500244140625,100693,2023-03-27
2023-04-03,1061.9619140625,1063.449951171875,1068.0,965.4000244140625,971.25,49287,2023-04-03
2023-04-10,1043.537841796875,1045.0,1086.949951171875,1033.699951171875,1069.0,34900,2023-04-10
2023-04-17,1109.4954833984375,1111.050048828125,1120.5,1033.6500244140625,1035.949951171875,132527,2023-04-17
2023-04-24,1158.876220703125,1160.5,1168.25,1100.050048828125,1118.300048828125,209388,2023-04-24
2023-05-01,1200.517822265625,1202.199951171875,1245.0,1160.0,1160.5,385143,2023-05-01
2023-05-08,1501.7457275390625,1503.8499755859375,1523.949951171875,1205.0,1205.050048828125,1151402,2023-05-08
2023-05-15,1582.3828125,1584.5999755859375,1618.449951171875,1475.0999755859375,1512.25,445246,2023-05-15
2023-05-22,1563.7587890625,1565.949951171875,1666.050048828125,1546.5999755859375,1597.949951171875,237595,2023-05-22
2023-05-29,1642.84814453125,1645.1500244140625,1723.25,1565.0,1570.0,172097,2023-05-29
2023-06-05,1728.927490234375,1731.3499755859375,1749.0,1639.8499755859375,1645.5,176616,2023-06-05
2023-06-12,1591.6697998046875,1593.9000244140625,1790.0,1584.4000244140625,1748.800048828125,470304,2023-06-12
2023-06-19,1597.76123046875,1600.0,1665.8499755859375,1588.0,1598.75,210862,2023-06-19
2023-06-26,1584.92919921875,1587.1500244140625,1617.949951171875,1546.6500244140625,1600.0,180780,2023-06-26
2023-07-03,1570.9986572265625,1573.199951171875,1625.949951171875,1521.25,1603.0,199433,2023-07-03
2023-07-10,1519.6707763671875,1521.800048828125,1583.949951171875,1480.0,1577.5,295388,2023-07-10
2023-07-17,1650.8369140625,1653.1500244140625,1679.0,1495.0,1538.550048828125,589126,2023-07-17
2023-07-24,1618.632080078125,1620.9000244140625,1695.300048828125,1546.1500244140625,1669.6500244140625,211500,2023-07-24
2023-07-31,1681.8433837890625,1684.199951171875,1721.0,1590.0,1620.0,196813,2023-07-31
2023-08-07,1571.9473876953125,1574.1500244140625,1738.4000244140625,1555.449951171875,1695.0999755859375,567333,2023-08-07
2023-08-14,1603.00390625,1605.25,1630.0,1536.6500244140625,1585.0,100855,2023-08-14
2023-08-21,1613.0897216796875,1615.3499755859375,1649.5,1582.199951171875,1595.050048828125,129760,2023-08-21
2023-08-28,1794.086181640625,1796.5999755859375,1813.800048828125,1618.0,1642.25,468050,2023-08-28
2023-09-04,1907.677001953125,1910.3499755859375,1970.699951171875,1805.0,1813.0,421003,2023-09-04
2023-09-11,1702.0650634765625,1704.449951171875,1938.800048828125,1646.25,1915.0,485362,2023-09-11
2023-09-18,1686.2872314453125,1688.6500244140625,1740.0,1668.800048828125,1721.300048828125,134612,2023-09-18
2023-09-25,1720.9385986328125,1723.3499755859375,1775.0,1665.1500244140625,1688.6500244140625,182906,2023-09-25
2023-10-02,1738.064697265625,1740.5,1750.0,1680.050048828125,1723.3499755859375,113278,2023-10-02
2023-10-09,1739.662353515625,1742.0999755859375,1780.1500244140625,1646.5999755859375,1709.1500244140625,164286,2023-10-09
2023-10-16,1652.3348388671875,1654.6500244140625,1830.9000244140625,1649.9000244140625,1740.0,287039,2023-10-16
2023-10-23,1663.2196044921875,1665.550048828125,1694.3499755859375,1523.800048828125,1687.75,188128,2023-10-23
2023-10-30,1734.869140625,1737.300048828125,1759.449951171875,1642.25,1655.0,131695,2023-10-30
2023-11-06,1725.0828857421875,1727.5,1788.0,1698.75,1743.0,198647,2023-11-06
2023-11-13,1753.1934814453125,1755.6500244140625,1809.0,1726.050048828125,1735.5,99703,2023-11-13
2023-11-20,1799.0999755859375,1799.0999755859375,1878.949951171875,1732.0,1761.800048828125,166626,2023-11-20
2023-11-27,1862.300048828125,1862.300048828125,1880.1500244140625,1799.0999755859375,1799.0999755859375,99751,2023-11-27
2023-12-04,1720.199951171875,1720.199951171875,1890.0,1707.75,1875.0,154016,2023-12-04
2023-12-11,1751.4000244140625,1751.4000244140625,1790.0,1669.050048828125,1733.199951171875,177779,2023-12-11
2023-12-18,1754.199951171875,1754.199951171875,1780.0,1698.800048828125,1759.0,94543,2023-12-18
2023-12-25,1721.800048828125,1721.800048828125,1776.25,1711.75,1754.199951171875,79779,2023-12-25
2024-01-01,1636.1500244140625,1636.1500244140625,1762.9000244140625,1629.199951171875,1732.699951171875,186298,2024-01-01
2024-01-08,1685.550048828125,1685.550048828125,1726.0,1616.8499755859375,1650.0,177899,2024-01-08
2024-01-15,1663.050048828125,1663.050048828125,1725.449951171875,1642.0,1685.550048828125,152621,2024-01-15
2024-01-22,1628.800048828125,1628.800048828125,1697.4000244140625,1621.800048828125,1663.050048828125,101522,2024-01-22
2024-01-29,1627.550048828125,1627.550048828125,1670.949951171875,1577.5999755859375,1649.9000244140625,290440,2024-01-29
2024-02-05,1608.25,1608.25,1699.0,1571.199951171875,1627.0,222004,2024-02-05
2024-02-12,1614.25,1614.25,1652.949951171875,1530.1500244140625,1632.3499755859375,115473,2024-02-12
2024-02-19,1580.3499755859375,1580.3499755859375,1651.699951171875,1556.8499755859375,1620.0,250682,2024-02-19
2024-02-26,1568.699951171875,1568.699951171875,1615.0,1535.0,1578.050048828125,91192,2024-02-26
2024-03-04,1539.9000244140625,1539.9000244140625,1600.0,1525.0,1599.0,98210,2024-03-04
2024-03-11,1509.5,1509.5,1560.0,1440.0,1558.5,159523,2024-03-11
2024-03-18,1536.8499755859375,1536.8499755859375,1574.5,1502.050048828125,1532.1500244140625,108470,2024-03-18
2024-03-25,1562.0999755859375,1562.0999755859375,1588.699951171875,1492.0,1536.8499755859375,90847,2024-03-25
2024-04-01,1620.300048828125,1620.300048828125,1684.0,1585.0,1599.0,181515,2024-04-01
2024-04-08,1679.9000244140625,1679.9000244140625,1727.9000244140625,1652.0,1652.0,174030,2024-04-08
2024-04-15,1650.800048828125,1650.800048828125,1699.0,1594.550048828125,1646.25,105230,2024-04-15
2024-04-22,1739.0999755859375,1739.0999755859375,1774.0,1661.0,1680.0,346826,2024-04-22
2024-04-29,1597.050048828125,1597.050048828125,1758.0,1592.0,1758.0,191944,2024-04-29
2024-05-06,1557.449951171875,1557.449951171875,1686.449951171875,1507.550048828125,1629.0,416449,2024-05-06
2024-05-13,1603.050048828125,1603.050048828125,1688.5,1530.5,1557.800048828125,170498,2024-05-13
2024-05-20,1614.5999755859375,1614.5999755859375,1634.9000244140625,1590.0,1592.449951171875,60441,2024-05-20
2024-05-27,1585.5999755859375,1585.5999755859375,1680.0,1534.4000244140625,1614.0,290178,2024-05-27
2024-06-03,1591.75,1591.75,1626.0,1414.0,1626.0,174422,2024-06-03
2024-06-10,1661.1500244140625,1661.1500244140625,1667.550048828125,1582.050048828125,1600.0,154744,2024-06-10
2024-06-17,1693.449951171875,1693.449951171875,1705.0,1628.0,1661.1500244140625,272836,2024-06-17
2024-06-24,1921.9000244140625,1921.9000244140625,2020.550048828125,1657.050048828125,1690.0,1360251,2024-06-24
2024-07-01,1961.0999755859375,1961.0999755859375,2025.0,1898.300048828125,1920.0,355643,2024-07-01
2024-07-08,2010.5999755859375,2010.5999755859375,2090.0,1937.5,2054.949951171875,275406,2024-07-08
2024-07-15,1890.0,1890.0,2032.550048828125,1882.25,2019.0,949891,2024-07-15
2024-07-22,1949.75,1949.75,1958.0,1820.0,1890.0,136785,2024-07-22
2024-07-29,1908.0999755859375,1908.0999755859375,2005.8499755859375,1875.0,1949.75,147956,2024-07-29
2024-08-05,1897.550048828125,1897.550048828125,1920.0,1847.050048828125,1902.550048828125,98808,2024-08-05
2024-08-12,1911.050048828125,1911.050048828125,1919.4000244140625,1858.050048828125,1880.0,56614,2024-08-12
2024-08-19,1981.0,1981.0,1995.949951171875,1904.300048828125,1920.0,88642,2024-08-19
2024-08-26,1976.8499755859375,1976.8499755859375,2018.800048828125,1935.050048828125,1989.8499755859375,267578,2024-08-26
2024-09-02,2035.25,2035.25,2064.0,1929.5999755859375,1962.0999755859375,165362,2024-09-02
2024-09-09,2071.5,2071.5,2264.5,2039.9000244140625,2039.9000244140625,305743,2024-09-09
2024-09-16,2021.449951171875,2021.449951171875,2155.0,1974.5999755859375,2100.0,137859,2024-09-16
2024-09-23,2028.5,2028.5,2049.0,1944.0,2021.449951171875,129919,2024-09-23
2024-09-30,2148.300048828125,2148.300048828125,2180.0,1978.0,2051.0,139501,2024-09-30
2024-10-07,2332.199951171875,2332.199951171875,2350.0,2050.10009765625,2157.0,169747,2024-10-07
2024-10-14,2360.449951171875,2360.449951171875,2735.0,2236.050048828125,2332.199951171875,890458,2024-10-14
2024-10-21,2196.199951171875,2196.199951171875,2382.550048828125,2144.39990234375,2377.050048828125,539239,2024-10-21
2024-10-28,2334.949951171875,2334.949951171875,2379.64990234375,2176.050048828125,2196.199951171875,106659,2024-10-28
2024-11-04,2206.60009765625,2206.60009765625,2412.0,2193.60009765625,2340.050048828125,185039,2024-11-04
2024-11-11,2230.14990234375,2230.14990234375,2298.89990234375,2130.0,2206.60009765625,148150,2024-11-11
2024-11-18,2363.75,2363.75,2410.0,2160.10009765625,2160.10009765625,114377,2024-11-18
2024-11-25,2524.699951171875,2524.699951171875,2653.949951171875,2360.050048828125,2417.0,159504,2024-11-25
2024-12-02,2493.64990234375,2493.64990234375,2661.89990234375,2450.0,2504.75,88181,2024-12-02
2024-12-09,2513.550048828125,2513.550048828125,2599.35009765625,2450.25,2530.0,115767,2024-12-09
2024-12-16,2466.949951171875,2466.949951171875,2575.449951171875,2399.85009765625,2502.0,718936,2024-12-16
2024-12-23,2348.89990234375,2348.89990234375,2490.0,2321.050048828125,2470.050048828125,133534,2024-12-23
2024-12-30,2303.050048828125,2303.050048828125,2387.0,2193.64990234375,2352.0,273405,2024-12-30
2025-01-06,2137.699951171875,2137.699951171875,2311.699951171875,2125.949951171875,2303.050048828125,137665,2025-01-06
2025-01-13,2127.699951171875,2127.699951171875,2150.0,1972.0,2050.14990234375,92663,2025-01-13
2025-01-20,1927.8499755859375,1927.8499755859375,2141.64990234375,1910.3499755859375,2112.0,131423,2025-01-20
2025-01-27,1986.8499755859375,1986.8499755859375,2009.9000244140625,1780.050048828125,1917.0,139437,2025-01-27
2025-02-03,1911.8499755859375,1911.8499755859375,2044.0,1897.75,1986.8499755859375,207286,2025-02-03
2025-02-10,1615.25,1615.25,1892.25,1592.050048828125,1892.25,151039,2025-02-10
2025-02-17,1667.8499755859375,1667.8499755859375,1743.199951171875,1576.3499755859375,1639.5,174358,2025-02-17
2025-02-24,1576.4000244140625,1576.4000244140625,1706.25,1556.050048828125,1662.0,92839,2025-02-24
2025-03-03,1720.6500244140625,1720.6500244140625,1772.4000244140625,1464.25,1576.4000244140625,178974,2025-03-03
2025-03-10,1595.25,1595.25,1754.8499755859375,1574.75,1746.449951171875,96059,2025-03-10
2025-03-17,1632.5,1632.5,1690.800048828125,1585.0,1599.949951171875,158978,2025-03-17
2025-03-24,1647.3499755859375,1647.3499755859375,1806.199951171875,1609.449951171875,1675.0,431444,2025-03-24
2025-03-31,1598.699951171875,1598.699951171875,1746.449951171875,1578.199951171875,1647.3499755859375,164641,2025-03-31
2025-04-07,1680.550048828125,1680.550048828125,1697.449951171875,1510.0,1546.0,153613,2025-04-07
2025-04-14,1769.9000244140625,1769.9000244140625,1777.699951171875,1695.4000244140625,1725.0,83924,2025-04-14
2025-04-21,1668.4000244140625,1668.4000244140625,1835.9000244140625,1657.0,1775.0,168648,2025-04-21
2025-04-28,1601.0999755859375,1601.0999755859375,1711.9000244140625,1566.0999755859375,1655.0,180081,2025-04-28
2025-05-05,1602.5999755859375,1602.5999755859375,1640.0,1522.699951171875,1640.0,118357,2025-05-05
2025-05-12,1739.9000244140625,1739.9000244140625,1768.9000244140625,1643.9000244140625,1644.0,203927,2025-05-12
2025-05-19,1834.5999755859375,1834.5999755859375,1845.0,1747.300048828125,1765.9000244140625,177044,2025-05-19
2025-05-26,1638.5999755859375,1638.5999755859375,1873.0,1628.0999755859375,1835.0,433026,2025-05-26
2025-06-02,1692.699951171875,1692.699951171875,1719.0,1632.0,1655.0,160506,2025-06-02
2025-06-09,1721.199951171875,1721.199951171875,1783.199951171875,1685.199951171875,1692.699951171875,153898,2025-06-09
2025-06-16,1646.0999755859375,1646.0999755859375,1720.0,1625.0,1720.0,179993,2025-06-16
2025-06-23,1650.5999755859375,1650.5999755859375,1677.5999755859375,1593.699951171875,1646.0999755859375,295149,2025-06-23
2025-06-30,1619.199951171875,1619.199951171875,1666.0999755859375,1604.0999755859375,1645.0,109186,2025-06-30
2025-07-07,1656.5,1656.5,1668.800048828125,1600.0,1619.199951171875,146542,2025-07-07
2025-07-14,1703.0,1703.0,1712.800048828125,1648.5999755859375,1650.0,64118,2025-07-14
