Date,Adj Close_VERTOZ.NS,Close_VERTOZ.NS,High_VERTOZ.NS,Low_VERTOZ.NS,Open_VERTOZ.NS,Volume_VERTOZ.NS,Date
2020-07-13,61.74628829956055,61.75,61.75,55.42499923706055,56.974998474121094,951062,2020-07-13
2020-07-20,59.74641036987305,59.75,66.44999694824219,59.5,64.5,887728,2020-07-20
2020-07-27,58.42148971557617,58.42499923706055,62.5,58.25,61.0,316664,2020-07-27
2020-08-03,59.97139358520508,59.974998474121094,63.45000076293945,58.0,59.974998474121094,304154,2020-08-03
2020-08-10,58.62147903442383,58.625,62.0,58.0,60.5,357676,2020-08-10
2020-08-17,60.42136764526367,60.42499923706055,61.5,58.849998474121094,58.974998474121094,317998,2020-08-17
2020-08-24,62.496246337890625,62.5,69.0,59.95000076293945,60.42499923706055,493158,2020-08-24
2020-08-31,67.07096862792969,67.07499694824219,67.07499694824219,59.0,63.75,1150970,2020-08-31
2020-09-07,72.57063293457031,72.57499694824219,76.0,66.375,68.0250015258789,768314,2020-09-07
2020-09-14,70.94573211669922,70.94999694824219,75.5,68.82499694824219,74.44999694824219,756934,2020-09-14
2020-09-21,76.44540405273438,76.44999694824219,76.5250015258789,67.0,74.0,951208,2020-09-21
2020-09-28,76.67039489746094,76.67500305175781,77.8499984741211,75.05000305175781,76.7249984741211,443872,2020-09-28
2020-10-05,82.32005310058594,82.32499694824219,82.4000015258789,75.05000305175781,77.375,997520,2020-10-05
2020-10-12,83.19499969482422,83.19999694824219,83.375,75.5,83.0,802898,2020-10-12
2020-10-19,82.24505615234375,82.25,85.05000305175781,80.0,84.0,982538,2020-10-19
2020-10-26,87.3499984741211,87.3499984741211,88.0,79.0,82.69999694824219,1819974,2020-10-26
2020-11-02,89.05000305175781,89.05000305175781,91.30000305175781,83.5250015258789,89.19999694824219,1534424,2020-11-02
2020-11-09,92.3499984741211,92.3499984741211,94.44999694824219,88.2750015258789,90.9749984741211,1953928,2020-11-09
2020-11-16,91.5,91.5,94.69999694824219,89.8499984741211,89.8499984741211,310482,2020-11-16
2020-11-23,91.0999984741211,91.0999984741211,96.0,90.55000305175781,92.44999694824219,708764,2020-11-23
2020-11-30,93.42500305175781,93.42500305175781,95.19999694824219,88.0,91.0999984741211,977360,2020-11-30
2020-12-07,103.2249984741211,103.2249984741211,107.1500015258789,90.55000305175781,94.94999694824219,1666748,2020-12-07
2020-12-14,107.2249984741211,107.2249984741211,110.5,102.5250015258789,103.2249984741211,1101704,2020-12-14
2020-12-21,105.92500305175781,105.92500305175781,111.0,95.0,107.55000305175781,1008224,2020-12-21
2020-12-28,108.25,108.25,111.7249984741211,95.0,107.5,1218050,2020-12-28
2021-01-04,112.67500305175781,112.67500305175781,116.0,105.17500305175781,109.25,1305978,2021-01-04
2021-01-11,110.30000305175781,110.30000305175781,118.4000015258789,110.0,113.25,1183986,2021-01-11
2021-01-18,114.17500305175781,114.17500305175781,122.0,108.0,113.0,1356768,2021-01-18
2021-01-25,111.4749984741211,111.4749984741211,118.0,109.75,114.9000015258789,312446,2021-01-25
