Date,Adj Close_GOYALALUM.NS,Close_GOYALALUM.NS,High_GOYALALUM.NS,Low_GOYALALUM.NS,Open_GOYALALUM.NS,Volume_GOYALALUM.NS,Date
2023-10-30,8.25,8.25,8.75,8.149999618530273,8.75,423174,2023-10-30
2023-11-06,8.550000190734863,8.550000190734863,8.75,8.399999618530273,8.399999618530273,422028,2023-11-06
2023-11-13,9.399999618530273,9.399999618530273,10.25,9.350000381469727,9.350000381469727,1351046,2023-11-13
2023-11-20,9.0,9.0,9.699999809265137,8.600000381469727,9.649999618530273,1047184,2023-11-20
2023-11-27,9.0,9.0,9.050000190734863,8.5,9.0,1258572,2023-11-27
2023-12-04,9.0,9.0,9.300000190734863,8.550000190734863,9.199999809265137,1421243,2023-12-04
2023-12-11,9.199999809265137,9.199999809265137,9.300000190734863,8.600000381469727,9.199999809265137,1402639,2023-12-11
2023-12-18,9.899999618530273,9.899999618530273,10.600000381469727,9.199999809265137,9.649999618530273,2520693,2023-12-18
2023-12-25,9.899999618530273,9.899999618530273,10.199999809265137,9.850000381469727,9.899999618530273,1029266,2023-12-25
2024-01-01,10.800000190734863,10.800000190734863,10.800000190734863,9.699999809265137,9.800000190734863,2255038,2024-01-01
2024-01-08,11.850000381469727,11.850000381469727,12.399999618530273,11.100000381469727,11.199999809265137,3142337,2024-01-08
2024-01-15,10.850000381469727,10.850000381469727,11.850000381469727,10.850000381469727,11.850000381469727,406059,2024-01-15
2024-01-22,10.050000190734863,10.050000190734863,10.850000381469727,10.050000190734863,10.850000381469727,193016,2024-01-22
2024-01-29,10.199999809265137,10.199999809265137,10.199999809265137,9.75,9.899999618530273,729422,2024-01-29
2024-02-05,9.600000381469727,9.600000381469727,10.300000190734863,9.550000190734863,10.25,644110,2024-02-05
2024-02-12,9.300000190734863,9.300000190734863,9.600000381469727,9.100000381469727,9.449999809265137,409141,2024-02-12
2024-02-19,10.550000190734863,10.550000190734863,11.199999809265137,9.600000381469727,9.75,2243380,2024-02-19
2024-02-26,10.0,10.0,10.550000190734863,9.800000190734863,10.5,1299760,2024-02-26
2024-03-04,9.800000190734863,9.800000190734863,10.25,9.550000190734863,10.100000381469727,507594,2024-03-04
2024-03-11,9.199999809265137,9.199999809265137,10.149999618530273,8.399999618530273,10.0,857995,2024-03-11
2024-03-18,8.800000190734863,8.800000190734863,9.300000190734863,8.199999809265137,9.199999809265137,1174518,2024-03-18
2024-03-25,8.5,8.5,9.100000381469727,8.300000190734863,8.800000190734863,617015,2024-03-25
2024-04-01,9.949999809265137,9.949999809265137,10.449999809265137,8.550000190734863,8.550000190734863,1224550,2024-04-01
2024-04-08,9.550000190734863,9.550000190734863,9.75,9.350000381469727,9.75,579171,2024-04-08
2024-04-15,8.949999809265137,8.949999809265137,9.5,8.949999809265137,9.399999618530273,311612,2024-04-15
2024-04-22,9.050000190734863,9.050000190734863,9.050000190734863,8.899999618530273,8.899999618530273,260118,2024-04-22
2024-04-29,8.75,8.75,9.050000190734863,8.75,8.949999809265137,216087,2024-04-29
2024-05-06,8.5,8.5,8.75,8.350000381469727,8.649999618530273,346089,2024-05-06
2024-05-13,10.300000190734863,10.300000190734863,10.350000381469727,8.5,8.5,2420776,2024-05-13
2024-05-20,9.649999618530273,9.649999618530273,10.550000190734863,9.649999618530273,9.949999809265137,789368,2024-05-20
2024-05-27,9.050000190734863,9.050000190734863,9.449999809265137,9.050000190734863,9.449999809265137,420041,2024-05-27
2024-06-03,8.75,8.75,9.199999809265137,8.75,9.199999809265137,518478,2024-06-03
2024-06-10,8.949999809265137,8.949999809265137,8.949999809265137,8.699999809265137,8.699999809265137,317148,2024-06-10
2024-06-17,9.300000190734863,9.300000190734863,9.300000190734863,8.949999809265137,8.949999809265137,329335,2024-06-17
2024-06-24,9.25,9.25,9.5,9.25,9.300000190734863,586002,2024-06-24
2024-07-01,9.609999656677246,9.609999656677246,10.180000305175781,9.220000267028809,9.699999809265137,1822219,2024-07-01
2024-07-08,9.279999732971191,9.279999732971191,9.75,8.989999771118164,9.619999885559082,1019347,2024-07-08
2024-07-15,9.119999885559082,9.119999885559082,9.6899995803833,9.0,9.479999542236328,994708,2024-07-15
2024-07-22,9.220000267028809,9.220000267028809,9.380000114440918,8.859999656677246,9.300000190734863,920091,2024-07-22
2024-07-29,9.319999694824219,9.319999694824219,9.720000267028809,9.149999618530273,9.369999885559082,1410156,2024-07-29
2024-08-05,9.279999732971191,9.279999732971191,9.479999542236328,9.010000228881836,9.319999694824219,1102910,2024-08-05
2024-08-12,9.229999542236328,9.229999542236328,9.550000190734863,9.130000114440918,9.289999961853027,831855,2024-08-12
2024-08-19,9.380000114440918,9.380000114440918,9.489999771118164,9.210000038146973,9.359999656677246,1010772,2024-08-19
2024-08-26,9.390000343322754,9.390000343322754,9.680000305175781,9.199999809265137,9.479999542236328,1258232,2024-08-26
2024-09-02,9.3100004196167,9.3100004196167,9.520000457763672,8.960000038146973,9.5,1097174,2024-09-02
2024-09-09,9.970000267028809,9.970000267028809,10.279999732971191,9.199999809265137,9.479999542236328,2057936,2024-09-09
2024-09-16,9.729999542236328,9.729999542236328,10.619999885559082,8.970000267028809,10.34000015258789,2349882,2024-09-16
2024-09-23,10.289999961853027,10.289999961853027,10.4399995803833,9.430000305175781,9.569999694824219,2388309,2024-09-23
2024-09-30,10.069999694824219,10.069999694824219,11.1899995803833,9.8100004196167,10.640000343322754,2949984,2024-09-30
2024-10-07,9.8100004196167,9.8100004196167,10.350000381469727,9.0600004196167,10.069999694824219,1804383,2024-10-07
2024-10-14,9.539999961853027,9.539999961853027,10.020000457763672,9.199999809265137,9.989999771118164,895857,2024-10-14
2024-10-21,8.930000305175781,8.930000305175781,10.140000343322754,8.8100004196167,9.880000114440918,1158882,2024-10-21
2024-10-28,10.279999732971191,10.279999732971191,11.460000038146973,8.930000305175781,8.9399995803833,1457977,2024-10-28
2024-11-04,9.859999656677246,9.859999656677246,10.699999809265137,9.510000228881836,10.5,1136826,2024-11-04
2024-11-11,9.479999542236328,9.479999542236328,10.199999809265137,9.420000076293945,10.09000015258789,728019,2024-11-11
2024-11-18,9.550000190734863,9.550000190734863,10.140000343322754,9.460000038146973,9.5,820308,2024-11-18
2024-11-25,9.729999542236328,9.729999542236328,10.0,9.510000228881836,9.649999618530273,740189,2024-11-25
2024-12-02,10.510000228881836,10.510000228881836,10.640000343322754,9.739999771118164,9.930000305175781,1934638,2024-12-02
2024-12-09,10.720000267028809,10.720000267028809,11.800000190734863,10.5600004196167,10.989999771118164,3218928,2024-12-09
2024-12-16,10.979999542236328,10.979999542236328,11.75,10.109999656677246,10.890000343322754,2730789,2024-12-16
2024-12-23,10.539999961853027,10.539999961853027,11.470000267028809,10.210000038146973,11.460000038146973,1043965,2024-12-23
2024-12-30,10.119999885559082,10.119999885559082,10.989999771118164,9.510000228881836,10.800000190734863,1566590,2024-12-30
2025-01-06,9.020000457763672,9.020000457763672,10.670000076293945,8.859999656677246,10.34000015258789,1348743,2025-01-06
2025-01-13,9.239999771118164,9.239999771118164,9.539999961853027,8.550000190734863,9.539999961853027,798195,2025-01-13
2025-01-20,9.130000114440918,9.130000114440918,9.489999771118164,9.0,9.399999618530273,562214,2025-01-20
2025-01-27,9.020000457763672,9.020000457763672,9.449999809265137,7.300000190734863,9.130000114440918,782935,2025-01-27
2025-02-03,9.130000114440918,9.130000114440918,9.989999771118164,8.800000190734863,9.020000457763672,987109,2025-02-03
2025-02-10,8.710000038146973,8.710000038146973,9.220000267028809,7.96999979019165,9.220000267028809,486034,2025-02-10
2025-02-17,9.140000343322754,9.140000343322754,9.699999809265137,8.0,8.710000038146973,594378,2025-02-17
2025-02-24,8.369999885559082,8.369999885559082,9.9399995803833,8.180000305175781,9.25,308448,2025-02-24
2025-03-03,9.239999771118164,9.239999771118164,9.399999618530273,7.650000095367432,8.380000114440918,673625,2025-03-03
2025-03-10,8.40999984741211,8.40999984741211,9.329999923706055,7.110000133514404,9.300000190734863,440988,2025-03-10
2025-03-17,9.100000381469727,9.100000381469727,9.140000343322754,8.180000305175781,8.779999732971191,476632,2025-03-17
2025-03-24,8.260000228881836,8.260000228881836,9.289999961853027,8.100000381469727,9.109999656677246,933126,2025-03-24
2025-03-31,8.359999656677246,8.359999656677246,8.739999771118164,8.170000076293945,8.260000228881836,401127,2025-03-31
2025-04-07,8.25,8.25,8.489999771118164,7.269999980926514,8.199999809265137,490408,2025-04-07
2025-04-14,8.380000114440918,8.380000114440918,8.5,8.229999542236328,8.350000381469727,263761,2025-04-14
2025-04-21,8.15999984741211,8.15999984741211,9.039999961853027,7.949999809265137,8.5600004196167,692714,2025-04-21
2025-04-28,8.3100004196167,8.3100004196167,9.170000076293945,8.069999694824219,8.09000015258789,1025203,2025-04-28
2025-05-05,7.849999904632568,7.849999904632568,8.5,7.25,8.3100004196167,590706,2025-05-05
2025-05-12,8.319999694824219,8.319999694824219,8.649999618530273,8.09000015258789,8.09000015258789,671687,2025-05-12
2025-05-19,8.390000343322754,8.390000343322754,9.0,8.100000381469727,8.40999984741211,775337,2025-05-19
2025-05-26,8.25,8.25,9.140000343322754,8.210000038146973,8.479999542236328,415283,2025-05-26
2025-06-02,8.260000228881836,8.260000228881836,8.539999961853027,8.1899995803833,8.220000267028809,429266,2025-06-02
2025-06-09,8.239999771118164,8.239999771118164,8.4399995803833,8.0600004196167,8.289999961853027,503248,2025-06-09
2025-06-16,8.0600004196167,8.0600004196167,8.350000381469727,8.0,8.239999771118164,323823,2025-06-16
2025-06-23,8.119999885559082,8.119999885559082,8.270000457763672,8.0,8.239999771118164,486728,2025-06-23
2025-06-30,8.15999984741211,8.15999984741211,8.359999656677246,8.0,8.119999885559082,424464,2025-06-30
2025-07-07,8.079999923706055,8.079999923706055,8.390000343322754,8.010000228881836,8.15999984741211,395734,2025-07-07
2025-07-14,8.050000190734863,8.050000190734863,8.140000343322754,8.010000228881836,8.09000015258789,141970,2025-07-14
