Date,Adj Close_GOYALALUM.NS,Close_GOYALALUM.NS,High_GOYALALUM.NS,Low_GOYALALUM.NS,Open_GOYALALUM.NS,Volume_GOYALALUM.NS,Date
2022-10-31,14.305000305175781,14.305000305175781,14.859999656677246,12.630000114440918,14.479999542236328,265000,2022-10-31
2022-11-07,15.835000038146973,15.835000038146973,17.290000915527344,14.595000267028809,14.595000267028809,1876700,2022-11-07
2022-11-14,15.949999809265137,15.949999809265137,16.69499969482422,14.005000114440918,16.69499969482422,1595140,2022-11-14
2022-11-21,15.4399995803833,15.4399995803833,16.790000915527344,14.859999656677246,16.200000762939453,1515790,2022-11-21
2022-11-28,15.579999923706055,15.579999923706055,16.899999618530273,14.21500015258789,15.5,1647820,2022-11-28
2022-12-05,16.575000762939453,16.575000762939453,17.0,15.010000228881836,15.699999809265137,1572160,2022-12-05
2022-12-12,17.18000030517578,17.18000030517578,18.399999618530273,16.225000381469727,17.0,2090030,2022-12-12
2022-12-19,16.100000381469727,16.100000381469727,18.524999618530273,15.199999809265137,17.479999542236328,1639280,2022-12-19
2022-12-26,19.110000610351562,19.110000610351562,20.3700008392334,15.510000228881836,16.420000076293945,1996870,2022-12-26
2023-01-02,19.485000610351562,19.485000610351562,21.0,18.219999313354492,19.389999389648438,3398990,2023-01-02
2023-01-09,19.4950008392334,19.4950008392334,20.600000381469727,19.024999618530273,20.139999389648438,4636880,2023-01-09
2023-01-16,18.55500030517578,18.55500030517578,19.979999542236328,18.2549991607666,19.979999542236328,2606170,2023-01-16
2023-01-23,21.155000686645508,21.155000686645508,21.34000015258789,16.40999984741211,18.93000030517578,9519970,2023-01-23
2023-01-30,22.18000030517578,22.18000030517578,24.485000610351562,19.510000228881836,21.8799991607666,3929760,2023-01-30
2023-02-06,23.5049991607666,23.5049991607666,25.0,20.625,21.895000457763672,9050150,2023-02-06
2023-02-13,22.7450008392334,22.7450008392334,24.145000457763672,21.440000534057617,23.860000610351562,986220,2023-02-13
2023-02-20,26.434999465942383,26.434999465942383,26.44499969482422,23.15999984741211,23.5,21398460,2023-02-20
2023-02-27,28.05500030517578,28.05500030517578,28.1200008392334,26.450000762939453,26.459999084472656,19681070,2023-02-27
2023-03-06,29.440000534057617,29.440000534057617,29.8700008392334,25.579999923706055,28.18000030517578,19463790,2023-03-06
2023-03-13,31.079999923706055,31.079999923706055,31.084999084472656,29.510000228881836,29.510000228881836,7530250,2023-03-13
2023-03-20,32.81999969482422,32.81999969482422,32.83000183105469,31.149999618530273,31.149999618530273,11640320,2023-03-20
2023-03-27,34.119998931884766,34.119998931884766,34.23500061035156,32.904998779296875,32.935001373291016,9706110,2023-03-27
2023-04-03,35.01499938964844,35.01499938964844,35.5,34.20000076293945,35.5,6632530,2023-04-03
2023-04-10,36.28499984741211,36.28499984741211,36.29499816894531,35.20000076293945,35.20000076293945,6888160,2023-04-10
2023-04-17,38.744998931884766,38.744998931884766,39.29999923706055,36.400001525878906,36.41999816894531,9424140,2023-04-17
2023-04-24,42.95000076293945,42.95000076293945,47.45000076293945,38.900001525878906,38.900001525878906,9601797,2023-04-24
2023-05-01,35.04999923706055,35.04999923706055,42.95000076293945,35.04999923706055,42.95000076293945,83194,2023-05-01
2023-05-08,27.200000762939453,27.200000762939453,33.29999923706055,27.200000762939453,33.29999923706055,96818,2023-05-08
2023-05-15,21.100000381469727,21.100000381469727,25.850000381469727,21.100000381469727,25.850000381469727,413561,2023-05-15
2023-05-22,16.350000381469727,16.350000381469727,20.049999237060547,16.350000381469727,20.049999237060547,422775,2023-05-22
2023-05-29,12.75,12.75,16.100000381469727,12.75,15.550000190734863,13439856,2023-05-29
2023-06-05,12.350000381469727,12.350000381469727,12.350000381469727,11.0,12.149999618530273,6595078,2023-06-05
2023-06-12,14.199999809265137,14.199999809265137,14.199999809265137,12.899999618530273,12.949999809265137,5018249,2023-06-12
2023-06-19,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,38927,2023-06-19
2023-06-26,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,3125,2023-06-26
2023-07-03,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,19741,2023-07-03
2023-07-10,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,15615,2023-07-10
2023-07-17,12.949999809265137,12.949999809265137,12.949999809265137,12.949999809265137,12.949999809265137,9438,2023-07-17
2023-07-24,10.100000381469727,10.100000381469727,12.300000190734863,10.100000381469727,12.300000190734863,291623,2023-07-24
2023-07-31,9.199999809265137,9.199999809265137,10.050000190734863,8.699999809265137,9.600000381469727,5950792,2023-07-31
2023-08-07,7.900000095367432,7.900000095367432,9.149999618530273,7.199999809265137,9.100000381469727,2555248,2023-08-07
2023-08-14,9.5,9.5,9.5,8.199999809265137,8.25,2068538,2023-08-14
2023-08-21,8.75,8.75,9.350000381469727,8.75,9.350000381469727,207110,2023-08-21
2023-08-28,8.0,8.0,8.600000381469727,8.0,8.600000381469727,162272,2023-08-28
2023-09-04,7.699999809265137,7.699999809265137,7.849999904632568,7.550000190734863,7.849999904632568,791643,2023-09-04
2023-09-11,8.449999809265137,8.449999809265137,8.449999809265137,7.849999904632568,7.849999904632568,402317,2023-09-11
2023-09-18,8.75,8.75,8.899999618530273,8.600000381469727,8.600000381469727,475434,2023-09-18
2023-09-25,10.100000381469727,10.100000381469727,10.100000381469727,8.25,8.399999618530273,1844094,2023-09-25
2023-10-02,10.699999809265137,10.699999809265137,11.100000381469727,10.100000381469727,10.100000381469727,1186870,2023-10-02
2023-10-09,10.5,10.5,10.5,9.949999809265137,10.5,779219,2023-10-09
2023-10-16,9.5,9.5,10.699999809265137,9.5,10.300000190734863,625464,2023-10-16
2023-10-23,8.899999618530273,8.899999618530273,9.350000381469727,8.899999618530273,9.350000381469727,165770,2023-10-23
