Date,Adj Close_JAYAGROGN.NS,Close_JAYAGROGN.NS,High_JAYAGROGN.NS,Low_JAYAGROGN.NS,Open_JAYAGROGN.NS,Volume_JAYAGROGN.NS,Date
2020-07-13,86.09288787841797,90.4000015258789,99.0,89.1500015258789,97.3499984741211,23878,2020-07-13
2020-07-20,91.0927505493164,95.6500015258789,95.75,83.25,90.6500015258789,111778,2020-07-20
2020-07-27,82.42632293701172,86.55000305175781,99.94999694824219,86.0,99.94999694824219,64936,2020-07-27
2020-08-03,81.99776458740234,86.0999984741211,89.9000015258789,85.0999984741211,87.0,43242,2020-08-03
2020-08-10,84.9500503540039,89.19999694824219,94.55000305175781,86.30000305175781,88.0,95726,2020-08-10
2020-08-17,94.0450439453125,98.75,98.75,90.05000305175781,91.05000305175781,83248,2020-08-17
2020-08-24,96.37831115722656,101.19999694824219,113.80000305175781,99.0999984741211,99.0999984741211,188288,2020-08-24
2020-08-31,92.09272003173828,96.69999694824219,101.8499984741211,92.05000305175781,101.3499984741211,48891,2020-08-31
2020-09-07,87.56903839111328,91.94999694824219,97.44999694824219,87.0,97.0,36391,2020-09-07
2020-09-14,95.37834930419922,100.1500015258789,107.80000305175781,92.0999984741211,92.1500015258789,65638,2020-09-14
2020-09-21,88.33091735839844,92.75,100.9000015258789,87.3499984741211,100.0,33166,2020-09-21
2020-09-28,88.66423797607422,93.0999984741211,97.44999694824219,92.05000305175781,95.5,19221,2020-09-28
2020-10-05,91.18798828125,95.75,101.0,90.8499984741211,94.0,53876,2020-10-05
2020-10-12,89.18804931640625,93.6500015258789,98.94999694824219,91.19999694824219,98.94999694824219,33082,2020-10-12
2020-10-19,94.75932312011719,99.5,103.5,90.94999694824219,93.5999984741211,92791,2020-10-19
2020-10-26,89.6166000366211,94.0999984741211,101.5,92.55000305175781,99.5,23590,2020-10-26
2020-11-02,91.52130126953125,96.0999984741211,99.6500015258789,93.05000305175781,96.30000305175781,42248,2020-11-02
2020-11-09,92.80697631835938,97.44999694824219,98.8499984741211,92.3499984741211,97.0,101852,2020-11-09
2020-11-16,91.42607879638672,96.0,98.05000305175781,94.19999694824219,95.3499984741211,84717,2020-11-16
2020-11-23,93.94981384277344,98.6500015258789,105.0,96.05000305175781,97.94999694824219,86892,2020-11-23
2020-11-30,109.42558288574219,114.9000015258789,122.0,98.6500015258789,98.6500015258789,212608,2020-11-30
2020-12-07,114.66352844238281,120.4000015258789,126.0999984741211,114.05000305175781,115.0,91733,2020-12-07
2020-12-14,108.37799835205078,113.80000305175781,126.0,109.0,124.80000305175781,95218,2020-12-14
2020-12-21,106.949462890625,112.30000305175781,121.0,99.05000305175781,113.05000305175781,164344,2020-12-21
2020-12-28,112.66358947753906,118.30000305175781,122.9000015258789,111.0,112.30000305175781,176473,2020-12-28
2021-01-04,115.56826782226562,121.3499984741211,122.0,116.0,119.80000305175781,88548,2021-01-04
2021-01-11,130.2821502685547,136.8000030517578,161.0,118.44999694824219,124.3499984741211,1101425,2021-01-11
2021-01-18,130.18692016601562,136.6999969482422,157.5,130.0,136.8000030517578,433002,2021-01-18
2021-01-25,126.7584457397461,133.10000610351562,145.0,130.10000610351562,136.64999389648438,68384,2021-01-25
2021-02-01,131.75831604003906,138.35000610351562,147.39999389648438,121.0,136.5500030517578,128897,2021-02-01
2021-02-08,136.18675231933594,143.0,149.89999389648438,139.0,144.89999389648438,117982,2021-02-08
2021-02-15,129.61549377441406,136.10000610351562,145.0,134.5500030517578,142.5500030517578,59223,2021-02-15
2021-02-22,129.04408264160156,135.5,141.5,131.60000610351562,136.3000030517578,46657,2021-02-22
2021-03-01,135.37725830078125,142.14999389648438,150.0,135.6999969482422,139.75,170679,2021-03-01
2021-03-08,135.80581665039062,142.60000610351562,150.0500030517578,137.3000030517578,142.0,130307,2021-03-08
2021-03-15,131.85354614257812,138.4499969482422,158.0,130.4499969482422,143.10000610351562,195446,2021-03-15
2021-03-22,129.520263671875,136.0,149.0500030517578,135.0500030517578,138.64999389648438,150348,2021-03-22
2021-03-29,130.23452758789062,136.75,139.75,134.0500030517578,136.0,36773,2021-03-29
2021-04-05,129.42503356933594,135.89999389648438,139.1999969482422,131.64999389648438,138.0,48792,2021-04-05
2021-04-12,130.18692016601562,136.6999969482422,144.0,128.25,135.89999389648438,45437,2021-04-12
2021-04-19,134.18679809570312,140.89999389648438,147.5,130.60000610351562,133.0,92488,2021-04-19
2021-04-26,154.75767517089844,162.5,165.0,138.0500030517578,143.9499969482422,492378,2021-04-26
2021-05-03,163.04315185546875,171.1999969482422,195.0,164.89999389648438,166.0,1202396,2021-05-03
2021-05-10,170.4239044189453,178.9499969482422,187.8000030517578,173.8000030517578,173.8000030517578,345708,2021-05-10
2021-05-17,174.51902770996094,183.25,204.0,177.14999389648438,197.0,717380,2021-05-17
2021-05-24,174.04286193847656,182.75,194.0,178.60000610351562,182.0,397093,2021-05-24
2021-05-31,210.08950805664062,220.60000610351562,225.0,182.8000030517578,182.8000030517578,1600959,2021-05-31
2021-06-07,203.08969116210938,213.25,234.0,201.3000030517578,220.60000610351562,703112,2021-06-07
2021-06-14,197.61366271972656,207.5,218.0,202.5500030517578,212.5,473728,2021-06-14
2021-06-21,212.0418243408203,222.64999389648438,229.89999389648438,201.85000610351562,205.8000030517578,523186,2021-06-21
2021-06-28,206.8990936279297,217.25,231.85000610351562,211.0,224.35000610351562,394659,2021-06-28
2021-07-05,199.04217529296875,209.0,221.0,205.25,217.60000610351562,215929,2021-07-05
2021-07-12,231.32701110839844,242.89999389648438,245.0,208.60000610351562,208.60000610351562,912265,2021-07-12
2021-07-19,243.75523376464844,255.9499969482422,260.0,229.8000030517578,241.0,683661,2021-07-19
2021-07-26,276.8019714355469,290.6499938964844,307.1000061035156,266.04998779296875,266.6000061035156,2141259,2021-07-26
2021-08-02,272.1354064941406,285.75,323.79998779296875,276.54998779296875,285.6000061035156,1470207,2021-08-02
2021-08-09,249.83128356933594,261.45001220703125,288.3999938964844,232.10000610351562,288.3999938964844,801245,2021-08-09
2021-08-16,222.7888946533203,233.14999389648438,262.25,230.75,258.54998779296875,353777,2021-08-16
2021-08-23,224.7000274658203,235.14999389648438,238.39999389648438,212.1999969482422,237.5,348013,2021-08-23
2021-08-30,237.9345245361328,249.0,259.45001220703125,232.60000610351562,239.0,430679,2021-08-30
2021-09-06,234.5423126220703,245.4499969482422,257.04998779296875,243.5,249.60000610351562,235767,2021-09-06
2021-09-13,237.9345245361328,249.0,274.70001220703125,245.0,245.10000610351562,527738,2021-09-13
2021-09-20,237.4089813232422,248.4499969482422,257.79998779296875,240.0,246.10000610351562,217469,2021-09-20
2021-09-27,245.43569946289062,256.8500061035156,260.0,243.3000030517578,250.5,200426,2021-09-27
2021-10-04,250.50015258789062,262.1499938964844,276.25,255.0,261.8999938964844,367260,2021-10-04
2021-10-11,243.3334503173828,254.64999389648438,266.54998779296875,252.5500030517578,263.8999938964844,188255,2021-10-11
2021-10-18,225.703369140625,236.1999969482422,261.54998779296875,233.0500030517578,256.8999938964844,230927,2021-10-18
2021-10-25,213.18553161621094,223.10000610351562,241.0500030517578,221.6999969482422,236.1999969482422,164158,2021-10-25
2021-11-01,220.39999389648438,230.64999389648438,234.89999389648438,228.10000610351562,232.0,113536,2021-11-01
2021-11-08,224.60447692871094,235.0500030517578,245.8000030517578,228.0,230.5500030517578,155673,2021-11-08
2021-11-15,204.1077117919922,213.60000610351562,238.0,211.1999969482422,235.1999969482422,180637,2021-11-15
2021-11-22,199.56878662109375,208.85000610351562,219.39999389648438,202.0,211.0,114160,2021-11-22
2021-11-29,208.02548217773438,217.6999969482422,232.0,171.3000030517578,206.1999969482422,559723,2021-11-29
2021-12-06,215.71775817871094,225.75,228.0,203.75,217.0,165945,2021-12-06
2021-12-13,204.82437133789062,214.35000610351562,231.0,211.0,227.14999389648438,105341,2021-12-13
2021-12-20,195.412109375,204.5,211.8000030517578,189.75,207.0500030517578,161050,2021-12-20
2021-12-27,201.43214416503906,210.8000030517578,218.10000610351562,201.39999389648438,201.5,76621,2021-12-27
2022-01-03,215.00108337402344,225.0,230.0,209.5,210.0500030517578,181305,2022-01-03
2022-01-10,224.55670166015625,235.0,239.9499969482422,224.4499969482422,230.10000610351562,262288,2022-01-10
2022-01-17,214.61886596679688,224.60000610351562,235.0,222.5,235.0,98371,2022-01-17
2022-01-24,224.41336059570312,234.85000610351562,239.0,209.14999389648438,224.5,192234,2022-01-24
2022-01-31,216.52999877929688,226.60000610351562,244.0,223.4499969482422,241.9499969482422,130323,2022-01-31
2022-02-07,231.67562866210938,242.4499969482422,249.8000030517578,220.10000610351562,229.0,556391,2022-02-07
2022-02-14,208.98106384277344,218.6999969482422,245.0,218.10000610351562,230.10000610351562,236844,2022-02-14
2022-02-21,193.73988342285156,202.75,219.6999969482422,190.0,219.1999969482422,170764,2022-02-21
2022-02-28,198.2310028076172,207.4499969482422,213.5500030517578,196.5500030517578,199.6999969482422,80745,2022-02-28
2022-03-07,204.82437133789062,214.35000610351562,220.0,197.64999389648438,205.89999389648438,87768,2022-03-07
2022-03-14,216.09999084472656,226.14999389648438,231.0,210.5500030517578,211.5,204732,2022-03-14
2022-03-21,237.21786499023438,248.25,265.0,222.75,226.14999389648438,877926,2022-03-21
2022-03-28,243.47679138183594,254.8000030517578,268.75,245.0500030517578,251.0,402210,2022-03-28
2022-04-04,239.8934326171875,251.0500030517578,272.3999938964844,248.60000610351562,257.0,240157,2022-04-04
