Date,Adj Close_DREAMFOLKS.NS,Close_DREAMFOLKS.NS,High_DREAMFOLKS.NS,Low_DREAMFOLKS.NS,Open_DREAMFOLKS.NS,Volume_DREAMFOLKS.NS,Date
2023-08-07,561.3995971679688,563.6500244140625,798.7000122070312,553.5999755859375,777.9500122070312,10642844,2023-08-07
2023-08-14,517.5752563476562,519.6500244140625,572.0499877929688,508.6499938964844,571.0499877929688,2815533,2023-08-14
2023-08-21,485.0555725097656,487.0,526.9000244140625,484.5,524.0,2498582,2023-08-21
2023-08-28,505.57977294921875,507.1000061035156,521.5,480.5,491.0,3167491,2023-08-28
2023-09-04,505.8788757324219,507.3999938964844,528.4500122070312,501.0,509.8999938964844,5374888,2023-09-04
2023-09-11,493.0175476074219,494.5,517.9000244140625,477.04998779296875,509.8500061035156,1790120,2023-09-11
2023-09-18,467.6438293457031,469.04998779296875,497.0,467.45001220703125,494.5,951019,2023-09-18
2023-09-25,502.5887756347656,504.1000061035156,506.70001220703125,448.5,469.45001220703125,3304582,2023-09-25
2023-10-02,510.7641906738281,512.2999877929688,514.2999877929688,483.79998779296875,504.1000061035156,1362040,2023-10-02
2023-10-09,489.5280456542969,491.0,514.7999877929688,489.0,501.1000061035156,1038314,2023-10-09
2023-10-16,495.65960693359375,497.1499938964844,503.8999938964844,486.5,491.0,975038,2023-10-16
2023-10-23,488.481201171875,489.95001220703125,521.5999755859375,476.04998779296875,500.0,3158216,2023-10-23
2023-10-30,521.43212890625,523.0,538.4000244140625,481.0,492.54998779296875,2946193,2023-10-30
2023-11-06,502.2896728515625,503.79998779296875,527.25,501.8500061035156,523.9000244140625,934263,2023-11-06
2023-11-13,560.1157836914062,561.7999877929688,568.5,505.0,511.95001220703125,4044151,2023-11-13
2023-11-20,545.1607666015625,546.7999877929688,573.5,545.25,566.9000244140625,1787670,2023-11-20
2023-11-27,553.9842529296875,555.6500244140625,567.0,536.0,546.7999877929688,1196585,2023-11-27
2023-12-04,532.7979736328125,534.4000244140625,569.0,531.0499877929688,564.0,946165,2023-12-04
2023-12-11,542.5685424804688,544.2000122070312,558.9000244140625,530.5,535.0,1164260,2023-12-11
2023-12-18,540.5247192382812,542.1500244140625,561.2000122070312,522.6500244140625,550.0,1681668,2023-12-18
2023-12-25,538.879638671875,540.5,559.5999755859375,535.0999755859375,542.1500244140625,872935,2023-12-25
2024-01-01,563.505615234375,565.2000122070312,582.0,538.6500244140625,540.8499755859375,2371210,2024-01-01
2024-01-08,546.05810546875,547.7000122070312,569.7999877929688,542.0999755859375,569.0,1191571,2024-01-08
2024-01-15,527.2147216796875,528.7999877929688,568.7000122070312,513.5,547.7000122070312,1247967,2024-01-15
2024-01-22,549.2484741210938,550.9000244140625,557.5,514.0,528.7999877929688,768336,2024-01-22
2024-01-29,548.6502685546875,550.2999877929688,561.1500244140625,535.0999755859375,559.9000244140625,1092166,2024-01-29
2024-02-05,513.0572509765625,514.5999755859375,567.0,508.1000061035156,554.0,1915955,2024-02-05
2024-02-12,504.3335266113281,505.8500061035156,516.9000244140625,484.3500061035156,514.5999755859375,923767,2024-02-12
2024-02-19,495.6097717285156,497.1000061035156,511.79998779296875,491.0,508.8500061035156,623137,2024-02-19
2024-02-26,524.7720336914062,526.3499755859375,533.0499877929688,480.75,497.1000061035156,4242960,2024-02-26
2024-03-04,499.0992736816406,500.6000061035156,537.75,492.8999938964844,535.9000244140625,871040,2024-03-04
2024-03-11,480.90399169921875,482.3500061035156,505.70001220703125,477.0,505.70001220703125,1581507,2024-03-11
2024-03-18,477.01568603515625,478.45001220703125,490.95001220703125,465.20001220703125,483.8500061035156,741367,2024-03-18
2024-03-25,486.885986328125,488.3500061035156,494.04998779296875,469.0,478.45001220703125,971423,2024-03-25
2024-04-01,523.1768798828125,524.75,527.5,490.3500061035156,492.6000061035156,985560,2024-04-01
2024-04-08,514.6525268554688,516.2000122070312,537.0,514.0,530.0,800539,2024-04-08
2024-04-15,511.561767578125,513.0999755859375,531.9000244140625,497.6499938964844,509.95001220703125,667523,2024-04-15
2024-04-22,551.0430908203125,552.7000122070312,557.5,517.0999755859375,526.0,1164400,2024-04-22
2024-04-29,527.1150512695312,528.7000122070312,561.0,524.0999755859375,559.0,908166,2024-04-29
2024-05-06,511.2626647949219,512.7999877929688,537.0999755859375,501.0,530.0,674847,2024-05-06
2024-05-13,516.1978759765625,517.75,524.9000244140625,500.20001220703125,512.7999877929688,654297,2024-05-13
2024-05-20,527.4639892578125,529.0499877929688,531.0,508.0,516.4500122070312,705958,2024-05-20
2024-05-27,465.450439453125,466.8500061035156,528.0,460.0,527.0,2486523,2024-05-27
2024-06-03,472.5790100097656,474.0,482.0,440.0,482.0,1427555,2024-06-03
2024-06-10,479.5081787109375,480.95001220703125,486.79998779296875,474.04998779296875,477.8999938964844,645306,2024-06-10
2024-06-17,483.1472473144531,484.6000061035156,488.5,479.0,481.04998779296875,606090,2024-06-17
2024-06-24,476.168212890625,477.6000061035156,499.0,476.54998779296875,484.6499938964844,759893,2024-06-24
2024-07-01,478.2120666503906,479.6499938964844,494.0,479.0,480.0,602931,2024-07-01
2024-07-08,473.9249572753906,475.3500061035156,491.3999938964844,470.29998779296875,490.0,618521,2024-07-08
2024-07-15,466.3477478027344,467.75,478.29998779296875,466.20001220703125,478.20001220703125,439174,2024-07-15
2024-07-22,471.68170166015625,473.1000061035156,477.6499938964844,460.5,467.75,441571,2024-07-22
2024-07-29,459.1194763183594,460.5,478.29998779296875,457.04998779296875,474.0,591986,2024-07-29
2024-08-05,463.4564514160156,464.8500061035156,486.70001220703125,449.8999938964844,455.5,1231352,2024-08-05
2024-08-12,441.8713684082031,443.20001220703125,470.3500061035156,441.5,465.0,603255,2024-08-12
2024-08-19,453.58612060546875,454.95001220703125,468.6499938964844,433.1000061035156,442.0,1205619,2024-08-19
2024-08-26,477.9627990722656,479.3999938964844,482.79998779296875,455.0,455.0,1086638,2024-08-26
2024-09-02,495.3106384277344,496.79998779296875,522.1500244140625,470.70001220703125,487.25,5272918,2024-09-02
2024-09-09,498.8998718261719,500.3999938964844,512.0,486.04998779296875,499.95001220703125,1505537,2024-09-09
2024-09-16,499.6974792480469,501.20001220703125,518.0,486.1000061035156,502.8999938964844,1336279,2024-09-16
2024-09-23,460.8999938964844,460.8999938964844,502.70001220703125,458.04998779296875,480.0,1437880,2024-09-23
2024-09-30,461.75,461.75,468.3999938964844,456.29998779296875,468.0,561123,2024-09-30
2024-10-07,459.79998779296875,459.79998779296875,470.0,443.0,466.45001220703125,513504,2024-10-07
2024-10-14,460.3999938964844,460.3999938964844,465.95001220703125,451.54998779296875,464.95001220703125,305834,2024-10-14
2024-10-21,434.1000061035156,434.1000061035156,466.3999938964844,421.1000061035156,460.04998779296875,458008,2024-10-21
2024-10-28,459.1499938964844,459.1499938964844,460.0,428.0,438.79998779296875,243282,2024-10-28
2024-11-04,461.75,461.75,469.8999938964844,447.0,465.95001220703125,323953,2024-11-04
2024-11-11,428.45001220703125,428.45001220703125,446.0,406.3999938964844,445.0,579525,2024-11-11
2024-11-18,419.3500061035156,419.3500061035156,435.95001220703125,415.1499938964844,422.25,238973,2024-11-18
2024-11-25,425.3999938964844,425.3999938964844,438.0,412.1000061035156,422.0,374608,2024-11-25
2024-12-02,425.6000061035156,425.6000061035156,434.0,418.1000061035156,425.70001220703125,533928,2024-12-02
2024-12-09,410.75,410.75,431.8999938964844,406.5,426.95001220703125,585284,2024-12-09
2024-12-16,400.5,400.5,414.25,400.0,412.0,492423,2024-12-16
2024-12-23,393.6499938964844,393.6499938964844,404.8999938964844,391.8999938964844,404.8999938964844,222797,2024-12-23
2024-12-30,401.25,401.25,406.0,384.1000061035156,395.1000061035156,349807,2024-12-30
2025-01-06,376.25,376.25,403.29998779296875,375.0,402.20001220703125,361346,2025-01-06
2025-01-13,364.70001220703125,364.70001220703125,375.6499938964844,360.54998779296875,375.0,559102,2025-01-13
2025-01-20,354.3999938964844,354.3999938964844,368.95001220703125,348.04998779296875,368.95001220703125,471317,2025-01-20
2025-01-27,385.25,385.25,390.0,340.54998779296875,352.0,551197,2025-01-27
2025-02-03,359.6000061035156,359.6000061035156,374.20001220703125,356.6000061035156,365.0,405977,2025-02-03
2025-02-10,282.20001220703125,282.20001220703125,359.0,270.04998779296875,353.1000061035156,1975086,2025-02-10
2025-02-17,269.75,269.75,284.29998779296875,267.04998779296875,283.6499938964844,915990,2025-02-17
2025-02-24,266.29998779296875,266.29998779296875,273.6000061035156,254.1999969482422,271.1499938964844,608871,2025-02-24
2025-03-03,252.3000030517578,252.3000030517578,270.25,237.4499969482422,270.25,1965720,2025-03-03
2025-03-10,218.5,218.5,251.64999389648438,217.5,250.1999969482422,1432059,2025-03-10
2025-03-17,233.39999389648438,233.39999389648438,244.64999389648438,211.4499969482422,220.6999969482422,1838081,2025-03-17
2025-03-24,217.5,217.5,240.89999389648438,214.6999969482422,239.4499969482422,3334702,2025-03-24
2025-03-31,224.52000427246094,224.52000427246094,238.2899932861328,217.5,217.5,1431516,2025-03-31
2025-04-07,232.7100067138672,232.7100067138672,236.27999877929688,209.0800018310547,210.5,930725,2025-04-07
2025-04-14,239.8699951171875,239.8699951171875,243.39999389648438,232.61000061035156,232.7100067138672,650041,2025-04-14
2025-04-21,246.07000732421875,246.07000732421875,256.0,237.0,241.89999389648438,1174528,2025-04-21
2025-04-28,234.0,234.0,246.99000549316406,231.80999755859375,246.08999633789062,444689,2025-04-28
2025-05-05,224.1199951171875,224.1199951171875,244.99000549316406,216.94000244140625,244.99000549316406,734672,2025-05-05
2025-05-12,282.5400085449219,282.5400085449219,284.5,230.00999450683594,233.0,1367882,2025-05-12
2025-05-19,282.8299865722656,282.8299865722656,304.8500061035156,266.239990234375,284.8999938964844,1643260,2025-05-19
2025-05-26,256.8599853515625,256.8599853515625,274.6400146484375,234.30999755859375,273.0,1444462,2025-05-26
2025-06-02,263.25,263.25,267.0,253.0,256.95001220703125,545739,2025-06-02
2025-06-09,272.0,272.0,291.5,263.6000061035156,263.6000061035156,1414618,2025-06-09
2025-06-16,228.60000610351562,228.60000610351562,276.8500061035156,220.3000030517578,272.0,6924596,2025-06-16
2025-06-23,231.3000030517578,231.3000030517578,236.85000610351562,222.60000610351562,228.60000610351562,2050783,2025-06-23
2025-06-30,190.97999572753906,190.97999572753906,239.0,186.0,236.0,8330567,2025-06-30
2025-07-07,160.35000610351562,160.35000610351562,189.0,156.0,188.99000549316406,11746592,2025-07-07
2025-07-14,162.42999267578125,162.42999267578125,162.47000122070312,153.0,153.60000610351562,708164,2025-07-14
