Date,Adj Close_SOTL.NS,Close_SOTL.NS,High_SOTL.NS,Low_SOTL.NS,Open_SOTL.NS,Volume_SOTL.NS,Date
2020-07-13,126.99041748046875,132.6300048828125,138.99000549316406,130.1999969482422,136.00999450683594,29950,2020-07-13
2020-07-20,124.414794921875,129.94000244140625,135.8000030517578,128.00999450683594,133.0,49450,2020-07-20
2020-07-27,122.17428588867188,127.5999984741211,131.61000061035156,124.19999694824219,130.38999938964844,64115,2020-07-27
2020-08-03,123.4764633178711,128.9600067138672,134.8000030517578,127.23999786376953,127.58999633789062,47895,2020-08-03
2020-08-10,128.10108947753906,133.7899932861328,139.60000610351562,128.8000030517578,132.8000030517578,99125,2020-08-10
2020-08-17,146.45596313476562,152.9600067138672,157.0,133.42999267578125,136.0,213950,2020-08-17
2020-08-24,137.8098907470703,143.92999267578125,157.5800018310547,141.97000122070312,154.00999450683594,110910,2020-08-24
2020-08-31,134.8321533203125,140.82000732421875,149.0,136.22000122070312,149.0,43710,2020-08-31
2020-09-07,132.12249755859375,137.99000549316406,142.7899932861328,133.1999969482422,142.7899932861328,22125,2020-09-07
2020-09-14,131.83526611328125,137.69000244140625,143.72999572753906,135.9199981689453,140.1999969482422,59885,2020-09-14
2020-09-21,130.94479370117188,136.75999450683594,144.11000061035156,130.99000549316406,140.00999450683594,198095,2020-09-21
2020-09-28,128.3404541015625,134.0399932861328,139.7899932861328,132.60000610351562,134.0399932861328,48175,2020-09-28
2020-10-05,130.03518676757812,135.80999755859375,139.38999938964844,133.39999389648438,139.3800048828125,35080,2020-10-05
2020-10-12,125.80313110351562,131.38999938964844,137.60000610351562,130.22999572753906,137.58999633789062,29205,2020-10-12
2020-10-19,126.2148666381836,131.82000732421875,135.47000122070312,130.1999969482422,132.7899932861328,19065,2020-10-19
2020-10-26,132.1129150390625,137.97999572753906,151.02000427246094,130.0,132.41000366210938,185130,2020-10-26
2020-11-02,131.07882690429688,136.89999389648438,141.0,132.99000549316406,137.97000122070312,53940,2020-11-02
2020-11-09,133.68316650390625,139.6199951171875,158.0,134.0,136.80999755859375,62785,2020-11-09
2020-11-16,134.9757843017578,140.97000122070312,148.0,135.97000122070312,135.97000122070312,148370,2020-11-16
2020-11-23,132.13206481933594,138.0,143.1999969482422,136.60000610351562,141.0,237090,2020-11-23
2020-11-30,134.95663452148438,140.9499969482422,145.8000030517578,138.0,138.0,233935,2020-11-30
2020-12-07,140.2993621826172,146.52999877929688,169.13999938964844,139.02000427246094,149.3000030517578,629715,2020-12-07
2020-12-14,139.76316833496094,145.97000122070312,152.02000427246094,145.1199951171875,151.0,571830,2020-12-14
2020-12-21,138.5854949951172,144.74000549316406,148.39999389648438,139.2899932861328,147.6999969482422,424090,2020-12-21
2020-12-28,137.77162170410156,143.88999938964844,148.0,142.99000549316406,147.5399932861328,228760,2020-12-28
2021-01-04,137.790771484375,143.91000366210938,148.39999389648438,143.1999969482422,145.91000366210938,383160,2021-01-04
2021-01-11,135.87579345703125,141.91000366210938,145.8000030517578,140.60000610351562,144.99000549316406,373385,2021-01-11
2021-01-18,128.27342224121094,133.97000122070312,143.49000549316406,133.60000610351562,143.49000549316406,309715,2021-01-18
2021-01-25,131.01182556152344,136.8300018310547,141.00999450683594,131.0,135.0,552190,2021-01-25
2021-02-01,152.2104034423828,158.97000122070312,167.0,137.02000427246094,137.80999755859375,1228190,2021-02-01
2021-02-08,176.252685546875,184.0800018310547,195.0,158.47999572753906,161.36000061035156,2201905,2021-02-08
2021-02-15,212.08154296875,221.5,233.8000030517578,181.60000610351562,185.39999389648438,2054495,2021-02-15
2021-02-22,207.8207550048828,217.0500030517578,236.1999969482422,201.1199951171875,229.97999572753906,1285080,2021-02-22
2021-03-01,195.00970458984375,203.6699981689453,220.0,201.0,217.22000122070312,885600,2021-03-01
2021-03-08,194.89480590820312,203.5500030517578,214.60000610351562,200.0,200.0,313705,2021-03-08
2021-03-15,194.64584350585938,203.2899932861328,216.0,198.91000366210938,203.5500030517578,351970,2021-03-15
2021-03-22,186.69879150390625,194.99000549316406,210.0,192.60000610351562,200.82000732421875,242445,2021-03-22
2021-03-29,195.679931640625,204.3699951171875,205.8000030517578,192.0,194.99000549316406,173700,2021-03-29
2021-04-05,195.66079711914062,204.35000610351562,209.8000030517578,199.4600067138672,207.0,259455,2021-04-05
2021-04-12,192.97024536132812,201.5399932861328,202.60000610351562,196.80999755859375,200.10000610351562,175050,2021-04-12
2021-04-19,189.94464111328125,198.3800048828125,201.67999267578125,191.08999633789062,198.39999389648438,188220,2021-04-19
2021-04-26,198.8491668701172,207.67999267578125,216.74000549316406,196.82000732421875,197.8300018310547,490645,2021-04-26
2021-05-03,203.7993621826172,212.85000610351562,219.0,203.99000549316406,209.58999633789062,381635,2021-05-03
2021-05-10,197.61404418945312,206.38999938964844,217.58999633789062,205.16000366210938,212.0399932861328,357720,2021-05-10
2021-05-17,217.72109985351562,227.38999938964844,231.0500030517578,205.10000610351562,206.1999969482422,4465890,2021-05-17
2021-05-24,215.69122314453125,225.27000427246094,235.85000610351562,224.38999938964844,228.4600067138672,1397365,2021-05-24
2021-05-31,246.46461486816406,257.4100036621094,263.04998779296875,221.00999450683594,228.8000030517578,5077570,2021-05-31
2021-06-07,250.86900329589844,262.010009765625,277.5899963378906,250.0,258.3999938964844,1618545,2021-06-07
2021-06-14,246.66566467285156,257.6199951171875,271.6000061035156,249.5800018310547,263.0,1066705,2021-06-14
2021-06-21,253.8180389404297,265.0899963378906,278.510009765625,252.0,252.0,1084345,2021-06-21
2021-06-28,266.7248840332031,278.57000732421875,297.0,264.20001220703125,268.0,4574475,2021-06-28
2021-07-05,283.00201416015625,295.57000732421875,303.75,281.20001220703125,281.20001220703125,1812785,2021-07-05
2021-07-12,286.3627014160156,299.0799865722656,309.3999938964844,286.5199890136719,298.44000244140625,1360740,2021-07-12
2021-07-19,284.6775817871094,297.32000732421875,304.17999267578125,288.0,295.260009765625,717095,2021-07-19
2021-07-26,283.0977478027344,295.6700134277344,303.8900146484375,293.6300048828125,299.79998779296875,500425,2021-07-26
2021-08-02,332.38873291015625,347.1499938964844,357.5899963378906,295.20001220703125,299.79998779296875,3414240,2021-08-02
2021-08-09,325.3321228027344,339.7799987792969,366.0,316.3999938964844,349.19000244140625,1763040,2021-08-09
2021-08-16,296.6077575683594,309.7799987792969,350.0,304.45001220703125,341.2799987792969,581480,2021-08-16
2021-08-23,303.44415283203125,316.9200134277344,322.760009765625,284.3999938964844,309.7799987792969,803575,2021-08-23
2021-08-30,310.46246337890625,324.25,335.0,318.6400146484375,319.6000061035156,533580,2021-08-30
2021-09-06,310.3283996582031,324.1099853515625,329.5899963378906,313.04998779296875,329.5899963378906,330920,2021-09-06
2021-09-13,306.287841796875,319.8900146484375,337.0,317.55999755859375,325.6000061035156,429255,2021-09-13
2021-09-20,303.61651611328125,317.1000061035156,326.5400085449219,308.5199890136719,319.55999755859375,315905,2021-09-20
2021-09-27,294.5540466308594,304.75,319.0,300.20001220703125,316.2300109863281,342315,2021-09-27
2021-10-04,289.7889709472656,299.82000732421875,312.5899963378906,297.0199890136719,303.20001220703125,545755,2021-10-04
2021-10-11,288.9867248535156,298.989990234375,307.79998779296875,296.79998779296875,301.0,373700,2021-10-11
2021-10-18,283.7867431640625,293.6099853515625,317.6000061035156,290.3999938964844,300.79998779296875,1044220,2021-10-18
2021-10-25,267.0848693847656,276.3299865722656,294.8500061035156,275.0,294.8500061035156,432925,2021-10-25
2021-11-01,250.566650390625,259.239990234375,288.010009765625,256.80999755859375,278.8500061035156,817670,2021-11-01
2021-11-08,247.88931274414062,256.4700012207031,262.0,254.00999450683594,261.0,568715,2021-11-08
2021-11-15,221.43504333496094,229.10000610351562,259.20001220703125,228.0,256.0,878110,2021-11-15
2021-11-22,216.56365966796875,224.05999755859375,240.8000030517578,220.8000030517578,225.0,422895,2021-11-22
2021-11-29,222.3822479248047,230.0800018310547,237.10000610351562,216.55999755859375,224.0,233320,2021-11-29
2021-12-06,225.28189086914062,233.0800018310547,240.0,226.0,233.33999633789062,272350,2021-12-06
2021-12-13,215.57777404785156,223.0399932861328,239.0,211.0500030517578,235.0,249305,2021-12-13
2021-12-20,211.15103149414062,218.4600067138672,226.60000610351562,214.0,217.0,327710,2021-12-20
2021-12-27,214.32127380371094,221.74000549316406,227.0,210.4499969482422,218.0,343090,2021-12-27
2022-01-03,230.15325927734375,238.1199951171875,244.0,222.39999389648438,223.7100067138672,675575,2022-01-03
2022-01-10,234.67669677734375,242.8000030517578,256.20001220703125,239.75999450683594,239.75999450683594,614210,2022-01-10
2022-01-17,225.62017822265625,233.42999267578125,251.1999969482422,229.86000061035156,247.0,402970,2022-01-17
2022-01-24,225.23355102539062,233.02999877929688,243.3000030517578,217.32000732421875,235.0,329855,2022-01-24
2022-01-31,224.25735473632812,232.02000427246094,239.39999389648438,230.0,236.0,195850,2022-01-31
2022-02-07,215.79043579101562,223.25999450683594,234.8000030517578,220.1999969482422,230.89999389648438,173505,2022-02-07
2022-02-14,206.78225708007812,213.94000244140625,227.0,209.0,223.25999450683594,373585,2022-02-14
2022-02-21,192.3517608642578,199.00999450683594,213.94000244140625,190.1999969482422,213.94000244140625,360365,2022-02-21
2022-02-28,190.66029357910156,197.25999450683594,203.30999755859375,188.0,198.0,446220,2022-02-28
2022-03-07,199.33018493652344,206.22999572753906,208.9600067138672,186.39999389648438,197.8000030517578,330895,2022-03-07
2022-03-14,201.71754455566406,208.6999969482422,214.19000244140625,203.60000610351562,206.27999877929688,378015,2022-03-14
2022-03-21,217.4335479736328,224.9600067138672,239.8000030517578,210.3300018310547,212.0,1335690,2022-03-21
2022-03-28,212.3592071533203,219.7100067138672,227.4499969482422,209.0,227.4499969482422,381510,2022-03-28
2022-04-04,228.15252685546875,236.0500030517578,239.1999969482422,219.8000030517578,219.8000030517578,269335,2022-04-04
2022-04-11,234.50270080566406,242.6199951171875,248.0,233.60000610351562,236.0,317260,2022-04-11
2022-04-18,227.108642578125,234.97000122070312,247.1999969482422,233.42999267578125,242.55999755859375,267070,2022-04-18
2022-04-25,221.4253692626953,229.08999633789062,238.41000366210938,227.8300018310547,234.0,178690,2022-04-25
2022-05-02,217.8008270263672,225.33999633789062,232.0399932861328,220.8000030517578,227.80999755859375,124615,2022-05-02
2022-05-09,195.62832641601562,202.39999389648438,224.6699981689453,200.0,222.77999877929688,146455,2022-05-09
2022-05-16,200.6446990966797,207.58999633789062,218.0,201.8000030517578,209.60000610351562,131470,2022-05-16
2022-05-23,200.1710968017578,207.10000610351562,219.55999755859375,191.60000610351562,209.14999389648438,142480,2022-05-23
2022-05-30,209.66253662109375,216.9199981689453,226.47999572753906,208.1300048828125,209.47999572753906,164510,2022-05-30
2022-06-06,218.13912963867188,225.69000244140625,239.69000244140625,222.0,222.39999389648438,536515,2022-06-06
2022-06-13,204.43353271484375,211.50999450683594,224.08999633789062,210.02000427246094,224.08999633789062,142280,2022-06-13
2022-06-20,210.010498046875,217.27999877929688,223.8000030517578,200.02000427246094,214.0,276595,2022-06-20
2022-06-27,207.64247131347656,214.8300018310547,225.55999755859375,213.0,223.7899932861328,149010,2022-06-27
2022-07-04,217.0469207763672,224.55999755859375,226.1999969482422,215.07000732421875,215.4499969482422,119995,2022-07-04
2022-07-11,213.49972534179688,220.88999938964844,233.39999389648438,216.52000427246094,225.8000030517578,117605,2022-07-11
2022-07-18,228.22015380859375,236.1199951171875,238.8000030517578,220.88999938964844,222.1999969482422,251270,2022-07-18
2022-07-25,234.2030792236328,242.30999755859375,245.39999389648438,231.85000610351562,236.1999969482422,278695,2022-07-25
2022-08-01,257.4097900390625,266.32000732421875,276.0,243.97000122070312,249.0,1550020,2022-08-01
2022-08-08,261.5272216796875,270.5799865722656,273.6499938964844,262.45001220703125,267.79998779296875,326110,2022-08-08
