Date,Adj Close_PANAMAPET.NS,Close_PANAMAPET.NS,High_PANAMAPET.NS,Low_PANAMAPET.NS,Open_PANAMAPET.NS,Volume_PANAMAPET.NS,Date
2020-07-13,39.636878967285156,44.150001525878906,47.75,42.0,42.099998474121094,102607,2020-07-13
2020-07-20,37.79643630981445,42.099998474121094,46.0,42.0,45.0,108250,2020-07-20
2020-07-27,36.853763580322266,41.04999923706055,44.70000076293945,40.70000076293945,41.5,92672,2020-07-27
2020-08-03,38.514652252197266,42.900001525878906,44.70000076293945,40.099998474121094,41.29999923706055,569611,2020-08-03
2020-08-10,38.020877838134766,42.349998474121094,44.900001525878906,40.650001525878906,43.900001525878906,639051,2020-08-10
2020-08-17,44.39509582519531,49.45000076293945,50.45000076293945,41.20000076293945,42.349998474121094,1019998,2020-08-17
2020-08-24,50.948875427246094,56.75,61.5,49.70000076293945,50.099998474121094,2047432,2020-08-24
2020-08-31,48.30043029785156,53.79999923706055,56.20000076293945,50.0,55.900001525878906,425889,2020-08-31
2020-09-07,49.985843658447266,54.5,56.5,49.599998474121094,54.25,491063,2020-09-07
2020-09-14,50.123416900634766,54.650001525878906,56.29999923706055,53.5,56.0,476275,2020-09-14
2020-09-21,49.802406311035156,54.29999923706055,57.79999923706055,50.04999923706055,57.25,478300,2020-09-21
2020-09-28,51.224021911621094,55.849998474121094,59.900001525878906,52.099998474121094,55.20000076293945,212433,2020-09-28
2020-10-05,51.40745544433594,56.04999923706055,59.0,53.79999923706055,56.70000076293945,150605,2020-10-05
2020-10-12,46.363014221191406,50.54999923706055,56.900001525878906,50.20000076293945,56.900001525878906,236093,2020-10-12
2020-10-19,49.252105712890625,53.70000076293945,56.650001525878906,50.599998474121094,51.849998474121094,305497,2020-10-19
2020-10-26,50.123416900634766,54.650001525878906,61.45000076293945,51.400001525878906,54.0,1017862,2020-10-26
2020-11-02,50.765438079833984,55.349998474121094,56.0,50.849998474121094,54.5,486127,2020-11-02
2020-11-09,60.25817108154297,65.69999694824219,66.69999694824219,55.5,59.0,2180828,2020-11-09
2020-11-16,66.0363540649414,72.0,72.94999694824219,63.45000076293945,63.54999923706055,1023099,2020-11-16
2020-11-23,73.0068588256836,79.5999984741211,84.25,68.30000305175781,74.0,3878450,2020-11-23
2020-11-30,75.39149475097656,82.19999694824219,84.0,73.19999694824219,79.5999984741211,669957,2020-11-30
2020-12-07,90.20381164550781,98.3499984741211,101.4000015258789,80.5,83.5999984741211,2506597,2020-12-07
2020-12-14,89.10321807861328,97.1500015258789,109.94999694824219,94.4000015258789,100.5999984741211,1632879,2020-12-14
2020-12-21,93.78077697753906,102.25,104.8499984741211,80.55000305175781,96.0,1522159,2020-12-21
2020-12-28,91.94644165039062,100.25,108.0,97.75,102.9000015258789,854964,2020-12-28
2021-01-04,91.85472869873047,100.1500015258789,110.0,96.5,101.0,1442765,2021-01-04
2021-01-11,89.60765838623047,97.69999694824219,104.80000305175781,96.6500015258789,102.19999694824219,528418,2021-01-11
2021-01-18,86.48927307128906,94.30000305175781,101.75,92.75,97.19999694824219,639123,2021-01-18
2021-01-25,92.77188873291016,101.1500015258789,104.4000015258789,92.19999694824219,96.9000015258789,660573,2021-01-25
2021-02-01,118.54440307617188,129.25,137.8000030517578,101.1500015258789,101.9000015258789,4352433,2021-02-01
2021-02-08,126.01935577392578,137.39999389648438,141.0,120.0999984741211,130.8000030517578,1742283,2021-02-08
2021-02-15,140.55653381347656,153.25,157.8000030517578,133.0,137.0,2034940,2021-02-15
2021-02-22,154.9561004638672,168.9499969482422,188.0,150.14999389648438,154.89999389648438,2204664,2021-02-22
2021-03-01,158.0286407470703,172.3000030517578,189.39999389648438,167.60000610351562,167.85000610351562,768916,2021-03-01
2021-03-08,154.86441040039062,168.85000610351562,180.39999389648438,166.64999389648438,175.1999969482422,354742,2021-03-08
2021-03-15,142.34503173828125,155.1999969482422,170.85000610351562,142.1999969482422,169.0,541402,2021-03-15
2021-03-22,133.3108673095703,145.35000610351562,160.89999389648438,140.14999389648438,157.75,354689,2021-03-22
2021-03-29,152.38804626464844,166.14999389648438,170.0,144.0,145.35000610351562,424677,2021-03-29
2021-04-05,154.58924865722656,168.5500030517578,176.39999389648438,156.5500030517578,168.0,601532,2021-04-05
2021-04-12,139.68521118164062,152.3000030517578,167.0,135.0,165.0500030517578,564148,2021-04-12
2021-04-19,153.39694213867188,167.25,179.0500030517578,144.0,148.0500030517578,1072019,2021-04-19
2021-04-26,162.6603546142578,177.35000610351562,199.39999389648438,168.0500030517578,168.0500030517578,1006090,2021-04-26
2021-05-03,168.62196350097656,183.85000610351562,196.85000610351562,175.35000610351562,178.0,851944,2021-05-03
2021-05-10,171.09832763671875,186.5500030517578,207.10000610351562,178.0500030517578,184.0,1237563,2021-05-10
2021-05-17,177.61024475097656,193.64999389648438,196.85000610351562,185.9499969482422,188.35000610351562,409629,2021-05-17
2021-05-24,192.65187072753906,210.0500030517578,220.75,196.25,196.3000030517578,1531593,2021-05-24
2021-05-31,192.65187072753906,210.0500030517578,234.0,206.0500030517578,210.0500030517578,3208856,2021-05-31
2021-06-07,210.39913940429688,229.39999389648438,242.39999389648438,206.39999389648438,211.89999389648438,2348130,2021-06-07
2021-06-14,212.87550354003906,232.10000610351562,252.8000030517578,224.0500030517578,228.6999969482422,2278889,2021-06-14
2021-06-21,220.71731567382812,240.64999389648438,264.29998779296875,228.0500030517578,230.0,1061422,2021-06-21
2021-06-28,220.94659423828125,240.89999389648438,248.5,234.0,238.3000030517578,582158,2021-06-28
2021-07-05,230.53103637695312,251.35000610351562,270.0,241.25,249.3000030517578,2019279,2021-07-05
2021-07-12,232.7781219482422,253.8000030517578,272.0,252.4499969482422,256.5,1429468,2021-07-12
2021-07-19,228.42153930664062,249.0500030517578,259.5,242.5500030517578,252.75,652522,2021-07-19
2021-07-26,247.04014587402344,269.3500061035156,278.8999938964844,247.1999969482422,250.0,2035823,2021-07-26
2021-08-02,268.96051025390625,293.25,309.79998779296875,271.1000061035156,271.45001220703125,5181112,2021-08-02
2021-08-09,264.1454162597656,288.0,304.5,251.5,296.45001220703125,1756865,2021-08-09
2021-08-16,241.26193237304688,263.04998779296875,293.25,259.04998779296875,288.0,1031142,2021-08-16
2021-08-23,247.0860137939453,269.3999938964844,271.8999938964844,240.3000030517578,260.04998779296875,1130183,2021-08-23
2021-08-30,246.3413543701172,266.5,278.0,261.0,273.8500061035156,715505,2021-08-30
2021-09-06,243.9842987060547,263.95001220703125,295.0,261.29998779296875,265.0,419035,2021-09-06
2021-09-13,264.6436462402344,286.29998779296875,294.0,258.5,263.95001220703125,1680521,2021-09-13
2021-09-20,246.80352783203125,267.0,283.0,260.0,283.0,731544,2021-09-20
2021-09-27,247.91281127929688,268.20001220703125,276.1000061035156,260.0,267.0,478841,2021-09-27
2021-10-04,268.5259704589844,290.5,303.0,262.79998779296875,266.29998779296875,2662593,2021-10-04
2021-10-11,253.7824249267578,274.54998779296875,298.5,271.1000061035156,291.0,1125115,2021-10-11
2021-10-18,233.77011108398438,252.89999389648438,279.5,252.0,277.8999938964844,688910,2021-10-18
