Date,Adj Close_PASUPTAC.NS,Close_PASUPTAC.NS,High_PASUPTAC.NS,Low_PASUPTAC.NS,Open_PASUPTAC.NS,Volume_PASUPTAC.NS,Date
2022-04-18,44.150001525878906,44.150001525878906,48.0,43.150001525878906,48.0,1135400,2022-04-18
2022-04-25,42.04999923706055,42.04999923706055,45.25,41.54999923706055,43.400001525878906,645120,2022-04-25
2022-05-02,38.849998474121094,38.849998474121094,43.900001525878906,37.849998474121094,41.099998474121094,542828,2022-05-02
2022-05-09,35.54999923706055,35.54999923706055,42.0,34.04999923706055,38.849998474121094,1303927,2022-05-09
2022-05-16,37.099998474121094,37.099998474121094,42.70000076293945,35.45000076293945,36.75,941694,2022-05-16
2022-05-23,34.25,34.25,37.95000076293945,31.899999618530273,37.099998474121094,489940,2022-05-23
2022-05-30,36.099998474121094,36.099998474121094,37.599998474121094,34.54999923706055,34.900001525878906,549309,2022-05-30
2022-06-06,35.29999923706055,35.29999923706055,36.79999923706055,34.5,36.650001525878906,207058,2022-06-06
2022-06-13,32.04999923706055,32.04999923706055,36.29999923706055,30.600000381469727,35.79999923706055,301191,2022-06-13
2022-06-20,32.25,32.25,33.54999923706055,30.049999237060547,32.04999923706055,227485,2022-06-20
2022-06-27,31.899999618530273,31.899999618530273,33.79999923706055,31.299999237060547,32.849998474121094,193165,2022-06-27
2022-07-04,32.349998474121094,32.349998474121094,33.95000076293945,31.799999237060547,32.400001525878906,237742,2022-07-04
2022-07-11,32.599998474121094,32.599998474121094,33.75,32.0,32.349998474121094,221562,2022-07-11
2022-07-18,36.70000076293945,36.70000076293945,38.099998474121094,32.349998474121094,33.099998474121094,384501,2022-07-18
2022-07-25,34.04999923706055,34.04999923706055,36.849998474121094,32.650001525878906,36.20000076293945,206014,2022-07-25
2022-08-01,34.099998474121094,34.099998474121094,36.150001525878906,33.5,34.650001525878906,193144,2022-08-01
2022-08-08,34.099998474121094,34.099998474121094,35.04999923706055,32.29999923706055,33.5,200200,2022-08-08
2022-08-15,36.400001525878906,36.400001525878906,38.099998474121094,34.099998474121094,34.099998474121094,457957,2022-08-15
2022-08-22,37.349998474121094,37.349998474121094,40.0,34.349998474121094,37.150001525878906,481149,2022-08-22
2022-08-29,38.79999923706055,38.79999923706055,39.900001525878906,35.54999923706055,35.54999923706055,718997,2022-08-29
2022-09-05,39.04999923706055,39.04999923706055,40.20000076293945,38.0,39.0,597045,2022-09-05
2022-09-12,38.20000076293945,38.20000076293945,44.650001525878906,38.0,39.75,1323044,2022-09-12
2022-09-19,37.900001525878906,37.900001525878906,39.79999923706055,37.5,38.849998474121094,574527,2022-09-19
2022-09-26,35.099998474121094,35.099998474121094,37.650001525878906,34.0,37.650001525878906,341100,2022-09-26
2022-10-03,35.400001525878906,35.400001525878906,36.0,33.54999923706055,35.25,244617,2022-10-03
2022-10-10,32.79999923706055,32.79999923706055,35.95000076293945,31.700000762939453,35.70000076293945,424941,2022-10-10
2022-10-17,32.900001525878906,32.900001525878906,33.900001525878906,30.149999618530273,33.400001525878906,322839,2022-10-17
2022-10-24,33.20000076293945,33.20000076293945,33.70000076293945,32.150001525878906,33.400001525878906,208176,2022-10-24
2022-10-31,32.79999923706055,32.79999923706055,34.099998474121094,32.400001525878906,33.650001525878906,257267,2022-10-31
2022-11-07,32.5,32.5,33.900001525878906,32.29999923706055,33.349998474121094,297267,2022-11-07
2022-11-14,30.299999237060547,30.299999237060547,32.150001525878906,29.700000762939453,32.0,491093,2022-11-14
2022-11-21,30.649999618530273,30.649999618530273,31.0,29.399999618530273,30.799999237060547,203697,2022-11-21
2022-11-28,30.700000762939453,30.700000762939453,31.649999618530273,30.149999618530273,31.0,265472,2022-11-28
2022-12-05,34.95000076293945,34.95000076293945,35.79999923706055,31.549999237060547,31.950000762939453,1078349,2022-12-05
2022-12-12,34.849998474121094,34.849998474121094,35.599998474121094,32.849998474121094,35.5,512233,2022-12-12
2022-12-19,31.049999237060547,31.049999237060547,37.25,30.700000762939453,35.650001525878906,774043,2022-12-19
2022-12-26,33.95000076293945,33.95000076293945,35.0,31.049999237060547,31.049999237060547,231080,2022-12-26
2023-01-02,33.25,33.25,34.70000076293945,32.75,33.849998474121094,194496,2023-01-02
2023-01-09,34.400001525878906,34.400001525878906,34.79999923706055,32.599998474121094,34.0,215837,2023-01-09
2023-01-16,34.900001525878906,34.900001525878906,36.650001525878906,33.650001525878906,34.5,416101,2023-01-16
2023-01-23,32.099998474121094,32.099998474121094,35.25,31.75,35.04999923706055,158982,2023-01-23
2023-01-30,30.799999237060547,30.799999237060547,33.75,30.299999237060547,32.150001525878906,277604,2023-01-30
2023-02-06,30.75,30.75,31.700000762939453,30.149999618530273,30.799999237060547,198960,2023-02-06
2023-02-13,29.299999237060547,29.299999237060547,32.45000076293945,28.950000762939453,32.45000076293945,261658,2023-02-13
2023-02-20,29.299999237060547,29.299999237060547,30.649999618530273,28.5,29.5,203186,2023-02-20
2023-02-27,29.0,29.0,29.899999618530273,28.0,29.899999618530273,178674,2023-02-27
2023-03-06,28.350000381469727,28.350000381469727,30.0,28.0,29.850000381469727,179525,2023-03-06
2023-03-13,27.899999618530273,27.899999618530273,28.600000381469727,26.5,28.049999237060547,206168,2023-03-13
2023-03-20,25.0,25.0,28.799999237060547,24.649999618530273,28.799999237060547,310893,2023-03-20
2023-03-27,24.549999237060547,24.549999237060547,25.049999237060547,22.350000381469727,25.049999237060547,378424,2023-03-27
2023-04-03,28.700000762939453,28.700000762939453,29.0,24.799999237060547,24.799999237060547,284141,2023-04-03
2023-04-10,28.299999237060547,28.299999237060547,29.899999618530273,27.950000762939453,28.700000762939453,157185,2023-04-10
2023-04-17,29.200000762939453,29.200000762939453,29.600000381469727,27.950000762939453,28.299999237060547,177318,2023-04-17
2023-04-24,31.0,31.0,31.850000381469727,28.25,29.299999237060547,487425,2023-04-24
2023-05-01,30.049999237060547,30.049999237060547,31.5,29.75,31.0,200595,2023-05-01
2023-05-08,29.149999618530273,29.149999618530273,31.299999237060547,28.649999618530273,30.75,316714,2023-05-08
2023-05-15,30.100000381469727,30.100000381469727,33.650001525878906,28.600000381469727,29.200000762939453,472938,2023-05-15
2023-05-22,30.200000762939453,30.200000762939453,31.299999237060547,29.399999618530273,30.700000762939453,301753,2023-05-22
2023-05-29,30.350000381469727,30.350000381469727,31.0,28.799999237060547,30.0,291860,2023-05-29
2023-06-05,32.54999923706055,32.54999923706055,34.0,30.200000762939453,30.5,704140,2023-06-05
2023-06-12,33.20000076293945,33.20000076293945,33.900001525878906,32.099998474121094,32.849998474121094,583524,2023-06-12
2023-06-19,31.799999237060547,31.799999237060547,35.099998474121094,31.399999618530273,33.95000076293945,545652,2023-06-19
2023-06-26,31.100000381469727,31.100000381469727,32.5,30.75,31.600000381469727,180330,2023-06-26
2023-07-03,32.79999923706055,32.79999923706055,33.29999923706055,30.899999618530273,31.600000381469727,416887,2023-07-03
2023-07-10,30.200000762939453,30.200000762939453,34.5,29.149999618530273,32.95000076293945,797214,2023-07-10
2023-07-17,31.200000762939453,31.200000762939453,31.950000762939453,30.0,30.25,399004,2023-07-17
2023-07-24,31.399999618530273,31.399999618530273,31.799999237060547,30.399999618530273,31.799999237060547,291023,2023-07-24
2023-07-31,30.450000762939453,30.450000762939453,31.600000381469727,29.200000762939453,31.5,488158,2023-07-31
2023-08-07,28.399999618530273,28.399999618530273,32.20000076293945,27.799999237060547,30.75,834078,2023-08-07
2023-08-14,28.649999618530273,28.649999618530273,29.950000762939453,28.0,28.5,263905,2023-08-14
2023-08-21,30.549999237060547,30.549999237060547,31.299999237060547,29.149999618530273,29.399999618530273,591058,2023-08-21
2023-08-28,38.70000076293945,38.70000076293945,39.400001525878906,30.25,30.950000762939453,3287125,2023-08-28
2023-09-04,37.79999923706055,37.79999923706055,40.45000076293945,35.75,40.45000076293945,1261933,2023-09-04
2023-09-11,35.900001525878906,35.900001525878906,38.79999923706055,35.04999923706055,38.20000076293945,739287,2023-09-11
2023-09-18,34.75,34.75,38.0,34.400001525878906,38.0,500448,2023-09-18
2023-09-25,40.099998474121094,40.099998474121094,40.95000076293945,34.599998474121094,34.95000076293945,2431758,2023-09-25
2023-10-02,44.900001525878906,44.900001525878906,45.70000076293945,37.79999923706055,40.099998474121094,4273769,2023-10-02
2023-10-09,43.54999923706055,43.54999923706055,47.0,43.04999923706055,45.45000076293945,3066357,2023-10-09
2023-10-16,41.900001525878906,41.900001525878906,44.650001525878906,41.70000076293945,43.75,1271087,2023-10-16
2023-10-23,38.95000076293945,38.95000076293945,42.20000076293945,36.849998474121094,41.900001525878906,1226350,2023-10-23
2023-10-30,38.54999923706055,38.54999923706055,38.79999923706055,34.29999923706055,37.29999923706055,1064367,2023-10-30
2023-11-06,37.54999923706055,37.54999923706055,39.20000076293945,36.29999923706055,39.04999923706055,688029,2023-11-06
2023-11-13,37.45000076293945,37.45000076293945,38.5,36.70000076293945,38.5,484010,2023-11-13
2023-11-20,37.54999923706055,37.54999923706055,41.04999923706055,37.0,37.04999923706055,1208927,2023-11-20
2023-11-27,37.150001525878906,37.150001525878906,38.04999923706055,36.599998474121094,37.54999923706055,477942,2023-11-27
2023-12-04,36.900001525878906,36.900001525878906,39.400001525878906,36.599998474121094,38.0,684818,2023-12-04
2023-12-11,36.29999923706055,36.29999923706055,38.29999923706055,36.20000076293945,37.150001525878906,661702,2023-12-11
2023-12-18,35.650001525878906,35.650001525878906,37.20000076293945,34.29999923706055,36.29999923706055,564633,2023-12-18
2023-12-25,37.400001525878906,37.400001525878906,38.20000076293945,34.70000076293945,35.650001525878906,679603,2023-12-25
2024-01-01,37.900001525878906,37.900001525878906,39.25,36.5,37.54999923706055,937815,2024-01-01
2024-01-08,44.900001525878906,44.900001525878906,46.599998474121094,37.849998474121094,37.900001525878906,4412157,2024-01-08
2024-01-15,43.650001525878906,43.650001525878906,44.900001525878906,39.54999923706055,44.900001525878906,1198260,2024-01-15
2024-01-22,41.75,41.75,44.54999923706055,40.29999923706055,43.650001525878906,673171,2024-01-22
2024-01-29,44.150001525878906,44.150001525878906,45.5,40.5,42.099998474121094,2564841,2024-01-29
2024-02-05,45.45000076293945,45.45000076293945,51.29999923706055,42.5,45.5,9291605,2024-02-05
2024-02-12,43.95000076293945,43.95000076293945,45.650001525878906,40.45000076293945,44.70000076293945,1579326,2024-02-12
2024-02-19,46.400001525878906,46.400001525878906,51.0,41.650001525878906,43.5,3963909,2024-02-19
2024-02-26,47.0,47.0,49.04999923706055,42.400001525878906,46.650001525878906,1601224,2024-02-26
2024-03-04,42.900001525878906,42.900001525878906,47.04999923706055,42.599998474121094,47.04999923706055,664607,2024-03-04
2024-03-11,37.95000076293945,37.95000076293945,43.45000076293945,34.29999923706055,43.04999923706055,1716896,2024-03-11
2024-03-18,38.5,38.5,41.0,36.900001525878906,38.150001525878906,847702,2024-03-18
2024-03-25,35.79999923706055,35.79999923706055,40.900001525878906,35.0,38.5,1033457,2024-03-25
2024-04-01,39.900001525878906,39.900001525878906,41.150001525878906,36.349998474121094,36.900001525878906,835249,2024-04-01
2024-04-08,38.45000076293945,38.45000076293945,41.29999923706055,38.20000076293945,40.0,574800,2024-04-08
2024-04-15,37.79999923706055,37.79999923706055,39.29999923706055,36.150001525878906,37.099998474121094,583113,2024-04-15
2024-04-22,38.75,38.75,40.650001525878906,37.650001525878906,38.900001525878906,924584,2024-04-22
2024-04-29,37.099998474121094,37.099998474121094,39.70000076293945,36.5,39.25,606742,2024-04-29
2024-05-06,36.45000076293945,36.45000076293945,39.0,35.099998474121094,37.79999923706055,877890,2024-05-06
2024-05-13,38.70000076293945,38.70000076293945,39.400001525878906,35.349998474121094,36.45000076293945,455910,2024-05-13
2024-05-20,36.5,36.5,38.79999923706055,36.20000076293945,38.150001525878906,428012,2024-05-20
2024-05-27,36.349998474121094,36.349998474121094,36.849998474121094,35.400001525878906,36.849998474121094,392805,2024-05-27
2024-06-03,37.20000076293945,37.20000076293945,37.79999923706055,33.5,37.29999923706055,621502,2024-06-03
2024-06-10,38.06999969482422,38.06999969482422,39.0,36.95000076293945,37.20000076293945,947068,2024-06-10
2024-06-17,38.060001373291016,38.060001373291016,39.79999923706055,36.720001220703125,38.06999969482422,759495,2024-06-17
2024-06-24,36.9900016784668,36.9900016784668,39.38999938964844,36.25,38.22999954223633,494859,2024-06-24
2024-07-01,40.2400016784668,40.2400016784668,41.45000076293945,37.099998474121094,37.189998626708984,1877736,2024-07-01
2024-07-08,41.0099983215332,41.0099983215332,43.79999923706055,39.2599983215332,40.2400016784668,2079494,2024-07-08
2024-07-15,38.31999969482422,38.31999969482422,42.900001525878906,38.0,41.0099983215332,1118048,2024-07-15
2024-07-22,39.779998779296875,39.779998779296875,40.900001525878906,37.04999923706055,38.25,727857,2024-07-22
2024-07-29,39.95000076293945,39.95000076293945,42.0,39.099998474121094,40.099998474121094,1165154,2024-07-29
2024-08-05,40.36000061035156,40.36000061035156,45.2400016784668,37.5,38.25,2406439,2024-08-05
2024-08-12,49.70000076293945,49.70000076293945,50.63999938964844,39.61000061035156,41.400001525878906,15441918,2024-08-12
2024-08-19,52.13999938964844,52.13999938964844,57.0,48.0,50.400001525878906,25517741,2024-08-19
2024-08-26,50.11000061035156,50.11000061035156,53.88999938964844,49.70000076293945,52.52000045776367,2957292,2024-08-26
2024-09-02,50.310001373291016,50.310001373291016,53.95000076293945,48.0099983215332,50.36000061035156,3565119,2024-09-02
2024-09-09,60.209999084472656,60.209999084472656,70.9800033569336,48.65999984741211,50.0,39816307,2024-09-09
2024-09-16,55.97999954223633,55.97999954223633,67.0,53.5,60.880001068115234,2485257,2024-09-16
2024-09-23,54.18000030517578,54.18000030517578,59.4900016784668,52.0,58.5,706889,2024-09-23
2024-09-30,52.970001220703125,52.970001220703125,54.849998474121094,51.0,54.29999923706055,469592,2024-09-30
2024-10-07,50.7599983215332,50.7599983215332,54.25,48.599998474121094,53.25,365299,2024-10-07
2024-10-14,48.75,48.75,51.45000076293945,47.099998474121094,51.45000076293945,450274,2024-10-14
2024-10-21,45.150001525878906,45.150001525878906,49.689998626708984,44.04999923706055,47.54999923706055,359902,2024-10-21
2024-10-28,46.939998626708984,46.939998626708984,47.38999938964844,44.5099983215332,45.400001525878906,213491,2024-10-28
2024-11-04,45.77000045776367,45.77000045776367,52.099998474121094,45.349998474121094,48.0,480559,2024-11-04
2024-11-11,41.2599983215332,41.2599983215332,46.0,41.04999923706055,45.7599983215332,174821,2024-11-11
2024-11-18,38.810001373291016,38.810001373291016,42.33000183105469,38.54999923706055,41.5,383024,2024-11-18
2024-11-25,40.810001373291016,40.810001373291016,42.400001525878906,38.81999969482422,38.81999969482422,417343,2024-11-25
2024-12-02,46.04999923706055,46.04999923706055,46.209999084472656,39.2599983215332,41.400001525878906,343288,2024-12-02
2024-12-09,46.45000076293945,46.45000076293945,48.599998474121094,44.5,45.29999923706055,277389,2024-12-09
2024-12-16,46.9900016784668,46.9900016784668,47.369998931884766,45.16999816894531,47.0,140680,2024-12-16
2024-12-23,44.220001220703125,44.220001220703125,46.04999923706055,44.220001220703125,46.04999923706055,62973,2024-12-23
2024-12-30,44.369998931884766,44.369998931884766,44.40999984741211,43.099998474121094,44.0,134364,2024-12-30
2025-01-06,43.0,43.0,44.560001373291016,42.599998474121094,43.47999954223633,162236,2025-01-06
2025-01-13,44.75,44.75,44.880001068115234,41.29999923706055,42.13999938964844,126754,2025-01-13
2025-01-20,41.5099983215332,41.5099983215332,45.0,40.0099983215332,44.04999923706055,120795,2025-01-20
2025-01-27,44.9900016784668,44.9900016784668,50.95000076293945,40.0,41.5,334096,2025-01-27
2025-02-03,43.70000076293945,43.70000076293945,46.0,42.20000076293945,44.04999923706055,207727,2025-02-03
2025-02-10,42.540000915527344,42.540000915527344,46.099998474121094,40.47999954223633,42.54999923706055,434306,2025-02-10
2025-02-17,44.5099983215332,44.5099983215332,45.97999954223633,41.0,42.97999954223633,334608,2025-02-17
2025-02-24,40.0,40.0,44.27000045776367,39.540000915527344,43.5,180518,2025-02-24
2025-03-03,44.630001068115234,44.630001068115234,45.0,38.63999938964844,40.54999923706055,311246,2025-03-03
2025-03-10,55.77000045776367,55.77000045776367,57.47999954223633,42.0,45.189998626708984,3098885,2025-03-10
2025-03-17,54.58000183105469,54.58000183105469,59.709999084472656,51.689998626708984,59.709999084472656,1277738,2025-03-17
2025-03-24,49.58000183105469,49.58000183105469,58.7400016784668,47.25,54.900001525878906,726121,2025-03-24
2025-03-31,51.88999938964844,51.88999938964844,53.04999923706055,48.0,49.58000183105469,162627,2025-03-31
2025-04-07,50.970001220703125,50.970001220703125,53.0,49.0,49.599998474121094,109013,2025-04-07
2025-04-14,50.16999816894531,50.16999816894531,52.41999816894531,50.0,50.970001220703125,124347,2025-04-14
2025-04-21,47.400001525878906,47.400001525878906,50.43000030517578,46.45000076293945,50.189998626708984,246207,2025-04-21
2025-04-28,44.70000076293945,44.70000076293945,48.20000076293945,43.84000015258789,48.20000076293945,109145,2025-04-28
2025-05-05,43.38999938964844,43.38999938964844,45.2599983215332,42.0099983215332,44.0099983215332,127922,2025-05-05
2025-05-12,49.290000915527344,49.290000915527344,50.099998474121094,43.720001220703125,43.720001220703125,176710,2025-05-12
2025-05-19,46.150001525878906,46.150001525878906,50.439998626708984,44.060001373291016,50.189998626708984,161361,2025-05-19
2025-05-26,45.68000030517578,45.68000030517578,46.779998779296875,44.25,46.0,88681,2025-05-26
2025-06-02,48.70000076293945,48.70000076293945,49.0,44.52000045776367,45.900001525878906,182609,2025-06-02
2025-06-09,47.36000061035156,47.36000061035156,50.68000030517578,46.349998474121094,49.0,165429,2025-06-09
2025-06-16,49.06999969482422,49.06999969482422,50.2599983215332,45.099998474121094,47.45000076293945,421547,2025-06-16
2025-06-23,52.11000061035156,52.11000061035156,52.58000183105469,48.04999923706055,48.75,571344,2025-06-23
2025-06-30,54.880001068115234,54.880001068115234,58.130001068115234,51.36000061035156,53.04999923706055,894905,2025-06-30
2025-07-07,52.209999084472656,52.209999084472656,55.790000915527344,52.11000061035156,54.880001068115234,360454,2025-07-07
2025-07-14,51.290000915527344,51.290000915527344,53.13999938964844,50.349998474121094,52.209999084472656,176431,2025-07-14
