Date,Adj Close_INOXGREEN.NS,Close_INOXGREEN.NS,High_INOXGREEN.NS,Low_INOXGREEN.NS,Open_INOXGREEN.NS,Volume_INOXGREEN.NS,Date
2022-11-21,62.29999923706055,62.29999923706055,64.0,58.349998474121094,60.0,55096906,2022-11-21
2022-11-28,60.349998474121094,60.349998474121094,62.95000076293945,60.04999923706055,62.29999923706055,11579501,2022-11-28
2022-12-05,55.400001525878906,55.400001525878906,60.75,54.0,60.349998474121094,5429606,2022-12-05
2022-12-12,53.20000076293945,53.20000076293945,55.5,53.04999923706055,54.79999923706055,3491317,2022-12-12
2022-12-19,40.849998474121094,40.849998474121094,53.20000076293945,40.5,53.20000076293945,9280409,2022-12-19
2022-12-26,47.849998474121094,47.849998474121094,49.849998474121094,40.150001525878906,40.849998474121094,12899996,2022-12-26
2023-01-02,44.70000076293945,44.70000076293945,48.650001525878906,44.150001525878906,48.099998474121094,3720033,2023-01-02
2023-01-09,46.70000076293945,46.70000076293945,47.650001525878906,43.79999923706055,44.95000076293945,5941084,2023-01-09
2023-01-16,52.79999923706055,52.79999923706055,54.70000076293945,45.75,46.349998474121094,14853229,2023-01-16
2023-01-23,46.099998474121094,46.099998474121094,53.400001525878906,45.349998474121094,53.099998474121094,8498777,2023-01-23
2023-01-30,46.45000076293945,46.45000076293945,52.29999923706055,45.0,46.349998474121094,6144634,2023-01-30
2023-02-06,47.0,47.0,49.650001525878906,45.29999923706055,45.29999923706055,2606656,2023-02-06
2023-02-13,43.400001525878906,43.400001525878906,47.5,42.70000076293945,47.25,4139691,2023-02-13
2023-02-20,41.900001525878906,41.900001525878906,45.150001525878906,41.29999923706055,43.650001525878906,4965691,2023-02-20
2023-02-27,46.70000076293945,46.70000076293945,48.099998474121094,41.75,42.150001525878906,3141615,2023-02-27
2023-03-06,46.849998474121094,46.849998474121094,48.5,46.04999923706055,47.0,4689563,2023-03-06
2023-03-13,43.20000076293945,43.20000076293945,47.150001525878906,42.599998474121094,46.849998474121094,1514558,2023-03-13
2023-03-20,41.099998474121094,41.099998474121094,44.29999923706055,40.400001525878906,43.79999923706055,1743612,2023-03-20
2023-03-27,39.349998474121094,39.349998474121094,42.04999923706055,38.900001525878906,41.349998474121094,4689852,2023-03-27
2023-04-03,39.650001525878906,39.650001525878906,41.79999923706055,38.95000076293945,39.849998474121094,1984108,2023-04-03
2023-04-10,38.70000076293945,38.70000076293945,40.25,38.400001525878906,39.75,1590974,2023-04-10
2023-04-17,42.45000076293945,42.45000076293945,45.25,38.45000076293945,39.04999923706055,14134529,2023-04-17
2023-04-24,43.04999923706055,43.04999923706055,43.849998474121094,41.599998474121094,42.5,1978380,2023-04-24
